Gene symbol	Fold Change (MCF7 control/MCF7-miR210)
PIP5K1A	2.425429088
PKIA	0.254130247
PKIA	0.280550035
PKIB	0.485424894
PKN3	0.500846355
PKP3	2.227970299
PLA2G12A	2.143992709
PLAC8	0.459316336
PLAGL1	0.309150233
PLAGL1	0.311024471
PLCB4	2.616176726
PLEKHA5	0.424692342
PLEKHA6	0.460802357
PLEKHB2	2.02076282
PLK4	2.164719357
PLSCR1	3.77888339
PLSCR1	4.497801523
PMAIP1	2.661777536
PNO1	0.445420542
PNPLA8	2.859870855
PNRC2	4.809110248
POLD1	0.493827814
POLH	2.205430045
POLR2A	0.475514091
POLR2D	0.360984801
POLR2J4	3.089107335
POLR2J4	3.919772706
POLR2L	0.441060968
POLR3B	0.393948788
POLRMT	0.463991409
POM121	2.271554627
PON2	2.407874166
PPA2	0.418465329
PPCDC	0.383035496
PPFIA3	0.450475328
PPHLN1	0.39858795
PPIB	2.086767689
PPIF	2.442857993
PPP1CB	2.596035299
PPP1R15A	2.38920393
PPP1R3C	0.448245188
PPP2R1B	0.460345835
PPP2R5C	0.499092801
PPP3CA	0.498944067
PPP3R1	0.318218585
PPP5C	2.138560468
PPTC7	2.075386449
PQLC2	0.504385952
PRDM15	0.492545873
PRIM2	0.423355049
PRIMA1	0.498978652
PRKAB1	3.349718823
PRKAR1A	2.315718678
PRKDC	2.649756888
PRO0461	2.336420584
PROSC	2.731417787
PRPF18	0.37550135
PRPF3	0.455830701
PRPF4	2.397365703
PRPF40A	2.975598757
PRPF4B	5.74485309
PRPF6	0.445290889
PRPF6	2.428844284
PRPS2	2.277640418
PRR14	2.537838036
PRR5	0.407293304
PRRC1	2.114534355
PRRT3	0.386582973
PRSS23	0.460004538
PRTFDC1	0.318026745
PSAP	3.074538771
PSAT1	2.763238329
PSD3	2.096452292
PSD4	2.202725928
PSEN1	3.854089301
PSENEN	2.553524675
PSMB8	3.059996494
PSMB9	2.805601292
PSMC3IP	0.462254734
PSMD10	4.714745837
PSME4	3.193237813
PSMG3	0.444141104
PSPC1	5.163001438
PSPH	0.437356003
PSRC1	0.477009532
PTDSS1	0.443701089
PTER	2.017417951
PTGER2	0.477710999
PTGER4	0.352430332
PTGES	0.447007208
PTGR1	0.468545156
PTGR1	2.334591284
PTK2	2.823608364
PTOV1	0.486799638
PTP4A1	3.013646084
PTPLB	2.749787246
PTPN11	3.441625216
PTPN11	4.530310709
PTPN12	9.626357483
PVR	0.458108107
PVRL2	2.812864388
PVRL2	3.789427749
PVT1	2.01891476
PYCRL	0.352980404
PYROXD1	0.434931468
R3HCC1	0.364964994
RAB14	2.135390618
RAB18	2.354890537
RAB1A	4.03671015
RAB33B	0.450263051
RAB37	0.410903066
RAB39B	0.46804852
RAB5A	6.659482169
RAB6A	2.212979367
RABEP1	2.130349301
RABEP2	0.38260828
RABEPK	0.389325838
RAC1	2.358075646
RAD18	0.461185801
RAD21	6.502074111
RALA	0.493738825
RALB	2.965036778
RANBP2	5.059693522
RANBP9	3.091592133
RANGAP1	2.23510096
RAP1GAP	2.07465292
RAP1GDS1	2.094143057
RAP2B	5.03440053
RARG	2.324402643
RARRES3	3.545207327
RARS2	1.995098534
RBAK	2.229515145
RBL1	0.407827227
RBM14	2.007569593
RBM15	2.128533801
RBM19	0.448279366
RBM22	2.392717379
RBM26	0.488455825
RBM3	0.442926739
RBM6	8.732410795
RBM9	2.96526286
RC3H2	0.416001317
RDX	2.358631439
RECQL4	0.409475773
RECQL4	0.466458294
RECQL5	0.370920009
RERG	0.474822432
RFC3	3.81171433
RFTN1	0.214257855
RFXAP	0.468720565
RG9MTD2	0.486951502
RGPD1	2.234125144
RGS16	0.31888099
RGS17	2.034056848
RHBDD2	2.803909918
RHEB	2.162050169
RHOA	5.209301721
RHOB	4.381819328
RHOBTB3	2.123685307
RHOBTB3	2.193903394
RHOBTB3	3.264472753
RHOU	0.454052178
RIOK2	0.423079298
RIT1	2.019950585
RIT1	2.455913929
RIT1	2.981524104
RNASE4	3.032525969
RNASEH2C	0.474615131
RNF166	0.384394607
RNF213	2.19650533
RNF40	0.504676215
RNF6	3.046958816
RNFT1	4.908152244
RP6-213H19.1	4.872188666
RP9	0.395165801
RPAP3	4.827746755
RPH3AL	0.47887466
RPL31	2.18015393
RPL37	2.169165305
RPL37A	2.601691676
RPP30	0.422997195
RPRD2	0.502045491
RPS21	0.39329943
RPS6KB1	2.047963496
RRM1	0.434636127
RRM1	3.563339638
RRN3	3.80865075
RRP15	0.304237522
RRP7A	0.439096518
RRP7A	0.487633789
RSAD2	2.335432908
RSAD2	3.852940748
RSRC2	2.117482432
RUFY3	2.204222713
RWDD2B	2.935039664
RYK	2.149543044
S100A7	0.141038408
S100A8	0.271132507
S100P	2.107130987
SAC3D1	0.428016999
SACS	0.466057544
SAE1	3.42596402
SAMD12	2.782766773
SAMD9	2.321633111
SAMD9	2.412217508
SAMHD1	3.027779198
SAR1B	2.679381478
SART1	0.458289139
SAT1	2.568489187
SC65	0.416971302
SCAMP1	2.615487726
SCAMP1	2.702023084
SCAMP4	0.445899349
SCARB2	4.465804204
SCLT1	0.472042938
SCNN1A	3.232252715
SCOC	8.152429161
SCYL2	4.979048264
SDCCAG1	2.678341644
SDHC	3.112017127
SEC14L1	0.372040091
SEC23B	2.184086508
SEC23IP	2.176228432
SEC61A1	2.8927868
SEC63	2.584311543
SEL1L	2.120713894
SEL1L	2.380426362
SELT	2.391192041
SEMA3C	2.24597209
SEPT2	2.311869559
SEPT6	2.224960926
SEPT9	0.363389843
SERTAD4	0.476619539
SETD5	4.799286702
SF3A2	0.33570362
SF3B1	2.7768322
SF3B1	3.260922152
SF3B14	2.050449198
SF3B3	0.475266955
SFRS1	4.638248126
SFRS2B	0.390382422
SFRS2IP	2.196596682
SFRS3	4.979255341
SFRS4	2.435537168
SFRS7	2.956396969
SFRS8	2.669463828
SFT2D2	0.483172416
SFXN1	0.423149686
SFXN3	0.485966914
SFXN4	0.42371908
SGCB	0.420022931
SGK3	0.423883584
SGOL1	0.423029448
SGOL2	0.453196932
SGPP1	5.766036622
SIGIRR	0.491706728
SIN3A	0.377984767
SKP2	0.46595741
SLC11A2	2.910465669
SLC12A5	2.112205202
SLC16A1	2.298304577
SLC16A6	0.38680008
SLC19A1	0.420008375
SLC19A1	0.489693177
SLC1A4	0.470201159
SLC20A1	2.165694881
SLC25A11	0.444535333
SLC25A16	0.480320737
SLC25A21	0.497614352
SLC25A36	2.069841075
SLC25A37	2.646232824
SLC25A38	0.501934146
SLC25A45	0.502860452
SLC26A2	0.322651805
SLC2A4RG	0.471948061
SLC30A5	2.553135312
SLC33A1	3.142973265
SLC35E1	0.395796292
SLC37A4	2.161495751
SLC38A10	0.373316195
SLC39A6	4.526512693
SLC39A6	6.726425296
SLC39A6	9.537161846
SLC3A2	2.006526208
SLC4A2	0.479645358
SLC6A6	2.32306577
SLCO3A1	0.485172606
SLITRK6	0.239608335
SLITRK6	0.415013451
SLITRK6	0.4982874
SLMO2	2.025151726
SLU7	0.499117018
SMAD1	0.449589423
SMAD2	0.48537779
SMARCA2	2.305724272
SMARCD2	0.457340313
SMC2	0.362821034
SMC3	2.263224971
SMC3	4.121844274
SMC5	0.502843024
SMEK1	3.170762898
SMG1	2.025418452
SMG5	0.426228805
SNAP23	2.051629186
SNAPC3	3.057558284
SNHG9	0.465905737
SNRNP25	0.427237444
SNX13	2.300759204
SNX21	0.493068502
SNX8	0.372050406
SOCS1	2.314306591
SOCS6	0.444251946
SOD2	3.269477285
SORT1	0.463518877
SOX13	0.393165871
SOX4	0.497855854
SP1	3.337944576
SP100	2.066300387
SP110	3.035701631
SP110	4.414438671
SP3	0.482499717
SPAG9	1.996177485
SPAG9	2.147532552
SPAG9	4.045814012
SPATA13	2.193614481
SPATA17	0.488384731
SPATA2L	0.4099131
SPATA5	0.461655955
SPC24	0.439187835
SPC25	0.359511544
SPG7	2.979582099
SPOP	0.305948345
SPTAN1	0.352442546
SPTBN1	0.429562512
SPTBN1	0.476157248
SPTLC1	2.36596708
SQLE	3.303670951
SQLE	7.107242869
SRGAP1	3.111585739
SRGAP2P1	2.224051199
SRRT	2.104489045
SSRP1	0.442668923
SSU72	0.363571244
ST7	0.470272866
ST8SIA4	0.425172443
STAMBPL1	0.377712386
STARD10	0.497297126
STAT1	2.660301943
STAT1	2.778584279
STAT1	3.629724374
STAT1	8.202877024
STAT1	12.66548133
STAT1	13.25348628
STC2	0.406193765
STIP1	10.66099362
STK38	2.093693125
STMN3	0.442288612
STS	0.371105169
STX16	2.923446115
STX16	4.140600463
STX3	2.72829567
SULF2	2.261045462
SUPT16H	5.872602544
SURF2	0.388603285
SUSD2	0.366044258
SVIP	0.50256775
SYDE2	0.491529531
SYK	0.389752451
SYNCRIP	0.416826816
SYNGR1	0.405650733
SYNPO2	0.367804236
SYPL1	2.113552575
SYT15	2.583469766
SYTL2	0.459033071
SYTL4	0.204559153
TACC3	0.488699658
TADA2B	0.457625706
TAF15	2.588829585
TAF4B	0.470347845
TAF9B	2.861219145
TAGLN2	2.400508426
TANK	2.640589425
TAP2	2.561271163
TAPT1	0.500658924
TARBP2	0.422264831
TARP	0.34192457
TARP	0.394068954
TBC1D10B	0.490250158
TBC1D20	0.431705686
TBL3	0.478426763
TCF7L2	0.482499717
TCF7L2	2.069009114
TCN1	0.220192922
TCOF1	0.370388189
TEAD4	0.391800189
TELO2	0.39564543
TET2	0.490552687
TFDP1	0.356563269
TFG	3.138880271
TFRC	7.420055614
THADA	0.483413611
THAP7	0.463194491
THOP1	0.487336437
THUMPD3	4.030307734
TIA1	2.481392578
TIAM1	0.320039083
TIGD1	0.450618984
TIMP3	2.077718207
TIMP3	4.052859043
TIPARP	2.233784482
TIPIN	0.479299719
TJP2	2.372651155
TK1	0.4960887
TKT	2.208765104
TLE3	0.37271893
TLE3	0.473360097
TM9SF3	2.059579763
TMED2	5.690636391
TMED2	5.72243829
TMED4	2.38586101
TMEFF2	0.413457229
TMEM101	0.50412381
TMEM107	0.496790675
TMEM129	0.436913625
TMEM165	4.036402378
TMEM19	0.4281713
TMEM201	0.423795449
TMEM223	0.455480122
TMEM30A	2.900295704
TMEM45B	2.046828178
TMEM49	7.76491429
TMEM50A	2.157200091
TMEM63C	0.456105667
TMEM70	0.485350876
TMEM9	2.228263737
TMF1	2.223681247
TMF1	2.345978839
TMPO	3.169708126
TMPRSS3	0.309798057
TNFAIP8L1	0.435383911
TNKS1BP1	0.502686204
TNKS2	2.755664019
TNNT1	0.49953927
TOB1	15.86713774
TOMM40	0.493578001
TOMM40L	0.438132761
TOR1AIP1	3.001742036
TOR3A	2.065512799
TOX2	0.425372891
TOX3	0.33205405
TOX3	0.337345775
TOX3	0.363679623
TP53	0.419269561
TPCN2	0.435178745
TPD52	2.231741606
TPD52	4.215547455
TPD52L1	2.480102935
TPI1	0.465124874
TPM1	0.502303071
TPM4	0.376092646
TPR	2.474916755
TRA2A	2.127545521
TRA2A	2.528794846
TRA2B	2.608734277
TRAF4	2.824469653
TRAM1	2.040651752
TRAPPC10	0.466073697
TRGC2	0.329433688
TRGV9	0.358272695
TRIM16	2.221801609
TRIM23	2.231927245
TRIM59	2.059751082
TRMT2A	0.367063101
TRMT2B	0.414131257
TRMT6	0.431526182
TRNT1	2.293132948
TRPM7	2.557510211
TRRAP	2.813254361
TSC22D3	2.181106173
TSN	0.466086619
TSPAN3	2.382341115
TSPAN31	2.077502193
TTC12	0.285844017
TTC3	2.388988651
TTC3	2.573782246
TTC3	3.112923234
TTC37	2.403338733
TTPAL	0.492989902
TUBD1	2.130570809
TUG1	2.867016088
TUSC2	0.493242835
TWF1	11.89299361
TWSG1	0.377537014
TXN2	0.496997328
TXNDC5	4.077344904
TXNIP	2.316794367
TXNIP	3.62859238
TXNIP	12.05759273
TXNL4B	0.362019672
TXNL4B	0.374181465
TXNRD1	2.125349349
TYSND1	0.492440048
UBA6	4.699834648
UBE2B	2.374543194
UBE2CBP	0.465037834
UBE2G2	0.502334407
UBE2J1	2.903091412
UBE2J2	0.472953417
UBE2L6	2.748034278
UBE2M	2.192003345
UBE2Z	2.755702221
UBLCP1	0.502972002
UBTF	0.433228482
UBXN4	2.00797318
UBXN4	2.385447607
UEVLD	6.018108011
UGCGL2	2.001594874
UGT1A@	3.99243799
UGT1A1	2.898326248
UGT1A3	5.249281623
UGT1A6	2.674909348
UGT1A9	2.984936002
UGT2B15	0.488090305
UHRF1	0.425682592
UNC93B1	2.575834675
USO1	2.334008799
USP10	2.11058071
USP10	8.472337142
USP16	2.229468784
USP34	4.776685858
USP37	0.442478726
USP42	2.340407911
USP47	2.36373778
USP9X	2.410796708
UTP14A	0.393353957
UTP23	2.04594874
VAMP3	3.15052007
VAMP3	4.481401541
VAMP7	2.840608482
VASN	0.457511528
VAV3	3.42596402
VDR	0.464058953
VEGFA	3.883668335
VPS16	0.462693905
VPS26B	0.470338065
VPS35	9.287691162
VPS41	0.444966923
VPS4A	0.429217261
VTI1A	0.478224517
WAC	8.349790499
WARS	2.253488363
WASH3P	0.43569486
WASH3P	0.471274655
WASH3P	0.49985446
WBP4	0.379575821
WBP4	0.504949144
WBSCR16	2.160507142
WDFY2	0.380959622
WDHD1	0.393269443
WDHD1	0.404115614
WDR1	5.271742854
WDR34	0.325617468
WDR4	0.476993
WDR4	0.480327395
WDR4	1.996052961
WDR43	0.414855265
WDR51A	0.478668907
WDR59	2.394559028
WDR59	2.918829621
WDR68	4.801283084
WNK1	0.497497093
WSB1	3.843311736
WSB1	4.249549773
WSB1	9.860152774
WTAP	2.07061596
XAF1	2.228603556
XPO4	0.444368975
XRN2	3.157297048
YIPF5	3.950841584
YTHDF3	2.692170908
YWHAE	0.504518823
YWHAE	3.644295637
YWHAZ	6.550794992
ZBTB2	0.479738457
ZBTB24	0.434413246
ZBTB38	0.47464474
ZBTB42	0.411712741
ZC3H4	0.479738457
ZC3H7A	2.816298005
ZC3HAV1	2.037598779
ZC3HAV1	2.315269284
ZCCHC10	0.474204086
ZCCHC2	0.467691787
ZCCHC7	2.329499466
ZDHHC21	0.360834703
ZDHHC3	0.465702328
ZFP36	2.039138828
ZFP36L2	2.491267605
ZFR	2.20962263
ZFR	2.661463904
ZFYVE21	2.438898976
ZGPAT	0.350875228
ZKSCAN1	2.303040848
ZMYM2	2.736003356
ZMYM4	0.46819129
ZMYND8	0.497148928
ZNF114	0.430764122
ZNF114	0.433024332
ZNF12	2.274406299
ZNF146	6.559018753
ZNF148	2.167151482
ZNF160	2.274012209
ZNF174	0.286894059
ZNF207	2.583613028
ZNF268	0.442739501
ZNF277	2.027469203
ZNF3	0.483202559
ZNF395	0.475418517
ZNF468	0.454231606
ZNF48	0.504571281
ZNF512B	0.456640271
ZNF512B	0.499155075
ZNF551	0.422704097
ZNF572	0.47463158
ZNF580	0.480104379
ZNF594	0.40246633
ZNF616	0.416769036
ZNF618	0.340668391
ZNF618	0.433324586
ZNF618	0.503449857
ZNF628	0.46974835
ZNF641	0.447804211
ZNF689	0.443676486
ZNF703	0.276151142
ZNF75A	0.457495672
ZNF764	0.492092011
ZNF768	0.355844785
ZNF777	0.306289964
ZNF804A	0.340994411
ZNF843	2.052169648
ZNF850P	0.496825111
ZNHIT2	0.477035984
ZNRF2	0.460534135
ZWILCH	3.088079727
