Ref Seq	Gene Symbol	Regulation	ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	gene_assignment
NM_018173	PLEKHG6	up	3402398	0.367214676	6.950439894	4.070756767	0.000634089	0.037421231	-0.511881241	NM_018173 // PLEKHG6 // pleckstrin homology domain containing, family G (with RhoGef domain) member 6 // 12p13.31 // 55200 /// ENST00000011684 // PLEKHG6 // pleckstrin homology domain containing, family G (with RhoGef domain) member 6 // 12p13.31 // 55200 /// ENST00000396988 // PLEKHG6 // pleckstrin homology domain containing, family G (with RhoGef domain) member 6 // 12p13.31 // 55200 /// ENST00000304581 // PLEKHG6 // pleckstrin homology domain containing, family G (with RhoGef domain) member 6 // 12p13.31 // 55200 /// AK001527 // PLEKHG6 // pleckstrin homology domain containing, family G (with RhoGef domain) member 6 // 12p13.31 // 55200
NM_001570	IRAK2	up	2610359	0.293091386	7.909328565	4.068146837	0.000637908	0.037495116	-0.517718582	NM_001570 // IRAK2 // interleukin-1 receptor-associated kinase 2 // 3p25.3 // 3656 /// ENST00000256458 // IRAK2 // interleukin-1 receptor-associated kinase 2 // 3p25.3 // 3656 /// BC125184 // IRAK2 // interleukin-1 receptor-associated kinase 2 // 3p25.3 // 3656
NM_003539	HIST1H4D	down	2946319	-0.61757338	9.136967179	-4.067165733	0.000639349	0.037495116	-0.519912859	NM_003539 // HIST1H4D // histone cluster 1, H4d // 6p21.3 // 8360 /// ENST00000340756 // HIST4H4 // histone cluster 4, H4 // 12p12.3 // 121504 /// ENST00000340756 // HIST2H4B // histone cluster 2, H4b // 1q21 // 554313 /// ENST00000340756 // HIST1H4I // histone cluster 1, H4i // 6p21.33 // 8294 /// ENST00000340756 // HIST1H4A // histone cluster 1, H4a // 6p21.3 // 8359 /// ENST00000340756 // HIST1H4D // histone cluster 1, H4d // 6p21.3 // 8360 /// ENST00000340756 // HIST1H4F // histone cluster 1, H4f // 6p21.3 // 8361 /// ENST00000340756 // HIST1H4K // histone cluster 1, H4k // 6p22-p21.3 // 8362 /// ENST00000340756 // HIST1H4J // histone cluster 1, H4j // 6p22-p21.3 // 8363 /// ENST00000340756 // HIST1H4C // histone cluster 1, H4c // 6p21.3 // 8364 /// ENST00000340756 // HIST1H4H // histone cluster 1, H4h // 6p21.3 // 8365 /// ENST00000340756 // HIST1H4B // histone cluster 1, H4b // 6p21.3 // 8366 /// ENST00000340756 // HIST1H4E // histone cluster 1, H4e // 6p21.3 // 8367 /// ENST00000340756 // HIST1H4L // histone cluster 1, H4l // 6p22-p21.3 // 8368 /// ENST00000340756 // HIST2H4A // histone cluster 2, H4a // 1q21 // 8370 /// BC128104 // HIST1H4D // histone cluster 1, H4d // 6p21.3 // 8360
NM_178812	MTDH	down	3108433	-0.277148443	10.39646202	-4.059320064	0.000650994	0.038058764	-0.537459042	NM_178812 // MTDH // metadherin // 8q22.1 // 92140 /// ENST00000336273 // MTDH // metadherin // 8q22.1 // 92140 /// BC045642 // MTDH // metadherin // 8q22.1 // 92140
NM_015537	NELF	up	4051750	0.298050446	7.79893085	4.054067349	0.00065891	0.038401497	-0.549205317	NM_015537 // NELF // nasal embryonic LHRH factor // 9q34.3 // 26012 /// ENST00000265663 // NELF // nasal embryonic LHRH factor // 9q34.3 // 26012 /// ENST00000371472 // NELF // nasal embryonic LHRH factor // 9q34.3 // 26012 /// AY255132 // NELF // nasal embryonic LHRH factor // 9q34.3 // 26012 /// ENST00000371475 // NELF // nasal embryonic LHRH factor // 9q34.3 // 26012 /// ENST00000371473 // NELF // nasal embryonic LHRH factor // 9q34.3 // 26012 /// ENST00000371474 // NELF // nasal embryonic LHRH factor // 9q34.3 // 26012 /// ENST00000392812 // NELF // nasal embryonic LHRH factor // 9q34.3 // 26012 /// ENST00000339554 // NELF // nasal embryonic LHRH factor // 9q34.3 // 26012 /// ENST00000371482 // NELF // nasal embryonic LHRH factor // 9q34.3 // 26012 /// ENST00000371468 // NELF // nasal embryonic LHRH factor // 9q34.3 // 26012
NM_003512	HIST1H2AC	down	2899152	-0.403313347	9.050022258	-4.051383368	0.000662991	0.038519371	-0.555206999	NM_003512 // HIST1H2AC // histone cluster 1, H2ac // 6p21.3 // 8334 /// ENST00000314088 // HIST1H2AC // histone cluster 1, H2ac // 6p21.3 // 8334 /// ENST00000377791 // HIST1H2AC // histone cluster 1, H2ac // 6p21.3 // 8334 /// ENST00000396980 // HIST1H2AC // histone cluster 1, H2ac // 6p21.3 // 8334 /// U90551 // HIST1H2AC // histone cluster 1, H2ac // 6p21.3 // 8334
NM_138959	VANGL1	down	2353283	-0.639523883	6.919440827	-4.04834823	0.000667637	0.03866921	-0.56199365	NM_138959 // VANGL1 // vang-like 1 (van gogh, Drosophila) // 1p11-p13.1 // 81839 /// ENST00000355485 // VANGL1 // vang-like 1 (van gogh, Drosophila) // 1p11-p13.1 // 81839 /// BC000907 // VANGL1 // vang-like 1 (van gogh, Drosophila) // 1p11-p13.1 // 81839 /// ENST00000369510 // VANGL1 // vang-like 1 (van gogh, Drosophila) // 1p11-p13.1 // 81839
NM_001771	CD22	down	3830353	-0.388710697	8.074558264	-4.028302373	0.000699151	0.040369503	-0.606809507	NM_001771 // CD22 // CD22 molecule // 19q13.1 // 933 /// ENST00000085219 // CD22 // CD22 molecule // 19q13.1 // 933 /// ENST00000341773 // CD22 // CD22 molecule // 19q13.1 // 933 /// ENST00000270311 // CD22 // CD22 molecule // 19q13.1 // 933 /// AK026467 // CD22 // CD22 molecule // 19q13.1 // 933
NM_004027	INPP4A	down	2495446	-0.385736623	8.774455565	-4.026631048	0.000701845	0.04040035	-0.610545444	NM_004027 // INPP4A // inositol polyphosphate-4-phosphatase, type I, 107kDa // 2q11.2 // 3631 /// NM_001566 // INPP4A // inositol polyphosphate-4-phosphatase, type I, 107kDa // 2q11.2 // 3631 /// ENST00000376935 // INPP4A // inositol polyphosphate-4-phosphatase, type I, 107kDa // 2q11.2 // 3631 /// ENST00000319270 // INPP4A // inositol polyphosphate-4-phosphatase, type I, 107kDa // 2q11.2 // 3631 /// BC028361 // INPP4A // inositol polyphosphate-4-phosphatase, type I, 107kDa // 2q11.2 // 3631 /// ENST00000074304 // INPP4A // inositol polyphosphate-4-phosphatase, type I, 107kDa // 2q11.2 // 3631
NM_006669	LILRB1	down	3841574	-0.316269762	8.731031095	-4.02005903	0.000712538	0.040890086	-0.625235052	NM_006669 // LILRB1 // leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1 // 19q13.4 // 10859 /// NM_001081637 // LILRB1 // leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1 // 19q13.4 // 10859 /// NM_001081638 // LILRB1 // leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1 // 19q13.4 // 10859 /// NM_001081639 // LILRB1 // leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1 // 19q13.4 // 10859 /// ENST00000396332 // LILRB1 // leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1 // 19q13.4 // 10859 /// ENST00000396331 // LILRB1 // leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1 // 19q13.4 // 10859 /// ENST00000396327 // LILRB1 // leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1 // 19q13.4 // 10859 /// ENST00000324602 // LILRB1 // leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1 // 19q13.4 // 10859 /// ENST00000396315 // LILRB1 // leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1 // 19q13.4 // 10859 /// AF283984 // LILRB1 // leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1 // 19q13.4 // 10859
NM_001781	CD69	down	3443868	-0.57330361	9.996691417	-4.015941998	0.00071932	0.041153033	-0.634436579	NM_001781 // CD69 // CD69 molecule // 12p13-p12 // 969 /// ENST00000228434 // CD69 // CD69 molecule // 12p13-p12 // 969 /// L07555 // CD69 // CD69 molecule // 12p13-p12 // 969
NM_194071	CREB3L2	down	3075136	-0.411595785	9.117799989	-4.01410275	0.000722371	0.041201559	-0.638547088	NM_194071 // CREB3L2 // cAMP responsive element binding protein 3-like 2 // 7q34 // 64764 /// ENST00000330387 // CREB3L2 // cAMP responsive element binding protein 3-like 2 // 7q34 // 64764 /// BC110813 // CREB3L2 // cAMP responsive element binding protein 3-like 2 // 7q34 // 64764 /// ENST00000378408 // CREB3L2 // cAMP responsive element binding protein 3-like 2 // 7q34 // 64764
NM_002838	PTPRC	down	2373842	-0.439292861	9.34526047	-4.011870775	0.00072609	0.041287817	-0.643535135	NM_002838 // PTPRC // protein tyrosine phosphatase, receptor type, C // 1q31-q32 // 5788 /// NM_080922 // PTPRC // protein tyrosine phosphatase, receptor type, C // 1q31-q32 // 5788 /// NM_080921 // PTPRC // protein tyrosine phosphatase, receptor type, C // 1q31-q32 // 5788 /// NM_080923 // PTPRC // protein tyrosine phosphatase, receptor type, C // 1q31-q32 // 5788 /// ENST00000367376 // PTPRC // protein tyrosine phosphatase, receptor type, C // 1q31-q32 // 5788 /// ENST00000352140 // PTPRC // protein tyrosine phosphatase, receptor type, C // 1q31-q32 // 5788 /// ENST00000348564 // PTPRC // protein tyrosine phosphatase, receptor type, C // 1q31-q32 // 5788 /// ENST00000367379 // PTPRC // protein tyrosine phosphatase, receptor type, C // 1q31-q32 // 5788 /// ENST00000367364 // PTPRC // protein tyrosine phosphatase, receptor type, C // 1q31-q32 // 5788 /// AK292131 // PTPRC // protein tyrosine phosphatase, receptor type, C // 1q31-q32 // 5788 /// ENST00000271610 // PTPRC // protein tyrosine phosphatase, receptor type, C // 1q31-q32 // 5788 /// ENST00000367366 // PTPRC // protein tyrosine phosphatase, receptor type, C // 1q31-q32 // 5788 /// ENST00000367372 // PTPRC // protein tyrosine phosphatase, receptor type, C // 1q31-q32 // 5788 /// ENST00000367367 // PTPRC // protein tyrosine phosphatase, receptor type, C // 1q31-q32 // 5788 /// ENST00000391970 // PTPRC // protein tyrosine phosphatase, receptor type, C // 1q31-q32 // 5788 /// ENST00000367365 // PTPRC // protein tyrosine phosphatase, receptor type, C // 1q31-q32 // 5788
NM_007368	RASA3	down	3526831	-0.476197244	7.853796639	-3.990886517	0.000762007	0.043100993	-0.690422056	NM_007368 // RASA3 // RAS p21 protein activator 3 // 13q34 // 22821 /// ENST00000334062 // RASA3 // RAS p21 protein activator 3 // 13q34 // 22821 /// ENST00000389544 // RASA3 // RAS p21 protein activator 3 // 13q34 // 22821 /// AK128094 // RASA3 // RAS p21 protein activator 3 // 13q34 // 22821
NM_000161	GCH1	up	3565524	0.442594476	8.244591763	3.990557527	0.000762584	0.043100993	-0.691157012	NM_000161 // GCH1 // GTP cyclohydrolase 1 (dopa-responsive dystonia) // 14q22.1-q22.2 // 2643 /// NM_001024024 // GCH1 // GTP cyclohydrolase 1 (dopa-responsive dystonia) // 14q22.1-q22.2 // 2643 /// NM_001024070 // GCH1 // GTP cyclohydrolase 1 (dopa-responsive dystonia) // 14q22.1-q22.2 // 2643 /// NM_001024071 // GCH1 // GTP cyclohydrolase 1 (dopa-responsive dystonia) // 14q22.1-q22.2 // 2643 /// ENST00000254299 // GCH1 // GTP cyclohydrolase 1 (dopa-responsive dystonia) // 14q22.1-q22.2 // 2643 /// ENST00000395514 // GCH1 // GTP cyclohydrolase 1 (dopa-responsive dystonia) // 14q22.1-q22.2 // 2643 /// ENST00000395524 // GCH1 // GTP cyclohydrolase 1 (dopa-responsive dystonia) // 14q22.1-q22.2 // 2643 /// U66097 // GCH1 // GTP cyclohydrolase 1 (dopa-responsive dystonia) // 14q22.1-q22.2 // 2643 /// ENST00000395521 // GCH1 // GTP cyclohydrolase 1 (dopa-responsive dystonia) // 14q22.1-q22.2 // 2643
NM_002632	PGF	up	3572209	0.440515626	7.307258267	3.985107744	0.000772207	0.043513386	-0.703331099	NM_002632 // PGF // placental growth factor // 14q24-q31 // 5228 /// ENST00000238607 // PGF // placental growth factor // 14q24-q31 // 5228 /// BC001422 // PGF // placental growth factor // 14q24-q31 // 5228
NM_003768	PEA15	up	2363042	0.315107882	10.29286815	3.97690511	0.000786919	0.044209249	-0.721652434	NM_003768 // PEA15 // phosphoprotein enriched in astrocytes 15 // 1q21.1 // 8682 /// ENST00000360472 // PEA15 // phosphoprotein enriched in astrocytes 15 // 1q21.1 // 8682 /// ENST00000368076 // PEA15 // phosphoprotein enriched in astrocytes 15 // 1q21.1 // 8682 /// ENST00000368075 // PEA15 // phosphoprotein enriched in astrocytes 15 // 1q21.1 // 8682 /// ENST00000368077 // PEA15 // phosphoprotein enriched in astrocytes 15 // 1q21.1 // 8682 /// AK095879 // PEA15 // phosphoprotein enriched in astrocytes 15 // 1q21.1 // 8682
NM_022060	ABHD4	up	3528759	0.381802662	8.309415837	3.973523573	0.000793065	0.044421154	-0.729204602	NM_022060 // ABHD4 // abhydrolase domain containing 4 // 14q11.2 // 63874 /// ENST00000216327 // ABHD4 // abhydrolase domain containing 4 // 14q11.2 // 63874 /// BC024779 // ABHD4 // abhydrolase domain containing 4 // 14q11.2 // 63874
NM_000229	LCAT	up	3696035	0.332823057	7.527964984	3.962912641	0.000812665	0.045383096	-0.752899435	NM_000229 // LCAT // lecithin-cholesterol acyltransferase // 16q22.1 // 3931 /// ENST00000264005 // LCAT // lecithin-cholesterol acyltransferase // 16q22.1 // 3931 /// M12625 // LCAT // lecithin-cholesterol acyltransferase // 16q22.1 // 3931
NM_024836	ZNF672	up	2390489	0.227816659	9.056961454	3.958726348	0.00082053	0.045685943	-0.762246336	NM_024836 // ZNF672 // zinc finger protein 672 // 1q44 // 79894 /// ENST00000306562 // ZNF672 // zinc finger protein 672 // 1q44 // 79894 /// BC068506 // ZNF672 // zinc finger protein 672 // 1q44 // 79894 /// ENST00000306576 // ZNF672 // zinc finger protein 672 // 1q44 // 79894
NM_018656	SLC35E3	up	3421244	0.305420447	8.442607143	3.954347263	0.000828839	0.046011617	-0.772022864	NM_018656 // SLC35E3 // solute carrier family 35, member E3 // 12q15 // 55508 /// ENST00000398004 // SLC35E3 // solute carrier family 35, member E3 // 12q15 // 55508 /// AF148713 // SLC35E3 // solute carrier family 35, member E3 // 12q15 // 55508 /// ENST00000319429 // SLC35E3 // solute carrier family 35, member E3 // 12q15 // 55508
NM_182706	SCRIB	up	3157751	0.276409782	8.312989588	3.944071067	0.000848668	0.04690784	-0.794961585	NM_182706 // SCRIB // scribbled homolog (Drosophila) // 8q24.3 // 23513 /// NM_015356 // SCRIB // scribbled homolog (Drosophila) // 8q24.3 // 23513 /// ENST00000356994 // SCRIB // scribbled homolog (Drosophila) // 8q24.3 // 23513 /// ENST00000320476 // SCRIB // scribbled homolog (Drosophila) // 8q24.3 // 23513 /// AF271734 // SCRIB // scribbled homolog (Drosophila) // 8q24.3 // 23513 /// ENST00000377539 // SCRIB // scribbled homolog (Drosophila) // 8q24.3 // 23513 /// ENST00000377533 // SCRIB // scribbled homolog (Drosophila) // 8q24.3 // 23513
NM_019007	ARMCX6	down	4015838	-0.239169079	8.677432699	-3.943390374	0.000849998	0.04690784	-0.796480868	NM_019007 // ARMCX6 // armadillo repeat containing, X-linked 6 // Xq21.33-q22.3 // 54470 /// NM_001009584 // ARMCX6 // armadillo repeat containing, X-linked 6 // Xq21.33-q22.3 // 54470 /// ENST00000361910 // ARMCX6 // armadillo repeat containing, X-linked 6 // Xq21.33-q22.3 // 54470 /// ENST00000395128 // ARMCX6 // armadillo repeat containing, X-linked 6 // Xq21.33-q22.3 // 54470 /// AK097018 // ARMCX6 // armadillo repeat containing, X-linked 6 // Xq21.33-q22.3 // 54470
NM_015651	PHF19	down	3223687	-0.405865619	9.716081767	-3.93825903	0.000860092	0.047094451	-0.807933162	NM_015651 // PHF19 // PHD finger protein 19 // 9q33.2 // 26147 /// NM_001009936 // PHF19 // PHD finger protein 19 // 9q33.2 // 26147 /// ENST00000373896 // PHF19 // PHD finger protein 19 // 9q33.2 // 26147 /// ENST00000312189 // PHF19 // PHD finger protein 19 // 9q33.2 // 26147 /// BX640713 // PHF19 // PHD finger protein 19 // 9q33.2 // 26147
NM_001097579	GPR34	down	3974948	-0.51118969	4.235481623	-3.93776556	0.000861069	0.047094451	-0.809034436	NM_001097579 // GPR34 // G protein-coupled receptor 34 // Xp11.4-p11.3 // 2857 /// NM_005300 // GPR34 // G protein-coupled receptor 34 // Xp11.4-p11.3 // 2857 /// ENST00000378138 // GPR34 // G protein-coupled receptor 34 // Xp11.4-p11.3 // 2857 /// ENST00000378142 // GPR34 // G protein-coupled receptor 34 // Xp11.4-p11.3 // 2857 /// ENST00000378136 // GPR34 // G protein-coupled receptor 34 // Xp11.4-p11.3 // 2857 /// AK074627 // GPR34 // G protein-coupled receptor 34 // Xp11.4-p11.3 // 2857
NM_032776	JMJD1C	down	3291682	-0.379964107	8.676546088	-3.937153034	0.000862283	0.047094451	-0.810401394	NM_032776 // JMJD1C // jumonji domain containing 1C // 10q21.2-q21.3 // 221037 /// NM_004241 // JMJD1C // jumonji domain containing 1C // 10q21.2-q21.3 // 221037 /// ENST00000399262 // JMJD1C // jumonji domain containing 1C // 10q21.2-q21.3 // 221037 /// ENST00000399251 // JMJD1C // jumonji domain containing 1C // 10q21.2-q21.3 // 221037 /// ENST00000327520 // JMJD1C // jumonji domain containing 1C // 10q21.2-q21.3 // 221037 /// EF068222 // JMJD1C // jumonji domain containing 1C // 10q21.2-q21.3 // 221037
NM_003885	CDK5R1	down	3717775	-0.345376464	7.894688215	-3.93656574	0.000863449	0.047094451	-0.811712025	NM_003885 // CDK5R1 // cyclin-dependent kinase 5, regulatory subunit 1 (p35) // 17q11.2 // 8851 /// ENST00000313401 // CDK5R1 // cyclin-dependent kinase 5, regulatory subunit 1 (p35) // 17q11.2 // 8851 /// BC030792 // CDK5R1 // cyclin-dependent kinase 5, regulatory subunit 1 (p35) // 17q11.2 // 8851
NM_002223	ITPR2	up	3448152	0.405948202	10.16005304	3.933420916	0.000869718	0.04729851	-0.818729871	NM_002223 // ITPR2 // inositol 1,4,5-triphosphate receptor, type 2 // 12p11 // 3709 /// ENST00000381340 // ITPR2 // inositol 1,4,5-triphosphate receptor, type 2 // 12p11 // 3709 /// D26350 // ITPR2 // inositol 1,4,5-triphosphate receptor, type 2 // 12p11 // 3709 /// ENST00000242737 // ITPR2 // inositol 1,4,5-triphosphate receptor, type 2 // 12p11 // 3709
NM_000602	SERPINE1	up	3016148	0.436064153	6.650134689	3.928411473	0.000879799	0.047609545	-0.829907727	NM_000602 // SERPINE1 // serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1 // 7q21.3-q22 // 5054 /// ENST00000223095 // SERPINE1 // serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1 // 7q21.3-q22 // 5054 /// BC010860 // SERPINE1 // serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1 // 7q21.3-q22 // 5054
NM_001951	E2F5	down	3105467	-0.403819509	8.428280728	-3.92805184	0.000880527	0.047609545	-0.83071015	NM_001951 // E2F5 // E2F transcription factor 5, p130-binding // 8q21.2 // 1875 /// NM_001083588 // E2F5 // E2F transcription factor 5, p130-binding // 8q21.2 // 1875 /// NM_001083589 // E2F5 // E2F transcription factor 5, p130-binding // 8q21.2 // 1875 /// ENST00000256117 // E2F5 // E2F transcription factor 5, p130-binding // 8q21.2 // 1875 /// AB209185 // E2F5 // E2F transcription factor 5, p130-binding // 8q21.2 // 1875
NM_001040153	SLAIN1	down	3494706	-0.408511825	9.936094264	-3.925561332	0.000885587	0.047745108	-0.836266863	NM_001040153 // SLAIN1 // SLAIN motif family, member 1 // 13q22.3 // 122060 /// NM_144595 // SLAIN1 // SLAIN motif family, member 1 // 13q22.3 // 122060 /// ENST00000351546 // SLAIN1 // SLAIN motif family, member 1 // 13q22.3 // 122060 /// ENST00000267219 // SLAIN1 // SLAIN motif family, member 1 // 13q22.3 // 122060 /// ENST00000358679 // SLAIN1 // SLAIN motif family, member 1 // 13q22.3 // 122060 /// BC111497 // SLAIN1 // SLAIN motif family, member 1 // 13q22.3 // 122060 /// ENST00000389459 // SLAIN1 // SLAIN motif family, member 1 // 13q22.3 // 122060 /// ENST00000377229 // SLAIN1 // SLAIN motif family, member 1 // 13q22.3 // 122060 /// ENST00000377236 // SLAIN1 // SLAIN motif family, member 1 // 13q22.3 // 122060 /// ENST00000314070 // SLAIN1 // SLAIN motif family, member 1 // 13q22.3 // 122060
NM_006565	CTCF	down	3665603	-0.281759793	9.496293826	-3.921792668	0.000893298	0.048022444	-0.844674756	NM_006565 // CTCF // CCCTC-binding factor (zinc finger protein) // 16q21-q22.3 // 10664 /// ENST00000264010 // CTCF // CCCTC-binding factor (zinc finger protein) // 16q21-q22.3 // 10664 /// U25435 // CTCF // CCCTC-binding factor (zinc finger protein) // 16q21-q22.3 // 10664 /// ENST00000379301 // CTCF // CCCTC-binding factor (zinc finger protein) // 16q21-q22.3 // 10664
NM_152604	ZNF383	up	3831774	0.387627819	7.810112403	3.917176956	0.000902833	0.048395991	-0.854971445	NM_152604 // ZNF383 // zinc finger protein 383 // 19q13.12 // 163087 /// ENST00000392155 // ZNF383 // zinc finger protein 383 // 19q13.12 // 163087 /// ENST00000352998 // ZNF383 // zinc finger protein 383 // 19q13.12 // 163087 /// AK091760 // ZNF383 // zinc finger protein 383 // 19q13.12 // 163087
NM_032818	C9orf100	down	3204692	-0.355832937	7.196192226	-3.912414369	0.000912778	0.048617593	-0.865594645	NM_032818 // C9orf100 // chromosome 9 open reading frame 100 // 9p13.3 // 84904 /// ENST00000378387 // C9orf100 // chromosome 9 open reading frame 100 // 9p13.3 // 84904 /// ENST00000343259 // C9orf100 // chromosome 9 open reading frame 100 // 9p13.3 // 84904 /// ENST00000378395 // C9orf100 // chromosome 9 open reading frame 100 // 9p13.3 // 84904 /// ENST00000378382 // C9orf100 // chromosome 9 open reading frame 100 // 9p13.3 // 84904 /// AY390225 // C9orf100 // chromosome 9 open reading frame 100 // 9p13.3 // 84904
NM_030956	TLR10	down	2766192	-0.503369241	9.146071345	-3.912112292	0.000913413	0.048617593	-0.866268405	NM_030956 // TLR10 // toll-like receptor 10 // 4p14 // 81793 /// NM_001017388 // TLR10 // toll-like receptor 10 // 4p14 // 81793 /// ENST00000308973 // TLR10 // toll-like receptor 10 // 4p14 // 81793 /// ENST00000361424 // TLR10 // toll-like receptor 10 // 4p14 // 81793 /// BC089406 // TLR10 // toll-like receptor 10 // 4p14 // 81793
NR_002578	GAS5	down	2444451	-0.309397718	7.723519805	-3.911470062	0.000914763	0.048617593	-0.867700833	NR_002578 // GAS5 // growth arrest-specific 5 // 1q25.1 // 60674 /// NM_033319 // CENPL // centromere protein L // 1q25.1 // 91687 /// NR_002746 // SNORD47 // small nucleolar RNA, C/D box 47 // 1q25.1 // 26802 /// NR_003942 // SNORD76 // small nucleolar RNA, C/D box 76 // 1q25.1 // 692196 /// NR_003944 // SNORD78 // small nucleolar RNA, C/D box 78 // 1q25.1 // 692198 /// NR_003940 // SNORD80 // small nucleolar RNA, C/D box 80 // 1q25.1 // 26774 /// NR_002579 // SNORD74 // small nucleolar RNA, C/D box 74 // 1q25.1 // 619498 /// ENST00000367710 // CENPL // centromere protein L // 1q25.1 // 91687 /// ENST00000345664 // CENPL // centromere protein L // 1q25.1 // 91687 /// ENST00000356198 // CENPL // centromere protein L // 1q25.1 // 91687 /// ENST00000367709 // CENPL // centromere protein L // 1q25.1 // 91687 /// BC038733 // GAS5 // growth arrest-specific 5 // 1q25.1 // 60674 /// AK055606 // CENPL // centromere protein L // 1q25.1 // 91687
NM_001254	CDC6	up	3720896	0.450848261	9.421642207	3.907747884	0.000922629	0.048896734	-0.876002351	NM_001254 // CDC6 // cell division cycle 6 homolog (S. cerevisiae) // 17q21.3 // 990 /// ENST00000209728 // CDC6 // cell division cycle 6 homolog (S. cerevisiae) // 17q21.3 // 990 /// BC025232 // CDC6 // cell division cycle 6 homolog (S. cerevisiae) // 17q21.3 // 990
NM_006511	RSC1A1	down	2321942	-0.268215825	8.773457456	-3.900122559	0.000938955	0.049572071	-0.893006723	NM_006511 // RSC1A1 // regulatory solute carrier protein, family 1, member 1 // 1p36.1 // 6248 /// NM_032341 // DDI2 // DDI1, DNA-damage inducible 1, homolog 2 (S. cerevisiae) // 1p36.21 // 84301 /// ENST00000345034 // RSC1A1 // regulatory solute carrier protein, family 1, member 1 // 1p36.1 // 6248 /// ENST00000320153 // DDI2 // DDI1, DNA-damage inducible 1, homolog 2 (S. cerevisiae) // 1p36.21 // 84301 /// AK057374 // DDI2 // DDI1, DNA-damage inducible 1, homolog 2 (S. cerevisiae) // 1p36.21 // 84301
NM_152879	DGKD	down	2532894	-0.336888128	8.449423934	-3.899328296	0.000940672	0.049572071	-0.894777742	NM_152879 // DGKD // diacylglycerol kinase, delta 130kDa // 2q37.1 // 8527 /// NM_003648 // DGKD // diacylglycerol kinase, delta 130kDa // 2q37.1 // 8527 /// ENST00000264057 // DGKD // diacylglycerol kinase, delta 130kDa // 2q37.1 // 8527 /// AB078966 // DGKD // diacylglycerol kinase, delta 130kDa // 2q37.1 // 8527
NM_020119	ZC3HAV1	up	3075566	0.29225821	10.04939972	3.879008671	0.000985677	0.051782221	-0.940073917	NM_020119 // ZC3HAV1 // zinc finger CCCH-type, antiviral 1 // 7q34 // 56829 /// NM_024625 // ZC3HAV1 // zinc finger CCCH-type, antiviral 1 // 7q34 // 56829 /// ENST00000242351 // ZC3HAV1 // zinc finger CCCH-type, antiviral 1 // 7q34 // 56829 /// AK292811 // ZC3HAV1 // zinc finger CCCH-type, antiviral 1 // 7q34 // 56829
NM_005668	ST8SIA4	down	2868904	-0.552032984	8.53880822	-3.877920636	0.000988147	0.051782221	-0.942498693	NM_005668 // ST8SIA4 // ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4 // 5q21 // 7903 /// NM_175052 // ST8SIA4 // ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4 // 5q21 // 7903 /// ENST00000231461 // ST8SIA4 // ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4 // 5q21 // 7903 /// BC053657 // ST8SIA4 // ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4 // 5q21 // 7903
NM_000788	DCK	down	2730714	-0.390945985	7.69495411	-3.873390794	0.000998495	0.052178331	-0.952593094	NM_000788 // DCK // deoxycytidine kinase // 4q13.3-q21.1 // 1633 /// ENST00000286648 // DCK // deoxycytidine kinase // 4q13.3-q21.1 // 1633 /// BC103764 // DCK // deoxycytidine kinase // 4q13.3-q21.1 // 1633
NM_025250	TTYH3	up	2987632	0.278221201	8.764648394	3.858955797	0.001032196	0.053789205	-0.984752343	NM_025250 // TTYH3 // tweety homolog 3 (Drosophila) // 7p22 // 80727 /// ENST00000258796 // TTYH3 // tweety homolog 3 (Drosophila) // 7p22 // 80727 /// BC152447 // TTYH3 // tweety homolog 3 (Drosophila) // 7p22 // 80727
NM_138809	CMBL	up	2848265	0.696778517	7.947462624	3.851118118	0.001050967	0.054577568	-1.002208402	NM_138809 // CMBL // carboxymethylenebutenolidase homolog (Pseudomonas) // 5p15.2 // 134147 /// ENST00000296658 // CMBL // carboxymethylenebutenolidase homolog (Pseudomonas) // 5p15.2 // 134147 /// BC001573 // CMBL // carboxymethylenebutenolidase homolog (Pseudomonas) // 5p15.2 // 134147
