Gene ID	Symbol	Cytoband	Fold Change	Name
85477	SCIN	7p21.3	6.086727028	scinderin
129446	XIRP2	2q24.3	6.081104297	xin actin-binding repeat containing 2
7408	VASP	19q13.2-q13.3	5.818981529	vasodilator-stimulated phosphoprotein
22846	VASH1	14q24.3	6.124109166	vasohibin 1
171024	SYNPO2	4q26	8.097631547	synaptopodin 2
200424	TET3	2p13.1	5.815890069	tet oncogene family member 3
138151	NACC2	9q34.3	6.716299969	NACC family member 2, BEN and BTB (POZ) domain containing
339983	NAT8L	4p16.3	6.230436899	N-acetyltransferase 8-like (GCN5-related, putative)
441428	LOC441428	9p11.2	5.779053931	hypothetical gene supported by BX641014
57149	LYRM1	16p11.2	6.259294254	LYR motif containing 1
57662	KIAA1543	19p13.2	6.311623336	KIAA1543
3714	JAG2	14q32	6.568967677	jagged 2
58508	MLL3	7q36.1	5.792778718	myeloid/lymphoid or mixed-lineage leukemia 3
55231	CCDC87	11q13.2	5.920285158	coiled-coil domain containing 87
56987	BBX	3q13.1	5.642495385	bobby sox homolog (Drosophila)
64083	GOLPH3	5p13.3	5.505346367	golgi phosphoprotein 3 (coat-protein)
29841	GRHL1	2p25.1	6.276672783	grainyhead-like 1 (Drosophila)
51696	HECA	6q23-q24	5.534041003	headcase homolog (Drosophila)
7172	TPMT	6p22.3	5.866725763	thiopurine S-methyltransferase
687	KLF9	9q13	5.964219415	Kruppel-like factor 9
81928	CABLES2	20q13.33	5.685681692	Cdk5 and Abl enzyme substrate 2
55603	FAM46A	6q14	5.531484324	family with sequence similarity 46, member A
59335	PRDM12	9q33-q34	5.87395956	PR domain containing 12
22849	CPEB3	10q23.32	6.604731897	cytoplasmic polyadenylation element binding protein 3
8740	TNFSF14	19p13.3	6.232344577	tumor necrosis factor (ligand) superfamily, member 14
5971	RELB	19q13.32	5.474270281	v-rel reticuloendotheliosis viral oncogene homolog B
151195	CCNYL1	2q33.3	6.362821576	cyclin Y-like 1
364	AQP7	9p13	6.308658834	aquaporin 7
92162	TMEM88	17p13.1	5.671249654	transmembrane protein 88
285172	FAM126B	2q33.1	6.000155957	family with sequence similarity 126, member B
51523	CXXC5	5q31.2	5.684368173	CXXC finger protein 5
54438	GFOD1	6pter-p22.1	5.703956435	glucose-fructose oxidoreductase domain containing 1
4783	NFIL3	9q22	5.392172561	nuclear factor, interleukin 3 regulated
23287	AGTPBP1	9q21.33	5.790414665	ATP/GTP binding protein 1
158584	FAAH2	Xp11.21	5.994613197	fatty acid amide hydrolase 2
9990	SLC12A6	15q13	5.54299869	solute carrier family 12 (potassium/chloride transporters), member 6
7089	TLE2	19p13.3	5.33442708	transducin-like enhancer of split 2 (E(sp1) homolog, Drosophila)
152	ADRA2C	4p16	5.751746131	adrenergic, alpha-2C-, receptor
9363	RAB33A	Xq26.1	6.689971199	RAB33A, member RAS oncogene family
51481	VCX3A	Xp22	6.067070181	variable charge, X-linked 3A
84796	MGC13053	11q23.3	6.555592982	hypothetical MGC13053
148979	GLIS1	1p32.3	7.181739548	GLIS family zinc finger 1
79623	GALNT14	2p23.1	6.730280654	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 14 (GalNAc-T14)
150166	LOC150166	22q11.21	6.294099563	hypothetical protein LOC150166
2737	GLI3	7p13	5.761056207	GLI family zinc finger 3
23412	COMMD3	10pter-q22.1	5.274776624	COMM domain containing 3
1396	CRIP1	14q32.33	5.65554739	cysteine-rich protein 1 (intestinal)
284804	LOC284804	20q11.21	5.452810429	hypothetical protein LOC284804
220001	VWCE	11q12.2	5.445256466	von Willebrand factor C and EGF domains
11043	MID2	Xq22.3	5.718618511	midline 2
147699	PPM1N	19q13.32	5.58671413	protein phosphatase, Mg2+/Mn2+ dependent, 1N (putative)
55279	ZNF654	3p11.1	5.984114491	zinc finger protein 654
5744	PTHLH	12p12.1-p11.2	5.729198538	parathyroid hormone-like hormone
375484	C5orf25	5q35.2	5.190955068	chromosome 5 open reading frame 25
93099	DMKN	19q13.12	6.137566141	dermokine
4291	MLF1	3q25.1	5.570602344	myeloid leukemia factor 1
5818	PVRL1	11q23.3	5.450920956	poliovirus receptor-related 1 (herpesvirus entry mediator C)
11177	BAZ1A	14q13.2	5.229476989	bromodomain adjacent to zinc finger domain, 1A
56967	C14orf132	14q32.2	5.553022141	chromosome 14 open reading frame 132
126567	C2CD4C	19p13.3	5.375255507	C2 calcium-dependent domain containing 4C
146223	CMTM4	16q21-q22.1	5.81723398	CKLF-like MARVEL transmembrane domain containing 4
81558	FAM117A	17q21.33	5.718618511	family with sequence similarity 117, member A
148252	DIRAS1	19p13.3	6.136148226	DIRAS family, GTP-binding RAS-like 1
23242	COBL	7p12.1	6.64569348	cordon-bleu homolog (mouse)
2776	GNAQ	9q21	6.279573892	guanine nucleotide binding protein (G protein), q polypeptide
84777	MGC11082	18p11.31	5.40459003	hypothetical LOC84777
8621	CDK13	7p13	5.279251268	cyclin-dependent kinase 13
7779	SLC30A1	1q32.3	6.15034213	solute carrier family 30 (zinc transporter), member 1
27345	KCNMB4	12q	7.079594194	potassium large conductance calcium-activated channel, subfamily M, beta member 4
60370	AVPI1	10q24.2	5.199357418	arginine vasopressin-induced 1
23528	ZNF281	1q32.1	5.355421028	zinc finger protein 281
160622	GRASP	12q13.13	5.680429434	GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein
4137	MAPT	17q21.1	5.673652448	microtubule-associated protein tau
29995	LMCD1	3p26-p24	5.622973834	LIM and cysteine-rich domains 1
29950	SERTAD1	19q13.1-q13.2	5.414853186	SERTA domain containing 1
220213	OTUD1	10p12.2	5.19755577	OTU domain containing 1
84837	C14orf128	14q12	5.305418901	chromosome 14 open reading frame 128
168448	CDC14C	7p12.3	5.431434702	CDC14 cell division cycle 14 homolog C (S. cerevisiae)
4293	MAP3K9	14q24.3-q31	5.460374872	mitogen-activated protein kinase kinase kinase 9
22927	HABP4	9q22.3-q31	5.422657307	hyaluronan binding protein 4
2887	GRB10	7p12.2	6.455370947	growth factor receptor-bound protein 10
10265	IRX5	16q12.2	5.186758986	iroquois homeobox 5
285	ANGPT2	8p23.1	6.509595512	angiopoietin 2
27075	TSPAN13	7p21.1	5.208976758	tetraspanin 13
57600	FNIP2	4q32.1	5.171203214	folliculin interacting protein 2
55132	LARP1B	4q28.2	5.378775511	La ribonucleoprotein domain family, member 1B
123606	NIPA1	15q11.2	5.227664904	non imprinted in Prader-Willi/Angelman syndrome 1
490	ATP2B1	12q21.3	5.030377489	ATPase, Ca++ transporting, plasma membrane 1
7328	UBE2H	7q32	5.463529819	ubiquitin-conjugating enzyme E2H (UBC8 homolog, yeast)
84954	MPND	19p13.3	5.320886636	MPN domain containing
63035	BCORL1	Xq25-q26.1	5.431434702	BCL6 corepressor-like 1
57674	RNF213	17q25.3	5.510224547	ring finger protein 213
5270	SERPINE2	2q33-q35	5.315971365	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2
5731	PTGER1	19p13.1	5.401911484	prostaglandin E receptor 1 (subtype EP1), 42kDa
10905	MAN1A2	1p13	5.046286869	mannosidase, alpha, class 1A, member 2
2332	FMR1	Xq27.3	5.303090369	fragile X mental retardation 1
9047	SH2D2A	1q21	5.073565597	SH2 domain containing 2A
2077	ERF	19q13	5.077083544	Ets2 repressor factor
7093	TLL2	10q23-q24	6.893165561	tolloid-like 2
8976	WASL	7q31.3	5.225853448	Wiskott-Aldrich syndrome-like
124976	SPNS2	17p13.2	6.208163988	spinster homolog 2 (Drosophila)
196515	FLJ30092	12q24.13	5.395578978	AF-1 specific protein phosphatase
8320	EOMES	3p24.1	16.14302356	eomesodermin
659	BMPR2	2q33-q34	5.206570256	bone morphogenetic protein receptor, type II (serine/threonine kinase)
55624	POMGNT1	1p34.1	5.137629228	protein O-linked mannose beta1,2-N-acetylglucosaminyltransferase
6939	TCF15	20p13	6.687653034	transcription factor 15 (basic helix-loop-helix)
154807	VKORC1L1	7q11.21	4.978346566	vitamin K epoxide reductase complex, subunit 1-like 1
158046	NXNL2	9q22.1	5.301078226	nucleoredoxin-like 2
85455	DISP2	15q15.1	5.536598864	dispatched homolog 2 (Drosophila)
27439	CECR6		5.469213318	cat eye syndrome chromosome region, candidate 6
84628	NTNG2	9q34	5.419025115	netrin G2
2296	FOXC1	6p25	6.564668782	forkhead box C1
80301	PLEKHO2	15q22.1	5.3665689	pleckstrin homology domain containing, family O member 2
27092	CACNG4	17q24	5.073565597	calcium channel, voltage-dependent, gamma subunit 4
6256	RXRA	9q34.3	5.227061016	retinoid X receptor, alpha
64753	CCDC136	7q33	5.727874965	coiled-coil domain containing 136
29944	PNMA3	Xq28	5.77705141	paraneoplastic antigen MA3
145407	C14orf37	14q23.1	5.022248217	chromosome 14 open reading frame 37
114990	VASN	16p13.3	5.25127106	vasorin
9832	JAKMIP2	5q32	5.187458097	janus kinase and microtubule interacting protein 2
124783	C17orf46	17q21.31	5.245208057	chromosome 17 open reading frame 46
55876	GSDMB	17q12	5.144389934	gasdermin B
93145	OLFM2	19p13.2	5.566099377	olfactomedin 2
286336	FAM78A	9q34	5.380432781	family with sequence similarity 78, member A
153514	C14orf81	14q32.33	4.862393551	chromosome 14 open reading frame 81
145226	RDH12	14q24.1	4.852292994	retinol dehydrogenase 12 (all-trans/9-cis/11-cis)
80318	GKAP1	9q21.32	4.824490338	G kinase anchoring protein 1
51320	MEX3C	18q21.2	5.423283793	mex-3 homolog C (C. elegans)
9423	NTN1	17p13-p12	5.333019106	netrin 1
55964	41155	22q13.2	5.383956175	septin 3
3757	KCNH2	7q36.1	6.821079134	potassium voltage-gated channel, subfamily H (eag-related), member 2
6095	RORA	15q22.2	5.856342784	RAR-related orphan receptor A
387893	SETD8	12q24.31	4.791390653	SET domain containing (lysine methyltransferase) 8
222166	C7orf41	7p14.3	5.047841695	chromosome 7 open reading frame 41
5600	MAPK11	22q13.33	4.946243737	mitogen-activated protein kinase 11
400756	LOC400756	1p31.3	5.234312286	hypothetical LOC400756
8850	KAT2B	3p24	4.961122796	K(lysine) acetyltransferase 2B
2306	FOXD2	1p34-p32	5.260378708	forkhead box D2
4130	MAP1A	15q15.3	5.400713435	microtubule-associated protein 1A
10156	RASA4	7q22	5.000826895	RAS p21 protein activator 4
1907	EDN2	1p34	6.224681412	endothelin 2
60468	BACH2	6q15	5.432689775	BTB and CNC homology 1, basic leucine zipper transcription factor 2
4953	ODC1	2p25	4.755729526	ornithine decarboxylase 1
148046	C19orf23	19p13.3	5.486792295	chromosome 19 open reading frame 23
7077	TIMP2	17q25	4.76708825	TIMP metallopeptidase inhibitor 2
181	AGRP	16q22	5.205367422	agouti related protein homolog (mouse)
3764	KCNJ8	12p11.23	5.177778801	potassium inwardly-rectifying channel, subfamily J, member 8
89780	WNT3A	1q42	5.942211683	wingless-type MMTV integration site family, member 3A
147968	CAPN12	19q13.2	4.881529784	calpain 12
153222	C5orf41	5q35.1	5.452810429	chromosome 5 open reading frame 41
10788	IQGAP2	5q13.3	5.841477555	IQ motif containing GTPase activating protein 2
440040	LOC440040	11p11.12	4.962105802	glutamate receptor, metabotropic 5 pseudogene
7975	MAFK	7p22.3	4.941674549	v-maf musculoaponeurotic fibrosarcoma oncogene homolog K (avian)
2055	CLN8	8p23	5.602225284	ceroid-lipofuscinosis, neuronal 8 (epilepsy, progressive with mental retardation)
445	ASS1	9q34.1	4.860147168	argininosuccinate synthase 1
898	CCNE1	19q12	4.971266114	cyclin E1
22990	PCNX	14q24.2	4.959976665	pecanex homolog (Drosophila)
57620	STIM2	4p15.2	5.004872558	stromal interaction molecule 2
51804	SIX4	14q23	4.980072229	SIX homeobox 4
124359	CDYL2	16q23.2	4.883786051	chromodomain protein, Y-like 2
4010	LMX1B	9q34	5.331648484	LIM homeobox transcription factor 1, beta
285603	FLJ39485	5q15	4.979496942	hypothetical protein FLJ39485
9223	MAGI1	3p14.1	5.247632418	membrane associated guanylate kinase, WW and PDZ domain containing 1
55529	TMEM55A	8q21.3	4.660010913	transmembrane protein 55A
3679	ITGA7	12q13	5.192754427	integrin, alpha 7
1999	ELF3	1q32.2	5.834059096	E74-like factor 3 (ets domain transcription factor, epithelial-specific )
55219	TMEM57	1p36.11	4.735992074	transmembrane protein 57
84735	CNDP1	18q22.3	4.949753272	carnosine dipeptidase 1 (metallopeptidase M20 family)
10344	CCL26	7q11.23	5.055428334	chemokine (C-C motif) ligand 26
81571	NCRNA00287	9q33.3	5.115942325	non-protein coding RNA 287
374	AREG	4q13-q21	5.233103043	amphiregulin
57568	SIPA1L2	1q42.2	4.931409302	signal-induced proliferation-associated 1 like 2
81617	CAB39L	13q14.2	4.642815658	calcium binding protein 39-like
4216	MAP3K4	6q26	4.719606787	mitogen-activated protein kinase kinase kinase 4
22871	NLGN1	3q26.31	5.028053498	neuroligin 1
50861	STMN3	20q13.3	4.791944208	stathmin-like 3
116448	OLIG1	21q22.11	5.33442708	oligodendrocyte transcription factor 1
283209	PGM2L1	11q13.4	4.832713044	phosphoglucomutase 2-like 1
54	ACP5	19p13.3-p13.2	5.320886636	acid phosphatase 5, tartrate resistant
