Symbol	CTRL Normalized	CTRL Raw	AZA Normalized	AZA Raw	TSA Normalized	TSA Raw	DZNep Normalized	DZNep Raw	AZA+TSA Normalized	AZA+TSA Raw	DZNep+AZA Normalized	DZNep+AZA Raw	DZNep+TSA Normalized	DZNep+TSA Raw	DZNep+AZA+TSA Normalized	DZNep+AZA+TSA Raw	Map	RefSeq
S100A9	0.99999994	445.53333	1.2288456	614.5333	2.3047338	1209.9	1.8755441	985.43335	2.3559792	1295.7333	2.4716609	1406.9667	7.996688	5052.1	6.742595	4531.567	1q21	NM_002965
SH3BGR	1	107.066666	0.85692006	101.5	1.2329254	156.46666	1.1946886	150.3	1.2105806	159.26666	1.1780459	159.3	3.065539	462.26663	2.9357364	470.53336	21q22.3	NM_001001713
LOC401479	1	18.1	1.0868621	15.1	0.5627094	7.5666656	0.6800617	17.933334	0.41495156	6.500001	0.68249255	13.433332	3.8680742	62.733337	2.8327851	49.3
LOC387763	1	56.43333	0.9576046	58.6	1.1957529	77.933334	2.0786002	137.2	1.5474908	106.066666	2.8333302	199.16667	17.652397	1374.2667	15.446076	1276.8334	11p11.2	XM_373497
DEFB1	1	3.8000011	0.24741316	-5.2	0.23430109	-9.5	1.0507696	7.7	0.22352204	-9.9	1.1002614	5.4333334	10.202573	56.300003	14.565134	79.6	8p23.2-p23.1	NM_005218
KIAA1295	1	3.4333324	1.9576651	20.866667	2.670518	29.300001	0.56800795	5.2666664	2.7038503	33.433334	0.3686849	3.833334	7.2693534	91.833336	7.568659	105.5
DYRK3	1	33.333332	1.0396627	38.333332	1.2118044	48.766666	2.109982	82.566666	1.606027	64.8	2.2728763	95.666664	4.7501836	221	5.3947744	266.4	1q32.1	NM_001004023
CEBPD	1	408.96664	1.1734849	550.0333	1.2700194	629.6666	2.4964545	1234.3667	1.3383479	694.8333	2.5063138	1351.5667	7.810521	4650.5337	5.789036	3663.5332	8p11.2-p11.1	NM_005195
HIST1H3B	1	15.233334	0.22532542	2.8	0.7504128	13.466666	1.5966269	21.533333	0.8317047	16.233334	3.1853204	50.233334	10.656669	170.8	7.811923	134.66666	6p21.3	NM_003537
EFNA1	1	536.93335	0.8335833	508.53336	0.871662	562.23334	2.7170246	1754.7999	0.9210014	623	2.7602856	1924.5667	6.7881265	5263.9	5.609655	4622.2	1q21-q22	NM_004428
FOXQ1	1	27.599998	0.08490553	-13.833334	0.17312403	3.3000002	0.6610293	21.5	0.24761094	5.666667	1.5769409	29.900002	4.279534	83.4	4.588917	96.833336	6p25	NM_033260
AKR1C3	1	247.73334	1.2956736	368.73334	1.6373749	491.86667	1.6730402	502.16666	1.5458794	486.93332	1.4565976	481.5333	4.669524	1684.2001	4.024298	1542.3	10p15-p14	NM_003739
DKFZP434B044	1	37.8	1.6180594	73.2	1.5343829	75.200005	1.9185716	87.83333	1.7092595	81.166664	2.415967	121.63334	6.169296	336.6	6.531304	377.6667	16q24.1	NM_031476
MUC3B	1	74.76667	0.95192546	78.46667	1.2114431	106.66667	1.0244523	87.833336	1.2812963	117.63334	0.974902	95.13334	3.9110525	403.2	3.4852226	380.73334	7q22	XM_168578
S100A15	1	-14.733337	0.35621184	-6.866667	0.46823928	-6.6333346	0.32493806	5.033333	0.87342465	2.566667	1.435341	25.233334	11.37025	114.566666	8.090733	87.066666	1q21.3	NM_176823
KLK4	1	58.7	1.0112643	66.26666	1.2674639	90.33333	1.1208522	69.96667	1.5450246	103.33333	1.3229748	94.16667	3.1186707	234.13332	3.1301758	245.83333	19q13.41	NM_004917
AKR1C2	1	2299.5999	0.9492597	2507.4333	1.7739308	4933.1665	1.6901852	4709.8	1.5607839	4557.9	1.6789714	5080.6333	5.2145624	17460.033	4.2507596	15141.667	10p15-p14	NM_001354
RAB8B	1	21.466667	0.45992628	8.799999	0.11434405	-13.466667	0.38128927	-7.300001	0.11112308	-23.633331	0.5332096	-17.43333	3.2328582	52.4	3.297156	61.533333	15q22.2	NM_016530
HIST2H4	1	589.1	1.0275453	695.8333	1.0936317	778.8667	1.7910432	1276.9333	1.1328228	847	1.9244902	1483.1	4.1001463	3512.9668	4.409572	4011.9001	1q21	NM_003548
NCOA7	1	345.23334	0.72840023	282.23334	0.7205928	296.33334	0.9527288	391.16666	0.5811781	254.66666	0.9196945	410.19998	3.2449775	1600.6666	3.288074	1723.6	6q22.31-q22.32	NM_181782
SGK	1	81.333336	1.1756452	109.333336	1.3475649	131.5	1.9496512	191.46667	1.802287	186.5	2.1167514	224.96666	5.680817	666.8	5.8980083	735.23334	6q23	NM_005627
DLX2	0.99999994	174.5	1.0605459	211.66667	0.9352687	199.1	2.3075244	486.7667	1.0794269	238.46666	2.0385945	469.53333	7.076184	1796.7	6.6447644	1791.3666	2q32	NM_004405
ACSL4	1	26.1	1.223572	14.1	2.2184794	36.86667	0.3993393	7.1666665	1.7455812	27.566666	1.7890421	20.866667	4.714579	60.833332	5.0972114	74.666664	Xq22.3-q23	NM_004458
TNFAIP6	1	-3.3666668	0.33145407	-20.233334	0.6061113	-4.2	0.31356227	-20.166666	0.29944766	-26.966667	0.2898156	-22.4	9.474629	47.066666	21.736448	91.53333	2q23.3	NM_007115
GRK5	1	18.4	0.9318383	37.300003	0.4072805	15.700001	0.69098735	35.36667	0.3313245	4.4333334	0.7680653	40.7	4.468723	111.933334	3.667932	97.700005	10q24-qter	NM_005308
TFPI2	1	24.400002	1.0720435	19.733334	1.3094326	29.733334	1.3291221	25.366667	0.5785977	24.300001	1.0853696	32.833332	6.3775835	141.86667	3.8876312	91.6	7q22	NM_006528
FXYD1	1	-0.20000076	0.8344785	8.733334	3.3547091	24.766666	0.7227549	8.966667	2.2294478	22.7	0.4805289	2.2000008	8.672546	70.566666	9.561664	90.06666	19q13.1	NM_005031
CLGN	1	76.933334	0.29379353	26.900002	0.5214424	48.966667	0.73352253	67.6	0.27813298	30.733334	1.0911384	112.63334	2.9679396	329.23334	3.5220425	415.06665	4q28.3-q31.1	NM_004362
CSRP2	1	322.26666	1.3291508	489.2333	1.0995237	426.76666	0.9769505	379.4	1.3965545	570.86664	1.0460302	439.93332	3.1457644	1468.7999	2.955414	1465.9	12q21.1	NM_001321
SMARCD3	0.99999994	129.26666	1.0305027	151.40001	1.4093175	217.4	1.4857736	229.33333	1.5945327	257.63333	1.506569	256.96667	3.4729936	644.76666	3.193638	629.9	7q35-q36	NM_001003801
NGFR	1	9.833334	2.5089378	18.266666	0.4407597	-0.10000014	0.25333643	-19.1	1.6897192	4.9333334	1.8769426	20.033333	15.384952	79.666664	18.433071	92.96667	17q21-q22	NM_002507
GNMT	1	43.4	1.0165104	41.3	1.5461141	57.566666	0.9915487	36.633335	1.570272	60.433334	1.47797	58.566666	3.6206067	154.00002	3.6297753	166.4	6p12	NM_018960
GADD45A	1	763	1.0109519	883.0667	0.91218334	841.43335	1.3658575	1259.8	1.0689714	1040.6	1.2896969	1295.5668	3.064983	3402.7666	2.864952	3378.1335	1p31.2-p31.1	NM_001924
SCGB2A1	1	21.7	2.275133	32	1.0397135	39.466667	1.652977	31.466667	1.3971671	22.466667	2.0580325	42.9	12.869723	228.63333	10.408763	203.96666	11q13	NM_002407
MAPRE2	0.99999994	33.5	0.8937239	34.933334	0.9175867	41.8	1.5206865	64.86667	0.21685147	11.933333	1.3706951	74.066666	3.8121617	182.13333	3.2856467	173.33333	18q12.1	NM_014268
KRT25C	1	12.633333	0.74093354	12.133333	1.5586776	31.366665	1.4155607	17.800001	0.26405948	6.166667	1.1246895	21.199999	3.785761	45.166668	5.55109	72.23334	17q21.2	NM_181537
CGA	1	-29.099997	0.5163672	-32.9	0.48900145	-20.2	0.48849374	-17.633333	0.4665048	-34.666668	0.45149922	-19.7	109.84591	277.26666	134.65079	353.19998	6q12-q21	NM_000735
SUHW2	1	2.833334	0.48849326	4.966667	1.8008386	18.766668	2.2158828	28.866667	0.7517815	5.5666666	0.31397346	-4.2333336	4.928878	59.966667	8.215257	96.93333	22q11.22	NM_080764
SAA2	1	-14.833333	1.9772416	-1.9999995	1.122635	-10	1.8864986	-4.9	0.78911066	-31.766666	2.2163541	6.133333	121.905136	179.26666	120.47415	190.3	11p15.1-p14	NM_030754
