Probe	ChipID	name	FOLD PL 21-17	FOLD AM 21-17	 RATIO AM vs PL 	P_INT_GEA_R_AGE_TR
RAE230A:1371468_at	1371468_at	Transcribed sequences	0.61	0.77	1.26	
RAE230A:1374493_at	1374493_at	Transcribed sequences	0.59	0.74	1.25	
RAE230A:1367721_at	1367721_at	syndecan 4	0.68	0.85	1.25	
RAE230A:1368447_x_at	1368447_x_at	"serine protease inhibitor, Kazal type 1"	0.57	0.71	1.25	
RAE230A:1369785_at	1369785_at	phosphoribosyl pyrophosphate amidotransferase	0.55	0.68	1.24	
RAE230A:1376574_at	1376574_at	lymphocyte antigen 68	0.66	0.81	1.23	
RAE230A:1371331_at	1371331_at	follistatin-like	0.71	0.87	1.23	
RAE230A:1367648_at	1367648_at	insulin-like growth factor binding protein 2	0.71	0.87	1.23	
RAE230A:1373185_at	1373185_at	"Similar to signal sequence receptor, beta (LOC295235), mRNA"	1.47	1.79	1.22	
RAE230A:1389809_at	1389809_at	Transcribed sequences	0.69	0.84	1.22	
RAE230A:1374368_at	1374368_at	Transcribed sequences	0.66	0.8	1.21	
RAE230A:1389084_at	1389084_at	Transcribed sequences	0.66	0.8	1.21	
RAE230A:1372011_at	1372011_at	guanine deaminase	1.44	1.74	1.21	
RAE230A:1367979_s_at	1367979_s_at	"cytochrome P450, subfamily 51"	1.49	1.8	1.21	
RAE230A:1368335_at	1368335_at	apolipoprotein A-I	0.6	0.72	1.2	
RAE230A:1375724_at	1375724_at	Transcribed sequences	0.7	0.84	1.2	
RAE230A:1372676_at	1372676_at	"Similar to RIKEN cDNA 1110025H10 (LOC302980), mRNA"	1.57	1.88	1.2	
RAE230A:1398759_at	1398759_at	transforming growth factor beta 1 induced transcript 4	0.78	0.93	1.19	
RAE230A:1373123_at	1373123_at	"Similar to RIKEN cDNA 4932432N11 gene (LOC306734), mRNA"	0.68	0.81	1.19	
RAE230A:1367778_at	1367778_at	proprotein convertase subtilisin/kexin type3	0.65	0.77	1.18	
RAE230A:1399104_at	1399104_at	Transcribed sequences	0.62	0.73	1.18	
RAE230A:1371412_a_at	1371412_a_at	"Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only"	0.58	0.68	1.17	
RAE230A:1390103_at	1390103_at	Transcribed sequences	0.58	0.68	1.17	
RAE230A:1377103_at	1377103_at	Transcribed sequence with strong similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase	0.71	0.83	1.17	
RAE230A:1390149_at	1390149_at	"Similar to TACC2 (LOC309025), mRNA"	0.71	0.83	1.17	
RAE230A:1367700_at	1367700_at	fibromodulin	0.66	0.77	1.17	
RAE230A:1388337_at	1388337_at	nucleoside phosphorylase	0.72	0.83	1.15	
RAE230A:1372325_at	1372325_at	"Similar to elastin microfibril interface located protein 1 (LOC298845), mRNA"	0.68	0.78	1.15	
RAE230A:1367562_at	1367562_at	secreted acidic cysteine rich glycoprotein	0.65	0.74	1.14	
RAE230A:1386874_at	1386874_at	ribosomal protein S15	0.79	0.89	1.13	
RAE230A:1367839_at	1367839_at	farnesyl diphosphate farnesyl transferase 1	1.75	1.96	1.12	
RAE230A:1370599_a_at	1370599_a_at	"protein tyrosine phosphatase, receptor type, D"	0.6	0.67	1.12	
RAE230A:1389021_at	1389021_at	"Similar to HCV NS3-transactivated protein 1 (LOC299507), mRNA"	0.68	0.75	1.1	
RAE230A:1372923_at	1372923_at	Transcribed sequences	0.59	0.65	1.1	
RAE230A:1388754_at	1388754_at	Transcribed sequences	0.68	0.74	1.09	
RAE230A:1370219_at	1370219_at	cytochrome b558 alpha-subunit	0.7	0.76	1.09	
RAE230A:1392694_at	1392694_at	"Hypothetical LOC295337 (LOC295337), mRNA"	1.53	1.66	1.08	
RAE230A:1370228_at	1370228_at	Transferrin	0.6	0.65	1.08	
RAE230A:1367932_at	1367932_at	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1	1.89	2.03	1.07	
RAE230A:1367734_at	1367734_at	"Aldehyde reductase 1 (low Km aldose reductase) (5.8 kb PstI fragment, probably the functional gene)"	1.49	1.6	1.07	
RAE230A:1398333_at	1398333_at	endothelial PAS domain protein 1	0.57	0.61	1.07	
RAE230A:1389906_at	1389906_at	Transcribed sequences	1.56	1.66	1.06	
RAE230A:1367829_at	1367829_at	"enoyl Coenzyme A hydratase, short chain 1"	0.66	0.7	1.06	
RAE230A:1388674_at	1388674_at	"Ultraviolet B radiation-activated UV96 mRNA, partial sequence"	0.69	0.73	1.06	
RAE230A:1373432_at	1373432_at	Rat mRNA	0.71	0.75	1.06	
RAE230A:1375852_at	1375852_at	3-hydroxy-3-methylglutaryl-Coenzyme A reductase	1.5	1.58	1.05	
RAE230A:1387901_at	1387901_at	"protein tyrosine phosphatase, receptor type, D"	0.57	0.6	1.05	
RAE230A:1370019_at	1370019_at	"sulfotransferase family 1A, phenol-preferring, member 1"	1.6	1.67	1.04	
RAE230A:1390395_at	1390395_at	Transcribed sequences	1.54	1.59	1.03	
RAE230A:1376089_at	1376089_at	low density lipoprotein receptor	1.86	1.92	1.03	
RAE230A:1374643_at	1374643_at	Transcribed sequences	0.66	0.68	1.03	
RAE230A:1376891_at	1376891_at	Transcribed sequence with moderate similarity to protein sp:P50443 (H.sapiens) DTD_HUMAN Sulfate transporter	1.8	1.85	1.03	
RAE230A:1371298_at	1371298_at	H19 fetal liver mRNA	0.51	0.52	1.02	
RAE230A:1373944_at	1373944_at	Transcribed sequences	1.47	1.49	1.01	
RAE230A:1388218_at	1388218_at	low density lipoprotein receptor	2.53	2.54	1	
RAE230A:1371942_at	1371942_at	"Similar to Glutathione S-transferase, theta 3 (LOC361827), mRNA"	1.67	1.67	1	
RAE230A:1367705_at	1367705_at	glutaredoxin 1 (thioltransferase)	1.59	1.57	0.99	
RAE230A:1376191_at	1376191_at	NAD-dependent 15-hydroxyprostaglandin dehydrogenase	1.52	1.49	0.98	
RAE230A:1373526_at	1373526_at	Transcribed sequence with strong similarity to protein sp:Q9H1Y0 (H.sapiens) APG5_HUMAN Autophagy protein 5-like	1.7	1.66	0.98	
RAE230A:1398317_at	1398317_at	"3(2),5-bisphosphate nucleotidase"	1.5	1.45	0.97	
RAE230A:1388074_at	1388074_at	cytokeratin 21	1.45	1.4	0.97	
RAE230A:1386981_at	1386981_at	"solute carrier family 16, member 1"	1.43	1.38	0.97	
RAE230A:1368275_at	1368275_at	sterol-C4-methyl oxidase-like	1.63	1.54	0.94	
RAE230A:1389935_at	1389935_at	"Similar to mKIAA0195 protein (LOC303677), mRNA"	3	2.82	0.94	
RAE230A:1367667_at	1367667_at	farensyl diphosphate synthase	1.83	1.72	0.94	
RAE230A:1370943_at	1370943_at	"sulfotransferase family, cytosolic, 1C, member 2"	2.96	2.72	0.92	
RAE230A:1375230_at	1375230_at	no description	0.7	0.64	0.91	
RAE230A:1370050_at	1370050_at	"ATPase, Ca++ transporting, plasma membrane 1"	1.51	1.38	0.91	
RAE230A:1386938_at	1386938_at	alanyl (membrane) aminopeptidase	0.58	0.53	0.91	
RAE230A:1387631_at	1387631_at	NAD-dependent 15-hydroxyprostaglandin dehydrogenase	1.73	1.56	0.9	
RAE230A:1368896_at	1368896_at	MAD homolog 7 (Drosophila)	0.6	0.54	0.9	
RAE230A:1368085_at	1368085_at	GTP cyclohydrolase I feedback regulatory protein	2.01	1.8	0.9	
RAE230A:1387100_at	1387100_at	aquaporin 3	2.22	1.98	0.89	
RAE230A:1369162_at	1369162_at	guanylate cyclase 2C	1.52	1.35	0.89	
RAE230A:1369698_at	1369698_at	"ATP-binding cassette, sub-family C (CFTR/MRP), member 3"	1.52	1.35	0.89	
RAE230A:1389609_at	1389609_at	"Similar to Transmembrane 7 superfamily protein member 3 precursor (LOC297725), mRNA"	1.43	1.27	0.89	
RAE230A:1387773_at	1387773_at	"cytochrome c, somatic"	1.42	1.26	0.89	
RAE230A:1389142_at	1389142_at	"Similar to sulfide quinone reductase-like (LOC317630), mRNA"	1.62	1.43	0.88	
RAE230A:1368074_at	1368074_at	"galactose-4-epimerase, UDP"	1.5	1.32	0.88	
RAE230A:1368219_at	1368219_at	chloride channel 2	1.66	1.46	0.88	
RAE230A:1368586_at	1368586_at	zymogen granule protein 16	2.2	1.93	0.88	
RAE230A:1377016_at	1377016_at	"Similar to RIKEN cDNA 5730592L21 (LOC362978), mRNA"	1.46	1.28	0.88	
RAE230A:1369073_at	1369073_at	"nuclear receptor subfamily 1, group H, member 4"	1.55	1.35	0.87	
RAE230A:1389420_at	1389420_at	"Similar to Signal-transducing adaptor protein-2 (LOC363334), mRNA"	1.54	1.34	0.87	
RAE230A:1372170_at	1372170_at	aminoacylase 1	1.44	1.25	0.87	
RAE230A:1368121_at	1368121_at	aflatoxin B1 aldehyde reductase	2.22	1.92	0.86	
RAE230A:1370811_at	1370811_at	mercaptopyruvate sulfurtransferase	1.4	1.21	0.86	
RAE230A:1371481_at	1371481_at	"Similar to POLYPOSIS LOCUS PROTEIN 1 HOMOLOG (TB2 PROTEIN HOMOLOG) (GP106) (LOC364838), mRNA"	1.45	1.25	0.86	
RAE230A:1387759_s_at	1387759_s_at	"UDP glycosyltransferase 1 family, polypeptide A6"	1.66	1.43	0.86	
RAE230A:1371065_at	1371065_at	"RT1 class II, locus Bb"	0.63	0.54	0.86	
RAE230A:1375106_at	1375106_at	"Similar to amnionless precursor protein (LOC314459), mRNA"	1.74	1.49	0.86	
RAE230A:1387017_at	1387017_at	squalene epoxidase	2.08	1.78	0.86	
RAE230A:1398455_at	1398455_at	"Similar to putative NFkB activating protein (LOC365252), mRNA"	1.45	1.24	0.86	
RAE230A:1373718_at	1373718_at	Rat mRNA for beta-tubulin T beta15	1.43	1.22	0.85	
RAE230A:1388901_at	1388901_at	"Similar to FKBP51 (LOC361810), mRNA"	2.1	1.79	0.85	
RAE230A:1375003_at	1375003_at	"serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 6"	1.49	1.26	0.85	
RAE230A:1369928_at	1369928_at	actin alpha 1	1.5	1.26	0.84	
RAE230A:1371332_at	1371332_at	Transcribed sequence with moderate similarity to protein pir:HSHU11 (H.sapiens) HSHU11 histone H1-2 [validated] - human	1.61	1.35	0.84	
RAE230A:1369712_at	1369712_at	serine/threonine kinase 3	1.54	1.29	0.84	
RAE230A:1372655_at	1372655_at	Transcribed sequences	1.44	1.2	0.83	
RAE230A:1370282_at	1370282_at	cysteine and glycine-rich protein 2	1.66	1.38	0.83	
RAE230A:1386958_at	1386958_at	thioredoxin reductase 1	1.48	1.23	0.83	
RAE230A:1387669_a_at	1387669_a_at	epoxide hydrolase 1	1.58	1.31	0.83	
RAE230A:1370265_at	1370265_at	"arrestin, beta 2"	0.46	0.38	0.83	
RAE230A:1387690_at	1387690_at	caspase 3	1.78	1.47	0.83	
RAE230A:1387565_at	1387565_at	"transient receptor potential cation channel, subfamily V, member 6"	1.55	1.28	0.83	
RAE230A:1368471_at	1368471_at	guanylate cyclase activator 2A	1.49	1.22	0.82	
RAE230A:1368520_at	1368520_at	apolipoprotein A-IV	0.11	0.09	0.82	
RAE230A:1368878_at	1368878_at	isopentenyl-diphosphate delta isomerase	1.96	1.59	0.81	
RAE230A:1388300_at	1388300_at	"Similar to microsomal glutathione S-transferase 3 (LOC289197), mRNA"	1.42	1.15	0.81	
RAE230A:1372510_at	1372510_at	Transcribed sequence with weak similarity to protein pir:S43056 (M.musculus) S43056 hypothetical protein - mouse	1.81	1.46	0.81	
RAE230A:1371711_at	1371711_at	Transcribed sequences	1.55	1.25	0.81	
RAE230A:1369736_at	1369736_at	epithelial membrane protein 1	2.2	1.77	0.8	
RAE230A:1386898_at	1386898_at	heat shock 10 kDa protein 1	1.38	1.11	0.8	
RAE230A:1368145_at	1368145_at	Purkinje cell protein 4	1.63	1.31	0.8	
RAE230A:1386922_at	1386922_at	carbonic anhydrase 2	1.73	1.39	0.8	
RAE230A:1386908_at	1386908_at	glutaredoxin 1 (thioltransferase)	1.84	1.47	0.8	
RAE230A:1375043_at	1375043_at	c-fos oncogene	1.74	1.39	0.8	
RAE230A:1370613_s_at	1370613_s_at	"UDP glycosyltransferase 1 family, polypeptide A6"	1.53	1.22	0.8	
RAE230A:1368126_at	1368126_at	acetoacetyl-CoA synthetase	1.62	1.29	0.8	
RAE230A:1387726_at	1387726_at	caudal type homeo box 2	1.6	1.27	0.79	
RAE230A:1387659_at	1387659_at	guanine deaminase	1.64	1.3	0.79	
RAE230A:1373434_at	1373434_at	Transcribed sequences	1.66	1.31	0.79	
RAE230A:1389408_at	1389408_at	Transcribed sequences	1.55	1.22	0.79	
RAE230A:1370062_at	1370062_at	hypoxia induced gene 1	1.49	1.17	0.79	
RAE230A:1394167_at	1394167_at	no description	2.66	2.08	0.78	
RAE230A:1398378_at	1398378_at	"glutathione S-transferase, mitochondrial"	1.64	1.27	0.77	
RAE230A:1374043_at	1374043_at	"Similar to RIKEN cDNA 9130427A09 (LOC307288), mRNA"	1.61	1.24	0.77	
RAE230A:1369636_at	1369636_at	sorbitol dehydrogenase	1.9	1.46	0.77	
RAE230A:1374691_at	1374691_at	"Similar to sulfotransferase-related protein SULT-X1 (LOC292077), mRNA"	1.55	1.19	0.77	
RAE230A:1382105_at	1382105_at	guanine nucleotide binding protein beta 5	1.85	1.42	0.77	
RAE230A:1376051_at	1376051_at	"crystallin, lamda 1"	2.17	1.66	0.76	
RAE230A:1368374_a_at	1368374_a_at	gamma-glutamyl transpeptidase	1.73	1.32	0.76	
RAE230A:1373620_at	1373620_at	"Similar to hypothetical protein D10Ertd438e (LOC294400), mRNA"	1.53	1.16	0.76	
RAE230A:1386900_at	1386900_at	ribosome associated membrane protein 4	1.43	1.08	0.76	
RAE230A:1386280_at	1386280_at	"Similar to RIKEN cDNA 0610006F02 (LOC366792), mRNA"	1.71	1.29	0.75	
RAE230A:1375961_at	1375961_at	"Similar to frezzled (LOC295691), mRNA"	1.73	1.3	0.75	
RAE230A:1387031_at	1387031_at	endoplasmic retuclum protein 29	1.47	1.1	0.75	
RAE230A:1368273_at	1368273_at	mitogen-activated protein kinase 6	1.66	1.24	0.75	
RAE230A:1383519_at	1383519_at	hexokinase 2	2.48	1.85	0.75	
RAE230A:1370575_a_at	1370575_a_at	ornithine decarboxylase antizyme inhibitor	1.47	1.09	0.74	
RAE230A:1375362_at	1375362_at	"Similar to RIKEN cDNA 2010106G01 (LOC311401), mRNA"	1.69	1.25	0.74	
RAE230A:1373536_at	1373536_at	no description	1.38	1.02	0.74	
RAE230A:1389194_at	1389194_at	"Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only"	1.49	1.1	0.74	
RAE230A:1388340_at	1388340_at	Ns5atp9 protein	1.54	1.13	0.73	
RAE230A:1398341_at	1398341_at	"Similar to ENSANGP00000013261 (LOC287661), mRNA"	1.64	1.2	0.73	
RAE230A:1371775_at	1371775_at	Transcribed sequences	1.55	1.13	0.73	
RAE230A:1389396_at	1389396_at	"Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only"	1.77	1.29	0.73	
RAE230A:1388952_at	1388952_at	"Similar to Hypothetical protein MGC18716 (LOC360583), mRNA"	1.65	1.2	0.73	
RAE230A:1372060_at	1372060_at	no description	1.94	1.41	0.73	
RAE230A:1388051_at	1388051_at	"solute carrier family 26, member 3"	3.71	2.69	0.73	
RAE230A:1386933_at	1386933_at	secretory (zymogen) granule membrane glycoprotein GP2	1.89	1.37	0.72	
RAE230A:1377123_at	1377123_at	"Similar to fatty acid transport protein 4 (LOC311839), mRNA"	1.56	1.13	0.72	
RAE230A:1372318_at	1372318_at	fatty acid elongase 2	1.62	1.17	0.72	
RAE230A:1389111_at	1389111_at	Transcribed sequences	1.68	1.21	0.72	
RAE230A:1369454_at	1369454_at	vitamin D receptor	1.93	1.39	0.72	
RAE230A:1367733_at	1367733_at	carbonic anhydrase 2	1.63	1.17	0.72	
RAE230A:1376780_at	1376780_at	"Similar to RIKEN cDNA 2610204K14 (LOC293058), mRNA"	11.82	8.48	0.72	
RAE230A:1368195_at	1368195_at	protein associating with small stress protein PASS1	0.46	0.33	0.72	
RAE230A:1372520_at	1372520_at	myeloid cell leukemia sequence 1	1.59	1.14	0.72	
RAE230A:1373036_at	1373036_at	Transcribed sequence with moderate similarity to protein sp:Q13576 (H.sapiens) IQG2_HUMAN Ras GTPase-activating-like protein IQGAP2	1.59	1.14	0.72	
RAE230A:1382076_at	1382076_at	"Similar to Solute carrier family 37 (glycerol-3-phosphate transporter), member 1 (LOC294321), mRNA"	1.58	1.13	0.72	
RAE230A:1372156_at	1372156_at	"Similar to RIKEN cDNA 1810014L12 (LOC303330), mRNA"	1.53	1.09	0.71	
RAE230A:1387455_a_at	1387455_a_at	very low density lipoprotein receptor	2.26	1.61	0.71	
RAE230A:1377051_at	1377051_at	"Similar to Mpv17-like protein (LOC360463), mRNA"	2.53	1.8	0.71	
RAE230A:1398308_at	1398308_at	erythrocyte protein band 4.1-like 3	2.06	1.45	0.7	
RAE230A:1371527_at	1371527_at	epithelial membrane protein 1	1.88	1.32	0.7	
RAE230A:1367671_at	1367671_at	proliferating cell nuclear antigen	1.44	1.01	0.7	
RAE230A:1369029_at	1369029_at	phospholipid scramblase 1	1.63	1.14	0.7	
RAE230A:1370355_at	1370355_at	stearoyl-Coenzyme A desaturase 1	2.12	1.48	0.7	
RAE230A:1389188_at	1389188_at	G protein-coupled receptor 108	1.61	1.12	0.7	
RAE230A:1387235_at	1387235_at	chromogranin A	2.02	1.4	0.69	
RAE230A:1387334_at	1387334_at	mast cell protease 6	3.93	2.72	0.69	
RAE230A:1368034_at	1368034_at	chromogranin B	1.8	1.24	0.69	
RAE230A:1376646_at	1376646_at	popeye domain containing 2	1.51	1.04	0.69	
RAE230A:1368532_at	1368532_at	pancreatic lipase related protein 1	3.44	2.36	0.69	
RAE230A:1368259_at	1368259_at	prostaglandin-endoperoxide synthase 1	1.77	1.21	0.68	
RAE230A:1373300_at	1373300_at	Transcribed sequences	1.98	1.35	0.68	
RAE230A:1368194_at	1368194_at	"1-acylglycerol-3-phosphate O-acyltransferase 1 (lysophosphatidic acid acyltransferase, delta)"	1.62	1.1	0.68	
RAE230A:1368528_at	1368528_at	MIC2 like 1	2.24	1.52	0.68	
RAE230A:1367631_at	1367631_at	connective tissue growth factor	1.68	1.14	0.68	
RAE230A:1370924_at	1370924_at	"Rat T-cell receptor active beta-chain C-region mRNA, partial cds, clone TRB4"	0.31	0.21	0.68	
RAE230A:1374531_at	1374531_at	Transcribed sequence with moderate similarity to protein pir:T45059 (C.elegans) T45059 hypothetical protein Y39B6B.gg [imported] - Caenorhabditis elegans	1.51	1.02	0.68	
RAE230A:1372479_at	1372479_at	Transcribed sequences	2.76	1.86	0.67	
RAE230A:1368082_at	1368082_at	"solute carrier family 4, member 2"	1.96	1.32	0.67	
RAE230A:1373043_at	1373043_at	"Similar to SDF2 like protein 1 (LOC287936), mRNA"	1.74	1.17	0.67	
RAE230A:1373734_at	1373734_at	"solute carrier family 21 (organic anion transporter), member 11"	1.52	1.02	0.67	
RAE230A:1368379_at	1368379_at	"CD36 antigen (collagen type I receptor, thrombospondin receptor)-like 2"	1.54	1.03	0.67	
RAE230A:1370870_at	1370870_at	malic enzyme 1	1.89	1.26	0.67	
RAE230A:1367908_at	1367908_at	glycine cleavage system protein H (aminomethyl carrier)	1.71	1.14	0.67	
RAE230A:1398540_at	1398540_at	regulator of G-protein signaling 1	1.77	1.18	0.67	
RAE230A:1373914_at	1373914_at	Transcribed sequences	1.71	1.14	0.67	
RAE230A:1370299_at	1370299_at	aldolase B	2.24	1.49	0.67	
RAE230A:1377064_at	1377064_at	no description	1.7	1.13	0.66	
RAE230A:1375438_at	1375438_at	golgi SNAP receptor complex member 2	1.52	1.01	0.66	
RAE230A:1388909_at	1388909_at	"Similar to cDNA sequence BC019806 (LOC306270), mRNA"	1.66	1.1	0.66	
RAE230A:1374334_at	1374334_at	"Partial mRNA for immunoglobulin alpha heavy chain (partial), complete constant region"	4.81	3.18	0.66	
RAE230A:1367847_at	1367847_at	nuclear protein 1	1.75	1.15	0.66	
RAE230A:1371453_at	1371453_at	"Similar to Phenylalanyl-tRNA synthetase beta chain (Phenylalanine--tRNA ligase beta chain) (PheRS) (LOC301544), mRNA"	1.45	0.95	0.66	
RAE230A:1387414_at	1387414_at	dual oxidase 2	1.56	1.02	0.65	
RAE230A:1370005_at	1370005_at	"cytochrome b5, outer mitochondrial membrane isoform"	1.67	1.09	0.65	
RAE230A:1387819_at	1387819_at	elastase 1	1.77	1.15	0.65	
RAE230A:1372750_at	1372750_at	follistatin	1.96	1.27	0.65	
RAE230A:1389580_at	1389580_at	"Similar to transcription factor (LOC295568), mRNA"	1.69	1.09	0.64	
RAE230A:1372671_at	1372671_at	"Similar to RIKEN cDNA 0610038L10 gene (LOC317214), mRNA"	1.87	1.2	0.64	
RAE230A:1387840_at	1387840_at	"acid phosphatase 1, soluble"	1.58	1.01	0.64	
RAE230A:1376973_at	1376973_at	"Similar to Syndecan binding protein (syntenin) 2 (LOC311532), mRNA"	1.85	1.18	0.64	
RAE230A:1387994_at	1387994_at	oxidative 17 beta hydroxysteroid dehydrogenase type 6	2.81	1.79	0.64	
RAE230A:1389654_at	1389654_at	cytosolic leucine-rich protein	2.31	1.47	0.64	
RAE230A:1383159_at	1383159_at	Transcribed sequences	1.62	1.03	0.64	
RAE230A:1377287_at	1377287_at	"Similar to hypothetical protein BC009115 (LOC316403), mRNA"	1.78	1.13	0.63	
RAE230A:1368316_at	1368316_at	aquaporin 8	1.88	1.18	0.63	
RAE230A:1370392_at	1370392_at	melastatin like 2 protein	2.04	1.28	0.63	
RAE230A:1370428_x_at	1370428_x_at	"RT1 class Ib, locus Aw2"	0.48	0.3	0.63	
RAE230A:1369621_s_at	1369621_s_at	FK506-binding protein 1a	1.57	0.98	0.62	
RAE230A:1388108_at	1388108_at	fatty acid elongase 2	1.92	1.19	0.62	
RAE230A:1390659_at	1390659_at	CD44 antigen	1.42	0.88	0.62	
RAE230A:1370420_at	1370420_at	steroid 5 alpha-reductase 1	1.78	1.1	0.62	
RAE230A:1374070_at	1374070_at	glutathione peroxidase 2	1.56	0.96	0.62	0.000137034
RAE230A:1370406_a_at	1370406_a_at	decay-accelarating factor	1.63	1	0.61	
RAE230A:1373813_at	1373813_at	"Similar to ER-resident protein ERdj5 (LOC295690), mRNA"	1.83	1.12	0.61	
RAE230A:1373913_at	1373913_at	"Similar to polynucleotide phosphorylase-like protein (LOC360992), mRNA"	1.67	1.02	0.61	
RAE230A:1389290_at	1389290_at	"Similar to ER-resident protein ERdj5 (LOC295690), mRNA"	1.77	1.08	0.61	
RAE230A:1367896_at	1367896_at	carbonic anhydrase 3	3.12	1.89	0.61	
RAE230A:1388985_at	1388985_at	Transcribed sequences	1.52	0.92	0.61	0.000284348
RAE230A:1367838_at	1367838_at	CTL target antigen	2.1	1.27	0.6	
RAE230A:1367686_at	1367686_at	ribosome associated membrane protein 4	1.49	0.9	0.6	0.000426235
RAE230A:1371424_at	1371424_at	Transcribed sequence with moderate similarity to protein ref:NP_079049.1 (H.sapiens) hypothetical protein FLJ13798 [Homo sapiens]	1.63	0.98	0.6	
RAE230A:1377112_at	1377112_at	"Similar to CYTIDINE DEAMINASE (CYTIDINE AMINOHYDROLASE) (LOC362638), mRNA"	1.83	1.1	0.6	
RAE230A:1368124_at	1368124_at	MAP-kinase phosphatase (cpg21)	1.87	1.12	0.6	
RAE230A:1368057_at	1368057_at	"ATP-binding cassette, sub-family D (ALD), member 3"	1.84	1.1	0.6	
RAE230A:1369635_at	1369635_at	sorbitol dehydrogenase	1.69	1.01	0.6	
RAE230A:1387027_a_at	1387027_a_at	"lectin, galactose binding, soluble 9"	1.39	0.83	0.6	
RAE230A:1389756_at	1389756_at	"Similar to protein kinase PK38 (LOC362510), mRNA"	1.76	1.05	0.6	
RAE230A:1368975_at	1368975_at	CD38 antigen	1.56	0.93	0.6	
RAE230A:1370281_at	1370281_at	"fatty acid binding protein 5, epidermal"	1.51	0.9	0.6	
RAE230A:1374620_at	1374620_at	carcinoembryonic antigen-related cell adhesion molecule 1	1.83	1.09	0.6	
RAE230A:1371442_at	1371442_at	oxygen regulated protein (150kD)	1.76	1.04	0.59	
RAE230A:1367969_at	1367969_at	peroxiredoxin 6	2.16	1.27	0.59	0.000224614
RAE230A:1372229_at	1372229_at	"Similar to pyruvate dehydrogenase kinase, isoenzyme 3 (LOC296849), mRNA"	2.16	1.27	0.59	
RAE230A:1387178_a_at	1387178_a_at	cystathionine beta synthase	2.59	1.52	0.59	
RAE230A:1390851_at	1390851_at	"Similar to Lactamase, beta 2 (LOC297768), mRNA"	1.91	1.12	0.59	
RAE230A:1377385_at	1377385_at	Transcribed sequence with weak similarity to protein pir:T46471 (H.sapiens) T46471 hypothetical protein DKFZp434L0130.1 - human	1.47	0.86	0.59	
RAE230A:1388887_at	1388887_at	Transcribed sequence with weak similarity to protein pir:RGECDW (E. coli) RGECDW transcription activator of D-serine dehydratase - Escherichia coli	2.14	1.25	0.58	
RAE230A:1370157_at	1370157_at	phospholamban	1.93	1.11	0.58	
RAE230A:1369962_at	1369962_at	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP	1.57	0.9	0.57	
RAE230A:1370902_at	1370902_at	aldose reductase-like protein	3.56	2.04	0.57	0.000432383
RAE230A:1387793_at	1387793_at	ERM-binding phosphoprotein	1.51	0.86	0.57	0.000271025
RAE230A:1371683_at	1371683_at	"Similar to U6 snRNA-associated Sm-like protein LSm4 (LOC290647), mRNA"	1.52	0.86	0.57	0.00025939
RAE230A:1372604_at	1372604_at	"Similar to Apolipoprotein L3 (Apolipoprotein L-III) (ApoL-III) (TNF-inducible protein CG12-1) (CG12_1) (LOC315106), mRNA"	1.56	0.88	0.56	0.000214824
RAE230A:1370067_at	1370067_at	malic enzyme 1	1.88	1.06	0.56	
RAE230A:1387444_at	1387444_at	brain-enriched membrane-associated protein tyrosine BEM-2	1.51	0.85	0.56	
RAE230A:1390429_at	1390429_at	axin2	1.65	0.92	0.56	
RAE230A:1374395_at	1374395_at	"exportin 1 (CRM1, yeast, homolog)"	1.5	0.83	0.55	0.000102129
RAE230A:1371615_at	1371615_at	diacylglycerol O-acyltransferase homolog 2 (mouse)	1.61	0.89	0.55	0.000219592
RAE230A:1372569_at	1372569_at	"Similar to four and half LIM domain protein 3 (LOC313582), mRNA"	1.56	0.86	0.55	
RAE230A:1368270_at	1368270_at	apolipoprotein B editing complex 1	1.91	1.05	0.55	
RAE230A:1367888_at	1367888_at	MT-protocadherin	2.02	1.11	0.55	
RAE230A:1374489_at	1374489_at	"Similar to bA22I24.2.1 (GTP binding protein 2) (LOC363195), mRNA"	1.53	0.84	0.55	
RAE230A:1369090_at	1369090_at	"protein kinase, cGMP- dependent, type II"	2.12	1.16	0.55	
RAE230A:1370689_at	1370689_at	peptidylglycine alpha-amidating monooxygenase	5.33	2.89	0.54	
RAE230A:1374951_at	1374951_at	"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF"	1.68	0.91	0.54	
RAE230A:1388408_at	1388408_at	"Similar to RIKEN cDNA 1110020C13 (LOC363004), mRNA"	1.77	0.95	0.54	1.03982E-05
RAE230A:1387024_at	1387024_at	dual specificity phosphatase 6	1.71	0.9	0.53	3.57346E-05
RAE230A:1387542_at	1387542_at	"solute carrier family 9, member 3"	3.17	1.66	0.52	6.19062E-06
