Probe Set ID	Gene Title	Gene Symbol	Chromosomal Location	FFPE FD	FFPE p value	FF FD	FF p value
234307_s_at	kinesin family member 26A	KIF26A	chr14q32.33	-2.09943336724613	0.000981874	-1.558329159321	0.006576186
234421_s_at	Ellis van Creveld syndrome	EVC	chr4p16	-2.24233215605702	5.37801E-06	-1.78385703884019	0.000374842
234580_at	Transmembrane protein 106A	TMEM106A	chr17q21.31	-1.98618499087407	0.001885137	-1.72907446261573	0.003173155
234940_s_at	ventricular zone expressed PH domain homolog 1 (zebrafish)	VEPH1	chr3q24-q25	-2.75108363627949	0.006520714	-5.02805349808731	0.000166452
234974_at	Galactose mutarotase (aldose 1-epimerase)	GALM	chr2p22.1	-2.4032720990537	0.003325994	-2.90794503464062	0.000395315
235019_at	carboxypeptidase M	CPM	chr12q14.3	-6.02098698964427	0.000392769	-7.59473696760415	0.002166992
235024_at	PHD finger protein 17	PHF17	chr4q26-q27	-1.7111900513652	0.004169964	-1.70526978353591	0.002017581
235083_at	hypothetical protein FLJ38359	FLJ38359	chr2q13	-4.64281565753488	1.91518E-05	-3.38698124945011	7.62653E-05
235086_at	Thrombospondin 1	THBS1	chr15q15	-10.7405800222421	1.9109E-05	-13.7847385553923	1.56727E-05
235110_at	HRAS-like suppressor 3	HRASLS3	chr11q12.3-q13.1	-2.90794503464062	1.52295E-05	-3.30580127261685	2.8022E-06
235293_at	CDNA FLJ37816 fis, clone BRSSN2003093	---	---	-2.18858740252148	0.004864539	-2.04202425141439	0.001626432
235306_at	GTPase, IMAP family member 8	GIMAP8	chr7q36.1	-5.57897466540162	2.11425E-07	-3.09512998708478	0.000134297
235308_at	zinc finger and BTB domain containing 20	ZBTB20	chr3q13.2	-2.14354692507259	0.000140436	-2.6665973541824	4.39475E-05
235317_at	hypothetical protein LOC284454	LOC284454	chr19p13.13	-1.93187265784969	0.007565785	-1.66439746942305	0.007363156
235419_at	Transcribed locus	---	---	-6.21175100000832	3.19462E-05	-3.56771407768037	0.003696194
235458_at	hepatitis A virus cellular receptor 2	HAVCR2	chr5q33.3	-3.02094517112565	0.007703617	-6.02098698964426	0.00043375
235462_at	Cytoplasmic polyadenylation element binding protein 2	CPEB2	chr4p15.33	-4.67510899424498	0.000116182	-4.06991876841075	0.000591049
235479_at	cytoplasmic polyadenylation element binding protein 2	CPEB2	chr4p15.33	-4.02782220022687	2.33277E-05	-5.38893430746276	1.37697E-05
235567_at	Hypothetical protein LOC283666	LOC283666	chr15q21.3	-2.30537269359773	0.001904063	-3.01049349482213	0.000488395
235641_at	Tribbles homolog 1 (Drosophila)	TRIB1	chr8q24.13	-2.55797116255486	0.005706477	-2.28152743173685	0.002386899
235706_at	carboxypeptidase M	CPM	chr12q14.3	-1.85317612378074	0.002380382	-3.97236998174814	1.43646E-05
235746_s_at	phospholipase A2 receptor 1, 180kDa	PLA2R1	chr2q23-q24	-4.02782220022687	0.000106627	-3.95862662566083	0.000101358
235774_at	hypothetical LOC553137	LOC553137	chr6q21	-3.73213196614723	2.84057E-05	-9.64646262152608	3.09348E-08
235842_at	Transcribed locus	---	---	-6.89236927769614	2.68152E-05	-3.9041270431049	0.006118818
235871_at	lipase, member H	LIPH	chr3q27	-2.36198532285906	0.000847184	-2.48802330659694	0.001855656
235979_at	complement component 7	C7	chr5p13	-2.28944832119737	0.001902199	-4.3923712551482	0.000132721
236065_at	Transcribed locus	---	---	-2.5227548176625	6.42129E-05	-5.11594232510972	3.16709E-07
236630_at	aquaporin 2 (collecting duct)	AQP2	chr12q12-q13	-10.8528346195814	0.005829008	-13.2691127330311	0.000748592
236670_s_at	Transcribed locus	---	---	-6.54321646846225	0.000136529	-3.59252949153574	0.007169948
236682_at	---	---	---	-2.64817782079079	0.002492014	-2.56685179512581	0.003453582
236797_at	Transcribed locus	---	---	-4.27226163219141	4.61811E-06	-2.01391110011344	0.000936292
236952_at	Transcribed locus	---	---	-10.5927112831632	0.001518824	-20.1820385413	0.001197546
237087_at	Transcribed locus	---	---	-3.30580127261685	0.006820899	-7.75431853548052	0.000249862
237112_at	---	---	---	-3.3987399965546	5.82662E-05	-2.04202425141439	0.005119233
237151_s_at	similar to hypothetical protein	MGC33657	chr2q14.2	-1.53155799709438	0.006411578	-2.02791895958006	0.002982837
237888_at	Hypothetical LOC553137	LOC553137	chr6q21	-5.61777950295199	0.000403836	-4.67510899424498	0.00271088
237889_s_at	Hypothetical LOC553137	LOC553137	chr6q21	-19.9732887824258	5.57043E-08	-31.8892884104918	4.26568E-08
238106_at	Transcribed locus	---	---	-3.70635224756148	0.003655896	-9.64646262152609	0.000122723
238320_at	trophoblast-derived noncoding RNA	TncRNA	chr11q13.1	-3.20427951035849	4.02863E-05	-2.4032720990537	0.001398736
238353_at	RAS-like, family 11, member A	RASL11A	---	-1.72907446261573	0.001894152	-3.31727818325777	0.000177713
238361_s_at	Transcribed locus	---	---	-5.29635564158159	0.000109079	-5.22343914835567	0.000748721
238408_at	Transcribed locus, weakly similar to XP_859587.1 PREDICTED: similar to oxidation resistance 1 isoform 2 [Canis familiaris]	---	---	-2.86791049603166	4.07107E-06	-1.95884059517385	0.003614225
238409_x_at	oxidation resistance 1	OXR1	chr8q23	-2.92817139189125	3.27292E-06	-2.17346972505212	0.002081193
238517_at	Transcribed locus	---	---	-1.85960988522632	0.004547833	-2.37841423000544	0.008064212
238669_at	prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)	PTGS1	chr9q32-q33.3	-4.21344414381934	0.00885186	-8.28211939073102	0.001739206
238751_at	CDNA clone IMAGE:4791597	---	---	-1.58556827322057	0.003918562	-2.85798827948219	4.7388E-06
238767_at	Transcribed locus	---	---	-1.71713087287551	0.00209086	-3.138336391587	1.93244E-05
239012_at	Ring finger 144B	RNF144B	chr6p22.3	-3.70635224756148	0.003685622	-10.021315508993	0.00084726
239152_at	Transcribed locus	---	---	-2.70382166605625	0.000343632	-2.48802330659694	0.009145643
239167_at	Transcribed locus	---	---	-1.5691681957935	0.004421089	-1.87254449486899	0.000337234
239270_at	phosphatidylinositol-specific phospholipase C, X domain containing 3	PLCXD3	chr5p13.1	-7.67411295460211	0.000834509	-6.56593287048399	0.001354933
239336_at	Thrombospondin 1	THBS1	chr15q15	-28.0513830821131	7.47144E-05	-12.817118041434	0.001698242
239461_at	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 2	GALNTL2	chr3p24.3	-1.77768536233314	0.007759915	-2.55797116255486	0.001081835
239568_at	pleckstrin homology domain containing, family H (with MyTH4 domain) member 2	PLEKHH2	chr2p21	-2.25792880961226	0.000941592	-2.6665973541824	0.003200472
239614_x_at	Transcribed locus	---	---	-2.33755449712249	0.00031111	-2.39495740923786	0.001337209
239661_at	Transcribed locus	---	---	-2.57576325901965	0.000183373	-2.25011696937762	0.00075812
239806_at	Transcribed locus	---	---	-1.79005014185595	0.003013133	-3.16016524745351	7.2737E-05
239901_at	Transcribed locus	---	---	-7.862564788362	7.14411E-08	-2.44528055538414	0.000440445
240039_at	phospholipase A2 receptor 1, 180kDa	PLA2R1	chr2q23-q24	-2.32140782876744	0.000396329	-2.4032720990537	0.000547612
240135_x_at	---	---	---	-1.82133966718396	0.000456758	-1.5965967727133	0.009421785
240200_at	sulfotransferase family, cytosolic, 1C, member 2	SULT1C2	chr2q11.1-q11.2	-2.14354692507259	0.005120237	-3.138336391587	0.001324282
240282_at	WD repeat domain 1	WDR1	chr4p16.1	-3.21540396297261	7.68103E-05	-2.46228882668983	0.006911929
240568_at	---	---	---	-2.85798827948219	0.000174973	-1.86606598307361	0.007874415
240591_at	Kv channel interacting protein 4	KCNIP4	chr4p15.31	-5.57897466540162	0.000491671	-10.3747164372081	0.001230229
240807_at	CDNA FLJ31249 fis, clone KIDNE2005327	---	---	-20.9662944617338	4.42481E-05	-18.1261421647328	4.04789E-05
240873_x_at	disabled homolog 2, mitogen-responsive phosphoprotein (Drosophila)	DAB2	chr5p13	-5.4076433321125	7.84673E-06	-3.45814892523146	0.000422434
240923_at	Transcribed locus	---	---	-2.75108363627949	0.000943861	-3.3987399965546	0.000326864
240960_at	Transcribed locus	---	---	-3.95862662566083	2.85402E-05	-4.69133979692752	0.00016914
241069_at	---	---	---	-1.76540599258131	0.009645758	-2.75108363627949	0.000321922
241193_at	V-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	ETS2	chr21q22.3|21q22.2	-4.02782220022688	0.000588302	-6.70389707734359	0.00076335
241483_at	Transcribed locus	---	---	-5.22343914835567	0.002205443	-3.24900958542494	0.005048433
241565_at	Collagen, type IV, alpha 4	COL4A4	chr2q35-q37	-2.65737162819302	0.00024194	-2.01391110011344	0.003123959
241614_at	---	---	---	-2.05622765331213	0.002310104	-2.28944832119737	0.008180642
241619_at	calmodulin 1 (phosphorylase kinase, delta)	CALM1	chr14q24-q31	-2.64817782079079	0.0001973	-2.11403608112276	0.002652692
241694_at	polycystic kidney and hepatic disease 1 (autosomal recessive)	PKHD1	chr6p12.2	-9.38267959385503	0.000607871	-34.1780930575313	0.000474229
241706_at	copine VIII	CPNE8	chr12q12	-2.35381347443753	3.6139E-05	-3.85037777240701	2.80763E-07
241752_at	solute carrier family 8 (sodium/calcium exchanger), member 1	SLC8A1	chr2p23-p22	-2.02791895958006	0.001332014	-2.9485384345822	0.000126678
241824_at	Transcribed locus	---	---	-6.21175100000832	0.000105114	-9.22149077439091	0.001044643
241874_at	similar to bovine IgA regulatory protein	LOC492311	chr5q31	-1.84676462145879	0.003093435	-2.93833726655662	0.000975189
242169_at	Betaine-homocysteine methyltransferase 2	BHMT2	chr5q13	-4.30197756182951	0.000143782	-2.33755449712249	0.007181043
242372_s_at	major facilitator superfamily domain containing 4	MFSD4	chr1q32.1	-7.75431853548052	0.000702295	-12.9960383416998	3.29067E-05
242600_at	FERM domain containing 3	FRMD3	chr9q21.32	-2.44528055538414	0.000659249	-2.9690471412581	8.06434E-05
242722_at	LIM domain 7	LMO7	chr13q22.2	-5.75573432004328	1.5594E-06	-6.10503683584224	3.27533E-05
242774_at	spectrin repeat containing, nuclear envelope 2	SYNE2	chr14q23.2	-1.6993699982773	0.001398961	-1.77153503820472	0.002077302
242784_at	Transcribed locus	---	---	-3.42238010273041	0.000169392	-5.79576861821952	0.000721986
242809_at	Interleukin 1 receptor-like 1	IL1RL1	chr2q12	-11.235559005904	0.000154218	-6.34227309288228	0.000662908
242868_at	Transcribed locus	---	---	-17.5694850205928	4.84384E-07	-7.2350350204887	0.000170124
242871_at	progestin and adipoQ receptor family member V	PAQR5	chr15q23	-9.35021798848996	0.002107267	-36.8859630975637	5.74341E-05
242963_at	sphingomyelin synthase 2	SGMS2	chr4q25	-1.85317612378074	0.006845215	-3.60500185044332	8.50926E-05
243039_at	---	---	---	-3.66801617281868	0.007578582	-5.08060393015516	0.001479332
243065_at	Transcribed locus	---	---	-2.21913894413569	0.000624221	-2.21146130664054	0.000176319
243231_at	hypothetical protein FLJ39822	FLJ39822	chr2q24.3	-2.92817139189125	0.000181113	-5.16941132254997	3.05034E-06
243357_at	neuronal growth regulator 1	NEGR1	chr1p31.1	-2.23457427614444	0.003667479	-5.87667453311323	8.61343E-07
243403_x_at	carboxypeptidase M	CPM	chr12q14.3	-4.04180578594706	0.000216198	-3.138336391587	0.004858546
243586_at	Transcribed locus	---	---	-3.12747857251437	5.12373E-05	-3.24900958542494	9.32123E-05
243650_at	pleckstrin homology domain containing, family H (with MyTH4 domain) member 2	PLEKHH2	chr2p21	-2.60268371088387	0.000247211	-3.94493081797344	0.000173706
243659_at	CDNA FLJ36210 fis, clone THYMU2000155	---	---	-1.91189063518748	0.0041995	-1.87904549842802	0.007699517
243727_at	copine VIII	CPNE8	chr12q12	-3.23776886618963	3.87807E-05	-4.82323131076304	6.5646E-06
243922_at	Transcribed locus	---	---	-4.02782220022688	9.21406E-05	-4.01388699403801	0.000170367
244070_at	spectrin repeat containing, nuclear envelope 1	SYNE1	chr6q25	-2.02791895958006	5.15186E-06	-1.65863909162888	0.000220772
244222_at	Homo sapiens, clone IMAGE:4703783, mRNA	---	---	-5.24157361543345	6.02412E-05	-2.2657677705916	0.00687546
244322_at	hypothetical protein LOC641798 /// hypothetical LOC646329	LOC641798 /// LOC646329	chr7q32.3	-2.0491136460656	0.009100938	-2.33755449712249	0.007612139
244384_at	Transcribed locus	---	---	-2.93833726655662	0.000151555	-3.28296643524199	0.00049899
244410_at	polycystic kidney and hepatic disease 1 (autosomal recessive)	PKHD1	chr6p12.2	-1.85960988522632	0.006780144	-2.14354692507259	0.000290513
244423_at	Transcribed locus	---	---	-3.05251841792112	7.27348E-06	-2.58470566127498	5.77538E-05
244509_at	G protein-coupled receptor 155	GPR155	chr2q31.1	-1.89211529345119	0.005916915	-3.16016524745351	3.57617E-05
244581_at	Zinc finger and BTB domain containing 20	ZBTB20	chr3q13.2	-1.79626474576787	0.009412546	-2.65737162819302	0.000288442
244620_at	CDNA FLJ43417 fis, clone OCBBF2026025	---	---	-2.63901582154579	0.001113886	-2.92817139189125	0.001170069
244677_at	Transcribed locus	---	---	-4.53153554118319	1.70388E-05	-4.54726789294405	4.11308E-05
336_at	thromboxane A2 receptor	TBXA2R	chr19p13.3	-2.28944832119737	0.001758608	-3.138336391587	9.96024E-05
38037_at	heparin-binding EGF-like growth factor	HBEGF	chr5q23	-1.89868424190104	0.005469793	-2.58470566127498	0.000450411
39249_at	aquaporin 3 (Gill blood group)	AQP3	chr9p13	-2.02791895958006	0.004561479	-1.97246540898672	0.005241369
40093_at	basal cell adhesion molecule (Lutheran blood group)	BCAM	chr19q13.2	-1.97931331283041	6.67681E-05	-1.63580411711556	0.000511271
57163_at	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 1	ELOVL1	chr1p34.2	-1.58556827322057	0.003731624	-1.68763159226004	0.002571635
1552309_a_at	nexilin (F actin binding protein)	NEXN	chr1p31.1	-4.78991481847571	0.001063327	-1.78385703884018	0.208093668
1552670_a_at	protein phosphatase 1, regulatory (inhibitor) subunit 3B	PPP1R3B	chr8p23.1	-3.6807506024995	0.000203398	-1.62450479271247	0.330216239
1552713_a_at	solute carrier family 4, anion exchanger, member 1 (erythrocyte membrane protein band 3, Diego blood group)	SLC4A1	chr17q21-q22	-3.30580127261685	0.00990904	-1.89868424190104	0.056362606
1552924_a_at	phosphatidylinositol transfer protein, membrane-associated 2	PITPNM2	chr12q24.31	-2.16595009105185	0.00040927	-1.02101212570719	0.520966333
1553142_at	chromosome 13 open reading frame 31	C13orf31	chr13q14.11	-3.09512998708478	0.00203283	-3.50642288526414	0.013800044
1553191_at	dystonin	DST	chr6p12.1	-2.22684323645737	0.006804507	-1.20999408921929	0.064264698
1553265_at	solute carrier family 23 (nucleobase transporters), member 3	SLC23A3	chr2q35	-3.23776886618963	0.000810314	-1.53687518128801	0.120860924
1553876_at	sterile alpha motif domain containing 3	SAMD3	chr6q23.1	-2.20381023175322	0.004761878	-1.52625920896056	0.03285599
1553989_a_at	ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C2	ATP6V1C2	---	-5.11594232510971	0.006686062	-3.94493081797344	0.011710756
1554008_at	oncostatin M receptor	OSMR	chr5p13.1	-3.07375036257602	0.002989282	-3.4822022531845	0.160603292
1554574_a_at	cytochrome b5 reductase 3	CYB5R3	chr22q13.31-qter|22q13.2-q13.31	-2.62988552041014	0.004858068	-1.404444875738	0.251698069
1554789_a_at	phosphodiesterase 8B	PDE8B	chr5q14.1	-3.55537072466628	5.63579E-05	-1.35191083302813	0.047570815
1554980_a_at	activating transcription factor 3	ATF3	chr1q32.3	-5.69620078238829	3.10467E-05	-2.02090289297353	0.026837505
1554986_a_at	sorting nexin 19	SNX19	chr11q25	-2.77021893622185	1.64092E-05	-1.31950791077289	0.107781349
1555140_a_at	BCL2-like 2	BCL2L2	chr14q11.2-q12	-2.44528055538414	0.001344116	-1.54756499354239	0.092876009
1555229_a_at	complement component 1, s subcomponent	C1S	chr12p13	-5.08060393015516	0.003602616	-1.35191083302813	0.703995617
1555233_at	ras homolog gene family, member J	RHOJ	chr14q23.2	-4.87364105470076	5.98359E-06	-1.45397251732031	0.346059597
1555355_a_at	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	ETS1	chr11q23.3	-2.71320865489534	1.22009E-05	-1.53687518128801	0.014685845
1555407_s_at	FYVE, RhoGEF and PH domain containing 3	FGD3	---	-2.69446715373138	0.003555462	-2.28944832119737	0.032973062
1555809_at	cysteine-rich secretory protein LCCL domain containing 2	CRISPLD2	chr16q24.1	-3.56771407768037	3.88632E-06	-1.25266443862413	0.0983719
1555812_a_at	Rho GDP dissociation inhibitor (GDI) beta	ARHGDIB	chr12p12.3	-3.30580127261685	0.002795095	-2.04202425141439	0.110387672
1555832_s_at	Kruppel-like factor 6	KLF6	chr10p15	-3.31727818325777	0.000587658	-1.90527599608787	0.072255185
1555836_at	Polymerase (RNA) II (DNA directed) polypeptide B, 140kDa	POLR2B	chr4q12	-2.68514500556053	0.000289466	-1.73507737430414	0.109867113
1555997_s_at	insulin-like growth factor binding protein 5	IGFBP5	chr2q33-q36	-4.15543641319066	0.000903839	-1.63580411711556	0.125122224
1556262_at	CDNA clone IMAGE:4822139	---	---	-12.9510754647585	0.003681546	-4.64281565753488	0.010990683
1556699_at	---	---	---	-3.12747857251437	0.00081783	-1.46916863327831	0.11697215
1556700_a_at	---	---	---	-2.46228882668983	0.000526738	-1.17283494923188	0.160623795
1556739_at	hypothetical protein FLJ35785 /// similar to golgi autoantigen, golgin subfamily a, 8A	FLJ35785 /// LOC653125 /// LOC653720	chr15q11.2 /// chr15q13.1 /// chr15q13.3	-2.45376995450761	3.87496E-05	-1.01395947979003	0.533999799
1556956_at	CDNA FLJ33365 fis, clone BRACE2005460, moderately similar to Xenopus laevis mRNA for Kielin	---	---	-2.33755449712249	0.005030044	-1.01045144648676	0.314675918
1557241_a_at	Full length insert cDNA clone ZD89B07	---	---	-2.25792880961226	7.54284E-05	-1.15268634679886	0.389736401
1557275_a_at	CDNA FLJ20031 fis, clone ADSU02180	---	---	-2.15098878091476	0.000681117	-1.36604025675439	0.249694292
1557286_at	CDNA FLJ10145 fis, clone HEMBA1003322	---	---	-2.80888975147599	0.000181187	-1.44894215455488	0.10169898
1557415_s_at	leucine zipper-EF-hand containing transmembrane protein 2	LETM2	chr8p12	-2.39495740923786	0.003129431	-1.20580782769076	0.641004307
1557841_at	CDNA clone IMAGE:5297477	---	---	-11.3924015647766	9.59101E-06	-2.24233215605702	0.022597244
1557938_s_at	polymerase I and transcript release factor	PTRF	chr17q21.31	-6.276672783174	0.000164086	-1.34257250278026	0.814392689
1558154_at	Clone pp10029 unknown mRNA	---	---	-2.47941539987797	0.000394408	-2.15845647300885	0.046149216
1558532_at	tropomyosin 1 (alpha)	TPM1	chr15q22.1	-3.07375036257602	0.002403306	-1.46408569594563	0.228617984
1559296_at	Hypothetical protein LOC730057	LOC730057	chr3p14.1	-3.37526318452007	0.006793183	-5.79576861821952	0.012331322
1559362_at	CDNA clone IMAGE:5302421	---	---	-2.41998817843858	0.000297545	-1.12505848468881	0.306986765
1559725_at	MRNA; cDNA DKFZp667J0623 (from clone DKFZp667J0623)	---	---	-2.21146130664054	0.008049554	-1.46916863327831	0.221029719
1559759_at	Kinesin family member C3	KIFC3	chr16q13-q21	-2.32946717293691	6.75728E-05	-1.17690673721877	0.265428868
1560135_at	CDNA clone IMAGE:4822830	---	---	-2.05622765331213	0.009938026	-1.31494276020507	0.346190435
1560320_a_at	hypothetical protein LOC283314	UNQ2963	chr12p13.31	-3.91768119034771	0.002710111	-1.14869835499704	0.454392766
1561767_at	{3 region, probe M1} [human, metastatic breast cancer cells, mRNA Partial, 314 nt]	---	---	-2.37841423000544	0.00214373	-1.36604025675439	0.193022955
1562056_at	CDNA FLJ35091 fis, clone PLACE6005786	---	---	-7.56846117380477	0.004571423	-3.1931935454266	0.021510207
1562295_at	Hypothetical protein LOC730057	LOC730057	chr3p14.1	-2.46228882668983	0.004718993	-3.3987399965546	0.028294944
1562528_at	Homo sapiens, clone IMAGE:5747561, mRNA	---	---	-4.25748072981344	0.000270271	-2.08493152168224	0.049267418
1562529_s_at	Homo sapiens, clone IMAGE:5747561, mRNA	---	---	-3.138336391587	0.00073437	-2.90794503464062	0.016784974
1562749_at	hypothetical protein LOC641912 /// hypothetical LOC644090	LOC641912 /// LOC644090	chr7q36.1	-2.20381023175322	0.002387909	-1.68763159226004	0.011285404
1563034_at	glycerol-3-phosphate dehydrogenase 1 (soluble)	GPD1	chr12q12-q13	-2.68514500556053	0.001177136	-1.30134185544193	0.20386084
1563035_x_at	glycerol-3-phosphate dehydrogenase 1 (soluble)	GPD1	chr12q12-q13	-2.09943336724613	0.005878582	-1.17283494923188	0.339708856
1563252_at	v-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian)	ERBB3	chr12q13	-2.24233215605702	0.003579716	-1.03526492384138	0.351080555
1563560_at	AHNAK nucleoprotein	AHNAK	chr11q12.2	-2.37018554188316	0.000428988	-2.32946717293691	0.044001489
1564139_at	hypothetical protein LOC144571	LOC144571	chr12p13.31	-3.79736848380208	0.001095938	-1.5965967727133	0.364929398
1564257_at	CDNA FLJ36021 fis, clone TESTI2016568	---	---	-4.90753990901521	0.000374821	-1.93187265784969	0.189360198
1564494_s_at	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), beta polypeptide	P4HB	chr17q25	-2.09943336724613	0.000146596	-1.35660432744767	0.147119666
1564796_at	epithelial membrane protein 1	EMP1	chr12p12.3	-3.2265670368885	0.001238477	-1.06806540804785	0.666338305
1564840_at	MRNA; cDNA DKFZp564B236 (from clone DKFZp564B236)	---	---	-3.64267933436791	0.001003835	-1.641483217621	0.126065149
1565254_s_at	elongation factor RNA polymerase II	ELL	chr19p13.1	-2.09216987958506	0.001054642	-1.18920711500272	0.386735841
1565613_at	CDNA clone IMAGE:6573900	---	---	-2.83824671240077	0.004701784	-1.7111900513652	0.173379606
1565713_at	Full length insert cDNA clone YS05E02	---	---	-3.73213196614723	0.000404613	-1.71713087287551	0.060196239
1565714_at	Full length insert cDNA clone YS05E02	---	---	-3.27160823423112	0.006584376	-1.41912335620038	0.127980545
1565738_at	Secretin receptor	SCTR	chr2q14.1	-2.27363394647203	0.000951275	-1.36131411649947	0.14286364
1565752_at	FYVE, RhoGEF and PH domain containing 2	FGD2	chr6p21.2	-3.01049349482213	0.003574333	-1.81503831063432	0.198934687
1565754_x_at	FYVE, RhoGEF and PH domain containing 2	FGD2	chr6p21.2	-2.07052984768275	0.009154885	-1.9251888862035	0.071380363
1565809_x_at	CDNA clone IMAGE:5301169	---	---	-9.48074216753265	0.000875252	-1.03168317930136	0.589717097
1566607_at	MRNA; cDNA DKFZp667O0522 (from clone DKFZp667O0522)	---	---	-3.3987399965546	0.001403797	-1.5965967727133	0.245551981
1566780_at	MRNA; cDNA DKFZp547C083 (from clone DKFZp547C083)	---	---	-2.12137548273643	9.35427E-05	-1.21419488439505	0.06218597
1566923_at	CDNA: FLJ20971 fis, clone ADSU01565	---	---	-3.66801617281868	0.00325563	-1.10573065332027	0.720135037
1566965_at	CDNA: FLJ20864 fis, clone ADKA01825	---	---	-3.53081198516262	0.004198184	-2.32140782876744	0.031551677
1566966_at	CDNA: FLJ20864 fis, clone ADKA01825	---	---	-7.75431853548052	9.3824E-05	-2.54030196507758	0.036007306
1566968_at	CDNA: FLJ20903 fis, clone ADSE00222	---	---	-2.15098878091476	5.57358E-05	-1.21841026367519	0.142383665
1567105_at	---	---	---	-2.14354692507259	0.000699272	-1.04246576084112	0.736648977
1568760_at	myosin, heavy chain 11, smooth muscle	MYH11	chr16p13.11	-2.24233215605702	0.000624025	-1.27456062731926	0.295360565
1568765_at	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1	SERPINE1	chr7q21.3-q22	-5.25977104082028	0.004695968	-3.0314331330208	0.118527638
1568943_at	inositol polyphosphate-5-phosphatase, 145kDa	INPP5D	chr2q37.1	-2.71320865489534	0.008952887	-2.21146130664054	0.071697336
1569003_at	transmembrane protein 49	TMEM49	chr17q23.1	-10.5195420816406	1.65843E-05	-3.53081198516262	0.120356418
1569020_at	neural precursor cell expressed, developmentally down-regulated 9	NEDD9	chr6p25-p24	-2.00694349701901	0.00274732	-1.61888443309482	0.044314826
1569044_at	CDC42 binding protein kinase gamma (DMPK-like)	CDC42BPG	chr11q13.1	-2.54030196507758	0.006564582	-1.5965967727133	0.094957126
1569089_a_at	hypothetical protein FLJ35390	FLJ35390	chr7p13	-2.63901582154579	3.31415E-05	-1.18099266142953	0.248822245
1569739_at	hypothetical protein LOC221946	LOC221946	chr7p22.2	-2.1961856275741	0.002009034	-1.0245568230328	0.827954006
1570316_at	CDNA clone IMAGE:5168238	---	---	-2.9485384345822	0.000778932	-1.13681697323601	0.816702316
1570433_at	transmembrane protease, serine 2	TMPRSS2	chr21q22.3	-3.63007662126864	0.001226271	-1.4896774631227	0.203594717
1570515_a_at	filamin A interacting protein 1	FILIP1	chr6q14.1	-2.62078680771673	0.006645551	-1.6993699982773	0.155348647
200096_s_at	ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e1	ATP6V0E1	chr5q35.2	-2.71320865489534	5.07853E-05	-1.81503831063432	0.014612281
200600_at	moesin	MSN	chrXq11.2-q12	-3.55537072466628	0.000590504	-2.78948733270081	0.044586884
200601_at	actinin, alpha 4	ACTN4	chr19q13	-2.18101546533052	0.009073122	-1.53155799709438	0.047281989
200611_s_at	WD repeat domain 1	WDR1	chr4p16.1	-2.16595009105185	0.00256616	-1.54756499354239	0.078341989
200621_at	cysteine and glycine-rich protein 1	CSRP1	chr1q32	-3.31727818325777	0.000142072	-1.25266443862413	0.433636444
200656_s_at	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), beta polypeptide	P4HB	chr17q25	-2.73208051350879	0.001032331	-1.27015098253879	0.310121452
200671_s_at	spectrin, beta, non-erythrocytic 1	SPTBN1	chr2p21	-2.41998817843859	0.000118022	-1.4896774631227	0.02869158
200672_x_at	spectrin, beta, non-erythrocytic 1	SPTBN1	chr2p21	-2.82842712474619	4.39593E-06	-1.53155799709438	0.02461588
200675_at	CD81 molecule	CD81	chr11p15.5	-2.34566989846376	0.002757909	-1.3332986770912	0.205688418
200696_s_at	gelsolin (amyloidosis, Finnish type)	GSN	chr9q33	-3.75809099685605	1.17325E-05	-1.12896440480613	0.711061138
200706_s_at	lipopolysaccharide-induced TNF factor	LITAF	chr16p13.13	-2.48802330659694	0.000310503	-1.89868424190104	0.010463964
200714_x_at	amplified in osteosarcoma	OS9	chr12q13	-2.20381023175322	0.000420433	-1.13681697323601	0.273473766
200748_s_at	ferritin, heavy polypeptide 1	FTH1	chr11q13	-2.05622765331213	0.000142933	-1.41912335620038	0.03817139
200782_at	annexin A5	ANXA5	chr4q26-q28|4q28-q32	-2.18101546533052	0.000698695	-1.03526492384138	0.951054335
200787_s_at	phosphoprotein enriched in astrocytes 15	PEA15	chr1q21.1	-2.63901582154579	0.002296502	-2.00694349701901	0.061773398
200788_s_at	phosphoprotein enriched in astrocytes 15	PEA15	chr1q21.1	-2.08493152168224	0.001509036	-1.61328351844425	0.105087442
200796_s_at	myeloid cell leukemia sequence 1 (BCL2-related)	MCL1	chr1q21	-5.77571678208998	0.00230198	-1.34257250278026	0.375407177
200797_s_at	myeloid cell leukemia sequence 1 (BCL2-related)	MCL1	chr1q21	-2.9485384345822	1.49795E-05	-1.63580411711556	0.014285078
