Gene	GeneID	Probeset	Is.Sense	Fold.change	P.Adj	Symbol	Symbol.alt	Chromosome	Alternative symbols	Official full name
C11orf9	745	ADXCRAD_CK005805_s_at	TRUE	-1.100992911	4.682E-05	C11orf9	C11orf9	11q12-q13.1	KIAA0954|MGC10781|MRF|Ndt80	chromosome 11 open reading frame 9
TRPM6	140803	ADXCRAG_NM_017662_s_at	TRUE	1.402407977	4.682E-05	TRPM6	TRPM6	9q21.13	CHAK2|HMGX|HOMG|HOMG1|HSH	transient receptor potential cation channel, subfamily M, member 6
TP53RK	112858	ADXCRAG_BC010637_s_at	TRUE	0.852397203	4.682E-05	TP53RK	TP53RK	20q13.2	BUD32|C20orf64|Nori-2|Nori-2p|PRPK|dJ101A2	TP53 regulating kinase
GCNT3	9245	ADXCRPD.15673.C1_at	TRUE	-1.5166272	4.682E-05	GCNT3	GCNT3	15q21.3	C2/4GnT|C24GNT|C2GNT2|C2GNTM|GNTM	glucosaminyl (N-acetyl) transferase 3, mucin type
MYB	4602	ADXCRIH.2957.C1_at	FALSE	1.015498081	4.81508E-05	MYB	MYB	6q22-q23	Cmyb|c-myb|c-myb_CDS|efg	v-myb myeloblastosis viral oncogene homolog (avian)
MYC	4609	ADXCRIH.2640.C1_s_at	TRUE	1.363465715	4.83576E-05	MYC	MYC	8q24.21	MRTL|bHLHe39|c-Myc	v-myc myelocytomatosis viral oncogene homolog (avian)
CCDC88B	283234	ADXCRAG_AL136799_x_at	TRUE	1.081281006	4.85446E-05	CCDC88B	CCDC88B	11q12.3	BRLZ|CCDC88|DKFZp434G0920|FLJ00354|FLJ37970|HKRP3|gipie	coiled-coil domain containing 88B
SLC19A3	80704	ADXCRAG_AF283317_s_at	TRUE	0.771342024	5.45504E-05	SLC19A3	SLC19A3	2q37	THTR2	solute carrier family 19, member 3
LSAMP	4045	ADXCRAD_AL119305_at	TRUE	-1.405258649	5.8989E-05	LSAMP	LSAMP	3q13.2-q21	FLJ34254|FLJ35396|FLJ37216|FLJ54658|IGLON3|LAMP	limbic system-associated membrane protein
LOC100134361	100134361	ADXCRAD_XM_086879_at	TRUE	1.12532241	6.88528E-05	LOC100134361				hypothetical LOC100134361
TMPRSS3	64699	ADXCRPD.3264.C1_s_at	TRUE	-1.395825095	7.71321E-05	TMPRSS3	TMPRSS3	21q22.3	DFNB10|DFNB8|ECHOS1|TADG12	transmembrane protease, serine 3
DPYSL2	1808	ADXCRPD.15073.C1_s_at	TRUE	-0.762812546	7.73075E-05	DPYSL2	DPYSL2	8p22-p21	CRMP2|DHPRP2|DRP-2|DRP2	dihydropyrimidinase-like 2
ISL1	3670	ADXCRAD_CN287799_s_at	TRUE	-0.694759825	7.73075E-05	ISL1	ISL1	5q11.1	ISLET1|Isl-1	ISL LIM homeobox 1
MUC12	10071	ADXCRAG_AF147790_s_at	TRUE	1.179991978	7.87377E-05	MUC12	MUC12	7q22	MUC-11|MUC-12|MUC11	mucin 12, cell surface associated
MEGF6	1953	ADXCRSS.Hs#S3733570_at	FALSE	-0.807764319	8.005E-05	MEGF6	MEGF6	1p36.3	EGFL3|KIAA0815	multiple EGF-like-domains 6
GOLIM4	27333	ADXCRPD.10583.C1_s_at	TRUE	0.749675353	8.10338E-05	GOLIM4	GOLIM4	3q26.2	GIMPC|GOLPH4|GPP130|P138	golgi integral membrane protein 4
C20orf112	140688	ADXCRPDRC.3468.C1_s_at	TRUE	0.770098352	8.71604E-05	C20orf112	C20orf112	20q11.1-q11.23	C20orf113|DKFZp566G1424|dJ1184F4.2|dJ1184F4.4	chromosome 20 open reading frame 112
MEGF6	1953	ADXCRPD.7317.C1_at	TRUE	-1.383348578	8.78184E-05	MEGF6	MEGF6	1p36.3	EGFL3|KIAA0815	multiple EGF-like-domains 6
ZSWIM1	90204	ADXCRPDRC.13836.C1_s_at	TRUE	0.827189479	9.07752E-05	ZSWIM1	ZSWIM1	20q13.12	C20orf162	zinc finger, SWIM-type containing 1
PLK2	10769	ADXCRAD_BP393218_s_at	TRUE	-0.864593102	9.08077E-05	PLK2	PLK2	5q12.1-q13.2	SNK	polo-like kinase 2
MUC17	140453	ADXCRPD.15688.C1_at	FALSE	-0.968188004	9.13662E-05	MUC17	MUC17	7q22.1	MUC3	mucin 17, cell surface associated
DKFZP564O0823	25849	ADXCRSS.Hs#S3015237_at	FALSE	1.045853785	9.64467E-05	PARM1	PARM1	4q13.3-q21.3	Cipar1|DKFZP564O0823|PARM-1|WSC4	prostate androgen-regulated mucin-like protein 1
PTPRO	5800	ADXCRPD.4197.C1_at	FALSE	1.823822041	0.000106558	PTPRO	PTPRO	12p13.3-p13.2|12p13-p12	GLEPP1|PTP-OC|PTP-U2|PTPROT|PTPU2|R-PTP-O	protein tyrosine phosphatase, receptor type, O
EPHB2	2048	ADXCRPDRC.8126.C1_s_at	TRUE	0.933892899	0.000107958	EPHB2	EPHB2	1p36.1-p35	CAPB|DRT|EK5|EPHT3|ERK|Hek5|MGC87492|PCBC|Tyro5	EPH receptor B2
H2AFY2	55506	ADXCRAD_BX353537_s_at	TRUE	0.71023565	0.00010905	H2AFY2	H2AFY2	10q22	macroH2A2	H2A histone family, member Y2
C20orf112	140688	ADXCRAG_BC065370_at	TRUE	1.025945702	0.000116503	C20orf112	C20orf112	20q11.1-q11.23	C20orf113|DKFZp566G1424|dJ1184F4.2|dJ1184F4.4	chromosome 20 open reading frame 112
PPP1R14C	81706	ADXCRAG_BC015773_s_at	TRUE	0.653118792	0.000117795	PPP1R14C	PPP1R14C	6q24.3-q25.3	CPI17-like|KEPI|NY-BR-81	protein phosphatase 1, regulatory (inhibitor) subunit 14C
FAM84A	151354	ADXCRAG_BC052284_at	TRUE	1.253065341	0.000123388	FAM84A	FAM84A	2p24.3	FLJ35392|NSE1|PP11517	family with sequence similarity 84, member A
PON3	5446	ADXCRPD.17419.C1_s_at	TRUE	-0.757198446	0.000127278	PON3	PON3	7q21.3		paraoxonase 3
CBFA2T2	9139	ADXCRAD_BE218916_s_at	FALSE	0.734585963	0.000136487	CBFA2T2	CBFA2T2	20q11	DKFZp313F2116|EHT|MTGR1|ZMYND3|p85	core-binding factor, runt domain, alpha subunit 2; translocated to, 2
CABLES1	91768	ADXCRAD_BX108451_s_at	TRUE	-0.6594469	0.000139661	CABLES1	CABLES1	18q11.2	CABL1|CABLES|FLJ35924|HsT2563|IK3-1	Cdk5 and Abl enzyme substrate 1
MEGF6	1953	ADXCRAD_BX102954_s_at	TRUE	-0.94608603	0.000142129	MEGF6	MEGF6	1p36.3	EGFL3|KIAA0815	multiple EGF-like-domains 6
ACSF2	80221	ADXCRPD.6142.C1_at	TRUE	1.096022432	0.000143332	ACSF2	ACSF2	17q21.33	ACSMW|AVYV493|FLJ20920	acyl-CoA synthetase family member 2
TMEM56	148534	ADXCRIH.578.C1_s_at	TRUE	0.844674498	0.000146552	TMEM56	TMEM56	1p21.3	FLJ31842|MGC102912	transmembrane protein 56
ASCL2	430	ADXCRPD.7638.C1_at	TRUE	0.989591405	0.000153229	ASCL2	ASCL2	11p15.5	ASH2|HASH2|MASH2|bHLHa45	achaete-scute complex homolog 2 (Drosophila)
LAIR2	3904	ADXCRAD_AA133246_at	TRUE	-1.233534099	0.000156751	LAIR2	LAIR2	19q13.4	CD306|MGC71634	leukocyte-associated immunoglobulin-like receptor 2
TM9SF4	9777	ADXCRAG_BC022850_s_at	TRUE	0.745081513	0.000161506	TM9SF4	TM9SF4	20q11.21	KIAA0255|dJ836N17.2	transmembrane 9 superfamily protein member 4
TCN1	6947	ADXCRPD.11039.C1_at	FALSE	-0.832547225	0.000184319	TCN1	TCN1	11q11-q12	TC-1|TC1|TCI	transcobalamin I (vitamin B12 binding protein, R binder family)
MYO1D	4642	ADXCRAD_BM825017_x_at	TRUE	0.655130591	0.000188594	MYO1D	MYO1D	17q11-q12	KIAA0727|myr4	myosin ID
PRDX5	25824	ADXCRAD_AU310490_s_at	TRUE	0.777025024	0.000189399	PRDX5	PRDX5	11q13	ACR1|AOEB166|B166|MGC117264|MGC142283|MGC142285|PLP|PMP20|PRDX6|PRXV	peroxiredoxin 5
C13orf18	80183	ADXCRPD.6294.C1_at	FALSE	0.829550681	0.000189399	C13orf18	C13orf18	13q14.13	FLJ21562|FLJ43762	chromosome 13 open reading frame 18
FMOD	2331	RDCR071_B07_x_at	FALSE	0.964121068	0.000189399	FMOD	FMOD	1q32	SLRR2E	fibromodulin
POFUT1	23509	ADXCRPD.9085.C1_s_at	TRUE	0.931090355	0.00020913	POFUT1	POFUT1	20q11	FUT12|KIAA0180|MGC2482|O-FUT|O-Fuc-T|O-FucT-1	protein O-fucosyltransferase 1
DDX27	55661	ADXCRPD.5568.C1_at	TRUE	0.745227163	0.000219948	DDX27	DDX27	20q13.13	DKFZp667N057|DRS1|FLJ12917|FLJ20596|FLJ22238|MGC1018|MGC163147|PP3241|RHLP|Rrp3p|dJ686N3.1	DEAD (Asp-Glu-Ala-Asp) box polypeptide 27
GRM8	2918	ADXCRAD_BG198589_s_at	TRUE	1.508491776	0.000227783	GRM8	GRM8	7q31.3-q32.1	FLJ41058|GLUR8|GPRC1H|MGC126724|MGLUR8|mGlu8	glutamate receptor, metabotropic 8
CREB5	9586	ADXCRAD_AI819043_x_at	FALSE	-0.804436919	0.000245593	CREB5	CREB5	7p15.1	CRE-BPA	cAMP responsive element binding protein 5
PABPC1L	80336	ADXCRPD.4612.C1_s_at	TRUE	1.130023453	0.000247852	PABPC1L	PABPC1L		C20orf119|FLJ11840|FLJ30809|FLJ42053|PABPC1L1|dJ1069P2.3|ePAB	poly(A) binding protein, cytoplasmic 1-like
PITX2	5308	ADXCRPD.342.C1_s_at	TRUE	1.064655508	0.000256041	PITX2	PITX2	4q25	ARP1|Brx1|IDG2|IGDS|IGDS2|IHG2|IRID2|MGC111022|MGC20144|Otlx2|PTX2|RGS|RIEG|RIEG1|RS	paired-like homeodomain 2
CDKN2B	1030	ADXCRAG_BC014469_s_at	TRUE	-0.913703439	0.000256041	CDKN2B	CDKN2B	9p21	CDK4I|INK4B|MTS2|P15|TP15|p15INK4b	cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4)
MPP7	143098	ADXCRAD_AI244661_at	FALSE	0.88764558	0.000293815	MPP7	MPP7	10p12.1	FLJ32798	membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7)
ITGA6	3655	ADXCRSS.Hs#S1919862_at	TRUE	0.887413326	0.000298359	ITGA6	ITGA6	2q31.1	CD49f|DKFZp686J01244|FLJ18737|ITGA6B|VLA-6	integrin, alpha 6
CST6	1474	ADXCRPD.16022.C1_at	TRUE	-0.696507316	0.000306659	CST6	CST6	11q13		cystatin E/M
DKFZP564O0823	25849	ADXCRAD_CK820164_s_at	TRUE	1.01278202	0.000310257	PARM1	PARM1	4q13.3-q21.3	Cipar1|DKFZP564O0823|PARM-1|WSC4	prostate androgen-regulated mucin-like protein 1
MUC17	140453	ADXCRPD.17286.C1_s_at	TRUE	-0.874648956	0.000312761	MUC17	MUC17	7q22.1	MUC3	mucin 17, cell surface associated
CEACAM5	1048	ADXCRSS.Hs#S1443381_at	TRUE	0.703868021	0.000320884	CEACAM5	CEACAM5	19q13.1-q13.2	CD66e|CEA|DKFZp781M2392	carcinoembryonic antigen-related cell adhesion molecule 5
SPRED1	161742	ADXCRAG_AL833561_s_at	TRUE	-0.709561645	0.000324787	SPRED1	SPRED1	15q14	FLJ33903|NFLS	sprouty-related, EVH1 domain containing 1
DAPK2	23604	ADXCRAG_NM_014326_s_at	TRUE	0.807219859	0.000324787	DAPK2	DAPK2	15q22.31	DRP-1|DRP1|MGC119312	death-associated protein kinase 2
DPYSL2	1808	ADXCRAD_NM_001386_s_at	TRUE	-0.746263561	0.000344559	DPYSL2	DPYSL2	8p22-p21	CRMP2|DHPRP2|DRP-2|DRP2	dihydropyrimidinase-like 2
SLC25A10	1468	ADXCRPD.7844.C1_at	TRUE	0.662473081	0.000346254	SLC25A10	SLC25A10	17q25.3	DIC	solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10
SATB2	23314	ADXCRPD.10635.C1_at	FALSE	0.769368955	0.000359367	SATB2	SATB2	2q33	FLJ21474|FLJ32076|KIAA1034|MGC119474|MGC119477	SATB homeobox 2
DKC1	1736	ADXCRPDRC.7457.C1_s_at	TRUE	0.606795069	0.000360409	DKC1	DKC1	Xq28	CBF5|DKC|FLJ97620|NAP57|NOLA4|XAP101	dyskeratosis congenita 1, dyskerin
CEACAM5	1048	ADXCRSS.Hs#S1764949_at	TRUE	0.824815371	0.000365283	CEACAM5	CEACAM5	19q13.1-q13.2	CD66e|CEA|DKFZp781M2392	carcinoembryonic antigen-related cell adhesion molecule 5
HNF4A	3172	ADXCRAG_NM_000457_s_at	TRUE	1.034152744	0.000384922	HNF4A	HNF4A	20q13.12	FLJ39654|HNF4|HNF4a7|HNF4a8|HNF4a9|HNF4alpha|MODY|MODY1|NR2A1|NR2A21|TCF|TCF14	hepatocyte nuclear factor 4, alpha
NT5C3L	115024	ADXCRPD.10192.C1_s_at	TRUE	0.790604358	0.000405582	NT5C3L	NT5C3L	17q21.2	MGC20781|MGC21375	5-nucleotidase, cytosolic III-like
MUC3B	57876	ADXCRAG_XM_168578_x_at	TRUE	1.065131269	0.00041512	MUC3B	MUC3B	7q22	MUC3|MUC3A	mucin 3B, cell surface associated
XKR9	389668	ADXCRSS.Hs#S1623724_x_at	FALSE	-0.620175749	0.000420928	XKR9	XKR9	8q13.3	XRG9	XK, Kell blood group complex subunit-related family, member 9
ROR1	4919	ADXCRAD_NM_005012_at	TRUE	-0.606892986	0.000435257	ROR1	ROR1	1p32-p31	MGC99659|NTRKR1|dJ537F10.1	receptor tyrosine kinase-like orphan receptor 1
PLCB4	5332	ADXCRPD.16286.C1_at	TRUE	1.115060092	0.000441382	PLCB4	PLCB4	20p12	FLJ16169|PI-PLC	phospholipase C, beta 4
MALL	7851	ADXCRPD.9365.C1_at	TRUE	-0.881757852	0.000447253	MALL	MALL	2q13	BENE|MGC4419	mal, T-cell differentiation protein-like
PCDH21	92211	ADXCRPD.13136.C1_at	FALSE	0.764614979	0.000452792	CDHR1	CDHR1	10q23.1	CORD15|DKFZp434A132|KIAA1775|PCDH21|PRCAD	cadherin-related family member 1
PLEKHG4	25894	ADXCRAG_XM_290684_s_at	TRUE	0.614816423	0.000467586	PLEKHG4	PLEKHG4	16q22.1	ARHGEF44|DKFZp434I216|PRTPHN1|SCA4	pleckstrin homology domain containing, family G (with RhoGef domain) member 4
MUC3B	57876	ADXCRAG_XM_168578_at	TRUE	1.100561562	0.000467586	MUC3B	MUC3B	7q22	MUC3|MUC3A	mucin 3B, cell surface associated
SLC26A2	1836	ADXCRIH.2831.C1_s_at	TRUE	1.338854529	0.000467586	SLC26A2	SLC26A2	5q31-q34	D5S1708|DTD|DTDST|EDM4|MST153|MSTP157	solute carrier family 26 (sulfate transporter), member 2
FAM84A	151354	ADXCRAG_AL137343_at	TRUE	0.798935017	0.000467586	FAM84A	FAM84A	2p24.3	FLJ35392|NSE1|PP11517	family with sequence similarity 84, member A
GNG4	2786	ADXCRPD.1216.C1_s_at	TRUE	0.796447699	0.000467586	GNG4	GNG4	1q42.3	DKFZp547K1018|FLJ23803|FLJ34187	guanine nucleotide binding protein (G protein), gamma 4
PTPRO	5800	ADXCRPDRC.4197.C1_s_at	TRUE	1.727871169	0.000467586	PTPRO	PTPRO	12p13.3-p13.2|12p13-p12	GLEPP1|PTP-OC|PTP-U2|PTPROT|PTPU2|R-PTP-O	protein tyrosine phosphatase, receptor type, O
RBP2	5948	ADXCRAD_NM_004164_at	TRUE	0.828074911	0.000473416	RBP2	RBP2	3q23	CRABP-II|CRBP2|CRBPII|RBPC2	retinol binding protein 2, cellular
MUC17	140453	ADXCRPDRC.15688.C1_s_at	TRUE	-1.62343323	0.000481159	MUC17	MUC17	7q22.1	MUC3	mucin 17, cell surface associated
PPP1R14D	54866	ADXCRPD.7272.C1_s_at	TRUE	0.751812512	0.000486358	PPP1R14D	PPP1R14D	15q15.1	CPI17-like|FLJ20251|GBPI-1|GBPI1|MGC119014|MGC119016	protein phosphatase 1, regulatory (inhibitor) subunit 14D
LDLRAD3	143458	ADXCRAG_BC042754_s_at	TRUE	0.799078056	0.000505463	LDLRAD3	LDLRAD3	11p13		low density lipoprotein receptor class A domain containing 3
FAM84A	151354	ADXCRAG_AL137343_x_at	TRUE	0.845250977	0.000554032	FAM84A	FAM84A	2p24.3	FLJ35392|NSE1|PP11517	family with sequence similarity 84, member A
TNIK	23043	ADXCRAD_BX951410_s_at	TRUE	-0.601390711	0.000564927	TNIK	TNIK	3q26.31		TRAF2 and NCK interacting kinase
ANO1	55107	ADXCRPD.15864.C1_at	FALSE	-0.610983508	0.000593495	ANO1	ANO1	11q13.3	DOG1|FLJ10261|ORAOV2|TAOS2|TMEM16A	anoctamin 1, calcium activated chloride channel
EREG	2069	ADXCRAD_BE878856_s_at	TRUE	1.52802065	0.000598843	EREG	EREG	4q13.3	ER	epiregulin
C15orf52	388115	ADXCRAD_CB111276_s_at	TRUE	-0.934046081	0.000612987	C15orf52	C15orf52	15q15.1	DKFZp686N1468|FLJ43339	chromosome 15 open reading frame 52
ANTXR2	118429	ADXCRAG_BC034001_at	TRUE	-0.620549432	0.000620853	ANTXR2	ANTXR2	4q21.21	CMG-2|CMG2|FLJ31074|ISH|JHF|MGC111533|MGC45856	anthrax toxin receptor 2
WDR18	57418	ADXCRPD.470.C1_at	TRUE	1.070009728	0.000620853	WDR18	WDR18	19p13.3	MGC2436|R32184_1	WD repeat domain 18
FOXC1	2296	ADXCRAG_AF048693_s_at	TRUE	-1.025769876	0.000623718	FOXC1	FOXC1	6p25	ARA|FKHL7|FREAC-3|FREAC3|IGDA|IHG1|IRID1|RIEG3	forkhead box C1
CXorf50B	653687	ADXCRAD_NM_152693_at	TRUE	0.839284058	0.000646874	NCRNA00246B	NCRNA00246B	Xq13.2	CXorf50B	non-protein coding RNA 246B
AKR7A3	22977	ADXCRIH.1676.C1_s_at	TRUE	-0.820725271	0.000649998	AKR7A3	AKR7A3	1p36.13	AFAR2	aldo-keto reductase family 7, member A3 (aflatoxin aldehyde reductase)
LAIR2	3904	ADXCRAD_AA133246_x_at	TRUE	-0.869372529	0.000649998	LAIR2	LAIR2	19q13.4	CD306|MGC71634	leukocyte-associated immunoglobulin-like receptor 2
MEIS2	4212	ADXCRAG_BC001844_s_at	TRUE	-0.853833855	0.000657356	MEIS2	MEIS2	15q14	HsT18361|MGC2820|MRG1	Meis homeobox 2
PLCB4	5332	ADXCRPDRC.13802.C1_at	FALSE	1.019349713	0.00066103	PLCB4	PLCB4	20p12	FLJ16169|PI-PLC	phospholipase C, beta 4
CEACAM5	1048	RDCR159_E01_x_at	TRUE	0.684534485	0.000715178	CEACAM5	CEACAM5	19q13.1-q13.2	CD66e|CEA|DKFZp781M2392	carcinoembryonic antigen-related cell adhesion molecule 5
PCDH21	92211	ADXCRPD.8299.C1_s_at	TRUE	0.982295361	0.000726349	CDHR1	CDHR1	10q23.1	CORD15|DKFZp434A132|KIAA1775|PCDH21|PRCAD	cadherin-related family member 1
CEACAM5	1048	RDCR159_E01_at	TRUE	0.590939044	0.000730342	CEACAM5	CEACAM5	19q13.1-q13.2	CD66e|CEA|DKFZp781M2392	carcinoembryonic antigen-related cell adhesion molecule 5
CEL	1056	ADXCRAG_BC042510_s_at	TRUE	2.102027584	0.000758986	CEL	CEL	9q34.3	BAL|BSDL|BSSL|CELL|CEase|FAP|FAPP|LIPA|MODY8	carboxyl ester lipase (bile salt-stimulated lipase)
CD109	135228	ADXCRAD_CB267302_x_at	TRUE	-0.711649476	0.000775282	CD109	CD109	6q13	CPAMD7|DKFZp762L1111|FLJ38569|FLJ41966|RP11-525G3.1	CD109 molecule
RASGRF2	5924	ADXCRPD.15964.C1_at	FALSE	-0.858045704	0.000782882	RASGRF2	RASGRF2	5q13	DKFZp781H1715|GRF2|RAS-GRF2	Ras protein-specific guanine nucleotide-releasing factor 2
SLC40A1	30061	ADXCRAD_AU156956_at	TRUE	-0.749575343	0.000792135	SLC40A1	SLC40A1	2q32	FPN1|HFE4|IREG1|MST079|MTP1|SLC11A3	solute carrier family 40 (iron-regulated transporter), member 1
XKR9	389668	ADXCRSS.Hs#S1623724_at	FALSE	-0.664454877	0.000801429	XKR9	XKR9	8q13.3	XRG9	XK, Kell blood group complex subunit-related family, member 9
PHF16	9767	ADXCRPD.5267.C1_at	TRUE	1.012778793	0.000810723	PHF16	PHF16	Xp11.23	JADE3|KIAA0215|MGC138748|MGC138749	PHD finger protein 16
AP1S3	130340	ADXCRAD_CV028080_s_at	TRUE	-0.790684254	0.000826809	AP1S3	AP1S3	2q36.1		adaptor-related protein complex 1, sigma 3 subunit
AOAH	313	ADXCRPD.8469.C1_s_at	TRUE	0.941060883	0.000826809	AOAH	AOAH	7p14-p12		acyloxyacyl hydrolase (neutrophil)
GPR143	4935	ADXCRPD.3734.C1_s_at	TRUE	0.673780238	0.000835948	GPR143	GPR143	Xp22.3	NYS6|OA1	G protein-coupled receptor 143
PHLDA1	22822	ADXCRPD.1367.C1_at	FALSE	-0.859732449	0.000835948	PHLDA1	PHLDA1	12q15	DT1P1B11|MGC131738|PHRIP|TDAG51	pleckstrin homology-like domain, family A, member 1
CRIP1	1396	ADXCRPD.5224.C1_at	TRUE	-0.865923308	0.000855493	CRIP1	CRIP1	14q32.33	CRHP|CRIP|CRP1|FLJ40971	cysteine-rich protein 1 (intestinal)
LEFTY1	10637	ADXCRIH.2802.C1_at	TRUE	2.042201738	0.000857028	LEFTY1	LEFTY1	1q42.1	LEFTB|LEFTYB	left-right determination factor 1
LRP4	4038	ADXCRAG_AB011540_s_at	TRUE	1.620109537	0.000909206	LRP4	LRP4	11p11.2	CLSS|KIAA0816|LRP-4|LRP10|MEGF7	low density lipoprotein receptor-related protein 4
APCDD1	147495	ADXCRPD.4535.C1_s_at	TRUE	1.301835251	0.000913456	APCDD1	APCDD1	18p11.22	B7323|DRAPC1	adenomatosis polyposis coli down-regulated 1
LRRC19	64922	ADXCRIHRC.2530.C1_s_at	TRUE	0.948908019	0.00091615	LRRC19	LRRC19	9p21.2	FLJ21302	leucine rich repeat containing 19
AGR2	10551	ADXCRPD.2169.C1_s_at	TRUE	-1.167589265	0.000934112	AGR2	AGR2	7p21.3	AG2|GOB-4|HAG-2|PDIA17|XAG-2	anterior gradient homolog 2 (Xenopus laevis)
GOLIM4	27333	ADXCRPD.9123.C1_s_at	TRUE	0.832551525	0.000942072	GOLIM4	GOLIM4	3q26.2	GIMPC|GOLPH4|GPP130|P138	golgi integral membrane protein 4
CABLES2	81928	ADXCRAD_AV722622_s_at	TRUE	0.86246786	0.000942816	CABLES2	CABLES2	20q13.33	C20orf150|dJ908M14.2|ik3-2	Cdk5 and Abl enzyme substrate 2
HOXD3	3232	ADXCRAG_XM_379147_at	FALSE	-1.201112219	0.000944631	HOXD3	HOXD3	2q31.1	HOX1D|HOX4|HOX4A|Hox-4.1|MGC10470	homeobox D3
DDX27	55661	ADXCRAD_CV572484_s_at	TRUE	0.665994892	0.000945942	DDX27	DDX27	20q13.13	DKFZp667N057|DRS1|FLJ12917|FLJ20596|FLJ22238|MGC1018|MGC163147|PP3241|RHLP|Rrp3p|dJ686N3.1	DEAD (Asp-Glu-Ala-Asp) box polypeptide 27
SYT7	9066	ADXCRAD_BX094140_x_at	TRUE	1.280922327	0.000960183	SYT7	SYT7	11q12-q13.1	IPCA-7|MGC150517|PCANAP7|SYT-VII	synaptotagmin VII
CDC42BPA	8476	ADXCRAD_AK027000_at	TRUE	-0.604590804	0.000987589	CDC42BPA	CDC42BPA	1q42.11	DKFZp686L1738|DKFZp686P1738|FLJ23347|KIAA0451|MRCK|MRCKA|PK428	CDC42 binding protein kinase alpha (DMPK-like)
IRS1	3667	ADXCRIH.2789.C1_s_at	TRUE	-0.67523321	0.000995796	IRS1	IRS1	2q36	HIRS-1	insulin receptor substrate 1
RAB15	376267	ADXCRPD.866.C2_s_at	TRUE	0.587398517	0.00100333	RAB15	RAB15	14q23.3		RAB15, member RAS onocogene family
FAM92A1	137392	ADXCRAD_BP336432_s_at	TRUE	0.910138547	0.001005336	FAM92A1	FAM92A1	8q22.1	FLJ38979	family with sequence similarity 92, member A1
GUCY2C	2984	ADXCRPDRC.3750.C1_x_at	TRUE	0.915076458	0.001028665	GUCY2C	GUCY2C	12p12	GUC2C|STAR	guanylate cyclase 2C (heat stable enterotoxin receptor)
ITGA6	3655	ADXCRPD.16185.C1_at	FALSE	0.900460351	0.001074122	ITGA6	ITGA6	2q31.1	CD49f|DKFZp686J01244|FLJ18737|ITGA6B|VLA-6	integrin, alpha 6
FLJ32063	150538	ADXCRAD_BX119160_s_at	TRUE	0.85971547	0.001074122	FLJ32063		2q33.1	MGC126831	hypothetical LOC150538
AKAP1	8165	ADXCRAD_CN407762_s_at	TRUE	0.819971143	0.001074122	AKAP1	AKAP1	17q21-q23	AKAP|AKAP121|AKAP149|AKAP84|D-AKAP1|MGC1807|PRKA1|SAKAP84	A kinase (PRKA) anchor protein 1
DDX52	11056	ADXCRAG_BC041785_at	TRUE	0.764623958	0.001122057	DDX52	DDX52	17q21.1	HUSSY19|ROK1	DEAD (Asp-Glu-Ala-Asp) box polypeptide 52
MUC17	140453	ADXCRAD_AK026404_at	TRUE	-1.570481707	0.00113465	MUC17	MUC17	7q22.1	MUC3	mucin 17, cell surface associated
ZNF141	7700	ADXCRAG_BC036854_at	FALSE	0.929798865	0.001215695	ZNF141	ZNF141	4p16.3	D4S90|pHZ-44	zinc finger protein 141
ST3GAL6	10402	ADXCRAD_CN391506_s_at	TRUE	-0.601247502	0.001215695	ST3GAL6	ST3GAL6	3q12.1	SIAT10|ST3GALVI	ST3 beta-galactoside alpha-2,3-sialyltransferase 6
APCDD1	147495	ADXCRPD.4535.C1_at	TRUE	1.241166968	0.001233274	APCDD1	APCDD1	18p11.22	B7323|DRAPC1	adenomatosis polyposis coli down-regulated 1
AHNAK2	113146	ADXCRAG_BC004283_at	TRUE	-1.026968403	0.001256731	AHNAK2	AHNAK2	14q32.33	C14orf78|KIAA2019	AHNAK nucleoprotein 2
ATP10B	23120	ADXCRAD_BM714193_s_at	TRUE	1.099509748	0.001311342	ATP10B	ATP10B	5q34	ATPVB|FLJ21477|KIAA0715	ATPase, class V, type 10B
SOX2	6657	ADXCRAD_CD105331_s_at	TRUE	-1.79483148	0.001311342	SOX2	SOX2	3q26.3-q27	ANOP3|MCOPS3|MGC2413	SRY (sex determining region Y)-box 2
GDA	9615	ADXCRPDRC.16408.C1_s_at	TRUE	-0.936964494	0.001326532	GDA	GDA	9q21.13	CYPIN|GUANASE|KIAA1258|MGC9982|NEDASIN	guanine deaminase
BTNL8	79908	ADXCRPD.4704.C1_s_at	TRUE	-0.868343384	0.001331735	BTNL8	BTNL8	5q35.3	FLJ21458|FLJ51528|MGC149619	butyrophilin-like 8
MYO1D	4642	ADXCRAD_BM825017_at	TRUE	0.604448376	0.001337949	MYO1D	MYO1D	17q11-q12	KIAA0727|myr4	myosin ID
POFUT1	23509	ADXCRAD_CF128606_at	TRUE	1.130889732	0.001337949	POFUT1	POFUT1	20q11	FUT12|KIAA0180|MGC2482|O-FUT|O-Fuc-T|O-FucT-1	protein O-fucosyltransferase 1
LOC730241	730241	ADXCRPDRC.4525.C1_at	TRUE	1.26337085	0.001345505	NA	NA	NA	NA	NA
PCDH21	92211	ADXCRPDRC.13136.C1_s_at	TRUE	0.959474141	0.001357903	CDHR1	CDHR1	10q23.1	CORD15|DKFZp434A132|KIAA1775|PCDH21|PRCAD	cadherin-related family member 1
