Ensembl ID	Gene Name	Description	RefSeq ID	Fold Change	FDR
ENSG00000164849	GPR146	Homo sapiens G protein-coupled receptor 146 (GPR146), mRNA	NM_138445	1.7	17.766
ENSG00000130758	MAP3K10	Homo sapiens mitogen-activated protein kinase kinase kinase 10 (MAP3K10), mRNA	NM_002446	1.7	17.766
ENSG00000090534	THPO	Homo sapiens thrombopoietin (myeloproliferative leukemia virus oncogene ligand, megakaryocyte growth and development factor) (THPO), transcript variant 1, mRNA	NM_000460	1.7	15.808
ENSG00000171443	ZNF524	Homo sapiens zinc finger protein 524 (ZNF524), mRNA	NM_153219	1.7	15.135
ENSG00000123989	CHPF	Homo sapiens chondroitin polymerizing factor (CHPF), mRNA	NM_024536	1.7	76.191
ENSG00000110697	PITPNM1	Homo sapiens phosphatidylinositol transfer protein, membrane-associated 1 (PITPNM1), mRNA	NM_004910	1.7	598.450
ENSG00000135596	NICAL	Homo sapiens NEDD9 interacting protein with calponin homology and LIM domains (NICAL), mRNA	NM_022765	1.7	50.314
ENSG00000105245	NUMBL	Homo sapiens numb homolog (Drosophila)-like (NUMBL), mRNA	NM_004756	1.7	14.328
ENSG00000083838	FLJ20626	Homo sapiens hypothetical protein FLJ20626 (FLJ20626), mRNA	NM_017908	1.7	21.462
ENSG00000051108	HERPUD1	Homo sapiens homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1 (HERPUD1), transcript variant 1, mRNA	NM_014685	1.7	211.709
ENSG00000184489	PTP4A3	Homo sapiens protein tyrosine phosphatase type IVA, member 3 (PTP4A3), transcript variant 1, mRNA	NM_032611	1.7	17.491
ENSG00000077150	NFKB2	Homo sapiens nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100) (NFKB2), mRNA	NM_002502	1.7	75.989
ENSG00000167962	ZNF598	Homo sapiens zinc finger protein 598 (ZNF598), mRNA	NM_178167	1.7	65.917
ENSG00000168993	CPLX1	Homo sapiens complexin 1 (CPLX1), mRNA	NM_006651	1.6	14.187
ENSG00000175602	DIPA	Homo sapiens hepatitis delta antigen-interacting protein A (DIPA), mRNA	NM_006848	1.6	34.461
ENSG00000103326	SOLH	Homo sapiens small optic lobes homolog (Drosophila) (SOLH), mRNA	NM_005632	1.6	79.634
ENSG00000188157	AGRN	Homo sapiens agrin (AGRN), mRNA	NM_198576	1.6	126.006
ENSG00000185803	GPR172A	Homo sapiens G protein-coupled receptor 172A (GPR172A), mRNA	NM_024531	1.6	47.554
ENSG00000142627	EPHA2	Homo sapiens EPH receptor A2 (EPHA2), mRNA	NM_004431	1.6	245.193
ENSG00000108509	CAMTA2	Homo sapiens calmodulin binding transcription activator 2 (CAMTA2), mRNA	NM_015099	1.6	83.918
ENSG00000125845	BMP2	Homo sapiens bone morphogenetic protein 2 (BMP2), mRNA	NM_001200	1.6	225.399
ENSG00000173320	DKFZp762K222	Homo sapiens hypothetical protein DKFZp762K222 (DKFZp762K222), mRNA	NM_020225	1.6	34.855
ENSG00000168056	LTBP3	Homo sapiens latent transforming growth factor beta binding protein 3 (LTBP3), mRNA	NM_021070	1.6	28.928
ENSG00000130522	JUND	Homo sapiens jun D proto-oncogene (JUND), mRNA	NM_005354	1.6	456.527
ENSG00000140320	BAHD1	Homo sapiens bromo adjacent homology domain containing 1 (BAHD1), mRNA	NM_014952	1.6	43.934
ENSG00000166046	MGC40368	Homo sapiens hypothetical protein MGC40368 (MGC40368), mRNA	NM_152772	1.6	44.453
ENSG00000165879	FRAT1	Homo sapiens frequently rearranged in advanced T-cell lymphomas (FRAT1), transcript variant 2, mRNA	NM_181355	1.6	170.463
ENSG00000116871	FLJ10350	Homo sapiens hypothetical protein FLJ10350 (FLJ10350), mRNA	NM_018067	1.6	89.760
ENSG00000171703	TCEA2	Homo sapiens transcription elongation factor A (SII), 2 (TCEA2), transcript variant 1, mRNA	NM_003195	1.6	19.083
ENSG00000103426	CORO7	Homo sapiens coronin 7 (CORO7), mRNA	NM_024535	1.6	19.083
ENSG00000140406	MESDC1	Homo sapiens mesoderm development candidate 1 (MESDC1), mRNA	NM_022566	1.6	122.959
ENSG00000159674	SPON2	Homo sapiens spondin 2, extracellular matrix protein (SPON2), mRNA	NM_012445	1.6	75.794
ENSG00000167371	LOC112476	Homo sapiens similar to lymphocyte antigen 6 complex, locus G5B; G5b protein; open reading frame 31 (LOC112476), mRNA	NM_145239	1.6	13.312
ENSG00000166188	ZNF319	Homo sapiens zinc finger protein 319 (ZNF319), mRNA	NM_020807	1.6	16.427
ENSG00000141582	CBX4	Homo sapiens chromobox homolog 4 (Pc class homolog, Drosophila) (CBX4), mRNA	NM_003655	1.6	280.818
ENSG00000179528	LBX2	Homo sapiens lady bird-like homeobox 2 (Drosophila) (LBX2), mRNA	NM_001009812	1.6	23.356
ENSG00000163704	ENST00000295984	Homo sapiens, clone IMAGE:5300209, mRNA.	BC040508	1.6	19.495
ENSG00000005206	SPPL2B	Homo sapiens SPPL2b (SPPL2B), mRNA	NM_020172	1.6	32.847
ENSG00000125089	SH3TC1	Homo sapiens SH3 domain and tetratricopeptide repeats 1 (SH3TC1), mRNA	NM_018986	1.6	57.947
ENSG00000204872	CML2	Homo sapiens putative N-acetyltransferase Camello 2 (CML2), mRNA	NM_016347	1.6	18.829
ENSG00000204872	NAT8	Homo sapiens N-acetyltransferase 8 (camello like) (NAT8), mRNA	NM_003960	1.6	18.829
ENSG00000171992	SYNPO	Homo sapiens mRNA for KIAA1029 protein, partial cds.	AB028952	1.6	37.298
ENSG00000171992	SYNPO	Homo sapiens cDNA FLJ33747 fis, clone BRCAN1000168.	AK091066	1.6	37.298
ENSG00000108840	HDAC5	Homo sapiens histone deacetylase 5 (HDAC5), transcript variant 1, mRNA	NM_005474	1.6	192.187
ENSG00000179965	LOC51333	Homo sapiens mesenchymal stem cell protein DSC43 (LOC51333), mRNA	NM_016643	1.6	25.779
ENSG00000107821	KAZALD1	Homo sapiens Kazal-type serine protease inhibitor domain 1 (KAZALD1), mRNA	NM_030929	1.6	64.274
ENSG00000167604	TA-NFKBH	Homo sapiens T-cell activation NFKB-like protein (TA-NFKBH), mRNA	NM_032721	1.6	15.010
ENSG00000151012	SLC7A11	Homo sapiens solute carrier family 7, (cationic amino acid transporter, y+ system) member 11 (SLC7A11), mRNA	NM_014331	1.6	152.374
ENSG00000070404	FSTL3	Homo sapiens follistatin-like 3 (secreted glycoprotein) (FSTL3), mRNA	NM_005860	1.6	236.121
ENSG00000179431	FJX1	Homo sapiens four jointed box 1 (Drosophila) (FJX1), mRNA	NM_014344	1.6	49.350
ENSG00000198637	RPL41	Homo sapiens ribosomal protein L41 (RPL41), mRNA	NM_021104	1.6	21.880
ENSG00000185924	RTN4RL1	Homo sapiens reticulon 4 receptor-like 1 (RTN4RL1), mRNA	NM_178568	1.6	19.372
ENSG00000145850	TIMD4	Homo sapiens T-cell immunoglobulin and mucin domain containing 4 (TIMD4), mRNA	NM_138379	1.6	16.206
ENSG00000049283	EPN3	Homo sapiens epsin 3 (EPN3), mRNA	NM_017957	1.6	13.712
ENSG00000103257	SLC7A5	Homo sapiens solute carrier family 7 (cationic amino acid transporter, y+ system), member 5 (SLC7A5), mRNA	NM_003486	1.6	155.507
ENSG00000125826	C20orf18	Homo sapiens chromosome 20 open reading frame 18 (C20orf18), transcript variant 2, mRNA	NM_031229	1.6	96.033
ENSG00000156381	ANKRD9	Homo sapiens ankyrin repeat domain 9 (ANKRD9), mRNA	NM_152326	1.6	26.205
ENSG00000177192	PUS1	Homo sapiens pseudouridylate synthase 1 (PUS1), mRNA	NM_025215	1.6	157.158
ENSG00000178209	PLEC1	Homo sapiens plectin 1, intermediate filament binding protein 500kDa (PLEC1), transcript variant 6, mRNA	NM_201380	1.6	147.396
ENSG00000167685	ZNF444	Homo sapiens zinc finger protein 444 (ZNF444), mRNA	NM_018337	1.6	445.026
ENSG00000187045	TMPRSS6	Homo sapiens transmembrane protease, serine 6 (TMPRSS6), mRNA	NM_153609	1.6	79.167
ENSG00000187045	TMPRSS6	Homo sapiens transmembrane protease, serine 6, mRNA (cDNA clone MGC:35027 IMAGE:5164881), complete cds.	BC039082	1.6	79.167
ENSG00000136010	ALDH1L2	Homo sapiens mRNA; cDNA DKFZp686A16126 (from clone DKFZp686A16126).	CR749561	1.6	23.663
ENSG00000130313	PGLS	Homo sapiens 6-phosphogluconolactonase (PGLS), mRNA	NM_012088	1.6	79.700
ENSG00000197766	DF	Homo sapiens D component of complement (adipsin) (DF), mRNA	NM_001928	1.6	24.876
ENSG00000124508	BTN2A2	Homo sapiens butyrophilin, subfamily 2, member A2 (BTN2A2), transcript variant 2, mRNA	NM_181531	1.6	50.205
ENSG00000137166	FOXP4	Homo sapiens forkhead box P4 (FOXP4), mRNA	NM_138457	1.6	45.081
ENSG00000187266	EPOR	Homo sapiens erythropoietin receptor (EPOR), mRNA	NM_000121	1.6	26.090
ENSG00000187266	EPOR	Homo sapiens mRNA for FLJ00153 protein.	AK074082	1.6	26.090
ENSG00000177663	IL17R	Homo sapiens interleukin 17 receptor (IL17R), mRNA	NM_014339	1.6	45.621
ENSG00000140854	KATNB1	Homo sapiens katanin p80 (WD repeat containing) subunit B 1 (KATNB1), mRNA	NM_005886	1.6	52.456
ENSG00000196139	AKR1C3	Homo sapiens aldo-keto reductase family 1, member C3 (3-alpha hydroxysteroid dehydrogenase, type II) (AKR1C3), mRNA	NM_003739	1.6	21.000
ENSG00000176058	C9orf75	Homo sapiens chromosome 9 open reading frame 75 (C9orf75), mRNA	NM_173691	1.6	61.333
ENSG00000139289	PHLDA1	Homo sapiens pleckstrin homology-like domain, family A, member 1 (PHLDA1), mRNA	NM_007350	1.6	135.911
ENSG00000160703	NOD9	Homo sapiens NOD9 protein (NOD9), transcript variant 2, mRNA	NM_170722	1.6	23.425
ENSG00000143627	PKLR	Homo sapiens pyruvate kinase, liver and RBC (PKLR), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA	NM_000298	1.6	17.813
ENSG00000166126	AMN	Homo sapiens amnionless homolog (mouse) (AMN), mRNA	NM_030943	1.6	35.237
ENSG00000197562	RAB40C	Homo sapiens RAB40C, member RAS oncogene family (RAB40C), mRNA	NM_021168	1.6	29.597
ENSG00000049449	RCN1	Homo sapiens reticulocalbin 1, EF-hand calcium binding domain (RCN1), mRNA	NM_002901	1.6	76.719
ENSG00000136997	MYC	Homo sapiens v-myc myelocytomatosis viral oncogene homolog (avian) (MYC), mRNA	NM_002467	1.6	185.633
ENSG00000165804	ZNF219	Homo sapiens zinc finger protein 219 (ZNF219), mRNA	NM_016423	1.6	50.173
ENSG00000114349	GNAT1	Homo sapiens guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 1 (GNAT1), transcript variant 2, mRNA	NM_000172	1.6	14.676
ENSG00000080031	PTPRH	Homo sapiens protein tyrosine phosphatase, receptor type, H (PTPRH), mRNA	NM_002842	1.6	60.185
ENSG00000142611	PRDM16	Homo sapiens PR domain containing 16 (PRDM16), transcript variant 1, mRNA	NM_022114	1.6	19.575
ENSG00000116691	FLJ12438	Homo sapiens hypothetical protein FLJ12438 (FLJ12438), mRNA	NM_021933	1.6	66.523
ENSG00000060656	PTPRU	Homo sapiens protein tyrosine phosphatase, receptor type, U (PTPRU), transcript variant 2, mRNA	NM_133177	1.6	30.700
ENSG00000104936	DMPK	Homo sapiens dystrophia myotonica-protein kinase (DMPK), mRNA	NM_004409	1.6	45.057
ENSG00000159164	SV2A	Homo sapiens synaptic vesicle glycoprotein 2A (SV2A), mRNA	NM_014849	1.6	31.906
ENSG00000178093	SSTK	Homo sapiens serine/threonine protein kinase SSTK (SSTK), mRNA	NM_032037	1.6	30.033
ENSG00000185347	C14orf80	Homo sapiens chromosome 14 open reading frame 80 (C14orf80), mRNA	NM_173608	1.6	62.446
ENSG00000105325	FZR1	Homo sapiens mRNA for Fzr1, complete cds.	AB013462	1.6	114.673
ENSG00000105404	RABAC1	Homo sapiens Rab acceptor 1 (prenylated) (RABAC1), mRNA	NM_006423	1.6	150.841
ENSG00000089351	KIAA1533	Homo sapiens KIAA1533 (KIAA1533), mRNA	NM_020895	1.6	110.151
ENSG00000178038	ALS2CL	Homo sapiens ALS2 C-terminal like (ALS2CL), transcript variant 2, mRNA	NM_182774	1.6	31.696
ENSG00000100726	KIAA0683	Homo sapiens KIAA0683 gene product (KIAA0683), mRNA	NM_016111	1.6	36.010
ENSG00000102871	TRADD	Homo sapiens TNFRSF1A-associated via death domain (TRADD), transcript variant 2, mRNA	NM_153425	1.6	16.951
ENSG00000184270	HIST2H2AB	Homo sapiens histone 2, H2ab (HIST2H2AB), mRNA	NM_175065	1.6	1446.081
ENSG00000198830	HMGN2	Homo sapiens high-mobility group nucleosomal binding domain 2 (HMGN2), mRNA	NM_005517	1.6	199.051
ENSG00000173210	ABLIM3	Homo sapiens actin binding LIM protein family, member 3 (ABLIM3), mRNA	NM_014945	1.6	24.212
ENSG00000142733	MAP3K6	Homo sapiens mitogen-activated protein kinase kinase kinase 6 (MAP3K6), mRNA	NM_004672	1.6	19.915
ENSG00000103335	FAM38A	Homo sapiens family with sequence similarity 38, member A (FAM38A), mRNA	NM_014745	1.6	105.721
ENSG00000149091	DGKZ	Homo sapiens diacylglycerol kinase, zeta 104kDa (DGKZ), transcript variant 2, mRNA	NM_003646	1.6	51.278
ENSG00000144655	AXUD1	Homo sapiens AXIN1 up-regulated 1 (AXUD1), mRNA	NM_033027	1.6	76.719
ENSG00000101665	SMAD7	Homo sapiens SMAD, mothers against DPP homolog 7 (Drosophila) (SMAD7), mRNA	NM_005904	1.6	149.049
ENSG00000136367	ZNF409	Homo sapiens mRNA for KIAA1056 protein, partial cds.	AB028979	1.6	15.011
ENSG00000070444	MNT	Homo sapiens MAX binding protein (MNT), mRNA	NM_020310	1.6	17.404
ENSG00000154803	FLCN	Homo sapiens folliculin (FLCN), transcript variant 2, mRNA	NM_144606	1.6	146.678
ENSG00000168528	TDE2L	Homo sapiens tumor differentially expressed 2-like (TDE2L), mRNA	NM_178865	1.6	38.041
ENSG00000164932	CTHRC1	Homo sapiens collagen triple helix repeat containing 1 (CTHRC1), mRNA	NM_138455	1.6	16.744
ENSG00000163703	CRELD1	Homo sapiens cysteine-rich with EGF-like domains 1 (CRELD1), mRNA	NM_015513	1.6	84.616
ENSG00000172932	LOC338692	Homo sapiens hypothetical protein LOC338692 (LOC338692), mRNA	NM_207354	1.6	219.663
ENSG00000141391	C18orf43	Homo sapiens chromosome 18 open reading frame 43 (C18orf43), mRNA	NM_006553	1.6	47.000
ENSG00000137801	THBS1	Homo sapiens thrombospondin 1 (THBS1), mRNA	NM_003246	1.6	58.552
ENSG00000014164	ZC3HDC3	Homo sapiens zinc finger CCCH type domain containing 3 (ZC3HDC3), mRNA	NM_015117	1.6	14.260
ENSG00000167705	RILP	Homo sapiens Rab interacting lysosomal protein (RILP), mRNA	NM_031430	1.6	13.116
ENSG00000167548	MLL2	Homo sapiens myeloid/lymphoid or mixed-lineage leukemia 2 (MLL2), mRNA	NM_003482	1.6	156.921
ENSG00000152137	HSPB8	Homo sapiens heat shock 22kDa protein 8 (HSPB8), mRNA	NM_014365	1.6	16.028
ENSG00000142409	LOC126208	Homo sapiens hypothetical protein LOC126208 (LOC126208), mRNA	NM_001002836	1.6	472.821
ENSG00000040608	RTN4R	Homo sapiens reticulon 4 receptor (RTN4R), mRNA	NM_023004	1.6	14.812
ENSG00000143554	SLC27A3	Homo sapiens solute carrier family 27 (fatty acid transporter), member 3 (SLC27A3), mRNA	NM_024330	1.6	23.136
ENSG00000111319	SCNN1A	Homo sapiens sodium channel, nonvoltage-gated 1 alpha (SCNN1A), mRNA	NM_001038	1.6	16.553
ENSG00000126903	SLC10A3	Homo sapiens solute carrier family 10 (sodium/bile acid cotransporter family), member 3 (SLC10A3), mRNA	NM_019848	1.6	26.135
ENSG00000177732	SOX12	Homo sapiens SOX22 protein (SOX22) mRNA, complete cds.	U35612	1.5	115.307
ENSG00000115902	SLC1A4	Homo sapiens solute carrier family 1 (glutamate/neutral amino acid transporter), member 4 (SLC1A4), mRNA	NM_003038	1.5	91.677
ENSG00000186111	PIP5K1C	Homo sapiens phosphatidylinositol-4-phosphate 5-kinase, type I, gamma (PIP5K1C), mRNA	NM_012398	1.5	24.270
ENSG00000109819	PPARGC1A	Homo sapiens peroxisome proliferative activated receptor, gamma, coactivator 1, alpha (PPARGC1A), mRNA	NM_013261	1.5	73.851
ENSG00000153976	HS3ST3A1	Homo sapiens heparan sulfate (glucosamine) 3-O-sulfotransferase 3A1 (HS3ST3A1), mRNA	NM_006042	1.5	14.733
ENSG00000121680	PEX16	Homo sapiens peroxisomal biogenesis factor 16 (PEX16), transcript variant 1, mRNA	NM_004813	1.5	35.555
ENSG00000103495	MAZ	Homo sapiens MYC-associated zinc finger protein (purine-binding transcription factor), mRNA (cDNA clone MGC:52386 IMAGE:4309842), complete cds.	BC041629	1.5	406.525
ENSG00000103495	MAZ	Homo sapiens MYC-associated zinc finger protein (purine-binding transcription factor) (MAZ), mRNA	NM_002383	1.5	406.525
ENSG00000164379	FOXQ1	Homo sapiens forkhead box Q1 (FOXQ1), mRNA	NM_033260	1.5	94.060
ENSG00000188687	SLC4A5	Homo sapiens solute carrier family 4, sodium bicarbonate cotransporter, member 5 (SLC4A5), transcript variant a, mRNA	NM_021196	1.5	22.859
ENSG00000128283	CDC42EP1	Homo sapiens CDC42 effector protein (Rho GTPase binding) 1 (CDC42EP1), transcript variant 1, mRNA	NM_152243	1.5	174.849
ENSG00000163501	IHH	Homo sapiens Indian hedgehog homolog (Drosophila), mRNA (cDNA clone IMAGE:5182642), partial cds.	BC034757	1.5	23.425
ENSG00000099882	SHANK3	Homo sapiens mRNA for KIAA1650 protein, partial cds.	AB051437	1.5	32.285
ENSG00000154370	TRIM11	Homo sapiens tripartite motif-containing 11 (TRIM11), mRNA	NM_145214	1.5	66.353
ENSG00000204335	SP5	Homo sapiens Sp5 transcription factor (SP5), mRNA	NM_001003845	1.5	16.288
ENSG00000012817	SMCY	Homo sapiens Smcy homolog, Y-linked (mouse) (SMCY), mRNA	NM_004653	1.5	16.288
ENSG00000184371	CSF1	Homo sapiens colony stimulating factor 1 (macrophage) (CSF1), transcript variant 4, mRNA	NM_172212	1.5	23.334
ENSG00000184371	CSF1	Homo sapiens colony stimulating factor 1 (macrophage) (CSF1), transcript variant 2, mRNA	NM_172210	1.5	23.334
ENSG00000130203	APOE	Homo sapiens apolipoprotein E (APOE), mRNA	NM_000041	1.5	2841.249
ENSG00000139514	SLC7A1	Homo sapiens solute carrier family 7 (cationic amino acid transporter, y+ system), member 1 (SLC7A1), mRNA	NM_003045	1.5	46.405
ENSG00000185024	BRF1	Homo sapiens BRF1 homolog, subunit of RNA polymerase III transcription initiation factor IIIB (S. cerevisiae) (BRF1), transcript variant 3, mRNA	NM_145685	1.5	30.308
ENSG00000160233	LRRC3	Homo sapiens leucine rich repeat containing 3 (LRRC3), mRNA	NM_030891	1.5	15.664
ENSG00000182325	FBXL6	Homo sapiens F-box and leucine-rich repeat protein 6 (FBXL6), transcript variant 1, mRNA	NM_012162	1.5	13.921
ENSG00000123908	EIF2C2	Homo sapiens eukaryotic translation initiation factor 2C, 2 (EIF2C2), mRNA	NM_012154	1.5	42.737
ENSG00000112337	SLC17A2	Homo sapiens solute carrier family 17 (sodium phosphate), member 2 (SLC17A2), mRNA	NM_005835	1.5	19.709
ENSG00000013364	MVP	Homo sapiens major vault protein (MVP), transcript variant 1, mRNA	NM_017458	1.5	17.937
ENSG00000108786	HSD17B1	Homo sapiens hydroxysteroid (17-beta) dehydrogenase 1 (HSD17B1), mRNA	NM_000413	1.5	52.076
ENSG00000214668	SLC29A4	Homo sapiens solute carrier family 29 (nucleoside transporters), member 4 (SLC29A4), mRNA	NM_153247	1.5	18.496
ENSG00000118046	STK11	Homo sapiens serine/threonine kinase 11 (Peutz-Jeghers syndrome) (STK11), mRNA	NM_000455	1.5	285.604
ENSG00000184557	SOCS3	Homo sapiens suppressor of cytokine signaling 3 (SOCS3), mRNA	NM_003955	1.5	47.907
ENSG00000181218	HIST3H2A	Homo sapiens histone 3, H2a (HIST3H2A), mRNA	NM_033445	1.5	258.960
ENSG00000196976	DXS9879E	Homo sapiens DNA segment on chromosome X (unique) 9879 expressed sequence (DXS9879E), mRNA	NM_006014	1.5	38.402
ENSG00000177045	SIX5	Homo sapiens sine oculis homeobox homolog 5 (Drosophila) (SIX5), mRNA	NM_175875	1.5	43.706
ENSG00000112039	FANCE	Homo sapiens Fanconi anemia, complementation group E (FANCE), mRNA	NM_021922	1.5	20.191
ENSG00000142655	PEX14	Homo sapiens peroxisomal biogenesis factor 14 (PEX14), mRNA	NM_004565	1.5	45.394
ENSG00000099330	FLJ22709	Homo sapiens hypothetical protein FLJ22709 (FLJ22709), mRNA	NM_024578	1.5	14.379
ENSG00000117984	CTSD	Homo sapiens cathepsin D (lysosomal aspartyl protease) (CTSD), mRNA	NM_001909	1.5	263.564
ENSG00000117984	CTSD	Homo sapiens cDNA FLJ12231 fis, clone MAMMA1001191.	AK022293	1.5	263.564
ENSG00000173153	ESRRA	Homo sapiens estrogen-related receptor alpha (ESRRA), mRNA	NM_004451	1.5	100.565
ENSG00000180900	SCRIB	Homo sapiens scribbled homolog (Drosophila) (SCRIB), transcript variant 1, mRNA	NM_182706	1.5	51.150
ENSG00000180900	SCRIB	Homo sapiens scribbled homolog (Drosophila) (SCRIB), transcript variant 2, mRNA	NM_015356	1.5	51.150
ENSG00000104142	VPS18	Homo sapiens vacuolar protein sorting protein 18 (VPS18), mRNA	NM_020857	1.5	107.709
ENSG00000196428	KIAA0669	Homo sapiens KIAA0669 gene product (KIAA0669), mRNA	NM_014779	1.5	86.026
ENSG00000122515	DKFZp761I2123	Homo sapiens hypothetical protein DKFZp761I2123 (DKFZp761I2123), transcript variant 1, mRNA	NM_031449	1.5	18.331
ENSG00000161091	C19orf28	Homo sapiens chromosome 19 open reading frame 28 (C19orf28), mRNA	NM_174983	1.5	46.363
ENSG00000161091	C19orf28	Homo sapiens clone PP3501 unknown mRNA.	AF218008	1.5	46.363
ENSG00000113504	SLC12A7	Homo sapiens solute carrier family 12 (potassium/chloride transporters), member 7 (SLC12A7), mRNA	NM_006598	1.5	44.019
ENSG00000105137	7h3	Homo sapiens hypothetical protein FLJ13511 (7h3), mRNA	NM_033025	1.5	16.586
ENSG00000171823	FBXL14	Homo sapiens F-box and leucine-rich repeat protein 14 (FBXL14), mRNA	NM_152441	1.5	34.493
ENSG00000169682	SPINL	Homo sapiens spinster-like (SPINL), mRNA	NM_032038	1.5	34.493
ENSG00000167671	UBXD1	Homo sapiens UBX domain containing 1 (UBXD1), mRNA	NM_025241	1.5	196.168
ENSG00000108557	RAI1	Homo sapiens retinoic acid induced 1 (RAI1), mRNA	NM_030665	1.5	18.826
ENSG00000141349	G6PC3	Homo sapiens glucose 6 phosphatase, catalytic, 3 (G6PC3), mRNA	NM_138387	1.5	57.765
ENSG00000054967	TNFRSF19L	Homo sapiens tumor necrosis factor receptor superfamily, member 19-like (TNFRSF19L), transcript variant 1, mRNA	NM_032871	1.5	28.037
ENSG00000105287	PRKD2	Homo sapiens protein kinase D2 (PRKD2), mRNA	NM_016457	1.5	25.162
ENSG00000007255	MGC2650	Homo sapiens hypothetical protein MGC2650 (MGC2650), mRNA	NM_024108	1.5	88.967
ENSG00000143126	CELSR2	Homo sapiens cadherin, EGF LAG seven-pass G-type receptor 2 (flamingo homolog, Drosophila) (CELSR2), mRNA	NM_001408	1.5	73.628
ENSG00000167992	FLJ32009	Homo sapiens hypothetical protein FLJ32009 (FLJ32009), mRNA	NM_152718	1.5	54.716
ENSG00000060069	CTDP1	Homo sapiens CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) phosphatase, subunit 1 (CTDP1), transcript variant FCP1a, mRNA	NM_004715	1.5	61.212
ENSG00000167608	TMC4	Homo sapiens transmembrane channel-like 4 (TMC4), mRNA	NM_144686	1.5	20.506
ENSG00000168264	IRF2BP2	Homo sapiens interferon regulatory factor 2 binding protein 2, mRNA (cDNA clone IMAGE:4618488), complete cds.	BC065759	1.5	144.219
ENSG00000007080	LOC115098	Homo sapiens hypothetical protein BC013949 (LOC115098), mRNA	NM_138442	1.5	190.866
ENSG00000160888	IER2	Homo sapiens immediate early response 2 (IER2), mRNA	NM_004907	1.5	73.545
ENSG00000071889	FAM3A	Homo sapiens family with sequence similarity 3, member A (FAM3A), mRNA	NM_021806	1.5	34.332
ENSG00000180448	HA-1	Homo sapiens minor histocompatibility antigen HA-1 (HA-1), mRNA	NM_012292	1.5	151.144
ENSG00000164690	SHH	Homo sapiens sonic hedgehog homolog (Drosophila) (SHH), mRNA	NM_000193	1.5	55.789
ENSG00000099821	POLRMT	Homo sapiens polymerase (RNA) mitochondrial (DNA directed) (POLRMT), nuclear gene encoding mitochondrial protein, mRNA	NM_005035	1.5	261.236
ENSG00000160972	PPP1R16A	Homo sapiens protein phosphatase 1, regulatory (inhibitor) subunit 16A (PPP1R16A), mRNA	NM_032902	1.5	50.566
ENSG00000174276	ZNHIT2	Homo sapiens zinc finger, HIT domain containing 2 (ZNHIT2), mRNA	NM_014205	1.5	15.901
ENSG00000116761	CTH	Homo sapiens cystathionase (cystathionine gamma-lyase) (CTH), transcript variant 1, mRNA	NM_001902	1.5	63.938
ENSG00000137474	MYO7A	Homo sapiens myosin VIIA (Usher syndrome 1B (autosomal recessive, severe)) (MYO7A), mRNA	NM_000260	1.5	13.089
ENSG00000111077	TENC1	Homo sapiens tensin like C1 domain containing phosphatase (TENC1), transcript variant 1, mRNA	NM_015319	1.5	13.615
ENSG00000105223	PLD3	Homo sapiens phospholipase D3 (PLD3), mRNA	NM_012268	1.5	152.319
ENSG00000133134	BEX2	Homo sapiens brain expressed X-linked 2 (BEX2), mRNA	NM_032621	1.5	39.914
ENSG00000141994	LOC56931	Homo sapiens hypothetical protein from EUROIMAGE 1967720 (LOC56931), mRNA	NM_020175	1.5	91.101
ENSG00000105373	GLTSCR2	Homo sapiens glioma tumor suppressor candidate region gene 2 (GLTSCR2), mRNA	NM_015710	1.5	745.877
ENSG00000177508	IRX3	Homo sapiens iroquois homeobox protein 3 (IRX3), mRNA	NM_024336	1.5	25.422
ENSG00000128294	TPST2	Homo sapiens tyrosylprotein sulfotransferase 2 (TPST2), transcript variant 2, mRNA	NM_003595	1.5	49.533
ENSG00000185800	DMWD	Homo sapiens dystrophia myotonica-containing WD repeat motif, mRNA (cDNA clone MGC:3227 IMAGE:3503856), complete cds.	BC019266	1.5	43.127
ENSG00000164403	APXL2	Homo sapiens apical protein 2 (APXL2), mRNA	NM_133456	1.5	45.318
ENSG00000169116	DKFZP564O0823	Homo sapiens DKFZP564O0823 protein (DKFZP564O0823), mRNA	NM_015393	1.5	21.861
ENSG00000160094	FLJ25476	Homo sapiens FLJ25476 protein (FLJ25476), mRNA	NM_152493	1.5	22.435
ENSG00000167543	LOC90313	Homo sapiens hypothetical protein BC004507 (LOC90313), mRNA	NM_138349	1.5	67.753
ENSG00000114019	AMOTL2	Homo sapiens angiomotin like 2 (AMOTL2), mRNA	NM_016201	1.5	201.145
ENSG00000169710	FASN	Homo sapiens fatty acid synthase (FASN), mRNA	NM_004104	1.5	398.428
ENSG00000040487	PQLC2	Homo sapiens cDNA FLJ26661 fis, clone MPG01974.	AK130171	1.5	37.759
ENSG00000040487	PQLC2	Homo sapiens PQ loop repeat containing 2 (PQLC2), mRNA	NM_017765	1.5	37.759
ENSG00000111252	LNK	Homo sapiens lymphocyte adaptor protein (LNK), mRNA	NM_005475	1.5	69.972
