FeatureNumber	ProbeUID	AgilentProbeID	GeneSymbol	SystematicName	Description	logFoldChange	AverageExpression	t.statistic	p.value	adjusted.p.value
27737	25409	A_24_P63950	AP1S1	NM_001283	Homo sapiens adaptor-related protein complex 1, sigma 1 subunit (AP1S1), transcript variant 1, mRNA [NM_001283]	-0.662420485	7.585391357	-5.502115232	2.00343E-05	0.00335408
6820	6236	A_24_P467358	EEF1G	NM_001404	Homo sapiens eukaryotic translation elongation factor 1 gamma (EEF1G), mRNA [NM_001404]	-0.656465944	14.00322009	-5.531778212	1.87213E-05	0.00335408
27325	24959	A_23_P29566	ARPC4	NM_005718	Homo sapiens actin related protein 2/3 complex, subunit 4, 20kDa (ARPC4), transcript variant 1, mRNA [NM_005718]	-0.589442743	8.474803373	-5.516742412	1.93755E-05	0.00335408
17650	16110	A_24_P302332	NECAP2	NM_018090	Homo sapiens NECAP endocytosis associated 2 (NECAP2), mRNA [NM_018090]	-0.58634327	8.170689212	-5.500892046	2.00904E-05	0.00335408
7998	7308	A_23_P501339	CDIPT	NM_145752	Homo sapiens CDP-diacylglycerol--inositol 3-phosphatidyltransferase (phosphatidylinositol synthase) (CDIPT), transcript variant 2, mRNA [NM_145752]	-0.524643626	9.981343411	-5.49917442	2.01695E-05	0.00335408
39787	36405	A_32_P132317	GPR155	NM_001033045	Homo sapiens G protein-coupled receptor 155 (GPR155), transcript variant 1, mRNA [NM_001033045]	-0.445216521	8.516002935	-5.50986148	1.96826E-05	0.00335408
8363	7672	A_24_P159948	ARFRP1	NM_003224	Homo sapiens ADP-ribosylation factor related protein 1 (ARFRP1), mRNA [NM_003224]	-0.433100116	8.298875559	-5.505562347	1.9877E-05	0.00335408
15893	14603	A_23_P154058	EIF2B4	NM_172195	Homo sapiens eukaryotic translation initiation factor 2B, subunit 4 delta, 67kDa (EIF2B4), transcript variant 1, mRNA [NM_172195]	-0.425704459	9.840789658	-5.514724326	1.94651E-05	0.00335408
27666	25279	A_23_P208835	MAP2K2	NM_030662	Homo sapiens mitogen-activated protein kinase kinase 2 (MAP2K2), mRNA [NM_030662]	-0.376620049	10.70046293	-5.504036393	1.99465E-05	0.00335408
3240	2858	A_32_P209094	FLJ10986	NM_018291	Homo sapiens hypothetical protein FLJ10986 (FLJ10986), mRNA [NM_018291]	-0.361984567	10.62515819	-5.529500396	1.88189E-05	0.00335408
26330	24061	A_23_P78892	FBL	NM_001436	Homo sapiens fibrillarin (FBL), mRNA [NM_001436]	-0.396022159	13.55162786	-5.495720922	2.03295E-05	0.003360065
14604	13348	A_24_P43681	DBNL	NM_014063	Homo sapiens drebrin-like (DBNL), transcript variant 1, mRNA [NM_014063]	-0.612949781	9.626334151	-5.482717973	2.09434E-05	0.003376683
36462	33439	A_23_P97274	SCAMP3	NM_052837	Homo sapiens secretory carrier membrane protein 3 (SCAMP3), transcript variant 2, mRNA [NM_052837]	-0.524257939	10.70840637	-5.48393726	2.0885E-05	0.003376683
28292	25962	A_24_P856176	A_24_P856176	A_24_P856176	Unknown	-0.546266647	8.920284367	-5.469059617	2.16086E-05	0.003418674
29671	27083	A_24_P54485	CCDC115	NM_032357	Homo sapiens coiled-coil domain containing 115 (CCDC115), mRNA [NM_032357]	-0.475691507	9.920949768	-5.462771692	2.19221E-05	0.003418674
25822	23600	A_24_P930741	BC039363	BC039363	Homo sapiens cDNA clone IMAGE:5270672. [BC039363]	-0.426902255	8.263357268	-5.46022814	2.20502E-05	0.003418674
21681	19749	A_24_P295745	HSPA8	NM_153201	Homo sapiens heat shock 70kDa protein 8 (HSPA8), transcript variant 2, mRNA [NM_153201]	-1.056776394	11.33633634	-5.453900514	2.23722E-05	0.00344558
25150	22988	A_24_P161655	A_24_P161655	A_24_P161655	Unknown	-1.107626763	10.99711109	-5.430747053	2.3592E-05	0.003479194
21997	20176	A_23_P162918	SERPINA3	NM_001085	Homo sapiens serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3 (SERPINA3), mRNA [NM_001085]	-1.092707383	11.72718689	-5.4279161	2.37457E-05	0.003479194
37973	34803	A_24_P938236	X03757	X03757	Human mRNA fragment for Na/K-ATPase alpha subunit. [X03757]	-0.836685425	9.230787379	-5.437248081	2.32428E-05	0.003479194
5531	4943	A_24_P827738	A_24_P827738	A_24_P827738	Unknown	-0.64637478	9.305312289	-5.434827247	2.33722E-05	0.003479194
31907	29159	A_23_P430764	CDC42SE2	NM_020240	Homo sapiens CDC42 small effector 2 (CDC42SE2), transcript variant 1, mRNA [NM_020240]	-0.546487958	7.6188788	-5.428135888	2.37337E-05	0.003479194
38149	34974	A_23_P73511	ARAF	NM_001654	Homo sapiens v-raf murine sarcoma 3611 viral oncogene homolog (ARAF), mRNA [NM_001654]	-0.5107463	9.314401797	-5.442212562	2.29797E-05	0.003479194
11460	10545	A_23_P213359	PCDH1	NM_002587	Homo sapiens protocadherin 1 (cadherin-like 1) (PCDH1), transcript variant 1, mRNA [NM_002587]	-0.434980364	9.016900386	-5.435960232	2.33116E-05	0.003479194
25119	22930	A_24_P177795	ENST00000343149	ENST00000343149	Unknown	-0.431755779	15.85136023	-5.439120586	2.31432E-05	0.003479194
34691	31759	A_24_P309317	PSAP	NM_002778	Homo sapiens prosaposin (variant Gaucher disease and variant metachromatic leukodystrophy) (PSAP), transcript variant 1, mRNA [NM_002778]	-0.957883932	11.56012448	-5.421557502	2.40947E-05	0.003511347
28070	25715	A_24_P148777	RASSF1	NM_170717	Homo sapiens Ras association (RalGDS/AF-6) domain family 1 (RASSF1), transcript variant G, mRNA [NM_170717]	-0.502370577	9.453627852	-5.419045594	2.4234E-05	0.003512762
7089	6423	A_23_P60286	EIF4B	NM_001417	Homo sapiens eukaryotic translation initiation factor 4B (EIF4B), mRNA [NM_001417]	-0.630782267	9.836715288	-5.414139568	2.45084E-05	0.003533646
26194	23969	A_24_P414999	LAPTM4B	NM_018407	Homo sapiens lysosomal associated protein transmembrane 4 beta (LAPTM4B), mRNA [NM_018407]	-0.896886045	9.599375157	-5.398745574	2.53903E-05	0.003583475
33699	30876	A_23_P61960	ATP6V0E2L	NM_145230	Homo sapiens ATPase, H+ transporting V0 subunit E2-like (rat) (ATP6V0E2L), mRNA [NM_145230]	-0.712983212	8.659458448	-5.397389477	2.54695E-05	0.003583475
37564	34358	A_23_P96568	FLNA	NM_001456	Homo sapiens filamin A, alpha (actin binding protein 280) (FLNA), mRNA [NM_001456]	-0.650477106	10.51250953	-5.396356276	2.553E-05	0.003583475
22555	20579	A_23_P57033	TOMM34	NM_006809	Homo sapiens translocase of outer mitochondrial membrane 34 (TOMM34), nuclear gene encoding mitochondrial protein, mRNA [NM_006809]	-0.46579218	7.108739086	-5.394362324	2.56472E-05	0.003583475
40075	36619	A_23_P253046	UGP2	NM_006759	Homo sapiens UDP-glucose pyrophosphorylase 2 (UGP2), transcript variant 1, mRNA [NM_006759]	-0.398741029	11.57344352	-5.403618175	2.51077E-05	0.003583475
45094	41034	A_23_P157147	ZDHHC4	NM_018106	Homo sapiens zinc finger, DHHC-type containing 4 (ZDHHC4), mRNA [NM_018106]	-0.398309132	12.15872949	-5.389925026	2.59101E-05	0.003601633
1256	1087	A_23_P29851	LRPAP1	NM_002337	Homo sapiens low density lipoprotein receptor-related protein associated protein 1 (LRPAP1), mRNA [NM_002337]	-0.628835022	10.66596655	-5.382301927	2.6368E-05	0.003634496
16898	15509	A_32_P218636	LOC494150	BC014228	Homo sapiens prohibitin pseudogene, mRNA (cDNA clone MGC:20874 IMAGE:4547239), complete cds. [BC014228]	-0.554625128	12.07779196	-5.38153322	2.64147E-05	0.003634496
11217	10260	A_23_P70539	HLA-C	CR598918	full-length cDNA clone CS0DE006YG20 of Placenta of Homo sapiens (human). [CR598918]	-0.744804501	13.96811151	-5.368613685	2.72111E-05	0.003635504
30481	27931	A_24_P130962	TOR3A	NM_022371	Homo sapiens torsin family 3, member A (TOR3A), mRNA [NM_022371]	-0.490963321	9.257614964	-5.372957181	2.69407E-05	0.003635504
42980	39282	A_23_P96985	PSEN2	NM_012486	Homo sapiens presenilin 2 (Alzheimer disease 4) (PSEN2), transcript variant 2, mRNA [NM_012486]	-0.483742288	7.909338324	-5.369990041	2.71251E-05	0.003635504
22439	20521	A_23_P49708	GRN	NM_002087	Homo sapiens granulin (GRN), transcript variant 1, mRNA [NM_002087]	-0.290713579	15.45086729	-5.370740562	2.70783E-05	0.003635504
37224	34049	A_23_P209519	DNAJB2	NM_006736	Homo sapiens DnaJ (Hsp40) homolog, subfamily B, member 2 (DNAJB2), transcript variant 2, mRNA [NM_006736]	-0.700395926	8.994500535	-5.365964731	2.73774E-05	0.003637708
2882	2505	A_23_P67466	PSMD8	NM_002812	Homo sapiens proteasome (prosome, macropain) 26S subunit, non-ATPase, 8 (PSMD8), mRNA [NM_002812]	-0.487469786	12.713784	-5.357135862	2.79392E-05	0.003694244
27541	25204	A_23_P333420	RANGAP1	NM_002883	Homo sapiens Ran GTPase activating protein 1 (RANGAP1), mRNA [NM_002883]	-0.590216899	8.942903794	-5.354941838	2.80806E-05	0.003694919
28898	26449	A_23_P120947	XRCC6	NM_001469	Homo sapiens X-ray repair complementing defective repair in Chinese hamster cells 6 (Ku autoantigen, 70kDa) (XRCC6), mRNA [NM_001469]	-0.791401284	11.85610391	-5.349544475	2.84316E-05	0.003720304
26813	24478	A_23_P89056	NUP93	NM_014669	Homo sapiens nucleoporin 93kDa (NUP93), mRNA [NM_014669]	-0.525257722	9.938269202	-5.345685854	2.86853E-05	0.003720304
43717	39948	A_24_P117053	LRFN3	NM_024509	Homo sapiens leucine rich repeat and fibronectin type III domain containing 3 (LRFN3), mRNA [NM_024509]	-0.473619006	7.801239386	-5.347614509	2.85582E-05	0.003720304
15049	13690	A_24_P329353	TMEM142B	NM_032831	Homo sapiens transmembrane protein 142B (TMEM142B), mRNA [NM_032831]	-0.634879974	8.897811033	-5.341648113	2.89532E-05	0.003726024
7275	6603	A_23_P215175	ABCF2	NM_005692	Homo sapiens ATP-binding cassette, sub-family F (GCN20), member 2 (ABCF2), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA [NM_005692]	-0.455746699	10.00031133	-5.339303514	2.91099E-05	0.003726024
32478	29738	A_24_P682601	A_24_P682601	A_24_P682601	Unknown	-0.817599205	9.248327869	-5.320796917	3.03778E-05	0.003794566
20813	19082	A_23_P149470	NDUFS2	NM_004550	Homo sapiens NADH dehydrogenase (ubiquinone) Fe-S protein 2, 49kDa (NADH-coenzyme Q reductase) (NDUFS2), mRNA [NM_004550]	-0.809143028	11.19299251	-5.321309988	3.03419E-05	0.003794566
30330	27813	A_23_P26878	NDEL1	NM_030808	Homo sapiens nudE nuclear distribution gene E homolog like 1 (A. nidulans) (NDEL1), transcript variant 2, mRNA [NM_030808]	-0.547571079	8.97860351	-5.323216002	3.02089E-05	0.003794566
41608	38020	A_23_P68966	CR626044	CR626044	full-length cDNA clone CS0DI082YE05 of Placenta Cot 25-normalized of Homo sapiens (human). [CR626044]	-0.301772564	7.189769725	-5.32523931	3.00684E-05	0.003794566
15106	13788	A_32_P147505	CR616772	CR616772	full-length cDNA clone CS0DA001YA12 of Neuroblastoma of Homo sapiens (human). [CR616772]	-0.793296972	11.1706197	-5.307707238	3.13084E-05	0.003813795
35309	32266	A_23_P51361	TXLNA	NM_175852	Homo sapiens taxilin alpha (TXLNA), mRNA [NM_175852]	-0.736031545	8.100510362	-5.313474976	3.08948E-05	0.003813795
10925	10036	A_23_P162739	TSC22D1	NM_183422	Homo sapiens TSC22 domain family, member 1 (TSC22D1), transcript variant 1, mRNA [NM_183422]	-0.610956431	10.51199117	-5.304831925	3.15166E-05	0.003813795
8760	7934	A_23_P68824	SMARCB1	NM_003073	Homo sapiens SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1 (SMARCB1), transcript variant 1, mRNA [NM_003073]	-0.506542069	8.231944475	-5.309954595	3.11466E-05	0.003813795
26487	24194	A_24_P302898	BAP1	NM_004656	Homo sapiens BRCA1 associated protein-1 (ubiquitin carboxy-terminal hydrolase) (BAP1), mRNA [NM_004656]	-0.467297831	9.057535218	-5.305415406	3.14743E-05	0.003813795
12426	11376	A_24_P149766	WDR32	NM_024345	Homo sapiens WD repeat domain 32 (WDR32), mRNA [NM_024345]	-0.85870409	9.044382118	-5.269699512	3.41782E-05	0.003816833
22905	20908	A_24_P594293	A_24_P594293	A_24_P594293	Unknown	-0.763252084	10.83494198	-5.290736375	3.25582E-05	0.003816833
33637	30764	A_23_P66715	PIGS	NM_033198	Homo sapiens phosphatidylinositol glycan anchor biosynthesis, class S (PIGS), mRNA [NM_033198]	-0.68980423	8.626245911	-5.265538169	3.45082E-05	0.003816833
25312	23132	A_23_P214091	LYPLA1	NM_006330	Homo sapiens lysophospholipase I (LYPLA1), mRNA [NM_006330]	-0.648373936	10.51439775	-5.275567461	3.37182E-05	0.003816833
10945	10070	A_23_P165280	POLR2E	NM_002695	Homo sapiens polymerase (RNA) II (DNA directed) polypeptide E, 25kDa (POLR2E), mRNA [NM_002695]	-0.588124912	10.42706508	-5.288291604	3.27424E-05	0.003816833
43990	40128	A_23_P11244	PJA1	NM_145119	Homo sapiens praja 1 (PJA1), transcript variant 1, mRNA [NM_145119]	-0.517359954	11.28475425	-5.26609306	3.4464E-05	0.003816833
18278	12131	A_23_P37910	MAPK3	NM_002746	Homo sapiens mitogen-activated protein kinase 3 (MAPK3), transcript variant 1, mRNA [NM_002746]	-0.481725858	8.733533326	-5.292484537	3.24271E-05	0.003816833
13355	12151	A_24_P850428	ENST00000361461	ENST00000361461	Homo sapiens cDNA clone IMAGE:30318308, partial cds. [BC070327]	-0.4666209	13.23895587	-5.270879115	3.40852E-05	0.003816833
9854	9012	A_23_P254091	KIF2	NM_004520	Homo sapiens kinesin heavy chain member 2 (KIF2), mRNA [NM_004520]	-0.451956049	10.16250916	-5.275388247	3.37322E-05	0.003816833
8654	7895	A_23_P67648	CAPNS1	NM_001749	Homo sapiens calpain, small subunit 1 (CAPNS1), transcript variant 1, mRNA [NM_001749]	-0.450685989	12.4797101	-5.296167786	3.21528E-05	0.003816833
16827	15384	A_23_P94857	MAN1B1	NM_016219	Homo sapiens mannosidase, alpha, class 1B, member 1 (MAN1B1), mRNA [NM_016219]	-0.449436721	10.98391612	-5.263893147	3.46396E-05	0.003816833
38253	35012	A_23_P104295	FBXW4	NM_022039	Homo sapiens F-box and WD-40 domain protein 4 (FBXW4), mRNA [NM_022039]	-0.442322049	9.753429435	-5.271631254	3.40261E-05	0.003816833
20647	18937	A_24_P207091	RBM23	NM_018107	Homo sapiens RNA binding motif protein 23 (RBM23), mRNA [NM_018107]	-0.420276153	9.599632654	-5.336986713	3.44466E-05	0.003816833
3390	2984	A_23_P130648	GIPC1	NM_005716	Homo sapiens GIPC PDZ domain containing family, member 1 (GIPC1), transcript variant 1, mRNA [NM_005716]	-0.415199537	10.26594765	-5.265733275	3.44927E-05	0.003816833
1438	1263	A_23_P131771	TPD52L2	NM_199360	Homo sapiens tumor protein D52-like 2 (TPD52L2), transcript variant 1, mRNA [NM_199360]	-0.402987034	8.65023436	-5.287952746	3.2768E-05	0.003816833
5956	5421	A_23_P218726	CPNE1	NM_152930	Homo sapiens copine I (CPNE1), transcript variant 7, mRNA [NM_152930]	-0.388572046	9.762800334	-5.2705365	3.41122E-05	0.003816833
36078	33051	A_24_P928798	AK056260	AK056260	Homo sapiens cDNA FLJ31698 fis, clone NT2RI2005966. [AK056260]	-0.371471577	10.34898777	-5.296592448	3.21213E-05	0.003816833
22435	20513	A_23_P15375	ARMC7	NM_024585	Homo sapiens armadillo repeat containing 7 (ARMC7), mRNA [NM_024585]	-0.361898665	9.73889456	-5.286195449	3.29011E-05	0.003816833
33518	30702	A_23_P29347	MAPK12	NM_002969	Homo sapiens mitogen-activated protein kinase 12 (MAPK12), mRNA [NM_002969]	-0.328994887	6.98262383	-5.271981545	3.39986E-05	0.003816833
33731	30932	A_23_P48910	STOML1	NM_004809	Homo sapiens stomatin (EPB72)-like 1 (STOML1), mRNA [NM_004809]	-0.307603238	7.38915156	-5.273748891	3.38601E-05	0.003816833
27435	25165	A_23_P20196	ARPC1B	NM_005720	Homo sapiens actin related protein 2/3 complex, subunit 1B, 41kDa (ARPC1B), mRNA [NM_005720]	-0.542368127	12.57714413	-5.259678734	3.49785E-05	0.00382309
30778	28170	A_23_P95027	ANKRD39	NM_016466	Homo sapiens ankyrin repeat domain 39 (ANKRD39), mRNA [NM_016466]	-0.297511705	9.104776327	-5.260273428	3.49304E-05	0.00382309
22946	20981	A_24_P251534	CTDSPL	NM_001008392	Homo sapiens CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like (CTDSPL), transcript variant 1, mRNA [NM_001008392]	-0.307149788	9.74042432	-5.257851546	3.51264E-05	0.003823843
5291	4810	A_23_P250035	SDHA	NM_004168	Homo sapiens succinate dehydrogenase complex, subunit A, flavoprotein (Fp) (SDHA), nuclear gene encoding mitochondrial protein, mRNA [NM_004168]	-0.75799954	10.88420851	-5.246808581	3.60343E-05	0.003875154
31417	28724	A_24_P389038	WDR46	NM_005452	Homo sapiens WD repeat domain 46 (WDR46), mRNA [NM_005452]	-0.419171642	9.611479208	-5.243480521	3.63126E-05	0.003875154
18066	16564	A_23_P155351	BTD	NM_000060	Homo sapiens biotinidase (BTD), mRNA [NM_000060]	-0.531495781	7.200341225	-5.237961797	3.67788E-05	0.003894248
1365	1119	A_24_P152793	A_24_P152793	A_24_P152793	Unknown	-1.013682814	12.76427775	-5.230518045	3.74174E-05	0.003927621
21509	19593	A_23_P89113	FLJ14154	NM_024845	Homo sapiens hypothetical protein FLJ14154 (FLJ14154), mRNA [NM_024845]	-0.492379462	8.192889378	-5.229233514	3.75287E-05	0.003927621
3687	3226	A_24_P376483	HLA-A	NM_002116	Homo sapiens major histocompatibility complex, class I, A (HLA-A), mRNA [NM_002116]	-0.707749111	13.58587006	-5.190244304	4.1073E-05	0.003947491
35732	32731	A_23_P203488	SMPD1	NM_000543	Homo sapiens sphingomyelin phosphodiesterase 1, acid lysosomal (acid sphingomyelinase) (SMPD1), transcript variant 1, mRNA [NM_000543]	-0.651581777	8.769862412	-5.22494508	3.79028E-05	0.003947491
37200	34008	A_24_P50639	A_24_P50639	A_24_P50639	Unknown	-0.641281772	9.973409461	-5.215845989	3.87092E-05	0.003947491
18996	17336	A_23_P61531	GLB1	NM_000404	Homo sapiens galactosidase, beta 1 (GLB1), transcript variant 179423, mRNA [NM_000404]	-0.625340183	10.14002966	-5.211061611	3.91402E-05	0.003947491
25021	22909	A_23_P325080	PTOV1	NM_017432	Homo sapiens prostate tumor overexpressed gene 1 (PTOV1), mRNA [NM_017432]	-0.604922362	9.260433435	-5.212009724	3.90544E-05	0.003947491
361	282	A_23_P321959	SFT2D1	NM_145169	Homo sapiens SFT2 domain containing 1 (SFT2D1), mRNA [NM_145169]	-0.58061812	11.6590206	-5.214501297	3.88299E-05	0.003947491
9487	8648	A_23_P158533	DEAF1	NM_021008	Homo sapiens deformed epidermal autoregulatory factor 1 (Drosophila) (DEAF1), mRNA [NM_021008]	-0.57528626	9.502021381	-5.203782939	3.98053E-05	0.003947491
25457	23237	A_23_P92140	MYD88	NM_002468	Homo sapiens myeloid differentiation primary response gene (88) (MYD88), mRNA [NM_002468]	-0.55714187	7.566782266	-5.203768286	3.98066E-05	0.003947491
16870	15461	A_24_P718973	C1orf122	NM_198446	Homo sapiens chromosome 1 open reading frame 122 (C1orf122), mRNA [NM_198446]	-0.518320236	12.87237166	-5.18799994	4.12871E-05	0.003947491
41156	37661	A_24_P164731	TMED1	NM_006858	Homo sapiens transmembrane emp24 protein transport domain containing 1 (TMED1), mRNA [NM_006858]	-0.510612457	9.253104327	-5.205578696	3.96401E-05	0.003947491
42607	38919	A_24_P399585	SGTA	NM_003021	Homo sapiens small glutamine-rich tetratricopeptide repeat (TPR)-containing, alpha (SGTA), mRNA [NM_003021]	-0.490723331	7.992825107	-5.208915026	3.93352E-05	0.003947491
20368	18588	A_23_P143580	KLHL22	NM_032775	Homo sapiens kelch-like 22 (Drosophila) (KLHL22), mRNA [NM_032775]	-0.480156618	7.455273756	-5.199292488	4.02213E-05	0.003947491
26848	24544	A_23_P117778	UBL7	NM_032907	Homo sapiens ubiquitin-like 7 (bone marrow stromal cell-derived) (UBL7), transcript variant 1, mRNA [NM_032907]	-0.463576286	8.567340473	-5.19923721	4.02264E-05	0.003947491
12840	11662	A_24_P240065	VPS24	NM_016079	Homo sapiens vacuolar protein sorting 24 homolog (S. cerevisiae) (VPS24), transcript variant 1, mRNA [NM_016079]	-0.461794714	11.66162578	-5.202530786	3.99208E-05	0.003947491
35628	32544	A_23_P386905	UBXD1	NM_025241	Homo sapiens UBX domain containing 1 (UBXD1), mRNA [NM_025241]	-0.443267874	10.62322593	-5.195361916	4.0589E-05	0.003947491
15389	13992	A_23_P111835	DLD	NM_000108	Homo sapiens dihydrolipoamide dehydrogenase (DLD), mRNA [NM_000108]	-0.437254767	11.92618294	-5.191510103	4.09527E-05	0.003947491
15497	14186	A_23_P252603	SHFM3P1	AF174606	Homo sapiens F-box protein Fbw3 (FBW3) mRNA, complete cds. [AF174606]	-0.41738541	9.038798671	-5.192248877	4.08827E-05	0.003947491
36164	33054	A_23_P79794	TGIF2	NM_021809	Homo sapiens TGFB-induced factor 2 (TALE family homeobox) (TGIF2), mRNA [NM_021809]	-0.397703958	7.88452937	-5.191213845	4.09809E-05	0.003947491
10521	9608	A_23_P91727	PICK1	NM_012407	Homo sapiens protein interacting with PRKCA 1 (PICK1), transcript variant 1, mRNA [NM_012407]	-0.394097897	7.395147426	-5.190684104	4.10312E-05	0.003947491
36699	33557	A_23_P126790	SARS	NM_006513	Homo sapiens seryl-tRNA synthetase (SARS), mRNA [NM_006513]	-0.387481883	11.9980265	-5.211446127	3.91054E-05	0.003947491
22134	20270	A_23_P119214	TIMM44	NM_006351	Homo sapiens translocase of inner mitochondrial membrane 44 homolog (yeast) (TIMM44), mRNA [NM_006351]	-0.381080036	9.710238937	-5.219551436	3.83788E-05	0.003947491
6085	5504	A_23_P140088	DLEU8	NM_024570	Homo sapiens deleted in lymphocytic leukemia 8 (DLEU8), mRNA [NM_024570]	-0.357701481	9.218256108	-5.211156845	3.91316E-05	0.003947491
16390	15041	A_23_P145289	GNL1	NM_005275	Homo sapiens guanine nucleotide binding protein-like 1 (GNL1), mRNA [NM_005275]	-0.33308652	10.5520081	-5.219700004	3.83656E-05	0.003947491
41815	38250	A_23_P61646	STX4	NM_004604	Homo sapiens syntaxin 4 (STX4), mRNA [NM_004604]	-0.2879109	10.53403031	-5.190755353	4.10244E-05	0.003947491
21917	20025	A_24_P161604	LOC654152	XM_940047	PREDICTED: Homo sapiens similar to ribosomal protein L21 isoform 1 (LOC654152), mRNA [XM_940047]	-0.57425488	14.2922431	-5.180853012	4.19764E-05	0.003992323
10596	9747	A_24_P823684	HSP90AB1	NM_007355	Homo sapiens heat shock protein 90kDa alpha (cytosolic), class B member 1 (HSP90AB1), mRNA [NM_007355]	-0.723580588	11.45485118	-5.176404807	4.24113E-05	0.004005578
10559	9678	A_24_P144134	A_24_P144134	A_24_P144134	Unknown	-0.402350211	9.289349973	-5.177414039	4.23122E-05	0.004005578
19558	17896	A_24_P238286	A_24_P238286	A_24_P238286	Unknown	-0.455273069	8.010112462	-5.173613055	4.26866E-05	0.004017581
10055	9222	A_24_P340916	A_24_P340916	A_24_P340916	Unknown	-0.404355627	8.0071835	-5.171238243	4.29222E-05	0.004025778
17920	16450	A_23_P365149	BCKDK	NM_005881	Homo sapiens branched chain ketoacid dehydrogenase kinase (BCKDK), mRNA [NM_005881]	-0.536277723	9.669414638	-5.165967905	4.34498E-05	0.004047255
25846	23645	A_24_P64167	PTGS1	NM_000962	Homo sapiens prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase) (PTGS1), transcript variant 1, mRNA [NM_000962]	-0.479624081	7.81360898	-5.167034216	4.33426E-05	0.004047255
28943	26531	A_23_P155624	AP2M1	NM_004068	Homo sapiens adaptor-related protein complex 2, mu 1 subunit (AP2M1), transcript variant 1, mRNA [NM_004068]	-0.684196326	11.38496497	-5.153323364	4.47427E-05	0.004056174
12507	11370	A_24_P229766	A_24_P229766	A_24_P229766	Unknown	-0.638902821	9.09947808	-5.156090847	4.44564E-05	0.004056174
4883	4361	A_24_P913339	C2orf18	NM_017877	Homo sapiens chromosome 2 open reading frame 18 (C2orf18), mRNA [NM_017877]	-0.530926921	10.31003547	-5.159920728	4.40633E-05	0.004056174
35914	32906	A_23_P152620	TNFSF13	NM_172088	Homo sapiens tumor necrosis factor (ligand) superfamily, member 13 (TNFSF13), transcript variant gamma, mRNA [NM_172088]	-0.502370004	8.997643332	-5.154707911	4.45993E-05	0.004056174
17597	16014	A_23_P414273	MST150	NM_032947	Homo sapiens MSTP150 (MST150), mRNA [NM_032947]	-0.480784715	11.03777427	-5.159402762	4.41163E-05	0.004056174
5119	4648	A_23_P148150	COBRA1	NM_015456	Homo sapiens cofactor of BRCA1 (COBRA1), mRNA [NM_015456]	-0.334035074	11.29916393	-5.156299896	4.44349E-05	0.004056174
44482	40498	A_23_P393607	C1orf142	NM_053052	Homo sapiens chromosome 1 open reading frame 142 (C1orf142), mRNA [NM_053052]	-0.315157378	12.23547841	-5.163045689	4.37452E-05	0.004056174
24824	22710	A_24_P737939	C6orf154	NM_001012974	Homo sapiens chromosome 6 open reading frame 154 (C6orf154), mRNA [NM_001012974]	-0.565202091	8.914602185	-5.147578231	4.5343E-05	0.004069758
23383	21321	A_23_P200535	TRAPPC3	NM_014408	Homo sapiens trafficking protein particle complex 3 (TRAPPC3), mRNA [NM_014408]	-0.538311074	11.10596407	-5.149190071	4.51738E-05	0.004069758
32878	30159	A_24_P568645	A_24_P568645	A_24_P568645	Unknown	-0.687765297	9.401823447	-5.142973976	4.583E-05	0.004095899
37725	34500	A_23_P156697	BAT5	NM_021160	Homo sapiens HLA-B associated transcript 5 (BAT5), mRNA [NM_021160]	-0.359527797	9.453959463	-5.141973785	4.59364E-05	0.004095899
24898	22844	A_32_P110751	EIF4A2	NM_001967	Homo sapiens eukaryotic translation initiation factor 4A, isoform 2 (EIF4A2), mRNA [NM_001967]	-0.546462409	10.43500377	-5.134324983	4.67591E-05	0.004150006
2868	2477	A_23_P39088	PRMT1	NM_198319	Homo sapiens protein arginine methyltransferase 1 (PRMT1), transcript variant 2, mRNA [NM_198319]	-0.442596563	11.42819643	-5.13349338	4.68495E-05	0.004150006
17371	15907	A_24_P257971	SLC27A4	NM_005094	Homo sapiens solute carrier family 27 (fatty acid transporter), member 4 (SLC27A4), mRNA [NM_005094]	-0.551606342	7.926705803	-5.125344716	4.77442E-05	0.004161403
33274	30413	A_23_P88848	DUS2L	NM_017803	Homo sapiens dihydrouridine synthase 2-like, SMM1 homolog (S. cerevisiae) (DUS2L), mRNA [NM_017803]	-0.439362099	7.851137247	-5.125960006	4.7676E-05	0.004161403
38106	34894	A_24_P720202	WBSCR1	NM_022170	Homo sapiens Williams-Beuren syndrome chromosome region 1 (WBSCR1), transcript variant 1, mRNA [NM_022170]	-0.735067891	10.52556335	-5.119122246	4.8439E-05	0.004180235
41744	38114	A_24_P392790	A_24_P392790	A_24_P392790	Unknown	-0.450595751	12.02599632	-5.11788227	4.85787E-05	0.004180235
26044	23850	A_23_P216739	SURF6	NM_006753	Homo sapiens surfeit 6 (SURF6), mRNA [NM_006753]	-0.421759425	9.315652716	-5.119114017	4.84399E-05	0.004180235
