ProbeUID	ProbeName	GeneName	SystematicName	Description	AverageLog	AveragePV
208418	A_68_P30681024	Gtf2e1	chr16:037454860-037454919	INSIDE	1.709210328	7.95E-17
183365	A_68_P20451548	Gpc1	chr1:094682327-094682374	INSIDE	1.270031112	8.70E-17
91454	A_68_P27552375	Pib5pa-Selm	chr11:003408335-003408388	DIVERGENT_PROMOTER	1.117646467	8.90E-17
88828	A_68_P20350260	Prkag3	chr1:074686356-074686402	PROMOTER	0.869067486	9.29E-17
69105	A_68_P27833640	Hist3h2ba	chr11:058758835-058758889	PROMOTER	0.895467876	9.41E-17
63665	A_68_P24483204	Herc3	chr6:058759516-058759567	PROMOTER	1.463496205	9.70E-17
164943	A_68_P22831610	Orc3l	chr4:034799159-034799218	INSIDE	1.064380163	9.76E-17
181636	A_68_P25612549	Mrgprd	chr7:145120237-145120296	PROMOTER	1.204718514	9.86E-17
28240	A_68_P27262825	Ftcd	chr10:076017957-076018014	PROMOTER	0.87417023	1.24E-16
21962	A_68_P26560887	Uaca	chr9:060587227-060587279	PROMOTER	1.004105497	1.30E-16
54750	A_68_P31100643	Hn1l	chr17:024690190-024690244	PROMOTER	1.066586687	1.35E-16
3218	A_68_P31106057	Msln	chr17:025483286-025483333	PROMOTER	0.867080097	1.38E-16
192234	A_68_P31937328	BC032204	chr19:007084700-007084749	INSIDE	1.179021966	1.41E-16
57211	A_68_P30678378	Fbxo40	chr16:036901766-036901825	PROMOTER	1.365064923	1.41E-16
126047	A_68_P29057321	Pitx1	chr13:055843715-055843774	PROMOTER	1.078393402	1.57E-16
226803	A_68_P21117851	Stxbp1	chr2:032668000-032668059	INSIDE	0.92363828	1.60E-16
234091	A_68_P27547381	Olfr811	chr10:129206388-129206447	PROMOTER	0.910318331	1.67E-16
71554	A_68_P28031637	Wfikkn2	chr11:094058198-094058246	INSIDE	0.884170551	1.71E-16
159749	A_68_P23269998	Inpp5b	chr4:124239717-124239767	PROMOTER	1.18337431	1.81E-16
104258	A_68_P28552890	Tex21-Mthfd1	chr12:077174224-077174268	DIVERGENT_PROMOTER	0.882634716	1.84E-16
79227	A_68_P32363503	Zdhhc9	chrX:044456643-044456702	PROMOTER	1.948241733	1.97E-16
15623	A_68_P22615158	Bxdc5	chr3:146462814-146462873	PROMOTER	1.332125005	2.08E-16
87262	A_68_P27848722	Mapk7-Eppb9	chr11:061317035-061317094	DIVERGENT_PROMOTER	1.179185058	2.14E-16
190659	A_68_P25283400	Tmc3	chr7:083459897-083459948	PROMOTER	0.879421041	2.23E-16
76253	A_68_P21419644	Ptpmt1	chr2:090717507-090717566	INSIDE	1.535848198	2.30E-16
202137	A_68_P25511571	Inpp5f	chr7:128403365-128403424	INSIDE	1.164775911	2.32E-16
6258	A_68_P26132800	Exoc3l	chr8:108184009-108184059	INSIDE	1.75697941	2.42E-16
158992	A_68_P25724824	Adam9	chr8:026480362-026480421	INSIDE	0.895111777	2.68E-16
128532	A_68_P23999944	Sart3	chr5:114029027-114029076	INSIDE	0.917647041	2.68E-16
23251	A_68_P30338813	Arc	chr15:074501483-074501540	PROMOTER	0.937630623	2.74E-16
227774	A_68_P26953744	Aig1	chr10:013562472-013562531	PROMOTER	0.962515093	2.79E-16
14898	A_68_P24619496	Rab7	chr6:088015009-088015068	PROMOTER	0.915164878	2.85E-16
93810	A_68_P25584145	Olfr538	chr7:140427320-140427379	DOWNSTREAM	1.267714592	2.88E-16
185429	A_68_P32790770	Rbbp7	chrX:158100926-158100979	PROMOTER	0.947222737	2.94E-16
97105	A_68_P27898488	Acadvl	chr11:069826378-069826437	INSIDE	0.880273509	3.10E-16
135004	A_68_P30795091	Olfr204	chr16:059259438-059259497	PROMOTER	0.962725382	3.67E-16
223457	A_68_P31208052	Klc4	chr17:046105235-046105280	INSIDE	1.053219618	3.67E-16
207672	A_68_P30213276	Eif3s3	chr15:051693767-051693826	INSIDE	1.101161291	3.69E-16
64376	A_68_P27786459	Rnf130	chr11:049913913-049913967	INSIDE	1.081274427	3.70E-16
145170	A_68_P31351280	Slc30a6	chr17:074296582-074296635	PROMOTER	1.121255391	3.95E-16
62737	A_68_P31127549	Fgd2	chr17:029088255-029088299	INSIDE	0.958510444	4.29E-16
57282	A_68_P30383949	BC018285	chr15:082448765-082448812	PROMOTER	0.920798873	4.54E-16
227206	A_68_P30634630	Hrasls	chr16:029125505-029125564	PROMOTER	0.896876087	4.81E-16
26840	A_68_P29116272	Pols	chr13:070004562-070004619	PROMOTER	1.046555794	4.97E-16
137261	A_68_P30998355	Bace2	chr16:097460416-097460472	PROMOTER	1.221193999	5.05E-16
101717	A_68_P26648638	Hcrtr2	chr9:076111868-076111927	PROMOTER	0.999536722	5.09E-16
194781	A_68_P25383521	Olfr609	chr7:103366230-103366274	INSIDE	1.05202553	5.25E-16
16023	A_68_P29613423	Cdh24	chr14:053593516-053593560	INSIDE	0.991639383	5.35E-16
28654	A_68_P23491421	Sema3e	chr5:014032686-014032745	INSIDE	0.991740347	5.66E-16
177766	A_68_P24002273	Acacb	chr5:114422711-114422768	PROMOTER	1.044971554	5.66E-16
143688	A_68_P21065259	Il1rn	chr2:024158569-024158628	PROMOTER	1.216634322	5.85E-16
22286	A_68_P22311427	Gpatc4	chr3:088125339-088125392	PROMOTER	0.883642327	6.22E-16
70197	A_68_P20839938	Mnda	chr1:175748494-175748552	INSIDE	0.86309957	6.31E-16
12348	A_68_P27943747	Og9x	chr11:078322144-078322203	DOWNSTREAM	0.960982527	6.49E-16
113873	A_68_P31422215	Ttc7	chr17:087191870-087191919	INSIDE	1.065412244	6.61E-16
41082	A_68_P26313285	Mtmr2	chr9:013498193-013498252	PROMOTER	0.952989824	6.83E-16
123443	A_68_P22965388	Rgs3	chr4:062101371-062101429	PROMOTER	1.06883305	7.05E-16
63044	A_68_P22886654	Tmod1	chr4:046080929-046080988	PROMOTER	0.909698882	7.08E-16
166029	A_68_P22324922	Slc27a3	chr3:090473485-090473529	INSIDE	1.061353676	7.25E-16
22517	A_68_P30340803	Ly6c	chr15:074874470-074874519	INSIDE	1.033089335	7.82E-16
43004	A_68_P27920030	Olfr411	chr11:074169013-074169072	PROMOTER	1.284517224	8.21E-16
35620	A_68_P30362261	Mfng	chr15:078602129-078602173	PROMOTER	0.961594144	8.35E-16
70271	A_68_P27562427	Kremen1	chr11:005165695-005165754	PROMOTER	0.974022876	9.10E-16
13435	A_68_P31123043	Gm749	chr17:028278477-028278534	INSIDE	0.951781172	9.15E-16
180575	A_68_P22018667	Slc2a2	chr3:028890308-028890367	INSIDE	1.530272455	9.15E-16
147068	A_68_P32260281	Bcor	chrX:011238099-011238143	PROMOTER	1.040012867	9.30E-16
155618	A_68_P28533647	Ppm1a	chr12:073680462-073680506	INSIDE	0.919479658	9.45E-16
155662	A_68_P25386219	Olfr639	chr7:103893828-103893887	PROMOTER	0.970709426	1.07E-15
36489	A_68_P30600203	Dnajb11	chr16:022774211-022774268	INSIDE	1.013296982	1.08E-15
27271	A_68_P28152818	Ush1g	chr11:115143386-115143431	PROMOTER	1.439825897	1.16E-15
136276	A_68_P20600415	Dars	chr1:130246047-130246106	PROMOTER	0.952670219	1.19E-15
160819	A_68_P24636888	Nup210	chr6:091080446-091080505	INSIDE	1.253230702	1.33E-15
119617	A_68_P23081866	Asah3l	chr4:086340765-086340824	PROMOTER	0.915867019	1.42E-15
34284	A_68_P31947774	Best1	chr19:010065209-010065257	PROMOTER	1.158495132	1.47E-15
104971	A_68_P25089845	Ptov1	chr7:044741462-044741516	PROMOTER	1.412724575	1.48E-15
20683	A_68_P28706992	Glrx5	chr12:105429771-105429830	PROMOTER	1.732810549	1.55E-15
51156	A_68_P25470610	Eef2k	chr7:120630970-120631029	PROMOTER	1.009973456	1.55E-15
161704	A_68_P27707626	Slit3	chr11:035460998-035461057	INSIDE	1.650586047	1.62E-15
64271	A_68_P24024063	Tesc	chr5:118287301-118287347	PROMOTER	1.152839522	1.67E-15
23746	A_68_P23594772	Tnip2-Sh3bp2	chr5:034837301-034837353	DIVERGENT_PROMOTER	1.108917134	1.67E-15
238514	A_68_P29961725	EG328479	chr14:121584840-121584896	INSIDE	0.963285441	1.68E-15
176847	A_68_P30588870	Eif4g1	chr16:020588796-020588855	INSIDE	1.005688149	1.75E-15
111299	A_68_P24989923	Psg19	chr7:017955019-017955070	INSIDE	1.142828997	1.78E-15
133882	A_68_P23979121	P2rx2	chr5:110581453-110581503	INSIDE	0.892318879	1.84E-15
93361	A_68_P20153589	Inpp4a	chr1:037315752-037315797	INSIDE	0.974787597	1.90E-15
46499	A_68_P21752984	Hck	chr2:152796593-152796652	PROMOTER	1.20072353	1.91E-15
222346	A_68_P21867072	Rae1	chr2:172644610-172644663	INSIDE	1.030324722	2.10E-15
239832	A_68_P26819114	Fbxw14	chr9:109148820-109148879	PROMOTER	0.867334569	2.14E-15
71181	A_68_P32684303	Esx1	chrX:132469053-132469112	PROMOTER	0.974598919	2.18E-15
91252	A_68_P25035738	Apbh	chr7:030999525-030999579	INSIDE	1.524279312	2.21E-15
3904	A_68_P28066195	Krt13	chr11:099935867-099935926	INSIDE	1.023816334	2.21E-15
155641	A_68_P28074570	Nbr1	chr11:101372791-101372838	INSIDE	0.938707649	2.24E-15
39122	A_68_P32572438	Chic1	chrX:099558432-099558489	PROMOTER	1.240442704	2.26E-15
216153	A_68_P24851630	Tas2r106	chr6:131643559-131643618	DOWNSTREAM	1.229017378	2.27E-15
11844	A_68_P31099174	Rnf151	chr17:024444054-024444099	INSIDE	1.01597138	2.55E-15
160905	A_68_P26814371	Usp4	chr9:108198590-108198634	PROMOTER	1.096171553	3.16E-15
177125	A_68_P28143878	Cdc42ep4	chr11:113571766-113571816	PROMOTER	0.8878111	3.27E-15
124112	A_68_P24605763	Alms1	chr6:085551973-085552032	PROMOTER	0.895817691	3.31E-15
68582	A_68_P31017292	Zdhhc14	chr17:005448694-005448741	PROMOTER	0.869424898	3.39E-15
116821	A_68_P20875126	EG277333	chr1:182169851-182169898	PROMOTER	1.450454021	3.47E-15
182705	A_68_P29606338	Olfr1510	chr14:051333101-051333160	PROMOTER	1.754457618	3.63E-15
18057	A_68_P28538309	Prkch	chr12:074502623-074502676	PROMOTER	0.919793501	3.63E-15
179910	A_68_P26543690	Clk3	chr9:057564569-057564620	PROMOTER	0.975817079	3.65E-15
229900	A_68_P28314286	Rnaseh1	chr12:029235435-029235494	PROMOTER	1.486878488	3.65E-15
101387	A_68_P25430335	Pth	chr7:113181341-113181400	PROMOTER	1.186337002	3.80E-15
177055	A_68_P21102158	Lrrc8a	chr2:030084320-030084369	INSIDE	1.127619284	3.83E-15
112973	A_68_P31202043	Slc29a1	chr17:045057107-045057158	PROMOTER	1.181770249	4.06E-15
189384	A_68_P23188550	Cdcp2	chr4:106592026-106592070	PROMOTER	1.195622006	4.41E-15
71054	A_68_P27915085	Itgae	chr11:072902292-072902351	PROMOTER	1.292286247	4.51E-15
29607	A_68_P26494620	Htr3a	chr9:048667687-048667746	PROMOTER	0.888961308	4.81E-15
168149	A_68_P23325530	Tmem50a-D4Wsu53e	chr4:134189093-134189152	DIVERGENT_PROMOTER	1.337505449	4.83E-15
209599	A_68_P27194560	Lrrtm3	chr10:063490287-063490346	PROMOTER	0.918680763	4.84E-15
214631	A_68_P22399848	Adora3	chr3:106029888-106029947	PROMOTER	0.925518415	4.92E-15
81235	A_68_P31564361	AW554918	chr18:025315063-025315122	INSIDE	1.223100008	5.25E-15
8098	A_68_P20156492	Mrpl30	chr1:037840385-037840438	INSIDE	1.151802548	5.45E-15
66554	A_68_P31965935	Olfr1499	chr19:013880706-013880765	DOWNSTREAM	1.10226571	5.45E-15
216756	A_68_P24541369	Vamp5	chr6:072301108-072301158	INSIDE	1.0657978	5.45E-15
207334	A_68_P31094809	Prss22	chr17:023727005-023727058	PROMOTER	1.178024137	5.55E-15
177896	A_68_P21118738	Garnl3	chr2:032808597-032808654	INSIDE	0.92051055	5.77E-15
91464	A_68_P27552223	Pla2g3	chr11:003385962-003386013	PROMOTER	1.161052399	6.35E-15
58593	A_68_P31921661	Tbc1d10c-Ppp1ca	chr19:004191238-004191297	DIVERGENT_PROMOTER	1.058216456	6.36E-15
219921	A_68_P23231151	Gloxd1	chr4:116323926-116323976	PROMOTER	1.422427311	6.65E-15
122813	A_68_P22659852	Acadm	chr3:153885152-153885211	PROMOTER	1.065494744	6.90E-15
174113	A_68_P31731178	Rnuxa	chr18:056711142-056711201	INSIDE	1.348324016	6.94E-15
19482	A_68_P31926397	Slc29a2	chr19:005025698-005025742	PROMOTER	0.879627897	8.05E-15
66092	A_68_P23225280	Cyp4b1	chr4:115143527-115143581	INSIDE	1.282347734	8.45E-15
86341	A_68_P23394446	Frap1	chr4:147293781-147293840	INSIDE	1.158235373	8.50E-15
3265	A_68_P30437764	Muc19	chr15:091663674-091663733	PROMOTER	1.293526601	8.55E-15
133039	A_68_P23435663	Plcl4	chr4:153854781-153854826	PROMOTER	1.299178648	8.65E-15
92067	A_68_P28233106	Nt5c1b	chr12:010396554-010396613	INSIDE	1.382296674	8.65E-15
30344	A_68_P29625874	Gja3	chr14:056013116-056013175	PROMOTER	0.920265287	9.66E-15
216469	A_68_P24791577	Dcp1b	chr6:119136695-119136748	PROMOTER	1.218473887	1.07E-14
155745	A_68_P26782312	Ryk	chr9:102695545-102695599	INSIDE	0.883470745	1.07E-14
59039	A_68_P20441686	Espnl	chr1:093153655-093153708	INSIDE	1.255929238	1.09E-14
221560	A_68_P28791477	Akr1c18	chr13:004150817-004150876	PROMOTER	1.058266044	1.13E-14
26923	A_68_P30225981	Tnfrsf11b	chr15:054108294-054108338	INSIDE	0.965014522	1.19E-14
195190	A_68_P30176288	Ttc35	chr15:043309031-043309090	INSIDE	0.938107336	1.36E-14
220086	A_68_P24394919	Trpv6	chr6:041567228-041567284	PROMOTER	0.958542501	1.46E-14
74687	A_68_P25581298	Kndc1	chr7:139790711-139790764	INSIDE	1.401613195	1.48E-14
51739	A_68_P29034473	Sema4d	chr13:051809357-051809416	PROMOTER	1.130386957	1.56E-14
126677	A_68_P21819611	Dnttip1	chr2:164456498-164456545	INSIDE	0.908173898	1.59E-14
2488	A_68_P31251166	St6gal2	chr17:054922527-054922586	INSIDE	0.875569323	1.62E-14
198681	A_68_P24793281	Wnt5b	chr6:119430577-119430636	INSIDE	0.883410345	1.64E-14
149034	A_68_P28776165	Cdca7l	chr12:118283635-118283694	PROMOTER	1.142625709	1.64E-14
179558	A_68_P24596113	Zfml	chr6:083881356-083881412	INSIDE	0.891869396	1.71E-14
198810	A_68_P30458556	Nell2	chr15:095353884-095353943	INSIDE	1.592325057	1.80E-14
170650	A_68_P21909291	BC051628	chr2:181151854-181151913	INSIDE	1.233027866	1.96E-14
144267	A_68_P30603546	Masp1	chr16:023437349-023437405	PROMOTER	0.877651223	1.98E-14
2892	A_68_P23428207	BC046331	chr4:152824024-152824068	INSIDE	1.201700542	2.05E-14
2487	A_68_P24127799	Pilra	chr5:138064685-138064741	INSIDE	1.080652123	2.21E-14
194445	A_68_P23798714	Sgcb	chr5:073914683-073914735	INSIDE	1.066121781	2.28E-14
111058	A_68_P29006688	Dynlt1	chr17:006414302-006414253	INSIDE	1.013197642	2.31E-14
218822	A_68_P22531302	Hadh	chr3:131261509-131261568	PROMOTER	1.295488516	2.53E-14
101961	A_68_P26398426	Zbtb44	chr9:030817442-030817501	INSIDE	1.104449042	2.95E-14
231841	A_68_P24817185	Usp5	chr6:124791978-124792026	INSIDE	1.086748083	3.10E-14
175670	A_68_P31943150	Slc3a2	chr19:008780044-008780097	INSIDE	1.553967268	3.36E-14
224876	A_68_P28034253	Xylt2	chr11:094484946-094485001	INSIDE	1.158315254	3.54E-14
189701	A_68_P30793605	Olfr177	chr16:058816001-058816060	PROMOTER	0.983061685	3.56E-14
73427	A_68_P21527938	Nola3	chr2:112062927-112062984	INSIDE	0.913974385	3.68E-14
169575	A_68_P22346174	BC028528	chr3:095970178-095970237	INSIDE	1.50760295	3.81E-14
17374	A_68_P32121677	D19Ertd386e	chr19:042570536-042570588	PROMOTER	1.006211652	3.82E-14
9994	A_68_P30385388	Tcf20	chr15:082738144-082738196	INSIDE	1.31643349	3.83E-14
9082	A_68_P24971933	Zfp551	chr7:011328986-011329041	PROMOTER	0.860144482	3.97E-14
221317	A_68_P27183533	Col13a1	chr10:061377834-061377893	PROMOTER	1.174375709	4.01E-14
92679	A_68_P22859754	Nfx1	chr4:041155897-041155956	PROMOTER	0.929012528	4.17E-14
205076	A_68_P31542242	Rnf125	chr18:021088149-021088208	INSIDE	0.890223155	4.17E-14
72754	A_68_P31665917	Npy6r	chr18:044397858-044397917	INSIDE	0.992251691	4.34E-14
170624	A_68_P21941374	Fabp4	chr3:010189837-010189896	INSIDE	1.108323331	4.36E-14
140000	A_68_P28990450	Ranbp9	chr13:043496776-043496833	PROMOTER	1.142255611	4.59E-14
24819	A_68_P26435138	Olfr910	chr9:038284165-038284224	PROMOTER	0.952810058	5.38E-14
171487	A_68_P31406968	Lrpprc	chr17:084699428-084699487	PROMOTER	0.919135331	5.45E-14
123451	A_68_P28513101	Rps29	chr12:070077092-070077151	INSIDE	0.899306991	5.58E-14
137954	A_68_P27281269	Midn	chr10:079549868-079549920	PROMOTER	0.910015744	5.95E-14
61326	A_68_P28184063	Fscn2	chr11:120179023-120179077	INSIDE	1.046423737	6.05E-14
91113	A_68_P31923320	Syt12	chr19:004475642-004475693	INSIDE	1.37788671	6.15E-14
115107	A_68_P25258788	Agc1	chr7:078928152-078928209	INSIDE	0.968536902	6.25E-14
220600	A_68_P22217036	Il12a	chr3:068778996-068779055	INSIDE	0.871276281	6.52E-14
228867	A_68_P27540114	Gls2	chr10:127612821-127612880	INSIDE	0.894503517	6.75E-14
93877	A_68_P23231932	Hectd3	chr4:116496640-116496699	INSIDE	0.903672249	6.90E-14
74504	A_68_P30267524	Myc	chr15:061816157-061816216	INSIDE	1.083757317	7.45E-14
3487	A_68_P30587804	Eif2b5	chr16:020409821-020409874	PROMOTER	1.162436222	7.45E-14
179269	A_68_P30494514	Krt77	chr15:101700165-101700217	PROMOTER	1.509782003	7.70E-14
122744	A_68_P23239399	Ptprf	chr4:117777704-117777758	INSIDE	1.02589085	7.95E-14
116343	A_68_P31166970	Gabbr1	chr17:036656074-036656133	INSIDE	0.988786974	8.25E-14
197139	A_68_P26402587	Barx2	chr9:031668035-031668094	PROMOTER	1.089455434	8.50E-14
1849	A_68_P21779879	Gm691	chr2:157607158-157607210	INSIDE	1.252471862	8.85E-14
95270	A_68_P21753688	Plagl2	chr2:152920812-152920860	INSIDE	1.057913785	9.20E-14
83681	A_68_P21111649	Fibcd1	chr2:031666569-031666613	INSIDE	1.062657431	9.80E-14
234463	A_68_P26554624	Pkm2	chr9:059454201-059454250	PROMOTER	1.014274338	1.04E-13
212321	A_68_P31955282	Ms4a1	chr19:011337435-011337494	PROMOTER	0.925830727	1.09E-13
209540	A_68_P27274076	Nnp1	chr10:077813872-077813925	INSIDE	1.107341413	1.10E-13
110700	A_68_P22413531	Wdr47	chr3:108720613-108720672	INSIDE	1.520231731	1.18E-13
74379	A_68_P26615109	Myo1e	chr9:070002840-070002894	PROMOTER	1.514543914	1.26E-13
235480	A_68_P24326696	Atp6v1f	chr6:029415002-029415052	PROMOTER	0.886045855	1.28E-13
215517	A_68_P32321795	Upf3b	chrX:033543224-033543283	PROMOTER	0.957733518	1.28E-13
150812	A_68_P31488601	Rock1	chr18:010179838-010179897	INSIDE	0.88822372	1.30E-13
213994	A_68_P27259083	Mif	chr10:075305628-075305685	PROMOTER	1.194555975	1.33E-13
123101	A_68_P21320153	Dlx2	chr2:071349206-071349256	PROMOTER	1.155347672	1.36E-13
191591	A_68_P23126032	Hook1	chr4:095456257-095456316	PROMOTER	0.928140076	1.39E-13
6917	A_68_P31103238	Tpsg1	chr17:025097651-025097695	PROMOTER	1.205654265	1.44E-13
118713	A_68_P27997663	Vezf1	chr11:087886797-087886856	INSIDE	0.895125578	1.48E-13
178070	A_68_P27548671	Olfr826	chr10:129586233-129586292	PROMOTER	0.927212603	1.49E-13
13357	A_68_P21776942	Src	chr2:157117312-157117359	INSIDE	1.053233784	1.72E-13
17145	A_68_P25596336	Igf2	chr7:142465948-142466003	INSIDE	0.891626579	1.74E-13
113092	A_68_P30493938	Krt72	chr15:101619597-101619648	PROMOTER	1.08651252	1.78E-13
14604	A_68_P30947763	Krtap13	chr16:088639929-088639986	INSIDE	1.674936885	1.81E-13
151079	A_68_P21853394	Pfdn4	chr2:170184372-170184431	PROMOTER	0.92673729	1.83E-13
154893	A_68_P22900907	Tmeff1	chr4:048601649-048601705	PROMOTER	1.520325402	1.84E-13
13063	A_68_P31138219	Tff1	chr17:030889902-030889950	INSIDE	1.53558343	1.85E-13
51553	A_68_P30880692	Stch	chr16:075654471-075654530	PROMOTER	0.872621787	1.86E-13
95226	A_68_P20442319	Hes6	chr1:093241845-093241898	DOWNSTREAM	1.023875121	1.97E-13
138691	A_68_P23328106	Srrm1	chr4:134629632-134629687	PROMOTER	1.176203522	2.02E-13
135881	A_68_P28576800	Erh	chr12:081561122-081561181	INSIDE	0.973101159	2.04E-13
135604	A_68_P31796917	Mc5r	chr18:068464131-068464183	INSIDE	1.189377336	2.09E-13
50996	A_68_P29904236	Slitrk5	chr14:110553714-110553773	PROMOTER	1.133685344	2.16E-13
112991	A_68_P22315051	Rxfp4	chr3:088738233-088738280	INSIDE	1.173116363	2.23E-13
106945	A_68_P24090530	Gbas	chr5:130035547-130035606	PROMOTER	1.182231794	2.29E-13
216488	A_68_P26224538	Mthfsd	chr8:123992888-123992942	INSIDE	0.967369498	2.42E-13
215617	A_68_P30345297	Mapk15	chr15:075813375-075813419	PROMOTER	0.872890017	2.59E-13
44768	A_68_P29330066	Mier3	chr13:112806438-112806497	PROMOTER	0.876589446	2.61E-13
199123	A_68_P28052585	Ccdc49	chr11:097582549-097582593	INSIDE	0.923982809	2.65E-13
106827	A_68_P23347627	Ubxd3	chr4:138009858-138009915	PROMOTER	0.892737015	2.69E-13
68697	A_68_P25184071	Tm2d3	chr7:065566041-065566085	PROMOTER	0.891810495	2.73E-13
99843	A_68_P26398870	St14	chr9:030884507-030884564	PROMOTER	1.109609745	3.16E-13
115622	A_68_P20938870	Dtl	chr1:193274982-193275037	INSIDE	0.968570757	3.23E-13
58085	A_68_P30284283	Adcy8	chr15:064754215-064754274	PROMOTER	0.859901803	3.38E-13
194113	A_68_P21812411	Gdap1l1	chr2:163125904-163125958	PROMOTER	1.171628425	3.43E-13
37593	A_68_P21570810	Ndufaf1	chr2:119354647-119354695	PROMOTER	0.968803969	3.65E-13
214683	A_68_P21767364	Procr	chr2:155440044-155440103	PROMOTER	1.140073494	3.84E-13
47375	A_68_P21399024	Olfr1009	chr2:085521818-085521877	PROMOTER	0.907167459	3.88E-13
96338	A_68_P22366405	Spag17	chr3:100009391-100009446	PROMOTER	1.182139014	4.15E-13
4431	A_68_P21633064	Adam33	chr2:130757068-130757127	PROMOTER	1.340318618	4.27E-13
173200	A_68_P23270819	Epha10	chr4:124381591-124381650	PROMOTER	0.965447222	4.35E-13
220342	A_68_P32082703	Pank1	chr19:034947584-034947637	PROMOTER	0.930813779	4.65E-13
118841	A_68_P30999101	Mx1	chr16:097573055-097573109	PROMOTER	1.297767873	4.73E-13
68339	A_68_P25266537	Furin	chr7:080274016-080274066	INSIDE	0.915614036	5.15E-13
27802	A_68_P23892512	Vdp	chr5:093214327-093214386	INSIDE	1.585915785	5.20E-13
219535	A_68_P25591639	Tollip	chr7:141714095-141714154	PROMOTER	1.103873715	5.69E-13
213250	A_68_P30234998	Sntb1	chr15:055738397-055738456	PROMOTER	0.872166547	5.75E-13
27945	A_68_P29598118	Olfr748	chr14:049630671-049630730	PROMOTER	1.070556488	5.95E-13
13310	A_68_P30180502	Eny2	chr15:044258921-044258980	INSIDE	0.908205102	6.36E-13
72702	A_68_P32051841	Jak2	chr19:029319281-029319329	INSIDE	1.020467646	6.45E-13
166869	A_68_P28223691	Pum2	chr12:008698003-008698061	PROMOTER	0.935781822	6.60E-13
46402	A_68_P24658370	Lrig1	chr6:094663645-094663704	INSIDE	1.293084407	7.05E-13
24100	A_68_P22409545	Gstm7	chr3:108058237-108058290	INSIDE	0.908260202	7.05E-13
221457	A_68_P29982410	Prkaa1	chr15:005128329-005128388	INSIDE	0.925744857	7.11E-13
52200	A_68_P23145509	Foxd3	chr4:099143988-099144047	PROMOTER	1.107484678	7.14E-13
119571	A_68_P28772605	Ptprn2	chr12:117689815-117689863	INSIDE	1.071673667	7.30E-13
86382	A_68_P29270124	Ccnb1	chr13:101891449-101891508	PROMOTER	1.252680484	7.30E-13
87178	A_68_P24854158	Tas2r120	chr6:132621242-132621301	PROMOTER	0.908511976	7.45E-13
163875	A_68_P21854636	Dok5	chr2:170419519-170419571	PROMOTER	1.167324918	7.70E-13
98426	A_68_P20998749	Atp5c1	chr2:009997924-009997968	INSIDE	0.943432731	8.00E-13
112228	A_68_P30495014	Krt79	chr15:101771831-101771884	PROMOTER	1.065320203	8.05E-13
121896	A_68_P23577631	Gckr	chr5:031574738-031574785	INSIDE	1.055937363	8.25E-13
192766	A_68_P31157503	Bat5	chr17:034698394-034698442	INSIDE	0.973000754	8.25E-13
232060	A_68_P32130009	Cyp2c44	chr19:044084426-044084483	PROMOTER	1.616507224	9.20E-13
137290	A_68_P30294304	Sla	chr15:066666657-066666712	PROMOTER	1.519046406	9.55E-13
127792	A_68_P29021894	Phf2	chr13:048885167-048885211	PROMOTER	1.010666207	1.12E-12
84438	A_68_P25971965	Hmox1	chr8:077991770-077991828	INSIDE	0.892045847	1.17E-12
230790	A_68_P26242229	Acta1	chr8:126783398-126783451	PROMOTER	1.223418354	1.17E-12
186214	A_68_P21757609	Bpil3	chr2:153586892-153586950	PROMOTER	0.882709066	1.21E-12
176229	A_68_P30742748	Retnla	chr16:048759990-048760042	PROMOTER	0.890249718	1.22E-12
181007	A_68_P28186297	Stra13	chr11:120526784-120526829	DOWNSTREAM	0.890110179	1.24E-12
194821	A_68_P28100854	Cd79b	chr11:106130735-106130779	INSIDE	0.86468566	1.27E-12
219114	A_68_P31160364	Gtf2h4	chr17:035281835-035281889	PROMOTER	0.876606592	1.29E-12
88454	A_68_P32802226	Glra2	chrX:160670201-160670260	INSIDE	0.95847359	1.31E-12
180280	A_68_P25879797	Spata4	chr8:056098759-056098818	PROMOTER	0.970492518	1.37E-12
234881	A_68_P22614649	Ctbs	chr3:146386339-146386385	PROMOTER	1.006265609	1.39E-12
223082	A_68_P25715762	Golga7	chr8:024725780-024725839	PROMOTER	1.678066332	1.42E-12
91447	A_68_P28669142	Galc-Gpr65	chr12:098663761-098663820	DIVERGENT_PROMOTER	1.58690326	1.47E-12
118891	A_68_P21072941	Edf1	chr2:025380171-025380215	INSIDE	1.046421478	1.48E-12
199892	A_68_P29597010	Olfr734	chr14:049242278-049242331	INSIDE	1.229515102	1.51E-12
66359	A_68_P22615555	Uox	chr3:146534340-146534399	PROMOTER	0.904106135	1.66E-12
11966	A_68_P24331371	Ube2h	chr6:030257993-030258052	PROMOTER	0.935345494	1.68E-12
166480	A_68_P22818597	Map3k7	chr4:032289531-032289583	PROMOTER	0.891931456	1.77E-12
204448	A_68_P25464968	BC048390	chr7:119481436-119481489	INSIDE	1.02041733	1.94E-12
136102	A_68_P24925827	Sspn	chr6:145886633-145886692	PROMOTER	0.914926628	2.10E-12
13949	A_68_P31851427	Slc14a1	chr18:078290513-078290572	PROMOTER	1.885961428	2.11E-12
130148	A_68_P21303552	Stk39	chr2:068278318-068278377	PROMOTER	0.96122304	2.15E-12
