Probe Set ID	Gene Title	Gene Symbol	p-value	FC Absolute	Function
227350_at	helicase, lymphoid-specific	HELLS	0.028	-1.74	Cell cycle
208930_s_at	interleukin enhancer binding factor 3, 90kDa	ILF3	0.016	-1.86	Cell cycle
217805_at	interleukin enhancer binding factor 3, 90kDa	ILF3	0.016	-2.54	Cell cycle
32137_at	jagged 2	JAG2	0.042	-1.66	Cell cycle
201488_x_at	KH domain containing, RNA binding, signal transduction associated 1	KHDRBS1	0.022	-1.63	Cell cycle
227465_at	KIAA0892	KIAA0892	0.048	-2.35	Cell cycle
214383_x_at	kelch domain containing 3	KLHDC3	0.04	-2.84	Cell cycle
228762_at	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	LFNG	0.017	-1.54	Cell cycle
225740_x_at	Mdm4 p53 binding protein homolog (mouse)	MDM4	0.027	-1.8	Cell cycle
225041_at	M-phase phosphoprotein 8	MPHOSPH8	0.002	-3.89	Cell cycle
215731_s_at	M-phase phosphoprotein 9	MPHOSPH9	0.047	-1.71	Cell cycle
212299_at	NIMA (never in mitosis gene a)- related kinase 9	NEK9	0.044	-1.85	Cell cycle
200747_s_at	nuclear mitotic apparatus protein 1	NUMA1	0.043	-1.65	Cell cycle
223238_s_at	polybromo 1	PBRM1	0.017	-2.43	Cell cycle
202927_at	peptidylprolyl cis/trans isomerase, NIMA-interacting 1	PIN1	0.031	-2.45	Cell cycle
201198_s_at	proteasome (prosome, macropain) 26S subunit, non-ATPase, 1	PSMD1	0.047	-1.55	Cell cycle
208777_s_at	proteasome (prosome, macropain) 26S subunit, non-ATPase, 11	PSMD11	0.018	-1.96	Cell cycle
209852_x_at	proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)	PSME3	0.019	-2.18	Cell cycle
49306_at	Ras association (RalGDS/AF-6) domain family member 4	RASSF4	0	-2.67	Cell cycle
203344_s_at	retinoblastoma binding protein 8	RBBP8	0.039	-1.52	Cell cycle
224578_at	regulator of chromosome condensation 2	RCC2	0.038	-1.53	Cell cycle
200719_at	S-phase kinase-associated protein 1	SKP1	0.019	-2.9	Cell cycle
215623_x_at	structural maintenance of chromosomes 4	SMC4	0.037	-1.58	Cell cycle
219695_at	sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II)	SMPD3	0.018	-1.8	Cell cycle
231017_at	serine/threonine kinase 11	STK11	0.012	-1.6	Cell cycle
231019_x_at	Serine/threonine kinase 11	STK11	0.027	-1.52	Cell cycle
223329_x_at	SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae)	SUGT1	0.018	-2	Cell cycle
224309_s_at	SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae)	SUGT1	0.02	-1.73	Cell cycle
201480_s_at	suppressor of Ty 5 homolog (S. cerevisiae)	SUPT5H	0.037	-2.07	Cell cycle
227205_at	TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa	TAF1	0.025	-2.26	Cell cycle
209523_at	TAF2 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 150kDa	TAF2	0.035	-2.42	Cell cycle
226318_at	transforming growth factor beta regulator 1	TBRG1	0.034	-1.64	Cell cycle
230320_at	transforming growth factor beta regulator 1	TBRG1	0.01	-2.27	Cell cycle
212997_s_at	tousled-like kinase 2	TLK2	0.001	-3.1	Cell cycle
203273_s_at	tumor suppressor candidate 2	TUSC2	0.035	-1.9	Cell cycle
222616_s_at	ubiquitin specific peptidase 16	USP16	0.004	-2.03	Cell cycle
222606_at	Zwilch, kinetochore associated, homolog (Drosophila)	ZWILCH	0.03	-2.44	Cell cycle
230790_x_at	forkhead box N3		0.036	-1.55	Cell cycle
235926_at	anaphase promoting complex subunit 5		0.01	-2.3	Cell cycle
242872_at	citron (rho-interacting, serine/threonine kinase 21)		0.017	-2.69	Cell cycle
243546_at	sestrin 3		0.026	-1.56	Cell cycle
219641_at	de-etiolated homolog 1 (Arabidopsis)	DET1	0.012	-1.68	Ubiquitin-mediated proteolysis
222729_at	F-box and WD repeat domain containing 7	FBXW7	0.024	-1.58	Ubiquitin-mediated proteolysis
218306_s_at	hect (homologous to the E6-AP (UBE3A) carboxyl terminus) domain and RCC1 (CHC1)-like domain (RLD) 1	HERC1	0.036	-3.92	Ubiquitin-mediated proteolysis
225989_at	hect domain and RLD 4	HERC4	0.044	-2.32	Ubiquitin-mediated proteolysis
236294_at	HECT, UBA and WWE domain containing 1	HUWE1	0.025	-2.4	Ubiquitin-mediated proteolysis
212576_at	mahogunin, ring finger 1	MGRN1	0.007	-2.38	Ubiquitin-mediated proteolysis
210694_s_at	midline 1 (Opitz/BBB syndrome)	MID1	0.001	-1.87	Ubiquitin-mediated proteolysis
217862_at	protein inhibitor of activated STAT, 1	PIAS1	0.002	-1.8	Ubiquitin-mediated proteolysis
235107_at	protein inhibitor of activated STAT, 2	PIAS2	0.001	-2.02	Ubiquitin-mediated proteolysis
238700_at	protein inhibitor of activated STAT, 2	PIAS2	0.034	-1.66	Ubiquitin-mediated proteolysis
209441_at	Rho-related BTB domain containing 2	RHOBTB2	0.021	-1.62	Ubiquitin-mediated proteolysis
202981_x_at	seven in absentia homolog 1 (Drosophila)	SIAH1	0.025	-2.74	Ubiquitin-mediated proteolysis
202333_s_at	ubiquitin-conjugating enzyme E2B (RAD6 homolog)	UBE2B	0.039	-2.97	Ubiquitin-mediated proteolysis
211764_s_at	ubiquitin-conjugating enzyme E2D 1 (UBC4/5 homolog, yeast)	UBE2D1	0.027	-1.79	Ubiquitin-mediated proteolysis
240139_at	ubiquitin-conjugating enzyme E2D 2 (UBC4/5 homolog, yeast)	UBE2D2	0.01	-1.66	Ubiquitin-mediated proteolysis
229355_at	ubiquitin-conjugating enzyme E2D 3 (UBC4/5 homolog, yeast)	UBE2D3	0.019	-2.38	Ubiquitin-mediated proteolysis
240383_at	ubiquitin-conjugating enzyme E2D 3 (UBC4/5 homolog, yeast)	UBE2D3	0.002	-1.72	Ubiquitin-mediated proteolysis
242403_at	ubiquitin-conjugating enzyme E2D 3 (UBC4/5 homolog, yeast)	UBE2D3	0.023	-1.53	Ubiquitin-mediated proteolysis
225651_at	ubiquitin-conjugating enzyme E2E 2 (UBC4/5 homolog, yeast)	UBE2E2	0.022	-3.16	Ubiquitin-mediated proteolysis
244610_x_at	ubiquitin-conjugating enzyme E2E 2 (UBC4/5 homolog, yeast)	UBE2E2	0.022	-2.13	Ubiquitin-mediated proteolysis
225783_at	ubiquitin-conjugating enzyme E2F (putative)	UBE2F	0.012	-3.49	Ubiquitin-mediated proteolysis
209141_at	ubiquitin-conjugating enzyme E2G 1 (UBC7 homolog, yeast)	UBE2G1	0.033	-1.76	Ubiquitin-mediated proteolysis
222420_s_at	ubiquitin-conjugating enzyme E2H (UBC8 homolog, yeast)	UBE2H	0.007	-2.31	Ubiquitin-mediated proteolysis
217824_at	ubiquitin-conjugating enzyme E2, J1 (UBC6 homolog, yeast)	UBE2J1	0.023	-1.64	Ubiquitin-mediated proteolysis
224347_x_at	ubiquitin-conjugating enzyme E2, J2 (UBC6 homolog, yeast)	UBE2J2	0.003	-2.17	Ubiquitin-mediated proteolysis
225209_s_at	ubiquitin-conjugating enzyme E2, J2 (UBC6 homolog, yeast)	UBE2J2	0.012	-1.57	Ubiquitin-mediated proteolysis
201524_x_at	ubiquitin-conjugating enzyme E2N (UBC13 homolog, yeast)	UBE2N	0.041	-2.02	Ubiquitin-mediated proteolysis
217393_x_at	ubiquitin-conjugating enzyme E2N-like	UBE2NL	0.006	-2.08	Ubiquitin-mediated proteolysis
218521_s_at	ubiquitin-conjugating enzyme E2W (putative)	UBE2W	0.007	-2.24	Ubiquitin-mediated proteolysis
222657_s_at	ubiquitin-conjugating enzyme E2W (putative)	UBE2W	0.043	-1.82	Ubiquitin-mediated proteolysis
234163_at	Ubiquitin protein ligase E3A	UBE3A	0.009	-1.88	Ubiquitin-mediated proteolysis
234166_at	Ubiquitin protein ligase E3A	UBE3A	0.024	-1.79	Ubiquitin-mediated proteolysis
208882_s_at	ubiquitin protein ligase E3 component n-recognin 5	UBR5	0.023	-2.45	Ubiquitin-mediated proteolysis
232264_at	ubiquitin protein ligase E3 component n-recognin 5	UBR5	0	-2.34	Ubiquitin-mediated proteolysis
209475_at	ubiquitin specific peptidase 15	USP15	0.022	-2.06	Ubiquitin-mediated proteolysis
226357_at	ubiquitin specific peptidase 19	USP19	0.027	-1.87	Ubiquitin-mediated proteolysis
203965_at	ubiquitin specific peptidase 20	USP20	0.041	-1.85	Ubiquitin-mediated proteolysis
214843_s_at	ubiquitin specific peptidase 33	USP33	0.029	-1.62	Ubiquitin-mediated proteolysis
224979_s_at	ubiquitin specific peptidase 36	USP36	0.034	-1.54	Ubiquitin-mediated proteolysis
226730_s_at	ubiquitin specific peptidase 37	USP37	0.004	-1.73	Ubiquitin-mediated proteolysis
202682_s_at	ubiquitin specific peptidase 4 (proto-oncogene)	USP4	0.023	-2.02	Ubiquitin-mediated proteolysis
225089_at	ubiquitin specific peptidase 40	USP40	0	-2	Ubiquitin-mediated proteolysis
201498_at	ubiquitin specific peptidase 7 (herpes virus-associated)	USP7	0.009	-3.26	Ubiquitin-mediated proteolysis
203586_s_at	ADP-ribosylation factor-like 4D	ARL4D	0.029	-1.85	Secretion
203898_at	CGRP receptor component	CRCP	0.033	-2.46	Secretion
242517_at	KISS1 receptor	KISS1R	0.014	-1.59	Secretion
212310_at	melanoma inhibitory activity family, member 3	MIA3	0.048	-2.09	Secretion
219642_s_at	peroxisomal biogenesis factor 5-like	PEX5L	0.004	-2.14	Secretion
213368_x_at	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3	PPFIA3	0.011	-2.28	Secretion
211503_s_at	RAB14, member RAS oncogene family	RAB14	0.008	-1.91	Secretion
204974_at	RAB3A, member RAS oncogene family	RAB3A	0.007	-3.35	Secretion
208819_at	RAB8A, member RAS oncogene family	RAB8A	0.016	-1.62	Secretion
212417_at	secretory carrier membrane protein 1	SCAMP1	0	-3.02	Secretion
224472_x_at	stromal cell derived factor 4	SDF4	0.039	-1.53	Secretion
215518_at	syntaxin binding protein 5-like	STXBP5L	0.01	-1.78	Secretion
240236_at	syntaxin binding protein 5-like	STXBP5L	0.017	-2.55	Secretion
225496_s_at	synaptotagmin-like 2	SYTL2	0.021	-2.28	Secretion
227453_at	unc-13 homolog A (C. elegans)	UNC13A	0.039	-2.93	Secretion
1562074_a_at	unc-13 homolog C (C. elegans)	UNC13C	0.025	1.61	Secretion
221706_s_at	unconventional SNARE in the ER 1 homolog (S. cerevisiae)	USE1	0.006	-1.52	Secretion
243904_at	syntaxin binding protein (tomosyn)		0.036	-2.34	Secretion
203322_at	ADNP homeobox 2	ADNP2	0.009	-1.76	Transcription
223144_s_at	akirin 2	AKIRIN2	0.029	-2.66	Transcription
201038_s_at	acidic (leucine-rich) nuclear phosphoprotein 32 family, member A	ANP32A	0.038	-2.5	Transcription
218917_s_at	AT rich interactive domain 1A (SWI-like)	ARID1A	0.002	-2.16	Transcription
1556818_at	AT rich interactive domain 1B (SWI1-like)	ARID1B	0.023	-1.55	Transcription
1566989_at	AT rich interactive domain 1B (SWI1-like)	ARID1B	0.002	1.77	Transcription
238043_at	AT rich interactive domain 1B (SWI1-like)	ARID1B	0.005	-1.93	Transcription
225181_at	AT rich interactive domain 1B (SWI1-like)	ARID1B	0.006	-2.51	Transcription
225181_at	hypothetical LOC729446	LOC729446	0.006	-2.51	Transcription
201878_at	ariadne homolog, ubiquitin-conjugating enzyme E2 binding protein, 1 (Drosophila)	ARIH1	0.036	-1.76	Transcription
209824_s_at	aryl hydrocarbon receptor nuclear translocator-like	ARNTL	0.023	-2.57	Transcription
233686_at	additional sex combs like 3 (Drosophila)	ASXL3	0.05	1.53	Transcription
228401_at	ATPase family, AAA domain containing 2	ATAD2	0.034	-1.92	Transcription
1552879_a_at	atonal homolog 7 (Drosophila)	ATOH7	0.043	-1.75	Transcription
223134_at	bobby sox homolog (Drosophila)	BBX	0.039	-1.65	Transcription
232008_s_at	bobby sox homolog (Drosophila)	BBX	0.047	-1.54	Transcription
224227_s_at	B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB	BDP1	0.001	-2.26	Transcription
207186_s_at	bromodomain PHD finger transcription factor	BPTF	0.025	-2.39	Transcription
219280_at	bromodomain and WD repeat domain containing 1	BRWD1	0	-1.82	Transcription
213268_at	calmodulin binding transcription activator 1	CAMTA1	0.039	-3.02	Transcription
212948_at	calmodulin binding transcription activator 2	CAMTA2	0.038	-2.6	Transcription
202047_s_at	chromobox homolog 6	CBX6	0.027	-2.19	Transcription
222792_s_at	coiled-coil domain containing 59	CCDC59	0.012	-1.77	Transcription
204831_at	cyclin-dependent kinase 8	CDK8	0.048	-2.26	Transcription
201183_s_at	chromodomain helicase DNA binding protein 4	CHD4	0.005	-1.82	Transcription
213965_s_at	chromodomain helicase DNA binding protein 5	CHD5	0.006	-3.54	Transcription
217250_s_at	chromodomain helicase DNA binding protein 5	CHD5	0.027	-2.52	Transcription
229586_at	chromodomain helicase DNA binding protein 9	CHD9	0	-3.43	Transcription
202757_at	cofactor of BRCA1	COBRA1	0.028	-1.91	Transcription
202979_s_at	CREB/ATF bZIP transcription factor	CREBZF	0.035	-2.37	Transcription
1552714_at	cellular repressor of E1A-stimulated genes 2	CREG2	0.012	-3.56	Transcription
212863_x_at	C-terminal binding protein 1	CTBP1	0.027	-2.48	Transcription
213979_s_at	C-terminal binding protein 1	CTBP1	0.025	-2.32	Transcription
213980_s_at	C-terminal binding protein 1	CTBP1	0.03	-2.56	Transcription
201220_x_at	C-terminal binding protein 2	CTBP2	0.012	-1.57	Transcription
208862_s_at	catenin (cadherin-associated protein), delta 1	CTNND1	0.013	-2.27	Transcription
211240_x_at	catenin (cadherin-associated protein), delta 1	CTNND1	0.037	-1.71	Transcription
214743_at	cut-like homeobox 1	CUX1	0.025	-1.79	Transcription
227069_at	cut-like homeobox 1	CUX1	0.01	-1.65	Transcription
1553998_at	DMRT-like family C1 ///	DMRTC1	0.038	-3.27	Transcription
1553998_at	DMRT-like family C1B	DMRTC1B	0.038	-3.27	Transcription
209187_at	down-regulator of transcription 1, TBP-binding (negative cofactor 2)	DR1	0.014	-3.19	Transcription
208091_s_at	EGFR-coamplified and overexpressed protein	ECOP	0.031	-2.12	Transcription
233345_at	EF-hand calcium binding domain 6	EFCAB6	0.01	-1.55	Transcription
207768_at	early growth response 4	EGR4	0.002	-2.39	Transcription
235623_at	Elongation protein 2 homolog (S. cerevisiae)	ELP2	0.006	-1.71	Transcription
227075_at	elongation protein 3 homolog (S. cerevisiae)	ELP3	0.043	-2.12	Transcription
234969_s_at	enhancer of polycomb homolog 1 (Drosophila)	EPC1	0.006	-2.07	Transcription
218859_s_at	ESF1, nucleolar pre-rRNA processing protein, homolog (S. cerevisiae)	ESF1	0.002	-2.34	Transcription
229966_at	Ewing sarcoma breakpoint region 1	EWSR1	0.001	-1.52	Transcription
226715_at	forkhead box K1	FOXK1	0.029	-2.02	Transcription
203091_at	far upstream element (FUSE) binding protein 1	FUBP1	0.046	-2.12	Transcription
225393_at	GATA zinc finger domain containing 2B	GATAD2B	0.009	-1.74	Transcription
238076_at	GATA zinc finger domain containing 2B	GATAD2B	0.032	-1.79	Transcription
244128_x_at	GLIS family zinc finger 1	GLIS1	0.044	-1.51	Transcription
222251_s_at	glucocorticoid modulatory element binding protein 2	GMEB2	0.005	-2.3	Transcription
44146_at	glucocorticoid modulatory element binding protein 2	GMEB2	0.003	-1.88	Transcription
205930_at	general transcription factor IIE, polypeptide 1, alpha 56kDa	GTF2E1	0.034	-1.52	Transcription
202354_s_at	general transcription factor IIF, polypeptide 1, 74kDa	GTF2F1	0.037	-1.58	Transcription
201065_s_at	general transcription factor II, i /// general transcription factor II, i, pseudogene 1 /// general transcription factor II, i, pseudogene	GTF2I /// GTF2IP1 /// LOC100093631	0.033	-2.7	Transcription
35671_at	general transcription factor IIIC, polypeptide 1, alpha 220kDa	GTF3C1	0.005	-2.83	Transcription
233173_x_at	general transcription factor IIIC, polypeptide 5, 63kDa	GTF3C5	0.031	-1.68	Transcription
202814_s_at	hexamethylene bis-acetamide inducible 1	HEXIM1	0.004	-2.69	Transcription
212964_at	hypermethylated in cancer 2	HIC2	0.004	-2.17	Transcription
212966_at	hypermethylated in cancer 2	HIC2	0.033	-1.92	Transcription
218152_at	high-mobility group 20A	HMG20A	0.032	-2.28	Transcription
208713_at	heterogeneous nuclear ribonucleoprotein U-like 1	HNRNPUL1	0.042	-1.63	Transcription
209068_at	heterogeneous nuclear ribonucleoprotein D-like	HNRPDL	0.04	-1.94	Transcription
226759_at	IKAROS family zinc finger 4 (Eos)	IKZF4	0.027	-1.55	Transcription
203275_at	interferon regulatory factor 2	IRF2	0.004	-1.68	Transcription
224569_s_at	interferon regulatory factor 2 binding protein 2	IRF2BP2	0.001	-2.82	Transcription
224933_s_at	jumonji domain containing 1C	JMJD1C	0.01	-1.68	Transcription
202182_at	K(lysine) acetyltransferase 2A	KAT2A	0.021	-2.31	Transcription
208988_at	lysine (K)-specific demethylase 2A	KDM2A	0.045	-2.56	Transcription
226215_s_at	lysine (K)-specific demethylase 2B	KDM2B	0.037	-2.06	Transcription
201643_x_at	lysine (K)-specific demethylase 3B	KDM3B	0.04	-1.99	Transcription
212496_s_at	lysine (K)-specific demethylase 4B	KDM4B	0.005	-1.92	Transcription
202040_s_at	lysine (K)-specific demethylase 5A	KDM5A	0.018	-1.8	Transcription
202383_at	lysine (K)-specific demethylase 5C	KDM5C	0.011	-1.51	Transcription
204372_s_at	KH-type splicing regulatory protein	KHSRP	0.005	-2.42	Transcription
212303_x_at	KH-type splicing regulatory protein	KHSRP	0.038	-2.03	Transcription
209204_at	LIM domain only 4	LMO4	0.009	-2.04	Transcription
51176_at	similar to cofactor required for Sp1 transcriptional activation, subunit 8, 34kDa /// mediator complex subunit 27	LOC100131612 /// MED27	0.042	-1.53	Transcription
229187_at	FSHD region gene 1 pseudogene	LOC283788	0.036	-1.58	Transcription
209926_at	hypothetical protein LOC729991	LOC729991	0.035	-1.57	Transcription
218559_s_at	v-maf musculoaponeurotic fibrosarcoma oncogene homolog B (avian)	MAFB	0.023	-2.13	Transcription
202616_s_at	methyl CpG binding protein 2 (Rett syndrome)	MECP2	0.008	-2.16	Transcription
201986_at	mediator complex subunit 13	MED13	0.032	-1.97	Transcription
201987_at	mediator complex subunit 13	MED13	0.024	-2.18	Transcription
212207_at	mediator complex subunit 13-like	MED13L	0.01	-1.79	Transcription
212209_at	mediator complex subunit 13-like	MED13L	0.014	-2.3	Transcription
226300_at	mediator complex subunit 19	MED19	0.018	-1.69	Transcription
218846_at	mediator complex subunit 23	MED23	0.038	-2.52	Transcription
235409_at	MAX gene associated	MGA	0	-1.75	Transcription
218259_at	MKL/myocardin-like 2	MKL2	0.048	-5.01	Transcription
227527_at	myeloid/lymphoid or mixed-lineage leukemia 2	MLL2	0.007	-2.85	Transcription
227528_s_at	myeloid/lymphoid or mixed-lineage leukemia 2	MLL2	0.018	-1.79	Transcription
243003_at	myeloid/lymphoid or mixed-lineage leukemia (tritorax homolog, Drosophila); translocated to 10	MLLT10	0.005	-1.58	Transcription
204918_s_at	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3	MLLT3	0.042	-1.56	Transcription
225157_at	MLX interacting protein	MLXIP	0.023	-1.62	Transcription
226275_at	MAX dimerization protein 1	MXD1	0.047	-2.16	Transcription
228846_at	MAX dimerization protein 1	MXD1	0.01	-1.58	Transcription
229464_at	myelin expression factor 2	MYEF2	0.019	-2.11	Transcription
40569_at	myeloid zinc finger 1	MZF1	0.048	-1.81	Transcription
209272_at	NGFI-A binding protein 1 (EGR1 binding protein 1)	NAB1	0.035	-2.11	Transcription
212803_at	NGFI-A binding protein 2 (EGR1 binding protein 2)	NAB2	0.001	-1.77	Transcription
219158_s_at	NMDA receptor regulated 1	NARG1	0.001	-2.03	Transcription
230324_at	nuclear receptor coactivator 2	NCOA2	0.001	-1.74	Transcription
243807_at	nuclear receptor coactivator 7	NCOA7	0.001	-2.01	Transcription
1552953_a_at	neurogenic differentiation 2	NEUROD2	0.011	-1.78	Transcription
214179_s_at	nuclear factor (erythroid-derived 2)-like 1	NFE2L1	0.039	-2.42	Transcription
213032_at	nuclear factor I/B	NFIB	0.028	-1.92	Transcription
226377_at	nuclear factor I/C (CCAAT-binding transcription factor)	NFIC	0.001	-2.54	Transcription
241797_at	nuclear factor I/X (CCAAT-binding transcription factor)	NFIX	0.041	-1.5	Transcription
205004_at	NFKB repressing factor	NKRF	0.037	-2.48	Transcription
213462_at	neuronal PAS domain protein 2	NPAS2	0.048	-2.41	Transcription
39549_at	neuronal PAS domain protein 2	NPAS2	0.016	-2.33	Transcription
209750_at	nuclear receptor subfamily 1, group D, member 2	NR1D2	0.022	-1.6	Transcription
209506_s_at	nuclear receptor subfamily 2, group F, member 1	NR2F1	0.001	-2.5	Transcription
202599_s_at	nuclear receptor interacting protein 1	NRIP1	0.043	-2.51	Transcription
231488_at	orthopedia homeobox	OTP	0.002	1.87	Transcription
212753_at	polycomb group ring finger 3	PCGF3	0.006	-3.31	Transcription
230068_s_at	Paternally expressed 3	PEG3	0.002	-2.9	Transcription
205251_at	period homolog 2 (Drosophila)	PER2	0.033	-2.25	Transcription
225816_at	PHD finger protein 17	PHF17	0.016	-1.92	Transcription
212916_at	PHD finger protein 8	PHF8	0.004	-1.62	Transcription
202725_at	polymerase (RNA) II (DNA directed) polypeptide A, 220kDa	POLR2A	0.002	-2.43	Transcription
217854_s_at	polymerase (RNA) II (DNA directed) polypeptide E, 25kDa	POLR2E	0.03	-2.83	Transcription
206789_s_at	POU class 2 homeobox 1	POU2F1	0.03	-1.61	Transcription
227749_at	POU class 2 homeobox 2	POU2F2	0.004	-1.54	Transcription
229809_at	POU class 6 homeobox 1	POU6F1	0.012	-2.12	Transcription
208044_s_at	peroxisome proliferator-activated receptor delta	PPARD	0.001	-1.67	Transcription
37152_at	peroxisome proliferator-activated receptor delta	PPARD	0.002	-2.19	Transcription
228964_at	PR domain containing 1, with ZNF domain	PRDM1	0.009	1.65	Transcription
203056_s_at	PR domain containing 2, with ZNF domain	PRDM2	0.029	-1.71	Transcription
205277_at	PR domain containing 2, with ZNF domain	PRDM2	0.038	-2.62	Transcription
226574_at	paraspeckle component 1	PSPC1	0.03	-2.01	Transcription
235567_at	RAR-related orphan receptor A	RORA	0.002	-1.85	Transcription
1557326_at	RAR-related orphan receptor B	RORB	0.024	-1.99	Transcription
222540_s_at	remodeling and spacing factor 1	RSF1	0.011	-1.78	Transcription
212302_at	Rtf1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)	RTF1	0.034	-2.01	Transcription
205528_s_at	runt-related transcription factor 1; translocated to, 1 (cyclin D-related)	RUNX1T1	0.019	-1.99	Transcription
228827_at	runt-related transcription factor 1; translocated to, 1 (cyclin D-related)	RUNX1T1	0.016	-3.22	Transcription
201748_s_at	scaffold attachment factor B	SAFB	0.006	-2.28	Transcription
203280_at	scaffold attachment factor B2	SAFB2	0.002	-2.02	Transcription
32099_at	scaffold attachment factor B2	SAFB2	0.001	-3.79	Transcription
203408_s_at	SATB homeobox 1	SATB1	0.001	-5.07	Transcription
213202_at	SET domain containing 1A	SETD1A	0.008	-1.51	Transcription
212493_s_at	SET domain containing 2	SETD2	0.029	-2.05	Transcription
202774_s_at	splicing factor, arginine/serine-rich 8 (suppressor-of-white-apricot homolog, Drosophila)	SFRS8	0.027	-2.02	Transcription
39705_at	SIN3 homolog B, transcription regulator (yeast)	SIN3B	0.021	-2.08	Transcription
212520_s_at	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	SMARCA4	0.01	-2.74	Transcription
201320_at	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2	SMARCC2	0.013	-1.57	Transcription
1561403_at	spermatogenesis and oogenesis specific basic helix-loop-helix 1	SOHLH1	0.004	-2.04	Transcription
201996_s_at	spen homolog, transcriptional regulator (Drosophila)	SPEN	0.015	-1.54	Transcription
201997_s_at	spen homolog, transcriptional regulator (Drosophila)	SPEN	0.041	-1.76	Transcription
217991_x_at	single stranded DNA binding protein 3	SSBP3	0	-2.26	Transcription
225636_at	signal transducer and activator of transcription 2, 113kDa	STAT2	0.021	-2.38	Transcription
201331_s_at	signal transducer and activator of transcription 6, interleukin-4 induced	STAT6	0.022	-1.93	Transcription
224974_at	suppressor of defective silencing 3 homolog (S. cerevisiae)	SUDS3	0.003	-3.08	Transcription
212287_at	suppressor of zeste 12 homolog (Drosophila)	SUZ12	0.019	-1.65	Transcription
213971_s_at	suppressor of zeste 12 homolog (Drosophila) ///	SUZ12 ///	0.045	-1.52	Transcription
	suppressor of zeste 12 homolog pseudogene	SUZ12P			Transcription
1558136_s_at	TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 28kDa	TAF11	0	-2.05	Transcription
209358_at	TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 28kDa	TAF11	0.046	-2.41	Transcription
227278_at	TAF13 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 18kDa	TAF13	0.04	-3.2	Transcription
203938_s_at	TATA box binding protein (TBP)-associated factor, RNA polymerase I, C, 110kDa	TAF1C	0.028	-2.02	Transcription
218750_at	TATA box binding protein (TBP)-associated factor, RNA polymerase I, D, 41kDa	TAF1D	0.041	-2.12	Transcription
222728_s_at	TATA box binding protein (TBP)-associated factor, RNA polymerase I, D, 41kDa	TAF1D	0	-4.24	Transcription
235154_at	TAF3 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 140kDa	TAF3	0.007	-1.69	Transcription
202396_at	transcription elongation regulator 1	TCERG1	0.016	-2.85	Transcription
212931_at	transcription factor 20 (AR1)	TCF20	0.034	-1.97	Transcription
213311_s_at	transcription factor 25 (basic helix-loop-helix)	TCF25	0.002	-3.45	Transcription
203753_at	transcription factor 4	TCF4	0.006	-3.81	Transcription
212382_at	transcription factor 4	TCF4	0.009	-2.52	Transcription
212386_at	transcription factor 4	TCF4	0.001	-3.07	Transcription
212387_at	transcription factor 4	TCF4	0.001	-2.69	Transcription
213891_s_at	transcription factor 4	TCF4	0.026	-2.74	Transcription
228837_at	transcription factor 4	TCF4	0.031	-2.73	Transcription
219231_at	trimethylguanosine synthase homolog (S. cerevisiae)	TGS1	0.028	-1.67	Transcription
238346_s_at	trimethylguanosine synthase homolog (S. cerevisiae)	TGS1	0	-2.13	Transcription
204064_at	THO complex 1	THOC1	0.008	-2.25	Transcription
1316_at	thyroid hormone receptor, alpha (erythroblastic leukemia viral (v-erb-a) oncogene homolog, avian)	THRA	0.019	-1.81	Transcription
242163_at	thyroid hormone receptor associated protein 3	THRAP3	0	-1.68	Transcription
235765_at	transducin-like enhancer of split 4 (E(sp1) homolog, Drosophila)	TLE4	0.041	-1.61	Transcription
228737_at	TOX high mobility group box family member 2	TOX2	0.012	-2.1	Transcription
202642_s_at	transformation/transcription domain-associated protein	TRRAP	0.021	-2.26	Transcription
223393_s_at	teashirt zinc finger homeobox 3	TSHZ3	0.002	-1.87	Transcription
204771_s_at	transcription termination factor, RNA polymerase I	TTF1	0.009	-1.68	Transcription
218082_s_at	upstream binding protein 1 (LBP-1a)	UBP1	0.012	-3.5	Transcription
225982_at	upstream binding transcription factor, RNA polymerase I	UBTF	0.038	-1.63	Transcription
215737_x_at	upstream transcription factor 2, c-fos interacting	USF2	0.049	-1.5	Transcription
212399_s_at	vestigial like 4 (Drosophila)	VGLL4	0.015	-1.78	Transcription
