UID	NAME	C1	C3	C2	EH2	EH6	EH3	EH5	EH1	EH4
A_01_P015901	||  || A_01_P015901 ||  || Homo sapiens dual specificity phosphatase 2 (DUSP2), mRNA. [NM_004418] ||  ||  || 6279378	-1.36	-1.66	-1.94	2.84	0	1.8	1.2	0.9	1.33
A_01_P006242	||  || A_01_P006242 ||  || Homo sapiens ataxia telangiectasia and Rad3 related (ATR), mRNA [NM_001184] ||  ||  || 6291171	-1.98	-1.92	-1.61	-0.21	-0.56	-0.52	-0.85	-0.57	-0.95
A_01_P013066	||  || A_01_P013066 ||  || Homo sapiens E-1 enzyme (MASA), mRNA. [NM_021204] ||  ||  || 6267242	-1.09	-2.42	-1.43	0.3	-0.04	-0.13	0.42	-0.06	0.48
A_01_P016586	||  || A_01_P016586 ||  || Homo sapiens receptor interacting protein kinase 5 (RIPK5), transcript variant 1, mRNA [NM_015375] ||  ||  || 6283926	-1.29	-1.15	-0.9	-0.14	0.7	0.21	0.06	0.14	0.03
A_01_P003487	||  || A_01_P003487 ||  || Homo sapiens carbohydrate (chondroitin 4) sulfotransferase 11 (CHST11), mRNA [NM_018413] ||  ||  || 6272954	-3.19	-2.32	-0.9	0.79	1.19	0.68	-0.03	0.36	0.29
A_01_P010619	||  || A_01_P010619 ||  || ILLUMIGEN_MCQ_33591 Katze_MMPL1 Macaca mulatta cDNA clone IBIUW:11330 5 similar to Bases 1 to 967 highly similar to human CTGF (Hs.410037), mRNA sequence [CN803652] ||  ||  || 6287366	-2.12	-1.89	-1.31	-0.28	-0.44	0.68	0.92	0.16	0.46
A_01_P010986	||  || A_01_P010986 ||  ||  ||  ||  || 6291213	-1.13	-1.1	-1.17	1.44	0.45	0.63	1.33	-0.02	1.23
A_01_P005062	||  || A_01_P005062 ||  || Homo sapiens leucine rich repeat (in FLII) interacting protein 2 (LRRFIP2), mRNA. [NM_006309] ||  ||  || 6270473	-1.44	-1.44	-1.66	0.62	0.8	-0.01	-0.26	-0.34	0.26
A_01_P017963	||  || A_01_P017963 ||  || Homo sapiens PRP38 pre-mRNA processing factor 38 (yeast) domain containing B (PRPF38B), mRNA. [NM_018061] ||  ||  || 6280805	-1.22	-0.89	-1.64	0.7	-0.29	0.82	0.27	0.55	0.41
A_01_P007291	||  || A_01_P007291 ||  || PREDICTED: Macaca mulatta similar to RIKEN cDNA 2510003E04 (LOC717469), mRNA [XR_013639] ||  ||  || 6287754	-1.79	-1.95	-1.22	-0.17	-0.23	-0.67	0.13	-0.34	-0.33
A_01_P002241	||  || A_01_P002241 ||  || Homo sapiens ribosomal protein L27 (RPL27), mRNA [NM_000988] ||  ||  || 6271373	-1.37	-1.02	-0.98	-0.03	-0.11	-0.35	-0.17	-0.3	-0.01
A_01_P001281	||  || A_01_P001281 ||  || Homo sapiens chromosome 10 open reading frame 78 (C10orf78), mRNA [NM_145247] ||  ||  || 6272903	-0.43	-1.36	-0.56	0.88	0.73	0.69	0.43	0.44	0.55
A_01_P015556	||  || A_01_P015556 ||  || Homo sapiens hypothetical protein FLJ22789 (FLJ22789), mRNA. [NM_032230] ||  ||  || 6283390	-1.58	-1.29	-1.05	-0.12	-0.42	-0.07	-0.24	-0.32	-0.43
A_01_P000409	||  || A_01_P000409 ||  || Homo sapiens septin 6 (SEPT6), transcript variant I, mRNA. [NM_145799] ||  ||  || 6267524	-2.89	-1.9	-2.19	0.09	-0.18	-0.96	-0.81	-0.79	-0.5
A_01_P004168	||  || A_01_P004168 ||  || Homo sapiens homeodomain interacting protein kinase 1 (HIPK1), transcript variant 1, mRNA [NM_198268] ||  ||  || 6286072	-1.61	-1.53	-0.57	0.52	0.34	0.63	0.53	0.06	0.06
A_01_P007131	||  || A_01_P007131 ||  || Homo sapiens mitogen-activated protein kinase kinase kinase kinase 5 (MAP4K5), transcript variant 1, mRNA. [NM_006575] ||  ||  || 6271293	-2.3	-1.23	-1.52	0.04	-0.11	-0.23	0.04	-0.22	-0.54
A_01_P018004	||  || A_01_P018004 ||  || Homo sapiens ribosomal protein S28 (RPS28), mRNA [NM_001031] ||  ||  || 6269872	-1.86	-1.41	-1.25	-0.54	0.01	-0.49	-0.24	-0.42	-0.17
A_01_P010122	||  || A_01_P010122 ||  || Homo sapiens ARP6 actin-related protein 6 homolog (yeast) (ACTR6), mRNA [NM_022496] ||  ||  || 6269520	-1.4	-1.74	-1.7	-0.69	-0.73	-0.92	-0.54	-0.5	-0.53
A_01_P006374	||  || A_01_P006374 ||  || Homo sapiens LysM, putative peptidoglycan-binding, domain containing 1 (LYSMD1), mRNA. [NM_212551] ||  ||  || 6286791	-1.14	-1.51	-1.81	-0.32	0.54	-0.16	-0.06	-0.21	-0.23
A_01_P016853	||  || A_01_P016853 ||  || Homo sapiens phosphatidylinositol glycan, class V (PIGV), mRNA. [NM_017837] ||  ||  || 6268633	-1.34	-1.43	-1.64	0.7	-0.58	0.33	0.82	0.09	0.26
A_01_P003892	||  || A_01_P003892 ||  || DB566244 RIKEN full-length enriched human cDNA library, hypothalamus Homo sapiens cDNA clone H033057I09 3, mRNA sequence [DB566244] ||  ||  || 6293091	-0.13	-0.09	-0.18	0.83	0.69	0.47	0.54	0.75	0.66
A_01_P016170	||  || A_01_P016170 ||  || Homo sapiens chromosome 1 open reading frame 26 (C1orf26), mRNA. [NM_017673] ||  ||  || 6276648	-2.45	-2.59	-2.97	-1.69	-1.48	-1.88	-1.44	-1.38	-1.31
A_01_P019880	||  || A_01_P019880 ||  || Homo sapiens activating transcription factor 2 (ATF2), mRNA [NM_001880] ||  ||  || 6279038	-0.45	-0.95	-0.61	0.58	1.3	1.49	0.93	0.4	0.78
A_01_P005643	||  || A_01_P005643 ||  || Homo sapiens hypothetical protein DKFZp566M1046 (DKFZP566M1046), mRNA [NM_032127] ||  ||  || 6271624	-2.25	-1.49	-1.88	-0.66	-0.29	-0.85	-0.82	-0.58	-0.44
A_01_P018073	||  || A_01_P018073 ||  || PREDICTED: Macaca mulatta inositol 1,4,5-triphosphate receptor, type 1 (ITPR1), mRNA [XR_012237] ||  ||  || 6291821	-2.54	-1.52	-1.89	0.39	-0.52	-0.35	-0.32	-0.66	0.16
A_01_P013771	||  || A_01_P013771 ||  || Homo sapiens tumor protein, translationally-controlled 1 (TPT1), mRNA [NM_003295] ||  ||  || 6290006	-2	-1.75	-1.53	-0.67	0.12	-0.58	-0.11	-0.59	-0.6
A_01_P003568	||  || A_01_P003568 ||  || Homo sapiens KIAA0828 protein (KIAA0828), mRNA. [NM_015328] ||  ||  || 6292017	-1.17	-0.9	-0.64	0.98	1.59	0.43	1.62	0.32	1.35
A_01_P011200	||  || A_01_P011200 ||  || Homo sapiens protein tyrosine phosphatase, non-receptor type 12 (PTPN12), mRNA [NM_002835] ||  ||  || 6290931	-1.17	-1.22	-0.6	0.38	0.45	0.15	0.07	-0.09	0.2
A_01_P016113	||  || A_01_P016113 ||  || Homo sapiens similar to splicing factor, arginine/serine-rich 4 (FLJ11021), transcript variant 2, mRNA [NM_198261] ||  ||  || 6292754	-1.5	-1.73	-1.46	0.13	0.15	-0.51	-0.64	-0.42	-0.02
A_01_P008603	||  || A_01_P008603 ||  || Homo sapiens interferon regulatory factor 6 (IRF6), mRNA [NM_006147] ||  ||  || 6269003	0.55	-0.75	-0.41	1.39	1.98	1.4	1.45	1.2	1.71
A_01_P014288	||  || A_01_P014288 ||  || Homo sapiens zinc finger protein 195 (ZNF195), mRNA. [NM_007152] ||  ||  || 6278793	-2	-1.09	-1.37	-0.01	0.08	-0.17	0.25	-0.47	0.36
A_01_P007351	||  || A_01_P007351 ||  || Homo sapiens transforming growth factor, beta receptor I (activin A receptor type II-like kinase, 53kDa) (TGFBR1), mRNA [NM_004612] ||  ||  || 6293858	-1.57	-1.12	-1.35	0.48	-0.03	0	-0.34	-0.36	-0.12
A_01_P014168	||  || A_01_P014168 ||  || PREDICTED: Macaca mulatta nitric oxide synthase 3 (endothelial cell) (NOS3), mRNA [XR_012468] ||  ||  || 6285921	-1.73	-1.91	-1.99	-0.09	0.04	-0.41	-0.84	-0.58	-0.88
A_01_P019614	||  || A_01_P019614 ||  || PREDICTED: Macaca mulatta similar to butyrophilin, subfamily 2, member A2 isoform a (LOC705417), mRNA [XR_011441] ||  ||  || 6287018	-1.27	-1.36	-1.54	-0.41	-0.32	-0.56	0.16	-0.16	-0.4
A_01_P020096	||  || A_01_P020096 ||  || Homo sapiens hypothetical protein FLJ10379 (FLJ10379), mRNA. [NM_018079] ||  ||  || 6282567	-0.16	-0.84	-0.58	1.21	1.69	1.12	0.6	0.75	0.85
A_01_P004031	||  || A_01_P004031 ||  || Homo sapiens neural precursor cell expressed, developmentally down-regulated 9 (NEDD9), mRNA. [NM_006403] ||  ||  || 6269697	-1.1	-0.49	-1.37	0.63	0.43	0.51	1.6	0.63	1.29
A_01_P000411	||  || A_01_P000411 ||  || ILLUMIGEN_MCQ_32283 Katze_MMBR Macaca mulatta cDNA clone IBIUW:38694 5 similar to Bases 2 to 489 highly similar to human PAG (Hs.266175), mRNA sequence [DV768384] ||  ||  || 6280789	-0.36	-0.82	-1.72	0.95	0.42	0.87	0.52	0.62	0.7
A_01_P018872	||  || A_01_P018872 ||  || Homo sapiens mitogen-activated protein kinase 1 (MAPK1), transcript variant 2, mRNA. [NM_138957] ||  ||  || 6272147	-0.41	-0.11	-0.37	1.59	1.08	0.68	1.43	0.7	1.38
A_01_P008339	||  || A_01_P008339 ||  || Homo sapiens caspase 1, apoptosis-related cysteine protease (interleukin 1, beta, convertase) (CASP1), transcript variant beta, mRNA. [NM_001223] ||  ||  || 6287621	-1.72	0.05	-0.61	2.11	0.89	1.84	1.69	1.01	2.03
A_01_P017450	||  || A_01_P017450 ||  || Homo sapiens jub, ajuba homolog (Xenopus laevis) (JUB), transcript variant 1, mRNA. [NM_032876] ||  ||  || 6280683	-2.34	-2.08	-1.88	-0.15	-0.11	-0.74	-0.53	-0.74	-1.2
A_01_P019590	||  || A_01_P019590 ||  || Homo sapiens protease, serine, 16 (thymus) (PRSS16), mRNA. [NM_005865] ||  ||  || 6270242	-1.2	-1.46	-1.4	-0.54	-0.01	0.29	-0.23	-0.28	0.24
A_01_P018144	||  || A_01_P018144 ||  || Homo sapiens lysophospholipase-like 1 (LYPLAL1), mRNA. [NM_138794] ||  ||  || 6280118	-0.93	-1.26	-1.55	0.08	0.3	-0.36	-0.17	-0.12	-0.12
A_01_P009167	||  || A_01_P009167 ||  || Homo sapiens ACN9 homolog (S. cerevisiae) (ACN9), mRNA [NM_020186] ||  ||  || 6270615	-1.41	-0.67	-0.75	4.3	1.06	4.47	4.47	1.83	4.49
A_01_P003929	||  || A_01_P003929 ||  || Homo sapiens tumor necrosis factor receptor superfamily, member 18 (TNFRSF18), transcript variant 1, mRNA. [NM_004195] ||  ||  || 6268829	-1.57	-1.16	-0.39	2.03	0.55	2.77	1.56	1.14	1.19
A_01_P011477	||  || A_01_P011477 ||  || Homo sapiens human immune associated nucleotide 2 (hIAN2), mRNA [NM_024711] ||  ||  || 6288834	-1.47	-0.42	-1.02	1.87	0.59	1.98	1.52	0.44	1.17
A_01_P012166	||  || A_01_P012166 ||  || MMSP0022_D04 MMSP Macaca mulatta cDNA, mRNA sequence [CB554865] ||  ||  || 6270356	-1.97	-1.91	-0.49	0.82	0.33	0.64	1.14	0.01	1.06
A_01_P000467	||  || A_01_P000467 ||  || Homo sapiens hypothetical protein FLJ10546 (FLJ10546), mRNA [NM_018133] ||  ||  || 6270484	-1.84	-0.85	-0.77	0.23	0.42	-0.01	0.46	0.51	0.7
A_01_P013919	||  || A_01_P013919 ||  || Homo sapiens purinergic receptor P2Y, G-protein coupled, 5 (P2RY5), mRNA. [NM_005767] ||  ||  || 6274494	-1.34	-0.22	-0.63	2.04	0.55	1.24	1.33	0.85	1.43
A_01_P017894	||  || A_01_P017894 ||  || MMPL0028_H02 MMPL Macaca mulatta cDNA, mRNA sequence [CB550176] ||  ||  || 6290045	-2.35	-1.81	-1.64	0.08	-1.04	-0.25	-0.29	-0.61	-0.21
A_01_P010024	||  || A_01_P010024 ||  || Homo sapiens hypothetical protein MGC40397 (MGC40397), mRNA. [NM_152318] ||  ||  || 6282569	-0.38	-0.3	-0.1	0.92	0.8	0.71	0.37	1.01	0.74
A_01_P015023	||  || A_01_P015023 ||  || Homo sapiens RAD17 homolog (S. pombe) (RAD17), transcript variant 1, mRNA. [NM_133338] ||  ||  || 6284460	-2.54	-1.7	-1.2	-0.04	0.42	-0.5	0.09	-0.1	-0.3
A_01_P005326	||  || A_01_P005326 ||  || Homo sapiens COBW domain containing 2 (CBWD2), mRNA [NM_172003] ||  ||  || 6284962	-2.56	-2.1	-2.31	-0.42	-0.21	-0.51	-1.13	-0.78	-1.38
A_01_P018953	||  || A_01_P018953 ||  || Homo sapiens TH1-like (Drosophila) (TH1L), transcript variant 1, mRNA. [NM_198976] ||  ||  || 6286333	-0.98	-1.13	-1.46	0.15	0.11	-0.44	-0.13	0.19	-0.18
A_01_P012939	||  || A_01_P012939 ||  || Homo sapiens mitochondrial ribosome recycling factor (MRRF), nuclear gene encoding mitochondrial protein, transcript variant 3, mRNA [NM_199176] ||  ||  || 6282108	-1.32	-2.16	-2.06	-0.26	-0.27	-0.67	0.36	-0.56	-0.32
A_01_P003317	||  || A_01_P003317 ||  || Homo sapiens ribosomal protein, large P2 (RPLP2), mRNA [NM_001004] ||  ||  || 6282975	-1.17	-0.9	-0.94	-0.19	0.1	-0.16	-0.05	-0.37	0
A_01_P004912	||  || A_01_P004912 ||  || Homo sapiens F-box protein 34 (FBXO34), mRNA. [NM_017943] ||  ||  || 6270227	-1.13	-1.66	-1.34	1.41	0.19	0.76	1.51	-0.21	1.24
A_01_P009426	||  || A_01_P009426 ||  || Homo sapiens mitochondrial ribosomal protein S27 (MRPS27), nuclear gene encoding mitochondrial protein, mRNA. [NM_015084] ||  ||  || 6287011	-0.3	-1.72	-1.62	0.48	0.56	0.67	0.64	0.46	0.21
A_01_P018451	||  || A_01_P018451 ||  || Homo sapiens chromosome 1 open reading frame 128 (C1orf128), mRNA. [NM_020362] ||  ||  || 6272172	-1.17	-1.87	-1.31	-0.05	0.26	-0.32	-0.17	-0.32	-0.46
A_01_P008539	||  || A_01_P008539 ||  || Homo sapiens similar to hepatocellular carcinoma-associated antigen HCA557b (LOC151194), mRNA. [NM_145280] ||  ||  || 6293974	-1.47	-0.76	-0.39	0.89	0.78	2.03	2.09	0.67	1.74
A_01_P012922	||  || A_01_P012922 ||  || Homo sapiens HIV-1 Rev binding protein (HRB), mRNA [NM_004504] ||  ||  || 6269976	-0.68	-1.92	-1.05	0.83	0.54	0.98	0.93	-0.15	0.6
A_01_P001701	||  || A_01_P001701 ||  || Homo sapiens ELYS transcription factor-like protein TMBS62 (ELYS), mRNA [NM_015446] ||  ||  || 6271038	-2.33	-1.25	-2.29	-0.03	-0.2	-0.62	-0.24	-0.45	-0.74
A_01_P008585	||  || A_01_P008585 ||  || Homo sapiens similar to bovine IgA regulatory protein (LOC492311), mRNA [NM_001007189] ||  ||  || 6268022	-1.14	-1.41	-1.04	-0.16	0.24	-0.3	0.43	0.27	-0.25
A_01_P002917	||  || A_01_P002917 ||  || Homo sapiens 3-hydroxyisobutyryl-Coenzyme A hydrolase (HIBCH), transcript variant 1, mRNA. [NM_014362] ||  ||  || 6291089	-0.92	-1.76	-1.45	0.2	1.08	0.28	0.28	0.55	-0.33
A_01_P019866	||  || A_01_P019866 ||  || Homo sapiens peroxisome biogenesis factor 13 (PEX13), mRNA [NM_002618] ||  ||  || 6284112	-0.6	-1.67	-0.61	0.73	0.77	0.12	0.91	0.63	0.54
A_01_P017684	||  || A_01_P017684 ||  || Homo sapiens hypothetical protein FLJ12681 (FLJ12681), mRNA. [NM_022773] ||  ||  || 6272894	-1.8	-0.51	-0.99	0.69	0.23	0.39	0.77	0.2	0.71
A_01_P002948	||  || A_01_P002948 ||  || Homo sapiens tumor protein, translationally-controlled 1 (TPT1), mRNA [NM_003295] ||  ||  || 6276742	-2.03	-1.66	-1.52	-0.39	-0.45	-0.86	-0.26	-0.69	-0.85
A_01_P010530	||  || A_01_P010530 ||  || Homo sapiens NF-kappa B-repressing factor (NRF), mRNA [NM_017544] ||  ||  || 6273522	-0.82	-1.02	-1	-0.14	0.06	-0.16	-0.05	-0.36	-0.21
A_01_P014988	||  || A_01_P014988 ||  || Homo sapiens chromosome 20 open reading frame 100 (C20orf100), mRNA. [NM_032883] ||  ||  || 6270777	-1.38	-1.41	-1.64	1.01	-0.74	0.49	0.45	0.67	0.45
A_01_P016780	||  || A_01_P016780 ||  || Homo sapiens chemokine (C-C motif) ligand 3-like, centromeric (MGC12815), mRNA [NM_001001437] ||  ||  || 6273467	-0.44	-1.1	-0.36	3.41	0.55	2.74	1.89	3.27	3.01
A_01_P010827	||  || A_01_P010827 ||  || Homo sapiens colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage) (CSF2RA), transcript variant 1, mRNA. [NM_006140] ||  ||  || 6278225	-0.52	-0.4	-0.61	2.87	0.42	3.03	2.35	2.04	2.83
A_01_P013399	||  || A_01_P013399 ||  || PREDICTED: Macaca mulatta similar to activating transcription factor 2 (LOC699072), mRNA [XR_011460] ||  ||  || 6280286	-2.03	-0.63	-1.68	0.26	0.34	0.41	0.44	0.06	-0.18
A_01_P019278	||  || A_01_P019278 ||  || Homo sapiens ninjurin 2 (NINJ2), mRNA. [NM_016533] ||  ||  || 6275272	-0.51	-1.4	-1.64	1.52	0.71	1.01	0.21	1.02	0.18
A_01_P001720	||  || A_01_P001720 ||  || Homo sapiens mannose receptor, C type 1 (MRC1), mRNA [NM_002438] ||  ||  || 6284864	-0.1	-0.27	-0.58	2.91	0.66	2.52	2.42	1.66	2.16
A_01_P001531	||  || A_01_P001531 ||  || PREDICTED: Macaca mulatta hypothetical protein LOC712606 (LOC712606), mRNA [XR_012661] ||  ||  || 6270842	-1.43	-1.78	-1.3	-0.58	-0.48	-0.68	-0.14	-0.58	-0.53
A_01_P000318	||  || A_01_P000318 ||  || Homo sapiens hypothetical protein FLJ21308 (FLJ21308), mRNA [NM_024615] ||  ||  || 6269055	-2.38	-1.5	-1.85	-0.37	-0.84	-0.56	-0.36	0.32	-0.31
A_01_P007901	||  || A_01_P007901 ||  || PREDICTED: Macaca mulatta similar to butyrophilin, subfamily 2, member A2 isoform a (LOC705417), mRNA [XR_011441] ||  ||  || 6282242	-1.81	-2.07	-1.35	-0.6	-0.62	-0.82	-0.07	-0.16	-0.25
A_01_P013378	||  || A_01_P013378 ||  || Homo sapiens a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 1 (ADAMTS1), mRNA [NM_006988] ||  ||  || 6274011	-3.81	-2.16	-2.25	-1.17	-0.33	-1.07	-0.36	-0.62	-0.46
A_01_P008759	||  || A_01_P008759 ||  || Homo sapiens collagen triple helix repeat containing 1 (CTHRC1), mRNA [NM_138455] ||  ||  || 6274869	-1.52	-0.93	-0.63	2.86	0.65	1.19	1.35	0.8	1.88
A_01_P016836	||  || A_01_P016836 ||  || Homo sapiens human immune associated nucleotide 2 (hIAN2), mRNA [NM_024711] ||  ||  || 6284009	-0.6	-0.51	-0.23	1.81	0.79	2.13	1.56	0.62	1.47
A_01_P003697	||  || A_01_P003697 ||  || PREDICTED: Homo sapiens hypothetical LOC391169 (LOC391169), mRNA [XM_372816] ||  ||  || 6292339	-0.74	-0.07	0.5	1.84	1.73	1.69	1.2	1.49	1.07
A_01_P002538	||  || A_01_P002538 ||  || Homo sapiens hypothetical protein HSPC138 (HSPC138), mRNA. [NM_016401] ||  ||  || 6272078	-0.69	-0.44	0.41	0.94	0.91	1.39	1.33	1.41	1.59
A_01_P013192	||  || A_01_P013192 ||  || Homo sapiens activating transcription factor 3 (ATF3), mRNA [NM_004024] ||  ||  || 6286748	-1.63	-2.39	-1.56	-0.48	0.4	-0.4	1.34	0.7	0.42
A_01_P013622	||  || A_01_P013622 ||  || Homo sapiens kinesin family member 5B (KIF5B), mRNA [NM_004521] ||  ||  || 6290799	-2.29	-0.85	-1.94	0.98	-0.12	-0.22	0.57	0.07	0.55
A_01_P007904	||  || A_01_P007904 ||  || 602140129F1 NIH_MGC_46 Homo sapiens cDNA clone IMAGE:4301287 5, mRNA sequence [BF683837] ||  ||  || 6291203	-2.24	-1.91	-1.71	-0.9	-1.03	-1.07	-1.11	-1.18	-0.79
A_01_P013856	||  || A_01_P013856 ||  || Homo sapiens BAI1-associated protein 2 (BAIAP2), transcript variant 2, mRNA [NM_017451] ||  ||  || 6279634	-0.85	-1.81	-2.23	-0.01	0.66	-0.02	-0.16	1.07	0.7
A_01_P005635	||  || A_01_P005635 ||  || AGENCOURT_10576406 NIH_MGC_127 Homo sapiens cDNA clone IMAGE:6699618 5, mRNA sequence [BU934244] ||  ||  || 6280066	-1.12	-0.33	-1.42	0.45	0.34	0.22	0.99	0.73	0.43
A_01_P018916	||  || A_01_P018916 ||  || Homo sapiens dendritic cell-derived ubiquitin-like protein (DC-UbP), mRNA [NM_152277] ||  ||  || 6276213	-0.67	-0.81	-1	0.97	0.49	1.1	1.12	-0.12	0.92
A_01_P018973	||  || A_01_P018973 ||  || ILLUMIGEN_MCQ_70634 Katze_MMTE Macaca mulatta cDNA clone IBIUW:40195 5 similar to Bases 4 to 751 highly similar to human HLA-DRB1 (Hs.520049), mRNA sequence [DV770912] ||  ||  || 6274015	-1.14	-0.3	-0.01	1.47	0.54	1.37	1.76	1.01	1.54
A_01_P005955	||  || A_01_P005955 ||  || Homo sapiens zinc finger, CCHC domain containing 10 (ZCCHC10), mRNA. [NM_017665] ||  ||  || 6284924	-1.08	-1.33	-1.56	0.78	-0.45	0.48	0.53	-0.19	0.38
A_01_P004580	||  || A_01_P004580 ||  || Homo sapiens lectin, galactoside-binding, soluble, 2 (galectin 2) (LGALS2), mRNA [NM_006498] ||  ||  || 6283381	-0.84	0	-0.52	2.4	1.05	2.79	1.25	1.53	1.33
A_01_P016790	||  || A_01_P016790 ||  || ILLUMIGEN_MCQ_24128 Katze_MMSP Macaca mulatta cDNA clone IBIUW:10339 5 similar to Bases 1 to 1015 highly similar to human RBM7 (Hs.124177), mRNA sequence [CN645523] ||  ||  || 6278142	-0.14	-1.59	0.17	1.51	1.09	1.41	1.84	1.18	1.5
A_01_P013923	||  || A_01_P013923 ||  || Homo sapiens amyloid beta precursor protein (cytoplasmic tail) binding protein 2 (APPBP2), mRNA. [NM_006380] ||  ||  || 6292396	-1.44	-1.41	-1.05	0.64	1.35	0.29	0.55	-0.42	0.54
A_01_P007735	||  || A_01_P007735 ||  || ILLUMIGEN_MCQ_8080 Katze_MMPL2 Macaca mulatta cDNA clone IBIUW:3409 5 similar to Bases 1 to 848 highly similar to human PHF3 (Hs.348921), mRNA sequence [CN643569] ||  ||  || 6267181	-2.33	-2.05	-1.39	-0.16	0.39	-0.84	-0.44	0.23	-0.46
A_01_P001085	||  || A_01_P001085 ||  || Homo sapiens baculoviral IAP repeat-containing 3 (BIRC3), transcript variant 1, mRNA [NM_001165] ||  ||  || 6275417	-1.57	-0.57	-1.13	2.93	-0.14	3.19	3.34	2.71	3.27
A_01_P004483	||  || A_01_P004483 ||  || Homo sapiens hypothetical protein FLJ23825 (FLJ23825), mRNA. [NM_173620] ||  ||  || 6268374	-2.67	-1.79	-2.12	-1.01	-0.63	-1.08	-1.19	-0.99	-0.61
A_01_P009577	||  || A_01_P009577 ||  || Homo sapiens golgi phosphoprotein 4 (GOLPH4), mRNA. [NM_014498] ||  ||  || 6267184	-1.22	-1.85	-1.42	-0.39	-0.39	-0.67	0.02	-0.39	0.01
A_01_P018046	||  || A_01_P018046 ||  || Homo sapiens radixin (RDX), mRNA. [NM_002906] ||  ||  || 6278687	-1.65	-1.48	-0.93	0.06	0.23	0.18	-0.11	-0.33	-0.49
A_01_P008346	||  || A_01_P008346 ||  || Homo sapiens down-regulator of transcription 1, TBP-binding (negative cofactor 2) (DR1), mRNA. [NM_001938] ||  ||  || 6269174	-1.82	-1.06	-1.49	1.03	0.3	-0.3	1.24	-0.07	0.6
A_01_P012169	||  || A_01_P012169 ||  ||  ||  ||  || 6276880	-2.04	-1.72	-0.78	0.27	-0.38	0.24	0.25	-0.18	0.47
A_01_P013861	||  || A_01_P013861 ||  || Homo sapiens tumor necrosis factor, alpha-induced protein 3 (TNFAIP3), mRNA. [NM_006290] ||  ||  || 6271760	0.12	0.22	0.07	1.69	1.74	1.55	1.29	2.32	0.99
A_01_P018567	||  || A_01_P018567 ||  || Homo sapiens cyclin J (CCNJ), mRNA [NM_019084] ||  ||  || 6282077	-1.61	-1.75	-1.17	-0.33	0.27	-0.34	-0.51	-0.41	-0.48
A_01_P019251	||  || A_01_P019251 ||  || Homo sapiens syntaxin binding protein 5 (tomosyn) (STXBP5), mRNA [NM_139244] ||  ||  || 6281389	-0.96	-1.37	-1.14	0.74	-0.39	0.24	0.45	-0.04	0.23
A_01_P007430	||  || A_01_P007430 ||  ||  ||  ||  || 6273295	-0.79	-1.72	-1.95	0.28	-0.25	0.14	0.8	-0.2	0.38
A_01_P019043	||  || A_01_P019043 ||  || Homo sapiens chromosome 1 open reading frame 25 (C1orf25), mRNA. [NM_030934] ||  ||  || 6290434	-1.95	-0.73	-1.65	0.3	0.26	-0.3	0.34	-0.08	0.74
A_01_P006318	||  || A_01_P006318 ||  || Homo sapiens ribosomal protein S19 (RPS19), mRNA [NM_001022] ||  ||  || 6274373	-1.07	-0.71	-0.74	0.05	0.23	-0.22	0.13	-0.08	0.13
A_01_P003587	||  || A_01_P003587 ||  || Homo sapiens apelin, AGTRL1 ligand (APLN), mRNA [NM_017413] ||  ||  || 6268524	-1.9	-1.69	-1.48	2.06	-0.2	1.04	0.34	0	0.58
A_01_P007835	||  || A_01_P007835 ||  || Homo sapiens ribosomal protein L23 (RPL23), mRNA [NM_000978] ||  ||  || 6286914	-1.94	-1.34	-1.57	-0.23	-0.49	-0.84	-0.65	-0.53	-0.67
A_01_P003132	||  || A_01_P003132 ||  || Homo sapiens ribosomal protein L8 (RPL8), transcript variant 2, mRNA [NM_033301] ||  ||  || 6284918	-1.33	-1.21	-1.05	-0.24	0.42	-0.22	0.04	-0.42	-0.14
A_01_P010206	||  || A_01_P010206 ||  || Homo sapiens butyrophilin, subfamily 3, member A3 (BTN3A3), transcript variant 1, mRNA [NM_006994] ||  ||  || 6291437	-0.37	-0.47	-0.23	1.28	0.49	1.04	1.73	0.86	1.73
A_01_P009668	||  || A_01_P009668 ||  || Homo sapiens cortactin binding protein 2 (CTTNBP2), mRNA. [NM_033427] ||  ||  || 6293897	-1.17	-0.93	-1.18	1.24	0.03	1.62	1.66	0.26	1.89
A_01_P007361	||  || A_01_P007361 ||  || Homo sapiens mRNA for FLJ00368 protein [AK090447] ||  ||  || 6269091	-0.86	-0.84	-0.91	0.14	-0.14	0.35	-0.25	0.2	-0.03
A_01_P003068	||  || A_01_P003068 ||  || PREDICTED: Macaca mulatta hypothetical protein LOC698122 (LOC698122), mRNA [XR_010884] ||  ||  || 6269340	-1.92	-1.57	-1.91	-0.06	-0.59	-0.85	0.34	-0.47	0.37
A_01_P016375	||  || A_01_P016375 ||  || ILLUMIGEN_MCQ_10217 Katze_MMPL2 Macaca mulatta cDNA clone IBIUW:9146 5 similar to Bases 281 to 704 highly similar to human MGC61550 (Hs.6734), mRNA sequence [CN644333] ||  ||  || 6279652	-2.26	-2.05	-2.41	-0.2	-1.13	-1.2	-1.1	-0.74	-1.14
