Gene	GeneID	Probeset	Is.Sense	Fold.change	P.Adj	Symbol	Symbol.alt	Chromosome	Alternative symbols	Official full name
INPP5D	3635	ADXCRPD.4801.C2_s_at	TRUE	0.622943498	0.000159461	INPP5D	INPP5D	2q37.1	MGC104855|MGC142140|MGC142142|SHIP|SHIP1|SIP-145|hp51CN	inositol polyphosphate-5-phosphatase, 145kDa
ITGA6	3655	ADXCRPD.16185.C1_at	FALSE	0.815083238	0.000173566	ITGA6	ITGA6	2q31.1	CD49f|DKFZp686J01244|FLJ18737|ITGA6B|VLA-6	integrin, alpha 6
TFAP2A	7020	ADXCRAD_BM719170_at	TRUE	-0.846867186	0.000192944	TFAP2A	TFAP2A	6p24	AP-2|AP-2alpha|AP2TF|BOFS|FLJ51761|TFAP2	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)
DPEP1	1800	ADXCRPD.6962.C1_at	TRUE	1.143113099	0.000208484	DPEP1	DPEP1	16q24.3	MBD1|MDP|RDP	dipeptidase 1 (renal)
PLAGL2	5326	ADXCRAG_D83784_s_at	TRUE	0.728910695	0.000211814	PLAGL2	PLAGL2	20q11.21	FLJ23283|ZNF900	pleiomorphic adenoma gene-like 2
EPDR1	54749	ADXCRPD.4010.C1_s_at	TRUE	0.844944625	0.000216345	EPDR1	EPDR1	7p14.1	EPDR|MERP-1|MERP1|UCC1	ependymin related protein 1 (zebrafish)
TNNC2	7125	ADXCRAG_M33772_s_at	TRUE	1.201422511	0.000219804	TNNC2	TNNC2	20q12-q13.11		troponin C type 2 (fast)
PCDH21	92211	ADXCRPDRC.13136.C1_s_at	TRUE	0.880525333	0.000223419	CDHR1	CDHR1	10q23.1	CORD15|DKFZp434A132|KIAA1775|PCDH21|PRCAD	cadherin-related family member 1
PCLO	27445	ADXCRAD_XM_374484_at	TRUE	1.377379422	0.000282158	PCLO	PCLO	7q11.23-q21.3	ACZ|DKFZp779G1236	piccolo (presynaptic cytomatrix protein)
ITGA6	3655	ADXCRSS.Hs#S1919862_at	TRUE	0.744086046	0.000287667	ITGA6	ITGA6	2q31.1	CD49f|DKFZp686J01244|FLJ18737|ITGA6B|VLA-6	integrin, alpha 6
TSPAN6	7105	ADXCRIH.1064.C1_at	TRUE	0.815628146	0.000288453	TSPAN6	TSPAN6	Xq22	T245|TM4SF6|TSPAN-6	tetraspanin 6
ZNF141	7700	ADXCRAG_BC036854_x_at	FALSE	0.720950707	0.00031456	ZNF141	ZNF141	4p16.3	D4S90|pHZ-44	zinc finger protein 141
SEMA5A	9037	ADXCRAD_BX093167_at	TRUE	0.683045917	0.000315116	SEMA5A	SEMA5A	5p15.2	FLJ12815|SEMAF|semF	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A
DNAH2	146754	ADXCRAD_BM711746_s_at	TRUE	-0.733389331	0.000335174	DNAH2	DNAH2	17p13.1	DNAHC2|DNHD3|FLJ46675|KIAA1503	dynein, axonemal, heavy chain 2
TCN1	6947	ADXCRPD.11039.C1_at	FALSE	-0.718301775	0.000343411	TCN1	TCN1	11q11-q12	TC-1|TC1|TCI	transcobalamin I (vitamin B12 binding protein, R binder family)
AGR2	10551	ADXCRPD.2169.C1_s_at	TRUE	-1.03683915	0.00034761	AGR2	AGR2	7p21.3	AG2|GOB-4|HAG-2|PDIA17|XAG-2	anterior gradient homolog 2 (Xenopus laevis)
CELP	1057	ADXCRAD_NM_001808_s_at	TRUE	1.245623006	0.000361443	CELP	CELP	9q34.3	CELL|FLJ25862|cell1|cell2|cell3	carboxyl ester lipase pseudogene
APCDD1	147495	ADXCRPD.4535.C1_s_at	TRUE	1.101213747	0.000390552	APCDD1	APCDD1	18p11.22	B7323|DRAPC1	adenomatosis polyposis coli down-regulated 1
DDC	1644	ADXCRAD_CD013938_s_at	TRUE	1.037640794	0.000391622	DDC	DDC	7p12.2	AADC	dopa decarboxylase (aromatic L-amino acid decarboxylase)
PCDH21	92211	ADXCRPD.13136.C1_at	FALSE	0.645145464	0.000393395	CDHR1	CDHR1	10q23.1	CORD15|DKFZp434A132|KIAA1775|PCDH21|PRCAD	cadherin-related family member 1
DPP4	1803	ADXCRAD_BP334262_s_at	TRUE	-1.407657902	0.000393395	DPP4	DPP4	2q24.3	ADABP|ADCP2|CD26|DPPIV|TP103	dipeptidyl-peptidase 4
MUC3B	57876	ADXCRPD.16234.C1_at	FALSE	0.719475864	0.000393395	MUC3B	MUC3B	7q22	MUC3|MUC3A	mucin 3B, cell surface associated
TM9SF4	9777	ADXCRAG_BC022850_s_at	TRUE	0.588200926	0.000393395	TM9SF4	TM9SF4	20q11.21	KIAA0255|dJ836N17.2	transmembrane 9 superfamily protein member 4
ATP10B	23120	ADXCRAD_BM714193_s_at	TRUE	0.982594679	0.000393395	ATP10B	ATP10B	5q34	ATPVB|FLJ21477|KIAA0715	ATPase, class V, type 10B
SYT13	57586	ADXCRAD_BM931884_at	TRUE	-1.590541111	0.000393395	SYT13	SYT13	11p12-p11	KIAA1427	synaptotagmin XIII
PCDH21	92211	ADXCRPD.8299.C1_s_at	TRUE	0.857829361	0.000393479	CDHR1	CDHR1	10q23.1	CORD15|DKFZp434A132|KIAA1775|PCDH21|PRCAD	cadherin-related family member 1
SLC26A2	1836	ADXCRIH.2831.C1_s_at	TRUE	1.09303946	0.000409988	SLC26A2	SLC26A2	5q31-q34	D5S1708|DTD|DTDST|EDM4|MST153|MSTP157	solute carrier family 26 (sulfate transporter), member 2
CEACAM5	1048	ADXCRPD.11630.C1_at	FALSE	0.816364286	0.000430396	CEACAM5	CEACAM5	19q13.1-q13.2	CD66e|CEA|DKFZp781M2392	carcinoembryonic antigen-related cell adhesion molecule 5
SATB2	23314	RDCR114_A04_at	TRUE	0.873922745	0.000459482	SATB2	SATB2	2q33	FLJ21474|FLJ32076|KIAA1034|MGC119474|MGC119477	SATB homeobox 2
CXCL3	2921	ADXCRAG_NM_002090_s_at	TRUE	1.020258255	0.000471678	CXCL3	CXCL3	4q21	CINC-2b|GRO3|GROg|MIP-2b|MIP2B|SCYB3	chemokine (C-X-C motif) ligand 3
SATB2	23314	ADXCRAD_NM_015265_s_at	TRUE	1.029788824	0.000474867	SATB2	SATB2	2q33	FLJ21474|FLJ32076|KIAA1034|MGC119474|MGC119477	SATB homeobox 2
BTG2	7832	ADXCRIH.1159.C1_s_at	TRUE	0.644109131	0.000492697	BTG2	BTG2	1q32	MGC126063|MGC126064|PC3|TIS21	BTG family, member 2
CTTNBP2	83992	ADXCRAD_NM_033427_s_at	TRUE	0.909954193	0.000517266	CTTNBP2	CTTNBP2	7q31	C7orf8|CORTBP2|FLJ34229|KIAA1758|MGC104579|Orf4	cortactin binding protein 2
ACVRL1	94	ADXCRPD.9589.C1_at	TRUE	1.083821958	0.000517266	ACVRL1	ACVRL1	12q11-q14	ACVRLK1|ALK-1|ALK1|HHT|HHT2|ORW2|SKR3|TSR-I	activin A receptor type II-like 1
CFTR	1080	ADXCRAD_NM_000492_x_at	TRUE	0.746967211	0.000556749	CFTR	CFTR	7q31.2	ABC35|ABCC7|CF|CFTR/MRP|MRP7|TNR-CFTR|dJ760C5.1	cystic fibrosis transmembrane conductance regulator (ATP-binding cassette sub-family C, member 7)
KLK7	5650	ADXCRAG_NM_005046_s_at	TRUE	-1.039869529	0.000572737	KLK7	KLK7	19q13.41	PRSS6|SCCE|hK7	kallikrein-related peptidase 7
LRRC19	64922	ADXCRIHRC.2530.C1_s_at	TRUE	0.797352711	0.000574849	LRRC19	LRRC19	9p21.2	FLJ21302	leucine rich repeat containing 19
PCDH21	92211	ADXCRAD_BC038799_at	FALSE	1.23781806	0.000584322	CDHR1	CDHR1	10q23.1	CORD15|DKFZp434A132|KIAA1775|PCDH21|PRCAD	cadherin-related family member 1
CXorf50B	653687	ADXCRAD_NM_152693_at	TRUE	0.685885334	0.000598978	NCRNA00246B	NCRNA00246B	Xq13.2	CXorf50B	non-protein coding RNA 246B
NPTX2	4885	ADXCRAD_BX117099_at	TRUE	1.783256566	0.000628362	NPTX2	NPTX2	7q21.3-q22.1	NARP|NP-II|NP2	neuronal pentraxin II
TRPM6	140803	ADXCRAG_NM_017662_s_at	TRUE	0.994966861	0.000628362	TRPM6	TRPM6	9q21.13	CHAK2|HMGX|HOMG|HOMG1|HSH	transient receptor potential cation channel, subfamily M, member 6
DDX52	11056	ADXCRAG_BC041785_at	TRUE	0.675939696	0.000631161	DDX52	DDX52	17q21.1	HUSSY19|ROK1	DEAD (Asp-Glu-Ala-Asp) box polypeptide 52
PPP1R14D	54866	ADXCRPD.7272.C1_s_at	TRUE	0.608400145	0.000631161	PPP1R14D	PPP1R14D	15q15.1	CPI17-like|FLJ20251|GBPI-1|GBPI1|MGC119014|MGC119016	protein phosphatase 1, regulatory (inhibitor) subunit 14D
MYC	4609	ADXCRIH.2640.C1_s_at	TRUE	1.0226039	0.000631161	MYC	MYC	8q24.21	MRTL|bHLHe39|c-Myc	v-myc myelocytomatosis viral oncogene homolog (avian)
LOC100133408	100133408	ADXCRPD.17832.C1_x_at	FALSE	0.602489137	0.000636035	LOC100133408				hypothetical protein LOC100133408
LSAMP	4045	ADXCRAD_AL119305_at	TRUE	-1.06317427	0.000678161	LSAMP	LSAMP	3q13.2-q21	FLJ34254|FLJ35396|FLJ37216|FLJ54658|IGLON3|LAMP	limbic system-associated membrane protein
RAB32	10981	ADXCRPD.4345.C1_at	TRUE	0.957523688	0.000684382	RAB32	RAB32	6q24.3		RAB32, member RAS oncogene family
PHF16	9767	ADXCRPD.5267.C1_at	TRUE	0.89428228	0.000688793	PHF16	PHF16	Xp11.23	JADE3|KIAA0215|MGC138748|MGC138749	PHD finger protein 16
CCND2	894	ADXCRPD.2812.C1_x_at	FALSE	0.839718541	0.000694287	CCND2	CCND2	12p13	KIAK0002|MGC102758	cyclin D2
PSCA	8000	ADXCRPD.17568.C1_at	TRUE	-0.587779465	0.000694479	PSCA	PSCA	8q24.2	PRO232	prostate stem cell antigen
MUC12	10071	ADXCRPD.17771.C1_at	FALSE	0.79971305	0.000728774	MUC12	MUC12	7q22	MUC-11|MUC-12|MUC11	mucin 12, cell surface associated
HOXD3	3232	ADXCRAG_XM_379147_at	FALSE	-1.028168781	0.000802003	HOXD3	HOXD3	2q31.1	HOX1D|HOX4|HOX4A|Hox-4.1|MGC10470	homeobox D3
PHF16	9767	ADXCRPD.5267.C1_x_at	TRUE	0.752478583	0.000831691	PHF16	PHF16	Xp11.23	JADE3|KIAA0215|MGC138748|MGC138749	PHD finger protein 16
MALL	7851	ADXCRPD.9365.C1_x_at	TRUE	-0.767105041	0.000852748	MALL	MALL	2q13	BENE|MGC4419	mal, T-cell differentiation protein-like
SPRED1	161742	ADXCRIH.3809.C1_s_at	TRUE	-0.814189234	0.00091735	SPRED1	SPRED1	15q14	FLJ33903|NFLS	sprouty-related, EVH1 domain containing 1
ETS2	2114	ADXCRIH.651.C1_s_at	TRUE	0.905254871	0.000989393	ETS2	ETS2	21q22.3|21q22.2	ETS2IT1	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)
TMPRSS3	64699	ADXCRPD.3264.C1_s_at	TRUE	-1.081813015	0.001081925	TMPRSS3	TMPRSS3	21q22.3	DFNB10|DFNB8|ECHOS1|TADG12	transmembrane protease, serine 3
CCND2	894	ADXCRAD_CD655654_s_at	TRUE	0.794471177	0.001144127	CCND2	CCND2	12p13	KIAK0002|MGC102758	cyclin D2
WDR18	57418	ADXCRPD.470.C1_x_at	TRUE	0.803333811	0.001168056	WDR18	WDR18	19p13.3	MGC2436|R32184_1	WD repeat domain 18
PAAF1	80227	ADXCRPD.6574.C1_s_at	TRUE	0.65993071	0.001173361	PAAF1	PAAF1	11q13.4	FLJ11848|PAAF|Rpn14|WDR71	proteasomal ATPase-associated factor 1
NT5E	4907	ADXCRAG_NM_002526_s_at	TRUE	-1.036333836	0.001173361	NT5E	NT5E	6q14-q21	CD73|E5NT|NT|NT5|NTE|eN|eNT	5-nucleotidase, ecto (CD73)
CAMK1D	57118	ADXCRPD.17458.C1_at	TRUE	0.778809281	0.001186197	CAMK1D	CAMK1D	10p13	CKLiK|CaM-K1|CaMKID	calcium/calmodulin-dependent protein kinase ID
FIBCD1	84929	ADXCRAD_BF792773_at	TRUE	-0.75336297	0.001193718	FIBCD1	FIBCD1	9q34.12	FLJ14810	fibrinogen C domain containing 1
DAPK2	23604	ADXCRAG_NM_014326_s_at	TRUE	0.629061184	0.001202162	DAPK2	DAPK2	15q22.31	DRP-1|DRP1|MGC119312	death-associated protein kinase 2
LOC728192	728192	ADXCRAD_BC009533_at	FALSE	-0.684977151	0.001223559	LOC728192		13q33.3		hypothetical LOC728192
ABCC1	4363	ADXCRAG_BC001636_at	TRUE	0.689270394	0.001277776	ABCC1	ABCC1	16p13.1	ABC29|ABCC|DKFZp686N04233|DKFZp781G125|GS-X|MRP|MRP1	ATP-binding cassette, sub-family C (CFTR/MRP), member 1
MPP7	143098	ADXCRAD_AI244661_at	FALSE	0.671587749	0.001285222	MPP7	MPP7	10p12.1	FLJ32798	membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7)
ETS2	2114	ADXCRAD_AV646177_at	TRUE	0.610376459	0.001285222	ETS2	ETS2	21q22.3|21q22.2	ETS2IT1	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)
MEGF6	1953	ADXCRAD_BX102954_s_at	TRUE	-0.715985107	0.001295769	MEGF6	MEGF6	1p36.3	EGFL3|KIAA0815	multiple EGF-like-domains 6
CCDC88B	283234	ADXCRAG_AL136799_x_at	TRUE	0.751826554	0.001332341	CCDC88B	CCDC88B	11q12.3	BRLZ|CCDC88|DKFZp434G0920|FLJ00354|FLJ37970|HKRP3|gipie	coiled-coil domain containing 88B
MYB	4602	ADXCRIH.2957.C1_at	FALSE	0.718070989	0.001332341	MYB	MYB	6q22-q23	Cmyb|c-myb|c-myb_CDS|efg	v-myb myeloblastosis viral oncogene homolog (avian)
POFUT1	23509	ADXCRPD.9085.C1_s_at	TRUE	0.677710968	0.001439057	POFUT1	POFUT1	20q11	FUT12|KIAA0180|MGC2482|O-FUT|O-Fuc-T|O-FucT-1	protein O-fucosyltransferase 1
PTPRD	5789	ADXCRAG_BC045786_at	TRUE	1.038234064	0.001463876	PTPRD	PTPRD	9p23-p24.3	HPTP|HPTPD|HPTPDELTA|MGC119750|MGC119751|MGC119752|MGC119753|PTPD|RPTPDELTA	protein tyrosine phosphatase, receptor type, D
LOC283070	283070	ADXCRAD_BQ188989_at	TRUE	0.745817815	0.001503137	LOC283070		10p13		hypothetical LOC283070
GPR160	26996	ADXCRPDRC.14823.C1_s_at	TRUE	0.781304455	0.001660093	GPR160	GPR160	3q26.2-q27	GPCR1|GPCR150	G protein-coupled receptor 160
TMEM56	148534	ADXCRIH.578.C1_s_at	TRUE	0.60779947	0.001687652	TMEM56	TMEM56	1p21.3	FLJ31842|MGC102912	transmembrane protein 56
FSCN1	6624	ADXCRAD_BC004908_s_at	TRUE	-0.788529842	0.001723737	FSCN1	FSCN1	7p22	FLJ38511|SNL|p55	fascin homolog 1, actin-bundling protein (Strongylocentrotus purpuratus)
AK3L1	205	ADXCRPDRC.963.C1_at	TRUE	0.689034461	0.001723737	AK4	AK4	1p31.3	AK3|AK3L1|AK3L2|MGC166959	adenylate kinase 4
ZNF480	147657	ADXCRAG_AY512662_x_at	TRUE	0.709097257	0.001811216	ZNF480	ZNF480	19q13.41	MGC32104	zinc finger protein 480
RNF43	54894	ADXCRAD_BX112578_at	FALSE	0.740679676	0.0018193	RNF43	RNF43	17q22	DKFZp781H02126|DKFZp781H0392|FLJ20315|FLJ77466|FLJ99338|MGC125630|RNF124|URCC	ring finger protein 43
C11orf9	745	ADXCRAD_CK005805_s_at	TRUE	-0.808176705	0.001823354	C11orf9	C11orf9	11q12-q13.1	KIAA0954|MGC10781|MRF|Ndt80	chromosome 11 open reading frame 9
MUC5AC	4586	ADXCRAD_BM769723_s_at	TRUE	-0.659853912	0.001868626	MUC5AC	MUC5AC	11p15.5	MUC5|TBM|leB	mucin 5AC, oligomeric mucus/gel-forming
ATP10B	23120	ADXCRAG_NM_025153_s_at	TRUE	0.869104883	0.001937528	ATP10B	ATP10B	5q34	ATPVB|FLJ21477|KIAA0715	ATPase, class V, type 10B
FMOD	2331	RDCR071_B07_at	FALSE	0.726994181	0.001986622	FMOD	FMOD	1q32	SLRR2E	fibromodulin
ATP10B	23120	ADXCRIH.2989.C1_at	FALSE	0.64972747	0.00201676	ATP10B	ATP10B	5q34	ATPVB|FLJ21477|KIAA0715	ATPase, class V, type 10B
RBP2	5948	ADXCRAD_NM_004164_at	TRUE	0.611625539	0.002103731	RBP2	RBP2	3q23	CRABP-II|CRBP2|CRBPII|RBPC2	retinol binding protein 2, cellular
AOAH	313	ADXCRPD.8469.C1_s_at	TRUE	0.712845864	0.002109421	AOAH	AOAH	7p14-p12		acyloxyacyl hydrolase (neutrophil)
CEACAM5	1048	ADXCRSS.Hs#S1764949_at	TRUE	0.633242495	0.002149955	CEACAM5	CEACAM5	19q13.1-q13.2	CD66e|CEA|DKFZp781M2392	carcinoembryonic antigen-related cell adhesion molecule 5
ZBTB38	253461	ADXCRAD_CA391052_s_at	TRUE	0.821701307	0.002201495	ZBTB38	ZBTB38	3q23	CIBZ|FLJ22332|FLJ31131|FLJ35036|ZNF921	zinc finger and BTB domain containing 38
MYB	4602	ADXCRIHRC.2957.C1_s_at	TRUE	0.642793858	0.002241858	MYB	MYB	6q22-q23	Cmyb|c-myb|c-myb_CDS|efg	v-myb myeloblastosis viral oncogene homolog (avian)
LDHB	3945	ADXCRIH.744.C1_x_at	TRUE	0.829892305	0.002253985	LDHB	LDHB	12p12.2-p12.1	LDH-H|TRG-5	lactate dehydrogenase B
CREB5	9586	ADXCRAD_AI819043_x_at	FALSE	-0.608280113	0.002269015	CREB5	CREB5	7p15.1	CRE-BPA	cAMP responsive element binding protein 5
PRSS3	5646	ADXCRPD.4607.C1_s_at	TRUE	-0.771434711	0.002313691	PRSS3	PRSS3	9p11.2	MTG|PRSS4|T9|TRY3|TRY4	protease, serine, 3
PHLDA1	22822	ADXCRAG_AF220656_s_at	TRUE	-0.685746455	0.002324978	PHLDA1	PHLDA1	12q15	DT1P1B11|MGC131738|PHRIP|TDAG51	pleckstrin homology-like domain, family A, member 1
FAM134B	54463	ADXCRAD_BM929418_s_at	TRUE	0.751105298	0.002324978	FAM134B	FAM134B	5p15.1	FLJ20152|FLJ22155|FLJ22179|JK1	family with sequence similarity 134, member B
JUN	3725	ADXCRAD_NM_002228_s_at	TRUE	0.632573167	0.002339209	JUN	JUN	1p32-p31	AP-1|AP1|c-Jun	jun proto-oncogene
NA	100293198	ADXCRPD.6856.C1_s_at	TRUE	-0.625264408	0.002412294	NA	NA	NA	NA	NA
ZNRF3	84133	ADXCRAD_AK022809_at	TRUE	0.695071003	0.002670313	ZNRF3	ZNRF3	22q12.1	BK747E2.3|RNF203	zinc and ring finger 3
EREG	2069	ADXCRAD_BE878856_s_at	TRUE	1.127553085	0.002675019	EREG	EREG	4q13.3	ER	epiregulin
CCND2	894	ADXCRPD.2812.C1_at	FALSE	0.721383309	0.00270201	CCND2	CCND2	12p13	KIAK0002|MGC102758	cyclin D2
PLCB4	5332	ADXCRPD.16286.C1_at	TRUE	0.798362665	0.002861096	PLCB4	PLCB4	20p12	FLJ16169|PI-PLC	phospholipase C, beta 4
EREG	2069	ADXCRPD.10770.C1_s_at	TRUE	1.073714075	0.002915552	EREG	EREG	4q13.3	ER	epiregulin
FAM134B	54463	ADXCRAD_BI827460_s_at	TRUE	0.590378514	0.002939631	FAM134B	FAM134B	5p15.1	FLJ20152|FLJ22155|FLJ22179|JK1	family with sequence similarity 134, member B
DKFZP564O0823	25849	ADXCRPD.6799.C1_s_at	TRUE	0.893550475	0.003086329	PARM1	PARM1	4q13.3-q21.3	Cipar1|DKFZP564O0823|PARM-1|WSC4	prostate androgen-regulated mucin-like protein 1
FOXC1	2296	ADXCRAG_AF048693_s_at	TRUE	-0.813501106	0.003086968	FOXC1	FOXC1	6p25	ARA|FKHL7|FREAC-3|FREAC3|IGDA|IHG1|IRID1|RIEG3	forkhead box C1
EGR1	1958	ADXCRAD_AJ712041_at	FALSE	0.680918493	0.003093316	EGR1	EGR1	5q31.1	AT225|G0S30|KROX-24|NGFI-A|TIS8|ZIF-268|ZNF225	early growth response 1
NR4A1	3164	ADXCRAG_NM_173158_s_at	TRUE	0.714479123	0.003093316	NR4A1	NR4A1	12q13	GFRP1|HMR|MGC9485|N10|NAK-1|NGFIB|NP10|NUR77|TR3	nuclear receptor subfamily 4, group A, member 1
ABHD12B	145447	ADXCRAD_CR737138_x_at	TRUE	0.779393646	0.003101522	ABHD12B	ABHD12B	14q22.1	BEM46L3|C14orf29|MGC129926|MGC129927|c14_5314	abhydrolase domain containing 12B
ProSAPiP1	9762	ADXCRAG_BC038860_s_at	TRUE	0.955553335	0.003211946	ProSAPiP1		20p13	KIAA0552	ProSAPiP1 protein
QPRT	23475	ADXCRPD.893.C1_s_at	TRUE	0.640217081	0.00323838	QPRT	QPRT	16p11.2	QPRTase	quinolinate phosphoribosyltransferase
C20orf56	140828	ADXCRAD_AV648632_x_at	TRUE	-0.766143549	0.003318856	NCRNA00261	NCRNA00261	20p11.21	C20orf56|bA216C10.1|dJ788L20.2	non-protein coding RNA 261
PLCB4	5332	ADXCRPDRC.13802.C1_at	FALSE	0.735815052	0.003318856	PLCB4	PLCB4	20p12	FLJ16169|PI-PLC	phospholipase C, beta 4
ACOX1	51	RDCR105_G08_at	TRUE	0.612730856	0.003328048	ACOX1	ACOX1	17q24-q25|17q25.1	ACOX|MGC1198|PALMCOX|SCOX	acyl-CoA oxidase 1, palmitoyl
RNLS	55328	ADXCRAG_BC005364_at	TRUE	0.652891293	0.003638491	RNLS	RNLS	10q23.31	C10orf59|FLJ11218|RENALASE	renalase, FAD-dependent amine oxidase
KLK10	5655	ADXCRPDRC.7217.C1_s_at	TRUE	-1.478134962	0.003674745	KLK10	KLK10	19q13	NES1|PRSSL1	kallikrein-related peptidase 10
CYP3A5P2	79424	ADXCRPD.8064.C1_s_at	TRUE	-0.736979653	0.003674745	CYP3A5P2	CYP3A5P2	7q21.3-q22.1		cytochrome P450, family 3, subfamily A, polypeptide 5 pseudogene 2
KRT6B	3854	ADXCRAD_BM018764_s_at	TRUE	-0.746678857	0.003691594	KRT6B	KRT6B	12q13.13	CK6B|K6B|KRTL1|PC2	keratin 6B
ID1	3397	ADXCRIH.2765.C1_at	TRUE	0.968649868	0.003691594	ID1	ID1	20q11	ID|bHLHb24	inhibitor of DNA binding 1, dominant negative helix-loop-helix protein
PSME3	10197	ADXCRAG_BC008020_s_at	TRUE	0.597532513	0.00381916	PSME3	PSME3	17q21	Ki|PA28-gamma|PA28G|REG-GAMMA	proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)
DKFZP564O0823	25849	ADXCRAD_CK820164_s_at	TRUE	0.74191944	0.003842276	PARM1	PARM1	4q13.3-q21.3	Cipar1|DKFZP564O0823|PARM-1|WSC4	prostate androgen-regulated mucin-like protein 1
FBXL16	146330	ADXCRAG_BC034014_s_at	TRUE	-0.620169099	0.004025685	FBXL16	FBXL16	16p13.3	C16orf22|FLJ33735|Fbl16|MGC33974|c380A1.1	F-box and leucine-rich repeat protein 16
LOC129293	129293	ADXCRPD.6904.C1_at	TRUE	0.852841038	0.004040779	C2orf89	C2orf89	2p11.2	FLJ46467	chromosome 2 open reading frame 89
PLCB4	5332	ADXCRPD.11819.C1_at	FALSE	1.081910346	0.004061946	PLCB4	PLCB4	20p12	FLJ16169|PI-PLC	phospholipase C, beta 4
GRM8	2918	ADXCRAD_BG198589_s_at	TRUE	1.008736072	0.004359146	GRM8	GRM8	7q31.3-q32.1	FLJ41058|GLUR8|GPRC1H|MGC126724|MGLUR8|mGlu8	glutamate receptor, metabotropic 8
GDA	9615	ADXCRPDRC.16408.C1_s_at	TRUE	-0.731403974	0.004359146	GDA	GDA	9q21.13	CYPIN|GUANASE|KIAA1258|MGC9982|NEDASIN	guanine deaminase
ETS2	2114	ADXCRIH.2576.C2_at	TRUE	0.638163595	0.004359146	ETS2	ETS2	21q22.3|21q22.2	ETS2IT1	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)
C20orf56	140828	ADXCRAD_AV648632_at	TRUE	-0.628785764	0.004359146	NCRNA00261	NCRNA00261	20p11.21	C20orf56|bA216C10.1|dJ788L20.2	non-protein coding RNA 261
POFUT1	23509	ADXCRAD_CF128606_x_at	TRUE	0.739902303	0.004359146	POFUT1	POFUT1	20q11	FUT12|KIAA0180|MGC2482|O-FUT|O-Fuc-T|O-FucT-1	protein O-fucosyltransferase 1
STAT3	6774	ADXCRSS.Hs#S1751591_s_at	TRUE	0.616424722	0.004393973	STAT3	STAT3	17q21.31	APRF|FLJ20882|HIES|MGC16063	signal transducer and activator of transcription 3 (acute-phase response factor)
COCH	1690	ADXCRAD_CD676547_at	TRUE	0.617187322	0.004412263	COCH	COCH	14q12-q13	COCH-5B2|COCH5B2|DFNA9	coagulation factor C homolog, cochlin (Limulus polyphemus)
PTPRN2	5799	ADXCRPD.15312.C1_s_at	TRUE	-1.085122059	0.00450305	PTPRN2	PTPRN2	7q36	IA-2beta|IAR|ICAAR|PTPRP	protein tyrosine phosphatase, receptor type, N polypeptide 2
CCND2	894	ADXCRAD_BE467688_s_at	TRUE	0.702586558	0.004590536	CCND2	CCND2	12p13	KIAK0002|MGC102758	cyclin D2
ATP9A	10079	ADXCRIHRC.3833.C1_s_at	TRUE	0.603710029	0.004985282	ATP9A	ATP9A	20q13.2	ATPIIA|KIAA0611	ATPase, class II, type 9A
GAL	51083	ADXCRAD_CX163692_s_at	TRUE	1.044500626	0.004985282	GAL	GAL	11q13.3	GALN|GLNN|GMAP|MGC40167	galanin prepropeptide
FAM84A	151354	ADXCRAD_AI453545_s_at	FALSE	0.815742649	0.004990605	FAM84A	FAM84A	2p24.3	FLJ35392|NSE1|PP11517	family with sequence similarity 84, member A
KCTD1	284252	ADXCRAD_BX344003_s_at	TRUE	-0.634355245	0.005151157	KCTD1	KCTD1	18q11.2	C18orf5	potassium channel tetramerisation domain containing 1
FLJ12993	441027	ADXCRAD_BX103325_at	FALSE	0.636322581	0.005407961	TMEM150C	TMEM150C	4q21.22	FLJ12993	transmembrane protein 150C
STC2	8614	ADXCRAD_BX345117_at	TRUE	0.733870263	0.005554331	STC2	STC2	5q35.1	STC-2|STCRP	stanniocalcin 2
RGNEF	64283	ADXCRAG_XM_371755_at	FALSE	-0.714862935	0.005579271	RGNEF		5q13.2	DKFZp686P12164|FLJ21817|KIAA1998|RIP2|p190RHOGEF	190 kDa guanine nucleotide exchange factor
CABLES2	81928	ADXCRAD_AV722622_s_at	TRUE	0.640848661	0.005653601	CABLES2	CABLES2	20q13.33	C20orf150|dJ908M14.2|ik3-2	Cdk5 and Abl enzyme substrate 2
HNF4A	3172	ADXCRAG_NM_000457_s_at	TRUE	0.709291066	0.005756089	HNF4A	HNF4A	20q13.12	FLJ39654|HNF4|HNF4a7|HNF4a8|HNF4a9|HNF4alpha|MODY|MODY1|NR2A1|NR2A21|TCF|TCF14	hepatocyte nuclear factor 4, alpha
POFUT1	23509	ADXCRAD_CF128606_at	TRUE	0.828663711	0.005985534	POFUT1	POFUT1	20q11	FUT12|KIAA0180|MGC2482|O-FUT|O-Fuc-T|O-FucT-1	protein O-fucosyltransferase 1
TDGF1	6997	ADXCRPD.5052.C1_s_at	TRUE	1.179849108	0.006072807	TDGF1	TDGF1	3p21.31	CR|CRGF|CRIPTO	teratocarcinoma-derived growth factor 1
