Probeset_ID	Distance	Symbol	Description
202688_at	11.60687673	TNFSF10	tumor necrosis factor (ligand) superfamily, member 10
208981_at	11.63389726	PECAM1	platelet/endothelial cell adhesion molecule
201193_at	11.69358857	IDH1	isocitrate dehydrogenase 1 (NADP+), soluble
219295_s_at	11.72920211	PCOLCE2	procollagen C-endopeptidase enhancer 2
211333_s_at	11.74266751	FASLG	Fas ligand (TNF superfamily, member 6)
236295_s_at	11.74283378	NLRC3	NLR family, CARD domain containing 3
1559067_a_at	11.75798366	NA	NA
208986_at	11.76255764	TCF12	transcription factor 12
235816_s_at	11.76919697	RGL4	ral guanine nucleotide dissociation stimulator-like 4
226034_at	11.79917495	NA	NA
226218_at	11.8021457	IL7R	interleukin 7 receptor
201739_at	11.83400309	SGK1	serum/glucocorticoid regulated kinase 1
218856_at	11.86544585	TNFRSF21	tumor necrosis factor receptor superfamily, member 21
225045_at	11.88135594	CCDC88A	coiled-coil domain containing 88A
226157_at	11.88150558	TFDP2	transcription factor Dp-2 (E2F dimerization partner 2)
209608_s_at	11.88310737	ACAT2	acetyl-Coenzyme A acetyltransferase 2
223685_s_at	11.90563445	PRPF18	PRP18 pre-mRNA processing factor 18 homolog (S. cerevisiae)
207351_s_at	11.91172722	SH2D2A	SH2 domain protein 2A
201842_s_at	11.93616002	EFEMP1	EGF-containing fibulin-like extracellular matrix protein 1
208983_s_at	11.97101499	PECAM1	platelet/endothelial cell adhesion molecule
209790_s_at	11.99426949	CASP6	caspase 6, apoptosis-related cysteine peptidase
210758_at	12.00329389	PSIP1	PC4 and SFRS1 interacting protein 1
209574_s_at	12.0110932	C18orf1	chromosome 18 open reading frame 1
224150_s_at	12.01504229	CEP70	centrosomal protein 70kDa
203911_at	12.02558888	RAP1GAP	RAP1 GTPase activating protein
211795_s_at	12.03709077	FYB	FYN binding protein (FYB-120/130)
225136_at	12.04191996	PLEKHA2	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 2
1554489_a_at	12.06217642	CEP70	centrosomal protein 70kDa
228771_at	12.06345696	ADRBK2	adrenergic, beta, receptor kinase 2
224983_at	12.06960542	SCARB2	scavenger receptor class B, member 2
222343_at	12.07337278	BCL2L11	BCL2-like 11 (apoptosis facilitator)
219502_at	12.08753427	NEIL3	nei endonuclease VIII-like 3 (E. coli)
220449_at	12.09379203	MGC5566	hypothetical protein MGC5566
209276_s_at	12.10309876	GLRX	glutaredoxin (thioltransferase)
1555037_a_at	12.11172307	IDH1	isocitrate dehydrogenase 1 (NADP+), soluble
202369_s_at	12.13422586	TRAM2	translocation associated membrane protein 2
202245_at	12.15242743	LSS	lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)
228773_at	12.20357795	NA	NA
229838_at	12.21204145	NUCB2	nucleobindin 2
228033_at	12.21384816	E2F7	E2F transcription factor 7
205700_at	12.21471808	HSD17B6	hydroxysteroid (17-beta) dehydrogenase 6 homolog (mouse)
210432_s_at	12.21749809	SCN3A	sodium channel, voltage-gated, type III, alpha subunit
205034_at	12.22571625	CCNE2	cyclin E2
219132_at	12.23308349	PELI2	pellino homolog 2 (Drosophila)
208592_s_at	12.23719285	CD1E	CD1e molecule
221107_at	12.24262937	CHRNA9	cholinergic receptor, nicotinic, alpha 9
211548_s_at	12.25108896	HPGD	hydroxyprostaglandin dehydrogenase 15-(NAD)
201811_x_at	12.25972007	SH3BP5	SH3-domain binding protein 5 (BTK-associated)
1558972_s_at	12.26480152	C6orf190	chromosome 6 open reading frame 190
206283_s_at	12.27282561	TAL1	T-cell acute lymphocytic leukemia 1
211919_s_at	12.27392433	CXCR4	chemokine (C-X-C motif) receptor 4
227266_s_at	12.32386517	FYB	FYN binding protein (FYB-120/130)
207015_s_at	12.3330472	ALDH1A2	aldehyde dehydrogenase 1 family, member A2
209201_x_at	12.3426066	CXCR4	chemokine (C-X-C motif) receptor 4
219740_at	12.35553547	VASH2	vasohibin 2
204040_at	12.37189375	RNF144A	ring finger protein 144A
211211_x_at	12.39319163	SH2D1A	SH2 domain protein 1A
1555765_a_at	12.39479154	GNG4	guanine nucleotide binding protein (G protein), gamma 4
224861_at	12.40480744	GNAQ	guanine nucleotide binding protein (G protein), q polypeptide
238041_at	12.41027206	NA	NA
208536_s_at	12.4222321	BCL2L11	BCL2-like 11 (apoptosis facilitator)
218585_s_at	12.450633	DTL	denticleless homolog (Drosophila)
235609_at	12.47988736	NA	NA
205677_s_at	12.49966008	DLEU1	deleted in lymphocytic leukemia 1 (non-protein coding)
205804_s_at	12.53214156	TRAF3IP3	TRAF3 interacting protein 3
203680_at	12.54152521	PRKAR2B	protein kinase, cAMP-dependent, regulatory, type II, beta
205285_s_at	12.54793197	FYB	FYN binding protein (FYB-120/130)
219036_at	12.59505651	CEP70	centrosomal protein 70kDa
217996_at	12.61623188	PHLDA1	pleckstrin homology-like domain, family A, member 1
210416_s_at	12.63148463	CHEK2	CHK2 checkpoint homolog (S. pombe)
205184_at	12.63688245	GNG4	guanine nucleotide binding protein (G protein), gamma 4
211210_x_at	12.6515988	SH2D1A	SH2 domain protein 1A
205590_at	12.66186622	RASGRP1	RAS guanyl releasing protein 1 (calcium and DAG-regulated)
229686_at	12.70141519	P2RY8	purinergic receptor P2Y, G-protein coupled, 8
213288_at	12.70975749	MBOAT2	membrane bound O-acyltransferase domain containing 2
204622_x_at	12.71472197	NR4A2	nuclear receptor subfamily 4, group A, member 2
207016_s_at	12.72543094	ALDH1A2	aldehyde dehydrogenase 1 family, member A2
228737_at	12.76922801	TOX2	TOX high mobility group box family member 2
204794_at	12.77200399	DUSP2	dual specificity phosphatase 2
210116_at	12.80263926	SH2D1A	SH2 domain protein 1A
227197_at	12.81082291	SGEF	Src homology 3 domain-containing guanine nucleotide exchange factor
228176_at	12.82539282	C9orf47	chromosome 9 open reading frame 47
211209_x_at	12.82827383	SH2D1A	SH2 domain protein 1A
207201_s_at	12.8691527	SLC22A1	solute carrier family 22 (organic cation transporter), member 1
200965_s_at	12.86939922	ABLIM1	actin binding LIM protein 1
210347_s_at	12.87253866	BCL11A	B-cell CLL/lymphoma 11A (zinc finger protein)
210325_at	12.90371601	CD1A	CD1a molecule
1556599_s_at	12.91789068	ARPP-21	cyclic AMP-regulated phosphoprotein, 21 kD
200762_at	12.93360811	DPYSL2	dihydropyrimidinase-like 2
226039_at	12.95668995	MGAT4A	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A
213060_s_at	12.96722444	CHI3L2	chitinase 3-like 2
215411_s_at	13.02421238	TRAF3IP2	TRAF3 interacting protein 2
209969_s_at	13.02607677	STAT1	signal transducer and activator of transcription 1, 91kDa
223168_at	13.02890006	RHOU	ras homolog gene family, member U
1558143_a_at	13.03317152	BCL2L11	BCL2-like 11 (apoptosis facilitator)
207996_s_at	13.03669792	C18orf1	chromosome 18 open reading frame 1
229402_at	13.04209548	SAMD13	sterile alpha motif domain containing 13
210221_at	13.07185018	CHRNA3	cholinergic receptor, nicotinic, alpha 3
204759_at	13.12357474	RCBTB2	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2
203914_x_at	13.12889589	HPGD	hydroxyprostaglandin dehydrogenase 15-(NAD)
201034_at	13.14237284	ADD3	adducin 3 (gamma)
205882_x_at	13.16420277	ADD3	adducin 3 (gamma)
238581_at	13.16626812	GBP5	guanylate binding protein 5
210487_at	13.17767112	DNTT	deoxynucleotidyltransferase, terminal
201752_s_at	13.17941412	ADD3	adducin 3 (gamma)
211814_s_at	13.2006173	CCNE2	cyclin E2
204226_at	13.22636802	STAU2	staufen, RNA binding protein, homolog 2 (Drosophila)
219330_at	13.22816731	VANGL1	vang-like 1 (van gogh, Drosophila)
231283_at	13.23062456	MGAT4A	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A
204621_s_at	13.24818809	NR4A2	nuclear receptor subfamily 4, group A, member 2
223775_at	13.25421667	HHIP	hedgehog interacting protein
219489_s_at	13.26579595	RHBDL2	rhomboid, veinlet-like 2 (Drosophila)
225355_at	13.27323374	NEURL1B	neuralized homolog 1B (Drosophila)
221658_s_at	13.27600019	IL21R	interleukin 21 receptor
216248_s_at	13.277906	NR4A2	nuclear receptor subfamily 4, group A, member 2
206115_at	13.30982561	EGR3	early growth response 3
202340_x_at	13.31283904	NR4A1	nuclear receptor subfamily 4, group A, member 1
213888_s_at	13.3252815	LOC100133233	hypothetical protein LOC100133233
1566363_at	13.35337199	DNTT	deoxynucleotidyltransferase, terminal
224445_s_at	13.37040756	ZFYVE21	zinc finger, FYVE domain containing 21
204035_at	13.38238415	SCG2	secretogranin II (chromogranin C)
209829_at	13.42650907	FAM65B	family with sequence similarity 65, member B
203045_at	13.42735688	NINJ1	ninjurin 1
201753_s_at	13.44446196	ADD3	adducin 3 (gamma)
230135_at	13.44596974	NA	NA
202431_s_at	13.44620586	MYC	v-myc myelocytomatosis viral oncogene homolog (avian)
228361_at	13.45302136	E2F2	E2F transcription factor 2
203474_at	13.45518374	IQGAP2	IQ motif containing GTPase activating protein 2
203787_at	13.45792556	SSBP2	single-stranded DNA binding protein 2
201310_s_at	13.46169039	C5orf13	chromosome 5 open reading frame 13
215784_at	13.46469249	CD1E	CD1e molecule
229625_at	13.55636025	GBP5	guanylate binding protein 5
210829_s_at	13.56211683	SSBP2	single-stranded DNA binding protein 2
226134_s_at	13.56709992	NA	NA
207339_s_at	13.60085065	LTB	lymphotoxin beta (TNF superfamily, member 3)
238520_at	13.61989254	TRERF1	transcriptional regulating factor 1
225266_at	13.63186952	ZNF652	zinc finger protein 652
206632_s_at	13.64175551	APOBEC3B	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3B
238484_s_at	13.6544365	NA	NA
201309_x_at	13.6549167	C5orf13	chromosome 5 open reading frame 13
205698_s_at	13.6694378	MAP2K6	mitogen-activated protein kinase kinase 6
235577_at	13.67545501	ZNF652	zinc finger protein 652
200832_s_at	13.67674598	SCD	stearoyl-CoA desaturase (delta-9-desaturase)
222283_at	13.67694699	ZNF480	zinc finger protein 480
209360_s_at	13.68197884	RUNX1	runt-related transcription factor 1
206341_at	13.68672275	IL2RA	interleukin 2 receptor, alpha
218718_at	13.71449751	PDGFC	platelet derived growth factor C
221213_s_at	13.75575571	ZNF280D	zinc finger protein 280D
227970_at	13.88720537	GPR157	G protein-coupled receptor 157
214183_s_at	13.91463741	TKTL1	transketolase-like 1
227052_at	13.91897059	NA	NA
212135_s_at	13.94886512	ATP2B4	ATPase, Ca++ transporting, plasma membrane 4
204714_s_at	13.9568924	F5	coagulation factor V (proaccelerin, labile factor)
244076_at	13.97883906	KIAA2022	KIAA2022
225330_at	13.98947418	IGF1R	insulin-like growth factor 1 receptor
212812_at	14.11024681	NA	NA
237753_at	14.14858251	NA	NA
201631_s_at	14.19841068	IER3	immediate early response 3
204614_at	14.22760214	SERPINB2	serpin peptidase inhibitor, clade B (ovalbumin), member 2
231579_s_at	14.24016774	TIMP2	TIMP metallopeptidase inhibitor 2
204637_at	14.24652216	CGA	glycoprotein hormones, alpha polypeptide
214228_x_at	14.26946802	TNFRSF4	tumor necrosis factor receptor superfamily, member 4
205680_at	14.29809856	MMP10	matrix metallopeptidase 10 (stromelysin 2)
229492_at	14.30346438	VANGL1	vang-like 1 (van gogh, Drosophila)
223839_s_at	14.36530185	SCD	stearoyl-CoA desaturase (delta-9-desaturase)
222449_at	14.37984168	PMEPA1	prostate transmembrane protein, androgen induced 1
219528_s_at	14.47124132	BCL11B	B-cell CLL/lymphoma 11B (zinc finger protein)
213280_at	14.48600328	GARNL4	GTPase activating Rap/RanGAP domain-like 4
222895_s_at	14.51068612	BCL11B	B-cell CLL/lymphoma 11B (zinc finger protein)
215117_at	14.53690207	RAG2	recombination activating gene 2
210229_s_at	14.55350459	CSF2	colony stimulating factor 2 (granulocyte-macrophage)
219371_s_at	14.55561288	KLF2	Kruppel-like factor 2 (lung)
215332_s_at	14.57079875	CD8B	CD8b molecule
212136_at	14.58722272	ATP2B4	ATPase, Ca++ transporting, plasma membrane 4
239572_at	14.7278588	GJA3	gap junction protein, alpha 3, 46kDa
206727_at	14.75416067	C9	complement component 9
235182_at	14.75799099	ISM1	isthmin 1 homolog (zebrafish)
213933_at	14.76661234	PTGER3	prostaglandin E receptor 3 (subtype EP3)
206365_at	14.86347351	XCL1	chemokine (C motif) ligand 1
211269_s_at	15.04802469	IL2RA	interleukin 2 receptor, alpha
205249_at	15.06125481	EGR2	early growth response 2 (Krox-20 homolog, Drosophila)
225133_at	15.07131144	KLF3	Kruppel-like factor 3 (basic)
206404_at	15.139951	FGF9	fibroblast growth factor 9 (glia-activating factor)
206150_at	15.14852357	CD27	CD27 molecule
215043_s_at	15.20556614	SMA5	glucuronidase, beta pseudogene
1558604_a_at	15.23556026	NA	NA
238861_at	15.5488425	NA	NA
210354_at	15.70818229	IFNG	interferon, gamma
207907_at	15.71398773	TNFSF14	tumor necrosis factor (ligand) superfamily, member 14
209457_at	15.80564904	DUSP5	dual specificity phosphatase 5
231935_at	15.80568553	ARPP-21	cyclic AMP-regulated phosphoprotein, 21 kD
235042_at	16.30353585	XIRP1	xin actin-binding repeat containing 1
207978_s_at	16.65126456	NR4A3	nuclear receptor subfamily 4, group A, member 3
210055_at	17.21138946	TSHR	thyroid stimulating hormone receptor
201694_s_at	17.29453581	EGR1	early growth response 1
222450_at	17.37567778	PMEPA1	prostate transmembrane protein, androgen induced 1
227404_s_at	17.88856564	EGR1	early growth response 1
209959_at	18.81436662	NR4A3	nuclear receptor subfamily 4, group A, member 3
205681_at	20.79292296	BCL2A1	BCL2-related protein A1
206914_at	22.57162478	CRTAM	cytotoxic and regulatory T cell molecule
207906_at	23.30816119	IL3	interleukin 3 (colony-stimulating factor, multiple)
210164_at	23.31893997	GZMB	granzyme B (granzyme 2, cytotoxic T-lymphocyte-associated serine esterase 1)
207849_at	23.56672408	IL2	interleukin 2
