Oligo_id	Entrez gene	Gene Symbol (Clone|gene ID converter)	Description (Clone|gene ID converter)	description	chromosome	RefSeq	gene_id	transcript_id	logFC	AveExpr	t	P.Value	adj.P.Value
H200000744	3993	LLGL2	Lethal giant larvae homolog 2 (Drosophila)	lethal giant larvae homolog 2 [Homo sapiens]. [Source:RefSeq;Acc:NM_004524]	17	NM_004524	ENSG00000073350	ENST00000167462	0.3026152	6.888841	3.597238	0.000432279	0.009301854
H200011729	79778	MICALL2	MICAL-like 2	MICAL-like protein 2. [Source:Uniprot/SWISSPROT;Acc:Q8IY33]	7	NM_182924,NM_024723	ENSG00000164877	ENST00000297508, ENST00000349486	0.2971564	7.115111	3.206473	0.001633049	0.02171588
H200008210	10581	IFITM2	Interferon induced transmembrane protein 2 (1-8D)	Interferon-induced transmembrane protein 2 (Interferon-inducible protein 1-8D). [Source:Uniprot/SWISSPROT;Acc:Q01629]	11	NM_006435	ENSG00000185201, ENSG00000184323	ENST00000327366, ENST00000332268	0.295623	6.954845	3.168031	0.001849807	0.02379616
H200014576	64151	NCAPG	Non-SMC condensin I complex, subunit G	Condensin subunit 3 (Chromosome-associated protein G) (Condensin subunit CAP-G) (hCAP-G) (XCAP-G homolog) (NY-MEL-3 antigen). [Source:Uniprot/SWISSPROT;Acc:Q9BPX3]	4	NM_022346	ENSG00000109805	ENST00000251496	0.2945178	5.660759	3.27622	0.001298864	0.01819178
H200006537	8836	GGH	Gamma-glutamyl hydrolase (conjugase, folylpolygammaglutamyl hydrolase)	Gamma-glutamyl hydrolase precursor (EC 3.4.19.9) (Gamma-Glu-X carboxypeptidase) (Conjugase) (GH). [Source:Uniprot/SWISSPROT;Acc:Q92820]	8	NM_003878	ENSG00000137563	ENST00000260118	0.2926414	6.478626	3.252691	0.001403735	0.01943064
H200014349	8560	DEGS1	Degenerative spermatocyte homolog 1, lipid desaturase (Drosophila)	sphingolipid delta 4 desaturase; membrane fatty acid (lipid) desaturase; dihydroceramide desaturase; degenerative spermatocyte (homolog Drosophila; lipid desaturase) [Homo sapiens]. [Source:RefSeq;Acc:NM_003676]	1	NM_144780,NM_003676	ENSG00000143753	ENST00000323699, ENST00000337097	0.2882848	7.494749	2.895284	0.004336868	0.04277236
H200006992	7298	TYMS	Thymidylate synthetase	Thymidylate synthase (EC 2.1.1.45) (TS) (TSase) (OK/SW-cl.29). [Source:Uniprot/SWISSPROT;Acc:P04818]	18	NM_001071	ENSG00000176890	ENST00000323224, ENST00000323274, ENST00000323250	0.2869147	6.719	2.999572	0.003152076	0.03416205
H200004788	29028	ATAD2	ATPase family, AAA domain containing 2	two AAA domain containing protein; PRO2000 protein [Homo sapiens]. [Source:RefSeq;Acc:NM_014109]	8	NM_014109	ENSG00000156802	ENST00000287394	0.2839132	6.421012	3.134866	0.002057955	0.02563779
H200005687	990	CDC6	Cell division cycle 6 homolog (S. cerevisiae)	Cell division control protein 6 homolog (CDC6-related protein) (p62(cdc6)) (HsCDC6) (HsCDC18). [Source:Uniprot/SWISSPROT;Acc:Q99741]	17	NM_001254	ENSG00000094804	ENST00000209728	0.2836296	5.64183	3.765317	0.000235866	0.005696875
H200016541	7264	TSTA3	Tissue specific transplantation antigen P35B	GDP-L-fucose synthetase (EC 1.1.1.271) (FX protein) (Red cell NADP(H)- binding protein) (GDP-4-keto-6-deoxy-D-mannose-3,5-epimerase-4- reductase). [Source:Uniprot/SWISSPROT;Acc:Q13630]	8	NM_003313	ENSG00000104522	ENST00000360125, ENST00000312971	0.2817837	7.09603	3.171104	0.001831545	0.02368999
H200003879	54869	EPS8L1	EPS8-like 1	epidermal growth factor receptor pathway substrate 8-like protein 1 isoform b; epidermal growth factor receptor pathway substrate 8-related protein 1; EPS8-related protein 1 [Homo sapiens]. [Source:RefSeq;Acc:NM_017729]	19	NM_133180,NM_017729,NM_139204	ENSG00000131037	ENST00000245618, ENST00000310075, ENST00000201647	0.2808425	6.636394	3.343929	0.001036399	0.01613919
H200009446	79153	GDPD3	Glycerophosphodiester phosphodiesterase domain containing 3	-	16	NM_024307	ENSG00000102886	ENST00000323517, ENST00000360688	0.2808106	6.044939	2.979409	0.003354841	0.03538591
H200007462	5802	PTPRS	Protein tyrosine phosphatase, receptor type, S	Receptor-type protein-tyrosine phosphatase S precursor (EC 3.1.3.48) (R-PTP-S) (Protein-tyrosine phosphatase sigma) (R-PTP-sigma). [Source:Uniprot/SWISSPROT;Acc:Q13332]	19	NM_002850,NM_130854,NM_130853,NM_130855	ENSG00000105426	ENST00000356037, ENST00000355005, ENST00000348075, ENST00000353284	0.2756087	5.839122	3.379903	0.000917993	0.01448593
H200002701	2113	ETS1	V-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	C-ets-1 protein (p54). [Source:Uniprot/SWISSPROT;Acc:P14921]	11	NM_005238	ENSG00000134954	ENST00000319397	0.2754149	6.2386	3.562764	0.000488249	0.01004944
H200012408	81620	CDT1	Chromatin licensing and DNA replication factor 1	DNA replication factor; Double parked, Drosophila, homolog of [Homo sapiens]. [Source:RefSeq;Acc:NM_030928]	16	NM_030928	ENSG00000167513	ENST00000301019	0.2720387	5.611802	3.667841	0.00033598	0.007526394
H200006427	10948	STARD3	StAR-related lipid transfer (START) domain containing 3	MLN 64 protein (StAR-related lipid transfer protein 3) (StARD3) (START domain-containing protein 3) (CAB1 protein). [Source:Uniprot/SWISSPROT;Acc:Q14849]	17	NM_006804	ENSG00000131748	ENST00000336308	0.2680489	5.972935	3.434134	0.000763183	0.01338114
H200005239	4171	MCM2	Minichromosome maintenance complex component 2	DNA replication licensing factor MCM2 (Minichromosome maintenance protein 2 homolog) (Nuclear protein BM28). [Source:Uniprot/SWISSPROT;Acc:P49736]	3	NM_004526	ENSG00000073111	ENST00000265056	0.2679511	6.948252	2.881155	0.004525556	0.04408227
H200000430	1294	COL7A1	Collagen, type VII, alpha 1 (epidermolysis bullosa, dystrophic, dominant and recessive)	Collagen alpha 1(VII) chain precursor (Long-chain collagen) (LC collagen). [Source:Uniprot/SWISSPROT;Acc:Q02388]	3	NM_000094	ENSG00000114270	ENST00000328333	0.2661763	5.698948	3.392981	0.000878178	0.01423731
H200006565	6878	TAF6	TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 80kDa	Transcription initiation factor TFIID subunit 6 (Transcription initiation factor TFIID 70 kDa subunit) (TAF(II)70) (TAFII-70) (TAFII- 80) (TAFII80). [Source:Uniprot/SWISSPROT;Acc:P49848]	7	NM_139123,NM_139315,NM_005641,NM_139122	ENSG00000106290	ENST00000262944, ENST00000344095	0.26208	6.69935	3.141808	0.002012668	0.02542749
H200016146	30012	TLX3	T-cell leukemia homeobox 3	T-cell leukemia homeobox protein 3 (Homeobox protein Hox-11L2). [Source:Uniprot/SWISSPROT;Acc:O43711]	5	NM_021025	ENSG00000164438	ENST00000296921	0.2601932	5.659896	3.034305	0.002829032	0.0320398
H200013380	314	AOC2	Amine oxidase, copper containing 2 (retina-specific)	Retina-specific copper amine oxidase precursor (EC 1.4.3.6) (RAO) (Amine oxidase [copper-containing]). [Source:Uniprot/SWISSPROT;Acc:O75106]	17	NM_001158,NM_009590	ENSG00000131480	ENST00000253799	0.2581924	6.08205	3.003342	0.003115437	0.03414
H200004340	57110	HRASLS	HRAS-like suppressor	HRAS-like suppressor. [Source:Uniprot/SWISSPROT;Acc:Q9HDD0]	3	NM_020386	ENSG00000127252	ENST00000264735	0.2540788	5.344991	3.452275	0.000717114	0.01266724
H200007867	7272	TTK	TTK protein kinase	Dual specificity protein kinase TTK (EC 2.7.1.-) (PYT). [Source:Uniprot/SWISSPROT;Acc:P33981]	6	NM_003318	ENSG00000112742	ENST00000230510	0.2514204	5.68972	3.315148	0.00114125	0.01709708
H200018921	114880	OSBPL6	Oxysterol binding protein-like 6	Oxysterol binding protein-related protein 6 (OSBP-related protein 6) (ORP-6). [Source:Uniprot/SWISSPROT;Acc:Q9BZF3]	2	NM_032523,NM_145739	ENSG00000079156	ENST00000359685, ENST00000315022, ENST00000190611	0.2512859	5.757559	3.201435	0.001660045	0.02195155
H200011745	54540	FLJ10404	Hypothetical protein FLJ10404	-	5	NM_019057	ENSG00000146067	ENST00000329540	0.2459838	6.509415	3.006788	0.003082287	0.03414
H200010262	54106	TLR9	Toll-like receptor 9	Toll-like receptor 9 precursor. [Source:Uniprot/SWISSPROT;Acc:Q9NR96]	3	NM_017442,NM_138688	ENSG00000173366	ENST00000360658	0.2457457	6.224107	3.06272	0.002587768	0.03002572
H200006771	23542	MAPK8IP2	Mitogen-activated protein kinase 8 interacting protein 2	C-jun-amino-terminal kinase interacting protein 2 (JNK-interacting protein 2) (JIP-2) (JNK MAP kinase scaffold protein 2) (Islet-brain-2) (IB-2) (Mitogen-activated protein kinase 8-interacting protein 2). [Source:Uniprot/SWISSPROT;Acc:Q13387]	22	NM_012324,NM_016431,NM_139124	ENSG00000008735	ENST00000008876, ENST00000341339, ENST00000329492	0.2381637	6.19917	2.992198	0.003224878	0.03438417
H200014563	64359	NXN	Nucleoredoxin	nucleoredoxin; nucleoredoxin 1 [Homo sapiens]. [Source:RefSeq;Acc:NM_022463]	17	NM_022463	ENSG00000167693	ENST00000336868	0.2326426	5.95087	3.103324	0.002275849	0.02680067
H200006619	4085	MAD2L1	MAD2 mitotic arrest deficient-like 1 (yeast)	Mitotic spindle assembly checkpoint protein MAD2A (MAD2-like 1) (HsMAD2). [Source:Uniprot/SWISSPROT;Acc:Q13257]	4	NM_002358	ENSG00000164109	ENST00000333047, ENST00000296509	0.2281477	5.709821	2.974595	0.003404997	0.03550497
H200019310	84656	GLYR1	Glyoxylate reductase 1 homolog (Arabidopsis)	cytokine-like nuclear factor n-pac; 3-hydroxyisobutyrate dehydrogenase-like [Homo sapiens]. [Source:RefSeq;Acc:NM_032569]	16	NM_032569	ENSG00000140632	ENST00000321919	0.2209122	5.16365	3.286307	0.001256181	0.01784933
H200011501	257000	PLAC2	Placenta-specific 2	placenta-specific 2 [Homo sapiens]. [Source:RefSeq;Acc:NM_153375]	19	-	ENSG00000177408	ENST00000312785	0.2130082	5.22744	3.068194	0.00254353	0.02980463
H200006185	26	ABP1	Amiloride binding protein 1 (amine oxidase (copper-containing))	Amiloride-sensitive amine oxidase [copper-containing] precursor (EC 1.4.3.6) (Diamine oxidase) (DAO) (Amiloride-binding protein) (ABP) (Histaminase) (Kidney amine oxidase) (KAO). [Source:Uniprot/SWISSPROT;Acc:P19801]	7	NM_001091	ENSG00000002726	ENST00000360937	0.2092926	5.745337	2.871599	0.004657394	0.04499613
H200006807	957	ENTPD5	Ectonucleoside triphosphate diphosphohydrolase 5	Ectonucleoside triphosphate diphosphohydrolase 5 precursor (EC 3.6.1.6) (NTPDase5) (Nucleoside diphosphatase) (CD39 antigen-like 4) (ER-UDPase). [Source:Uniprot/SWISSPROT;Acc:O75356]	14	NM_001249	ENSG00000187097	ENST00000334696	-0.196358	5.303577	-2.828089	0.005303212	0.04961543
H200003299	9122	SLC16A4	Solute carrier family 16, member 4 (monocarboxylic acid transporter 5)	Monocarboxylate transporter 5 (MCT 5) (MCT 4). [Source:Uniprot/SWISSPROT;Acc:O15374]	1	NM_004696	ENSG00000168679	ENST00000304624, ENST00000304635	-0.2127474	5.689964	-2.856769	0.004868967	0.04647115
H200004287	5067	CNTN3	Contactin 3 (plasmacytoma associated)	-	3	XM_039627	ENSG00000113805	ENST00000263665	-0.2198971	5.338621	-3.118676	0.002167259	0.02604011
H200010281	5742	PTGS1	Prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)	Prostaglandin G/H synthase 1 precursor (EC 1.14.99.1) (Cyclooxygenase -1) (COX-1) (Prostaglandin-endoperoxide synthase 1) (Prostaglandin H2 synthase 1) (PGH synthase 1) (PGHS-1) (PHS 1). [Source:Uniprot/SWISSPROT;Acc:P23219]	9	NM_000962,NM_080591	ENSG00000095303	ENST00000362012, ENST00000223423	-0.222421	5.383231	-3.285552	0.001259331	0.01784933
H200010649	11027	LILRA2	Leukocyte immunoglobulin-like receptor subfamily A member 2 precursor (Leucocyte immunoglobulin-like receptor 7) (LIR-7) (Immunoglobulin- like transcript 1) (ILT-1) (CD85h antigen). [Source:Uniprot/SWISSPROT;Acc:Q8N149]	Leukocyte immunoglobulin-like receptor subfamily A member 2 precursor (Leucocyte immunoglobulin-like receptor 7) (LIR-7) (Immunoglobulin- like transcript 1) (ILT-1) (CD85h antigen). [Source:Uniprot/SWISSPROT;Acc:Q8N149]	19	NM_006866	ENSG00000187095	ENST00000251377, ENST00000251376	-0.223753	5.579098	-3.125719	0.002119062	0.02582875
H200012598	57633	LRRN1	Leucine rich repeat neuronal 1	leucine rich repeat neuronal 1 [Homo sapiens]. [Source:RefSeq;Acc:NM_020873]	3	NM_020873	ENSG00000175928	ENST00000319331	-0.2259652	5.754561	-2.849666	0.004973371	0.04690028
H200010471	6505	SLC1A1	Solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1	Excitatory amino acid transporter 3 (Sodium-dependent glutamate/aspartate transporter 3) (Excitatory amino-acid carrier 1) (Neuronal and epithelial glutamate transporter). [Source:Uniprot/SWISSPROT;Acc:P43005]	9	NM_004170	ENSG00000106688	ENST00000262352	-0.2299905	5.46272	-3.056093	0.002642275	0.03050861
H200013714	1592	CYP26A1	Cytochrome P450, family 26, subfamily A, polypeptide 1	Cytochrome P450 26 (EC 1.14.-.-) (Retinoic acid-metabolizing cytochrome) (P450 retinoic acid-inactivating 1) (P450RAI) (hP450RAI) (Retinoic acid 4-hydroxylase). [Source:Uniprot/SWISSPROT;Acc:O43174]	10	NM_057157,NM_000783	ENSG00000095596	ENST00000224356, ENST00000298083	-0.2304166	5.233775	-3.114782	0.002194335	0.02613668
H200017926	54407	SLC38A2	Solute carrier family 38, member 2	solute carrier family 38, member 2; amino acid transporter 2; system A amino acid transporter [Homo sapiens]. [Source:RefSeq;Acc:NM_018976]	12	NM_018976	ENSG00000134294	ENST00000256689	-0.2326121	5.627903	-2.891192	0.004390758	0.04294597
H200015464	57546	PDP2	Pyruvate dehydrogenase phosphatase isoenzyme 2	[Pyruvate dehydrogenase [Lipoamide]]-phosphatase 2, mitochondrial precursor (EC 3.1.3.43) (PDP 2) (Pyruvate dehydrogenase phosphatase, catalytic subunit 2) (PDPC 2). [Source:Uniprot/SWISSPROT;Acc:Q9P2J9]	16	NM_020786	ENSG00000172840	ENST00000311765	-0.2340387	5.368757	-3.312357	0.001151928	0.01711347
H200011847	80310	PDGFD	Platelet derived growth factor D	platelet derived growth factor D isoform 1 precursor; spinal cord-derived growth factor-B; iris-expressed growth factor [Homo sapiens]. [Source:RefSeq;Acc:NM_025208]	11	NM_025208,NM_033135	ENSG00000170962	ENST00000302251	-0.2352319	5.995262	-2.98543	0.003293069	0.03495379
H200003537	1489	CTF1	Cardiotrophin 1	Cardiotrophin-1 (CT-1). [Source:Uniprot/SWISSPROT;Acc:Q16619]	16	NM_001330	ENSG00000150281	ENST00000279804	-0.2394169	5.544676	-3.46917	0.000676565	0.01231869
H200001426	25998	IBTK	Inhibitor of Bruton agammaglobulinemia tyrosine kinase	-	6	NM_015525	ENSG00000005700	ENST00000306270	-0.240901	6.230132	-2.855357	0.004889552	0.04648019
H200005291	10667	FARS2	Phenylalanyl-tRNA synthetase 2, mitochondrial	phenylalanine-tRNA synthetase [Homo sapiens]. [Source:RefSeq;Acc:NM_006567]	6	NM_006567	ENSG00000145982	ENST00000274680, ENST00000324331	-0.2417221	5.790571	-3.040862	0.002771593	0.03169256
H200005072	22875	ENPP4	Ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative function)	-	6	NM_014936	ENSG00000001561	ENST00000321037	-0.2469434	5.894333	-3.374007	0.000936489	0.01467993
H200001783	57664	PLEKHA4	Pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 4	Pleckstrin homology domain-containing protein family A member 4 (Phosphoinositol 3-phosphate binding protein-1) (PEPP-1). [Source:Uniprot/SWISSPROT;Acc:Q9H4M7]	19	NM_020904	ENSG00000105559	ENST00000263265, ENST00000355496	-0.2470288	6.533775	-2.95902	0.003572012	0.03660153
H200009211	6309	SC5DL	Sterol-C5-desaturase (ERG3 delta-5-desaturase homolog, S. cerevisiae)-like	Lathosterol oxidase (EC 1.3.3.2) (Lathosterol 5-desaturase) (Delta-7- sterol 5-desaturase) (C-5 sterol desaturase) (Sterol-C5-desaturase). [Source:Uniprot/SWISSPROT;Acc:O75845]	11	NM_006918	ENSG00000109929	ENST00000264027	-0.2484761	6.583683	-3.021615	0.002943346	0.03301848
H200002716	26289	AK5	Adenylate kinase 5	Adenylate kinase isoenzyme 5 (EC 2.7.4.3) (ATP-AMP transphosphorylase). [Source:Uniprot/SWISSPROT;Acc:Q9Y6K8]	1	NM_174858,NM_012093	ENSG00000154027	ENST00000361130, ENST00000344720, ENST00000354567	-0.2506247	5.312276	-3.330218	0.001085173	0.01657164
H200008890	53340	SPA17	Sperm autoantigenic protein 17	Sperm surface protein Sp17 (Sperm autoantigenic protein 17) (Sperm protein 17) (Sp17-1). [Source:Uniprot/SWISSPROT;Acc:Q15506]	11	NM_017425	ENSG00000064199	ENST00000227135	-0.2542394	6.071897	-3.229379	0.001515367	0.02061421
H200016495	10602	CDC42EP3	CDC42 effector protein (Rho GTPase binding) 3	Cdc42 effector protein 3; MSE55-related protein; CRIB-containing BORG2 protein [Homo sapiens]. [Source:RefSeq;Acc:NM_006449]	2	NM_006449	ENSG00000163171	ENST00000295324	-0.2542812	6.144913	-2.931271	0.003888354	0.03899887
H200017287	4148	MATN3	Matrilin 3	Matrilin-3 precursor. [Source:Uniprot/SWISSPROT;Acc:O15232]	2	NM_002381	ENSG00000132031	ENST00000254354	-0.2548075	5.512563	-3.126661	0.00211269	0.02582875
H200013940	1117	CHI3L2	Chitinase 3-like 2	Chitinase 3-like protein 2 precursor (YKL-39) (Chondrocyte protein 39). [Source:Uniprot/SWISSPROT;Acc:Q15782]	1	NM_004000	ENSG00000064886	ENST00000234617	-0.2616422	5.405892	-3.063193	0.002583918	0.03002572
H200006099	7857	SCG2	Secretogranin II (chromogranin C)	Secretogranin II precursor (SgII) (Chromogranin C) [Contains: Secretoneurin (SN)]. [Source:Uniprot/SWISSPROT;Acc:P13521]	2	NM_003469	ENSG00000171951	ENST00000305409	-0.2632653	5.780502	-3.45448	0.000711696	0.01266604
H200006394	2209	FCGR1A	Fc fragment of IgG, high affinity Ia, receptor (CD64)	High affinity immunoglobulin gamma Fc receptor I precursor (Fc-gamma RI) (FcRI) (IgG Fc receptor I) (CD64 antigen). [Source:Uniprot/SWISSPROT;Acc:P12314]	1	NM_000566	ENSG00000150337	ENST00000304242	-0.2637135	6.076862	-2.863933	0.004765684	0.04566953
H200005384	23528	ZNF281	Zinc finger protein 281	Zinc finger protein 281 (Zinc finger DNA binding protein 99) (Transcription factor ZBP-99) (GC-box-binding zinc finger protein 1). [Source:Uniprot/SWISSPROT;Acc:Q9Y2X9]	1	NM_012482	ENSG00000162702	ENST00000294740	-0.2660645	6.93168	-2.992297	0.003223892	0.03438417
H200004290	1842	ECM2	Extracellular matrix protein 2, female organ and adipocyte specific	Extracellular matrix protein 2 precursor (Matrix glycoprotein SC1/ECM2). [Source:Uniprot/SWISSPROT;Acc:O94769]	9	NM_001393	ENSG00000106823	ENST00000223661	-0.267542	5.939362	-3.52429	0.000558742	0.01097592
H200019138	800	CALD1	Caldesmon 1	Caldesmon (CDM). [Source:Uniprot/SWISSPROT;Acc:Q05682]	7	NM_033140,NM_033138,NM_033157,NM_033139,NM_004342	ENSG00000122786	ENST00000361388, ENST00000361901, ENST00000361675, ENST00000357507	-0.2747851	7.385007	-2.853804	0.004912297	0.04650963
H200000796	10772	FUSIP1	FUS interacting protein (serine/arginine-rich) 1	FUS interacting serine-arginine rich protein 1 (TLS-associated protein with Ser-Arg repeats) (TLS-associated protein with SR repeats) (TASR) (TLS-associated serine-arginine protein) (TLS-associated SR protein) (40 kDa SR-repressor protein) (SRrp40) (Splicing factor SRp38). [Source:Uniprot/SWISSPROT;Acc:O75494]	1	NM_054016	ENSG00000188529, ENSG00000189416	ENST00000343255, ENST00000338597	-0.2761217	6.267731	-3.516599	0.000573938	0.01113534
H200004774	10536	LEPREL2	Leprecan-like 2	leprecan-like 2; B protein; gene rich cluster, B gene; leprecan-like 2 protein; prolyl 3-hydroxylase 3 [Homo sapiens]. [Source:RefSeq;Acc:NM_014262]	12	NM_014262	ENSG00000110811	ENST00000251761, ENST00000290510	-0.2765489	6.857723	-3.119484	0.002161677	0.02604011
H200012649	6019	RLN2	Relaxin 2	Prorelaxin H2 precursor. [Source:Uniprot/SWISSPROT;Acc:P04090]	9	NM_134441,NM_005059	ENSG00000107014	ENST00000340409, ENST00000308420	-0.2778575	5.362646	-3.428933	0.000776895	0.01343709
H200013040	2327	FMO2	Flavin containing monooxygenase 2 (non-functional)	Dimethylaniline monooxygenase [N-oxide-forming] 2 (EC 1.14.13.8) (Pulmonary flavin-containing monooxygenase 2) (FMO 2) (Dimethylaniline oxidase 2) (FMO 1B1). [Source:Uniprot/SWISSPROT;Acc:Q99518]	1	NM_001460	ENSG00000094963	ENST00000209929	-0.2779028	5.433685	-3.191254	0.001715873	0.02256373
H200014050	2050	EPHB4	EPH receptor B4	Ephrin type-B receptor 4 precursor (EC 2.7.1.112) (Tyrosine-protein kinase receptor HTK). [Source:Uniprot/SWISSPROT;Acc:P54760]	7	NM_004444	ENSG00000196411	ENST00000358173, ENST00000360620	-0.2783095	7.416146	-2.99478	0.003199209	0.03438417
H200006230	288	ANK3	Ankyrin 3, node of Ranvier (ankyrin G)	Ankyrin 3 (ANK-3) (Ankyrin G). [Source:Uniprot/SWISSPROT;Acc:Q12955]	10	NM_020987,NM_001149	ENSG00000151150	ENST00000280772, ENST00000355288	-0.2787894	6.802856	-3.124425	0.002127844	0.02582875
H200002509	7107	GPR137B	G protein-coupled receptor 137B	Transmembrane 7 superfamily member 1. [Source:Uniprot/SWISSPROT;Acc:O60478]	1	NM_003272	ENSG00000077585	ENST00000170703	-0.2806672	6.393155	-3.183149	0.001761557	0.02290992
H200003189	770	CA11	Carbonic anhydrase XI	Carbonic anhydrase-related protein 2 precursor (CARP-2) (CA-RP II) (CA-XI) (Carbonic anhydrase-related protein 11) (CARP XI) (CA-RP XI) (UNQ211/PRO237). [Source:Uniprot/SWISSPROT;Acc:O75493]	19	NM_001217	ENSG00000063180	ENST00000084798	-0.2820812	5.624062	-2.919018	0.004036062	0.04030953
H200006864	36	ACADSB	Acyl-Coenzyme A dehydrogenase, short/branched chain	Acyl-CoA dehydrogenase, short/branched chain specific, mitochondrial precursor (EC 1.3.99.-) (SBCAD) (2-methyl branched chain acyl-CoA dehydrogenase) (2-MEBCAD) (2-methylbutyryl-coenzyme A dehydrogenase) (2-methylbutyryl-CoA dehydrogenase). [Source:Uniprot/SWISSPROT;Acc:P45954]	10	NM_001609	ENSG00000196177	ENST00000354820	-0.2825371	6.862687	-2.962709	0.003531792	0.036386
H200003898	2857	GPR34	G protein-coupled receptor 34	Probable G protein-coupled receptor GPR34. [Source:Uniprot/SWISSPROT;Acc:Q9UPC5]	X	NM_005300	ENSG00000171659	ENST00000302553	-0.282963	5.816732	-3.900334	0.000142902	0.003843725
H200013858	2171	FABP5	Fatty acid binding protein 5 (psoriasis-associated)	Fatty acid-binding protein, epidermal (E-FABP) (Psoriasis-associated fatty acid-binding protein homolog) (PA-FABP). [Source:Uniprot/SWISSPROT;Acc:Q01469]	11	NM_001444,XM_379976,XM_165511	ENSG00000166899, ENSG00000164687, ENSG00000181632	ENST00000300149, ENST00000297258, ENST00000314090	-0.2873897	6.729024	-3.004596	0.003103337	0.03414
H200002527	79625	C4orf31	Chromosome 4 open reading frame 31	-	4	NM_024574	ENSG00000173376	ENST00000309554	-0.2874299	5.513353	-3.11074	0.002222778	0.02630658
H200002575	5420	PODXL	Podocalyxin-like	Podocalyxin-like protein 1 precursor. [Source:Uniprot/SWISSPROT;Acc:O00592]	7	NM_005397	ENSG00000128567	ENST00000322985	-0.2875675	6.708573	-3.301687	0.001193612	0.01743999
H200000383	2922	GRP	Gastrin-releasing peptide	Gastrin-releasing peptide precursor (GRP) [Contains: Neuromedin C (GRP-10)]. [Source:Uniprot/SWISSPROT;Acc:P07492]	18	NM_002091	ENSG00000134443	ENST00000256857	-0.2906817	6.04692	-3.038488	0.00279226	0.03177539
H200003262	6039	RNASE6	Ribonuclease, RNase A family, k6	Ribonuclease K6 precursor (EC 3.1.27.-) (RNase K6). [Source:Uniprot/SWISSPROT;Acc:Q93091]	14	NM_005615	ENSG00000169413	ENST00000304677	-0.2924518	6.439297	-3.401064	0.000854382	0.01410238
H200019405	53827	FXYD5	FXYD domain containing ion transport regulator 5	FXYD domain-containing ion transport regulator 5 precursor (Dysadherin) (HSPC113). [Source:Uniprot/SWISSPROT;Acc:Q96DB9]	19	NM_144779,NM_014164	ENSG00000089327	ENST00000342879, ENST00000203155	-0.2938073	6.886089	-2.944949	0.003729353	0.03772384
H200004850	3790	KCNS3	Potassium voltage-gated channel, delayed-rectifier, subfamily S, member 3	Potassium voltage-gated channel subfamily S member 3 (Voltage-gated potassium channel subunit Kv9.3) (Delayed-rectifier K(+) channel alpha subunit 3). [Source:Uniprot/SWISSPROT;Acc:Q9BQ31]	2	NM_002252	ENSG00000170745	ENST00000304101	-0.2965442	6.387754	-3.462626	0.000692009	0.01240898
H200019837	79618	HMBOX1	Homeobox containing 1	-	8	NM_024567	ENSG00000147421	ENST00000355231	-0.2966483	6.40642	-3.24275	0.001450365	0.01984401
H200012753	27306	PGDS	Prostaglandin D2 synthase, hematopoietic	Glutathione-requiring prostaglandin D synthase (EC 5.3.99.2) (Glutathione-dependent PGD synthetase) (Prostaglandin-H2 D-isomerase) (Hematopoietic prostaglandin D synthase) (H-PGDS). [Source:Uniprot/SWISSPROT;Acc:O60760]	4	NM_014485	ENSG00000163106	ENST00000295256	-0.2969041	5.805149	-4.044974	8.24E-05	0.00252193
H200006069	231	AKR1B1	Aldo-keto reductase family 1, member B1 (aldose reductase)	Aldose reductase (EC 1.1.1.21) (AR) (Aldehyde reductase). [Source:Uniprot/SWISSPROT;Acc:P15121]	7	NM_001628	ENSG00000085662	ENST00000285930	-0.2989767	6.74433	-3.548815	0.000512779	0.01035759
H200006652	596	BCL2	B-cell CLL/lymphoma 2	Apoptosis regulator Bcl-2. [Source:Uniprot/SWISSPROT;Acc:P10415]	18	NM_000633	ENSG00000171791	ENST00000333681	-0.3064932	6.847006	-3.154579	0.00193176	0.0245832
H200006089	4190	MDH1	Malate dehydrogenase 1, NAD (soluble)	Malate dehydrogenase, cytoplasmic (EC 1.1.1.37). [Source:Uniprot/SWISSPROT;Acc:P40925]	2	NM_005917	ENSG00000014641	ENST00000233114	-0.306765	8.371105	-2.962988	0.003528763	0.036386
H200015913	50508	NOX3	NADPH oxidase 3	NADPH oxidase 3; NADPH oxidase catalytic subunit-like 3 [Homo sapiens]. [Source:RefSeq;Acc:NM_015718]	6	NM_015718	ENSG00000074771	ENST00000159060	-0.3075704	6.101446	-2.866178	0.004733735	0.04554776
H200013884	4065	LY75	Lymphocyte antigen 75	Lymphocyte antigen 75 precursor (DEC-205) (CD205 antigen) (gp200-MR6). [Source:Uniprot/SWISSPROT;Acc:O60449]	2	NM_002349	ENSG00000054219	ENST00000263636	-0.3084138	6.341976	-3.546198	0.000517508	0.01035759
H200007028	6285	S100B	S100 calcium binding protein B	S-100 protein, beta chain. [Source:Uniprot/SWISSPROT;Acc:P04271]	21	NM_006272	ENSG00000160307	ENST00000291700	-0.3117065	5.753193	-3.13218	0.002075723	0.02572375
