Location	Fold Change	ProbeSet ID	UniGene ID	Gene Symbol	Gene Name
Nucleus	-2.4	204558_at	Hs.709252	RAD54L	RAD54-like (S. cerevisiae)
Nucleus	-2.4	203046_s_at	Hs.118631	TIMELESS	timeless homolog (Drosophila)
Nucleus	-2.4	201697_s_at	Hs.202672	DNMT1	DNA (cytosine-5-)-methyltransferase 1
Nucleus	-2.4	212691_at	Hs.308340	NUP188	nucleoporin 188kDa
Nucleus	-2.4	38158_at	Hs.153479	ESPL1	extra spindle pole bodies homolog 1 (S. cerevisiae)
Nucleus	-2.4	213344_s_at	Hs.477879	H2AFX	H2A histone family, member X
Nucleus	-2.4	221545_x_at	Hs.365207	MED16	mediator complex subunit 16
Nucleus	-2.4	202155_s_at	Hs.654530	NUP214	nucleoporin 214kDa
Nucleus	-2.5	201368_at	Hs.503093	ZFP36L2	zinc finger protein 36, C3H type-like 2
Nucleus	-2.5	212784_at	Hs.388236	CIC	capicua homolog (Drosophila)
Nucleus	-2.5	223159_s_at	Hs.197071	NEK6	NIMA (never in mitosis gene a)-related kinase 6
Nucleus	-2.5	203764_at	Hs.77695	DLGAP5	discs, large (Drosophila) homolog-associated protein 5
Nucleus	-2.5	209642_at	Hs.469649	BUB1	budding uninhibited by benzimidazoles 1 homolog (yeast)
Nucleus	-2.5	209120_at	Hs.701977	NR2F2	nuclear receptor subfamily 2, group F, member 2
Nucleus	-2.5	208079_s_at	Hs.250822	AURKA	aurora kinase A
Nucleus	-2.5	204126_s_at	Hs.474217	CDC45L	CDC45 cell division cycle 45-like (S. cerevisiae)
Nucleus	-2.5	216952_s_at	Hs.538286	LMNB2	lamin B2
Nucleus	-2.5	232231_at	Hs.535845	RUNX2	runt-related transcription factor 2
Nucleus	-2.5	201830_s_at	Hs.25155	NET1	neuroepithelial cell transforming 1
Nucleus	-2.6	222136_x_at	Hs.534365	ZNF43	zinc finger protein 43
Nucleus	-2.6	201224_s_at	Hs.18192	SRRM1	serine/arginine repetitive matrix 1
Nucleus	-2.6	35671_at	Hs.371718	GTF3C1	general transcription factor IIIC, polypeptide 1, alpha 220kDa
Nucleus	-2.6	209773_s_at	Hs.226390	RRM2	ribonucleotide reductase M2 polypeptide
Nucleus	-2.7	218039_at	Hs.615092	NUSAP1	nucleolar and spindle associated protein 1
Nucleus	-2.7	212126_at	Hs.349283	CBX5	chromobox homolog 5 (HP1 alpha homolog, Drosophila)
Nucleus	-2.7	205345_at	Hs.591642	BARD1	BRCA1 associated RING domain 1
Nucleus	-2.7	226388_at	Hs.446354	TCEA3	transcription elongation factor A (SII), 3
Nucleus	-2.7	220744_s_at	Hs.655284	IFT122	intraflagellar transport 122 homolog (Chlamydomonas)
Nucleus	-2.7	209680_s_at	Hs.436912	KIFC1	kinesin family member C1
Nucleus	-2.8	208711_s_at	Hs.523852	CCND1	cyclin D1
Nucleus	-2.8	229638_at	Hs.499205	IRX3	iroquois homeobox 3
Nucleus	-2.8	228347_at	Hs.714419	SIX1	SIX homeobox 1
Nucleus	-2.8	228208_x_at	Hs.709873	ZNF354C	zinc finger protein 354C
Nucleus	-2.8	224572_s_at	Hs.693837	IRF2BP2	interferon regulatory factor 2 binding protein 2
Nucleus	-2.8	203755_at	Hs.631699	BUB1B	budding uninhibited by benzimidazoles 1 homolog beta (yeast)
Nucleus	-2.8	218663_at	Hs.567567	NCAPG (includes	E non-SMC condensin I complex, subunit G
Nucleus	-2.8	208149_x_at	Hs.443960	DDX11	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11 (CHL1-like helicase homolog, S. cerevisiae)
Nucleus	-2.8	204092_s_at	Hs.250822	AURKA	aurora kinase A
Nucleus	-2.8	201663_s_at	Hs.58992	SMC4	structural maintenance of chromosomes 4
Nucleus	-2.9	1555653_at	Hs.516539	HNRNPA3	heterogeneous nuclear ribonucleoprotein A3
Nucleus	-2.9	218565_at	Hs.224137	C9ORF114	chromosome 9 open reading frame 114
Nucleus	-2.9	222036_s_at	Hs.460184	MCM4	minichromosome maintenance complex component 4
Nucleus	-2.9	201904_s_at	Hs.475963	CTDSPL	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like
Nucleus	-2.9	203422_at	Hs.279413	POLD1	polymerase (DNA directed), delta 1, catalytic subunit 125kDa
Nucleus	-2.9	212949_at	Hs.308045	NCAPH	non-SMC condensin I complex, subunit H
Nucleus	-3	201850_at	Hs.516155	CAPG	capping protein (actin filament), gelsolin-like
Nucleus	-3	205240_at	Hs.584901	GPSM2	G-protein signaling modulator 2 (AGS3-like, C. elegans)
Nucleus	-3	202726_at	Hs.1770	LIG1	ligase I, DNA, ATP-dependent
Nucleus	-3	218662_s_at	Hs.567567	NCAPG (includes	E non-SMC condensin I complex, subunit G
Nucleus	-3.1	206699_x_at	Hs.79564	NPAS1	neuronal PAS domain protein 1
Nucleus	-3.1	204159_at	Hs.525324	CDKN2C	cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4)
Nucleus	-3.1	209408_at	Hs.714765	KIF2C	kinesin family member 2C
Nucleus	-3.2	202320_at	Hs.371718	GTF3C1	general transcription factor IIIC, polypeptide 1, alpha 220kDa
Nucleus	-3.2	202183_s_at	Hs.613351	KIF22	kinesin family member 22
Nucleus	-3.2	204817_at	Hs.153479	ESPL1	extra spindle pole bodies homolog 1 (S. cerevisiae)
Nucleus	-3.2	202870_s_at	Hs.524947	CDC20	cell division cycle 20 homolog (S. cerevisiae)
Nucleus	-3.3	205733_at	Hs.169348	BLM	Bloom syndrome
Nucleus	-3.3	205167_s_at	Hs.656	CDC25C	cell division cycle 25 homolog C (S. pombe)
Nucleus	-3.3	204826_at	Hs.1973	CCNF	cyclin F
Nucleus	-3.3	203276_at	Hs.89497	LMNB1	lamin B1
Nucleus	-3.4	202107_s_at	Hs.477481	MCM2	minichromosome maintenance complex component 2
Nucleus	-3.4	209199_s_at	Hs.653394	MEF2C	myocyte enhancer factor 2C
Nucleus	-3.4	212803_at	Hs.159223	NAB2	NGFI-A binding protein 2 (EGR1 binding protein 2)
Nucleus	-3.4	209692_at	Hs.472877	EYA2	eyes absent homolog 2 (Drosophila)
Nucleus	-3.4	218115_at	Hs.26516	ASF1B	ASF1 anti-silencing function 1 homolog B (S. cerevisiae)
Nucleus	-3.4	205436_s_at	Hs.477879	H2AFX	H2A histone family, member X
Nucleus	-3.5	218009_s_at	Hs.567385	PRC1	protein regulator of cytokinesis 1
Nucleus	-3.5	230708_at	Hs.524348	PRICKLE1	prickle homolog 1 (Drosophila)
Nucleus	-3.5	213844_at	Hs.655218	HOXA5	homeobox A5
Nucleus	-3.5	216237_s_at	Hs.517582	MCM5	minichromosome maintenance complex component 5
Nucleus	-3.5	204531_s_at	Hs.194143	BRCA1	breast cancer 1, early onset
Nucleus	-3.6	230165_at	Hs.655182	SGOL2	shugoshin-like 2 (S. pombe)
Nucleus	-3.6	229487_at	Hs.573143	EBF1	early B-cell factor 1
Nucleus	-3.6	218530_at	Hs.95231	FHOD1	formin homology 2 domain containing 1
Nucleus	-3.7	227242_s_at	Hs.591374	EBF3	early B-cell factor 3
Nucleus	-3.8	204444_at	Hs.8878	KIF11	kinesin family member 11
Nucleus	-3.8	226065_at	Hs.524348	PRICKLE1	prickle homolog 1 (Drosophila)
Nucleus	-3.8	211519_s_at	Hs.714765	KIF2C	kinesin family member 2C
Nucleus	-3.8	209200_at	Hs.653394	MEF2C	myocyte enhancer factor 2C
Nucleus	-3.9	226661_at	Hs.33366	CDCA2	cell division cycle associated 2
Nucleus	-3.9	208025_s_at	Hs.505924	HMGA2	high mobility group AT-hook 2
Nucleus	-4	210052_s_at	Hs.244580	TPX2	TPX2, microtubule-associated, homolog (Xenopus laevis)
Nucleus	-4	201291_s_at	Hs.156346	TOP2A	topoisomerase (DNA) II alpha 170kDa
Nucleus	-4	201774_s_at	Hs.5719	NCAPD2	non-SMC condensin I complex, subunit D2
Nucleus	-4.1	206074_s_at	Hs.703764	HMGA1	high mobility group AT-hook 1
Nucleus	-4.1	201531_at	Hs.534052	ZFP36	zinc finger protein 36, C3H type, homolog (mouse)
Nucleus	-4.1	218355_at	Hs.648326	KIF4A	kinesin family member 4A
Nucleus	-4.1	235425_at	Hs.655182	SGOL2	shugoshin-like 2 (S. pombe)
Nucleus	-4.2	207069_s_at	Hs.153863	SMAD6	SMAD family member 6
Nucleus	-4.2	209119_x_at	Hs.701977	NR2F2	nuclear receptor subfamily 2, group F, member 2
Nucleus	-4.3	213979_s_at	Hs.208597	CTBP1	C-terminal binding protein 1
Nucleus	-4.3	219650_at	Hs.47558	ERCC6L	excision repair cross-complementing rodent repair deficiency, complementation group 6-like
Nucleus	-4.3	218585_s_at	Hs.656473	DTL	denticleless homolog (Drosophila)
Nucleus	-4.3	201292_at	Hs.156346	TOP2A	topoisomerase (DNA) II alpha 170kDa
Nucleus	-4.4	225655_at	Hs.108106	UHRF1	ubiquitin-like with PHD and ring finger domains 1
Nucleus	-4.4	216975_x_at	Hs.79564	NPAS1	neuronal PAS domain protein 1
Nucleus	-4.4	219306_at	Hs.658939	KIF15	kinesin family member 15
Nucleus	-4.5	221922_at	Hs.584901	GPSM2	G-protein signaling modulator 2 (AGS3-like, C. elegans)
Nucleus	-4.5	201755_at	Hs.517582	MCM5	minichromosome maintenance complex component 5
Nucleus	-4.6	213951_s_at	Hs.383019	PSMC3IP	PSMC3 interacting protein
Nucleus	-4.6	211792_s_at	Hs.525324	CDKN2C	cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4)
Nucleus	-4.7	219918_s_at	Hs.121028	ASPM	asp (abnormal spindle) homolog, microcephaly associated (Drosophila)
Nucleus	-4.7	219729_at	Hs.660115	PRRX2	paired related homeobox 2
Nucleus	-4.9	227243_s_at	Hs.591374	EBF3	early B-cell factor 3
Nucleus	-4.9	207147_at	Hs.419	DLX2	distal-less homeobox 2
Nucleus	-5.1	202580_x_at	Hs.239	FOXM1	forkhead box M1
Nucleus	-5.1	227478_at	Hs.435458	SETBP1	SET binding protein 1
Nucleus	-5.2	221520_s_at	Hs.524571	CDCA8	cell division cycle associated 8
Nucleus	-5.2	209172_s_at	Hs.497741	CENPF	centromere protein F, 350/400ka (mitosin)
Nucleus	-5.3	207828_s_at	Hs.497741	CENPF	centromere protein F, 350/400ka (mitosin)
Nucleus	-5.5	212023_s_at	Hs.80976	MKI67	antigen identified by monoclonal antibody Ki-67
Nucleus	-5.6	220085_at	Hs.655830	HELLS	helicase, lymphoid-specific
Nucleus	-5.6	222027_at	Hs.213061	NUCKS1	nuclear casein kinase and cyclin-dependent kinase substrate 1
Nucleus	-5.6	212044_s_at	Hs.523463	RPL27A (includes	Eribosomal protein L27a
Nucleus	-5.6	228323_at	Hs.181855	CASC5	cancer susceptibility candidate 5
Nucleus	-6.3	1553015_a_at	Hs.31442	RECQL4	RecQ protein-like 4
Nucleus	-6.4	227404_s_at	Hs.708393	EGR1	early growth response 1
Nucleus	-6.6	221911_at	Hs.22634	ETV1	ets variant 1
Nucleus	-6.8	209121_x_at	Hs.701977	NR2F2	nuclear receptor subfamily 2, group F, member 2
Nucleus	-6.9	227719_at	Hs.123119	SMAD9	SMAD family member 9
Nucleus	-7.1	215073_s_at	Hs.701977	NR2F2	nuclear receptor subfamily 2, group F, member 2
Nucleus	-7.5	201369_s_at	Hs.503093	ZFP36L2	zinc finger protein 36, C3H type-like 2
Nucleus	-7.8	201694_s_at	Hs.326035	EGR1	early growth response 1
Nucleus	-8.1	208937_s_at	Hs.504609	ID1	inhibitor of DNA binding 1, dominant negative helix-loop-helix protein
Nucleus	-8.6	206481_s_at	Hs.714330	LDB2	LIM domain binding 2
Nucleus	-8.6	212021_s_at	Hs.80976	MKI67	antigen identified by monoclonal antibody Ki-67
Nucleus	-9.2	206115_at	Hs.534313	EGR3	early growth response 3
Nucleus	-11	229092_at	Hs.701977	NR2F2	nuclear receptor subfamily 2, group F, member 2
Nucleus	-11.1	234464_s_at	Hs.514330	EME1	essential meiotic endonuclease 1 homolog 1 (S. pombe)
Nucleus	-20.6	228399_at	Hs.123933	OSR1	odd-skipped related 1 (Drosophila)
Unknown	-1.9	238462_at	Hs.444075	UBASH3B	ubiquitin associated and SH3 domain containing, B
Unknown	-2	221863_at	Hs.101891	MIER2	mesoderm induction early response 1, family member 2
Unknown	-2	228857_at	Hs.654655	GNL1	guanine nucleotide binding protein-like 1
Unknown	-2	212098_at	Hs.4988	LOC151162	hypothetical LOC151162
Unknown	-2	227490_at	Hs.208550	WDFY2	WD repeat and FYVE domain containing 2
Unknown	-2	223482_at	Hs.488835	TMEM120A	transmembrane protein 120A
Unknown	-2.1	36030_at	Hs.15243	IFFO1	intermediate filament family orphan 1
Unknown	-2.1	63825_at	Hs.122337	ABHD2	abhydrolase domain containing 2
Unknown	-2.1	221335_x_at	Hs.466875	C19ORF61	chromosome 19 open reading frame 61
Unknown	-2.1	227188_at	Hs.208358	C21ORF63	chromosome 21 open reading frame 63
Unknown	-2.1	219063_at	Hs.445952	C1ORF35	chromosome 1 open reading frame 35
Unknown	-2.1	225202_at	Hs.445030	RHOBTB3	Rho-related BTB domain containing 3
Unknown	-2.2	212906_at	Hs.144725	GRAMD1B	GRAM domain containing 1B
Unknown	-2.2	223276_at	Hs.29444	MST150	MSTP150
Unknown	-2.2	203289_s_at	Hs.19699	C16ORF35	chromosome 16 open reading frame 35
Unknown	-2.2	214273_x_at	Hs.19699	C16ORF35	chromosome 16 open reading frame 35
Unknown	-2.2	205631_at	Hs.232532	KIAA0586	KIAA0586
Unknown	-2.2	213234_at	Hs.132660	KIAA1467	KIAA1467
Unknown	-2.2	231835_at	Hs.462033	C1ORF93	chromosome 1 open reading frame 93
Unknown	-2.2	226416_at	Hs.20000	ERI1	exoribonuclease 1
Unknown	-2.2	226118_at	Hs.712603	CENPO	centromere protein O
Unknown	-2.2	223348_x_at	Hs.515016	MUM1	melanoma associated antigen (mutated) 1
Unknown	-2.3	232235_at	Hs.124673	DSEL	dermatan sulfate epimerase-like
Unknown	-2.3	230972_at	Hs.432945	ANKRD9	ankyrin repeat domain 9
Unknown	-2.3	206180_x_at	Hs.592032	ZNF747	zinc finger protein 747
Unknown	-2.3	223019_at	Hs.522401	FAM129B	family with sequence similarity 129, member B
Unknown	-2.3	212830_at	Hs.494977	MEGF9	multiple EGF-like-domains 9
Unknown	-2.3	228654_at	Hs.612782	SPIN4	spindlin family, member 4
Unknown	-2.3	221290_s_at	Hs.515016	MUM1	melanoma associated antigen (mutated) 1
Unknown	-2.3	231411_at	Hs.507798	LHFP	lipoma HMGIC fusion partner
Unknown	-2.4	226559_at	Hs.529857	IER5L	immediate early response 5-like
Unknown	-2.4	212775_at	Hs.526594	OBSL1	obscurin-like 1
Unknown	-2.4	214672_at	Hs.709609	TTLL5	tubulin tyrosine ligase-like family, member 5
Unknown	-2.4	202975_s_at	Hs.445030	RHOBTB3	Rho-related BTB domain containing 3
Unknown	-2.4	36888_at	Hs.7426	KIAA0841	KIAA0841
Unknown	-2.4	202976_s_at	Hs.445030	RHOBTB3	Rho-related BTB domain containing 3
Unknown	-2.4	226456_at	Hs.347524	C16ORF75	chromosome 16 open reading frame 75
Unknown	-2.5	232825_s_at	Hs.124673	DSEL	dermatan sulfate epimerase-like
Unknown	-2.5	218843_at	Hs.27836	FNDC4	fibronectin type III domain containing 4
Unknown	-2.5	235029_at	Hs.656996	GINS4	GINS complex subunit 4 (Sld5 homolog)
Unknown	-2.5	224932_at	Hs.66915	CHCHD10	coiled-coil-helix-coiled-coil-helix domain containing 10
Unknown	-2.5	226485_at	Hs.593950	FLJ20674	hypothetical protein FLJ20674
Unknown	-2.6	218717_s_at	Hs.374191	LEPREL1	leprecan-like 1
Unknown	-2.6	234994_at	Hs.591341	TMEM200A	transmembrane protein 200A
Unknown	-2.6	213826_s_at		LOC100133109	similar to histone
Unknown	-2.7	227165_at	Hs.88523	C13ORF3	chromosome 13 open reading frame 3
Unknown	-2.7	213422_s_at	Hs.558570	MXRA8	matrix-remodelling associated 8
Unknown	-2.7	224886_at	Hs.533771	JMJD8	jumonji domain containing 8
Unknown	-2.7	220233_at	Hs.531770	FBXO17	F-box protein 17
Unknown	-2.7	227444_at	Hs.709762	ARMCX4	armadillo repeat containing, X-linked 4
Unknown	-2.7	221591_s_at	Hs.592116	FAM64A	family with sequence similarity 64, member A
Unknown	-2.7	225377_at	Hs.370555	C9ORF86	chromosome 9 open reading frame 86
Unknown	-2.7	224771_at	Hs.585374	NAV1	neuron navigator 1
Unknown	-2.7	225533_at	Hs.460124	PHF19	PHD finger protein 19
Unknown	-2.8	204094_s_at	Hs.644065	TSC22D2	TSC22 domain family, member 2
Unknown	-2.8	228836_at	Hs.118918	SLC25A35	solute carrier family 25, member 35
Unknown	-2.8	214772_at	Hs.502266	C11ORF41	chromosome 11 open reading frame 41
Unknown	-2.9	201813_s_at	Hs.475629	TBC1D5	TBC1 domain family, member 5
Unknown	-2.9	225337_at	Hs.122337	ABHD2	abhydrolase domain containing 2
Unknown	-2.9	227479_at	Hs.656215	KIAA1244	KIAA1244
Unknown	-3	202214_s_at	Hs.102914	CUL4B	cullin 4B
Unknown	-3	203255_at	Hs.352677	FBXO11	F-box protein 11
Unknown	-3	201896_s_at	Hs.405925	PSRC1	proline/serine-rich coiled-coil 1
Unknown	-3.1	210102_at	Hs.152944	VWA5A	von Willebrand factor A domain containing 5A
Unknown	-3.1	238756_at	Hs.20575	GAS2L3	growth arrest-specific 2 like 3
Unknown	-3.3	226287_at	Hs.143733	CCDC34	coiled-coil domain containing 34
Unknown	-3.3	212736_at	Hs.460095	C16ORF45	chromosome 16 open reading frame 45
Unknown	-3.3	225687_at	Hs.472716	FAM83D	family with sequence similarity 83, member D
Unknown	-3.3	235709_at	Hs.20575	GAS2L3	growth arrest-specific 2 like 3
Unknown	-3.3	222039_at	Hs.135094	KIF18B (includes	kinesin family member 18B
Unknown	-3.4	217734_s_at	Hs.654815	WDR6 (includes	EGWD repeat domain 6
Unknown	-3.4	236834_at	Hs.302287	SCFD2	sec1 family domain containing 2
Unknown	-3.5	222258_s_at	Hs.516777	SH3BP4	SH3-domain binding protein 4
Unknown	-3.5	226923_at	Hs.302287	SCFD2	sec1 family domain containing 2
Unknown	-3.6	222173_s_at	Hs.371016	TBC1D2	TBC1 domain family, member 2
Unknown	-3.6	231118_at	Hs.710624	ANKRD35	ankyrin repeat domain 35
Unknown	-3.6	212069_s_at	Hs.495349	BAT2L	HLA-B associated transcript 2-like
Unknown	-3.8	230206_at	Hs.195403	DOCK5	dedicator of cytokinesis 5
Unknown	-3.8	216048_s_at	Hs.445030	RHOBTB3	Rho-related BTB domain containing 3
Unknown	-3.8	229059_at	Hs.99052	C9ORF109	chromosome 9 open reading frame 109
Unknown	-3.8	235486_at	Hs.502266	C11ORF41	chromosome 11 open reading frame 41
Unknown	-3.9	241910_x_at	Hs.579108	ARL17P1	ADP-ribosylation factor-like 17 pseudogene 1
Unknown	-3.9	213273_at	Hs.213087	ODZ4 (includes	odz, odd Oz/ten-m homolog 4 (Drosophila)
Unknown	-4	213236_at	Hs.193133	SASH1	SAM and SH3 domain containing 1
Unknown	-4.1	227058_at	Hs.616329	C13ORF33	chromosome 13 open reading frame 33
Unknown	-4.1	221815_at	Hs.122337	ABHD2	abhydrolase domain containing 2
Unknown	-4.5	228171_s_at	Hs.188781	PLEKHG4	pleckstrin homology domain containing, family G (with RhoGef domain) member 4
Unknown	-4.6	218888_s_at	Hs.444046	NETO2	neuropilin (NRP) and tolloid (TLL)-like 2
Unknown	-4.7	1560851_at	Hs.351856	C10ORF136	chromosome 10 open reading frame 136
Unknown	-4.8	232693_s_at	Hs.695998	FBXO16	F-box protein 16
Unknown	-4.9	219921_s_at	Hs.195403	DOCK5	dedicator of cytokinesis 5
Unknown	-5	230263_s_at	Hs.195403	DOCK5	dedicator of cytokinesis 5
Unknown	-5.1	213007_at	Hs.513126	FANCI	Fanconi anemia, complementation group I
Unknown	-5.1	40472_at	Hs.352614	LPCAT4	lysophosphatidylcholine acyltransferase 4
Unknown	-5.7	1555673_at	Hs.589507	KRTAP2-1	keratin associated protein 2-1
Unknown	-5.8	209789_at	Hs.551213	CORO2B	coronin, actin binding protein, 2B
Unknown	-6	229420_at	Hs.632573	HCG 16001	ribosomal protein L23a pseudogene 42
Unknown	-6	233533_at	Hs.534499	KRTAP1-5	keratin associated protein 1-5
Unknown	-6.1	213008_at	Hs.513126	FANCI	Fanconi anemia, complementation group I
Unknown	-6.2	225767_at	Hs.370699	LOC284801	hypothetical protein LOC284801
Unknown	-6.8	222774_s_at	Hs.444046	NETO2	neuropilin (NRP) and tolloid (TLL)-like 2
Unknown	-8	212793_at	Hs.712560	DAAM2	dishevelled associated activator of morphogenesis 2
Unknown	-8.1	219278_at	Hs.194694	MAP3K6	mitogen-activated protein kinase kinase kinase 6
Unknown	-8.3	219054_at	Hs.13528	C5ORF23	chromosome 5 open reading frame 23
Unknown	-8.7	205376_at	Hs.658245	INPP4B	inositol polyphosphate-4-phosphatase, type II, 105kDa
Unknown	-9	226552_at	Hs.529857	IER5L	immediate early response 5-like
Unknown	-9.1	1557180_at	Hs.172982	C11ORF87	chromosome 11 open reading frame 87
Unknown	-10.1	226014_at		LOC100133577	hypothetical protein LOC100133577
Unknown	-10.3	213875_x_at	Hs.519930	C6ORF62	chromosome 6 open reading frame 62
Unknown	-13.5	224346_at		C2ORF56	chromosome 2 open reading frame 56
Unknown	-17.2	1557181_s_at	Hs.172982	C11ORF87	chromosome 11 open reading frame 87
Unknown	-19.1	229538_s_at	Hs.591495	IQGAP3	IQ motif containing GTPase activating protein 3
Unknown	-27.6	236532_at	Hs.172982	C11ORF87	chromosome 11 open reading frame 87
Unknown	-51.9	230799_at		LOC100134259	similar to hCG1987718
	-2	235147_at	Hs.657250
	-2.1	225906_at	Hs.594823
	-2.1	227545_at	Hs.54089
	-2.1	229733_s_at	Hs.713089
	-2.2	1562836_at	Hs.408461
	-2.2	212812_at	Hs.288232
	-2.2	235363_at	Hs.28360
	-2.2	229465_s_at	Hs.644384
	-2.2	236632_at	Hs.632595
	-2.3	1567913_at	Hs.621508
	-2.3	230655_at	Hs.15422
	-2.3	230740_at	Hs.648929
	-2.4	229544_at	Hs.167087 /// Hs.621424
	-2.4	228309_at
	-2.4	235609_at	Hs.598759
	-2.4	226107_at	Hs.239666 /// Hs.601347
	-2.4	231431_s_at	Hs.530791
	-2.5	224284_x_at
	-2.5	224375_at
	-2.5	213705_at	Hs.592466
	-2.5	227432_s_at	Hs.705877
	-2.6	234225_at
	-2.6	1558250_s_at	Hs.23554
	-2.6	216246_at
	-2.7	208120_x_at
	-2.8	1563431_x_at	Hs.713288
	-2.8	233088_at	Hs.666722
	-2.9	213048_s_at
	-2.9	228273_at	Hs.633096
	-3	228120_at	Hs.656677
	-3	228797_at	Hs.655270
	-3.1	241617_x_at
	-3.2	211454_x_at
	-3.3	212952_at	Hs.593218
	-3.4	239474_at	Hs.664818
	-3.5	228159_at	Hs.46506
	-3.5	214395_x_at	Hs.707453
	-4.7	229490_s_at	Hs.133294
	-4.8	221995_s_at
	-5.5	216554_s_at
	-5.8	213813_x_at
	-6	230345_at	Hs.170843
	-6.3	239202_at	Hs.702338
	-6.8	222968_at
	-6.9	231387_at	Hs.712966
	-7.4	214803_at	Hs.124776
	-8	242890_at	Hs.658935
	-8.4	235046_at	Hs.176376
	-13.2	230750_at	Hs.594199
	-26.3	229004_at	Hs.534221
