NCBI.refseq	mouse.gene.symbol	chr	num.cellline.eligible	num.cellline.mono	num.cellline.mono.trend
NM_178782	Bcorl1	chrX	0	0	0
NM_001081412	Bcr	chr10	4	0	1
NM_025784	Bcs1l	chr1	4	0	1
NM_001122683	Bdh1	chr16	0	0	0
NM_001172055	Bdh2	chr3	0	0	0
NM_001081061	Bdp1	chr13	4	0	0
NM_019584	Becn1	chr11	4	0	0
NM_001163175	Begain	chr12	0	0	0
NM_199028	Bend3	chr10	1	0	1
NM_001164806	Bend4	chr5	1	0	0
NM_177235	Bend6	chr1	4	1	1
NM_178663	Bend7	chr2	1	0	1
NM_009748	Bet1	chr6	4	0	0
NM_018742	Bet1l	chr7	4	0	0
NM_009052	Bex1	chrX	2	2	0
NM_009749	Bex2	chrX	3	3	0
NM_212457	Bex4	chrX	4	4	0
NM_025976	Bfar	chr16	2	0	1
NM_007542	Bgn	chrX	1	1	0
NM_021560	Bhlhe22	chr3	1	1	0
NM_011498	Bhlhe40	chr6	4	0	0
NM_024469	Bhlhe41	chr6	4	0	0
NM_031397	Bicc1	chr10	4	0	0
NM_001039179	Bicd2	chr13	0	0	0
NM_007544	Bid	chr6	3	1	0
NM_021328	Bin3	chr14	4	0	0
NM_007465	Birc2	chr9	4	0	0
NM_001012273	Birc5	chr11	1	1	0
NM_007566	Birc6	chr17	4	0	0
NM_144558	Bivm	chr1	4	0	1
NM_016916	Blcap	chr2	4	0	0
NM_178645	Blmh	chr11	4	0	0
NM_015740	Bloc1s1	chr10	4	0	1
NM_028607	Bloc1s2	chr19	4	0	0
NM_177692	Bloc1s3	chr7	1	0	0
NM_026678	Blvra	chr2	4	0	1
NM_144923	Blvrb	chr7	4	0	0
NM_007552	Bmi1	chr2	4	0	0
NR_033241	Bmp1	chr14	0	0	0
NM_007553	Bmp2	chr2	0	0	0
NM_080708	Bmp2k	chr5	3	0	0
NM_173404	Bmp3	chr5	0	0	0
NM_007557	Bmp7	chr2	4	1	1
NM_028472	Bmper	chr9	3	1	2
NM_009758	Bmpr1a	chr14	4	0	1
NM_007560	Bmpr1b	chr3	1	0	0
NM_007561	Bmpr2	chr1	4	0	1
NM_194339	Bms1	chr6	4	0	0
NM_009759	Bmx	chrX	1	1	0
NM_023326	Bmyc	chr2	0	0	0
NM_172149	Bnip1	chr17	4	0	0
NM_016787	Bnip2	chr9	4	0	0
NM_009760	Bnip3	chr7	4	0	0
NM_009761	Bnip3l	chr14	4	0	0
NM_172506	Boc	chr16	4	0	0
NM_001081422	Bod1l	chr5	4	0	0
NM_016778	Bok	chr1	3	1	1
NM_175103	Bola2	chr7	4	0	0
NM_175277	Bola3	chr6	4	0	0
NM_013481	Bop1	chr15	4	0	0
NM_007563	Bpgm	chr6	4	0	0
NM_026512	Bphl	chr13	4	1	3
NM_011794	Bpnt1	chr1	4	0	1
NM_176850	Bptf	chr11	4	0	0
NM_139294	Braf	chr6	4	0	0
NM_028227	Brap	chr5	4	0	0
NM_009764	Brca1	chr11	4	0	2
NM_001033274	Brd1	chr15	4	0	0
NM_020508	Brd4	chr17	2	0	0
NM_030147	Brd8	chr18	4	0	0
NM_001024508	Brd9	chr13	4	0	0
NM_054054	Brdt	chr5	1	0	0
NM_144541	Bre	chr5	4	0	0
NM_028193	Brf1	chr12	4	4	0
NM_025686	Brf2	chr8	4	0	0
NM_029752	Bri3bp	chr5	4	0	0
NM_178309	Brip1	chr11	0	0	0
NM_026396	Brix1	chr15	4	0	0
NM_134155	Brms1	chr19	4	0	0
NM_001037756	Brms1l	chr12	4	0	0
NM_021555	Brp16	chr15	4	0	0
NM_027430	Brp44	chr1	4	0	0
NM_018819	Brp44l	chr17	4	0	0
NM_030178	Brpf1	chr6	4	0	0
NM_001081315	Brpf3	chr17	3	0	0
NM_001003920	Brsk1	chr7	4	0	1
NM_001103179	Brwd1	chr16	0	0	0
NM_145125	Brwd1	chr16	0	0	0
NM_176928	Brwd1	chr16	4	0	0
NM_001081477	Brwd3	chrX	4	4	0
NM_001136064	Bscl2	chr19	0	0	0
NM_133889	Bsdc1	chr4	4	0	0
NM_198095	Bst2	chr8	0	0	0
NM_001080706	Btaf1	chr19	4	0	0
NM_146193	Btbd1	chr7	4	0	0
NM_133700	Btbd10	chr7	4	0	0
NM_028709	Btbd11	chr10	0	0	0
NM_177472	Btbd12	chr16	4	0	0
NM_028055	Btbd17	chr11	4	0	0
NR_024078	Btbd19	chr4	1	1	0
NM_145361	Btbd2	chr10	4	0	0
NM_001025431	Btbd3	chr2	0	0	0
NM_145534	Btbd3	chr2	0	0	0
NM_172806	Btbd7	chr12	4	0	0
NM_027060	Btbd9	chr17	0	0	0
NM_007568	Btc	chr5	0	0	0
NM_025295	Btd	chr14	4	0	0
NM_027453	Btf3l4	chr4	4	0	0
NM_007569	Btg1	chr10	3	0	0
NM_007570	Btg2	chr1	4	0	1
NM_009774	Bub3	chr7	4	0	0
NM_146000	Bud13	chr9	4	0	0
NM_001008705	Bud31	chr5	4	0	0
NM_138678	Butr1	chr11	0	0	0
NM_024285	Bves	chr10	1	0	0
NM_016859	Bysl	chr17	4	0	0
NM_172449	Bzrap1	chr11	0	0	0
NM_025824	Bzw1	chr1	4	0	1
NM_025840	Bzw2	chr12	4	0	0
NR_026848	C030034I22Rik	chr17	0	0	0
NR_015499	C030034L19Rik	chr3	0	0	0
NR_015601	C030044B11Rik	chr13	4	0	0
NM_001081319	C030046E11Rik	chr19	4	0	0
NM_177994	C030046I01Rik	chr10	4	0	0
NM_172991	C030048B08Rik	chr5	4	0	0
NM_172730	C130022K22Rik	chr6	4	0	0
NR_015507	C130036L24Rik	chr1	0	0	0
NM_178692	C130074G19Rik	chr1	0	0	0
NM_020558	C1d	chr11	4	0	0
NM_052993	C1galt1	chr6	4	0	0
NM_021550	C1galt1c1	chrX	4	4	0
NM_007573	C1qbp	chr11	4	0	0
NM_011795	C1ql1	chr11	2	0	0
NM_153155	C1ql3	chr2	1	0	0
NM_026161	C1qtnf4	chr2	0	0	0
NM_028331	C1qtnf6	chr15	4	0	0
NM_178643	C230052I12Rik	chr7	4	0	1
NM_001039231	C230055K05Rik	chr5	1	0	1
NM_172924	C230081A13Rik	chr9	4	0	0
NR_015479	C230091D08Rik	chr7	4	0	0
NM_174847	C2cd2	chr16	4	0	0
NM_027909	C2cd2l	chr9	4	0	0
NM_001017985	C2cd3	chr7	4	0	0
NM_172725	C330006K01Rik	chr5	4	0	0
NM_029951	C330007P06Rik	chrX	4	4	0
NM_145974	C330016O10Rik	chr11	1	0	0
NM_029909	C330018D20Rik	chr18	4	0	0
NM_194340	C330019G07Rik	chr5	4	0	0
NM_001034857	C330019L16Rik	chr7	0	0	0
NR_015582	C330024D21Rik	chr5	0	0	0
NM_172616	C330027C09Rik	chr16	4	0	0
NM_198957	C430048L16Rik	chr4	3	0	2
NM_011413	C4a	chr17	1	1	0
NM_009780	C4b	chr17	2	0	2
NR_029450	C530005A16Rik	chr4	0	0	0
NM_001163793	C530008M17Rik	chr5	4	0	0
NM_175454	C630004H02Rik	chr11	4	0	1
NR_027923	C630043F03Rik	chr4	1	0	1
NM_001033189	C77080	chr4	1	0	0
NM_001077354	C77370	chrX	2	2	0
NM_001033192	C78339	chr13	4	0	0
NM_153540	C85492	chr9	4	0	0
NR_027370	C87436	chr6	0	0	0
NM_027062	C8g	chr2	0	0	0
NM_001045559	C920016K16Rik	chr17	4	0	0
NM_133781	Cab39	chr1	4	0	1
NM_026908	Cab39l	chr14	4	0	0
NM_172549	Cabin1	chr10	4	0	0
NM_001146287	Cables1	chr18	0	0	0
NM_145851	Cables2	chr2	4	0	0
NM_138948	Cabp7	chr11	0	0	0
NM_198037	Cachd1	chr4	4	0	0
NM_009785	Cacna2d3	chr14	0	0	0
NM_023116	Cacnb2	chr2	2	0	0
NM_007581	Cacnb3	chr15	0	0	0
NM_019431	Cacng4	chr11	4	1	0
NM_080644	Cacng5	chr11	1	0	1
NM_133189	Cacng7	chr7	4	0	0
NM_133190	Cacng8	chr7	0	0	0
NM_009786	Cacybp	chr1	4	0	0
NM_023525	Cad	chr5	4	0	0
NM_153112	Cadm4	chr7	4	0	1
NM_153163	Cadps2	chr6	0	0	0
NM_027724	Cage1	chr13	0	0	0
NM_026192	Calcoco1	chr15	4	0	0
NM_018782	Calcrl	chr2	4	0	0
NM_145575	Cald1	chr6	4	0	4
NM_009790	Calm1	chr12	4	0	0
NM_007589	Calm2	chr17	4	0	0
NM_007590	Calm3	chr7	4	0	0
NM_184053	Calu	chr6	0	0	0
NM_133926	Camk1	chr6	4	0	1
NM_177343	Camk1d	chr2	2	0	0
NM_144817	Camk1g	chr1	4	0	2
NM_177407	Camk2a	chr18	0	0	0
NM_001174053	Camk2b	chr11	1	0	0
NM_028420	Camk2n2	chr16	0	0	0
NM_009793	Camk4	chr18	0	0	0
NM_018883	Camkk1	chr11	1	0	1
NM_145358	Camkk2	chr5	4	0	4
NM_007596	Caml	chr13	4	0	0
NM_001115076	Camsap1	chr2	4	0	0
NM_001081360	Camsap1l1	chr1	4	0	1
NM_178116	Camta2	chr11	1	0	0
NM_027994	Cand1	chr10	4	0	0
NM_025958	Cand2	chr6	4	0	0
NM_029502	Cant1	chr11	0	0	0
NM_007598	Cap1	chr4	4	0	0
NM_026056	Cap2	chr13	4	2	2
NM_011796	Capn10	chr1	4	0	1
NM_009794	Capn2	chr1	4	0	0
NM_007602	Capn5	chr7	4	0	2
NM_007603	Capn6	chrX	2	2	0
NM_009796	Capn7	chr14	4	0	1
NM_009795	Capns1	chr7	4	0	1
NM_181541	Caprin2	chr6	3	0	0
NM_178278	Caps2	chr10	0	0	0
NM_009797	Capza1	chr3	4	0	0
NM_007604	Capza2	chr6	4	0	0
NM_028296	Car10	chr11	0	0	0
NM_009800	Car11	chr7	2	0	0
NM_178396	Car12	chr9	0	0	0
NM_024495	Car13	chr3	0	0	0
NM_009801	Car2	chr3	4	0	1
NM_007606	Car3	chr3	0	0	0
NM_181315	Car5b	chrX	4	4	0
NM_007592	Car8	chr4	1	1	0
NM_130859	Card10	chr15	0	0	0
NM_001163138	Card6	chr15	2	2	0
NM_139150	Carf	chr1	4	0	1
NM_025821	Carhsp1	chr16	4	0	0
NM_026995	Carkd	chr8	4	0	0
NM_134148	Carns1	chr19	0	0	0
NM_013742	Cars	chr7	4	0	0
NM_024248	Cars2	chr8	4	0	0
NM_138660	Casc3	chr11	4	0	1
NM_145398	Casd1	chr6	4	2	0
NM_009806	Cask	chrX	4	4	0
NM_080643	Caskin2	chr11	4	0	0
NM_009808	Casp12	chr9	4	0	1
NM_007610	Casp2	chr6	4	0	0
NM_009810	Casp3	chr8	4	0	0
NM_007609	Casp4	chr9	0	0	0
NM_009811	Casp6	chr3	4	0	0
NM_007611	Casp7	chr19	4	0	0
NM_015733	Casp9	chr4	4	0	0
NM_009817	Cast	chr13	4	0	0
NM_009804	Cat	chr2	4	0	1
NM_007616	Cav1	chr6	2	0	0
NM_016900	Cav2	chr6	4	1	3
NM_144822	Cbara1	chr10	4	0	0
NM_009823	Cbfa2t2	chr2	0	0	0
NM_172860	Cbfa2t2	chr2	0	0	0
NM_007619	Cbl	chr9	4	0	0
NM_001033238	Cblb	chr16	4	0	0
NM_134048	Cbll1	chr12	3	0	0
NM_019820	Cbln3	chr14	0	0	0
NM_007620	Cbr1	chr16	4	3	0
NM_173047	Cbr3	chr16	3	0	1
NM_145595	Cbr4	chr8	4	0	0
NM_144855	Cbs	chr17	0	0	0
NM_178224	Cbs	chr17	1	0	1
NM_146097	Cbwd1	chr19	4	0	0
NM_007622	Cbx1	chr11	4	0	1
NM_007623	Cbx2	chr11	4	0	4
NM_007624	Cbx3	chr6	4	0	0
NM_007625	Cbx4	chr11	4	0	0
NM_028763	Cbx6	chr15	4	0	0
NM_013926	Cbx8	chr11	4	0	0
NM_028634	Cby1	chr15	4	0	1
NM_145970	Cc2d1a	chr8	2	0	0
NM_177045	Cc2d1b	chr4	4	0	0
NM_172274	Cc2d2a	chr5	4	0	0
NM_026201	Ccar1	chr10	4	0	0
NM_178793	Ccbe1	chr18	2	1	0
NM_172404	Ccbl1	chr2	4	0	0
NM_173763	Ccbl2	chr3	3	0	0
NM_029339	Ccdc101	chr7	3	0	0
NM_025740	Ccdc104	chr11	4	0	1
NM_146178	Ccdc106	chr7	1	1	0
NM_001037913	Ccdc107	chr4	4	0	0
NM_001033259	Ccdc109a	chr10	4	0	0
NM_025779	Ccdc109b	chr3	2	0	1
NM_001001184	Ccdc111	chr8	0	0	0
NM_001160399	Ccdc112	chr18	1	0	0
NM_027159	Ccdc115	chr1	4	0	0
NM_134033	Ccdc117	chr11	4	0	1
NM_028312	Ccdc12	chr9	4	0	0
NM_207202	Ccdc120	chrX	0	0	0
NM_028120	Ccdc123	chr7	4	0	0
NM_026964	Ccdc124	chr8	4	0	0
NM_175098	Ccdc126	chr6	3	0	1
NM_001168658	Ccdc127	chr13	1	1	0
NM_024260	Ccdc132	chr6	0	0	0
NM_172428	Ccdc134	chr15	4	0	0
NM_145574	Ccdc136	chr6	3	1	0
NM_152807	Ccdc137	chr11	4	0	1
NM_001162956	Ccdc138	chr10	1	0	0
NM_172824	Ccdc14	chr16	4	0	0
NM_001025576	Ccdc141	chr2	3	1	1
NM_001081266	Ccdc142	chr6	4	0	0
NM_001001178	Ccdc148	chr2	0	0	0
NM_001081429	Ccdc15	chr9	0	0	0
NM_029939	Ccdc151	chr9	0	0	0
NM_001034059	Ccdc160	chrX	0	0	0
NM_026714	Ccdc163	chr4	4	0	0
NM_001037916	Ccdc17	chr4	0	0	0
NM_138603	Ccdc22	chrX	4	4	0
NM_145944	Ccdc25	chr14	4	0	0
NM_144820	Ccdc28a	chr10	4	0	1
NM_028804	Ccdc3	chr2	0	0	0
NM_029286	Ccdc30	chr4	0	0	0
NM_199310	Ccdc32	chr2	4	0	0
NM_026613	Ccdc34	chr2	4	0	0
NM_173775	Ccdc37	chr6	1	0	0
NM_026222	Ccdc39	chr3	0	0	0
NM_029852	Ccdc41	chr10	4	0	0
NM_025918	Ccdc43	chr11	3	0	0
NM_029606	Ccdc46	chr11	1	0	0
NM_026009	Ccdc47	chr11	4	0	0
NM_026202	Ccdc50	chr16	0	0	0
NM_025689	Ccdc51	chr9	3	0	1
NM_144550	Ccdc52	chr16	4	0	0
NM_001122960	Ccdc53	chr10	0	0	0
NM_001012309	Ccdc55	chr11	4	0	0
NM_026618	Ccdc56	chr11	4	0	0
NM_027745	Ccdc57	chr11	0	0	0
NM_025602	Ccdc59	chr10	4	0	0
NM_001111121	Ccdc6	chr10	4	0	0
NM_001033314	Ccdc61	chr7	4	0	0
NM_001080808	Ccdc64	chr5	0	0	0
NM_153518	Ccdc65	chr15	0	0	0
NM_177111	Ccdc66	chr14	4	0	0
NM_133744	Ccdc71	chr9	4	0	0
NM_183250	Ccdc72	chr9	4	0	0
NM_177600	Ccdc73	chr2	0	0	0
NM_001166164	Ccdc74a	chr16	0	0	0
NM_030016	Ccdc76	chr3	1	0	0
NM_026028	Ccdc77	chr6	4	0	0
NM_001165929	Ccdc78	chr17	0	0	0
NM_201372	Ccdc84	chr9	3	1	0
NM_198616	Ccdc85b	chr19	0	0	0
NM_001159910	Ccdc85c	chr12	4	0	1
NM_023731	Ccdc86	chr19	4	0	0
NM_176841	Ccdc88a	chr11	4	0	0
NM_026681	Ccdc88c	chr12	4	0	1
NM_001136471	Ccdc9	chr7	0	0	0
NM_172297	Ccdc9	chr7	0	0	0
NM_001081059	Ccdc90a	chr13	4	0	2
NM_144819	Ccdc92	chr5	3	0	0
NM_001025156	Ccdc93	chr1	0	0	0
NM_028381	Ccdc94	chr17	4	0	1
NM_025725	Ccdc96	chr5	0	0	0
NM_028771	Ccdc97	chr7	4	0	1
NM_146248	Cchcr1	chr17	4	0	1
NM_009139	Ccl6	chr11	0	0	0
NM_011338	Ccl9	chr11	0	0	0
NM_146014	Ccm2	chr11	4	0	0
NM_007628	Ccna1	chr3	0	0	0
NM_007630	Ccnb2	chr9	3	0	1
NM_016746	Ccnc	chr4	2	0	0
NM_009829	Ccnd2	chr6	4	0	0
NM_009831	Ccng1	chr11	4	0	0
NM_007635	Ccng2	chr5	4	0	0
NM_023243	Ccnh	chr13	4	0	0
NM_017367	Ccni	chr5	4	0	0
NM_172839	Ccnj	chr19	4	0	0
NM_001045530	Ccnjl	chr11	1	0	0
NM_009832	Ccnk	chr12	4	0	0
NM_019937	Ccnl1	chr3	4	0	0
NM_207678	Ccnl2	chr4	4	0	0
NM_009833	Ccnt1	chr15	4	0	0
NM_028399	Ccnt2	chr1	4	0	1
NM_026484	Ccny	chr18	4	0	0
NM_001097644	Ccnyl1	chr1	4	0	0
NM_001114328	Ccpg1	chr9	3	0	0
NM_145700	Ccrl1	chr9	1	0	0
NM_009834	Ccrn4l	chr3	3	1	0
NM_016892	Ccs	chr19	4	0	0
NM_007636	Cct2	chr10	4	0	0
NM_009836	Cct3	chr3	4	0	0
NM_009837	Cct4	chr11	4	0	0
NM_007637	Cct5	chr15	4	0	0
NM_009838	Cct6a	chr5	4	0	0
NM_007638	Cct7	chr6	4	0	0
NM_009840	Cct8	chr16	4	0	0
NM_153098	Cd109	chr9	4	0	2
NM_009842	Cd151	chr7	3	0	0
NM_016898	Cd164	chr10	4	0	0
NM_007639	Cd1d1	chr3	4	0	0
NM_130903	Cd209c	chr8	4	4	0
NM_031162	Cd247	chr1	0	0	0
NM_009846	Cd24a	chr10	4	3	1
NM_021893	Cd274	chr19	0	0	0
NM_133983	Cd276	chr9	4	0	0
NM_009847	Cd2ap	chr17	4	0	0
NM_027353	Cd2bp2	chr7	4	0	0
NM_025422	Cd302	chr2	3	0	1
NM_019421	Cd320	chr17	4	0	0
NM_007646	Cd38	chr5	0	0	0
NM_145822	Cd3eap	chr7	4	0	0
NM_010778	Cd46	chr1	0	0	0
NM_010581	Cd47	chr16	4	0	0
NM_007652	Cd59a	chr2	0	0	0
NM_009853	Cd68	chr11	2	0	1
NM_133655	Cd81	chr7	4	0	4
NM_009856	Cd83	chr13	0	0	0
NM_013489	Cd84	chr1	0	0	0
NM_007657	Cd9	chr6	4	0	1
NM_010740	Cd93	chr2	1	1	0
NM_138309	Cd99l2	chrX	4	4	0
NM_001168536	Cdadc1	chr14	0	0	0
NM_027986	Cdadc1	chr14	0	0	0
NM_133837	Cdc123	chr2	4	0	0
NM_027276	Cdc16	chr8	4	0	0
NM_178347	Cdc23	chr18	4	0	0
NM_007658	Cdc25a	chr9	4	0	0
NM_001111075	Cdc25b	chr2	0	0	0
NM_145436	Cdc27	chr11	4	0	0
NM_177613	Cdc34	chr10	4	0	0
NM_016742	Cdc37	chr9	4	0	0
NM_025950	Cdc37l1	chr19	4	0	0
NM_027879	Cdc40	chr10	4	0	0
NM_009861	Cdc42	chr4	0	0	0
NM_001033285	Cdc42bpa	chr1	4	0	1
NM_183016	Cdc42bpb	chr12	4	0	0
NM_027219	Cdc42ep1	chr15	4	0	0
NM_026772	Cdc42ep2	chr19	3	0	0
NM_001163346	Cdc42ep4	chr11	0	0	0
NM_021454	Cdc42ep5	chr7	1	0	0
NM_172395	Cdc42se1	chr3	4	0	0
NM_178626	Cdc42se2	chr11	4	0	0
NM_152810	Cdc5l	chr17	4	0	0
NM_009863	Cdc7	chr5	4	0	0
NM_145991	Cdc73	chr1	4	0	2
NM_028023	Cdca4	chr12	4	0	0
NM_025866	Cdca7	chr2	4	0	1
NM_146040	Cdca7l	chr12	4	0	0
NM_009865	Cdh10	chr15	4	1	0
NM_009866	Cdh11	chr8	3	0	0
NM_019707	Cdh13	chr8	4	0	1
NM_001081386	Cdh19	chr1	2	0	0
NM_007664	Cdh2	chr18	4	0	0
NM_011800	Cdh20	chr1	4	0	0
NM_174988	Cdh22	chr2	1	0	1
NM_199470	Cdh24	chr14	0	0	0
NM_009867	Cdh4	chr2	4	1	0
NM_007666	Cdh6	chr15	3	2	0
NM_130878	Cdhr1	chr14	0	0	0
NM_007661	Cdk11b	chr4	4	0	0
NM_026952	Cdk12	chr11	0	0	0
NM_011074	Cdk14	chr5	4	0	0
NM_011049	Cdk16	chrX	4	4	0
NM_008795	Cdk18	chr1	1	1	0
NM_001168304	Cdk19	chr10	0	0	0
NM_013812	Cdk2ap1	chr5	4	0	0
NM_026373	Cdk2ap2	chr19	4	0	0
NM_009870	Cdk4	chr10	4	0	0
NM_007668	Cdk5	chr5	3	0	0
NM_009871	Cdk5r1	chr11	1	0	0
NM_025876	Cdk5rap1	chr2	3	1	0
NM_145990	Cdk5rap2	chr4	4	0	0
NM_030248	Cdk5rap3	chr11	4	0	1
NM_009874	Cdk7	chr13	4	0	0
NM_153599	Cdk8	chr5	4	0	0
NM_130860	Cdk9	chr2	4	0	0
NM_144536	Cdkal1	chr13	4	0	0
NM_001166654	Cdkl3	chr11	0	0	0
NM_001024624	Cdkl5	chrX	0	0	0
NM_007669	Cdkn1a	chr17	2	0	2
NM_172407	Cdkn2aip	chr8	4	0	0
NM_029976	Cdkn2aipnl	chr11	4	0	0
NM_007670	Cdkn2b	chr4	4	3	1
NM_009878	Cdkn2d	chr9	4	0	0
NM_177647	Cdnf	chr2	1	1	0
NM_033037	Cdo1	chr18	4	0	1
NM_021339	Cdon	chr9	0	0	0
NM_001166658	Cdr1	chrX	2	2	0
NM_007672	Cdr2	chr7	4	1	1
NM_001080929	Cdr2l	chr11	4	0	0
NM_138651	Cds2	chr2	4	0	0
NM_001134427	Cdv3	chr9	0	0	0
NM_029441	Cdyl2	chr8	0	0	0
NM_007678	Cebpa	chr7	2	0	0
NM_009884	Cebpg	chr7	4	0	0
NM_001128151	Cecr2	chr6	1	0	0
NM_144815	Cecr5	chr6	4	0	0
NM_033567	Cecr6	chr6	0	0	0
NM_033612	Cela1	chr15	3	0	0
NM_176954	Celf5	chr10	3	0	0
NM_009886	Celsr1	chr15	1	0	0
NM_021316	Cend1	chr7	1	1	0
NM_007681	Cenpa	chr5	4	0	0
NM_007682	Cenpb	chr2	4	0	0
NM_007683	Cenpc1	chr5	4	0	0
NM_173762	Cenpe	chr3	4	0	0
NM_001081363	Cenpf	chr1	4	0	3
NM_145924	Cenpi	chrX	4	4	0
NM_001014996	Cenpj	chr14	0	0	0
NM_021790	Cenpk	chr13	0	0	0
NM_134046	Cenpo	chr12	4	0	1
NM_031863	Cenpq	chr17	4	0	1
NM_012018	Cep110	chr2	4	0	0
NM_178686	Cep120	chr18	4	0	0
NM_199032	Cep135	chr5	4	0	0
NM_001081091	Cep152	chr2	3	0	1
NM_001081373	Cep164	chr9	4	0	0
NM_001099637	Cep170	chr1	4	0	0
NM_027556	Cep192	chr18	4	0	0
NM_001039184	Cep350	chr1	4	0	1
NM_026665	Cep57	chr9	4	0	0
NM_001081122	Cep63	chr9	4	0	0
NM_172260	Cep68	chr11	4	0	1
NM_023873	Cep70	chr9	4	0	0
NM_001081073	Cep76	chr18	4	0	0
NM_198019	Cep78	chr19	4	0	0
NM_028815	Cep97	chr16	1	0	0
NM_133869	Cept1	chr3	4	0	0
NM_207298	Cercam	chr2	2	1	0
NM_145475	Cerk	chr15	4	0	0
NM_007684	Cetn3	chr13	1	0	1
NM_007687	Cfl1	chr19	4	0	0
NM_007688	Cfl2	chr12	4	0	1
NM_009805	Cflar	chr1	0	0	0
NM_207653	Cflar	chr1	4	0	0
NM_008823	Cfp	chrX	0	0	0
NM_178647	Cggbp1	chr16	4	0	0
NM_001037711	Cgn	chr3	0	0	0
NM_026599	Cgnl1	chr9	0	0	0
NM_001164320	Chadl	chr15	1	0	0
NM_013733	Chaf1a	chr17	3	0	0
NM_025366	Chchd1	chr14	4	0	1
NM_024166	Chchd2	chr5	4	0	0
NM_025336	Chchd3	chr6	4	0	0
NM_133928	Chchd4	chr6	4	0	0
NM_025395	Chchd5	chr2	4	0	0
NM_181391	Chchd7	chr4	1	0	0
NM_183270	Chchd8	chr7	4	0	0
NM_007690	Chd1	chr17	4	0	0
NM_026539	Chd1l	chr3	4	0	0
NM_001081345	Chd2	chr7	4	0	0
NM_146019	Chd3	chr11	1	0	0
NM_145979	Chd4	chr6	4	0	0
NM_173368	Chd6	chr2	4	0	0
NM_001081417	Chd7	chr4	4	0	0
NM_201637	Chd8	chr14	4	0	0
NM_007691	Chek1	chr9	1	0	0
NM_172717	Chfr	chr5	4	0	0
NM_007693	Chga	chr12	0	0	0
NM_007694	Chgb	chr2	0	0	0
NM_007695	Chi3l1	chr1	0	0	0
NM_009767	Chic1	chrX	1	1	0
NM_028850	Chic2	chr5	4	0	1
NM_001142681	Chid1	chr7	4	0	0
NM_001025566	Chka	chr19	0	0	0
NM_013490	Chka	chr19	4	0	0
NM_007692	Chkb	chr15	1	0	0
NR_004843	Chkb-Cpt1b	chr15	0	0	0
NM_007697	Chl1	chr6	4	1	0
NM_018818	Chm	chrX	4	4	0
NM_021350	Chml	chr1	4	0	2
NM_145606	Chmp1a	chr8	4	0	0
NM_024190	Chmp1b	chr18	4	0	0
NM_026885	Chmp2a	chr7	4	0	0
NM_026879	Chmp2b	chr16	4	0	0
NM_029362	Chmp4b	chr2	4	0	0
NM_029814	Chmp5	chr4	4	0	0
NM_001085498	Chmp6	chr11	4	0	0
NM_134078	Chmp7	chr14	4	0	0
NM_001163640	Chn2	chr6	4	1	0
NM_023543	Chn2	chr6	1	0	1
NM_139134	Chodl	chr16	1	0	0
NM_025844	Chordc1	chr9	4	0	0
NM_133913	Chpf2	chr5	4	0	0
NM_001146690	Chpt1	chr10	0	0	0
NM_144807	Chpt1	chr10	3	0	0
NM_053068	Chrac1	chr15	4	0	0
NM_009893	Chrd	chr16	0	0	0
NM_001114385	Chrdl1	chrX	0	0	0
NM_031258	Chrdl1	chrX	0	0	0
NM_033269	Chrm3	chr13	4	0	0
NM_007699	Chrm4	chr2	0	0	0
NM_205783	Chrm5	chr2	0	0	0
NM_015730	Chrna4	chr2	1	0	0
NM_176844	Chrna5	chr9	0	0	0
NM_009602	Chrnb2	chr3	0	0	0
NM_145142	Chst10	chr1	4	0	0
NM_021439	Chst11	chr10	4	0	0
NM_021528	Chst12	chr5	4	0	0
NM_029935	Chst15	chr7	1	0	0
NM_018763	Chst2	chr9	4	0	0
NM_016803	Chst3	chr10	2	0	0
NM_021715	Chst7	chrX	4	4	0
NM_199055	Chst9	chr18	0	0	0
NM_001081163	Chsy1	chr7	4	0	0
NM_001081328	Chsy3	chr18	2	0	0
NM_145409	Chtf18	chr17	2	0	1
NM_206534	Churc1	chr12	4	2	0
NM_025296	Ciao1	chr2	4	0	2
NM_134141	Ciapin1	chr8	4	0	0
NM_019686	Cib2	chr9	4	0	0
NM_026048	Cinp	chr12	4	0	0
NM_025854	Cir1	chr2	4	0	0
NM_007705	Cirbp	chr10	4	0	0
NM_134007	Cisd1	chr10	4	0	0
NM_025902	Cisd2	chr3	4	0	0
NM_001085500	Cisd3	chr11	3	0	0
NM_007708	Cit	chr5	1	0	0
NM_007709	Cited1	chrX	4	4	0
NM_010828	Cited2	chr10	0	0	0
NM_028412	Ciz1	chr2	4	0	1
NM_001004140	Ckap2	chr8	4	0	0
NM_175451	Ckap4	chr10	4	0	3
NM_001165989	Ckap5	chr2	0	0	0
NM_021273	Ckb	chr12	4	0	0
NM_016904	Cks1b	chr3	4	0	0
NM_001114347	Clasp2	chr9	0	0	0
NM_009899	Clca1	chr3	1	0	0
NM_009900	Clcn2	chr16	4	0	0
NM_011334	Clcn4-2	chr7	4	0	0
NM_016691	Clcn5	chrX	4	4	0
NM_011929	Clcn6	chr4	4	0	0
NM_008770	Cldn11	chr3	0	0	0
NM_022890	Cldn12	chr5	4	0	0
NM_171826	Cldnd1	chr16	4	0	0
NM_009131	Clec11a	chr7	0	0	0
