Gene ID	Name	Functional Class	Mean 635	Mean 532	Abundance class	SG enrichment (log2-fold)
AAEL015659	hypothetical protein	IMM	420.7067688	378.8605313	Low	1.009874515
AAEL011512	conserved hypothetical protein	DIV	420.539715	470.5193263	Low	0.637996448
AAEL017639	U6 spliceosomal RNA	RTT	420.4474	8197.97325	Low	-3.639439115
AAEL003579	FAS-associated factor 1, putative	DIV	420.307125	948.3894	Low	-0.394947215
AAEL002702	hypothetical protein	UKN	420.0463625	353.9642625	Low	1.245619351
AAEL002443	conserved hypothetical protein	DIV	419.9738375	989.9718125	Low	-0.412520122
AAEL000574	conserved hypothetical protein	DIV	419.9091375	463.3696188	Low	0.774492723
AAEL012440	sodium-bile acid cotransporter	TRP	419.7856875	350.0918375	Low	1.201775528
AAEL005498	hypothetical protein	UKN	419.748075	1914.8585	Low	-1.43950778
AAEL007355	mitochondrial ribosomal protein, S18A, putative	RSM	419.3809083	935.9775417	Low	-0.463738169
AAEL001845	short-chain dehydrogenase	RSM	419.350175	1423.72375	Low	-0.998606465
AAEL005439	mical	DIV	419.2019013	514.1732475	Low	-0.06543602
AAEL008576	conserved hypothetical protein	DIV	418.4670025	497.745205	Low	0.559984067
AAEL005515	heterogeneous nuclear ribonucleoprotein	RTT	418.3977243	1819.171263	Low	-0.976047162
AAEL011320	G-protein, gamma-subunit, putative	DIV	418.2615375	456.4418625	Low	0.714076665
AAEL007083	conserved hypothetical protein	DIV	418.2358125	682.031125	Low	0.186248016
AAEL005991	tricarboxylate transport protein	TRP	418.0795375	899.6172125	Low	-0.285888637
AAEL011853	conserved hypothetical protein	DIV	418.0653875	1554.84725	Low	-1.060509013
AAEL012903	sugar transporter	TRP	418.0074781	470.4012144	Low	0.849269735
AAEL016633	tRNA-Gly	RTT	417.3941	528.254125	Low	0.535241715
AAEL007114	conserved hypothetical protein	DIV	416.9345438	870.379925	Low	-0.297238757
AAEL007911	dynein heavy chain	CS	416.9021963	568.586105	Low	0.381282784
AAEL011350	hypothetical protein	UKN	416.69095	419.5721125	Low	0.855811864
AAEL002349	conserved hypothetical protein	DIV	416.500325	293.0811625	Low	1.51217136
AAEL015648	ubiquitin-conjugating enzyme	DIV	416.4802875	573.2581313	Low	0.372464773
AAEL017451	proteolysis, metallopeptidase activity, peptidyl-dipeptidase activity, membrane.	PROT	416.358185	2384.09425	Low	-1.531060361
AAEL008874	hypothetical protein	UKN	416.2602625	822.3794125	Low	-0.205488993
AAEL012936	conserved hypothetical protein	UKN	416.0376375	609.9237813	Low	0.354589128
AAEL011997	hypothetical protein	UKN	415.9086825	542.2973713	Low	0.424563278
AAEL000956	conserved hypothetical protein	DIV	415.2630125	600.3654063	Low	0.401524017
AAEL001559	conserved hypothetical protein	DIV	415.1883983	914.5977	Low	-0.26531749
AAEL010594	conserved hypothetical protein	UKN	415.0896875	948.5654	Low	-0.384492379
AAEL013047	sphingolipid delta 4 desaturase/c-4 hydroxylase protein des2	MET	415.068025	702.2923625	Low	0.185506261
AAEL013628	trypsin-eta, putative	DIG	414.7448	14682.432	Low	-4.49311782
AAEL009173	fasciclin ii (fas ii)	DIV	414.45171	424.7728675	Low	0.7871284
AAEL013491	short-chain dehydrogenase	RSM	413.9635375	240.1294	Low	1.765145203
AAEL003980	component of oligomeric golgi complex	DIV	413.758875	453.9433125	Low	0.754747872
AAEL000666	pmp22 peroxisomal membrane protein, putative	DIV	413.525825	560.0938063	Low	0.445369492
AAEL009317	rab11	DIV	413.412175	669.7019625	Low	0.366878141
AAEL003688	conserved hypothetical protein	UKN	413.4038563	1033.834706	Low	-0.786692117
AAEL004908	conserved hypothetical protein	UKN	413.371025	174.3637963	Low	2.794250428
AAEL011465	conserved hypothetical protein	DIV	413.3551	276.1514	Low	1.551177876
AAEL005173	vacuolar ATP synthase subunit c	TRP	413.292675	572.932075	Low	0.393734502
AAEL010834	arf gtpase-activating protein	DIV	413.208995	265.8645375	Low	1.545504515
AAEL013002	cdk9	DIV	413.2065417	912.6128833	Low	-0.388805553
AAEL003078	conserved hypothetical protein	UKN	412.7368	631.138925	Low	0.400898128
AAEL013265	conserved hypothetical protein	UKN	412.62595	882.03415	Low	-0.007648087
AAEL000248	GTP binding protein	RTT	412.529375	823.1873333	Low	-0.224124184
AAEL014441	conserved hypothetical protein	UKN	412.3787125	241.1741244	Low	2.230299244
AAEL003590	hypothetical protein	UKN	412.3066531	2117.603263	Low	-1.398674336
AAEL011090	complement component	RSM	412.2717688	1632.571363	Low	-1.090896283
AAEL007290	conserved hypothetical protein	DIV	412.2664208	1375.707554	Low	-0.886020313
AAEL011282	ribosomal RNA small subunit methyltransferase b (sun)	RTT	412.1292	1216.901738	Low	-0.365699022
AAEL003721	heterogeneous nuclear ribonucleoprotein, putative	RTT	411.8901667	610.6962833	Low	0.298681332
AAEL004756	vesicle docking protein P115	DIV	411.757	533.4992	Low	0.598438227
AAEL016689	tRNA-Gly	RTT	410.7959	486.18405	Low	0.628771377
AAEL015041	mitochondrial carrier	RSM	410.2322875	426.1567625	Low	0.83488446
AAEL010897	hypothetical protein	UKN	410.1515125	490.113575	Low	0.819000747
AAEL005428	conserved hypothetical protein	UKN	409.8158313	1824.0687	Low	-1.236658281
AAEL007659	hypothetical protein	UKN	409.8021544	703.3542563	Low	0.347235845
AAEL006160	runx1 (aml1)	MET	409.5767425	235.391185	Low	1.731731135
AAEL009115	hypothetical protein	UKN	409.56335	487.506775	Low	0.622042279
AAEL005882	hypothetical protein	UKN	409.3539663	528.9701625	Low	0.477726616
AAEL002789	26S proteasome non-atpase regulatory subunit	DIV	409.3375292	508.1752467	Low	0.660433859
AAEL000491	hypothetical protein	TRP	409.0436125	533.750475	Low	0.431999504
AAEL008289	pupal cuticle protein 78E, putative	CS	408.872605	597.8157238	Low	-0.05175396
AAEL009903	hypothetical protein	DIV	408.6647042	557.030925	Low	0.379451755
AAEL011408	galactose-specific C-type lectin, putative	IMM	408.3522475	536.5319625	Low	0.330439342
AAEL007382	serine-threonine kinase receptor-associated protein (strap)	DIV	408.1750975	1105.107964	Low	-0.571180242
AAEL014108	aquaporin, putative	TRP	408.08865	1890.53325	Low	-1.314167306
AAEL006873	hypothetical protein	UKN	408.073475	822.068	Low	-0.233312475
AAEL012865	conserved hypothetical protein	DIV	407.92055	6368.198375	Low	-3.268559039
AAEL001204	sterol o-acyltransferase	MET	407.9078063	703.6961813	Low	-0.183236237
AAEL014842	multiple inositol polyphosphate phosphatase	DIV	407.760825	274.6714	Low	1.500417184
AAEL014996	mitochondrial ribosomal protein, L53, putative	RSM	407.6103	1081.767783	Low	-0.632309556
AAEL010846	hypothetical protein	UKN	407.4801356	249.799345	Low	0.662000258
AAEL000211	conserved hypothetical protein	UKN	407.12825	593.6946125	Low	0.678490185
AAEL010151	cytochrome P450	RSM	406.856075	328.6407125	Low	1.298788216
AAEL011629	tyrosyl-dna phosphodiesterase	DIV	406.5342488	756.6602625	Low	-0.254947937
AAEL007467	hypothetical protein	UKN	406.253875	491.7211167	Low	0.510194693
AAEL003643	AMP dependent ligase	MET	405.9659625	504.9820313	Low	0.581340676
AAEL005146	conserved hypothetical protein	CS	405.8949375	954.7522875	Low	-0.37858443
AAEL005793	AMP dependent ligase	MET	405.77765	169.7374881	Low	2.155267954
AAEL012228	SspC, putative	DIV	405.4111313	491.9434438	Low	0.57017418
AAEL015356	conserved hypothetical protein	UKN	405.3552188	777.0171125	Low	-1.44789023
AAEL013936	serine protease inhibitor, serpin	IMM	405.0508422	735.6976106	Low	0.177629718
AAEL005641	galactose-specific C-type lectin, putative	IMM	404.905435	305.3339625	Low	1.251823968
AAEL012581	conserved hypothetical protein	DIV	404.8589375	488.576375	Low	0.519448603
AAEL001854	hypothetical protein	DIV	404.4973625	879.9829375	Low	-0.254423231
AAEL002521	conserved hypothetical protein	UKN	404.064975	664.5743625	Low	0.138010242
AAEL002155	raslated protein Rab-10, putative	DIV	403.9375292	812.0622167	Low	-0.209873906
AAEL005295	hypothetical protein	RSM	403.817675	134.66863	Low	2.769390126
AAEL010693	conserved hypothetical protein	DIV	403.77795	1239.81075	Low	-0.811201333
AAEL010066	microfibril-associated protein	CS	403.7772375	430.92505	Low	0.711100635
AAEL005832	programmed cell death	IMM	403.4957	561.3781625	Low	0.374325354
AAEL007988	conserved hypothetical protein	UKN	402.8758875	596.7452038	Low	0.216728953
AAEL011114	serine/threonine-protein kinase rio2 (rio kinase 2)	DIV	402.8444125	771.5864125	Low	-0.03747457
AAEL017688	5.8S ribosomal RNA	RTT	402.677205	477.8128063	Low	0.471591557
AAEL014279	glycosyltransferase	DIV	402.6117163	241.6990113	Low	1.567740648
AAEL010592	esterase, putative	RSM	402.5914313	643.1340938	Low	0.356725281
AAEL017104	odorant receptor	CSR	402.5364838	449.0788463	Low	0.660542118
AAEL003949	conserved hypothetical protein	UKN	402.1997625	1044.695963	Low	-0.531710767
AAEL014619	cytochrome P450	RSM	401.9225125	178.11175	Low	2.266709641
AAEL012927	hypothetical protein	UKN	401.7614938	638.5218813	Low	-0.154338411
AAEL013412	conserved hypothetical protein	DIV	401.6142744	1590.690869	Low	-1.532197805
AAEL014079	serine protease inhibitor, serpin	IMM	401.475	646.4675875	Low	0.165914317
AAEL004540	tryptase, putative	IMM	401.455225	839.034975	Low	-0.003179961
AAEL000315	pigeon protein (linotte protein)	DIV	401.4187375	658.9268875	Low	0.390151836
AAEL009712	conserved hypothetical protein	DIV	401.3573417	1501.4175	Low	-1.118426256
AAEL010717	ecdysone receptor isoform-B (EcRB)	DIV	400.974625	492.65905	Low	0.553033086
AAEL003142	conserved hypothetical protein	RTT	400.9118438	1096.143881	Low	-0.641773227
AAEL008783	conserved hypothetical protein	DIV	400.812925	863.9488875	Low	-0.277667743
AAEL017466	hypothetical protein	UKN	400.7063	888.3873625	Low	-0.249667067
AAEL002938	skd/vacuolar sorting	DIV	400.467575	537.3356	Low	0.448467533
AAEL011289	conserved hypothetical protein	DIV	400.4345875	469.811275	Low	0.695548559
AAEL001791	conserved hypothetical protein	UKN	400.0972083	543.14615	Low	0.418298762
AAEL007473	cytochrome P450	RSM	399.9347	350.4476125	Low	1.040496771
AAEL007609	histone h2a	RTT	399.8483375	2069.50975	Low	-1.615678236
AAEL012502	conserved hypothetical protein	DIV	399.6640125	902.2429875	Low	-0.504261327
AAEL015679	histone H2B	RTT	399.4893625	7648.31875	Low	-3.585276797
AAEL006479	conserved hypothetical protein	UKN	399.120075	445.4721	Low	0.610949599
AAEL000559	glycosyl transferase	MET	399.1073438	260.560925	Low	1.570544038
AAEL011677	AMP dependent coa ligase	MET	398.8952125	312.204175	Low	1.282500543
AAEL001105	von Hippel-Lindau disease tumor suppressor, putative	DIV	398.6780917	458.1041958	Low	0.676925929
AAEL006587	conserved hypothetical protein	DIV	398.57275	582.5010625	Low	0.360874445
AAEL012861	conserved hypothetical protein	UKN	398.5083	475.0036375	Low	0.62920345
AAEL008642	conserved hypothetical protein	RSM	398.474275	587.4897125	Low	-0.102846601
AAEL001182	phosphotyrosyl phosphatase activator	DIV	398.2966125	1090.621688	Low	-0.612088485
AAEL014887	conserved hypothetical protein	UKN	398.2694375	621.0226375	Low	0.480606929
AAEL013411	hypothetical protein	CS	398.1140125	467.7819125	Low	0.560580566
AAEL017800	U12 minor spliceosomal RNA	RTT	397.5276688	542.1024375	Low	0.0768908
AAEL006031	conserved hypothetical protein	CS	396.8284875	901.3150375	Low	-0.345510649
AAEL009219	predicted protein	CS	396.6021513	1369.119063	Low	-1.340595019
AAEL001082	conserved hypothetical protein	UKN	396.174125	5500.171375	Low	-3.180252608
AAEL007761	chloride intracellular channel	TRP	395.97655	223.0115775	Low	1.937333249
AAEL014152	conserved hypothetical protein	UKN	395.2216438	533.2195125	Low	0.492942231
AAEL014532	conserved hypothetical protein	UKN	395.1776113	1105.27745	Low	-0.549046137
AAEL004532	glyoxylate/hydroxypyruvate reductase	MET	395.0446125	868.56315	Low	-0.409789684
AAEL017364	AaGr54	CSR	394.964425	557.2775913	Low	0.283716759
AAEL013256	conserved hypothetical protein	UKN	394.9240375	1652.308625	Low	-1.260463764
AAEL001937	selenium-binding protein	DIV	394.7800475	273.3446088	Low	1.426435468
AAEL012251	low-density lipoprotein receptor (ldl)	IMM	394.7421888	295.8797563	Low	1.315297857
AAEL006538	peroxisomal membrane protein 2, pxmp2	RSM	394.7398	618.3540458	Low	0.382237607
AAEL002818	splicing factor u2af large subunit	RTT	394.3103938	1404.3712	Low	-1.09708764
AAEL000087	macroglobulin/complement	IMM	394.1244125	421.9544125	Low	0.78464051
AAEL017135	cellular component, nuclear chromosome	DIV	394.077525	382.431475	Low	0.947155806
AAEL010696	conserved hypothetical protein	DIV	394.065675	977.3931125	Low	-0.440461472
AAEL005521	prolylcarboxypeptidase	MET	393.7752	511.1176375	Low	0.50418945
AAEL004074	conserved hypothetical protein	UKN	393.1550833	381.9439583	Low	0.951520274
AAEL006662	hypothetical protein	DIV	393.15435	1429.911125	Low	-1.065079062
AAEL008601	mitochondrial ribosomal protein, L28, putative	RSM	393.12375	743.439	Low	-0.160430939
AAEL002139	conserved hypothetical protein	UKN	392.884075	465.8938	Low	0.62687463
AAEL013659	hypothetical protein	DIV	392.7999125	532.9443875	Low	-0.048627591
AAEL010746	hypothetical protein	UKN	392.7292	454.2756875	Low	0.679933192
AAEL000046	conserved hypothetical protein	UKN	392.4707083	864.360975	Low	-0.549421885
AAEL012036	sulfate transporter	TRP	392.453875	475.4789125	Low	0.746446044
AAEL010091	conserved hypothetical protein	DIV	392.388675	827.9245875	Low	-0.251709982
AAEL000102	conserved hypothetical protein	DIV	392.3345063	2444.63925	Low	-1.75194672
AAEL010850	troponin i	DIV	392.2174168	2507.959714	Low	-1.795845057
AAEL011455	galactose-specific C-type lectin, putative	IMM	392.15585	832.277175	Low	-0.339997615
AAEL002253	beta-1,3-n-acetylglucosaminyltransferase radical fringe (o-fucosylpeptide 3-beta-n-acetylglucosaminyltransferase)	DIV	391.7280113	585.5132625	Low	-0.823875765
AAEL002473	hypothetical protein	DIV	391.5817625	21846.32563	Low	-5.628574218
AAEL013116	Mitochondrial 39S ribosomal protein L3	RSM	391.5444	1453.59725	Low	-1.141156029
AAEL012299	protein phosphatase 2c	DIV	391.1343375	405.0131375	Low	0.880556007
AAEL000024	dopachrome-conversion enzyme (DCE), putative	IMM	391.01875	509.2861375	Low	0.448116193
AAEL001954	px serine/threonine kinase (pxk)	DIV	390.9900875	627.676225	Low	0.301169191
AAEL002164	conserved hypothetical protein	UKN	390.7722863	626.23135	Low	0.080590827
AAEL006869	hypothetical protein	UKN	390.73635	3284.4335	Low	-2.393419098
AAEL000877	conserved hypothetical protein	UKN	390.3934838	1019.67355	Low	-0.492246111
AAEL007951	glutathione-s-transferase theta, gst	RSM	390.261175	1196.033638	Low	-0.818828831
AAEL002730	serine protease inhibitor (serpin-4), putative	IMM	390.0363083	410.8146583	Low	0.800886635
AAEL006731	conserved hypothetical protein	UKN	390.0337763	748.5419375	Low	-0.175105316
AAEL000615	hypothetical protein	UKN	390.0331875	594.34695	Low	0.371414225
AAEL006703	lumbrokinase-3(1) precursor, putative	MET	389.9247125	224.7599125	Low	1.927229412
AAEL010845	conserved hypothetical protein	UKN	389.8672833	597.8445667	Low	0.318757604
AAEL010931	conserved hypothetical protein	UKN	389.8515504	526.9732542	Low	0.669702789
AAEL017876	U6 spliceosomal RNA	RTT	389.84575	6896.03625	Low	-3.461822057
AAEL005060	serine protease	IMM	389.806175	507.036025	Low	0.490746984
AAEL012515	tumor suppressor protein, putative	TRP	389.7002313	986.35545	Low	-0.535197043
AAEL005035	1,4-dihydroxy-2-naphthoate octaprenyltransferase	MET	389.6754025	773.3770625	Low	-2.077723056
AAEL003343	conserved hypothetical protein	DIV	389.6074625	551.958375	Low	0.370909072
AAEL014331	protein phosphatase 2c	DIV	389.3614375	383.298075	Low	1.02228163
AAEL004575	beta-galactosidase	DIV	389.27625	301.7378725	Low	1.606884927
AAEL010641	ubiquitin-activating enzyme E1	DIV	389.1528375	1318.326875	Low	-0.90468092
AAEL006380	sphingomyelin phosphodiesterase	MET	389.15005	556.4656125	Low	0.520659504
AAEL001423	acid phosphatase-1	MET	389.0525375	975.2824875	Low	-0.561042924
AAEL000875	conserved hypothetical protein	UKN	389.0352313	726.7209956	Low	-0.202835278
AAEL015523	conserved hypothetical protein	DIV	388.1649731	537.720625	Low	0.075903952
AAEL009540	conserved hypothetical protein	CS	388.1051	552.421925	Low	0.346080488
AAEL009172	ubiquitin ligase E3 alpha	DIV	387.9426125	513.928325	Low	0.528505281
AAEL013679	coilin-interacting nulcear ATPase protein, putative	DIV	387.775225	880.1496625	Low	-0.364383997
AAEL008898	sulfotransferase (sult)	DIV	387.7276613	526.0915819	Low	0.35499482
AAEL004792	hypothetical protein	UKN	387.580025	430.77735	Low	0.72920775
AAEL000525	histone h2a	RTT	387.4617625	5513.938713	Low	-2.169062197
AAEL006929	cullin	MET	387.3864125	1172.487525	Low	-0.673529978
AAEL000351	conserved hypothetical protein	UKN	387.1569113	116.457385	Low	1.119371188
AAEL001033	methyl-cpg binding protein, mbd	DIV	387.002125	573.4791125	Low	0.81746211
AAEL010427	beclin	DIV	386.2647231	606.9569	Low	0.249424496
AAEL011909	conserved hypothetical protein	UKN	386.0139138	323.0198188	Low	1.085439585
AAEL001892	conserved hypothetical protein	UKN	385.9650167	756.3845958	Low	-0.319744917
AAEL007826	cgmp-dependent protein kinase	DIV	385.8531938	276.7634688	Low	1.544675858
AAEL004993	hypothetical protein	DIV	385.80055	243.8770875	Low	1.7543906
AAEL011209	bat5  hla-b-associated transcript	DIV	385.7091125	581.3713313	Low	0.768822555
AAEL001201	hypothetical protein	UKN	385.6786125	526.4861375	Low	0.393309496
AAEL010724	conserved hypothetical protein	UKN	385.5387188	472.2747375	Low	0.591418645
AAEL010424	p15-2a protein, putative	DIV	385.385075	608.9933625	Low	0.603429621
AAEL013537	hypothetical protein	UKN	385.3213375	469.140075	Low	0.595567425
AAEL009080	importin 7, putative	TRP	385.287115	1378.03977	Low	-1.647257224
AAEL014201	chaperone protein, putative	DIV	385.2419563	653.7178938	Low	0.235838446
AAEL000001	bystin	DIV	385.190325	842.7975417	Low	-0.231839538
AAEL002568	conserved hypothetical protein	UKN	384.93565	508.6209625	Low	0.519241007
AAEL008169	30S ribosomal protein S12	RTT	384.8856125	837.2882375	Low	-0.435158078
AAEL008862	conserved hypothetical protein	PROT	384.7774	1117.583013	Low	-0.852927472
AAEL015680	histone H2B	RTT	384.635825	7438.254375	Low	-3.431453942
AAEL009909	cln3/battenin	DIV	384.6158688	386.3507	Low	0.988551824
AAEL004372	hypothetical protein	DIV	384.4861625	1444.737613	Low	-1.05229828
AAEL012454	conserved hypothetical protein	UKN	384.41112	996.407075	Low	-0.110394963
AAEL006652	conserved hypothetical protein	DIV	384.3426896	678.3504096	Low	0.204620724
AAEL005061	sec10	DIV	384.0617375	438.5967063	Low	0.629495368
AAEL005265	conserved hypothetical protein	UKN	383.9017125	444.104625	Low	0.48936561
AAEL006557	conserved hypothetical protein	DIV	383.73531	977.4743225	Low	-0.591511978
AAEL007633	dihydropyrimidinase	DIV	383.5845625	208.6554375	Low	2.008260524
AAEL007614	conserved hypothetical protein	DIV	383.37615	442.5934	Low	0.494606367
AAEL000913	conserved hypothetical protein	UKN	383.159225	569.1067625	Low	0.324267331
AAEL006855	UDP-galactose transporter	TRP	382.995225	477.1745563	Low	0.544245602
AAEL003614	clip-domain serine protease, putative	IMM	382.5541625	288.92995	Low	1.353373549
AAEL008661	AMP-activated protein kinase, gamma regulatory subunit	RSM	382.463175	1036.843913	Low	-0.50788528
AAEL014529	conserved hypothetical protein	DIV	381.81827	665.6161038	Low	0.306569759
AAEL008452	alpha-amylase	DIG	381.650625	637.2960375	Low	0.331708231
AAEL017799	U1 spliceosomal RNA	RTT	381.139025	8751.14375	Low	-3.886053928
AAEL009038	prolylcarboxypeptidase, putative	MET	381.0974875	909.565025	Low	-0.526777766
AAEL011738	conserved hypothetical protein	DIV	380.98615	1746.056	Low	-1.454092873
AAEL009880	serine/threonine protein kinase	DIV	380.6614075	1125.408313	Low	-1.087279058
AAEL004845	conserved hypothetical protein	DIV	380.5500375	414.3863125	Low	0.800818111
AAEL008171	double-stranded RNA-binding protein zn72d	DIV	380.5006938	527.0930313	Low	0.484866778
AAEL000388	isoleucyl tRNA synthetase	MET	380.4029	732.2100688	Low	-0.023227198
AAEL006315	26S proteasome regulatory subunit rpn1	DIV	380.2026575	379.8643838	Low	0.814693891
AAEL013651	hypothetical protein	DIV	379.9186125	444.8437375	Low	0.610870233
AAEL004981	cation-transporting atpase	TRP	379.8769125	330.5519375	Low	0.974752185
AAEL012256	lung seven transmembrane receptor	DIV	379.86305	287.689625	Low	1.412752849
AAEL005229	ptpla domain protein	DIV	379.6478	490.219875	Low	0.514381962
AAEL014965	nova	MET	379.51005	488.8947913	Low	0.681998818
AAEL012701	ATP-binding cassette sub-family A member 3, putative	TRP	379.5097875	298.621575	Low	1.327502421
AAEL012485	hypothetical protein	DIV	379.4915625	610.7948125	Low	0.250128151
AAEL012311	vitellogenin, putative	MET	379.4273563	1996.457563	Low	-1.692232584
AAEL005914	conserved hypothetical protein	DIV	379.0574938	1280.0326	Low	-0.910998352
AAEL008209	hypothetical protein	UKN	378.888275	544.244425	Low	0.338269741
AAEL001607	galactose-1-phosphate uridylyltransferase	DIV	378.756125	381.8870875	Low	1.003999962
AAEL013356	conserved hypothetical protein	UKN	378.6771206	807.6958463	Low	-0.292863121
AAEL012893	microsomal dipeptidase	PROT	378.6534325	352.2571767	Low	1.092766994
AAEL003959	short-chain dehydrogenase	RSM	378.528075	196.40655	Low	1.96541755
AAEL012394	glucosidase ii beta subunit	DIV	378.510225	274.8707938	Low	1.473690623
AAEL007935	Gustatory receptor 28b, putative	CSR	378.47565	453.7247369	Low	0.985741554
AAEL017378	Elongation factor tu (ef-tu), putative	RTT	378.296275	777.8727	Low	-0.30037952
AAEL005200	juvenile hormone esterase	RSM	378.0775988	482.0519425	Low	0.461279286
AAEL008776	conserved hypothetical protein	DIV	377.796825	930.9459625	Low	-0.479111005
AAEL013708	conserved hypothetical protein	UKN	377.5098225	529.3666838	Low	0.305976858
AAEL014506	conserved hypothetical protein	PROT	377.3639375	527.5089	Low	1.002632135
AAEL008631	abc transporter	TRP	377.1326375	507.7365125	Low	0.458292223
AAEL001946	four and a half lim domains	DIV	376.9919125	815.4024813	Low	-0.33919202
AAEL002933	conserved hypothetical protein	UKN	376.99115	513.84205	Low	0.425801915
AAEL005069	raslated protein Rab-1A, putative	DIV	376.9174	360.5672475	Low	0.874178811
AAEL009863	sodium/dicarboxylate cotransporter, putative	TRP	376.8284675	403.1972625	Low	0.740536737
AAEL010891	conserved hypothetical protein	UKN	376.8098375	299.6312875	Low	1.034478038
AAEL009288	mitochondrial ribosomal protein, L48, putative	RSM	376.7347771	1083.629952	Low	-0.734074527
AAEL003279	clip-domain serine protease, putative	IMM	376.6529644	459.3448481	Low	0.602570782
AAEL005802	structural maintenance of chromosomes smc1	MET	376.5654	579.686625	Low	0.334215271
AAEL017626	miRNA	RTT	375.884475	483.321425	Low	0.534545994
AAEL012423	conserved hypothetical protein	UKN	375.7437125	44.604155	Low	4.492121406
AAEL008803	nice-3	DIV	375.4583563	563.81145	Low	0.402113415
AAEL002529	conserved hypothetical protein	UKN	375.2717263	624.6484994	Low	-0.026432443
AAEL010760	conserved hypothetical protein	UKN	375.1368625	769.4879313	Low	-0.341231421
AAEL005259	conserved hypothetical protein	UKN	375.0434125	315.5980792	Low	1.256986047
AAEL000096	conserved hypothetical protein	UKN	374.9366113	437.04264	Low	0.183490859
AAEL008478	conserved hypothetical protein	UKN	374.6520125	388.9955375	Low	0.963170389
AAEL006425	trypsin	DIG	374.5827875	17011.54563	Low	-4.961704418
AAEL011698	mrna (guanine-7-)methyltransferase	MET	374.4743125	709.81815	Low	-0.15578133
AAEL000555	hypothetical protein	UKN	374.3895375	833.6288125	Low	0.051674481
AAEL007668	mitochondrial ribosomal protein, S29, putative	RSM	374.0685125	659.711075	Low	0.16583796
AAEL017468	hypothetical protein	UKN	374.055875	1278.87275	Low	-0.97420179
AAEL004425	ctg4a	DIV	373.53605	958.4570625	Low	-0.503171698
AAEL005795	conserved hypothetical protein	DIV	373.4753588	256.7226538	Low	1.071755586
AAEL015357	conserved hypothetical protein	DIV	373.4653625	351.12135	Low	1.045219386
AAEL010675	hypothetical protein	DIV	373.4146125	1428.4055	Low	-1.181368659
AAEL014294	conserved hypothetical protein	UKN	373.1807	835.2396	Low	-0.281372185
AAEL009948	aldehyde dehydrogenase	MET	372.977525	1086.14955	Low	-0.994137608
AAEL014395	ethanolaminephosphotransferase	MET	372.9088125	560.6817625	Low	0.881559529
AAEL013303	conserved hypothetical protein	UKN	372.8928	416.6577625	Low	0.671464358
AAEL005741	forkhead protein/ forkhead protein domain	RTT	372.87665	946.36955	Low	-0.485260142
AAEL008574	acyl-CoA oxidase	MET	372.638425	695.9282417	Low	0.00411826
AAEL013369	conserved hypothetical protein	DIV	372.6105069	574.0341375	Low	0.39919645
AAEL007423	conserved hypothetical protein	UKN	372.1338625	487.98185	Low	0.451002028
AAEL002540	conserved hypothetical protein	UKN	371.9379	471.4495375	Low	0.495865298
AAEL008694	lim homeobox protein	DIV	371.7855575	521.0809975	Low	0.004693476
AAEL010731	conserved hypothetical protein	DIV	371.556625	912.8507188	Low	-0.440738913
AAEL013760	homeobox protein nk-2	RTT	371.5529744	744.4882	Low	-0.371002292
AAEL003964	conserved hypothetical protein	DIV	371.5409738	415.1946963	Low	0.5817137
AAEL017278	Hypothetical protein	UKN	371.26835	387.8575375	Low	0.838184888
AAEL004710	spingomyelin synthetase	DIV	371.22785	374.9470188	Low	1.76970366
AAEL005410	erythroblast macrophage protein emp	DIV	370.9748875	520.5193875	Low	0.719606701
AAEL010027	CRAL/TRIO domain-containing protein	TRP	370.72875	350.7628625	Low	1.005654713
AAEL012710	conserved hypothetical protein	UKN	370.7242844	476.4057344	Low	0.515391305
AAEL001205	ubiquitin protein ligase	DIV	370.681325	441.4299625	Low	0.600983208
AAEL012368	conserved hypothetical protein	IMM	370.3220938	450.9550188	Low	0.620217195
AAEL013696	conserved hypothetical protein	UKN	370.2363875	1087.9141	Low	-1.040459915
AAEL005861	vacuolar sorting protein (vps)	DIV	370.2059013	494.6152263	Low	0.390270687
AAEL002511	ionotropic glutamate receptor subunit ia	DIV	370.1741375	440.4612225	Low	0.560750013
AAEL014614	cytochrome P450	RSM	370.0947044	915.2601938	Low	-1.007872248
AAEL006956	suppressor of ty	DIV	370.0634494	627.9039788	Low	0.029275499
AAEL003921	anopheles stephensi ubiquitin, putative	DIV	369.931875	1878.8545	Low	-1.535193666
AAEL004155	conserved hypothetical protein	UKN	369.8568125	571.4035	Low	0.588798156
AAEL002951	forkhead protein/ forkhead protein domain	RTT	369.7960375	394.81025	Low	0.775826816
AAEL004102	aldo-keto reductase	RSM	369.4933875	882.137325	Low	-0.440799694
AAEL017042	Conserved hypothetical protein	UKN	369.2949375	1018.135338	Low	-0.72360225
AAEL017272	GPCR Serotonin Family	DIV	369.2447975	432.8589263	Low	0.595145284
AAEL009274	conserved hypothetical protein	UKN	369.219625	1827.212833	Low	-1.488090009
AAEL012590	prolylcarboxypeptidase, putative	MET	369.1857613	44.53659875	Low	5.083208427
AAEL012293	conserved hypothetical protein	UKN	369.173925	999.8815083	Low	-0.612284663
AAEL012325	conserved hypothetical protein	DIV	369.07915	401.3156375	Low	0.726285341
AAEL007799	regulator of chromosome condensation	DIV	369.027625	3130.947625	Low	-2.33659837
