Gene Symbol	Rank	Gene Name	P-Value	Q-Value
MASTL	455	3240012_MASTL	0.003569596	0.136763224
TP53I3	456	2544201_TP53I3	0.00357013	0.136763224
ANXA11	457	3297536_ANXA11	0.003575476	0.136763224
OSAP	458	2786567_OSAP	0.003580821	0.136763224
GDF5	459	3903952_GDF5	0.003586166	0.136763224
PDS5B	460	3484768_PDS5B	0.003623049	0.137869422
POLR3GL	461	2432571_POLR3GL	0.003631067	0.137874805
OR10H3	462	3823390_OR10H3	0.003642292	0.138001681
PHLDA3	463	2450855_PHLDA3	0.003685589	0.138922328
ZSWIM3	464	3887094_ZSWIM3	0.003687727	0.138922328
HIST1H4L	465	2947081_HIST1H4L	0.0036904	0.138922328
TMEM150	466	2562387_TMEM150	0.003701625	0.139045867
TCF19	467	2902178_TCF19	0.003715523	0.139269056
ACBD4	468	3723317_ACBD4	0.00373049	0.139531277
UAP1	469	2364189_UAP1	0.003743853	0.139732529
PLEKHM1	470	3767053_PLEKHM1	0.003780201	0.140788965
QSER1	471	3325768_QSER1	0.003791961	0.140927095
SMARCC1	472	2672857_SMARCC1	0.003804789	0.141104287
SERPINE1	473	3016148_SERPINE1	0.003814411	0.141162039
ZMYM3	474	4011889_ZMYM3	0.003836861	0.141591989
PRPF19	475	3375049_PRPF19	0.003842207	0.141591989
FKBP5	476	2951567_FKBP5	0.003891918	0.143122628
CUL7	477	2954355_CUL7	0.00390635	0.143352207
FDFT1	478	3086206_FDFT1	0.003938957	0.144246367
C1orf66	479	2361697_C1orf66	0.004002566	0.145794556
HSPA4L	480	2742935_HSPA4L	0.004004704	0.145794556
POLE	481	3479181_POLE	0.004007911	0.145794556
SFRS15	482	3928866_SFRS15	0.004020205	0.145794556
DTX3	483	3418329_DTX3	0.004022878	0.145794556
DOCK10	484	2601648_DOCK10	0.004048001	0.145961265
MKI67	485	3312490_MKI67	0.004051743	0.145961265
ANKRD13A	486	3431376_ANKRD13A	0.004076331	0.145961265
AMY1A	487	2349537_AMY1A	0.004077935	0.145961265
CD82	488	3328520_CD82	0.004082211	0.145961265
GAMT	489	3845175_GAMT	0.004085953	0.145961265
DENND2D	490	2427791_DENND2D	0.004093436	0.145961265
TRAPPC2L	491	3673723_TRAPPC2L	0.004111075	0.145961265
ATAD2	492	3151534_ATAD2	0.004113748	0.145961265
KIF24	493	3203935_KIF24	0.004118559	0.145961265
RXRB	494	2950474_RXRB	0.004121232	0.145961265
SRGAP3	495	2662087_SRGAP3	0.004130319	0.145961265
LSG1	496	2711818_LSG1	0.004137802	0.145961265
SIN3A	497	3633403_SIN3A	0.004144216	0.145961265
POLRMT	498	3844656_POLRMT	0.004217447	0.148113891
ACTR5	499	3884800_ACTR5	0.004222258	0.148113891
CDK3	500	3735364_CDK3	0.004237759	0.148360354
SURF4	501	4051966_SURF4	0.004246312	0.148363043
SUV39H1	502	3976797_SUV39H1	0.004325422	0.150768029
SLC7A1	503	3507710_SLC7A1	0.004332371	0.150768029
MKS1	504	3764199_MKS1	0.004379944	0.152121166
CTDSPL2	505	3591909_CTDSPL2	0.004390635	0.1521905
VILL	506	2617433_VILL	0.004402929	0.152315034
CRKRS	507	3720228_CRKRS	0.004424845	0.152771269
ABCA12	508	2598145_ABCA12	0.004527475	0.155994565
TMEM205	509	3850832_TMEM205	0.004536027	0.155994565
RGL2	510	2950590_RGL2	0.004568634	0.156083232
GPR133	511	3438061_GPR133	0.004568634	0.156083232
ACY1	512	2623441_ACY1	0.004573445	0.156083232
AGTRAP	513	2320411_AGTRAP	0.004578255	0.156083232
DONSON	514	3929775_DONSON	0.004587877	0.156083232
CCDC51	515	2673257_CCDC51	0.004598033	0.156083232
C17orf44	516	3744300_C17orf44	0.004604982	0.156083232
TRIO	517	2802398_TRIO	0.004615672	0.156083232
FTSJ1	518	3976609_FTSJ1	0.004623156	0.156083232
C4orf23	519	2717757_C4orf23	0.004630105	0.156083232
BTN3A3	520	2899413_BTN3A3	0.004637588	0.156083232
WAPAL	521	3298738_WAPAL	0.004645606	0.156083232
DUSP22	522	2891241_DUSP22	0.004671798	0.156398771
KPNB1	523	3724782_KPNB1	0.004672867	0.156398771
C7orf55	524	3026969_C7orf55	0.004698525	0.156454513
C9orf103	525	3176933_C9orf103	0.004700128	0.156454513
C7orf24	526	3044129_C7orf24	0.004706543	0.156454513
PPRC1	527	3261447_PPRC1	0.004710284	0.156454513
SNAPC5	528	3630156_SNAPC5	0.004816656	0.159502505
ADCK1	529	3545564_ADCK1	0.004822001	0.159502505
NCAPH2	530	3950872_NCAPH2	0.004853004	0.159502505
MCM2	531	2640855_MCM2	0.004853539	0.159502505
ERMAP	532	2332812_ERMAP	0.004854073	0.159502505
ZNF572	533	3114820_ZNF572	0.004864229	0.159502505
RP4-691N24.1	534	3901955_RP4-691N24.1	0.004865833	0.159502505
WASH3P	535	3612166_WASH3P	0.004878127	0.159606622
LRSAM1	536	3189864_LRSAM1	0.004890421	0.15971035
UBE2M	537	3872999_UBE2M	0.00493746	0.160748321
CRKL	538	3937787_CRKL	0.004947081	0.160748321
PRPS2	539	3969047_PRPS2	0.004949754	0.160748321
FAM111A	540	3331926_FAM111A	0.004991982	0.161537677
PTRF	541	3757917_PTRF	0.004992517	0.161537677
PABPC5	542	3983537_PABPC5	0.005020312	0.161907662
TNFRSF10B	543	3127703_TNFRSF10B	0.00502245	0.161907662
BLOC1S2	544	3303392_BLOC1S2	0.005054522	0.162423283
RASA4	545	3065244_RASA4	0.005063609	0.162423283
SGTA	546	3846011_SGTA	0.005066282	0.162423283
ALS2CR8	547	2523419_ALS2CR8	0.005103699	0.163185472
SFRS6	548	3886050_SFRS6	0.005117597	0.163185472
NUP153	549	2943808_NUP153	0.005128822	0.163185472
ALPK1	550	2739792_ALPK1	0.005130425	0.163185472
POLD4	551	3378732_POLD4	0.005150203	0.163185472
CDKN2C	552	2335922_CDKN2C	0.005156617	0.163185472
KRT34	553	3756911_KRT34	0.005157152	0.163185472
ODF2	554	3190463_ODF2	0.005164635	0.163185472
FYCO1	555	2672016_FYCO1	0.005182275	0.163187477
GABPB2	556	3623683_GABPB2	0.005183344	0.163187477
NPL	557	2370926_NPL	0.00522183	0.164103989
TIGD6	558	2881165_TIGD6	0.005238401	0.164329714
CDK6	559	3061319_CDK6	0.005264058	0.164561536
PAG1	560	3142217_PAG1	0.005264593	0.164561536
TUT1	561	3375840_TUT1	0.005284905	0.16490199
WBP1	562	2563007_WBP1	0.005321253	0.165740701
PTPN12	563	3009959_PTPN12	0.005338358	0.165978134
DALRD3	564	2673830_DALRD3	0.005352256	0.166069585
SIRT1	565	3249587_SIRT1	0.005360274	0.166069585
CTGF	566	2974330_CTGF	0.005387	0.166086117
MTHFD1L	567	2931391_MTHFD1L	0.005388069	0.166086117
FAM57A	568	3705491_FAM57A	0.005392346	0.166086117
SURF1	569	3228652_SURF1	0.00539876	0.166086117
CCS	570	3336351_CCS	0.005414796	0.166287197
MCM3	571	2957126_MCM3	0.005426021	0.166340094
PNN	572	3533435_PNN	0.005439919	0.166474596
RNF34	573	3434823_RNF34	0.005451144	0.166526981
C14orf159	574	3548538_C14orf159	0.00547306	0.166650557
YTHDF2	575	2327630_YTHDF2	0.005474663	0.166650557
DOLPP1	576	3190925_DOLPP1	0.00548375	0.166650557
C5orf4	577	2882834_C5orf4	0.005515288	0.167318489
KIAA1267	578	3760137_KIAA1267	0.005555377	0.168002471
CENPJ	579	3505937_CENPJ	0.005575155	0.168002471
YWHAH	580	3943207_YWHAH	0.005575155	0.168002471
MAPRE1	581	3882069_MAPRE1	0.005576224	0.168002471
SLC2A12	582	2974935_SLC2A12	0.005601347	0.168373123
C19orf44	583	3823752_C19orf44	0.005608296	0.168373123
SERHL	584	3947460_SERHL	0.005617383	0.168373123
CHAF1A	585	3817501_CHAF1A	0.005633953	0.168581133
KCTD9	586	3128372_KCTD9	0.005644644	0.168612794
XYLT1	587	3682445_XYLT1	0.005672974	0.16888266
RNFT2	588	3433538_RNFT2	0.005672974	0.16888266
BHLHB9	589	3985320_BHLHB9	0.005698097	0.169342565
PITPNB	590	3956290_PITPNB	0.005713598	0.169515451
SRRM1	591	2325526_SRRM1	0.005760103	0.170539098
MCM4	592	3097152_MCM4	0.005767586	0.170539098
CBL	593	3352070_CBL	0.005790036	0.170831256
HIST1H2BG	594	2946345_HIST1H2BG	0.005796985	0.170831256
POLA1	595	3972093_POLA1	0.005822108	0.171283248
CCDC99	596	2840002_CCDC99	0.005884114	0.172379806
WDR81	597	3705911_WDR81	0.005887321	0.172379806
RPL10	598	2839735_RPL10	0.005888925	0.172379806
ARRB1	599	3382216_ARRB1	0.005949326	0.173660959
ZNF81	600	3976406_ZNF81	0.005952534	0.173660959
ELK4	601	2452571_ELK4	0.005993693	0.17410802
STRA13	602	3774516_STRA13	0.005995296	0.17410802
ZNF367	603	3216319_ZNF367	0.005998503	0.17410802
DENND2C	604	2429147_DENND2C	0.006034317	0.17410802
LRRC59	605	3762355_LRRC59	0.006046077	0.17410802
PBX2	606	2949859_PBX2	0.006046077	0.17410802
HIST1H2BJ	607	2946681_HIST1H2BJ	0.006046077	0.17410802
HIST1H1C	608	2946232_HIST1H1C	0.006049284	0.17410802
C1orf176	609	2331959_C1orf176	0.006062647	0.17410802
SLC9A3R1	610	3734453_SLC9A3R1	0.006094184	0.17410802
C5orf34	611	2855614_C5orf34	0.006101668	0.17410802
UBE2L6	612	3373962_UBE2L6	0.006106479	0.17410802
CREB3L4	613	2359993_CREB3L4	0.00611022	0.17410802
PMS2L11	614	3009722_PMS2L11	0.006116635	0.17410802
TRIM21	615	3360142_TRIM21	0.006120911	0.17410802
RFC3	616	3485074_RFC3	0.006136412	0.17410802
SMC1A	617	4009238_SMC1A	0.006136947	0.17410802
RTP4	618	2657025_RTP4	0.00618452	0.175173782
TMEM199	619	3715535_TMEM199	0.006225144	0.17548004
SLC7A6	620	3666146_SLC7A6	0.006231024	0.17548004
IDH2	621	3638760_IDH2	0.006232628	0.17548004
PC	622	3378541_PC	0.006239577	0.17548004
PRIM1	623	3458133_PRIM1	0.006245456	0.17548004
STK11	624	3815566_STK11	0.006257216	0.175528707
ZNF187	625	2900423_ZNF187	0.006346483	0.17774798
TM7SF2	626	3334884_TM7SF2	0.006365726	0.177777921
RPA1	627	3706000_RPA1	0.006367864	0.177777921
ANKRD54	628	3960246_ANKRD54	0.006394056	0.17804399
NAT9	629	3770390_NAT9	0.006407419	0.17804399
MAGI2	630	3058209_MAGI2	0.006417041	0.17804399
SLBP	631	2757319_SLBP	0.006423455	0.17804399
CLIC2	632	4027769_CLIC2	0.006435749	0.17804399
BHLHB2	633	2608725_BHLHB2	0.006438422	0.17804399
GSS	634	3903670_GSS	0.006475839	0.178366395
POLR1E	635	3168938_POLR1E	0.006477443	0.178366395
SHC1	636	2436985_SHC1	0.00648065	0.178366395
ACAA1	637	2669533_ACAA1	0.006625508	0.181456387
XPC	638	2663810_XPC	0.006628715	0.181456387
APOBEC3G	639	3945651_APOBEC3G	0.006632457	0.181456387
IGBP1	640	3980455_IGBP1	0.006637267	0.181456387
P2RX7	641	3434726_P2RX7	0.006644751	0.181456387
TRAF3	642	3553337_TRAF3	0.006659183	0.181474049
FBXO6	643	2320374_FBXO6	0.006666132	0.181474049
CCDC130	644	3822287_CCDC130	0.006693393	0.181933241
RPGR	645	4004878_RPGR	0.006711567	0.182144397
LDLRAD3	646	3326950_LDLRAD3	0.006724931	0.182196379
ARF6	647	3535000_ARF6	0.00673669	0.182196379
GAS5	648	2444451_GAS5	0.006744708	0.182196379
SLC30A7	649	2349043_SLC30A7	0.006850545	0.184770241
TNRC6B	650	3946192_TNRC6B	0.00686177	0.184788273
MVD	651	3704299_MVD	0.00687941	0.184978725
EIF5	652	3553607_EIF5	0.006916292	0.185346288
GSTM4	653	2350922_GSTM4	0.006922172	0.185346288
UNQ353	654	3629125_UNQ353	0.006924845	0.185346288
ARS2	655	3015941_ARS2	0.006943019	0.18543732
ZNF397	656	3784468_ZNF397	0.006949433	0.18543732
ABHD14B	657	2675836_ABHD14B	0.00699273	0.186308641
GBA2	658	3204833_GBA2	0.007005559	0.186366776
KIF22	659	3655628_KIF22	0.007085739	0.188213731
DHX33	660	3742727_DHX33	0.007110327	0.188548058
SFRS10	661	2709062_SFRS10	0.007126363	0.188548058
PFKFB4	662	2673312_PFKFB4	0.007130639	0.188548058
JMY	663	2817291_JMY	0.007190507	0.189642935
ACRC	664	3981164_ACRC	0.007193714	0.189642935
IDH3G	665	4026722_IDH3G	0.007214561	0.189789943
KIF5B	666	3283991_KIF5B	0.007220975	0.189789943
ARID1A	667	2326640_ARID1A	0.007240753	0.19002444
IPO4	668	3557851_IPO4	0.007283515	0.190860539
POLA2	669	3335029_POLA2	0.007424097	0.19411729
DNASE1L1	670	4027302_DNASE1L1	0.007429976	0.19411729
KRTAP26-1	671	3928477_KRTAP26-1	0.007506414	0.195743956
E2F8	672	3365776_E2F8	0.007527261	0.195743956
C19orf48	673	3868659_C19orf48	0.007547039	0.195743956
PARP2	674	3527418_PARP2	0.007552919	0.195743956
SMAD9	675	3509842_SMAD9	0.007554522	0.195743956
RNF135	676	3716993_RNF135	0.007559333	0.195743956
PANK1	677	3299705_PANK1	0.007598888	0.195830912
C1orf101	678	2388960_C1orf101	0.007599957	0.195830912
C2orf63	679	2553682_C2orf63	0.007602095	0.195830912
C4orf39	680	2750463_C4orf39	0.007607441	0.195830912
E2F1	681	3903146_E2F1	0.007646996	0.196313294
FLJ37201	682	3299782_FLJ37201	0.007658221	0.196313294
FBXO31	683	3703520_FBXO31	0.007659825	0.196313294
SDF2L1	684	3938238_SDF2L1	0.00768762	0.196737617
CAMSAP1	685	3229529_CAMSAP1	0.007723968	0.197379252
RAD21	686	3149843_RAD21	0.007769403	0.198016793
ASF1B	687	3852565_ASF1B	0.007771542	0.198016793
BTBD6	688	3554592_BTBD6	0.007826064	0.199116168
SULF2	689	3908358_SULF2	0.007838892	0.199153099
DGCR8	690	3937183_DGCR8	0.00785867	0.199366209
MBP	691	3814063_MBP	0.007895553	0.199641711
TNFSF10	692	2705706_TNFSF10	0.007903036	0.199641711
C1orf85	693	2438093_C1orf85	0.007907312	0.199641711
KLHDC9	694	2363372_KLHDC9	0.007926021	0.199641711
C19orf60	695	3825225_C19orf60	0.007926555	0.199641711
CTCF	696	3665603_CTCF	0.007978939	0.200672341
SIAE	697	3396003_SIAE	0.007993906	0.200760312
LCA5	698	2962026_LCA5	0.008054843	0.201859126
CSGALNACT2	699	3243908_CSGALNACT2	0.008060723	0.201859126
LOC201229	700	3750430_LOC201229	0.008094933	0.202426229
SLC44A3	701	2347625_SLC44A3	0.008112572	0.202577935
HIST1H2BN	702	2900074_HIST1H2BN	0.008209322	0.204583696
DNAL4	703	3960875_DNAL4	0.008216271	0.204583696
VPS4A	704	3666649_VPS4A	0.008261706	0.204987882
ATXN7L1	705	3066496_ATXN7L1	0.008270793	0.204987882
SLC25A1	706	3952543_SLC25A1	0.008275069	0.204987882
KCTD7	707	3005684_KCTD7	0.008279346	0.204987882
C2orf67	708	2597273_C2orf67	0.008293778	0.205016703
TRIM3	709	3360901_TRIM3	0.008303934	0.205016703
TRIM22	710	3318443_TRIM22	0.008326384	0.205281444
DIAPH3	711	3515965_DIAPH3	0.008340817	0.205348041
ZSCAN5	712	3871792_ZSCAN5	0.008427411	0.207160424
REV3L	713	2969677_REV3L	0.008438101	0.207160424
FAM108A1	714	3954453_FAM108A1	0.008452534	0.20722411
MTUS1	715	3125915_MTUS1	0.008536455	0.208853774
POLE2	716	3563395_POLE2	0.008542869	0.208853774
CCDC121	717	2545999_CCDC121	0.008574407	0.208988659
SLC25A27	718	2909167_SLC25A27	0.008586701	0.208988659
INCENP	719	3333358_INCENP	0.008589374	0.208988659
RRP1	720	3923312_RRP1	0.008606479	0.208988659
MGC39372	721	2939014_MGC39372	0.008608082	0.208988659
BRCA1	722	3758317_BRCA1	0.008632136	0.209229449
LBR	723	2458289_LBR	0.008647103	0.209229449
TXLNA	724	2328713_TXLNA	0.008660466	0.209229449
CHUK	725	3303300_CHUK	0.008665811	0.209229449
C10orf11	726	3252690_C10orf11	0.008706436	0.209920747
NCOA5	727	3907652_NCOA5	0.008762027	0.210680718
LOC150383	728	3963973_LOC150383	0.008762027	0.210680718
C1orf50	729	2332767_C1orf50	0.008778063	0.210776769
BCL9	730	2356818_BCL9	0.008820291	0.211480079
KIAA0513	731	3672059_KIAA0513	0.008831516	0.211480079
MGC50559	732	3410322_MGC50559	0.008864122	0.211653113
GGT7	733	3903598_GGT7	0.008877486	0.211653113
FAM122C	734	3991814_FAM122C	0.008880158	0.211653113
TIMM8A	735	4015693_TIMM8A	0.008887107	0.211653113
GLB1L	736	2600037_GLB1L	0.008973701	0.213425039
RAD18	737	2662020_RAD18	0.008993479	0.213457587
PEX11A	738	3638566_PEX11A	0.009000428	0.213457587
POLI	739	3788833_POLI	0.009011653	0.213457587
PDCD5	740	3829020_PDCD5	0.00902662	0.213512811
WBP1	741	2492729_WBP1	0.009038379	0.213512811
INDO	742	3095223_INDO	0.009105196	0.214801327
BTBD7	743	3577277_BTBD7	0.009122301	0.214915209
DEF8	744	3674559_DEF8	0.009239897	0.217281346
CATSPER2P1	745	3621594_CATSPER2P1	0.009250053	0.217281346
SPIN3	746	4010183_SPIN3	0.009278384	0.217281346
WEE1	747	3319937_WEE1	0.009279453	0.217281346
NAGPA	748	3678516_NAGPA	0.009284798	0.217281346
WBP2	749	3771037_WBP2	0.009315266	0.217473523
ZNF671	750	3872398_ZNF671	0.009335578	0.217473523
C18orf56	751	3795850_C18orf56	0.009369788	0.217473523
RAB27B	752	3788976_RAB27B	0.009372461	0.217473523
ZNF512	753	2474651_ZNF512	0.009381013	0.217473523
RALBP1	754	3778410_RALBP1	0.00938529	0.217473523
LYSMD1	755	2434862_LYSMD1	0.009403464	0.217473523
EFCAB7	756	2339740_EFCAB7	0.009414689	0.217473523
RFC2	757	3056414_RFC2	0.009422172	0.217473523
PPP1R3B	758	3123675_PPP1R3B	0.009437139	0.217473523
TIMELESS	759	3457824_TIMELESS	0.009437674	0.217473523
PCBD1	760	3293537_PCBD1	0.009456382	0.217473523
TMEM141	761	3194613_TMEM141	0.009474556	0.217473523
PAK1	762	3382861_PAK1	0.009476694	0.217473523
NOL10	763	2540210_NOL10	0.009479367	0.217473523
RTKN	764	2560076_RTKN	0.009524268	0.218217622
POM121	765	3007438_POM121	0.009539235	0.218226297
IDH1	766	2597010_IDH1	0.009572375	0.218226297
SFRS1	767	3764103_SFRS1	0.009572375	0.218226297
BLM	768	3608298_BLM	0.009574514	0.218226297
RAD51	769	3590086_RAD51	0.009597498	0.218465716
HIST2H3A	770	2357938_HIST2H3A	0.009688903	0.220259918
INA	771	3262129_INA	0.009734873	0.22101792
UBIAD1	772	2320210_UBIAD1	0.009747702	0.22102251
FLJ14213	773	3327057_FLJ14213	0.009763203	0.22108761
UAP1L1	774	3195139_UAP1L1	0.009789929	0.221406408
UBE2K	775	2724472_UBE2K	0.009809707	0.22156743
RRM1	776	3318009_RRM1	0.009859953	0.222060042
SMTN	777	3942681_SMTN	0.009868505	0.222060042
HSPA14	778	3236395_HSPA14	0.009869575	0.222060042
CCNL2	779	2391532_CCNL2	0.009941202	0.223384486
ZNF449	780	3991992_ZNF449	0.009963652	0.223496688
SF3A1	781	3957260_SF3A1	0.009975946	0.223496688
CERK	782	3964154_CERK	0.009984499	0.223496688
TTC18	783	3294361_TTC18	0.01006147	0.224125016
GMPR2	784	3529799_GMPR2	0.01006575	0.224125016
DTNA	785	3784208_DTNA	0.01006682	0.224125016
AIP	786	3337137_AIP	0.01009728	0.224125016
SLC4A11	787	3895330_SLC4A11	0.01011599	0.224125016
CAPS2	788	3462630_CAPS2	0.01013096	0.224125016
CBX7	789	3961023_CBX7	0.01013577	0.224125016
C3orf18	790	2675457_C3orf18	0.01014593	0.224125016
SIRT5	791	2895650_SIRT5	0.01014593	0.224125016
ISCU	792	3430776_ISCU	0.01014913	0.224125016
ANKRD42	793	3342569_ANKRD42	0.01015341	0.224125016
TBC1D3B	794	4040117_TBC1D3B	0.01016945	0.224196272
C13orf34	795	3493391_C13orf34	0.01018709	0.224302656
DDX17	796	3960629_DDX17	0.01021221	0.22457334
NDUFA7	797	3848885_NDUFA7	0.01024642	0.225042922
ELOVL5	798	2957596_ELOVL5	0.01032179	0.225234813
TSC1	799	3228373_TSC1	0.01034317	0.225234813
KIAA1407	800	2689286_KIAA1407	0.01034317	0.225234813
SRM	801	2396461_SRM	0.01037257	0.225234813
LRCH1	802	3488602_LRCH1	0.01037791	0.225234813
MAP2K2	803	3846638_MAP2K2	0.01039395	0.225234813
NR2C2	804	2612175_NR2C2	0.01040678	0.225234813
ABCC10	805	2907943_ABCC10	0.01040678	0.225234813
FANCI	806	3607510_FANCI	0.01041266	0.225234813
FLJ10404	807	2888941_FLJ10404	0.010418	0.225234813
EEFSEC	808	2641083_EEFSEC	0.01042068	0.225234813
POLH	809	2908100_POLH	0.01043457	0.225234813
S100A3	810	4045611_S100A3	0.01046237	0.225234813
SENP8	811	3600621_SENP8	0.01046397	0.225234813
RAD54L	812	2334646_RAD54L	0.01046718	0.225234813
ISG20L2	813	2438482_ISG20L2	0.01048215	0.225234813
SLC25A35	814	3744377_SLC25A35	0.01050139	0.225234813
SC4MOL	815	2750594_SC4MOL	0.01052224	0.225234813
METTL7A	816	3414739_METTL7A	0.01052651	0.225234813
JMJD2D	817	3345340_JMJD2D	0.01053025	0.225234813
TSHZ3	818	3858285_TSHZ3	0.01054576	0.225234813
NUPL1	819	3482219_NUPL1	0.01054896	0.225234813
STAG1	820	2696802_STAG1	0.0105511	0.225234813
PGBD2	821	2390518_PGBD2	0.01060242	0.226001955
OR51M1	822	3318329_OR51M1	0.01061685	0.226001955
NSFL1C	823	3894637_NSFL1C	0.01064251	0.226001955
EIF4G1	824	2655688_EIF4G1	0.01064732	0.226001955
GAS2L3	825	3428268_GAS2L3	0.01065159	0.226001955
RAB24	826	2888648_RAB24	0.01070558	0.226872449
MCC	827	2871241_MCC	0.01082959	0.228666402
SOHLH2	828	3509645_SOHLH2	0.01083547	0.228666402
ADAMTSL4	829	2358426_ADAMTSL4	0.01085739	0.228666402
HCFC1R1	830	3677356_HCFC1R1	0.01086059	0.228666402
IRF2BP2	831	2461531_IRF2BP2	0.01086487	0.228666402
ANKRA2	832	2862380_ANKRA2	0.01086861	0.228666402
XAB2	833	3848437_XAB2	0.01088786	0.228796265
RASSF4	834	3244488_RASSF4	0.01091191	0.229026788
C14orf124	835	3558290_C14orf124	0.01094131	0.229116836
PECR	836	2598606_PECR	0.01094238	0.229116836
GPX1	837	2674229_GPX1	0.01096162	0.229245541
CLCC1	838	2426791_CLCC1	0.01102095	0.229857429
BMP2	839	3875423_BMP2	0.01102149	0.229857429
SIRT4	840	3434308_SIRT4	0.01103592	0.229857429
CDK5RAP2	841	3223425_CDK5RAP2	0.0110434	0.229857429
CPSF6	842	3421446_CPSF6	0.01105944	0.229917814
HIST1H3H	843	2900051_HIST1H3H	0.01107601	0.229989156
RBCK1	844	3873185_RBCK1	0.01108991	0.230004897
PARC	845	2907754_PARC	0.01110327	0.230009529
ZNF672	846	2390489_ZNF672	0.01114496	0.230311962
AMY2A	847	2349455_AMY2A	0.01115298	0.230311962
PLGLB2	848	2492659_PLGLB2	0.01117597	0.230311962
MFSD3	849	3120682_MFSD3	0.01118131	0.230311962
SEC14L1	850	3735752_SEC14L1	0.01119521	0.230311962
MNS1	851	3625761_MNS1	0.01119681	0.230311962
CBFA2T2	852	3882533_CBFA2T2	0.01122033	0.230524855
POMT2	853	3572982_POMT2	0.01129838	0.231856107
PLEKHF1	854	3828067_PLEKHF1	0.01133258	0.232097135
LOC90379	855	3822501_LOC90379	0.0113545	0.232097135
COP1	856	3389450_COP1	0.01136359	0.232097135
CDC25A	857	2673085_CDC25A	0.01137321	0.232097135
EIF2C2	858	3156193_EIF2C2	0.01137642	0.232097135
TNFAIP1	859	3715512_TNFAIP1	0.01140528	0.232415141
CTPS	860	2332144_CTPS	0.01144003	0.232852085
SEC63	861	2968054_SEC63	0.0114892	0.233581432
S100A6	862	2436067_S100A6	0.01152341	0.234005155
LYAR	863	2758686_LYAR	0.01158275	0.234730534
SDPR	864	2592532_SDPR	0.01158595	0.234730534
NFS1	865	3904189_NFS1	0.01160092	0.234762046
SPRY1	866	2742224_SPRY1	0.01162818	0.234911189
NAB2	867	3417809_NAB2	0.01163513	0.234911189
PDCD11	868	3262198_PDCD11	0.01173562	0.236667127
NDUFB7	869	3852823_NDUFB7	0.01176876	0.236680374
FHL2	870	2568687_FHL2	0.01177785	0.236680374
THOP1	871	3816611_THOP1	0.01178213	0.236680374
HIST1H4K	872	2947056_HIST1H4K	0.0118019	0.236680374
KHSRP	873	3847814_KHSRP	0.01181206	0.236680374
AURKB	874	3744263_AURKB	0.0118174	0.236680374
GRHPR	875	3168841_GRHPR	0.01184573	0.236976633
APOBEC3D	876	3945585_APOBEC3D	0.01187139	0.237218809
MYOC	877	2443952_MYOC	0.01192859	0.237568702
TOPBP1	878	2695941_TOPBP1	0.01196975	0.237568702
LIG4	879	3524999_LIG4	0.01197028	0.237568702
RFX3	880	3196842_RFX3	0.01197028	0.237568702
GNPDA1	881	2879028_GNPDA1	0.0119938	0.237568702
C21orf119	882	3918098_C21orf119	0.01200075	0.237568702
AFG3L2	883	3799415_AFG3L2	0.01201678	0.237568702
ERLIN1	884	3303255_ERLIN1	0.01202213	0.237568702
LMNB2	885	3845909_LMNB2	0.01203282	0.237568702
ACOX1	886	3771215_ACOX1	0.01203763	0.237568702
VPS11	887	3351806_VPS11	0.01204832	0.237568702
ING4	888	3442176_ING4	0.01207024	0.237568702
SIRT6	889	3846667_SIRT6	0.01207291	0.237568702
SCN1A	890	2585322_SCN1A	0.01208788	0.237568702
ULK3	891	3633109_ULK3	0.01209429	0.237568702
LOC202051	892	2877918_LOC202051	0.01210605	0.237568702
HAT1	893	2515369_HAT1	0.01214507	0.237989648
AHSA2	894	2484552_AHSA2	0.01215469	0.237989648
EML2	895	3865511_EML2	0.01221563	0.238736879
SPCS3	896	2752560_SPCS3	0.01223541	0.238736879
C12orf5	897	3401756_C12orf5	0.01225732	0.238736879
TMEM63A	898	2458513_TMEM63A	0.01226106	0.238736879
MMAB	899	3470831_MMAB	0.0122755	0.238736879
ZNF256	900	3872560_ZNF256	0.01227977	0.238736879
FRZB	901	2590715_FRZB	0.01228833	0.238736879
ZNF606	902	3872604_ZNF606	0.01236156	0.239577798
HIST1H2BD	903	2899176_HIST1H2BD	0.01237118	0.239577798
PRO2266	904	2963784_PRO2266	0.01237492	0.239577798
ACSF2	905	3726406_ACSF2	0.0123979	0.239577798
BRI3BP	906	3436544_BRI3BP	0.01240004	0.239577798
XRCC2	907	3080283_XRCC2	0.01247862	0.240688553
CDCP2	908	2413633_CDCP2	0.01248503	0.240688553
C21orf33	909	3923537_C21orf33	0.01255238	0.241720742
RAB30	910	3384321_RAB30	0.01256842	0.241763578
HMGN2	911	2326531_HMGN2	0.01264219	0.242905706
ZNF7	912	3120917_ZNF7	0.01265555	0.242905706
C1orf135	913	2402416_C1orf135	0.01276513	0.244611726
PTPRJ	914	3329983_PTPRJ	0.01280361	0.244611726
APOBEC3H	915	3945684_APOBEC3H	0.01280522	0.244611726
CDCA5	916	3377423_CDCA5	0.01280789	0.244611726
ALDH6A1	917	3571727_ALDH6A1	0.0128143	0.244611726
C1orf89	918	2398040_C1orf89	0.01283141	0.244671425
FLJ33996	919	3415046_FLJ33996	0.01289128	0.245459304
LOC652968	920	3957207_LOC652968	0.01290143	0.245459304
