probeset	interaction.pvalue	FDR	OR.T/FAC	OR.LCI.T/FAC	OR.UCI.T/FAC	OR.p.valT/FAC	OR.FAC	OR.LCI.FAC	OR.UCI.FAC	OR.p.valFAC	accNum	entrezID	geneSymbol	geneName	ChrLoc
209631_s_at	0.039389285	NA	0.202551243	0.011753734	3.490550806	0.271615343	41.22963385	0.630541442	2695.909569	0.081198878	U87460	2861	GPR37	G protein-coupled receptor 37 (endothelin receptor type B-like)	7:-124173351
208702_x_at	0.039417062	NA	2.183973731	0.198672593	24.00804854	0.523037913	0.005918479	3.65207E-05	0.959138291	0.048146677	AI525212	334	APLP2	amyloid beta (A4) precursor-like protein 2	11:129445010
209305_s_at	0.039438163	NA	4.137254329	0.008937344	1915.208131	0.650202249	4.03966E-06	3.51276E-11	0.464559531	0.036711832	AF078077	4616	GADD45B	growth arrest and DNA-damage-inducible, beta	19:2427134
217861_s_at	0.039674317	NA	1445.61432	0.55710604	3751172.328	0.069655229	0.000732423	8.57365E-09	62.56880378	0.2127422	NM_013388	10113	PREB	prolactin regulatory element binding	2:-27207130
218275_at	0.039675163	NA	0.014162318	5.99009E-05	3.348385866	0.12685165	251.433965	0.132006424	478908.8039	0.151436897	NM_012140	1468	SLC25A10	solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10	17:77289775
208763_s_at	0.03978902	NA	6.440290359	0.323667589	128.1479557	0.222199072	0.012146136	6.84155E-05	2.156362266	0.095078006	AL110191	1831	TSC22D3	TSC22 domain family, member 3	X:-106843112
205150_s_at	0.039789709	NA	8.361263842	0.532411567	131.3095683	0.13069048	0.015205796	7.23549E-05	3.195585779	0.124978429	AV724192	9865	KIAA0644	KIAA0644 gene product	7:-28959500
213851_at	0.04018411	NA	8.216730462	0.002513399	26861.89763	0.609962374	2.28283E-08	9.53786E-16	0.546383575	0.04238447	BG031677	375346	TMEM110	transmembrane protein 110	3:-52848937
205551_at	0.040344115	NA	0.935541874	0.009879804	88.58865607	0.977105539	34499.88111	4.41501843	269589315.5	0.022329702	NM_014848	9899	SV2B	synaptic vesicle glycoprotein 2B	15:89570106
205495_s_at	0.040657097	NA	3.302861963	0.092169577	118.3568109	0.512899944	6556.565743	11.69782095	3674919.843	0.00649543	NM_006433	10578	GNLY	granulysin	2:85775059; 2:85774924
221629_x_at	0.040733051	NA	0.62222242	0.006584778	58.7963234	0.838003814	64957.773	2.692053333	1567395497	0.03137014	AF151022	51236	C8orf30A	chromosome 8 open reading frame 30A	8:145264659; 8:145408687
212947_at	0.040798184	NA	8.2055E-07	1.29042E-10	0.005217697	0.001711197	0.459410752	4.77194E-05	4422.899995	0.867994217	AL031685	23315	SLC9A8	solute carrier family 9 (sodium/hydrogen exchanger), member 8	20:47862656
210974_s_at	0.040956158	NA	32.85692221	0.109028858	9901.757686	0.230502024	0.000111729	2.67092E-09	4.673845694	0.093740473	AF130042	8943	AP3D1	adaptor-related protein complex 3, delta 1 subunit	19:-2051993
211493_x_at	0.041423596	NA	0.000118669	4.70569E-08	0.299261505	0.023704256	62.21228143	0.002990517	1294213.74	0.415507058	U46744	1837	DTNA	dystrobrevin, alpha	18:30652329; 18:30544245; 18:30327278; 18:30544233
206627_s_at	0.041507348	NA	0.00800036	6.91343E-05	0.925817983	0.04639337	20.21692253	0.058457226	6991.846559	0.313451884	NM_005635	6756	SSX1	synovial sarcoma, X breakpoint 1	X:47999740
213982_s_at	0.041872356	NA	8.136984782	0.260863461	253.8129378	0.232317652	30204.51999	24.16692535	37750479.82	0.004576228	BG107203	9910	RABGAP1L	RAB GTPase activating protein 1-like	1:172395256; 1:173111306
208654_s_at	0.041873496	NA	4.307687967	0.57696643	32.16162095	0.154501754	0.121723273	0.007508777	1.973231458	0.138398023	BF669455	8763	CD164	CD164 molecule, sialomucin	6:-109794415
218138_at	0.042359766	NA	0.242823045	0.001713803	34.40478545	0.57545167	156621.7214	1.033903767	23725964034	0.049358874	NM_018848	8195	MKKS	McKusick-Kaufman syndrome	20:-10333832
202822_at	0.042571881	NA	7.72499937	0.318234792	187.5207133	0.208976865	0.006858349	1.70679E-05	2.755876102	0.103392038	BF221852	4026	LPP	LIM domain containing preferred translocation partner in lipoma	3:189413414
215351_at	0.042771909	NA	0.003229986	3.09026E-06	3.376030777	0.10588464	308.1450758	0.054293269	1748897.961	0.193806632	BG536504	8634	RTCD1	RNA terminal phosphate cyclase domain 1	1:100504350
218847_at	0.042848026	NA	0.182221099	0.007820146	4.246024168	0.289211214	20.41072174	0.74694947	557.73192	0.073917587	NM_006548	10644	IGF2BP2	insulin-like growth factor 2 mRNA binding protein 2	3:-186844221
205250_s_at	0.04321826	NA	0.042966488	0.000145094	12.72360599	0.278368248	1958.825139	0.3244972	11824434.63	0.087895229	NM_014684				:
AFFX-r2-Ec-bioB-3_at	0.043540434	NA	0.190133563	0.009758349	3.704599258	0.273230545	38.4010503	0.568480621	2594.0034	0.089651749	AFFX-R2-EC-BIOB-3				:
203661_s_at	0.043604084	NA	0.126196671	0.000388771	40.96398442	0.482933633	777.3682949	1.58316916	381703.662	0.035263366	BC002660	7111	TMOD1	tropomodulin 1	9:99326257
207548_at	0.043648812	NA	1.120643327	0.038916564	32.27010156	0.947028593	2342.145742	3.111768142	1762871.276	0.021680765	NM_000844	2917	GRM7	glutamate receptor, metabotropic 7	3:6877926
221893_s_at	0.043650014	NA	0.118224618	0.001176329	11.88192826	0.364006498	46382.62405	0.411369802	5229717408	0.070243193	N32831	90956	ADCK2	aarF domain containing kinase 2	7:140019421
214254_at	0.043713062	NA	0.601180732	0.029478152	12.26054702	0.740815226	94.78244073	1.947504086	4612.935672	0.021660237	AW438674	4103	MAGEA4	melanoma antigen family A, 4	X:150837415; X:150836052; X:150835364; X:150832016
206020_at	0.04399872	NA	2.002046429	0.093417939	42.905998	0.657093725	0.002251998	6.46004E-06	0.785055881	0.041248249	NM_016387				:
203954_x_at	0.044132443	NA	0.210940926	0.048345844	0.92037021	0.038415006	3.200021849	0.354462964	28.88916723	0.300145154	NM_001306	1365	CLDN3	claudin 3	7:-72821263
217980_s_at	0.044283966	NA	398.8025222	1.755383132	90603.26995	0.030520863	0.005309149	3.97545E-07	70.90279066	0.279790278	NM_017840	54948	MRPL16	mitochondrial ribosomal protein L16	11:-59330189
214915_at	0.04444848	NA	0.011789778	2.44631E-05	5.681989916	0.158889261	806.1191375	0.106950632	6075962.795	0.141768974	AK021842	149076	ZNF362	zinc finger protein 362	1:33494760
221786_at	0.044450015	NA	11.86960313	0.206526891	682.1749835	0.23134603	0.00117893	3.86156E-07	3.599263229	0.099526173	BF197222	387263	C6orf120	chromosome 6 open reading frame 120	6:169844181
202480_s_at	0.044509399	NA	0.03564805	2.38349E-05	53.31611269	0.371369352	29797.52822	0.444458791	1997694064	0.069219727	NM_004216	9191	DEDD	death effector domain containing	1:-159357391
203891_s_at	0.044714197	NA	9.332668988	0.105463189	825.8683531	0.32880179	0.000349436	4.83529E-08	2.525306299	0.079146416	NM_001348	1613	DAPK3	death-associated protein kinase 3	19:-3909451
216373_at	0.044783422	NA	0.010354445	8.85467E-05	1.210825088	0.059937139	32.41128602	0.062224988	16882.14821	0.275757347	AF189251	202018	TAPT1	transmembrane anterior posterior transformation 1	4:-15771225
200884_at	0.044816317	NA	1.773580641	0.333003944	9.446099217	0.501929069	0.002908612	6.94474E-06	1.218190977	0.05796974	NM_001823	1152	CKB	creatine kinase, brain	14:-103055748
215286_s_at	0.044992793	NA	9.805452521	0.172730271	556.6302793	0.267927146	2123091.748	25.89461566	1.74072E+11	0.011612668	AL050389	57157	PHTF2	putative homeodomain transcription factor 2	7:77307432
218571_s_at	0.045306189	NA	0.757797542	0.005798234	99.04000047	0.911177512	62555.59996	2.967042172	1318890282	0.029697654	NM_014169	29082	CHMP4A	chromatin modifying protein 4A	14:-23748628
206113_s_at	0.045360581	NA	104.5730208	1.208435544	9049.317305	0.041033496	0.002267357	1.65576E-07	31.04864511	0.210195333	NM_004162	5868	RAB5A	RAB5A, member RAS oncogene family	3:19963762
218994_s_at	0.045362531	NA	0.010493063	4.75008E-05	2.317948039	0.097978316	121.6943193	0.073827999	200594.728	0.203921103	NM_022906	64940	STAG3L4	stromal antigen 3-like 4	7:66405050
77508_r_at	0.045418381	NA	0.397048567	0.00680133	23.17893234	0.656203018	85280.59199	1.035500949	7023440565	0.049293893	AW001436	79874	RABEP2	rabaptin, RAB GTPase binding effector protein 2	16:-28823243
219307_at	0.045500715	NA	1.191207571	0.078940135	17.97533642	0.899449531	0.000296877	1.39234E-07	0.633007027	0.037808048	NM_020381	57107	PDSS2	prenyl (decaprenyl) diphosphate synthase, subunit 2	6:-107580455
218691_s_at	0.045970451	NA	0.442272621	0.011773678	16.6137611	0.659226588	3359.812058	1.136571848	9931916.829	0.046437266	AF153882	8572	PDLIM4	PDZ and LIM domain 4	5:131621285
219959_at	0.045985254	NA	0.024267002	0.000447345	1.316406906	0.067989215	55.20137702	0.086656514	35164.02721	0.223390878	NM_017947	55034	MOCOS	molybdenum cofactor sulfurase	18:32021477
222314_x_at	0.046307452	NA	0.323399403	0.002373008	44.07367731	0.652570891	2210.359634	1.715643647	2847729.901	0.035053474	AW970881	100126791	EGO	eosinophil granule ontogeny	:
201647_s_at	0.046469925	NA	56.73005778	0.807441196	3985.800417	0.062686013	0.004645322	1.23668E-06	17.4490956	0.200844391	NM_005506	950	SCARB2	scavenger receptor class B, member 2	4:-77298917
219078_at	0.046497807	NA	0.001009914	3.48433E-06	0.292718358	0.017091613	11.38114548	0.008271468	15659.91324	0.509530654	NM_018040	55105	GPATCH2	G patch domain containing 2	1:-215670456
203282_at	0.046705246	NA	0.820909713	0.06612366	10.19140135	0.877959685	0.001707146	6.70384E-06	0.434728432	0.024150601	NM_000158	2632	GBE1	glucan (1,4-alpha-), branching enzyme 1 (glycogen branching enzyme, Andersen disease, glycogen storage disease type IV)	3:-81621540
220920_at	0.046730994	NA	0.598277694	0.146541206	2.442563499	0.474157861	13.4670422	0.880458312	205.985023	0.061690436	NM_025153	23120	ATP10B	ATPase, class V, type 10B	5:-159922704
215768_at	0.046760175	NA	0.305086549	0.011678362	7.970107796	0.475766951	488.3449184	0.734543681	324665.1841	0.061906214	AL049337	6660	SOX5	SRY (sex determining region Y)-box 5	12:-23576498
209284_s_at	0.047279514	NA	0.158591997	0.001174683	21.41124043	0.461872588	388.4504625	1.013988446	148812.1115	0.049463175	AI922509	23272	C3orf63	chromosome 3 open reading frame 63	3:-56629618
201557_at	0.047339347	NA	0.001784792	3.26791E-07	9.747769737	0.149477858	6523.704827	0.032624459	1304503613	0.158424525	NM_014232	6844	VAMP2	vesicle-associated membrane protein 2 (synaptobrevin 2)	17:-8003188
202821_s_at	0.047530137	NA	26820.67688	5.456127874	131842347.7	0.018710989	0.020225533	3.19991E-07	1278.386921	0.489158624	AL044018	4026	LPP	LIM domain containing preferred translocation partner in lipoma	3:189413414
218959_at	0.047686003	NA	5.542895126	0.491709128	62.48345741	0.165859402	0.029893428	0.000310633	2.876760504	0.131940422	NM_017409	3226	HOXC10	homeobox C10	12:52665212
205855_at	0.047691668	NA	0.012797615	4.93113E-06	33.21323993	0.277190743	30365.60038	0.149697823	6159539713	0.09784395	NM_006991	10168	ZNF197	zinc finger protein 197	3:44641514
214875_x_at	0.047880549	NA	1.589355318	0.191195045	13.21190264	0.668063418	0.010066737	0.00010685	0.948427009	0.047386236	AW001847	334	APLP2	amyloid beta (A4) precursor-like protein 2	11:129445010
207307_at	0.04800141	NA	0.024024743	0.000647773	0.891034759	0.043116224	16.91736052	0.076218331	3754.963976	0.304840231	NM_000868	3358	HTR2C	5-hydroxytryptamine (serotonin) receptor 2C	X:113724806
207885_at	0.048068203	NA	0.19528019	0.012322106	3.09479188	0.246612156	15.81663052	0.544482103	459.456426	0.108202445	NM_004057	795	S100G	S100 calcium binding protein G	X:16578201
219644_at	0.048131197	NA	0.021364526	0.000220659	2.068540413	0.0992575	314.6603129	0.074501143	1328987.835	0.17691837	NM_016122	51134	CCDC41	coiled-coil domain containing 41	12:-93226188
209396_s_at	0.048362	NA	1.100226348	0.369471701	3.276294273	0.863779526	9.801827343	1.499786666	64.05965691	0.017163306	M80927	1116	CHI3L1	chitinase 3-like 1 (cartilage glycoprotein-39)	1:-201414681
214608_s_at	0.048386255	NA	0.79804568	0.043984624	14.47953519	0.878748882	733.5145663	1.604741157	335283.7413	0.034742168	AJ000098	2138	EYA1	eyes absent homolog 1 (Drosophila)	8:-72272223
204600_at	0.048480436	NA	12.67936235	0.141884601	1133.077363	0.267821253	0.000314562	2.29049E-08	4.319993523	0.097119493	NM_004443	2049	EPHB3	EPH receptor B3	3:185762280
215411_s_at	0.04852573	NA	7.418937017	0.394880498	139.3855275	0.180532409	0.002127543	1.11405E-06	4.063043678	0.110425844	AL008730				:
201227_s_at	0.048649527	NA	3.776962808	0.026170567	545.0951155	0.600371629	2771958.043	10.62578376	7.23123E+11	0.019732209	NM_005004	4714	NDUFB8	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 8, 19kDa	10:-102273487
203819_s_at	0.048787594	NA	0.630822582	0.021716547	18.3241437	0.788664273	198.1044879	1.947796007	20148.61309	0.024915295	AU160004	10643	IGF2BP3	insulin-like growth factor 2 mRNA binding protein 3	7:-23316353
218149_s_at	0.048835952	NA	0.908421494	0.072561449	11.37283811	0.940622056	0.002112459	8.82387E-06	0.505728118	0.027529812	NM_017606				:
214020_x_at	0.04892089	NA	1.327641587	0.268090687	6.574760948	0.728436522	0.058956412	0.004144922	0.838582465	0.036621044	BE138575	3693	ITGB5	integrin, beta 5	3:-125964485
219080_s_at	0.04894587	NA	0.167376083	0.000999231	28.0363137	0.493882577	2589.613428	0.768285182	8728656.836	0.057907676	NM_019857	56474	CTPS2	CTP synthase II	X:-16516044
221057_at	0.049110135	NA	0.019044068	0.000501359	0.723386763	0.032802308	24.23753324	0.053179811	11046.63601	0.307428731	NM_022354	64173	SPATA1	spermatogenesis associated 1	1:84744561
209694_at	0.049115846	NA	2.603049799	0.101265872	66.9116664	0.563573256	0.000305202	6.78457E-08	1.37294121	0.059275444	M97655	5805	PTS	6-pyruvoyltetrahydropterin synthase	11:111602308
201135_at	0.049211748	NA	5.725742351	0.21325965	153.7286844	0.298577216	0.008061796	2.81988E-05	2.304800498	0.094795612	NM_004092	1892	ECHS1	enoyl Coenzyme A hydratase, short chain, 1, mitochondrial	10:-135025979
213514_s_at	0.049213161	NA	0.025765569	2.12636E-05	31.22066658	0.312475766	9634.195319	0.231320916	401250873.6	0.0909802	AU158818	1729	DIAPH1	diaphanous homolog 1 (Drosophila)	5:-140874772
214886_s_at	0.049753393	NA	0.048159039	0.000136179	17.03119994	0.311012807	1385.131914	0.308024016	6228703.989	0.091873749	AL049786	90634	N4BP2L1	NEDD4 binding protein 2-like 1	13:-31872860
211794_at	0.049891957	NA	0.500594421	0.005785693	43.31283622	0.761080806	2395.062093	1.788929577	3206566.933	0.034146355	AF198052	2533	FYB	FYN binding protein (FYB-120/130)	5:-39141114
