Gene Symbol	Rank	Gene Name	P-Value	Q-Value
UNC84B	461	3960827_UNC84B	0.003122728	0.126544276
SUOX	462	3417184_SUOX	0.003130746	0.126544276
ILF3	463	3820663_ILF3	0.003131815	0.126544276
KCNN3	464	2436826_KCNN3	0.003158542	0.127349138
SEC13	465	2662657_SEC13	0.003191148	0.128387097
TERF2IP	466	3669092_TERF2IP	0.003205581	0.128690987
KIAA1618	467	3737274_KIAA1618	0.00321734	0.12881104
C4orf18	468	2791419_C4orf18	0.003224289	0.12881104
SFRS6	469	3886050_SFRS6	0.003230703	0.12881104
SMN2	470	2860898_SMN2	0.003239256	0.12881104
RIC8B	471	3430331_RIC8B	0.003242998	0.12881104
ATAD3A	472	2315951_ATAD3A	0.00329752	0.130699153
CLGN	473	2787005_CLGN	0.003343489	0.132109705
GAL3ST4	474	3063795_GAL3ST4	0.003347231	0.132109705
AURKB	475	3744263_AURKB	0.003357387	0.132231579
KIAA1219	476	3884640_KIAA1219	0.003418324	0.134348739
EIF2S1	477	3541137_EIF2S1	0.003440774	0.134759916
MKL2	478	3649052_MKL2	0.003449861	0.134759916
PYHIN1	479	2362351_PYHIN1	0.003450396	0.134759916
ZNF606	480	3872604_ZNF606	0.003471777	0.135248963
POLD2	481	3048413_POLD2	0.00347926	0.135248963
ISOC1	482	2827709_ISOC1	0.003484606	0.135248963
MARK2	483	3334025_MARK2	0.003524161	0.136501035
RUVBL2	484	3838118_RUVBL2	0.003585097	0.13857438
TIMM23	485	3289031_TIMM23	0.00359953	0.138845361
APTX	486	3203311_APTX	0.003658328	0.140616016
PRMT5	487	3556924_PRMT5	0.003660466	0.140616016
EBNA1BP2	488	2409220_EBNA1BP2	0.003686658	0.14122449
CEP164	489	3350908_CEP164	0.003695745	0.14122449
SBDS	490	3054165_SBDS	0.003698952	0.14122449
PPP3CC	491	3089401_PPP3CC	0.003728886	0.142077393
CPSF6	492	3421446_CPSF6	0.003745456	0.142418699
ZNF627	493	3821301_ZNF627	0.003768976	0.143022312
PLXNC1	494	3426502_PLXNC1	0.003814411	0.144161616
TCF19	495	2902178_TCF19	0.003814411	0.144161616
C1RL	496	3442514_C1RL	0.003876951	0.146229839
LOC494141	497	3322669_LOC494141	0.003902609	0.14684739
TSR1	498	3740998_TSR1	0.003909023	0.14684739
ASCC3	499	2966636_ASCC3	0.003930404	0.147354709
CDKN3	500	3536336_CDKN3	0.003971028	0.148323353
RPP40	501	2939814_RPP40	0.003972097	0.148323353
CSTF3	502	3368520_CSTF3	0.003992944	0.148804781
TYK2	503	3850278_TYK2	0.004004169	0.148926441
MLF1IP	504	2796510_MLF1IP	0.004054415	0.150217822
FASN	505	3774635_FASN	0.00405495	0.150217822
ATP1B3	506	2645764_ATP1B3	0.004065106	0.150296443
SARS	507	2350551_SARS	0.004082211	0.150631164
EI24	508	3354731_EI24	0.004127111	0.151709234
FAM71D	509	3541029_FAM71D	0.004127646	0.151709234
SEMA4B	510	3607927_SEMA4B	0.004136733	0.151745098
VPS39	511	3620457_VPS39	0.004149562	0.151917808
SSRP1	512	3373724_SSRP1	0.004186444	0.152904483
BRMS1L	513	3532560_BRMS1L	0.004192859	0.152904483
COQ9	514	3662723_COQ9	0.004250588	0.154708171
PHF19	515	3223687_PHF19	0.0042709	0.155145631
ARSA	516	3966143_ARSA	0.004350011	0.156888046
PWP2	517	3923498_PWP2	0.00435696	0.156888046
ZNF440	518	3821410_ZNF440	0.004360701	0.156888046
MAGOHB	519	3444195_MAGOHB	0.004376203	0.156888046
YRDC	520	2407392_YRDC	0.004383152	0.156888046
RAD54L	521	2334646_RAD54L	0.004393308	0.156888046
FAM123B	522	4010602_FAM123B	0.00440186	0.156888046
DSE	523	2922631_DSE	0.004407205	0.156888046
RRP9	524	2675763_RRP9	0.004407205	0.156888046
HSD17B7	525	3243262_HSD17B7	0.004409878	0.156888046
HOMEZ	526	3557268_HOMEZ	0.004412551	0.156888046
GOLGA1	527	3225224_GOLGA1	0.0044195	0.156888046
DGKA	528	3417075_DGKA	0.004433932	0.157102273
ACTA2	529	3299504_ACTA2	0.004456917	0.157618147
ZRF1	530	3065638_ZRF1	0.004476694	0.157740113
RABGGTB	531	2342624_RABGGTB	0.004477229	0.157740113
NIT1	532	2363389_NIT1	0.004509835	0.158358209
TSPAN14	533	3254521_TSPAN14	0.004515715	0.158358209
ACP1	534	2466141_ACP1	0.004524802	0.158358209
LIF	535	3957160_LIF	0.004534424	0.158358209
LDLR	536	3821015_LDLR	0.004537096	0.158358209
HIST2H2AA3	537	2357927_HIST2H2AA3	0.004570772	0.158505535
IL10RB	538	3918535_IL10RB	0.00457879	0.158505535
C2orf25	539	2580635_C2orf25	0.00458467	0.158505535
RBM19	540	3472468_RBM19	0.004585739	0.158505535
LRSAM1	541	3189864_LRSAM1	0.004590015	0.158505535
C9orf126	542	3225292_C9orf126	0.004592153	0.158505535
LSM3	543	2562115_LSM3	0.004608189	0.158766114
LSM3	544	2611818_LSM3	0.004617276	0.158786765
KITLG	545	3464747_KITLG	0.004670195	0.159854015
NCAPG2	546	3082181_NCAPG2	0.004673402	0.159854015
KIAA1602	547	3454092_KIAA1602	0.004676074	0.159854015
HMGB3	548	3994915_HMGB3	0.004682489	0.159854015
PPP1R8	549	2327259_PPP1R8	0.004700128	0.160163934
CAPN3	550	3590853_CAPN3	0.004732735	0.160981818
RPS6KB1	551	3729294_RPS6KB1	0.004745029	0.161107078
SCPEP1	552	3728037_SCPEP1	0.004778704	0.161956522
CDC25C	553	2877378_CDC25C	0.004805965	0.162271914
CLN6	554	3630701_CLN6	0.004816656	0.162271914
TMEM175	555	2714376_TMEM175	0.004819329	0.162271914
C14orf133	556	3573078_C14orf133	0.004824139	0.162271914
RABIF	557	2451419_RABIF	0.004835365	0.162271914
FAM86A	558	3678563_FAM86A	0.004843917	0.162271914
ABHD5	559	2619761_ABHD5	0.004848728	0.162271914
FHL2	560	2568687_FHL2	0.004879196	0.162745098
ZKSCAN3	561	2900497_ZKSCAN3	0.004880265	0.162745098
PXT1	562	2951881_PXT1	0.004893094	0.162882562
CHD8	563	3555882_CHD8	0.00494922	0.164014085
ODC1	564	2540157_ODC1	0.004955099	0.164014085
SLC44A2	565	3820612_SLC44A2	0.004962048	0.164014085
CNBP	566	2694644_CNBP	0.004974877	0.164014085
TNRC6B	567	3946192_TNRC6B	0.004978084	0.164014085
TOMM20	568	2461717_TOMM20	0.004979688	0.164014085
TPM3	569	2436526_TPM3	0.005023519	0.165096322
C12orf29	570	3425108_C12orf29	0.005037417	0.165096322
VPRBP	571	2675628_VPRBP	0.005039021	0.165096322
KIAA0515	572	3192062_KIAA0515	0.005049177	0.16513986
EXO1	573	2388219_EXO1	0.005081249	0.165898778
MAGOH	574	2413180_MAGOH	0.00513096	0.1672
ITFG1	575	3690193_ITFG1	0.005138978	0.1672
NFYB	576	3468925_NFYB	0.005198845	0.168623064
CDCA7L	577	3040897_CDCA7L	0.005208467	0.168623064
C7orf30	578	2992863_C7orf30	0.005234124	0.168623064
LRRC42	579	2336913_LRRC42	0.005234124	0.168623064
FBXO18	580	3233431_FBXO18	0.005236797	0.168623064
STS	581	3967689_STS	0.005236797	0.168623064
PSMB2	582	2406245_PSMB2	0.005280094	0.169264957
GRB2	583	3770743_GRB2	0.005289181	0.169264957
RAD1	584	2852989_RAD1	0.005289181	0.169264957
GINS4	585	3095766_GINS4	0.005292923	0.169264957
ABCA7	586	3815416_ABCA7	0.005321787	0.169659284
GSG2	587	3706753_GSG2	0.005323391	0.169659284
PEX12	588	3753690_PEX12	0.005345841	0.16979661
TMEM192	589	2792420_TMEM192	0.005351721	0.16979661
DUT	590	3593147_DUT	0.005354928	0.16979661
TK1	591	3772158_TK1	0.005376844	0.169915541
NRF1	592	3023565_NRF1	0.005376844	0.169915541
HIST1H1B	593	2947073_HIST1H1B	0.005445264	0.171254181
STX6	594	2446567_STX6	0.005447402	0.171254181
MTA2	595	3375862_MTA2	0.005454351	0.171254181
LAS1L	596	4010860_LAS1L	0.005470387	0.171254181
ZNF792	597	3859622_ZNF792	0.005471456	0.171254181
ZNF616	598	3869455_ZNF616	0.005474129	0.171254181
PRF1	599	3293435_PRF1	0.005498183	0.17166113
COQ3	600	2966232_COQ3	0.005518495	0.17166113
HPS1	601	3302805_HPS1	0.005519029	0.17166113
KHSRP	602	3847814_KHSRP	0.00552384	0.17166113
ABCC5	603	2708287_ABCC5	0.005591725	0.173245033
ABCF1	604	2901687_ABCF1	0.005593329	0.173245033
PRPS2	605	3969047_PRPS2	0.005617383	0.173702479
RFXDC2	606	3625674_RFXDC2	0.005639833	0.174108911
METTL1	607	3458837_METTL1	0.005661749	0.174309211
PRMT7	608	3666189_PRMT7	0.005664956	0.174309211
TARS	609	2805786_TARS	0.005678854	0.174386252
COG4	610	3697125_COG4	0.005687406	0.174386252
NUP153	611	2943808_NUP153	0.005695424	0.174386252
PSMD12	612	3768103_PSMD12	0.005745136	0.175620915
FBN1	613	3623031_FBN1	0.005756361	0.175676998
ZNF767	614	3078656_ZNF767	0.005767052	0.175716612
C8orf33	615	3121023_C8orf33	0.005778811	0.175788618
SPC25	616	2585933_SPC25	0.005809279	0.175906149
GIT2	617	3471005_GIT2	0.005809279	0.175906149
RPS6KA1	618	2326561_RPS6KA1	0.005810883	0.175906149
PSAP	619	3293762_PSAP	0.005822643	0.175977383
BBS1	620	3336277_BBS1	0.005838679	0.176109325
FH	621	2463425_FH	0.005854715	0.176109325
YRDC	622	4041703_YRDC	0.005855249	0.176109325
DCLRE1B	623	2352743_DCLRE1B	0.005908168	0.17741573
TUBB2C	624	4050485_TUBB2C	0.005945585	0.178253205
RPS2	625	2331679_RPS2	0.005974449	0.178832
TLL2	626	3301800_TLL2	0.006006521	0.179126984
PNO1	627	2486740_PNO1	0.006011867	0.179126984
TMEM106C	628	3413278_TMEM106C	0.006015074	0.179126984
C7orf41	629	2995254_C7orf41	0.006027903	0.179126984
TCP11L1	630	3325839_TCP11L1	0.006032179	0.179126984
HNRNPF	631	3286286_HNRNPF	0.006066923	0.179620253
FCER2	632	3848492_FCER2	0.006067992	0.179620253
PHF5A	633	3961955_PHF5A	0.006130532	0.181184834
ARHGAP11A	634	3587457_ARHGAP11A	0.006144965	0.181324921
FBXO21	635	3473480_FBXO21	0.006181313	0.181684867
PLCG1	636	3885537_PLCG1	0.006188796	0.181684867
VPS11	637	3351806_VPS11	0.006195211	0.181684867
NPM1	638	2840616_NPM1	0.006205901	0.181684867
RCP9	639	3005332_RCP9	0.006208039	0.181684867
ZNF425	640	3078493_ZNF425	0.006225144	0.181684867
TSN	641	2503618_TSN	0.006225144	0.181684867
ITPKC	642	3833728_ITPKC	0.006238508	0.181791277
SCO1	643	3745504_SCO1	0.006262561	0.182208398
HNRNPR	644	2401275_HNRNPR	0.00628127	0.182468944
SRP19	645	2824286_SRP19	0.006302651	0.182786378
TTC26	646	3026834_TTC26	0.006311738	0.182786378
CEBPG	647	3829313_CEBPG	0.006345948	0.183204931
MAT2A	648	2491615_MAT2A	0.006348621	0.183204931
SMN1	649	2814424_SMN1	0.00635557	0.183204931
CPSF4	650	3014764_CPSF4	0.006425593	0.184900154
NUFIP2	651	3751463_NUFIP2	0.006434146	0.184900154
HIST2H4A	652	2434102_HIST2H4A	0.006448044	0.185015337
SHMT1	653	3748323_SHMT1	0.006481185	0.18568147
GNAI3	654	2350840_GNAI3	0.006534103	0.186687023
ANP32C	655	3630912_ANP32C	0.006536241	0.186687023
PXDNL	656	3134922_PXDNL	0.006556019	0.186966463
NBR1	657	3722417_NBR1	0.006582211	0.187329287
IER3IP1	658	3806711_IER3IP1	0.006596109	0.187329287
C3orf23	659	2620018_C3orf23	0.006598781	0.187329287
TMEM106A	660	3722479_TMEM106A	0.006627646	0.18785174
CHST10	661	2567242_CHST10	0.006637267	0.18785174
CCNK	662	3551303_CCNK	0.006708895	0.18951952
CENPF	663	2379863_CENPF	0.006717982	0.18951952
FTSJ2	664	3035682_FTSJ2	0.006727603	0.18951952
BUD13	665	3392840_BUD13	0.006742035	0.18951952
HN1	666	3770606_HN1	0.006746846	0.18951952
GLRX2	667	2449084_GLRX2	0.006767693	0.18982009
PSMC3IP	668	3757970_PSMC3IP	0.006808852	0.190688623
SLC5A3	669	3919033_SLC5A3	0.006826491	0.190850746
C1orf128	670	2325274_C1orf128	0.006835044	0.190850746
CCDC86	671	3332548_CCDC86	0.006858563	0.191071429
PCNXL2	672	2461037_PCNXL2	0.006863374	0.191071429
ICMT	673	2394588_ICMT	0.006904533	0.191931649
CLSTN3	674	3403244_CLSTN3	0.006990592	0.193683432
C6orf136	675	2901879_C6orf136	0.006996472	0.193683432
RNASEH2A	676	3821908_RNASEH2A	0.00699861	0.193683432
SNIP1	677	2407163_SNIP1	0.007053667	0.194727541
DDX21	678	3250055_DDX21	0.007067565	0.194727541
ATF3	679	2379132_ATF3	0.007067565	0.194727541
UBA7	680	2674762_UBA7	0.00714721	0.196137026
HSPD1	681	2593733_HSPD1	0.007155762	0.196137026
EPC2	682	2509832_EPC2	0.007170195	0.196137026
TAPBPL	683	3402522_TAPBPL	0.007176609	0.196137026
C5orf4	684	2882834_C5orf4	0.007183023	0.196137026
GCLC	685	2957700_GCLC	0.007183023	0.196137026
HIST1H1A	686	2946194_HIST1H1A	0.00719211	0.196137026
MRPL35	687	2492015_MRPL35	0.007207612	0.196206395
GTF3C6	688	2921346_GTF3C6	0.00721563	0.196206395
GRPEL1	689	2759404_GRPEL1	0.007257323	0.197053701
SYNJ1	690	3929325_SYNJ1	0.00727817	0.197157287
MGC3207	691	3822322_MGC3207	0.00728405	0.197157287
TUBA4B	692	2528407_TUBA4B	0.007301689	0.197157287
RPP30	693	3257559_RPP30	0.007303293	0.197157287
OK/SW-CL.58	694	3507766_OK/SW-CL.58	0.007392025	0.199094828
H2AFZ	695	2779486_H2AFZ	0.007397905	0.199094828
SERPINE1	696	3016148_SERPINE1	0.007406992	0.199094828
BXDC1	697	2921374_BXDC1	0.007434787	0.199555237
TPP1	698	3361041_TPP1	0.007453496	0.199770774
DNPEP	699	2600155_DNPEP	0.007518709	0.201230329
GEMIN4	700	3739812_GEMIN4	0.007569489	0.202154066
ABCB9	701	3475879_ABCB9	0.007574834	0.202154066
PFKP	702	3232349_PFKP	0.007586059	0.202165242
C1orf123	703	2413153_C1orf123	0.007616528	0.202688478
CNTROB	704	3709327_CNTROB	0.007634167	0.202740113
ZNF260	705	3860491_ZNF260	0.007658221	0.202740113
BCS1L	706	2527939_BCS1L	0.007661428	0.202740113
ITGB3BP	707	2416218_ITGB3BP	0.007672653	0.202740113
ATP1A1	708	2353477_ATP1A1	0.007672653	0.202740113
DSCC1	709	3150715_DSCC1	0.007695104	0.203046544
RCC1	710	2327482_RCC1	0.007717554	0.203248945
CBLN3	711	3558270_CBLN3	0.007724503	0.203248945
LOC100137047-PLA2G4B	712	3590709_LOC100137047-PLA2G4B	0.007754971	0.203764045
PRPF38B	713	2350287_PRPF38B	0.007808959	0.204691877
NEO1	714	3601051_NEO1	0.007812166	0.204691877
THOC6	715	3645565_THOC6	0.007825529	0.204755245
HNRNPA2B1	716	3042421_HNRNPA2B1	0.007883258	0.205117892
PDLIM1	717	3301218_PDLIM1	0.007884328	0.205117892
NUP155	718	2853768_NUP155	0.007884862	0.205117892
RREB1	719	2893562_RREB1	0.007884862	0.205117892
LENG8	720	3841474_LENG8	0.007901433	0.205117892
HIST1H3F	721	2946364_HIST1H3F	0.007905174	0.205117892
RNF213	722	3737338_RNF213	0.00792709	0.205186722
PSMC2	723	3017206_PSMC2	0.007929763	0.205186722
HIST1H3B	724	2946215_HIST1H3B	0.007985354	0.206339779
PRMT1	725	3838809_PRMT1	0.008008339	0.206648276
TSC2	726	3644375_TSC2	0.008030254	0.206813187
VAPA	727	3778601_VAPA	0.008047894	0.206813187
LIMK2	728	3942838_LIMK2	0.008047894	0.206813187
ARL4A	729	2990464_ARL4A	0.008096536	0.20760274
NOC2L	730	2576526_NOC2L	0.008100812	0.20760274
FASTKD2	731	2524743_FASTKD2	0.008170836	0.209110807
HIST1H3A	732	2899090_HIST1H3A	0.008185803	0.20920765
UTP20	733	3428447_UTP20	0.008211995	0.209590723
CDK4	734	3458783_CDK4	0.00826331	0.209918699
PRPF4	735	3185558_PRPF4	0.008265448	0.209918699
HIST1H4L	736	2947081_HIST1H4L	0.008265982	0.209918699
ASCC1	737	3293887_ASCC1	0.008277208	0.209918699
---	738	3743937_---	0.008280949	0.209918699
TMEM39B	739	2328633_TMEM39B	0.008304469	0.210160214
TRAIP	740	2674808_TRAIP	0.008352042	0.210160214
HYLS1	741	3354879_HYLS1	0.00837663	0.210160214
TSEN2	742	2611122_TSEN2	0.00837663	0.210160214
PDE4B	743	2340529_PDE4B	0.008389459	0.210160214
ING5	744	2536757_ING5	0.008395873	0.210160214
YBX1	745	2332664_YBX1	0.008398012	0.210160214
RAD51	746	3590086_RAD51	0.00840496	0.210160214
KCTD11	747	3708508_KCTD11	0.00840496	0.210160214
TUBGCP5	748	3583577_TUBGCP5	0.008409771	0.210160214
MYADM	749	3841076_MYADM	0.008414047	0.210160214
SLC1A5	750	3866276_SLC1A5	0.008449861	0.210505992
TTC27	751	2476411_TTC27	0.008450396	0.210505992
SLC12A6	752	3617312_SLC12A6	0.008477657	0.210703851
GTF3C1	753	3686164_GTF3C1	0.008480864	0.210703851
AP2A2	754	3316447_AP2A2	0.008526833	0.211564987
LOC285908	755	3053827_LOC285908	0.008562112	0.211572739
KIF4A	756	3980560_KIF4A	0.008572269	0.211572739
PTS	757	3349014_PTS	0.008589908	0.211572739
XYLT2	758	3726325_XYLT2	0.008609151	0.211572739
CCDC12	759	2672467_CCDC12	0.008611289	0.211572739
LZTR1	760	3937847_LZTR1	0.008623049	0.211572739
SAE1	761	3837132_SAE1	0.008626256	0.211572739
UTP15	762	2815455_UTP15	0.008628929	0.211572739
DNAJB5	763	3167660_DNAJB5	0.008628929	0.211572739
GTSE1	764	3949055_GTSE1	0.008661535	0.211582361
C20orf59	765	3893086_C20orf59	0.008663673	0.211582361
RAP2B	766	2648378_RAP2B	0.008686124	0.211582361
POMGNT1	767	2410522_POMGNT1	0.00869628	0.211582361
GRN	768	3722917_GRN	0.008702694	0.211582361
FAM36A	769	2389062_FAM36A	0.008711247	0.211582361
AP1GBP1	770	3754677_AP1GBP1	0.008712316	0.211582361
C15orf34	771	3600713_C15orf34	0.008719799	0.211582361
SHMT2	772	3418007_SHMT2	0.008758285	0.212240933
PHYHIP	773	3127385_PHYHIP	0.008801048	0.213001294
LGALS9	774	3715274_LGALS9	0.008850225	0.213832258
RALGPS1	775	3189617_RALGPS1	0.008858242	0.213832258
GOLPH3	776	2852237_GOLPH3	0.008890314	0.214329897
TOMM40	777	3835855_TOMM40	0.008922921	0.214828025
PSMD7	778	3668617_PSMD7	0.008944836	0.214828025
DAZAP1	779	3815834_DAZAP1	0.008973701	0.214828025
ING3	780	3021123_ING3	0.00897477	0.214828025
PH-4	781	2621881_PH-4	0.008976908	0.214828025
ATG3	782	2688759_ATG3	0.008983857	0.214828025
GNG7	783	3845944_GNG7	0.009006307	0.214828025
CDCA5	784	3377423_CDCA5	0.009009515	0.214828025
USP36	785	3772581_USP36	0.009014325	0.214828025
MFNG	786	3960110_MFNG	0.009039983	0.215006337
R3HDM2	787	3458451_R3HDM2	0.009060295	0.215006337
NFKBIB	788	3832760_NFKBIB	0.009064571	0.215006337
PDHB	789	2678367_PDHB	0.009067778	0.215006337
BMPR1A	790	3256074_BMPR1A	0.009121766	0.215802781
PXMP2	791	3439178_PXMP2	0.009124439	0.215802781
ETF1	792	2877465_ETF1	0.009158114	0.216032746
PATL1	793	3374746_PATL1	0.009166667	0.216032746
GLG1	794	3698919_GLG1	0.009168805	0.216032746
BTBD12	795	3677702_BTBD12	0.009194997	0.216377358
CCDC109B	796	2739160_CCDC109B	0.009270366	0.217525
HIPK3	797	3325907_HIPK3	0.009274107	0.217525
MYO19	798	3754227_MYO19	0.009292281	0.217525
HPDL	799	2334314_HPDL	0.009294954	0.217525
FRMD8	800	3335131_FRMD8	0.009301903	0.217525
NTN4	801	3466556_NTN4	0.009348942	0.218117207
HAT1	802	2515369_HAT1	0.009350545	0.218117207
ALG14	803	2424148_ALG14	0.009377806	0.218248447
HIST1H2BE	804	2899194_HIST1H2BE	0.009383686	0.218248447
COQ7	805	3650802_COQ7	0.00939117	0.218248447
CAPRIN2	806	3449368_CAPRIN2	0.009407205	0.218349876
MRPL46	807	3638048_MRPL46	0.009454244	0.218726823
ANKFY1	808	3741997_ANKFY1	0.009457986	0.218726823
ADAT1	809	3699707_ADAT1	0.00945852	0.218726823
PARP10	810	3158011_PARP10	0.009507163	0.219242054
NUP85	811	3734708_NUP85	0.00952694	0.219242054
ZNF774	812	3608095_ZNF774	0.009528009	0.219242054
RG9MTD1	813	2633917_RG9MTD1	0.009542976	0.219242054
ASNS	814	3062576_ASNS	0.009549391	0.219242054
CHAC2	815	2482211_CHAC2	0.009571841	0.219242054
SIN3A	816	3633403_SIN3A	0.009579324	0.219242054
WARS2	817	2430762_WARS2	0.009579859	0.219242054
USP21	818	2363444_USP21	0.009586273	0.219242054
PPIL1	819	2952065_PPIL1	0.009638123	0.22015873
DNAJC9	820	3294280_DNAJC9	0.009659504	0.220378049
HIRIP3	821	3687342_HIRIP3	0.009708681	0.220542169
SLC25A26	822	2628081_SLC25A26	0.009713492	0.220542169
IL8RB	823	2527580_IL8RB	0.00973808	0.220542169
ZDHHC16	824	3259836_ZDHHC16	0.009747167	0.220542169
STAT2	825	3457752_STAT2	0.009758392	0.220542169
AKAP1	826	3728097_AKAP1	0.009763203	0.220542169
GEMIN6	827	2477980_GEMIN6	0.009768014	0.220542169
CCDC137	828	3738110_CCDC137	0.00977229	0.220542169
MED10	829	2847264_MED10	0.009777101	0.220542169
TTC4	830	2337285_TTC4	0.009784584	0.220542169
PLSCR3	831	3743701_PLSCR3	0.009824139	0.221167268
WBSCR22	832	3007894_WBSCR22	0.009836968	0.221189904
TRIM45	833	2430126_TRIM45	0.009860487	0.221414868
NLK	834	3715368_NLK	0.009870644	0.221414868
EIF1AX	835	4002148_EIF1AX	0.009917682	0.222203593
HTATIP	836	3335517_HTATIP	0.009933718	0.222296651
PSMD6	837	2679864_PSMD6	0.01000748	0.223627685
HIRA	838	3952637_HIRA	0.0100171	0.223627685
NIP7	839	3666686_NIP7	0.01003154	0.223682956
GABPB2	840	3623683_GABPB2	0.01005292	0.223892857
ACAT2	841	2934131_ACAT2	0.01007216	0.224054697
SLC43A3	842	3373845_SLC43A3	0.01008659	0.224109264
HIST1H2AE	843	2899223_HIST1H2AE	0.01010637	0.224182464
APBB3	844	2878368_APBB3	0.01011386	0.224182464
ZMYND8	845	3908149_ZMYND8	0.01017319	0.225230769
BAG2	846	2911372_BAG2	0.01031858	0.2278
NOL14	847	2758076_NOL14	0.01032339	0.2278
WTAP	848	2934089_WTAP	0.01034263	0.2278
C1orf55	849	2458649_C1orf55	0.01034317	0.2278
CUL1	850	3030285_CUL1	0.01035012	0.2278
H2AFX	851	3394183_H2AFX	0.0103715	0.227833724
SCRIB	852	3157751_SCRIB	0.01037684	0.227833724
PARVG	853	3948047_PARVG	0.01039609	0.227833724
ASPM	854	2449559_ASPM	0.01040036	0.227833724
BTG1	855	3465409_BTG1	0.01041426	0.227871345
C22orf13	856	3955327_C22orf13	0.01050406	0.229393939
CENPO	857	2473284_CENPO	0.01051368	0.229393939
PRC1	858	3639031_PRC1	0.01052063	0.229393939
RBCK1	859	3873185_RBCK1	0.01054469	0.229650757
FLAD1	860	2360468_FLAD1	0.0105634	0.229790698
TAF1B	861	2469094_TAF1B	0.01058798	0.229849363
MCM9	862	2971692_MCM9	0.01060295	0.229849363
KIAA1737	863	3545311_KIAA1737	0.01060295	0.229849363
ZNF786	864	3078478_ZNF786	0.01066068	0.230578035
SGTA	865	3846011_SGTA	0.01066121	0.230578035
RPIA	866	2492938_RPIA	0.01070932	0.23109447
ZNF397	867	3784468_ZNF397	0.01071306	0.23109447
EEF2	868	3846538_EEF2	0.01072215	0.23109447
ITGB1BP1	869	2539765_ITGB1BP1	0.01075422	0.231505747
RP11-345P4.4	870	4044637_RP11-345P4.4	0.01076598	0.231505747
C11orf58	871	3322048_C11orf58	0.01084563	0.232950631
INOC1	872	3619773_INOC1	0.01088144	0.233424971
GAMT	873	3845175_GAMT	0.01089267	0.233424971
UBE2W	874	3140763_UBE2W	0.01093383	0.234038902
UBIAD1	875	2320210_UBIAD1	0.01095307	0.234109589
E2F2	876	2401448_E2F2	0.01096216	0.234109589
SMPD4	877	2575897_SMPD4	0.01103806	0.235461802
SLC25A33	878	2319340_SLC25A33	0.01105997	0.235660592
CYP20A1	879	2523635_CYP20A1	0.0111022	0.23629124
TMEM97	880	3715489_TMEM97	0.01117116	0.237488636
CCNB1	881	2813414_CCNB1	0.01118399	0.237491487
RAN	882	3438027_RAN	0.01120109	0.237585034
SOCS1	883	3680213_SOCS1	0.01126577	0.2385181
MLF2	884	3442282_MLF2	0.01127058	0.2385181
ZNF490	885	3851514_ZNF490	0.01132617	0.239423729
C20orf74	886	3900091_C20orf74	0.01141383	0.240505618
H2AFV	887	3639479_H2AFV	0.01142613	0.240505618
ARS2	888	3015941_ARS2	0.01142773	0.240505618
CCDC94	889	3817400_CCDC94	0.01142987	0.240505618
ZNF75	890	4023006_ZNF75	0.01144163	0.240505618
TRA2A	891	3041519_TRA2A	0.01151219	0.241717172
UTP11L	892	2330899_UTP11L	0.01156992	0.242656951
CDC5L	893	2908572_CDC5L	0.01159451	0.242900336
RPGR	894	4004878_RPGR	0.0116207	0.243106145
U2AF1	895	3933999_U2AF1	0.01163032	0.243106145
HSDL2	896	3185205_HSDL2	0.01165918	0.2434375
SIAE	897	3396003_SIAE	0.01170195	0.243488889
KIAA0748	898	3456955_KIAA0748	0.01171103	0.243488889
MRPS22	899	2644822_MRPS22	0.0117121	0.243488889
SNX1	900	3597857_SNX1	0.01171371	0.243488889
KIAA0247	901	3542145_KIAA0247	0.01174364	0.243769401
WDR76	902	3591704_WDR76	0.01175326	0.243769401
EIF4E	903	3761829_EIF4E	0.01177678	0.243986711
TRIM56	904	3016098_TRIM56	0.01179602	0.244115044
TMEM128	905	2758658_TMEM128	0.01182382	0.24441989
CLUAP1	906	3645947_CLUAP1	0.01186605	0.245022075
OSGEP	907	3555461_OSGEP	0.01188315	0.245104741
TBC1D2B	908	3634458_TBC1D2B	0.01191362	0.245280528
BAP1	909	2676092_BAP1	0.0119179	0.245280528
PRR6	910	3747199_PRR6	0.01199166	0.246432492
KLHDC1	911	3534886_KLHDC1	0.01200021	0.246432492
CCNG1	912	2838598_CCNG1	0.01205153	0.247141292
SAAL1	913	3365249_SAAL1	0.01206115	0.247141292
RMND5B	914	2843579_RMND5B	0.01208467	0.247352298
NFYC	915	2332013_NFYC	0.0121114	0.247478166
ZBTB7B	916	2360506_ZBTB7B	0.01211728	0.247478166
NOL10	917	2540210_NOL10	0.01216431	0.247962963
TAP1	918	2950214_TAP1	0.01216752	0.247962963
CELP	919	3192725_CELP	0.01222739	0.248911861
FUSIP1	920	4044406_FUSIP1	0.012291	0.249567568
UTP18	921	3726992_UTP18	0.01229634	0.249567568
RRP1	922	3923312_RRP1	0.01230329	0.249567568
CYP27B1	923	3458819_CYP27B1	0.012322	0.249567568
CCNE2	924	3145107_CCNE2	0.01233911	0.249567568
ZMYM3	925	4011889_ZMYM3	0.01233964	0.249567568
UBE2L6	926	3373962_UBE2L6	0.01236209	0.24975162
BYSL	927	2906990_BYSL	0.01238347	0.2499137
CACYBP	928	2368198_CACYBP	0.01243372	0.250657328
