Probe Set ID	Unigene(Avadis)	Gene Title	Gene Symbol	Fold change	p-value
1555139_a_at	Hs.98322	zinc finger, A20 domain containing 1	ZA20D1	2.7581398	0.003843522
204924_at	Hs.519033	toll-like receptor 2	TLR2	2.7579178	0.048905106
202563_at	Hs.15106	chromosome 14 open reading frame 1	C14orf1	2.75267	0.047869213
216690_at	Hs.466053	olfactory receptor, family 7, subfamily C, member 1	OR7C1	2.7367892	0.012183771
242508_at	Hs.439631	Similar to K06A9.1b.p	KIAA2018	2.733378	0.010044418
237664_at	Hs.114062	Protein tyrosine phosphatase-like (proline instead of catalytic arginine), member a	PTPLA	2.7272017	0.03493601
221557_s_at	Hs.125132	lymphoid enhancer-binding factor 1	LEF1	2.703587	0.04868193
1553990_at	Hs.530864	hypothetical protein MGC21830	MGC21830	2.7003245	0.019582577
205552_s_at	Hs.524760	2,5-oligoadenylate synthetase 1, 40/46kDa	OAS1	2.6978812	0.027388956
229357_at	Hs.58324	A disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 5 (aggrecanase-2)	ADAMTS5	2.694187	0.024439111
234043_at	Hs.162996	Dymeclin	FLJ20071	2.6907434	0.03931359
210067_at	Hs.315369	aquaporin 4	AQP4	2.6824853	0.015659219
202071_at	Hs.252189	syndecan 4 (amphiglycan, ryudocan)	SDC4	2.676863	0.039147824
219199_at	Hs.519313	ALL1 fused gene from 5q31	AF5Q31	2.6749053	0.01618126
225013_at	Hs.523221	leucine zipper, putative tumor suppressor 2	LZTS2	2.6703324	0.02080634
235163_at	Hs.86912	MOB1, Mps One Binder kinase activator-like 2A (yeast)	MOBKL2A	2.6702342	0.031275593
207422_at	Hs.177984	a disintegrin and metalloproteinase domain 20	ADAM20	2.6687462	0.000387211
239183_at	Hs.546326	angiopoietin-like 1	ANGPTL1	2.6673646	0.032350644
239971_at	Hs.460095	Chromosome 16 open reading frame 45	C16orf45	2.6618187	0.032098044
224534_at	Hs.229335	kringle containing transmembrane protein 1 /// kringle containing transmembrane protein 1	KREMEN1	2.6606793	0.03400834
214568_at	Hs.241387	tryptase delta 1	TPSD1	2.6490862	0.003715076
216989_at	Hs.121494	sperm adhesion molecule 1 (PH-20 hyaluronidase, zona pellucida binding)	SPAM1	2.6479464	0.019833809
1564259_at	Hs.524085	Ubiquitin specific protease 2	USP2	2.6458051	0.031031715
206665_s_at	Hs.516966	BCL2-like 1	BCL2L1	2.6430352	0.013917288
203586_s_at	Hs.183153	ADP-ribosylation factor 4-like	ARF4L	2.6301036	0.039728094
1555516_at	Hs.282787	forkhead box P2	FOXP2	2.6183476	0.01540361
205438_at	Hs.437040	protein tyrosine phosphatase, non-receptor type 21	PTPN21	2.617336	0.037979376
224836_at	Hs.516994	tumor protein p53 inducible nuclear protein 2	TP53INP2	2.6097026	0.026716981
244356_at	Hs.61812	Protein tyrosine phosphatase, non-receptor type 12	PTPN12	2.6067443	0.032569952
231647_s_at	Hs.415950	immunoglobulin superfamily receptor translocation associated 2	IRTA2	2.6026514	0.044408616
1553376_a_at	Hs.496400	hypothetical protein FLJ32940	DKFZp686H1423	2.598898	0.042976595
211306_s_at	Hs.193122	Fc fragment of IgA, receptor for	FCAR	2.5857806	0.013115977
243775_at	Hs.477134	DKFZP434F2021 protein	DKFZP434F2021	2.5833015	0.040164564
1564945_at	Hs.404167	T-box 20	TBX20	2.576548	0.046351306
227123_at	Hs.123072	RAB3B, member RAS oncogene family	RAB3B	2.575436	0.021312078
1563772_a_at	Hs.436367	laminin, alpha 3	LAMA3	2.5697062	0.039641287
206295_at	Hs.83077	interleukin 18 (interferon-gamma-inducing factor)	IL18	2.5562413	0.040516727
210472_at	Hs.433391	metallothionein 1G	MT1G	2.5559943	0.011910422
236811_at	Hs.350507	DMRT-like family C2	DMRTC2	2.5505965	0.007207091
209742_s_at	Hs.75535	myosin, light polypeptide 2, regulatory, cardiac, slow	MYL2	2.5447102	0.00854612
207249_s_at	Hs.367833	solute carrier family 28 (sodium-coupled nucleoside transporter), member 2	SLC28A2	2.5433698	0.021708852
201564_s_at	Hs.118400	fascin homolog 1, actin-bundling protein (Strongylocentrotus purpuratus)	FSCN1	2.5419605	0.007792303
207913_at	Hs.363140	cytochrome P450, family 2, subfamily F, polypeptide 1	CYP2F1	2.5400207	0.007926754
204994_at	Hs.926	myxovirus (influenza virus) resistance 2 (mouse)	MX2	2.5381098	0.03599485
216759_at	Hs.272805	HRAS-like suppressor 2	HRASLS2	2.528778	0.03425792
237892_at	Hs.525566	KIAA0500 protein	KIAA0500	2.5179799	0.03566458
1555335_at	Hs.113157	integrin, alpha 9	ITGA9	2.5100136	0.044876985
226057_at	Hs.477278	KIAA1204 protein	CDGAP	2.506933	0.03444761
1556325_at	Hs.526972	filamin A interacting protein 1	FILIP1	2.503234	0.007923777
206301_at	Hs.479670	tec protein tyrosine kinase	TEC	2.5019	0.04249478
238889_at	Hs.138207	hypothetical protein FLJ21839	FLJ21839	2.4970982	0.023753162
231907_at	Hs.159472	V-abl Abelson murine leukemia viral oncogene homolog 2 (arg, Abelson-related gene)	ABL2	2.4951875	0.038223535
1557078_at	Hs.546510	hypothetical protein MGC19764	MGC19764	2.4923062	0.038495928
223449_at	Hs.156967	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A	SEMA6A	2.4889941	0.014821159
215808_at	Hs.275464	Kallikrein 10	KLK10	2.4836905	0.017438399
241969_at	Hs.535297	AT rich interactive domain 5B (MRF1-like)	ARID5B	2.4821088	0.022054832
225076_s_at	Hs.371794	KIAA1404 protein	KIAA1404	2.4776638	0.013088134
44702_at	Hs.528701	hypothetical protein FLJ13511	7h3	2.4767869	0.013899458
1561676_at	Hs.148105	Prickle-like 2 (Drosophila)	PRICKLE2	2.4763706	0.021882392
1558869_at	Hs.509083	A kinase (PRKA) anchor protein 6	AKAP6	2.471235	0.042430226
1557004_at	Hs.157102	hypothetical protein LOC285389	LOC285389	2.4647517	0.049809128
1570284_x_at	Hs.501735	Stromal interaction molecule 1	STIM1	2.458563	0.026132146
210827_s_at	Hs.67928	E74-like factor 3 (ets domain transcription factor, epithelial-specific )	ELF3	2.4580429	0.020650052
220168_at	Hs.407771	cancer susceptibility candidate 1	CASC1	2.456061	0.04610286
210548_at	Hs.169191	chemokine (C-C motif) ligand 23	CCL23	2.4494221	0.003194134
1553025_at	Hs.318894	G protein-coupled receptor 126	GPR126	2.447501	0.003788484
222549_at	Hs.439060	claudin 1	CLDN1	2.4461868	0.033738405
232858_at	Hs.87464	Sex comb on midleg homolog 1 (Drosophila)	SCMH1	2.4415581	0.010761143
231050_at	Hs.410316	H-rev107-like protein 5	HRLP5	2.440108	0.039412845
221422_s_at	Hs.21379	chromosome 9 open reading frame 45 /// chromosome 9 open reading frame 45	C9orf45	2.4400635	0.011882996
1563800_at	Hs.534219	hypothetical protein LOC283140	LOC283140	2.4349601	0.023774918
1556895_a_at	Hs.84753	Hypothetical protein FLJ12442	FLJ12442	2.4272237	0.016509566
207275_s_at	Hs.406678	acyl-CoA synthetase long-chain family member 1	ACSL1	2.4250042	0.021622932
1554919_s_at	Hs.521012	hypothetical protein FLJ21062	FLJ21062	2.4242027	0.006216839
209457_at	Hs.2128	dual specificity phosphatase 5	DUSP5	2.4234073	0.023127677
220764_at	Hs.431092	protein phosphatase 4, regulatory subunit 2	PPP4R2	2.4216318	0.034776706
209941_at	Hs.519842	receptor (TNFRSF)-interacting serine-threonine kinase 1	RIPK1	2.410605	0.043478362
239492_at	Hs.517541	SEC14-like 4 (S. cerevisiae)	SEC14L4	2.4077194	0.013593903
238340_at	Hs.492236	WD repeat domain 42A	WDR42A	2.4071217	0.003845197
215886_x_at	Hs.42400	ubiquitin specific protease 12	USP12	2.4024184	0.034596913
211924_s_at	Hs.466871	plasminogen activator, urokinase receptor /// plasminogen activator, urokinase receptor	PLAUR	2.3986325	0.005994378
214597_at	Hs.514451	somatostatin receptor 2	SSTR2	2.3964639	0.012594096
202112_at	Hs.440848	von Willebrand factor	VWF	2.3926225	0.004141531
219852_s_at	Hs.461945	hypothetical protein FLJ13941	FLJ13941	2.3761203	0.030063108
218824_at	Hs.8395	hypothetical protein FLJ10781	FLJ10781	2.3734555	0.031929057
208282_x_at	Hs.70936	deleted in azoospermia 1 /// deleted in azoospermia 3 /// deleted in azoospermia 2 /// deleted in azoospermia 4	DAZ1 /// DAZ3 /// DAZ2 /// DAZ4	2.3725307	0.02617127
200706_s_at	Hs.459940	lipopolysaccharide-induced TNF factor	LITAF	2.3660408	0.05988003
221062_at	Hs.48384	heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1	HS3ST3B1	2.36326	0.048198912
223770_x_at	Hs.439370	hypothetical protein MGC3207	MGC3207	2.3629808	0.01716248
232073_at	Hs.506216	Protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 2	PPFIA2	2.3582003	0.011592022
221835_at	Hs.32374	deltex 3 homolog (Drosophila)	DTX3	2.354378	0.02567582
224016_at	Hs.397465	homeodomain interacting protein kinase 2	HIPK2	2.350753	0.001083626
1552736_a_at	Hs.465407	neuropilin (NRP) and tolloid (TLL)-like 1	NETO1	2.3479538	0.013603528
226534_at	Hs.1048	KIT ligand	KITLG	2.3478436	0.00977971
1552456_a_at	Hs.511802	methyl-CpG binding domain protein 3-like 2	MBD3L2	2.343613	0.018688995
231515_at	Hs.465475	ATPase, Class II, type 9B	ATP9B	2.3424513	0.004772491
236808_at	Hs.406184	FGFR1 oncogene partner 2	FGFR1OP2	2.3423162	0.033651166
1569468_at	Hs.546677	similar to zinc finger protein 595	LOC441002	2.3420277	0.019634793
236755_at	Hs.477003	Hypothetical protein FLJ11046	FLJ11046	2.3377519	0.02550907
215554_at	Hs.512001	glycosylphosphatidylinositol specific phospholipase D1	GPLD1	2.3353105	0.024098434
233259_at	Hs.134807	Hypothetical protein FLJ12057	FLJ12057	2.3326766	0.020210484
207230_at	Hs.530804	cell adhesion molecule-related/down-regulated by oncogenes	CDON	2.3305297	0.03430651
1558378_a_at		hypothetical protein LOC283639	LOC283639	2.3295949	0.034182467
1561419_at	Hs.407909	SH3-domain binding protein 1	SH3BP1	2.3197322	0.031233959
231568_at	Hs.522775	hypothetical protein LOC255313	LOC255313	2.3193638	0.039186478
242144_at	Hs.418198	PAP associated domain containing 4	PAPD4	2.3191237	0.049915314
217387_at	Hs.496593	calpain 6	CAPN6	2.315511	0.006933149
223298_s_at	Hs.487933	5-nucleotidase, cytosolic III	NT5C3	2.312823	0.015074343
235899_at	Hs.127189	carbonic anhydrase XIII	CA13	2.3118958	0.009456029
207489_at	Hs.287515	hypothetical protein FLJ12331	FLJ12331	2.3056397	0.04711424
238225_at	Hs.406790	Hypothetical protein LOC285628	LOC285628	2.3052418	0.025269939
240111_at	Hs.445030	Rho-related BTB domain containing 3	RHOBTB3	2.3036299	0.015703961
1554800_at	Hs.354906	RAB39, member RAS oncogene family	RAB39	2.298567	0.007680935
231617_at	Hs.124502	hypothetical protein MGC35206	MGC35206	2.2930875	0.03753215
207862_at	Hs.379613	uroplakin 2	UPK2	2.290935	0.018245468
242773_at	Hs.1964	solute carrier family 5 (sodium/glucose cotransporter), member 1	SLC5A1	2.2907343	0.040177986
241971_at	Hs.187284	Pappalysin 2	PAPPA2	2.2889116	0.02179158
1561155_at	Hs.425633	Creatine kinase, mitochondrial 1 (ubiquitous)	CKMT1	2.288861	0.037875034
207910_at	Hs.202686	secretoglobin, family 1D, member 1	SCGB1D1	2.2875533	0.02243425
214621_at	Hs.82614	glycogen synthase 2 (liver)	GYS2	2.2855127	0.002381904
230082_at	Hs.475319	Leucine rich repeat (in FLII) interacting protein 2	LRRFIP2	2.27686	0.021784723
233888_s_at	Hs.450763	SLIT-ROBO Rho GTPase activating protein 1	SRGAP1	2.274835	0.019298177
215204_at	Hs.485784	SUMO1/sentrin specific protease 6	SENP6	2.2699301	0.003246685
211842_s_at	Hs.173092	solute carrier family 24 (sodium/potassium/calcium exchanger), member 1	SLC24A1	2.2674747	0.03456365
243983_at	Hs.170422	MCF.2 cell line derived transforming sequence-like	MCF2L	2.2671852	0.000800295
217026_at	Hs.489786	cystic fibrosis transmembrane conductance regulator, ATP-binding cassette (sub-family C, member 7)	CFTR	2.261242	0.023336895
203045_at	Hs.494457	ninjurin 1	NINJ1	2.2606013	0.00946142
212942_s_at	Hs.459088	KIAA1199	KIAA1199	2.2571194	0.023756793
202390_s_at	Hs.518450	huntingtin (Huntington disease)	HD	2.2553506	0.02550547
241958_at	Hs.232416	Homeo box B3	HOXB3	2.2532988	0.008687069
204660_at	Hs.27184	growth factor, augmenter of liver regeneration (ERV1 homolog, S. cerevisiae)	GFER	2.246032	0.040559273
239404_at	Hs.472737	Topoisomerase (DNA) I	TOP1	2.2445583	0.011387453
210095_s_at	Hs.450230	insulin-like growth factor binding protein 3	IGFBP3	2.243568	0.039090473
227794_at	Hs.38085	similar to RIKEN cDNA 0610008P16 gene	MGC15937	2.2420046	0.01300603
219685_at	Hs.45140	transmembrane protein 35	TMEM35	2.2408643	0.00663364
231261_at	Hs.324335	chromosome 19 open reading frame 15	C19orf15	2.2399585	0.010655326
1566647_s_at	Hs.434124	hypothetical protein LOC149086	LOC149086	2.2385032	0.038550615
222863_at	Hs.205742	zinc finger and BTB domain containing 10	ZBTB10	2.2335553	0.024441203
234149_at	Hs.160211	Thyroid hormone receptor associated protein 3	THRAP3	2.2277994	0.036398873
235312_s_at	Hs.268788	nebulin-related anchoring protein	NRAP	2.2273948	0.040319912
207138_at	Hs.211441	PHD finger protein 2	PHF2	2.2241938	0.002132162
217396_at	Hs.231850	Tubby homolog (mouse)	TUB	2.221902	0.037561886
1562682_at	Hs.512943	hypothetical protein LOC283666	LOC283666	2.2211113	0.04690796
208348_s_at	Hs.430589	Cas-Br-M (murine) ecotropic retroviral transforming sequence b	CBLB	2.217363	0.004274928
221236_s_at	Hs.201058	stathmin-like 4 /// stathmin-like 4	STMN4	2.2156494	0.041050255
211544_s_at	Hs.767	growth hormone releasing hormone receptor	GHRHR	2.2155387	0.048704576
209220_at	Hs.435036	glypican 3	GPC3	2.2098746	0.021911563
206643_at	Hs.190783	histidine ammonia-lyase	HAL	2.2052374	0.039916575
205971_s_at	Hs.74502	chymotrypsinogen B1	CTRB1	2.203618	0.030010622
205746_s_at	Hs.404914	a disintegrin and metalloproteinase domain 17 (tumor necrosis factor, alpha, converting enzyme)	ADAM17	2.2005696	0.00986265
244150_at	Hs.211602	SMC1 structural maintenance of chromosomes 1-like 1 (yeast)	SMC1L1	2.2005095	0.003102431
237938_at	Hs.488293	Epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)	EGFR	2.1973596	0.014758584
205205_at	Hs.307905	v-rel reticuloendotheliosis viral oncogene homolog B, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3 (avian)	RELB	2.194606	0.04020164
1561504_s_at	Hs.127830	Hypothetical protein LOC340156	LOC340156	2.1915188	0.013052755
205554_s_at	Hs.476453	deoxyribonuclease I-like 3	DNASE1L3	2.191185	0.027015487
244820_at	Hs.134473	Zinc and ring finger 3	ZNRF3	2.1889546	0.035360068
211434_s_at	Hs.458436	chemokine (C-C motif) receptor-like 2	CCRL2	2.1881232	0.0222469
1553992_s_at	Hs.437549	neighbor of BRCA1 gene 2	NBR2	2.1821516	0.048915286
226103_at	Hs.22370	nexilin (F actin binding protein)	NEXN	2.1771328	0.00126626
214503_x_at	Hs.512691	G protein-coupled receptor 135	GPR135	2.1766992	0.04591277
222139_at	Hs.147710	KIAA1466 gene	KIAA1466	2.1751568	0.03821712
244209_at		hypothetical protein LOC282992	LOC282992	2.172886	0.01636429
203986_at	Hs.109590	genethonin 1	GENX-3414	2.1699202	0.044939063
212445_s_at	Hs.185677	neural precursor cell expressed, developmentally down-regulated 4-like	NEDD4L	2.1673715	0.017434208
234536_at	Hs.198003	sarcosine dehydrogenase	SARDH	2.1665733	0.031144692
211350_s_at	Hs.225962	chromosome 6 open reading frame 54	C6orf54	2.1652966	0.013966676
227561_at	Hs.275757	Discoidin domain receptor family, member 2	DDR2	2.1608045	0.026918616
205193_at	Hs.517617	v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)	MAFF	2.157447	0.030847449
207107_at	Hs.2133	retinal pigment epithelium-specific protein 65kDa	RPE65	2.1548898	0.00436324
1554916_a_at	Hs.546319	jerky homolog (mouse)	JRK	2.1532528	0.01269533
209924_at	Hs.143961	chemokine (C-C motif) ligand 18 (pulmonary and activation-regulated)	CCL18	2.1481068	0.042541664
200670_at	Hs.437638	X-box binding protein 1	XBP1	2.1458318	0.041271992
208368_s_at	Hs.34012	breast cancer 2, early onset	BRCA2	2.14575	0.044970606
208468_at	Hs.187577	SRY (sex determining region Y)-box 21	SOX21	2.1454484	0.02413492
1553409_at	Hs.287554	a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 20	ADAMTS20	2.1415088	0.039404154
1553919_at	Hs.380224	chromosome 9 open reading frame 62	C9orf62	2.1377544	0.03813812
232170_at	Hs.442337	S100 calcium binding protein A7-like 1	S100A7L1	2.137613	0.048944596
233165_at	Hs.102929	NCK interacting protein with SH3 domain	NCKIPSD	2.1304295	0.003969028
1554354_at	Hs.10056	cytosolic sialic acid 9-O-acetylesterase homolog	CSE-C	2.1303442	0.016612325
214721_x_at	Hs.3903	CDC42 effector protein (Rho GTPase binding) 4	CDC42EP4	2.1237934	0.008341849
1553254_at	Hs.356869	melanoma antigen family E, 2	MAGEE2	2.1198242	0.048767254
1552372_at	Hs.533190	hypothetical protein LOC132321	LOC132321	2.1182554	0.03973564
202716_at	Hs.417549	protein tyrosine phosphatase, non-receptor type 1	PTPN1	2.1141274	0.023970954
209878_s_at	Hs.502875	v-rel reticuloendotheliosis viral oncogene homolog A, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3, p65 (avian)	RELA	2.1094933	0.002800236
220561_at	Hs.272259	insulin-like growth factor 2 antisense	IGF2AS	2.1044464	0.04403306
242690_at	Hs.88252	ATPase, Class VI, type 11C	ATP11C	2.1002045	0.0358542
210285_x_at	Hs.446091	Wilms tumor 1 associated protein	WTAP	2.0995476	0.02726523
206008_at	Hs.508950	transglutaminase 1 (K polypeptide epidermal type I, protein-glutamine-gamma-glutamyltransferase)	TGM1	2.0983953	0.047982853
204420_at	Hs.283565	FOS-like antigen 1	FOSL1	2.096439	0.003417269
214942_at	Hs.535224	KIAA0117 protein	KIAA0117	2.0958982	0.03653534
1560874_at		hypothetical gene supported by AK057608	LOC440074	2.0950603	0.044101045
218627_at	Hs.525634	hypothetical protein FLJ11259	FLJ11259	2.0882635	0.02209404
235248_at	Hs.116233	BTB (POZ) domain containing 9	BTBD9	2.0867279	0.03592927
244739_at	Hs.263671	Radixin	RDX	2.0862513	0.037080687
230935_at	Hs.98661	Hypothetical LOC401022	LOC401022	2.0851195	0.030454308
241949_at	Hs.122038	chromosome 14 open reading frame 42	C14orf42	2.0849566	0.010048479
1565703_at	Hs.75862	SMAD, mothers against DPP homolog 4 (Drosophila)	SMAD4	2.0747418	0.010197354
1559005_s_at	Hs.435381	chromosome 9 open reading frame 39	C9orf39	2.0668335	0.006036351
228814_at	Hs.188553	retinoblastoma binding protein 6	RBBP6	2.0659647	0.000671644
236372_at	Hs.503584	Pannexin 1	PANX1	2.0611117	0.019828921
239099_at	Hs.437256	glutamate receptor, ionotropic, N-methyl D-aspartate-like 1A	GRINL1A	2.0594223	0.002668034
234345_at	Hs.531926	Hypothetical protein MGC45491	MGC45491	2.0537267	0.029557101
234035_at	Hs.465808	Heterogeneous nuclear ribonucleoprotein M	HNRPM	2.0535831	0.049240563
229056_at	Hs.514050	Hypothetical protein BC004507	LOC90313	2.050627	0.046953406
207442_at	Hs.2233	colony stimulating factor 3 (granulocyte)	CSF3	2.0501637	0.024726218
243676_at	Hs.353013	Chromosome 20 open reading frame 11	C20orf11	2.040452	0.04203113
207667_s_at	Hs.514012	mitogen-activated protein kinase kinase 3	MAP2K3	2.0384505	0.022464117
1552477_a_at	Hs.355827	interferon regulatory factor 6	IRF6	2.035631	0.001659115
204909_at	Hs.408461	DEAD (Asp-Glu-Ala-Asp) box polypeptide 6	DDX6	2.0300384	0.020988394
223800_s_at	Hs.469633	LIM and senescent cell antigen-like domains 3	LIMS3	2.0225518	0.014667137
1569882_at	Hs.535723	BC048124	LOC348808	2.0224605	0.030073462
206418_at	Hs.546362	NADPH oxidase 1	NOX1	2.0222783	0.002920568
225353_s_at	Hs.467753	complement component 1, q subcomponent, gamma polypeptide	C1QG	2.020864	0.009183097
215105_at		hypothetical gene CG030	CG030	2.0198991	0.002848521
1561290_at	Hs.434597	hypothetical protein LOC339622	LOC339622	2.0152917	0.009035325
240268_at	Hs.127100	hypothetical gene supported by BC037858	LOC440117	2.0099635	0.008713655
219677_at	Hs.8261	SPRY domain-containing SOCS box protein SSB-1	SSB1	2.009807	0.042576734
220970_s_at	Hs.406714	keratin associated protein 2-4 /// keratin associated protein 2-4	KRTAP2-4	2.0027933	0.028437173
233362_at	Hs.516989	zinc finger protein 341	ZNF341	-2.0026464	0.013995131
224042_at	Hs.474388	ureidopropionase, beta	UPB1	-2.0031092	0.032116313
202344_at	Hs.530227	heat shock transcription factor 1	HSF1	-2.0061817	0.040379092
1555888_at	Hs.492445	E3 identified by differential display	EDD	-2.006362	0.013789292
217512_at	Hs.77741	Kininogen 1	KNG1	-2.0072083	0.010582771
223081_at	Hs.534483	hypothetical protein MGC2941	MGC2941	-2.007804	0.031097637
200028_s_at	Hs.469331	START domain containing 7 /// START domain containing 7	STARD7	-2.007957	0.04652294
204752_x_at	Hs.409412	poly (ADP-ribose) polymerase family, member 2	PARP2	-2.009272	0.002914313
221591_s_at	Hs.404323	hypothetical protein FLJ10156	FLJ10156	-2.009639	0.016530368
1552677_a_at	Hs.189585	chromosome 21 open reading frame 106	C21orf106	-2.011307	0.035179287
223565_at	Hs.409563	proapoptotic caspase adaptor protein	PACAP	-2.0125499	0.019030739
216503_s_at	Hs.30385	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10	MLLT10	-2.0134058	0.04850578
218905_at	Hs.521693	hypothetical protein FLJ20530	FLJ20530	-2.0140939	0.047738772
221229_s_at	Hs.468026	hypothetical protein FLJ20628 /// hypothetical protein FLJ20628	FLJ20628	-2.0156667	0.02379076
1553286_at	Hs.47712	zinc finger protein 555	ZNF555	-2.0209284	0.034263007
1561501_s_at	Hs.513807	Hypothetical protein LOC348180	LOC348180	-2.025254	0.04572717
233269_at	Hs.517400	Peroxisome biogenesis factor 26	PEX26	-2.0270875	0.013853516
221804_s_at	Hs.434241	family with sequence similarity 45, member B /// family with sequence similarity 45, member A	FAM45B /// FAM45A	-2.0271816	0.034995753
223671_x_at	Hs.440776	CGI-30 protein	CGI-30	-2.0275953	0.017588453
219167_at	Hs.27018	RAS-like, family 12	RASL12	-2.0287771	0.001208821
213174_at	Hs.79170	tetratricopeptide repeat domain 9	TTC9	-2.0296385	0.047124635
218259_at	Hs.49143	MKL/myocardin-like 2	MKL2	-2.030879	0.033393897
219100_at	Hs.134491	oligonucleotide/oligosaccharide-binding fold containing 1	OBFC1	-2.0335226	0.04165523
225904_at	Hs.445132	LOC126731	LOC126731	-2.039181	0.036337323
1553442_a_at	Hs.461389	contactin associated protein-like 4	CNTNAP4	-2.0418813	0.02557088
218025_s_at	Hs.15250	peroxisomal D3,D2-enoyl-CoA isomerase	PECI	-2.042184	0.031306412
225593_at	Hs.3496	LSM10, U7 small nuclear RNA associated	LSM10	-2.051872	0.04248839
201554_x_at	Hs.477892	glycogenin	GYG	-2.0530577	0.042873293
222173_s_at	Hs.371016	TBC1 domain family, member 2	TBC1D2	-2.0533347	0.011452735
204868_at	Hs.407955	immature colon carcinoma transcript 1	ICT1	-2.0533583	0.026959376
224452_s_at	Hs.7980	hypothetical protein MGC12966 /// hypothetical protein MGC12966	MGC12966	-2.0541615	0.044218663
223114_at	Hs.17250	hypothetical protein MGC4767	MGC4767	-2.0550215	0.031019557
206713_at	Hs.211236	netrin G1	NTNG1	-2.055579	0.030359205
1555201_a_at	Hs.486835	chromosome 6 open reading frame 96	C6orf96	-2.0596054	0.009910202
226616_s_at	Hs.473937	NADH dehydrogenase (ubiquinone) flavoprotein 3, 10kDa	NDUFV3	-2.0603979	0.02485542
235037_at	Hs.518467	transmembrane protein 41A	TMEM41A	-2.0615158	0.024206806
211873_s_at		protocadherin gamma subfamily A, 9	PCDHGA9	-2.0616758	0.04674545
214749_s_at	Hs.83530	armadillo repeat containing, X-linked 6	ARMCX6	-2.063422	0.023743656
218866_s_at	Hs.437186	polymerase (RNA) III (DNA directed) polypeptide K, 12.3 kDa	POLR3K	-2.0659492	0.032520913
216885_s_at	Hs.492236	WD repeat domain 42A	WDR42A	-2.0666754	0.028738908
202170_s_at	Hs.524009	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	AASDHPPT	-2.0667064	0.039702304
211412_at	Hs.522969	peptidyl arginine deiminase, type IV	PADI4	-2.068067	0.013540845
204735_at	Hs.89901	phosphodiesterase 4A, cAMP-specific (phosphodiesterase E2 dunce homolog, Drosophila)	PDE4A	-2.0681133	0.041570015
235064_s_at	Hs.529340	hypothetical protein FLJ25067	FLJ25067	-2.068974	0.024395514
231901_at	Hs.164026	hypothetical protein BC011833	LOC90580	-2.0690064	0.042329464
1554493_s_at	Hs.369592	thyroid adenoma associated	THADA	-2.0725858	0.03805215
225841_at	Hs.7962	hypothetical protein FLJ30525	FLJ30525	-2.0779843	0.04424925
36566_at	Hs.187667	cystinosis, nephropathic	CTNS	-2.078765	0.023609787
230266_at	Hs.534612	RAB7B, member RAS oncogene family	RAB7B	-2.0802395	0.02801707
221227_x_at	Hs.299208	coenzyme Q3 homolog, methyltransferase (yeast) /// coenzyme Q3 homolog, methyltransferase (yeast)	COQ3	-2.0813277	0.045487825
205107_s_at	Hs.449913	ephrin-A4	EFNA4	-2.0823183	0.012789174
233730_at	Hs.211700	KIAA1411	KIAA1411	-2.0844595	0.043102972
220162_s_at	Hs.528581	caspase recruitment domain family, member 9	CARD9	-2.0846615	0.031008892
218890_x_at	Hs.433439	mitochondrial ribosomal protein L35	MRPL35	-2.0846958	0.036052223
214348_at	Hs.88372	tachykinin receptor 2	TACR2	-2.085328	0.023723252
212239_at	Hs.132225	phosphoinositide-3-kinase, regulatory subunit 1 (p85 alpha)	PIK3R1	-2.0860116	0.047101863
229632_s_at	Hs.512627	hypothetical protein FLJ10569	FLJ10569	-2.0862541	0.011103914
225637_at	Hs.62771	hypothetical protein FLJ20186	FLJ20186	-2.0863407	0.039172612
1562568_at	Hs.461183	hypothetical gene supported by AK096066	LOC400541	-2.0887415	0.011721361
225434_at	Hs.515432	death effector domain containing 2	DEDD2	-2.089162	0.032381315
213045_at	Hs.466184	microtubule associated serine/threonine kinase 3	MAST3	-2.089603	0.031948987
1554206_at	Hs.133321	trimethyllysine hydroxylase, epsilon	TMLHE	-2.0910988	0.045271523
204458_at	Hs.513685	lysophospholipase 3 (lysosomal phospholipase A2)	LYPLA3	-2.0922892	0.02938757
201570_at	Hs.505824	CGI-51 protein	CGI-51	-2.0923274	0.03868999
225244_at	Hs.325081	SVAP1 protein	IMAGE3451454	-2.0931048	0.04526885
212689_s_at	Hs.531819	jumonji domain containing 1A	JMJD1A	-2.0996327	0.034326933
228041_at	Hs.104347	2-aminoadipic 6-semialdehyde dehydrogenase	AASDH	-2.1020226	0.03025255
218807_at	Hs.267659	vav 3 oncogene	VAV3	-2.1026638	0.029775064
