Probeset	Symbol	Refseq	mean frozen	mean fresh	FC	pvalue	diff
4920092	SLC2A3	NM_006931	1367.13	1817.87	-1.33	0.0014	450.75
5690673	RBMX	NM_002139	484.51	645.18	-1.33	0	160.67
7050291	NA	NA	6698.89	8937.3	-1.33	0	2238.42
580072	GRN	NM_001012479	958.46	1265.98	-1.32	4.00E-04	307.52
580241	CD53	NM_000560	566.65	745.61	-1.32	0	178.97
1430743	CYC1	NM_001916	452.47	595.42	-1.32	0	142.95
2940035	GPX1	NM_000581	2668.53	3520.44	-1.32	1.00E-04	851.92
3370736	PSMG2	NM_020232	837.09	1101.4	-1.32	0	264.31
3520072	P4HB	NM_000918	512.42	674.01	-1.32	0	161.59
4640528	TRAF3IP3	NM_025228	469.03	618.93	-1.32	1.00E-04	149.9
4730156	RAB24	NM_001031677	731.44	967.37	-1.32	0	235.93
5290523	RPS27	NM_001030	11742.24	15497.89	-1.32	0	3755.65
5310059	MZF1	NM_003422	339.69	449.78	-1.32	0	110.09
5900156	TUBA1B	NM_006082	3057.56	4042.67	-1.32	0	985.1
6020768	LCP2	NM_005565	959.27	1262.5	-1.32	0	303.23
6520743	VKORC1	NM_024006	623.43	824.48	-1.32	0	201.05
7000343	RBPJ	NM_005349	974.47	1288.09	-1.32	0	313.62
650019	PGD	NM_002631	397.23	519.87	-1.31	1.00E-04	122.63
1170390	STOM	NM_004099	891.35	1168.92	-1.31	1.00E-04	277.57
2070634	CERK	NM_182661	430.77	563.64	-1.31	0	132.88
2680653	ENO1	NM_001428	2073.47	2719.52	-1.31	0	646.05
2760639	POLR2A	NM_000937	1608.46	2113.5	-1.31	0	505.04
3850025	TAF1C	NM_005679	502.8	656.99	-1.31	0	154.19
4180142	EIF3EIP	NM_016091	1942.9	2542.04	-1.31	0	599.14
4250328	MGAT1	NM_002406	975.58	1280.01	-1.31	0	304.43
5290634	DPEP2	NM_022355	403.51	530.44	-1.31	0	126.92
5570750	UNC84B	NM_015374	494.85	646.74	-1.31	0	151.89
6220019	LOC124446	NM_001083613	348.26	456.12	-1.31	0	107.85
7200673	PSME4	NM_014614	388.36	508.21	-1.31	0	119.85
7380671	TBCB	NM_001281	616.64	806.38	-1.31	0	189.74
7550402	ITGAL	NM_002209	568.49	742.63	-1.31	0	174.13
360056	NRD1	NM_001101662	377	489.76	-1.3	0	112.75
610291	WARS	NM_004184	422.13	546.79	-1.3	0.0011	124.67
1470019	FGR	NM_001042729	1274.56	1654.79	-1.3	0	380.23
1510008	TAPBP	NM_003190	554.9	722.16	-1.3	2.00E-04	167.25
1770468	STAT4	NM_003151	423.02	549.21	-1.3	0.0051	126.18
2070255	DRAP1	NM_006442	448.33	582.2	-1.3	0	133.87
2490468	UXT	NM_004182	1941.7	2526.22	-1.3	0	584.53
3420471	ST6GAL1	NM_003032	562.3	730.44	-1.3	0	168.14
3990626	IL7R	XM_001127146	2100.47	2738.89	-1.3	0.0092	638.42
4050706	SH3BGRL3	NM_031286	1329.6	1732.88	-1.3	0	403.28
4490292	MAP2K1	NM_002755	466.62	605.24	-1.3	0	138.62
6620167	ATP6V0B	NM_001039457	998.22	1296.11	-1.3	0	297.89
6660193	RPL4	NM_000968	2799.04	3637.46	-1.3	0	838.42
7550224	COTL1	NM_021149	529.81	690.49	-1.3	0	160.68
1710170	SLC7A7	NM_003982	1314.97	1693.14	-1.29	4.00E-04	378.17
1770070	TGFBR2	NM_001024847	680.21	877.25	-1.29	0	197.04
2070468	SNRP70	NM_001009820	1242.84	1597.78	-1.29	0	354.94
2370315	SF3B1	NM_001005526	772.08	999.53	-1.29	0	227.45
3060059	ARCN1	NM_001655	397.51	511.32	-1.29	0	113.81
3390685	MKRN1	NM_013446	1112.14	1430.9	-1.29	0	318.76
3610703	P2RY8	NM_178129	692.13	894.73	-1.29	0	202.6
3930546	C6orf32	NM_015864	1211.69	1558.68	-1.29	0	346.99
4810703	NA	NA	1067.99	1382.09	-1.29	0	314.09
5570564	PQLC1	NM_025078	588.27	757.11	-1.29	0	168.84
5910273	TCF25	NM_014972	1108.42	1434.01	-1.29	0	325.59
6760768	CSNK2B	NM_001320	719.28	926.51	-1.29	0	207.22
840379	SLC25A28	NM_031212	724.6	930.21	-1.28	0	205.61
1170497	SIRPA	NM_001040022	1504.76	1933.35	-1.28	3.00E-04	428.59
1500437	RPL3	NM_000967	5540.1	7073.7	-1.28	0	1533.6
2640722	CD33	NM_001082618	433.95	555.45	-1.28	0.0021	121.49
3400601	LOC653888	XM_936251	520.97	668.34	-1.28	0	147.36
6770653	DDX5	NM_004396	2831.3	3617.97	-1.28	0	786.67
7160767	UBE2Z	NM_023079	603.2	772.69	-1.28	0	169.49
7400669	HLA-A		3914.33	4999.88	-1.28	0	1085.55
1440382	UBE2G2	NM_003343	461.49	585.23	-1.27	0	123.74
2600706	RAB6IP1	NM_015213	544.75	689.99	-1.27	0	145.24
2690368	SH3KBP1	NM_001024666	1105.37	1400.16	-1.27	0	294.79
5900021	WDR6	NM_018031	551.96	703.71	-1.27	1.00E-04	151.75
6480646	TYK2	NM_003331	1083.27	1375.81	-1.27	0	292.54
6840403	NA	NA	5543.37	7024.06	-1.27	0	1480.69
7210386	RBMS1	NM_002897	424.34	539.04	-1.27	0	114.71
60044	DEF6	NM_022047	415.46	524.97	-1.26	0	109.51
1010301	DYNC1H1	NM_001376	1479.5	1865.95	-1.26	0	386.45
1230743	DCTN2	NM_006400	690.46	868.95	-1.26	0	178.48
1450367	ARHGEF3	NM_019555	1092.42	1377.7	-1.26	9.00E-04	285.27
4560102	NA	NA	380.3	480.49	-1.26	0	100.19
6760670	TRA@		506	639.53	-1.26	0.0093	133.53
7320088	USP49	NM_018561	1140.18	1439.02	-1.26	0.0044	298.84
10593	PTDSS1	NM_014754	420.57	527.32	-1.25	0	106.75
450091	TMEM123	NM_052932	892.39	1113.85	-1.25	0	221.46
840184	SFRS14	NM_001017392	855.44	1072.61	-1.25	0	217.17
1190241	CD2	NM_001767	794.28	990.65	-1.25	0.0201	196.37
2070315	SHC1	NM_003029	407.47	508.3	-1.25	0	100.82
2850270	SSH2	NM_033389	485.79	607.48	-1.25	3.00E-04	121.69
4730612	RPS17	NM_001021	3917.49	4879.02	-1.25	0	961.53
6220070	MLKL	XM_001126647	817.69	1019.09	-1.25	0	201.4
6370041	TTC3	NM_001001894	484.53	605.88	-1.25	0.0042	121.36
6860403	RHOA	NM_001664	1969.03	2469.23	-1.25	0	500.2
7000537	NA	NA	3589.1	4482.28	-1.25	0.0069	893.19
60328	LOC339123	NM_001005920	887.03	1103.89	-1.24	0	216.87
770458	ECH1	NM_001398	795.64	985.27	-1.24	0	189.62
870164	ATP5J2	NM_001003713	785.55	975.49	-1.24	0	189.94
1470392	FYN	NM_002037	425.05	527.47	-1.24	0	102.42
2640156	IL27RA	NM_004843	441.79	549.19	-1.24	9.00E-04	107.4
2810402	FLJ10154	NM_018011	1336.41	1662.25	-1.24	0	325.84
3840019	ARHGAP25	NM_001007231	475.54	590.53	-1.24	0.0085	114.99
4880195	NSUN2	NM_017755	597.35	742.79	-1.24	0	145.43
4920376	MAPK3	NM_001040056	725.75	900.88	-1.24	0	175.13
5550195	CST3		3749.07	4661.58	-1.24	9.00E-04	912.52
6270608	EML3	NM_153265	802.91	994.02	-1.24	0	191.11
6480010	RPL15	NM_002948	1823.16	2260.43	-1.24	0	437.27
6590253	CREG1	NM_003851	420.65	523.35	-1.24	2.00E-04	102.71
20328	STX11	NM_003764	530.72	655.15	-1.23	6.00E-04	124.44
510487	TPP1	NM_000391	924.23	1135.86	-1.23	0	211.63
1260609	LOC653635	XR_017611	972.4	1195.94	-1.23	0.001	223.55
1450270	C17orf49	NM_174893	431.42	531.65	-1.23	0	100.23
1570414	PRKCB1	NM_002738	1389.6	1702.82	-1.23	0	313.21
1660382	PPP4C	NM_002720	537.74	659.07	-1.23	0	121.33
2120324	SOD1	NM_000454	2113.59	2608.24	-1.23	0	494.65
3780162	ATP5D	NM_001001975	510.06	627.98	-1.23	0	117.92
4050537	C20orf43	NM_016407	991.84	1223.14	-1.23	0	231.3
4150551	ATG3	NM_022488	555.37	680.52	-1.23	0	125.15
4180082	EWSR1	NM_005243	660.9	809.66	-1.23	0	148.76
4490632	LOC388720	XM_371330	7939.03	9743.29	-1.23	0	1804.27
6220736	RGS10	NM_001005339	1485.14	1824.94	-1.23	0	339.8
150021	GNL2	NM_013285	469.32	570.35	-1.22	0	101.03
430059	COPA	NM_001098398	470.78	574.65	-1.22	0	103.86
1400136	CHMP2A	NM_014453	561.22	682.59	-1.22	0	121.37
2060746	GM2A	NM_000405	566.4	690.5	-1.22	0.0366	124.1
2640044	BASP1	NM_006317	583.19	713.91	-1.22	0.0383	130.73
3930593	SEMA4D	NM_006378	1004.81	1229.79	-1.22	8.00E-04	224.98
6130521	CAPN1	NM_005186	683.4	835.43	-1.22	0	152.03
6400309	CYBA	NM_000101	2334.37	2840.85	-1.22	1.00E-04	506.48
7160647	FCN1	NM_002003	7094.46	8637.38	-1.22	1.00E-04	1542.92
450603	CLCN7	NM_001287	1150.91	1388.61	-1.21	9.00E-04	237.71
580435	EIF1	NM_005801	2160.26	2605.85	-1.21	0.0066	445.59
1110053	POU2F2	NM_002698	1399.1	1698.15	-1.21	0.0028	299.05
1690544	ZYX	NM_001010972	1086.66	1313.37	-1.21	0.0015	226.71
2070451	CD97	NM_001025160	1920.62	2315.46	-1.21	0	394.84
4250487	RPS19		9630.76	11626.71	-1.21	0	1995.95
4280674	TYROBP	NM_003332	5589.2	6777.81	-1.21	4.00E-04	1188.6
7100348	S100A4	NM_002961	6487.27	7842.41	-1.21	0	1355.15
630711	RPLP0	NM_001002	2471.25	2975.22	-1.2	0	503.97
1010402	MGEA5	NM_012215	1411.78	1697.81	-1.2	0.0013	286.03
2900482	EIF3F	NM_003754	1119.17	1347.86	-1.2	0	228.69
4780743	EWSR1	NM_005243	675.71	812.03	-1.2	0	136.32
7610639	BTBD2	NM_017797	902.63	1083.25	-1.2	0	180.62
1240209	CTSD	NM_001909	2040.93	1694.5	1.2	0.0097	346.43
1340192	C15orf15	NM_016304	869.84	723.45	1.2	0	146.39
1450753	C6orf1	NM_001008703	803.29	666.77	1.2	0	136.52
2360458	TMEM14B	NM_030969	776.64	646.71	1.2	0	129.93
2940639	RPL9	NM_000661	11211.13	9342.32	1.2	0	1868.82
3130437	RPS14	NM_001025070	9679.07	8046.49	1.2	0	1632.58
4920408	NA	NA	2209.12	1839.69	1.2	0	369.43
5560523	PLOD1	NM_000302	616.68	513.59	1.2	0.0067	103.1
650292	NA	NA	4838.16	3996.46	1.21	0	841.69
1260301	ZNF467	NM_207336	977.92	809.7	1.21	0.0034	168.22
2900035	SNX27	NM_030918	718.19	593.97	1.21	2.00E-04	124.21
4180564	NA	NA	3534.23	2929.55	1.21	0.0093	604.69
4860603	CXCL16	NM_001100812	638.52	525.96	1.21	0.0426	112.56
4900504	GSDMDC1	NM_024736	935.13	769.88	1.21	0.0014	165.25
4920180	CMTM7	NM_138410	1841.12	1526.37	1.21	0	314.75
6370181	RPL11	NM_000975	11058.72	9136.46	1.21	2.00E-04	1922.26
6370239	NA	NA	883.65	732.62	1.21	0	151.03
6580189	LOC649821	XM_942212	6075.15	5024.12	1.21	0	1051.03
6650215	LYN	NM_002350	1177.64	974.77	1.21	0.0062	202.87
1240546	RALGDS	NM_001042368	1471.46	1202.72	1.22	0.0029	268.74
1300521	KLF6	NM_001008490	714.09	584.33	1.22	0.0284	129.76
1430347	LOC158345		2175.24	1783.19	1.22	1.00E-04	392.05
1660753	LOC650283	XM_939370	8597.4	7021.82	1.22	0	1575.58
2900121	ARMET	NM_006010	1000.02	820.62	1.22	0	179.4
3120292	MS4A6A	NM_022349	2093.97	1718.72	1.22	5.00E-04	375.26
3440390	hCG_1794003		8702.43	7109.35	1.22	4.00E-04	1593.09
3940184	LILRB3	NM_001081450	1684.79	1385.15	1.22	0.0026	299.64
4860619	MRPL51	NM_016497	672.54	550.71	1.22	8.00E-04	121.83
5900600	LOC644511	XM_934381	2975.82	2431.72	1.22	0.0024	544.09
6220291	ULK1	XM_001133335	653.26	537.24	1.22	1.00E-04	116.02
6270358	LOC650901	XM_946019	9643.84	7898.56	1.22	0	1745.28
7160458	FBXL10	NM_001005366	769.57	631.97	1.22	0	137.6
150132	NDUFA1	NM_004541	3166.28	2571.2	1.23	0	595.08
1430064	C20orf24	NM_018840	1769.26	1439.29	1.23	0	329.98
2850471	TMEM59	NM_004872	1132.02	923.58	1.23	0	208.44
3990176	PROSC	NM_007198	565.75	461.12	1.23	0	104.63
4610309	CD7	NM_006137	957.99	779.96	1.23	0.0131	178.02
5270433	VAMP8	NM_003761	3227.86	2632.9	1.23	0	594.96
5560328	PRDX1	NM_002574	2861.33	2321.04	1.23	0	540.28
6220615	ATPIF1	NM_016311	547.06	446.26	1.23	0	100.8
6350452	APAF1	NM_001160	727.3	589.58	1.23	1.00E-04	137.72
7610189	RPL12	NM_000976	6995.14	5706.86	1.23	0	1288.28
20274	ADIPOR2	NM_024551	611.21	491.13	1.24	0	120.08
1070427	BEX4	XM_043653	681.37	550.02	1.24	0	131.36
1300603	BIN2	NM_016293	588.48	475.54	1.24	0	112.94
1300739	LOC645317	XM_934920	4471.51	3612.79	1.24	0	858.72
1410315	SF3B14	NM_016047	720.15	581.32	1.24	0	138.83
1410452	THYN1	NM_001037304	937.44	756.91	1.24	0	180.53
1660014	SH3KBP1	NM_001024666	756.73	609.35	1.24	0	147.38
1740735	DAZAP2	NM_014764	4225.64	3408.67	1.24	0	816.98
2060008	DEGS1	NM_003676	930.89	750.64	1.24	0	180.25
2260193	SF3A3	NM_006802	863.87	695.06	1.24	0	168.8
2470519	TUSC4	NM_006545	694.04	560.84	1.24	0	133.2
2630333	PSMB3	NM_002795	1488.57	1198.27	1.24	0	290.3
3170291	ADSL	NM_000026	753.6	608.18	1.24	0	145.42
3850338	TMEM175	NM_032326	550.48	442.91	1.24	0	107.56
4490093	PLD3	NM_001031696	533.15	430.42	1.24	0.0012	102.73
4590189	SIDT2	NM_001040455	1206.55	973.33	1.24	4.00E-04	233.22
6040408	CECR5	NM_017829	703.81	567.21	1.24	0	136.6
6220367	EPRS	NM_004446	598.56	482.49	1.24	0	116.07
6220377	SFRS10	NM_004593	672.53	540.77	1.24	0	131.75
6560228	PAIP2	NM_001033112	772.41	623.17	1.24	0	149.24
7160546	PCID2	NM_018386	718.44	577.85	1.24	0	140.59
50039	COX6B1	NM_001863	1912.41	1533.15	1.25	0	379.26
150296	RBX1	NM_014248	1252.91	1003.22	1.25	0	249.69
270243	DNAJB11	NM_016306	607.27	485.8	1.25	0	121.47
840189	AHR	NM_001621	3234.29	2589.89	1.25	0	644.4
1070181	SUMO2	NM_001005849	904.11	724.92	1.25	0.0165	179.19
2370338	ALDH9A1	NM_000696	1259.83	1009.7	1.25	0	250.13
4220669	PRCP	NM_005040	1551.42	1243.73	1.25	0	307.69
4560598	CTSS	NM_004079	1065.2	850.26	1.25	0	214.94
4590376	SLC35A1	NM_006416	620.85	496.33	1.25	0	124.52
6280576	S100A8	NM_002964	12050.52	9605.02	1.25	0	2445.5
7650386	9-Sep	NM_006640	6248.58	4979.14	1.25	0	1269.44
130075	MRPS24	NM_032014	533.18	424.17	1.26	0	109.01
460093	UBE2E1	NM_003341	1140.02	906.76	1.26	0	233.26
870196	NA	NA	2971.06	2355.16	1.26	0	615.9
940397	IGF2R	NM_000876	1158.68	922.06	1.26	1.00E-04	236.62
1300056	NDUFB2	NM_004546	2173.79	1729.55	1.26	0	444.25
1450706	ATP5B	NM_001686	3710.12	2950.09	1.26	0	760.02
3310246	ESD	NM_001984	744.97	590.02	1.26	0	154.95
3520768	ATP6AP2	NM_005765	1754.1	1396.65	1.26	0	357.44
4390136	C21orf55	NM_001040192	7006.01	5551.05	1.26	0	1454.96
4920128	TRAPPC3	NM_014408	586.68	464.46	1.26	0	122.22
5420577	ITGB2	NM_000211	7774.42	6162.37	1.26	0	1612.05
5820092	FAM26F	NM_001010919	739.71	585.35	1.26	0.0491	154.36
5860189	CNIH4	NM_014184	838.95	663.24	1.26	0	175.7
6270082	MCM8	NM_032485	3892.88	3093.03	1.26	2.00E-04	799.84
6280730	FKBP11	NM_016594	566.34	448.72	1.26	0	117.62
6330672	ANXA5	NM_001154	1049.18	830.92	1.26	3.00E-04	218.26
6450326	LOC440055	XM_495885	2982.99	2365	1.26	0	617.98
6520438	ARL5A	NM_001037174	1091.79	863.17	1.26	0	228.62
6560692	ATXN2	NM_002973	492.71	391.77	1.26	0	100.93
6620224	RPL6	NM_000970	12308.03	9757.09	1.26	0	2550.94
70722	COX7B	NM_001866	624.97	492.77	1.27	0	132.2
150435	MS4A6A	NM_022349	1507.09	1185.65	1.27	0.0012	321.44
630176	UQCRQ	NM_014402	1648.12	1300.6	1.27	0	347.52
650338	TMCO1	NM_019026	936.97	737.29	1.27	0	199.68
840253	PLAC8	NM_016619	1219.34	956.71	1.27	5.00E-04	262.63
940348	GCA	NM_012198	1065.26	842.08	1.27	6.00E-04	223.19
1170671	TMED3	NM_007364	782.74	616.93	1.27	0	165.81
1240754	OAS2	NM_001032731	1154.41	907.98	1.27	0.0071	246.42
1470091	PTPLAD2	NM_001010915	743.81	585.66	1.27	1.00E-04	158.15
1510523	PTGES3	NM_006601	495.78	388.97	1.27	0.0012	106.81
2320524	NA	NA	722.73	570.75	1.27	0	151.98
3870427	CYB5B	NM_030579	710.6	561.73	1.27	0	148.87
4200541	ZNF786	NM_152411	583.99	460.87	1.27	0.001	123.12
5050209	DECR1	NM_001359	1324.71	1039.2	1.27	0	285.51
5080156	ATP5H	NM_001003785	1952.88	1539.63	1.27	0	413.25
5690446	hCG_21078	XM_371853	13639.48	10730.44	1.27	0	2909.05
6650333	MRPS6	NM_032476	1568.9	1237.14	1.27	0	331.75
7210255	PMPCB	NM_004279	544.5	430.23	1.27	0	114.26
240519	MRPL21	NM_181514	469.68	366.47	1.28	0	103.21
830762	TXN	NM_003329	1298.95	1013.51	1.28	0	285.44
1070041	CAMLG	NM_001745	1345.9	1055.23	1.28	0	290.68
1500181	NOL12	NM_024313	599.14	469.01	1.28	0	130.13
1580026	SH2B3	NM_005475	615.8	480.51	1.28	0	135.3
1660709	C20orf30	NM_001009923	1854.5	1450.05	1.28	0	404.45
2140243	COX4I1	NM_001861	6704.97	5239.37	1.28	0	1465.6
2340403	SPN	NM_001030288	475.11	371.99	1.28	0.006	103.12
2810221	YY1AP1	NM_018253	844.79	661.94	1.28	0	182.85
3140202	LOC729030	XM_001129105	642.01	500.43	1.28	0	141.57
3450228	SUMO3	NM_006936	577.88	451.82	1.28	0	126.06
4390176	IFI6	NM_002038	1268.81	994.5	1.28	0.0159	274.31
4900338	SNX10	NM_013322	1297.83	1017.13	1.28	0	280.69
5310369	GZMK	NM_002104	1278.78	996.02	1.28	0.0318	282.76
6280575	DNAJA3	NM_005147	577.39	451.68	1.28	0	125.71
6550438	SPCS1	NM_014041	1254.81	979.41	1.28	0	275.39
7400402	NUDT1	NM_002452	573.79	446.84	1.28	0	126.95
7560445	TMED2	NM_006815	568.83	446.06	1.28	0	122.78
70630	LOC642828	XR_016385	6872.57	5347.38	1.29	0	1525.19
270451	NDUFA4	NM_002489	2318.4	1802.97	1.29	0	515.43
290315	NFE2	NM_006163	1060.04	821.99	1.29	2.00E-04	238.05
1010201	ZNF622	NM_033414	638.87	496.33	1.29	0	142.54
1070397	UNQ501	NM_198536	1037.56	802.61	1.29	0	234.95
1190161	PSMB2	NM_002794	555.32	430.13	1.29	0	125.19
1470408	YWHAQ	NM_006826	1990.38	1539.31	1.29	0	451.08
1570129	COX5A	NM_004255	1506.31	1164.85	1.29	0	341.45
2070168	OSTF1	NM_012383	1021.82	793.44	1.29	0	228.38
2450154	BCYRN1		455.9	352.11	1.29	3.00E-04	103.79
2490279	C19orf2	NM_003796	1046.59	813.9	1.29	0	232.69
2690356	EIF3FP2		769.49	595.49	1.29	6.00E-04	174
3140575	NA	NA	9305.3	7193.82	1.29	0	2111.48
3890475	ATP6V1A	NM_001690	1009.69	780.37	1.29	0	229.32
4220195	UBB	NM_018955	2830.82	2189.89	1.29	0	640.93
4640064	CNOT1	NM_016284	661.27	514.53	1.29	0	146.74
5090204	C2orf25	NM_015702	619.22	478.27	1.29	0	140.96
5290070	NA	NA	490.74	381.38	1.29	0.0324	109.36
6060347	PPIB	NM_000942	1479.44	1145.14	1.29	0	334.3
6900367	MARCKS	NM_002356	899.26	696.78	1.29	3.00E-04	202.48
7050091	TBCA	NM_004607	2081.91	1617.74	1.29	0	464.17
7610241	AP1M1	NM_032493	819.75	633.9	1.29	0	185.84
110619	PSMB7	NM_002799	844.8	647.45	1.3	0	197.35
460048	CCDC59	NM_014167	472.54	364.02	1.3	0	108.53
510402	GLIPR1	NM_006851	915.54	704.72	1.3	2.00E-04	210.83
650646	LOC441034	XR_016809	9358.82	7184.18	1.3	0	2174.64
1170553	PTBP1	NM_002819	1612.34	1239.07	1.3	0	373.26
1190369	SRPRB	NM_021203	449.05	346.08	1.3	0	102.97
2470187	SNRPG	NM_003096	2015.1	1554.33	1.3	0	460.77
3060373	SUCLG1	NM_003849	508	390.94	1.3	0	117.06
3170722	RP6-213H19.1	NM_001042452	733.69	565.7	1.3	0	167.99
3190477	MAP2K3	XM_001130488	506.4	390.46	1.3	0	115.94
5050370	FAM129B	NM_001035534	533.08	409.05	1.3	0	124.03
5720086	C6orf153	NM_033112	577.55	444.54	1.3	0	133.01
6450711	NA	NA	3887.31	2986.89	1.3	0	900.43
6520327	LEPROTL1	NM_015344	737.11	568.52	1.3	7.00E-04	168.59
360463	NDUFA12	NM_018838	1075.67	818.08	1.31	0	257.59
630673	YWHAB	NM_003404	2578.52	1962.56	1.31	0	615.96
730180	NUP214	NM_005085	911.15	694.79	1.31	0	216.35
830674	CD79A	NM_001783	690.16	527.69	1.31	0.0413	162.47
1240465	ISCA2	NM_194279	617.89	472.16	1.31	0	145.72
1340086	MYADM	NM_001020818	530.82	405.79	1.31	1.00E-04	125.03
1400097	LOC731985	XR_015987	4796.09	3671.79	1.31	0	1124.3
1660707	NA	NA	7462.46	5697.25	1.31	0	1765.21
2000528	SDCBP	NM_001007067	573.66	438.11	1.31	0	135.56
2230132	VPS37C	NM_017966	457.28	349.55	1.31	0	107.74
3190133	STAT1	NM_007315	1007.43	770.4	1.31	7.00E-04	237.03
4280253	C9orf19	NM_022343	2783.33	2119.14	1.31	0	664.19
4780356	PDCD6	NM_013232	828.01	631.38	1.31	0	196.63
6940372	DGCR6L	NM_033257	532.71	406.14	1.31	0.0051	126.57
7000619	ISG20	NM_002201	1710.12	1303.72	1.31	0	406.4
7150176	ATOX1	NM_004045	508.12	387.95	1.31	0	120.17
620324	NA	NA	982.85	746.86	1.32	0.0033	235.99
1410307	SLC27A3	NM_024330	906.72	687.6	1.32	0	219.12
2680398	IKBKG	NM_001099856	745.04	563.92	1.32	0	181.12
4230112	CALM2	NM_001743	3735.97	2828.75	1.32	0	907.22
5390725	SELS	NM_018445	697.95	528	1.32	0	169.95
5420634	NA	NA	1198.13	908.21	1.32	0	289.92
6200543	VPS16	NM_022575	702.93	533.32	1.32	0	169.62
6760041	CLEC4A	NM_016184	563.1	427.28	1.32	2.00E-04	135.82
6860064	NA	NA	3016.81	2288.21	1.32	0	728.6
7550762	LOC642934	XM_942991	447.17	338.36	1.32	0.0114	108.81
150148	ARID1A	NM_006015	787.86	593.19	1.33	0	194.67
430209	NA	NA	1553.4	1169.53	1.33	0	383.87
650709	SLC2A6	NM_017585	629.18	472.23	1.33	1.00E-04	156.95
1050253	CCDC28A	NM_015439	453.37	340.43	1.33	0	112.94
1090603	NA	NA	481.03	360.57	1.33	0	120.46
2230601	FOLR3	NM_000804	467.25	351.75	1.33	0.0143	115.5
2340408	TDG	NM_003211	424.22	318.01	1.33	0	106.21
3440369	C8orf55	NM_016647	462.57	347.44	1.33	0	115.13
5090553	PPT1	NM_000310	1938.57	1455.96	1.33	1.00E-04	482.61
5340243	RAB35	NM_006861	429.35	323.14	1.33	0	106.21
5390615	NDE1	NM_017668	469.21	351.99	1.33	0	117.22
5890307	LOC440926	XR_017835	9575.81	7217.44	1.33	0	2358.37
5890471	NCR3	NM_147130	493.9	371.62	1.33	4.00E-04	122.28
6860392	ETS1	NM_005238	2646.93	1990.91	1.33	0	656.02
7330148	GALNAC4S-6ST	NM_015892	661.31	496.02	1.33	0	165.29
7650523	ARPC3	NM_005719	3067.72	2308.44	1.33	0	759.28
160524	hCG_1790806		500.56	374.09	1.34	0	126.47
380504	GHITM	NM_014394	1364.86	1016	1.34	0	348.86
460220	ATP6V1G1	NM_004888	1253.39	934.83	1.34	0	318.57
520008	AP1S2	NM_003916	2725.01	2033.59	1.34	0	691.42
2000551	CKLF	NM_001040139	1705.02	1274.84	1.34	0	430.18
2650070	MRPL37	NM_016491	508.73	379.12	1.34	0	129.61
4060110	ALS2CR13	NM_173511	595.74	444.28	1.34	0.0018	151.46
4060605	CD44	NM_000610	3457.45	2583.63	1.34	0	873.82
4640110	UBE2D3	NM_003340	1207.89	903.17	1.34	0	304.72
4850138	RAE1	NM_001015885	480.56	358.63	1.34	0	121.94
4860551	METAP2	NM_006838	568.97	424.52	1.34	0	144.46
5890246	RXRA	NM_002957	1080.06	807.38	1.34	3.00E-04	272.68
5960328	DAD1	NM_001344	1742.39	1302.37	1.34	0	440.02
6400242	TMEM71	NM_144649	793.29	592.67	1.34	0	200.61
6420392	POLR1D	NM_015972	1772.68	1318.95	1.34	0	453.73
6560554	C17orf70	NM_001109760	635.7	475.13	1.34	0	160.57
20427	PPP1CC	NM_002710	1688.06	1247.98	1.35	0	440.08
290575	KIAA1542	NM_020901	643.24	476.08	1.35	0	167.16
520309	TETRAN	NM_001120	1511.35	1121.23	1.35	0	390.12
1050180	C20orf20	NM_018270	430.15	318.37	1.35	0	111.78
1340170	RFTN1	NM_015150	861.48	638.81	1.35	0	222.67
1740471	PSMF1	NM_178579	604.28	446.22	1.35	0	158.06
1770347	DC2	NM_021227	601.05	445.11	1.35	0	155.94
1980397	UBE2Q2	NM_173469	393.82	292.73	1.35	0	101.08
2260035	UPP1	NM_003364	1105.44	818.66	1.35	0	286.78
3610192	MRPL22	NM_001014990	620.78	458.79	1.35	0	161.99
4010050	GABARAPL2	NM_007285	978.97	724.27	1.35	0	254.71
5090725	FIBP	NM_004214	527.87	390.83	1.35	0	137.05
5290494	CNDP2	NM_018235	1442.43	1069.2	1.35	0	373.23
5490411	PQLC3	NM_152391	686.45	509.27	1.35	0	177.18
5690431	DNAJC8	NM_014280	1348.65	1001.75	1.35	0	346.9
6450692	FAM104A	NM_001098832	456.5	337.3	1.35	0	119.19
130520	LOC387820	XR_017453	976.32	720.21	1.36	0	256.11
160180	GLRX	NM_002064	1383.32	1017.48	1.36	0	365.84
2640554	FYB	NM_001465	1535.21	1131.12	1.36	0	404.08
3190411	PDHB	NM_000925	937.27	688.23	1.36	0	249.04
3310471	KTELC1	NM_020231	464.45	340.95	1.36	0	123.5
3940523	C6orf62	NM_030939	705.94	520.34	1.36	0	185.6
4060014	PAPOLA	NM_032632	906.66	667.78	1.36	0	238.88
4120707	RPL23	NM_000978	2669.06	1955.95	1.36	0	713.11
6760128	NDEL1	NM_001025579	679.19	498.13	1.36	0	181.06
6900343	NDUFB8	NM_005004	2046.6	1504.25	1.36	0	542.35
10070	EMILIN2	NM_032048	1078.71	788.45	1.37	0	290.26
130215	RPL39	NM_001000	8334.44	6089.1	1.37	0	2245.35
510338	TLR8	NM_016610	468.06	341.48	1.37	0	126.59
