Gene Symbol	Mean	p-value	Std Dev	Std Error	Min	Max
HECTD2	-0.506035	0.000457188	0.231866	0.081977	-0.903534	-0.234137
HERPUD1	-2.03858	4.38556E-07	0.324226	0.114631	-2.51033	-1.64292
HIF1AN	-0.460446	0.00775072	0.352882	0.124763	-0.834812	0.0388335
HINT3	-1.07188	7.02374E-07	0.182601	0.0645592	-1.43402	-0.855688
HIPK1	-0.565549	0.0119438	0.474866	0.167891	-1.00976	0.260722
HIPK2	-2.07824	6.06115E-07	0.346502	0.122507	-2.52275	-1.63371
HIVEP2	-0.673366	0.000170067	0.262733	0.09289	-1.12842	-0.327914
HLA-B	-3.26887	7.26525E-09	0.287474	0.101637	-3.76933	-2.89295
HMBOX1	-0.652135	3.95119E-06	0.143219	0.0506356	-0.831185	-0.427071
HMGCL	-0.642966	0.0003374	0.280228	0.0990755	-1.01327	-0.228952
HMGCS1	-0.225973	0.00134303	0.124418	0.0439884	-0.442673	-0.0363609
HN1	-1.05505	7.57804E-08	0.130075	0.0459886	-1.28409	-0.8929
HNRNPUL2	-0.554588	0.00110045	0.294907	0.104265	-0.897109	-0.147458
HNRPLL	-0.50194	0.000134245	0.188619	0.0666868	-0.717459	-0.114466
HOMER1	-0.446871	0.00932664	0.355903	0.125831	-0.831442	0.121102
HOOK3	-0.419556	2.86075E-06	0.0878422	0.0310569	-0.519284	-0.294106
HP1BP3	-0.306974	1.76248E-07	0.0427652	0.0151198	-0.371834	-0.240497
HPS4	-0.429414	0.000483857	0.198619	0.0702225	-0.67621	-0.0671254
HSDL1	-0.260837	0.00498941	0.183021	0.0647075	-0.402714	0.13611
HSPA9	-0.573373	6.0688E-08	0.0684576	0.0242034	-0.659913	-0.480147
HSPA13	-1.43565	2.52616E-08	0.151051	0.0534047	-1.75949	-1.27495
HUWE1	-0.430602	0.000352257	0.189001	0.0668219	-0.647068	-0.171096
ICK	-0.596941	0.000222538	0.243173	0.0859746	-0.926306	-0.188367
IER3	-0.989071	1.49666E-07	0.134562	0.047575	-1.24612	-0.847699
IFIH1	-1.17442	9.50917E-08	0.149623	0.0528998	-1.36033	-0.988817
IFNAR1	-1.02483	4.36719E-06	0.228435	0.080764	-1.30363	-0.65406
IGDCC4	-0.363458	0.00797031	0.280157	0.0990505	-0.901767	0.0685786
IGF2R	-1.36234	2.06284E-06	0.271803	0.0960967	-1.59045	-0.888062
IK	-0.126411	0.0116902	0.105648	0.0373524	-0.288747	0.0401795
IKBKB	-0.144188	4.29267E-05	0.0453579	0.0160364	-0.232882	-0.0934474
IKZF1	-0.294952	0.0116366	0.246262	0.0870668	-0.725968	0
IL10	-0.465242	0.000336734	0.202704	0.0716665	-0.819197	-0.19231
IL15	-1.42879	1.00402E-05	0.360563	0.127478	-2.00769	-1.0467
IL6ST	-0.76743	1.37761E-06	0.144288	0.0510135	-0.945637	-0.573634
ILDR1	-0.853099	0.00204972	0.506483	0.179069	-1.46891	-0.235698
INO80D	-0.525696	2.27073E-06	0.106377	0.0376099	-0.689844	-0.351946
INSR	-0.494017	0.003714	0.327458	0.115774	-0.834949	-0.0313874
IQGAP1	-0.296147	4.33104E-06	0.0659296	0.0233096	-0.389928	-0.183025
IRF1	-0.868381	1.42848E-07	0.117347	0.0414885	-1.05445	-0.656165
IRF9	-1.97557	5.79322E-07	0.327219	0.115689	-2.24676	-1.41876
IRS1	-0.224127	7.24112E-05	0.076444	0.027027	-0.313102	-0.0904939
ITFG3	-0.802183	1.59679E-06	0.154128	0.0544924	-0.937678	-0.562781
ITGA5	-1.02955	4.96557E-06	0.233902	0.0826969	-1.27701	-0.560943
ITGAV	-0.704043	4.55956E-08	0.0806595	0.0285174	-0.778677	-0.569911
ITSN1	-0.316898	0.000062413	0.105619	0.0373421	-0.424929	-0.115211
IVD	-0.789932	9.36703E-07	0.140355	0.049623	-1.01628	-0.623988
JAG1	-1.53841	9.07408E-08	0.194674	0.0688277	-1.86159	-1.22829
JHDM1D	-1.78848	6.19018E-06	0.419868	0.148446	-2.26065	-1.16436
JMJD1C	-0.185908	0.0198473	0.175079	0.0618998	-0.524319	0.0506912
JMY	-1.21068	1.38376E-06	0.227775	0.0805305	-1.66546	-0.901195
KANK1	-0.703457	0.00816681	0.544963	0.192674	-1.41876	0.194647
KCNJ2	-1.0657	0.000238019	0.438863	0.155162	-1.79209	-0.577263
KCTD5	-0.129205	0.0217769	0.124389	0.0439782	-0.283003	0.0388335
KCTD20	-0.521734	0.000953235	0.270633	0.0956833	-0.786357	-0.0218906
KDM4A	-0.821196	4.97688E-06	0.18663	0.0659838	-1.07372	-0.483959
KDM6B	-0.783089	0.000277986	0.330689	0.116916	-1.18242	-0.209985
KIAA0090	-0.622535	2.38339E-05	0.17899	0.0632827	-0.928828	-0.379216
KIAA0232	-0.125754	0.00685127	0.093983	0.033228	-0.298748	-0.017839
KIAA0317	-1.18326	2.17238E-06	0.237881	0.0841037	-1.57691	-0.905664
KIAA0776	-0.75833	6.00817E-08	0.0904093	0.0319645	-0.884312	-0.612081
KIAA1211	-1.14326	0.00365053	0.755333	0.26705	-2.77678	-0.357579
KIAA1407	-1.45951	4.55509E-05	0.463337	0.163814	-2.39757	-0.965784
KIAA1549	-0.585212	1.52566E-07	0.0798393	0.0282275	-0.661543	-0.441154
KIAA1826	-0.28992	9.25247E-05	0.102743	0.0363252	-0.477835	-0.155881
KIF21A	-0.590197	9.10129E-05	0.208617	0.0737574	-0.967352	-0.350441
KIF5B	-0.586611	3.10276E-07	0.0887161	0.0313659	-0.665724	-0.446846
KLF2	-1.75746	3.9622E-07	0.275414	0.0973736	-2.30158	-1.38768
KLF3	-0.934756	1.31586E-06	0.174569	0.0617194	-1.33445	-0.750674
KLF6	-0.942072	1.84711E-05	0.260593	0.0921336	-1.2793	-0.591977
KLF9	-1.19202	4.27739E-08	0.135312	0.0478399	-1.45145	-1.03108
KLF12	-1.82715	3.39008E-08	0.200568	0.0709116	-2.0512	-1.45017
KLF13	-1.41546	5.17559E-09	0.118559	0.041917	-1.6009	-1.31251
KLHDC5	-0.229566	0.0115479	0.191353	0.0676534	-0.468043	0.0273096
KLHL3	-0.355163	0.0208537	0.338411	0.119646	-0.761665	0.179888
KLHL5	-0.545193	4.0163E-07	0.0856069	0.0302666	-0.689844	-0.432098
KLHL14	-0.749425	0.0105019	0.612061	0.216396	-1.72873	0.231049
KLHL36	-0.538664	4.70406E-06	0.121399	0.0429212	-0.768596	-0.339672
KPNA4	-0.22593	0.0209967	0.215623	0.0762342	-0.541791	0.0641307
KPNA5	-0.152645	0.0200812	0.144151	0.050965	-0.373667	0.0824287
KPNA6	-0.306837	0.00478974	0.213588	0.0755148	-0.579549	0.128301
KRAS	-0.794644	8.65441E-06	0.196122	0.0693395	-1.03318	-0.458914
KRCC1	-1.39281	1.63259E-07	0.191893	0.0678444	-1.59227	-0.999606
LAMP2	-0.224473	0.000360694	0.0989094	0.0349698	-0.345802	-0.0927797
LAPTM4A	-0.343579	5.10481E-05	0.111005	0.0392462	-0.545433	-0.20241
LARP1	-0.522556	1.10348E-05	0.133752	0.0472883	-0.702214	-0.336111
LCOR	-0.360433	0.00276648	0.226066	0.0799265	-0.635944	-0.0464723
LCORL	-1.3626	0.000033575	0.412785	0.145942	-1.77684	-0.494856
LDLR	-0.849673	2.00636E-08	0.0864799	0.0305753	-0.950984	-0.707448
LEPROTL1	-0.219459	0.00142773	0.12214	0.043183	-0.420847	-0.0401559
LIMD1	-0.74134	0.000794354	0.372724	0.131778	-1.30823	-0.148573
LIN52	-0.647808	8.26885E-05	0.225571	0.0797515	-0.999167	-0.350342
LIN54	-0.141791	0.000664106	0.0691556	0.0244502	-0.214935	-0.0601735
LIPA	-0.462716	0.0015889	0.262449	0.0927897	-0.910088	-0.193231
LRIG2	-0.67702	0.000131164	0.253477	0.0896177	-0.920561	-0.243887
LRP1	-0.81589	0.000242242	0.336945	0.119128	-1.17591	-0.221377
LRRC8B	-0.196235	0.00149282	0.110079	0.0389187	-0.320736	-0.0543612
LRRC8D	-0.993574	4.86983E-07	0.160454	0.0567289	-1.15266	-0.731507
LRRFIP1	-0.781543	4.06149E-07	0.122919	0.0434584	-0.959417	-0.590266
LRRK1	-0.350395	0.000298303	0.149675	0.0529181	-0.643053	-0.192901
LSM14A	-0.19536	0.0093875	0.155804	0.055085	-0.312908	0.0803192
LUC7L2	-0.241557	0.00372145	0.160177	0.056631	-0.444003	-0.0207722
LYSMD1	-0.305712	0.000410519	0.137605	0.0486507	-0.469026	-0.0464984
LYST	-0.625127	1.40635E-07	0.0842846	0.0297991	-0.770519	-0.531219
LZTR1	-0.329788	8.21275E-05	0.114713	0.040557	-0.525595	-0.117672
MACF1	-0.642712	0.000875531	0.328554	0.116161	-1.00976	-0.115905
MAML1	-0.741094	0.000300421	0.316931	0.112052	-1.11327	-0.172455
MAN1A2	-1.77162	1.29288E-06	0.330002	0.116673	-2.1073	-1.33925
MAP3K2	-0.275091	0.0085286	0.215034	0.0760261	-0.515113	0.0153322
MAP3K5	-0.290517	0.000299452	0.124175	0.0439025	-0.487373	-0.141114
MAP7D1	-0.459895	3.80456E-05	0.142014	0.0502096	-0.695761	-0.307827
MAPK1IP1L	-0.180829	0.0025712	0.111894	0.0395605	-0.323631	0.0422475
MARK3	-0.647992	7.07502E-07	0.110507	0.03907	-0.779184	-0.509555
MAT2A	-1.00807	3.66329E-06	0.218921	0.0774002	-1.34935	-0.74373
MAT2B	-0.589966	4.63983E-05	0.187823	0.0664054	-0.846783	-0.354088
MAVS	-0.110327	0.0171009	0.100364	0.0354842	-0.250544	0.0436317
MAX	-0.524553	3.58432E-06	0.113549	0.0401457	-0.632816	-0.293035
MAZ	-0.283614	0.00131735	0.155626	0.055022	-0.539831	-0.0725202
MBIP	-0.88908	3.14155E-08	0.09653	0.0341285	-1.01016	-0.691904
MBNL2	-0.721483	4.88874E-05	0.23155	0.0818653	-0.933064	-0.311357
MBNL3	-0.0597757	0.0175873	0.0547302	0.0193501	-0.163595	-0.000348634
MBOAT7	-0.469836	0.000209115	0.189489	0.0669943	-0.644369	-0.0841434
MCFD2	-0.261918	0.00231911	0.159031	0.0562259	-0.434195	0.00663909
MCL1	-0.446237	4.87064E-05	0.143132	0.0506047	-0.584498	-0.208222
MCM9	-0.911353	7.14786E-05	0.310213	0.109677	-1.34984	-0.551563
MDM4	-0.833616	5.6626E-07	0.137615	0.0486543	-1.02306	-0.606205
MEX3C	-0.637661	7.22454E-05	0.217413	0.076867	-1.04852	-0.423701
MFAP3	-0.365227	0.000222627	0.14879	0.0526054	-0.646355	-0.213548
MFN2	-0.368862	0.000591371	0.176426	0.0623762	-0.557573	-0.137863
MFSD6	-1.28358	1.76885E-06	0.25036	0.0885155	-1.62691	-1.01092
MFSD9	-0.378372	0.0161901	0.339927	0.120182	-0.810098	0.21584
MGEA5	-0.341572	7.75265E-06	0.0829264	0.0293189	-0.506709	-0.236425
MIA3	-0.961976	5.907E-08	0.114407	0.0404491	-1.05628	-0.781762
MICAL3	-0.733919	2.04352E-05	0.206145	0.0728834	-1.09917	-0.404915
MID1IP1	-0.783335	4.11102E-09	0.0634781	0.0224429	-0.887289	-0.692032
MIDN	-0.477872	7.77798E-08	0.0591382	0.0209085	-0.556436	-0.373392
MIER1	-0.161213	3.44543E-05	0.0490314	0.0173352	-0.209552	-0.0560788
MITF	-0.704325	0.000339584	0.307295	0.108645	-1.17019	-0.270938
MKL2	-0.280031	0.00415091	0.189605	0.0670354	-0.591582	-0.0866913
MKNK2	-1.41046	6.97523E-11	0.0637325	0.0225328	-1.50727	-1.338
MKRN1	-0.822778	5.98055E-07	0.136913	0.0484061	-1.04587	-0.640349
MLL2	-0.310945	0.00722996	0.23494	0.0830637	-0.573037	0.0685134
MLL3	-0.769246	7.69993E-07	0.132817	0.0469581	-0.903082	-0.535782
MLL5	-0.327553	0.00218249	0.196694	0.069542	-0.626021	0.0290215
MLL	-1.41886	0.000166667	0.551829	0.195101	-2.12942	-0.343201
MLLT3	-1.08655	4.62122E-06	0.244233	0.0863495	-1.4942	-0.834949
MLLT6	-0.817326	1.67128E-06	0.158093	0.0558944	-1.07504	-0.563383
MMD	-1.11599	1.00899E-07	0.143404	0.0507009	-1.39438	-0.926816
MOBKL1A	-0.336363	0.00361544	0.221822	0.078426	-0.611618	-0.0519632
MON1B	-0.173789	0.00106556	0.0918989	0.0324912	-0.330211	-0.0948726
MPP5	-1.12545	5.13148E-07	0.183142	0.0647505	-1.39375	-0.917519
MPZL3	-0.173325	6.19149E-05	0.0576959	0.0203986	-0.228195	-0.0511618
MSN	-2.44152	1.52966E-10	0.123443	0.0436438	-2.62079	-2.23274
MTAP	-0.386572	0.00628539	0.283934	0.100386	-0.692158	0.135511
MTDH	-0.455895	0.00261737	0.283026	0.100065	-0.838544	0.0309261
MTHFD2	-0.972163	1.42455E-05	0.258574	0.0914196	-1.3129	-0.459038
MTHFR	-0.545903	3.23685E-05	0.164453	0.0581429	-0.747981	-0.288156
MTMR14	-0.44039	4.30365E-06	0.0979495	0.0346304	-0.608779	-0.316512
MTUS1	-0.299876	0.00031994	0.129566	0.0458087	-0.436153	-0.0560449
MXD1	-1.13205	1.8065E-06	0.22149	0.0783085	-1.45988	-0.814147
MXD4	-0.349023	0.00275225	0.218701	0.0773223	-0.717262	-0.0702039
MYC	-0.561881	1.38256E-06	0.105697	0.0373696	-0.6742	-0.347748
MYO9A	-0.511208	2.99671E-05	0.152199	0.0538103	-0.707298	-0.250333
MYSM1	-0.72593	1.30555E-05	0.190562	0.0673738	-1.07325	-0.432252
NAA30	-0.260928	0.00268409	0.162743	0.0575383	-0.527319	-0.0960792
NAB1	-0.656483	3.40933E-06	0.141059	0.0498719	-0.855792	-0.432042
NAPB	-0.469114	0.000119434	0.173056	0.0611844	-0.762681	-0.316704
NAPEPLD	-0.478109	0.000368893	0.211448	0.0747583	-0.740621	-0.127782
NARS	-0.714759	2.11139E-07	0.102218	0.0361395	-0.88056	-0.554096
NBR1	-0.364419	7.51442E-07	0.0626965	0.0221666	-0.44111	-0.25175
NCEH1	-0.604529	0.000770632	0.302375	0.106906	-0.933362	-0.167678
NCOR1	-0.424382	0.00186739	0.247756	0.087595	-0.629044	0.0633163
NDEL1	-0.400336	2.05266E-06	0.0798136	0.0282184	-0.49104	-0.231495
NDNL2	-0.307459	0.00619654	0.225183	0.0796142	-0.628239	0.0451221
NDRG1	-0.323909	2.17708E-05	0.0918581	0.0324767	-0.431738	-0.195264
NDUFA10	-0.685506	0.000155203	0.2636	0.0931967	-1.02732	-0.216683
NEMF	-0.978163	2.63303E-07	0.144445	0.051069	-1.15728	-0.777175
NEO1	-0.84084	5.49205E-05	0.274749	0.0971384	-1.24725	-0.382712
NFIB	-0.86766	4.05921E-05	0.270608	0.0956744	-1.23775	-0.510035
NGRN	-0.360347	0.0026696	0.224526	0.079382	-0.597226	0.0120251
NHLRC3	-0.972556	3.25857E-05	0.293282	0.103691	-1.29399	-0.438094
NIPA1	-0.185107	0.00412749	0.125197	0.0442639	-0.369299	-0.0250516
NIPA2	-0.440231	0.000517067	0.205885	0.0727915	-0.753337	-0.14696
NOM1	-0.560848	0.00167187	0.321005	0.113492	-1.05602	0
NONO	-0.4562	1.27118E-05	0.119276	0.0421704	-0.668861	-0.310387
NPC1	-0.411347	0.00288913	0.260086	0.0919542	-0.73457	0.00902409
NPTN	-0.70318	2.84584E-05	0.20771	0.0734364	-0.83446	-0.208776
NR3C1	-0.844372	2.12746E-05	0.238622	0.0843655	-1.19557	-0.458165
NSA2	-0.275926	0.00299891	0.175678	0.0621115	-0.487311	-0.04441
NSD1	-0.231506	0.00145041	0.129204	0.0456804	-0.415124	-0.0164021
NT5C2	-0.543154	0.000259836	0.226869	0.0802105	-0.812727	-0.137292
NUB1	-0.231464	0.000333275	0.100678	0.0355949	-0.322944	-0.00416986
NUDT4	-0.965836	8.6287E-08	0.121333	0.0428975	-1.11128	-0.768099
NVL	-0.259247	9.85494E-05	0.0927864	0.0328049	-0.436693	-0.154417
OBFC2A	-0.14439	0.020394	0.136854	0.0483852	-0.354447	0.0107866
OCIAD1	-0.665933	3.2792E-07	0.101526	0.0358947	-0.84365	-0.528517
OCRL	-0.33738	0.0154596	0.299944	0.106046	-0.8193	0.082272
ODF2L	-0.300293	0.00150227	0.168638	0.0596226	-0.597226	-0.122103
OGT	-0.395242	7.27243E-09	0.0347636	0.0122908	-0.457689	-0.3594
ORMDL3	-0.192692	0.00173407	0.11101	0.039248	-0.334993	-0.0388939
OTUD4	-0.141117	0.0199527	0.133063	0.0470449	-0.294847	0.0707214
OTUD7B	-0.203191	0.00376669	0.135046	0.047746	-0.367903	0.0114614
PACSIN2	-0.509673	2.04959E-05	0.143223	0.0506369	-0.641632	-0.237072
PAFAH1B2	-0.0902497	0.0222974	0.0873793	0.0308932	-0.224027	0.00795707
PAK2	-0.61505	1.20543E-05	0.159529	0.0564022	-0.859581	-0.361715
PAN3	-0.254876	0.0060409	0.185724	0.0656634	-0.631666	0.0276473
PANK3	-0.477413	5.60014E-05	0.156468	0.0553199	-0.819792	-0.314611
PARP6	-0.327039	0.000435571	0.148653	0.0525566	-0.462415	-0.022299
PARP8	-0.693403	0.000134615	0.260681	0.0921645	-1.13688	-0.342224
PATZ1	-0.320136	0.013543	0.276314	0.0976919	-0.68047	0.00900206
PBXIP1	-1.41154	9.10372E-06	0.351023	0.124105	-1.94589	-0.840032
PCDHB2	-0.384755	6.04591E-05	0.127605	0.045115	-0.565402	-0.239165
PCGF3	-0.280589	0.00639177	0.206785	0.0731097	-0.55477	0.00649095
PCMTD2	-0.361385	0.000233913	0.148403	0.0524685	-0.562075	-0.153697
PDCD4	-0.284211	5.67627E-05	0.0933425	0.0330015	-0.421125	-0.172608
PDE4D	-1.78984	0.000421371	0.809111	0.286064	-3.02824	-0.6885
PDIA6	-0.674146	7.94391E-05	0.233278	0.0824761	-0.924169	-0.229176
PDPR	-0.332623	0.00309927	0.213083	0.0753361	-0.663599	0.0341928
PEBP1	-0.299259	0.000292064	0.127393	0.0450401	-0.417752	-0.0616342
PELI1	-0.761054	2.0291E-07	0.108213	0.038259	-0.983754	-0.629275
PER2	-0.85157	0.000024164	0.245355	0.086746	-1.27064	-0.633809
PERP	-0.392865	1.28068E-05	0.102832	0.0363565	-0.532421	-0.198484
PEX13	-0.492755	0.000896325	0.252912	0.0894177	-0.865603	-0.243946
PGRMC1	-0.279574	0.0186966	0.259631	0.0917936	-0.639691	0.104457
PHF1	-0.209857	0.0238778	0.206577	0.0730359	-0.525853	0.0840817
PHF12	-1.03881	0.00123491	0.5636	0.199263	-1.9325	-0.195292
PHF23	-0.188077	0.00226031	0.113663	0.0401858	-0.348524	-0.0427098
PHF20L1	-0.708665	0.00429023	0.482884	0.170725	-1.0878	0.116336
PHKB	-0.22415	0.000829816	0.113539	0.0401421	-0.462226	-0.116498
PIK3C3	-0.164276	0.017167	0.149574	0.0528825	-0.4035	0.0558958
PIK3C2B	-0.834836	4.05252E-08	0.0940307	0.0332449	-0.986101	-0.713703
PIP4K2C	-0.366813	0.000903819	0.18854	0.066659	-0.575031	-0.0806989
PKP4	-0.92512	0.000018786	0.256559	0.0907074	-1.36033	-0.642642
PLEC	-0.682094	3.4672E-06	0.146927	0.0519467	-0.932683	-0.453955
PLS1	-0.208197	0.0190383	0.194165	0.0686477	-0.564561	-0.027003
PMAIP1	-0.925824	0.000747969	0.460737	0.162895	-1.73349	-0.406195
PNRC1	-0.201431	0.0242389	0.19901	0.0703605	-0.548575	0.0393686
POGZ	-0.674587	9.95513E-05	0.241823	0.0854974	-0.989449	-0.289556
POLI	-0.267302	0.00052835	0.125462	0.0443575	-0.459684	-0.0269238
POLR3D	-0.158719	0.00929217	0.126311	0.0446575	-0.294261	0.0228365
POU2F1	-0.396186	0.000172154	0.154884	0.0547598	-0.593326	-0.205158
POU6F1	-1.17583	0.000819308	0.594298	0.210116	-2.11751	-0.27939
PPAPDC2	-0.125314	0.0243403	0.123934	0.0438173	-0.305138	0.109527
PPARA	-0.599461	0.000509426	0.279658	0.0988742	-0.934657	-0.141919
PPARGC1A	-1.69392	0.000340103	0.739236	0.26136	-2.9404	-0.702072
PPM1B	-0.387199	2.40694E-06	0.0790271	0.0279403	-0.471848	-0.263813
PPP1R15B	-0.395703	0.000454913	0.181162	0.0640505	-0.788937	-0.19672
PPP1R1C	-0.929946	0.0171379	0.846394	0.299246	-2.16481	0.711607
PPP2R5C	-0.21876	0.00271581	0.136739	0.0483444	-0.477175	-0.0381404
PPP3CA	-0.282019	0.00722464	0.213052	0.0753252	-0.648448	-0.0917468
PPPDE2	-0.258917	0.000170175	0.101034	0.0357209	-0.433207	-0.107067
PQLC3	-0.616826	6.09669E-05	0.204837	0.0724206	-0.93518	-0.318577
PREPL	-0.199763	0.000213164	0.0808148	0.0285723	-0.342435	-0.0749445
PRKAA1	-0.655411	2.28297E-06	0.13273	0.0469272	-0.88947	-0.453206
PRKAB2	-1.16824	6.73233E-08	0.141588	0.0500591	-1.34116	-0.905224
PRKAR2A	-0.272519	0.0162384	0.244995	0.0866189	-0.678083	0.0634647
PRPF40A	-0.315654	1.16769E-05	0.0814828	0.0288085	-0.401715	-0.158426
PRR13	-0.390154	0.00122047	0.211242	0.0746852	-0.698515	-0.131516
PRR14L	-0.704288	0.00927192	0.560226	0.19807	-1.3886	0
PRRC1	-0.237087	0.0034302	0.154804	0.0547314	-0.414976	0.00140949
PSAP	-0.828936	0.000162479	0.321087	0.113522	-1.22793	-0.158052
PSAT1	-1.49913	4.63005E-06	0.337067	0.119171	-1.87958	-1.08656
PSMB9	-0.599528	0.00367751	0.396651	0.140237	-1.33925	-0.166822
PTAR1	-0.179615	0.00564677	0.129138	0.0456573	-0.337799	0.0517248
PTEN	-0.212688	0.0138276	0.184422	0.0652032	-0.401248	0.0306349
PTPLB	-0.67493	5.01534E-07	0.109464	0.0387014	-0.810583	-0.518458
PTPN9	-0.597811	2.00393E-05	0.167417	0.059191	-0.835134	-0.274293
PTPN12	-0.859667	3.41401E-08	0.0944625	0.0333975	-1.00403	-0.741811
PTPN13	-3.13891	1.25421E-09	0.214527	0.0758467	-3.39492	-2.84079
PTTG1IP	-0.561215	0.000291411	0.238819	0.0844351	-0.791628	-0.165301
PVRL3	-1.40728	0.000210399	0.568128	0.200864	-2.1724	-0.80467
PWWP2A	-0.473736	0.0145927	0.41574	0.146986	-0.935651	0.0863883
PXK	-0.277823	0.00197879	0.163896	0.0579461	-0.477751	-0.0124827
PYGO2	-0.308198	0.000340974	0.134556	0.0475727	-0.440513	-0.124775
QSOX2	-0.308376	0.000955644	0.16003	0.0565792	-0.477693	0.00880435
RAB10	-0.10171	0.00713901	0.0766509	0.0271002	-0.234	0.005996
RAB21	-0.460304	0.000296694	0.196451	0.0694557	-0.700025	-0.211189
RAB11A	-0.201055	0.00966046	0.161317	0.0570342	-0.458811	-0.0376268
RAB11FIP1	-1.2383	1.74578E-05	0.339624	0.120075	-1.82389	-0.910364
RAB22A	-0.547086	1.23002E-07	0.072345	0.0255778	-0.640015	-0.427585
RAB3GAP2	-0.312184	3.12771E-05	0.0935536	0.0330762	-0.426929	-0.129697
RAB5A	-0.103824	0.00511933	0.0732174	0.0258863	-0.226132	-0.00335436
RAB7A	-0.223621	0.0106506	0.183182	0.0647646	-0.469599	0.0783172
RAB8B	-0.293505	0.00169895	0.168472	0.0595637	-0.571243	-0.113237
RAD52	-0.194216	0.0156132	0.173052	0.0611831	-0.44102	0.0539227
RAG1	-1.15571	0.0001117	0.421862	0.149151	-1.96162	-0.718966
RALGAPB	-0.193741	0.000983744	0.101044	0.0357244	-0.319063	-0.0122049
RALGPS1	-1.33465	1.14596E-07	0.17469	0.0617624	-1.68479	-1.12171
RANBP9	-0.345343	0.000372907	0.153003	0.0540948	-0.577263	-0.150025
RASGRP3	-1.71383	6.06811E-07	0.285793	0.101043	-2.16738	-1.24636
RBBP8	-0.272455	6.61965E-05	0.0916402	0.0323997	-0.430275	-0.163944
RBBP9	-0.205904	0.0251758	0.205328	0.0725945	-0.44121	0.0588366
RBL2	-0.605773	1.13988E-05	0.155809	0.0550867	-0.779072	-0.273414
RBM47	-0.3105	0.000345072	0.135826	0.0480218	-0.504381	-0.154607
RBM4	-0.300041	0.000189514	0.119114	0.042113	-0.500711	-0.142401
RBPJ	-0.296934	1.83212E-05	0.0820358	0.029004	-0.454206	-0.2091
RCOR1	-0.891351	9.98954E-06	0.224767	0.0794671	-1.22074	-0.595415
RCOR3	-0.164408	0.00405159	0.110802	0.0391745	-0.338348	0.0281949
REEP3	-0.474505	0.00440967	0.325046	0.114921	-0.987797	-0.0767721
REEP5	-0.579513	6.72192E-06	0.13773	0.0486947	-0.733719	-0.38733
RELL1	-0.884473	7.0373E-06	0.21165	0.0748296	-1.13153	-0.57708
REV1	-0.393043	0.000727759	0.194691	0.0688335	-0.603325	-0.104583
RFFL	-0.55072	0.000187709	0.218296	0.0771792	-0.748555	-0.195916
RGL2	-0.43535	5.30084E-06	0.0998721	0.0353101	-0.59712	-0.296153
RGP1	-0.168442	0.0117397	0.140904	0.0498173	-0.386848	-0.00138991
RHBDF2	-0.491576	0.00157257	0.278307	0.0983965	-0.814147	0.00117199
RHOBTB3	-1.00429	4.7937E-10	0.0597999	0.0211425	-1.06341	-0.877417
RHPN2	-0.387166	0.00036019	0.170558	0.0603013	-0.668861	-0.223041
RIT1	-1.07564	0.00021219	0.434832	0.153736	-1.56952	-0.47697
RNASEL	-0.494525	0.000143438	0.187794	0.0663953	-0.758772	-0.168884
RNF2	-0.548153	0.000116307	0.201368	0.0711944	-0.748463	-0.22457
RNF44	-0.745723	0.000296367	0.318206	0.112503	-1.22666	-0.296236
RNF141	-0.38846	0.00300275	0.247386	0.0874641	-0.872106	-0.175179
ROCK1	-0.472602	7.00988E-05	0.160381	0.0567031	-0.637982	-0.2447
ROCK2	-0.442568	0.000293169	0.188514	0.0666498	-0.669664	-0.122573
RPF1	-0.176067	0.016317	0.158459	0.0560238	-0.399622	-0.0102484
RPL5	-0.107962	0.00595687	0.0784506	0.0277365	-0.187575	0.010538
RPL13	-0.10014	0.00674238	0.0745981	0.0263744	-0.203778	0.0110092
RPRD2	-0.328846	0.00177961	0.19033	0.0672918	-0.53428	0.0316598
RPS6KA1	-0.276389	0.0250484	0.275273	0.0973236	-0.646745	0.0739023
RREB1	-0.83187	0.00032544	0.360425	0.12743	-1.24171	-0.161733
RRN3	-0.438872	4.37983E-06	0.0978664	0.034601	-0.554947	-0.271138
RSF1	-0.270198	0.000258839	0.112789	0.0398768	-0.440159	-0.131057
RSRC2	-0.440934	0.000012087	0.114414	0.0404515	-0.6299	-0.287901
RTN4	-1.32172	2.65607E-08	0.140072	0.0495231	-1.50194	-1.12268
RUFY2	-0.262911	0.008113	0.203398	0.071912	-0.562781	0.016361
RUNX2	-0.369264	0.0152396	0.32723	0.115693	-0.88679	0
RXRB	-0.588517	6.73022E-05	0.198457	0.0701652	-0.839177	-0.288255
SAMD9	-1.03633	0.000467258	0.476568	0.168492	-1.92329	-0.432907
SAMD4B	-0.372048	0.00333508	0.241641	0.0854331	-0.62837	-0.0394127
SAR1B	-0.596698	0.000217298	0.242143	0.0856106	-0.909553	-0.256941
SBDS	-0.303733	0.00336369	0.197589	0.0698584	-0.571894	-0.046538
SCARB2	-0.700127	3.65372E-07	0.108431	0.0383363	-0.837391	-0.550882
SCD	-1.42336	5.99344E-05	0.471422	0.166673	-1.93762	-0.57922
SCFD1	-0.833387	2.4527E-07	0.121804	0.0430643	-1.03176	-0.623179
SCYL2	-0.352079	8.40171E-05	0.122902	0.0434525	-0.555519	-0.19224
