Affymetrix ID	log2_FC	log2_AveExpr	t	P-value	Adjusted p-value	logOdds_diffExpressed	FC	Symbol	Name
200994_at	-0.427256228	9.943458728	-5.589765338	0.00011225	0.00481842	1.454971689	-1.344673792	IPO7	importin 7
217724_at	-0.426139384	11.73831415	-4.301702641	0.000997879	0.018843082	-0.721009463	-1.343633233	SERBP1	SERPINE1 mRNA binding protein 1
215438_x_at	-0.42580068	10.38234505	-6.340307095	3.49344E-05	0.002319651	2.612503695	-1.343317822	GSPT1	G1 to S phase transition 1
209104_s_at	-0.425651895	11.8746837	-8.218089721	2.60448E-06	0.000659497	5.148319539	-1.343179293	NHP2	NHP2 ribonucleoprotein homolog (yeast)
200993_at	-0.425232281	10.62327432	-8.793883644	1.27633E-06	0.000453671	5.831089793	-1.342788681	IPO7	importin 7
207332_s_at	-0.424907694	11.69865059	-7.601323761	5.82504E-06	0.000966775	4.369662753	-1.342486606	TFRC	transferrin receptor (p90, CD71)
201695_s_at	-0.424553886	10.34291566	-5.52852671	0.000123896	0.005028726	1.356793026	-1.342157413	PNP	purine nucleoside phosphorylase
210097_s_at	-0.424341847	10.41945405	-5.414552806	0.000149093	0.005593235	1.172587076	-1.341960165	NOL7	nucleolar protein 7, 27kDa
212422_at	-0.422359638	9.330984375	-9.034538454	9.57103E-07	0.000432207	6.1044843	-1.340117628	PDCD11	programmed cell death 11
213848_at	-0.422324324	8.414120082	-7.62575644	5.63746E-06	0.000958927	4.401478763	-1.340084825	DUSP7	dual specificity phosphatase 7
203465_at	-0.422171819	8.358965708	-5.755192627	8.62024E-05	0.004057688	1.717386043	-1.339943175	MRPL19	mitochondrial ribosomal protein L19
221923_s_at	-0.421948424	12.22597862	-7.034066107	1.27139E-05	0.001452845	3.607604829	-1.339735706	NPM1	nucleophosmin (nucleolar phosphoprotein B23, numatrin)
212251_at	-0.421619035	10.71384209	-6.103619005	5.00553E-05	0.00292529	2.256626136	-1.339429859	MTDH	metadherin
212018_s_at	-0.421529809	10.29487743	-4.608755986	0.000581003	0.013264854	-0.18251431	-1.339347022	RSL1D1	ribosomal L1 domain containing 1
202230_s_at	-0.421054908	10.58809309	-4.64459736	0.000545878	0.012841643	-0.120386841	-1.338906214	CHERP	calcium homeostasis endoplasmic reticulum protein
201593_s_at	-0.420939591	10.64784317	-5.339209533	0.000168671	0.005969515	1.049765525	-1.338799197	ZC3H15	zinc finger CCCH-type containing 15
201479_at	-0.419398615	11.53109525	-4.814772316	0.000406917	0.010567974	0.172363412	-1.337369958	DKC1	dyskeratosis congenita 1, dyskerin
201614_s_at	-0.418927778	10.01766615	-7.724478941	4.94263E-06	0.000918423	4.529205564	-1.336933566	RUVBL1	RuvB-like 1 (E. coli)
201014_s_at	-0.417992235	10.95287951	-5.679057572	9.72937E-05	0.004362166	1.597123494	-1.336066887	PAICS	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase
219037_at	-0.416196138	8.65035833	-5.582742349	0.000113525	0.00481842	1.443740685	-1.334404573	RRP15	ribosomal RNA processing 15 homolog (S. cerevisiae)
201563_at	-0.415593253	8.916176342	-4.348685437	0.000917931	0.017744625	-0.637922886	-1.333847058	SORD	sorbitol dehydrogenase
202882_x_at	-0.415279123	10.47765436	-6.219484072	4.19343E-05	0.00261743	2.431890188	-1.33355666	NOL7	nucleolar protein 7, 27kDa
206302_s_at	-0.415134801	8.404741077	-6.579930076	2.44621E-05	0.001974964	2.964244367	-1.333423263	NA	NA
212528_at	-0.414713999	9.45587177	-8.850444961	1.19221E-06	0.000443339	5.895964857	-1.333034389	NA	NA
205748_s_at	-0.414712641	9.679285981	-7.018407432	1.29983E-05	0.00146498	3.585921583	-1.333033134	RNF126	ring finger protein 126
209669_s_at	-0.414670819	10.80185436	-5.815339811	7.83866E-05	0.003797148	1.811778563	-1.332994492	SERBP1	SERPINE1 mRNA binding protein 1
211971_s_at	-0.414529593	10.95162773	-5.39790694	0.000153202	0.005680203	1.145523358	-1.332864011	LRPPRC	leucine-rich PPR-motif containing
200769_s_at	-0.414340123	10.53156526	-4.195569958	0.001206197	0.021563557	-0.909544412	-1.332688977	MAT2A	methionine adenosyltransferase II, alpha
40189_at	-0.413994091	11.18102603	-8.427400962	2.00138E-06	0.000586801	5.401302376	-1.332369368	SET	SET nuclear oncogene
221712_s_at	-0.413851051	9.391911023	-6.969261882	1.39355E-05	0.001508689	3.517637837	-1.332237273	WDR74	WD repeat domain 74
202043_s_at	-0.413679659	9.272098555	-5.022361403	0.000285856	0.00834103	0.524270583	-1.332079013	SMS	spermine synthase
210691_s_at	-0.413652285	9.063065899	-4.927687863	0.000335562	0.009265578	0.364506765	-1.332053738	CACYBP	calcyclin binding protein
212295_s_at	-0.412308316	11.07969938	-6.14471766	4.69989E-05	0.002825259	2.319025654	-1.330813416	SLC7A1	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1
200629_at	-0.411556656	9.890395609	-4.384147502	0.000862009	0.016938399	-0.575368524	-1.330120229	WARS	tryptophanyl-tRNA synthetase
211615_s_at	-0.410960839	10.14969373	-6.452030472	2.95582E-05	0.002156141	2.777567468	-1.329571018	LRPPRC	leucine-rich PPR-motif containing
209900_s_at	-0.410828997	8.749443604	-5.164899782	0.000225076	0.007245462	0.76244714	-1.329449519	SLC16A1	solute carrier family 16, member 1 (monocarboxylic acid transporter 1)
214359_s_at	-0.410436189	12.16537185	-6.848802871	1.65505E-05	0.001596511	3.348789134	-1.329087594	HSP90AB1	heat shock protein 90kDa alpha (cytosolic), class B member 1
201077_s_at	-0.409618806	11.74493181	-7.753972432	4.75324E-06	0.000908581	4.567107672	-1.32833479	NHP2L1	NHP2 non-histone chromosome protein 2-like 1 (S. cerevisiae)
216212_s_at	-0.409266906	9.783933606	-5.902734405	6.83372E-05	0.003512679	1.94796161	-1.328010825	DKC1	dyskeratosis congenita 1, dyskerin
221691_x_at	-0.408750297	12.64754135	-6.55810296	2.52611E-05	0.002024824	2.932558566	-1.327535367	NPM1	nucleophosmin (nucleolar phosphoprotein B23, numatrin)
202016_at	-0.40825638	9.474649959	-5.220202492	0.000205296	0.006807449	0.854078717	-1.327080954	MEST	mesoderm specific transcript homolog (mouse)
202246_s_at	-0.40804093	11.24252867	-6.962578049	1.40684E-05	0.001508689	3.508324224	-1.326882785	CDK4	cyclin-dependent kinase 4
213427_at	-0.407953034	9.203626056	-7.957238058	3.6412E-06	0.000772733	4.825151545	-1.326801947	RPP40	ribonuclease P/MRP 40kDa subunit
208691_at	-0.406991513	11.21931243	-8.152540222	2.83124E-06	0.000693281	5.067942554	-1.32591796	TFRC	transferrin receptor (p90, CD71)
222011_s_at	-0.406852953	9.350542715	-5.354367384	0.000164525	0.005894066	1.074542086	-1.325790622	NA	NA
201017_at	-0.406433678	8.827197811	-6.261111041	3.93681E-05	0.002513582	2.494364242	-1.325405378	EIF1AX	eukaryotic translation initiation factor 1A, X-linked
209273_s_at	-0.406218624	8.841902436	-6.597816943	2.38274E-05	0.001944859	2.990157533	-1.325207822	ISCA1	iron-sulfur cluster assembly 1 homolog (S. cerevisiae)
210825_s_at	-0.406013431	11.23789525	-6.752468417	1.90165E-05	0.001749905	3.212232967	-1.325019352	PEBP1	phosphatidylethanolamine binding protein 1
203277_at	-0.405263668	9.755399052	-8.275095634	2.42304E-06	0.000638188	5.217771535	-1.324330924	DFFA	DNA fragmentation factor, 45kDa, alpha polypeptide
218140_x_at	-0.404356237	10.20881653	-4.38440039	0.000861623	0.016938399	-0.574922931	-1.323498204	SRPRB	signal recognition particle receptor, B subunit
210153_s_at	-0.403752044	10.71557074	-7.520059263	6.49838E-06	0.001025218	4.263251486	-1.322944046	ME2	malic enzyme 2, NAD(+)-dependent, mitochondrial
203737_s_at	-0.403706735	9.652620918	-4.892890076	0.000356039	0.009670362	0.305476058	-1.322902499	PPRC1	peroxisome proliferator-activated receptor gamma, coactivator-related 1
212060_at	-0.40356244	8.607270047	-4.497622126	0.000705682	0.014931716	-0.376152636	-1.322770191	SR140	U2-associated SR140 protein
202088_at	-0.403308388	9.938136908	-6.267617241	3.89823E-05	0.0024961	2.504105261	-1.322537278	SLC39A6	solute carrier family 39 (zinc transporter), member 6
217832_at	-0.402925581	10.68483986	-5.857139384	7.33982E-05	0.003650741	1.877056487	-1.3221864	SYNCRIP	synaptotagmin binding, cytoplasmic RNA interacting protein
200875_s_at	-0.401744964	10.92504975	-5.812010877	7.8799E-05	0.003800601	1.806568497	-1.321104844	NOP56	NOP56 ribonucleoprotein homolog (yeast)
203176_s_at	-0.400997591	8.797743202	-7.37113855	7.95732E-06	0.001114698	4.065876969	-1.320420637	TFAM	transcription factor A, mitochondrial
209853_s_at	-0.400260427	9.622966167	-6.987904992	1.35718E-05	0.001489755	3.543581996	-1.319746122	PSME3	proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)
201797_s_at	-0.400077253	9.077165511	-6.025920739	5.6423E-05	0.003104728	2.137962317	-1.31957857	VARS	valyl-tRNA synthetase
218209_s_at	-0.399311519	8.856051662	-6.273490111	3.86375E-05	0.002488322	2.512892603	-1.318878367	RPRD1A	regulation of nuclear pre-mRNA domain containing 1A
213671_s_at	-0.399254582	9.718248434	-4.856907759	0.000378593	0.010019218	0.244263721	-1.318826317	MARS	methionyl-tRNA synthetase
208688_x_at	-0.399074856	11.58576565	-6.870646727	1.60401E-05	0.001588536	3.379564581	-1.318662033	EIF3B	eukaryotic translation initiation factor 3, subunit B
201024_x_at	-0.398402569	9.772571971	-7.194084748	1.016E-05	0.001257263	3.827173279	-1.318047688	EIF5B	eukaryotic translation initiation factor 5B
200610_s_at	-0.398013896	12.33927173	-6.168295787	4.53352E-05	0.002767095	2.35470914	-1.317692643	NCL	nucleolin
201016_at	-0.397929282	9.252994613	-4.668309388	0.000523864	0.012498133	-0.079372721	-1.317615363	EIF1AX	eukaryotic translation initiation factor 1A, X-linked
204133_at	-0.397555648	9.1129638	-6.380857001	3.28721E-05	0.002267765	2.672629336	-1.317274167	RRP9	ribosomal RNA processing 9, small subunit (SSU) processome component, homolog (yeast)
201200_at	-0.397503408	9.894124861	-4.327445206	0.000953218	0.018169846	-0.675455826	-1.317226469	CREG1	cellular repressor of E1A-stimulated genes 1
201606_s_at	-0.396368447	10.29690631	-8.51991389	1.78414E-06	0.000552168	5.511358134	-1.316190622	PWP1	PWP1 homolog (S. cerevisiae)
204977_at	-0.396038607	9.837782407	-7.271218809	9.12957E-06	0.001169162	3.931709145	-1.315889739	DDX10	DEAD (Asp-Glu-Ala-Asp) box polypeptide 10
218006_s_at	-0.395735971	8.5519031	-5.354549135	0.000164476	0.005894066	1.074838967	-1.315613732	ZNF22	zinc finger protein 22 (KOX 15)
219293_s_at	-0.39529743	10.81972603	-5.364948667	0.000161695	0.005853157	1.091818007	-1.31521388	OLA1	Obg-like ATPase 1
213701_at	-0.394822336	8.476202852	-4.770376632	0.000439168	0.011183986	0.096351838	-1.314780839	C12orf29	chromosome 12 open reading frame 29
211996_s_at	-0.394521316	9.71992664	-4.756718763	0.000449619	0.011345198	0.072915678	-1.314506536	NA	NA
218708_at	-0.394405159	10.25354544	-4.639326387	0.000550902	0.012881163	-0.129513508	-1.314400705	NXT1	NTF2-like export factor 1
208778_s_at	-0.393785729	11.89522661	-5.863523986	7.26663E-05	0.003640624	1.887004083	-1.31383648	TCP1	t-complex 1
218398_at	-0.393280158	9.870849051	-6.179313031	4.45793E-05	0.002744091	2.371354106	-1.313376147	MRPS30	mitochondrial ribosomal protein S30
213187_x_at	-0.392472234	11.90992753	-6.715453613	2.00654E-05	0.001749905	3.159401678	-1.312640848	FTL	ferritin, light polypeptide
218976_at	-0.392320496	9.634755994	-6.713000506	2.01371E-05	0.001749905	3.155893233	-1.312502796	DNAJC12	DnaJ (Hsp40) homolog, subfamily C, member 12
201019_s_at	-0.391641115	10.25116947	-5.262062441	0.000191542	0.006427908	0.923144333	-1.311884869	NA	NA
204258_at	-0.3915771	8.755625983	-5.455025529	0.000139577	0.005362418	1.238219478	-1.31182666	CHD1	chromodomain helicase DNA binding protein 1
212092_at	-0.391463129	9.397788981	-5.721988607	9.08659E-05	0.004166181	1.665044097	-1.311723031	PEG10	paternally expressed 10
202138_x_at	-0.39047953	10.92634465	-4.318983841	0.000967664	0.018382317	-0.690421143	-1.310829032	AIMP2	aminoacyl tRNA synthetase complex-interacting multifunctional protein 2
210574_s_at	-0.390260207	10.32846604	-9.362310078	6.5271E-07	0.00039309	6.465995083	-1.31062977	NUDC	nuclear distribution gene C homolog (A. nidulans)
221059_s_at	-0.39011437	9.89660277	-5.164215104	0.000225333	0.007245462	0.761309946	-1.310497289	NA	NA
209226_s_at	-0.389609739	9.759805728	-4.415207198	0.000815937	0.016453871	-0.520694361	-1.310038979	TNPO1	transportin 1
209406_at	-0.388289678	9.294157218	-5.289466741	0.000183065	0.006266116	0.968221978	-1.308840847	BAG2	BCL2-associated athanogene 2
219275_at	-0.387310286	8.917238886	-6.512102134	2.70371E-05	0.00208466	2.865548718	-1.307952624	PDCD5	programmed cell death 5
209654_at	-0.387309712	9.424018836	-6.112104527	4.94074E-05	0.002920279	2.269530436	-1.307952105	KIAA0947	KIAA0947
205048_s_at	-0.38728001	8.405967637	-4.174328322	0.00125304	0.022159921	-0.947413108	-1.307925177	PSPH	phosphoserine phosphatase
218859_s_at	-0.386499907	8.593649562	-4.569450741	0.000622245	0.013796501	-0.250828464	-1.307218139	ESF1	ESF1, nucleolar pre-rRNA processing protein, homolog (S. cerevisiae)
202264_s_at	-0.386123128	9.594747292	-5.650511631	0.000101832	0.004502234	1.551808475	-1.306876786	TOMM40	translocase of outer mitochondrial membrane 40 homolog (yeast)
200832_s_at	-0.386038799	10.27564325	-6.445832138	2.98322E-05	0.002158711	2.768458732	-1.306800397	SCD	stearoyl-CoA desaturase (delta-9-desaturase)
204228_at	-0.386032222	10.27827829	-8.929944834	1.08387E-06	0.000432207	5.986504549	-1.306794441	PPIH	peptidylprolyl isomerase H (cyclophilin H)
210567_s_at	-0.385795708	8.127833489	-6.974455015	1.38332E-05	0.001508689	3.524869765	-1.306580224	SKP2	S-phase kinase-associated protein 2 (p45)
212058_at	-0.385794424	10.49530303	-5.53582337	0.000122444	0.004987958	1.36852042	-1.30657906	SR140	U2-associated SR140 protein
214390_s_at	-0.385788374	9.264267106	-5.883317738	7.04458E-05	0.00358389	1.917804917	-1.306573581	BCAT1	branched chain amino-acid transaminase 1, cytosolic
201113_at	-0.385732448	11.76127249	-6.746237883	1.91889E-05	0.001749905	3.203354214	-1.306522933	TUFM	Tu translation elongation factor, mitochondrial
207618_s_at	-0.385341165	9.395595409	-6.355249485	3.41589E-05	0.002302593	2.634688279	-1.30616863	BCS1L	BCS1-like (S. cerevisiae)
215091_s_at	-0.384785961	12.09031313	-5.331400366	0.000170849	0.006009325	1.036987796	-1.305666063	GTF3A	general transcription factor IIIA
217810_x_at	-0.384714312	9.66685264	-6.412446685	3.1355E-05	0.002198343	2.7192986	-1.305601222	LARS	leucyl-tRNA synthetase
207622_s_at	-0.384711039	9.543484976	-5.539260292	0.000121766	0.004978684	1.374041594	-1.30559826	ABCF2	ATP-binding cassette, sub-family F (GCN20), member 2
201573_s_at	-0.384668033	10.1352401	-5.536868709	0.000122237	0.004987958	1.37019987	-1.305559341	ETF1	eukaryotic translation termination factor 1
221513_s_at	-0.384588444	9.302295334	-5.621983361	0.000106591	0.004639018	1.506399693	-1.305487319	NA	NA
201013_s_at	-0.384582832	11.06856494	-4.319194029	0.000967302	0.018382317	-0.690049298	-1.305482241	PAICS	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase
219940_s_at	-0.384019149	9.912912982	-5.85112269	7.40951E-05	0.003677195	1.867676492	-1.304972268	PCID2	PCI domain containing 2
218403_at	-0.383337275	9.998496356	-5.875019714	7.13678E-05	0.003616524	1.904899642	-1.304355633	TRIAP1	TP53 regulated inhibitor of apoptosis 1
201387_s_at	-0.383228447	12.15678963	-5.310425354	0.000176849	0.006128648	1.002623446	-1.304257245	UCHL1	ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase)
201268_at	-0.382947848	12.38912808	-5.061133646	0.000267785	0.008085443	0.589340884	-1.304003596	NA	NA
201027_s_at	-0.382703818	9.654819221	-6.344256368	3.47276E-05	0.002317565	2.618370332	-1.303783044	EIF5B	eukaryotic translation initiation factor 5B
203893_at	-0.381807399	9.807072768	-6.898060533	1.54231E-05	0.001552803	3.418089058	-1.30297319	TAF9	TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa
215380_s_at	-0.381413261	11.10370475	-4.8108639	0.000409654	0.010626678	0.165682093	-1.302617271	GGCT	gamma-glutamylcyclotransferase
218150_at	-0.381064955	10.23110384	-5.443668952	0.000142181	0.005441311	1.219827525	-1.302302822	ARL5A	ADP-ribosylation factor-like 5A
218199_s_at	-0.380916756	9.167928499	-8.257458138	2.47769E-06	0.00064198	5.196327685	-1.302169052	NOL6	nucleolar protein family 6 (RNA-associated)
206158_s_at	-0.380566365	11.40926387	-5.884626633	7.03015E-05	0.00358389	1.919839593	-1.301852829	CNBP	CCHC-type zinc finger, nucleic acid binding protein
210337_s_at	-0.380526204	10.64365319	-6.690418874	2.08096E-05	0.001769847	3.123555249	-1.301816589	ACLY	ATP citrate lyase
203832_at	-0.38049751	10.89409497	-8.951610567	1.0562E-06	0.000432207	6.011048908	-1.301790697	SNRPF	small nuclear ribonucleoprotein polypeptide F
218684_at	-0.380304818	9.997027791	-3.732123254	0.002799254	0.038080445	-1.74428147	-1.301616837	LRRC8D	leucine rich repeat containing 8 family, member D
218244_at	-0.380046003	9.492367813	-8.287494761	2.38539E-06	0.000638188	5.23282275	-1.301383352	NOL8	nucleolar protein 8
201490_s_at	-0.379992321	10.66140962	-5.960079426	6.24902E-05	0.003307527	2.036694357	-1.301334929	PPIF	peptidylprolyl isomerase F
201918_at	-0.379850297	9.740125489	-6.726782879	1.9738E-05	0.001749905	3.175593354	-1.301206827	SLC25A36	solute carrier family 25, member 36
208625_s_at	-0.379574379	10.74355814	-6.199026849	4.32599E-05	0.002677666	2.401092349	-1.300957993	EIF4G1	eukaryotic translation initiation factor 4 gamma, 1
217739_s_at	-0.379563496	8.799749682	-5.501929583	0.000129344	0.005146346	1.313978459	-1.300948179	NAMPT	nicotinamide phosphoribosyltransferase
218481_at	-0.379441701	9.672878838	-5.932686022	6.52144E-05	0.003403015	1.994369058	-1.300838355	EXOSC5	exosome component 5
211501_s_at	-0.379025012	10.18314251	-4.705671768	0.000491037	0.011989403	-0.014892356	-1.300462692	EIF3B	eukaryotic translation initiation factor 3, subunit B
212250_at	-0.378528938	9.944808132	-4.567460043	0.000624413	0.013826961	-0.254293404	-1.300015602	MTDH	metadherin
208836_at	-0.37818783	11.63243443	-6.358985578	3.39679E-05	0.002300625	2.640229933	-1.299708266	ATP1B3	ATPase, Na+/K+ transporting, beta 3 polypeptide
201947_s_at	-0.377994621	11.79830318	-5.543814588	0.000120874	0.00497862	1.381355047	-1.299534218	CCT2	chaperonin containing TCP1, subunit 2 (beta)
208722_s_at	-0.377732365	10.12507265	-6.036881312	5.54751E-05	0.003077645	2.154756876	-1.299298006	ANAPC5	anaphase promoting complex subunit 5
201487_at	-0.3775734	9.646410912	-4.847493975	0.000384737	0.010157687	0.228220497	-1.29915485	CTSC	cathepsin C
201018_at	-0.377323338	9.467126877	-5.723946475	9.05836E-05	0.004166181	1.66813502	-1.298929688	EIF1AX	eukaryotic translation initiation factor 1A, X-linked
208787_at	-0.377190163	11.45870127	-4.08631084	0.001468116	0.024915485	-1.104779087	-1.298809789	MRPL3	mitochondrial ribosomal protein L3
201948_at	-0.376695443	8.739280412	-5.577791299	0.000114433	0.004847724	1.435818659	-1.298364485	GNL2	guanine nucleotide binding protein-like 2 (nucleolar)
211941_s_at	-0.376642324	11.66983125	-7.987909269	3.49913E-06	0.000764423	4.863611529	-1.298316682	PEBP1	phosphatidylethanolamine binding protein 1
44040_at	-0.376600475	9.206355152	-7.898781433	3.92933E-06	0.00080225	4.751505701	-1.298279021	FBXO41	F-box protein 41
210692_s_at	-0.376373443	9.679896015	-5.418859765	0.000148048	0.005591458	1.179582917	-1.298074731	SLC43A3	solute carrier family 43, member 3
209567_at	-0.376350816	9.812215467	-6.083530096	5.16251E-05	0.002964854	2.226032808	-1.298054373	RRS1	RRS1 ribosome biogenesis regulator homolog (S. cerevisiae)
209434_s_at	-0.376309823	8.919121878	-5.704620821	9.34105E-05	0.004256579	1.637600051	-1.29801749	PPAT	phosphoribosyl pyrophosphate amidotransferase
201953_at	-0.375969241	9.656987173	-7.41421139	7.50247E-06	0.001085568	4.123281489	-1.297711099	CIB1	calcium and integrin binding 1 (calmyrin)
204957_at	-0.375306795	9.718351927	-5.825119681	7.71882E-05	0.003764763	1.82707525	-1.297115362	ORC5L	origin recognition complex, subunit 5-like (yeast)
219177_at	-0.375191502	8.38437882	-6.705104256	2.03696E-05	0.001749905	3.144593965	-1.297011708	BRIX1	BRX1, biogenesis of ribosomes, homolog (S. cerevisiae)
203025_at	-0.374382621	9.455859276	-8.916562525	1.10134E-06	0.000432207	5.971316447	-1.296284711	NAA10	N(alpha)-acetyltransferase 10, NatA catalytic subunit
201595_s_at	-0.374370281	9.807703324	-5.064142152	0.000266434	0.008055563	0.594381173	-1.296273624	ZC3H15	zinc finger CCCH-type containing 15
212061_at	-0.37376462	9.283922332	-6.634153415	2.25912E-05	0.001872966	3.042653173	-1.295729546	SR140	U2-associated SR140 protein
211929_at	-0.373082326	9.945518661	-4.027874149	0.00163168	0.026833004	-1.209639763	-1.295116901	HNRNPA3	heterogeneous nuclear ribonucleoprotein A3
203625_x_at	-0.372655418	9.380534224	-4.572820858	0.000618592	0.013756574	-0.244963653	-1.29473372	SKP2	S-phase kinase-associated protein 2 (p45)
202212_at	-0.371739265	9.640667466	-9.414629426	6.14614E-07	0.000380429	6.522570079	-1.293911788	PES1	pescadillo homolog 1, containing BRCT domain (zebrafish)
207657_x_at	-0.371702879	10.05560586	-5.565379777	0.000116743	0.004902185	1.415943302	-1.293879155	TNPO1	transportin 1
218229_s_at	-0.371438427	9.250544859	-6.537242908	2.60506E-05	0.002058459	2.902210509	-1.293642003	POGK	pogo transposable element with KRAB domain
221970_s_at	-0.371240017	10.55768321	-5.527213555	0.000124159	0.005030248	1.354681647	-1.293464104	NOL11	nucleolar protein 11
200975_at	-0.370876836	10.30245805	-5.831044173	7.64717E-05	0.003745094	1.83633474	-1.293138531	PPT1	palmitoyl-protein thioesterase 1
201503_at	-0.370689343	9.918517803	-3.802191039	0.002461462	0.035024754	-1.617101164	-1.292970485	G3BP1	GTPase activating protein (SH3 domain) binding protein 1
204593_s_at	-0.369966364	8.984930346	-5.114306295	0.000244929	0.007611917	0.678235773	-1.292322701	SMCR7L	Smith-Magenis syndrome chromosome region, candidate 7-like
218049_s_at	-0.369774922	9.593802394	-3.701539029	0.002961254	0.039443026	-1.799876156	-1.292151223	MRPL13	mitochondrial ribosomal protein L13
212907_at	-0.368645403	8.987338129	-7.04671233	1.24891E-05	0.001441945	3.625090829	-1.291139965	SLC30A1	solute carrier family 30 (zinc transporter), member 1
201368_at	-0.36775604	9.947892686	-4.409954895	0.000823545	0.016516063	-0.529932352	-1.290344275	ZFP36L2	zinc finger protein 36, C3H type-like 2
221652_s_at	-0.367394916	9.786458037	-7.560702993	6.1518E-06	0.000993337	4.316585676	-1.290021326	C12orf11	chromosome 12 open reading frame 11
200891_s_at	-0.366568302	10.18669332	-6.344057359	3.4738E-05	0.002317565	2.61807476	-1.289282401	SSR1	signal sequence receptor, alpha
201821_s_at	-0.36648675	9.680900031	-6.099007141	5.04111E-05	0.00292529	2.249608124	-1.289209522	TIMM17A	translocase of inner mitochondrial membrane 17 homolog A (yeast)
209511_at	-0.36594604	9.795607801	-8.638206126	1.54242E-06	0.000489404	5.650535136	-1.288726429	POLR2F	polymerase (RNA) II (DNA directed) polypeptide F
200895_s_at	-0.365427656	10.66336384	-7.458595811	7.06263E-06	0.00105603	4.182163395	-1.288263451	FKBP4	FK506 binding protein 4, 59kDa
201946_s_at	-0.365330272	11.02827038	-5.414701689	0.000149056	0.005593235	1.172828955	-1.288176494	CCT2	chaperonin containing TCP1, subunit 2 (beta)
212964_at	-0.365298485	8.561998218	-8.232157946	2.55839E-06	0.000655272	5.165497966	-1.288148112	HIC2	hypermethylated in cancer 2
202268_s_at	-0.365288255	10.63073749	-4.514537767	0.000685037	0.014705854	-0.346583351	-1.288138978	NAE1	NEDD8 activating enzyme E1 subunit 1
201144_s_at	-0.365015507	10.57434463	-6.925626024	1.48281E-05	0.001529693	3.456716484	-1.287895473	EIF2S1	eukaryotic translation initiation factor 2, subunit 1 alpha, 35kDa
218595_s_at	-0.364727869	10.04464137	-5.470128772	0.000136192	0.005305548	1.262649627	-1.287638724	HEATR1	HEAT repeat containing 1
219029_at	-0.364527097	7.598540532	-4.545943382	0.000648358	0.014136353	-0.291775205	-1.287459542	C5orf28	chromosome 5 open reading frame 28
214173_x_at	-0.364306456	10.21873574	-7.892770837	3.96031E-06	0.00080225	4.74390762	-1.287262658	C19orf2	chromosome 19 open reading frame 2
200840_at	-0.363826149	11.97497238	-5.763697829	8.50489E-05	0.004022366	1.730766777	-1.286834169	KARS	lysyl-tRNA synthetase
222163_s_at	-0.363246821	9.168300746	-5.891543286	6.95443E-05	0.003554254	1.930587236	-1.286317532	SPATA5L1	spermatogenesis associated 5-like 1
201459_at	-0.363191188	10.76280913	-8.890556142	1.13617E-06	0.000436503	5.941740049	-1.28626793	RUVBL2	RuvB-like 2 (E. coli)
218016_s_at	-0.362910548	10.02521029	-5.074553962	0.000261813	0.007964518	0.611814752	-1.286017744	POLR3E	polymerase (RNA) III (DNA directed) polypeptide E (80kD)
209080_x_at	-0.362576844	10.70928901	-6.775676271	1.83887E-05	0.001712902	3.24525491	-1.285720314	GLRX3	glutaredoxin 3
221516_s_at	-0.362378808	10.53059444	-4.166836529	0.001270008	0.02233381	-0.960779518	-1.285543838	SMCR7L	Smith-Magenis syndrome chromosome region, candidate 7-like
218826_at	-0.362197386	9.469878524	-5.036435634	0.000279153	0.008260766	0.547915227	-1.285382188	SLC35F2	solute carrier family 35, member F2
218465_at	-0.36065336	9.005188735	-6.118410047	4.89317E-05	0.002907589	2.279112485	-1.284007261	TMEM33	transmembrane protein 33
211576_s_at	-0.360427706	9.394873443	-7.962399667	3.61687E-06	0.000772733	4.831632601	-1.283806443	SLC19A1	solute carrier family 19 (folate transporter), member 1
212973_at	-0.359985346	10.292726	-5.344009073	0.000167346	0.00594733	1.057614341	-1.283412861	RPIA	ribose 5-phosphate isomerase A
203857_s_at	-0.359923347	8.299062887	-6.89961457	1.53889E-05	0.001552803	3.420269664	-1.283357709	PDIA5	protein disulfide isomerase family A, member 5
220147_s_at	-0.359628304	10.82289207	-6.161397149	4.58154E-05	0.002781758	2.344277303	-1.283095279	FAM60A	family with sequence similarity 60, member A
217915_s_at	-0.359432802	11.04753416	-5.015821301	0.000289028	0.008386981	0.513273851	-1.282921416	RSL24D1	ribosomal L24 domain containing 1
221509_at	-0.359112777	9.737800972	-4.947837822	0.000324272	0.00911654	0.398613588	-1.282636864	DENR	density-regulated protein
201819_at	-0.357641969	9.345109562	-7.714440085	5.00892E-06	0.000918423	4.516277788	-1.281329899	SCARB1	scavenger receptor class B, member 1
211686_s_at	-0.357573837	9.640480985	-6.583541424	2.43326E-05	0.001971646	2.969480041	-1.28126939	MAK16	MAK16 homolog (S. cerevisiae)
