ID	Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
ILMN_2069224	PVALB	-4.304225053	8.548850796	-4.639780968	0.000857213	0.087648227	-0.286870671
ILMN_1693009	FGL2	-4.82915312	10.33168118	-4.635312962	0.00086319	0.087648227	-0.29314113
ILMN_2085760	ARPC1B	-5.046365674	11.18019028	-4.630669449	0.000869448	0.087648227	-0.299661435
ILMN_2374865	ATF3	-3.786895842	10.17124094	-4.629951896	0.000870419	0.087648227	-0.300669324
ILMN_2061405	NUP54	4.166772664	9.015302973	4.627526125	0.000873711	0.087648227	-0.304077255
ILMN_1778104	ACADM	-3.678658884	8.924835369	-4.625456867	0.00087653	0.087648227	-0.306985099
ILMN_1805998	C18orf21	3.719571564	9.016403557	4.62278878	0.000880179	0.087648227	-0.31073551
ILMN_2379560	CDC14B	-3.883434461	8.13718163	-4.622127906	0.000881085	0.087648227	-0.311664655
ILMN_2364376	ILK	-3.892861014	11.61594281	-4.621761622	0.000881588	0.087648227	-0.312179657
ILMN_1808707	FSCN1	-5.079589388	9.241961554	-4.621659108	0.000881728	0.087648227	-0.312323798
ILMN_2393712	CTTN	-4.971873859	8.875384357	-4.616357162	0.00088904	0.088059448	-0.319781028
ILMN_1674024	IKZF5	6.509784046	9.04538884	4.608546688	0.000899929	0.088671123	-0.330775057
ILMN_1813314	HIST1H2BK	-4.583224475	10.48282788	-4.607349652	0.00090161	0.088671123	-0.332460904
ILMN_1710284	HES1	-3.422895599	7.957836727	-4.601235712	0.000910249	0.089204411	-0.341075193
ILMN_2217935	RFC1	3.696373647	8.95270092	4.59757392	0.000915465	0.089399674	-0.346237482
ILMN_2384536	PECI	-3.650876427	8.557926393	-4.595146601	0.00091894	0.089424146	-0.349660675
ILMN_1668027	LOC727762	5.591921256	8.810614759	4.592762075	0.000922367	0.089443824	-0.35302447
ILMN_1796180	CRY2	3.896145836	8.470612262	4.589038576	0.000927746	0.089646225	-0.358279012
ILMN_1795927	PSPC1	3.367959181	8.580008611	4.586852703	0.000930919	0.089646225	-0.361364753
ILMN_1759729	NDUFA8	-4.555996045	10.7267631	-4.582522997	0.000937238	0.089687692	-0.367479226
ILMN_1777721	MAPRE1	3.527841296	12.03898261	4.581048014	0.000939401	0.089687692	-0.369562928
ILMN_1733377	FASTKD5	6.08829676	10.1189294	4.57992524	0.000941051	0.089687692	-0.371149307
ILMN_1696485	HNRNPAB	-4.240161867	9.149880423	-4.571929253	0.000952892	0.090505114	-0.382452961
ILMN_1789627	SEPT5	-5.261648494	13.57049398	-4.568597803	0.000957871	0.090667557	-0.38716564
ILMN_1693242	ZNF342	-6.321124848	9.002360667	-4.558331648	0.000973389	0.091823072	-0.401699712
ILMN_1693428	TNNC2	-3.818334398	8.382117329	-4.553918072	0.000980143	0.091912589	-0.40795348
ILMN_1746686	POLR1C	3.595292466	9.687824774	4.553381745	0.000980967	0.091912589	-0.408713641
ILMN_1734198	RNGTT	3.592753268	9.419356809	4.549508167	0.00098694	0.091939405	-0.414205254
ILMN_2310968	RUFY1	-3.652603171	9.176172975	-4.545831207	0.000992645	0.091939405	-0.419420407
ILMN_1660786	HIPK1	4.446553318	8.086327745	4.544992083	0.000993952	0.091939405	-0.420610876
ILMN_1729417	GNE	3.795864989	8.605668647	4.542014006	0.000998605	0.091939405	-0.424836826
ILMN_1906110		3.792877531	8.328310488	4.539614867	0.00100237	0.091939405	-0.428242311
ILMN_1662795	CA2	-7.056429389	10.30307147	-4.539539288	0.001002489	0.091939405	-0.428349607
ILMN_2101278	RGS18	-7.331071311	11.10979816	-4.538288429	0.001004458	0.091939405	-0.430125545
ILMN_1779147	ENC1	6.081241342	9.858444791	4.530807122	0.001016322	0.092300736	-0.440752684
ILMN_2405915	MRPS11	-3.498990279	9.311972098	-4.525618444	0.001024637	0.092300736	-0.44812856
ILMN_1768814	KLHL6	-3.992251157	8.556689358	-4.524231863	0.001026871	0.092300736	-0.450100379
ILMN_1654552	MRPS31	-3.510874741	10.08649854	-4.523099884	0.001028699	0.092300736	-0.451710369
ILMN_2101920	HNRPH1	3.354118106	9.947174917	4.522770882	0.001029231	0.092300736	-0.452178341
ILMN_2395969	PRDX3	-4.120872292	9.778015552	-4.522125807	0.001030274	0.092300736	-0.453095947
ILMN_1774375	LOC284422	-5.113970577	8.67276421	-4.521244387	0.001031702	0.092300736	-0.454349859
ILMN_1764186	LOC146517	4.45477986	9.899829882	4.516392286	0.0010396	0.092492046	-0.461254756
ILMN_1691572	TST	-5.509052052	10.44483406	-4.514480954	0.001042729	0.092492046	-0.463975782
ILMN_1695246	KLHDC8B	-3.515372962	8.416821453	-4.513800113	0.001043845	0.092492046	-0.46494519
ILMN_1781479	SUV39H1	3.66975721	9.076927137	4.509371443	0.001051141	0.092550707	-0.471252761
ILMN_1797519	DLK1	-5.654502402	9.435524305	-4.509346953	0.001051182	0.092550707	-0.47128765
ILMN_1741003	ANXA5	-4.625058506	11.03829457	-4.501509483	0.001064226	0.093402656	-0.482458124
ILMN_1685140	PRRC1	4.233505149	8.320378412	4.498730519	0.001068892	0.093516241	-0.486421296
ILMN_1668374	ITGB5	-5.858122308	9.398493127	-4.494788012	0.001075549	0.093802735	-0.492045998
ILMN_1753607	PNO1	3.58014692	8.277601142	4.491025382	0.001081943	0.094064578	-0.497416437
ILMN_2194649	TADA1L	4.471189826	8.221090478	4.485904836	0.001090709	0.094391626	-0.504728749
ILMN_1717180	MTMR6	3.806899752	8.116072984	4.48317136	0.001095419	0.094391626	-0.508633993
ILMN_1751956	MGST3	-4.173749046	10.72817887	-4.479253073	0.001102208	0.094391626	-0.514234066
ILMN_2193706	HRK	4.147490975	8.689527015	4.477248463	0.001105699	0.094391626	-0.51710005
ILMN_1782167	RPL32	3.545548379	8.934222876	4.477091533	0.001105973	0.094391626	-0.517324439
ILMN_1678766	DYNLT1	6.251599492	10.82076185	4.477004145	0.001106125	0.094391626	-0.517449395
ILMN_1679071	MTX3	4.335201143	8.951514193	4.468022614	0.001121915	0.095325474	-0.530298628
ILMN_1786065	UHRF1	-3.870789083	8.508924837	-4.4668789	0.001123943	0.095325474	-0.531935797
ILMN_1656420	MGC3020	4.089164357	9.365507556	4.454171183	0.001146734	0.096668153	-0.550140525
ILMN_2326953	LAT2	-3.318551448	9.796401142	-4.454165456	0.001146745	0.096668153	-0.550148735
ILMN_1795893	C1orf119	4.308186925	10.32822464	4.451881736	0.001150892	0.096723778	-0.553423102
ILMN_1681296	ICAM4	-3.696366289	8.241401889	-4.445712471	0.001162175	0.097330344	-0.562272729
ILMN_1702065	MFSD5	3.295506596	9.237963761	4.444108282	0.001165129	0.097330344	-0.564574897
ILMN_1663618	STAT3	3.700178476	9.47583966	4.436291305	0.001179632	0.098108985	-0.575798965
ILMN_1684385	COPB2	-3.613272578	9.290411465	-4.433426787	0.001184994	0.098108985	-0.579914472
ILMN_1709237	EPHX2	3.378149094	8.886824349	4.431726302	0.00118819	0.098108985	-0.582358217
ILMN_1732080	SUMO1P3	3.75817929	8.447210605	4.431508603	0.0011886	0.098108985	-0.582671102
ILMN_1797318	HSPA14	3.323572394	9.564563119	4.426467322	0.00119813	0.098602171	-0.58991877
ILMN_1781638	HDDC3	-3.482357643	9.07615318	-4.421640473	0.00120733	0.099055114	-0.596861985
ILMN_2259119	PRMT2	3.764960927	8.525936263	4.419556408	0.001211326	0.099055114	-0.599860981
ILMN_1763516	SPINK2	-5.808370173	9.030295005	-4.417984545	0.001214348	0.099055114	-0.602123373
ILMN_1781454	RAE1	4.294253083	10.74829999	4.411731362	0.001226452	0.099749059	-0.611127539
ILMN_1738675	PTPN6	-4.769921273	11.44202803	-4.4096504	0.001230509	0.099786324	-0.614125375
