Affymetrix Gene ID	Entrez Gene Name	Full Gene Name	Contrast Analysis	2 Month A	2 Month B	6 Month A	6 Month B	12 Month A	12 Month B	21 Month A	21 Month B
1419216_at	Azi1	5-azacytidine induced gene 1	10.63	6.46	6.3	6.36	6.29	5.35	6.55	4.5	4.18
1449248_at	Clcn2	chloride channel 2	10.62	4.42	4.57	3.84	3.7	2.87	4.88	2.44	2.74
1437706_x_at	Rps14	ribosomal protein S14	10.61	14.14	14.16	13.98	13.83	12.16	14.04	12.28	12.01
1444943_at	C77776	NA	10.6	8.11	7.82	7.14	7.24	3.18	7.36	3.55	4.18
1452464_a_at	Metapl1	methionine aminopeptidase-like 1	10.57	10.55	10.54	10.45	10.28	9.62	10.54	9.21	9.09
1415763_a_at	2510006D16Rik	RIKEN cDNA 2510006D16 gene	10.57	11.13	11.24	11.13	10.78	9.17	10.42	9.21	8.92
1416140_a_at	Dhx30	DEAH (Asp-Glu-Ala-His) box polypeptide 30	10.55	9.2	9.2	8.96	8.73	8.16	8.81	7.41	7.63
1417315_at	Uqcrc1	ubiquinol-cytochrome c reductase core protein 1	10.53	8.63	8.56	8.01	8.54	7.88	8.37	7.22	7.12
1438118_x_at	Vim	vimentin	10.51	12.62	12.7	12.75	12.25	12.37	12.64	11.4	11.55
1433658_x_at	Pcbp4	poly(rC) binding protein 4	10.51	6.32	6.23	5.69	5.26	5	6.43	5.18	5.08
1428340_s_at	1110012E06Rik	RIKEN cDNA 1110012E06 gene	10.49	9.04	9.25	8.85	8.37	9.36	8.61	7.84	7.91
1445689_at	AA717264	NA	10.48	8.03	7.6	6.93	6.48	6.23	8.03	6.27	6.13
1417515_at	Lsm10	U7 snRNP-specific Sm-like protein LSM10	10.48	8.31	8.37	7.49	8.25	6.3	7.09	6.53	6.34
1419584_at	NA	NA	10.45	9.37	9.37	8.7	8.64	7.77	8.98	8.26	8.12
1423828_at	Fasn	fatty acid synthase	10.45	9.24	9.53	9.16	9.08	7.81	9.49	6.84	7.12
1437281_x_at	Xab2	XPA binding protein 2	10.43	10.53	10.52	10.16	10.1	9.86	10.48	8.72	8.94
1449957_at	Ptprv	protein tyrosine phosphatase, receptor type, V	10.43	6.87	7.02	6.84	6.44	5.96	6.23	5.1	4.46
1434487_at	2210408E11Rik	RIKEN cDNA 2210408E11 gene	10.43	9.43	9.57	9.19	9.07	8.41	9.78	8.12	8.24
1425615_a_at	9130022B02Rik	RIKEN cDNA 9130022B02 gene	10.41	9.04	9.11	9.28	9.01	9.02	8.63	7.87	7.86
1438769_a_at	Thy28	thymocyte protein thy28	10.37	8.09	7.99	7.67	7.71	7.23	7.4	7.17	6.39
1430391_a_at	Siat8d	sialyltransferase 8 (alpha-2, 8-sialyltransferase) D	10.37	6.32	6.39	6.6	6.48	5.77	5.86	5.08	4.95
1424051_at	Col4a2	procollagen, type IV, alpha 2	10.35	7.99	8.33	7.04	7.27	7.59	6.61	7.01	6.95
1416587_a_at	Xrcc1	X-ray repair complementing defective repair in Chinese hamster cells 1	10.31	7.96	8.09	7.26	6.99	6.91	7.96	6.22	6.27
1448369_at	Pola2	polymerase (DNA directed), alpha 2	10.3	6.91	7.25	6.47	6.62	5.52	6.53	5.28	5.14
1434412_x_at	Stub1	STIP1 homology and U-Box containing protein 1	10.3	10.74	10.65	10.51	10.49	9.53	9.95	9.62	9.56
1439429_x_at	Dtx2	deltex 2 homolog (Drosophila)	10.26	9.96	10.03	9.34	9.04	8.86	10.29	8.38	8.54
1454753_at	Rnpepl1	arginyl aminopeptidase (aminopeptidase B)-like 1	10.25	7.95	8.46	7.91	7.5	7.51	8.08	5.81	6.1
1416410_at	Pafah1b3	platelet-activating factor acetylhydrolase, isoform 1b, alpha1 subunit	10.24	9.05	9.42	8.45	8.94	8.27	8.16	7.64	7.56
1427041_at	BC013712	cDNA sequence BC013712	10.23	6.83	7.49	7.29	7	6.64	6.44	6.15	6.05
1449162_at	Rpp20	Pop7 homolog (S. cerevisiae)	10.21	7.91	8.1	7.4	6.94	5.6	6.94	5.5	5.58
1428116_a_at	Tctex1	t-complex testis expressed 1	10.18	13.2	13.2	12.95	13	11.47	12.54	11.65	11.34
1426323_x_at	Siva	Cd27 binding protein (Hindu God of destruction)	10.18	10.87	10.88	10.48	9.93	10.08	10.34	9.66	9.39
1423266_at	2810405K02Rik	RIKEN cDNA 2810405K02 gene	10.14	7.53	7.78	7.12	7.33	6.7	6.33	6.18	5.98
1436336_at	2210013M04Rik	RIKEN cDNA 2210013M04 gene	10.13	4.64	4.52	5.29	4.56	3.41	3.98	3.25	3.19
1434538_x_at	Eif2b2	eukaryotic translation initiation factor 2B, subunit 2 beta	10.13	10.61	10.82	10.37	10.87	9.92	10.13	9.65	9.54
1436816_at	Nup133	nucleoporin 133	10.12	7.95	7.98	7.47	7.31	6.65	8.27	6.58	6.38
1416384_a_at	Cope	coatomer protein complex, subunit epsilon	10.11	9.12	9.29	9.28	8.96	7.9	8.65	7.79	7.58
1422453_at	Prpf8	pre-mRNA processing factor 8	10.08	10.3	10.49	10.11	10	9.52	10.09	9.11	9.13
1418578_at	Dgka	diacylglycerol kinase, alpha	10.07	9.58	9.65	8.93	9.35	8.88	9.03	7.91	8.23
1417128_at	2810052M02Rik	RIKEN cDNA 2810052M02 gene	10.05	7.6	7.44	8.2	8.19	7.22	7.97	6.21	6.16
1427988_s_at	AI255170	expressed sequence AI255170	10.04	9.88	9.9	9.4	9.48	8.54	9.24	8.72	8.51
1420493_a_at	Pcyt2	phosphate cytidylyltransferase 2, ethanolamine	10.04	8.58	8.68	8.45	8.32	7.68	8.73	6.71	6.33
1448479_at	Psmd3	proteasome (prosome, macropain) 26S subunit, non-ATPase, 3	10.04	8.11	8.37	8.39	8.28	7.2	8.31	6.73	6.81
1431058_at	2600017A12Rik	RIKEN cDNA 2600017A12 gene	10.04	8.15	8.04	7.6	7.38	6.9	8.38	6.9	6.85
1423068_at	Wim	wimple	10.04	6.47	6.17	6.55	6.44	5.46	6.21	4.66	4.59
1427689_a_at	Tnip1	TNFAIP3 interacting protein 1	10.03	10.14	10.36	9.63	9.57	9.18	10.47	8.86	8.73
1460644_at	Bckdk	branched chain ketoacid dehydrogenase kinase	10	7.52	7.73	7.29	7.53	7.23	7.62	6.54	6.6
1416812_at	Tia1	cytotoxic granule-associated RNA binding protein 1	9.99	10.95	10.97	11.19	10.95	9.5	10.39	9.26	9.54
1435353_a_at	na	similar to RIKEN cDNA 9030221M09 gene	9.99	10.49	10.69	10.53	10.34	9.52	10.3	8.54	8.89
1417692_at	Drg2	developmentally regulated GTP binding protein 2	9.97	6.77	6.98	6.54	7.03	5.93	5.1	4.68	4.99
1439460_a_at	Zfp289	zinc finger protein 289	9.97	11.56	11.45	11.46	11.25	11.07	11.03	10.17	10.63
1439453_x_at	1500026D16Rik	RIKEN cDNA 1500026D16 gene	9.96	9.12	8.97	8.4	8.22	7.05	8.19	7.07	6.64
1429173_at	2310005K03Rik	RIKEN cDNA 2310005K03 gene	9.96	7.42	7.33	6.99	7.32	6.08	6.02	5.71	5.9
1438853_x_at	Ddx54	DEAD (Asp-Glu-Ala-Asp) box polypeptide 54	9.94	10.52	10.45	10.67	10.16	9.55	10.08	8.95	9.07
1455581_x_at	9530028C05	hypothetical protein 9530028C05	9.9	11.25	11.05	10.95	10.72	10.24	10.65	9.69	9.84
1426353_at	Nab2	Ngfi-A binding protein 2	9.9	10.16	10.21	9.58	9.9	9.49	10.38	9.04	9.19
1436078_at	Fcho1	FCH domain only 1	9.89	8.46	8.69	7.81	8.27	8.01	8.06	6.92	6.62
1448132_at	Slc19a1	solute carrier family 19 (sodium/hydrogen exchanger), member 1	9.89	6.06	5.37	5.9	5.73	5.43	5.54	4.9	4.78
1420630_at	8430419L09Rik	RIKEN cDNA 8430419L09 gene	9.88	8.3	8.64	7.89	8.37	7.96	8.05	7.22	7.02
1452579_at	2310020H20Rik	RIKEN cDNA 2310020H20 gene	9.87	11.05	11.04	10.74	10.92	10.09	10.36	10.13	9.9
1423659_a_at	BC017607	cDNA sequence BC017607	9.86	9.54	9.63	9.18	9.07	8.45	9.55	7.36	7.67
1448018_at	BG084182	NA	9.85	10.32	10.29	9.75	9.88	7.31	9.85	6.11	6.98
1419509_a_at	Nagk	N-acetylglucosamine kinase	9.85	7.98	7.92	7.82	7.59	6.32	7.19	6.41	6.15
1452673_at	2610024N24Rik	RIKEN cDNA 2610024N24 gene	9.84	8.88	8.88	8.41	8.3	7.9	8.34	7.56	7.76
1427368_x_at	Fes	feline sarcoma oncogene	9.8	9.52	9.32	8.85	8.99	8.48	8.78	7.74	7.97
1416696_at	Il25	interleukin 25	9.78	5.32	5.99	5.69	5.76	4.94	4.88	4.31	4.41
1416341_at	Polr2c	polymerase (RNA) II (DNA directed) polypeptide C	9.77	10.33	10.14	10.35	9.97	8.56	9.75	8.76	8.59
1416499_a_at	Dctn6	dynactin 6	9.75	12.25	12.11	12.02	12.01	10.64	11.82	10.25	10.61
1439102_at	Falz	fetal Alzheimer antigen	9.74	10.27	10.25	9.73	9.88	7.54	9.88	7.68	8.1
1454839_a_at	LOC382073	hypothetical gene supported by AK052757; BC055929	9.72	9.76	9.61	9.42	9.06	7.44	9.75	6.98	7.25
1420704_at	Csf2ra	colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)	9.71	8.58	8.57	7.5	8.32	7.15	9.03	6.96	6.96
1415712_at	Trabid	TRAF-binding protein	9.68	10.76	10.72	10.25	10.64	7.65	10.91	8.76	8.72
1423375_at	1700023B02Rik	RIKEN cDNA 1700023B02 gene	9.64	8.57	8.9	8.93	8.95	6.05	8.55	7.15	6.88
1424336_at	8430432M10Rik	RIKEN cDNA 8430432M10 gene	9.63	8.44	8.67	8.01	8.1	7.21	7.88	6.67	6.97
1420157_s_at	Abcf1	ATP-binding cassette, sub-family F (GCN20), member 1	9.55	10.16	10.33	9.78	9.83	9.03	9.91	8.97	8.77
1417666_at	Dnttip1	deoxynucleotidyltransferase, terminal, interacting protein 1	9.55	10.38	10.69	10.72	10.45	9.01	10.12	9.13	8.92
1438817_at	E130315B21Rik	RIKEN cDNA E130315B21 gene	9.54	9.43	9.46	8.74	8.23	6.56	8.7	6.1	6.48
1451832_at	1700001C14Rik	RIKEN cDNA 1700001C14 gene	9.52	9.27	9.06	8.34	8	5.79	7.88	7.02	6.98
1452024_a_at	Ldb1	LIM domain binding 1	9.51	7.74	8.08	7.68	7.89	7.14	7.13	5.88	6.29
1448629_at	Hps4	Hermansky-Pudlak syndrome 4 homolog (human)	9.51	7.75	7.78	7.53	7.06	7.76	8.4	6.43	6.51
1419173_at	Acy1	aminoacylase 1	9.49	8.11	7.83	7.36	7.77	6.51	7.01	6.33	6.12
1422464_at	Mrpl3	mitochondrial ribosomal protein L3	9.49	10.47	10.35	10.69	10.34	9.03	10.28	9.16	9.23
1436680_s_at	Ddb2	damage specific DNA binding protein 2	9.49	10.61	10.29	9.9	10	9.22	10.22	8.81	8.95
1426843_at	BC023754	cDNA sequence BC023754	9.47	7.79	8.11	7.63	7.32	7.5	7.53	6.63	6.5
1423296_at	Psmd8	proteasome (prosome, macropain) 26S subunit, non-ATPase, 8	9.46	9.01	8.89	9	8.31	7.67	7.71	8.02	7.76
1419716_a_at	Pou2f1	POU domain, class 2, transcription factor 1	9.46	8.13	8.34	7.69	7.96	7.01	7.98	6.49	6.66
1455805_x_at	Foxp3	forkhead box P3	9.45	9.73	9.55	9.7	9.4	9.11	9.35	8.26	8.44
1416246_a_at	Coro1a	coronin, actin binding protein 1A	9.45	11.61	11.52	11.57	11.37	10.08	11.34	10.15	9.93
1448368_at	Dctn6	dynactin 6	9.43	9.85	10.06	9.62	9.95	8.28	9.02	8.59	8.36
1434271_at	Gba2	glucosidase beta 2	9.42	10.1	10.13	9.35	9.31	9	9.35	8.29	8.5
1427233_at	Sdccag33	serologically defined colon cancer antigen 33	9.41	10.31	10.4	9.95	10.04	8.34	10.48	8.91	9.09
1426783_at	Gcn5l2	GCN5 general control of amino acid synthesis-like 2 (yeast)	9.4	9.22	9.03	9.07	9.2	8.37	9.35	7.69	7.82
1428511_at	Phkg2	5phosphorylase kinase, gamma 2 (testis)	9.35	8.63	9.14	8.9	9	7.81	8.18	7.1	7.3
1419188_s_at	Ccl27	chemokine (C-C motif) ligand 27	9.34	9.77	10	9.51	9.11	8.45	9.39	7.92	8.03
1427947_at	BC028440	cDNA sequence BC028440	9.34	8.66	9.07	8.42	8.22	6.63	8.05	6.75	6.5
1422574_at	Mad4	Max dimerization protein 4	9.33	4.83	5.83	5.28	5.23	4.78	4.18	3.39	3.54
1452829_at	Cad	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	9.32	6.76	6.74	6.57	6.59	6.5	6.17	5.74	5.27
1456588_x_at	Cox5b	cytochrome c oxidase, subunit Vb	9.32	12.59	12.41	12.04	11.73	10.52	12.48	10.63	10.45
1425699_a_at	Dorz1	downregulated in Zic1 deficient cerebellum	9.31	7.27	7.41	7.23	7.96	7.11	6.28	6.28	6.19
1433961_at	BC023814	cDNA sequence BC023814	9.3	8.88	8.51	8.66	8.51	7.16	8.44	6.96	6.91
1451106_at	2700038E08Rik	RIKEN cDNA 2700038E08 gene	9.29	8.49	8.84	8.53	8.21	8.32	8.69	6.77	7.03
1419078_at	Nin	ninein	9.27	6.94	7.06	6.51	6.81	5.39	6.22	5.96	5.91
1426465_at	Dlgap4	discs, large homolog-associated protein 4 (Drosophila)	9.21	7.56	7.84	7.25	6.79	6.35	8.06	5.9	5.86
1425685_at	2310005E10Rik	RIKEN cDNA 2310005E10 gene	9.21	9.63	9.39	9.21	9.84	7.48	8.44	7.35	7.68
1415750_at	Tbl3	transducin (beta)-like 3	9.19	6.96	7.23	7.1	6.76	6.63	6.77	5.71	5.77
1449933_a_at	5730449L18Rik	RIKEN cDNA 5730449L18 gene	9.17	8.27	7.71	7.84	7.65	7.19	7.32	7.06	6.89
1438527_at	Rpl3	ribosomal protein L3	9.16	10.15	9.9	10.06	9.55	9.22	8.87	7.53	8.06
1456584_x_at	Phgdh	3-phosphoglycerate dehydrogenase	9.15	8.99	8.78	8.97	9.19	8.25	8.91	7.47	7.61
1423248_at	Nktr	natural killer tumor recognition sequence	9.14	11.75	11.85	11.18	11.4	10.02	11.26	10.03	10.25
1448948_at	Rga	recombination activating gene 1 gene activation	9.13	10.91	11.14	10.93	11.18	10.38	10.24	9.85	9.97
1417670_at	Timm44	translocator of inner mitochondrial membrane 44	9.13	8.91	8.93	8.95	9.24	8.25	7.7	7.76	7.63
1415707_at	Anapc2	anaphase promoting complex subunit 2	9.12	9.23	9.43	9.02	8.88	8.83	9.34	8.18	8.25
1427167_at	AI448196	expressed sequence AI448196	9.12	7.2	7.83	7.36	7.41	6.48	6.53	6.26	6.31
1436766_at	Luc7l2	LUC7-like 2 (S. cerevisiae)	9.12	12.54	12.55	12.95	12.7	8.87	12.33	10.45	10.92
1416647_at	Bckdha	branched chain ketoacid dehydrogenase E1, alpha polypeptide	9.11	8.1	8.23	8.01	8.26	7.24	7.15	6.81	6.8
1424497_at	1110032O16Rik	RIKEN cDNA 1110032O16 gene	9.09	7.66	7.81	7.46	7.36	6.89	7.81	6.68	6.76
1425129_a_at	Taldo1	transaldolase 1	9.08	10.82	10.75	11.09	10.97	9.2	10.28	9.64	9.57
1428024_at	Map1lc3b	microtubule-associated protein 1 light chain 3 beta	9.07	9.48	9.37	8.49	8.42	7.24	8.64	6.87	7.45
1418313_at	Zfp276	zinc finger protein (C2H2 type) 276	9.07	5.87	6.22	5.81	5.09	5.24	5.3	4.13	4.48
1449483_at	Polk	polymerase (DNA directed), kappa	9.06	10.37	10.72	9.17	9.68	8.39	9.71	8.23	8.37
1417726_at	Sssca1	Sjogrens syndrome/scleroderma autoantigen 1 homolog (human)	9.05	7.91	7.89	6.89	7.17	5.73	6.71	5.21	4.59
1448711_at	Mcm3ap	minichromosome maintenance deficient 3 (S. cerevisiae) associated protein	9.05	9.67	9.55	9.07	9.33	8.63	9.72	8.31	8.43
1424776_a_at	Slc25a28	solute carrier family 25, member 28	9.04	10.76	10.55	10.35	10.07	9.52	10.2	9.11	9.21
1450464_at	E4f1	E4F transcription factor 1	9.04	8.93	9.25	8.82	8.23	7.47	7.96	6.35	6.77
1449724_s_at	AA589584	expressed sequence AA589584	9.03	10.35	10.52	10.33	10.02	9.68	9.71	9.38	8.96
1455493_at	Syne1	synaptic nuclear envelope 1	9.01	9.35	9.23	9.01	9.22	6.73	9.29	6.57	7.03
1427987_at	AI255170	expressed sequence AI255170	9	8.6	8.6	8.36	8.34	7.82	7.51	7.63	7.46
1437294_at	Pmscl2	polymyositis/scleroderma autoantigen 2	8.99	9.3	9	8.48	8.1	6.61	8.39	6.76	6.77
1436349_at	2700094K13Rik	RIKEN cDNA 2700094K13 gene	8.98	10.43	10.31	9.89	10.03	9.51	9.34	9.75	9.05
1426794_at	Ptprs	protein tyrosine phosphatase, receptor type, S	8.97	10.63	10.54	9.96	10.21	8.97	10.6	8.99	9.12
1423695_at	9530090G24Rik	RIKEN cDNA 9530090G24 gene	8.96	7.46	7.57	7.59	8.16	6.75	6.14	5.88	6
1423943_at	1110032N12Rik	RIKEN cDNA 1110032N12 gene	8.94	9.81	9.84	9.7	9.41	9.1	9.37	8.47	8.66
1417837_at	Phlda2	pleckstrin homology-like domain, family A, member 2	8.94	5.9	6.29	5.32	4.97	3.47	5.06	3.69	3.59
1451399_at	Brp17	brain protein 17	8.94	6.19	5.91	5.96	5.78	4.51	5.79	4.39	4.14
1451899_a_at	Gtf2ird1	general transcription factor II I repeat domain-containing 1	8.93	7.74	8.22	8.37	8.4	6.98	8.27	6.9	6.81
1422896_at	Vamp4	vesicle-associated membrane protein 4	8.93	7.52	7.59	7.78	6.93	6.41	6.74	6.44	6.37
1438690_at	Tyms	thymidylate synthase	8.92	6.44	6.86	6.7	6.39	6.18	6.37	5.31	5.05
1418044_at	A630042L21Rik	RIKEN cDNA A630042L21 gene	8.92	8.89	8.66	8.55	8.42	7.95	8.49	7.47	7.62
1451132_at	Pbxip1	pre-B-cell leukemia transcription factor interacting protein 1	8.92	8.04	8.37	7.99	8.12	6.65	7.69	6.59	6.5
1451645_at	Fbs1	fibrosin 1	8.91	9.86	9.66	9.42	9.34	8.43	9.67	8.53	8.42
1452715_at	2310022K01Rik	RIKEN cDNA 2310022K01 gene	8.91	6.56	6.61	5.6	5.99	5.61	6.2	5.22	5.06
1452646_at	1110029F20Rik	RIKEN cDNA 1110029F20 gene	8.89	7.52	7.59	7.42	6.85	6.56	6.45	6.16	6.46
1456541_x_at	TOB3L	TOB3-like	8.88	9.05	8.93	9.4	8.69	7.68	8.76	6.93	6.73
1426906_at	Ifi205	interferon activated gene 205	8.87	13.08	12.75	12.97	12.39	10.74	12.74	10.05	9.88
1424860_at	AI451450	expressed sequence AI451450	8.87	9.01	8.82	8.63	8.56	7.17	8.91	6.95	7.24
1423925_at	Dhx16	DEAH (Asp-Glu-Ala-His) box polypeptide 16	8.86	10.19	10.14	10.23	10.44	9.44	9.65	9.14	9.21
1456706_at	BE628134	NA	8.86	8.91	9	8.93	8.9	5.93	8.89	5.55	6.37
1416618_at	Ppox	protoporphyrinogen oxidase	8.85	8.76	8.65	8.87	8.42	7.91	8.51	7.15	7.11
1448658_at	Sart1	squamous cell carcinoma antigen recognized by T-cells 1	8.84	8.58	8.86	8.62	8.61	8.05	8.38	6.97	7.27
1427091_at	AI481105	expressed sequence AI481105	8.81	6.52	6.98	6.4	6.27	5.58	5.95	5.38	5.26
1452266_at	1810030A06Rik	RIKEN cDNA 1810030A06 gene	8.8	9.17	9.12	9	9.22	8.05	8.55	7.52	7.89
1456014_s_at	BC032204	cDNA sequence BC032204	8.8	11.5	11.3	11.31	11.05	10.39	11.54	9.79	9.85
1450688_at	Rab2l	RAB2, member RAS oncogene family-like	8.79	11.01	10.74	10.46	9.94	9.56	10.97	9	9.12
1428146_s_at	Acaa2	acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase)	8.79	10.34	10.35	10.31	10.18	9.74	9.61	9.42	9.07
1418347_at	DXImx40e	DNA segment, Chr X, Immunex 40, expressed	8.78	9.27	9.31	9.62	9.11	8.65	9.13	8.29	8.29
1454987_a_at	H2-Ke6	H2-K region expressed gene 6	8.78	9.39	9.25	9.57	9.33	9.38	8.97	8.27	8.19
1452272_a_at	Gfer	growth factor, erv1 (S. cerevisiae)-like (augmenter of liver regeneration)	8.78	8.12	8.02	7.75	7.38	7.03	7.94	6.78	6.58
1423849_a_at	Clk3	CDC-like kinase 3	8.77	9.7	10.07	9.78	9.82	8.9	9.91	8.25	8.34
1434676_at	BE991958	NA	8.76	9.31	9.37	9.09	9.33	8.13	8.96	8.3	8.14
1424786_s_at	DXImx38e	DNA segment, Chr X, Immunex 38, expressed	8.75	11.35	11.62	11.31	11.22	10.72	11.12	10.25	10.38
1424505_at	0610042C05Rik	RIKEN cDNA 0610042C05 gene	8.75	5.62	5.65	5.9	5.36	4.59	4.52	4.11	4.44
1418123_at	Unc119	unc-119 homolog (C. elegans)	8.74	8.32	8.11	7.7	7.95	7.05	7.52	6.93	6.91
1427931_s_at	Pdxk	pyridoxal (pyridoxine, vitamin B6) kinase	8.73	5.65	5.77	6.48	5.63	5.27	5.65	4.62	4.51
1417787_at	AI414495	expressed sequence AI414495	8.73	6.25	6.32	6.38	5.55	4.54	5.24	4.84	4.62
1424316_at	Slc25a19	solute carrier family 25 (mitochondrial deoxynucleotide carrier), member 19	8.73	6.07	6.52	5.97	6.02	4.91	5.64	4.5	4.68
1415742_at	Aup1	ancient ubiquitous protein	8.72	9.54	9.5	9.46	9.57	9.19	8.96	8.45	8.68
1427691_a_at	Ifnar2	interferon (alpha and beta) receptor 2	8.72	7.73	7.53	7.07	7.38	6.03	7.25	5.8	5.5
1448887_x_at	Fxc1	fractured callus expressed transcript 1	8.7	8.02	7.76	7.5	7.16	5.96	7.43	5.8	5.44
1449052_a_at	Dnmt3b	DNA methyltransferase 3B	8.69	11.49	11.06	11.35	11.24	8.67	11.16	9.53	9.53
1426828_at	2410004N05Rik	RIKEN cDNA 2410004N05 gene	8.69	8.57	8.68	7.84	8.06	7.86	7.93	7.09	7.22
1434935_at	C79663	expressed sequence C79663	8.68	11.49	11.12	10.75	10.75	9.79	11.62	9.85	9.83
1437437_x_at	Dnpep	aspartyl aminopeptidase	8.67	9.7	9.56	9.36	9.56	8.4	9.65	8.28	8.26
1433878_at	AI648866	expressed sequence AI648866	8.67	9.66	9.76	9.66	9.34	8.17	9.12	8	8.27
1419299_at	2010012O05Rik	RIKEN cDNA 2010012O05 gene	8.66	8.83	8.87	8.75	8.3	6.8	9.03	5.96	6.32
1428874_at	1110019N10Rik	RIKEN cDNA 1110019N10 gene	8.66	10.27	10.54	9.89	9.97	7.99	9.33	8.77	8.46
1424877_a_at	Alad	aminolevulinate, delta-, dehydratase	8.66	8.77	8.73	8.28	8.47	7.92	7.7	7.82	7.57
1439995_at	C80638	expressed sequence C80638	8.64	7.12	7.59	6.75	6.71	6.44	6.98	5.91	5.99
1453287_at	0610012A05Rik	RIKEN cDNA 0610012A05 gene	8.64	12.17	11.98	12.02	11.66	10.31	11.38	10.55	10.74
1460579_at	Dnpep	aspartyl aminopeptidase	8.62	7.03	7.23	6.93	7.17	6.45	6.96	5.79	5.9
1428448_a_at	1300004C11Rik	RIKEN cDNA 1300004C11 gene	8.62	9.07	9.2	9.43	9.27	8.85	8.91	7.73	8.02
1424625_a_at	6030446I19Rik	RIKEN cDNA 6030446I19 gene	8.62	5.6	5.3	5.27	5.24	4.13	5.46	3.99	4.07
1448611_at	D8Ertd594e	DNA segment, Chr 8, ERATO Doi 594, expressed	8.6	9.37	9.63	8.91	9	7.66	8.95	8	8.12
1417000_at	Abtb1	ankyrin repeat and BTB (POZ) domain containing 1	8.58	8.88	9.21	8.78	8.87	7.33	8.16	6.38	6.87
1423512_at	AW209491	expressed sequence AW209491	8.57	8.71	8.77	8.38	8.66	8.38	7.89	7.63	7.67
1423134_at	BC003324	cDNA sequence BC003324	8.57	10.93	10.79	10.76	10.91	10.17	10.49	9.97	9.81
1437314_a_at	D8Ertd812e	DNA segment, Chr 8, ERATO Doi 812, expressed	8.57	7.53	7.04	7.15	7.07	5.8	6.2	6	6.03
1417098_s_at	Nrbf1	nuclear receptor binding factor 1	8.55	7.74	7.5	8.15	7.82	6.28	6.94	5.42	5.03
1434027_at	Dscr1l2	Down syndrome critical region gene 1-like 2	8.54	7.24	7.99	7.5	7.47	6.98	6.81	6.66	6.82
1422307_at	Usmg3	upregulated during skeletal muscle growth 3	8.53	7.73	7.76	6.92	7.01	5.03	8.04	5.31	5.8
1452105_a_at	Tsc2	tuberous sclerosis 2	8.51	5.71	5.47	5.72	5.38	5.22	4.76	4.38	4.4
1438835_a_at	Snrp116	U5 small nuclear ribonucleoprotein	8.51	9.12	8.95	9.21	9.19	8.91	9.1	8.2	7.9
1451720_at	Vps39	vacuolar protein sorting 39 (yeast)	8.49	8.15	8.14	7.65	7.92	7.07	7.54	6.33	5.82
1425662_at	Cdadc1	cytidine and dCMP deaminase domain containing 1	8.48	7.04	7.56	7.23	6.6	4.48	6.8	3.88	3.84
1457849_at	BG066634	NA	8.47	7.99	7.82	7.71	7.55	5.37	8.01	4.81	5.47
1417418_s_at	Cox6a1	cytochrome c oxidase, subunit VI a, polypeptide 1	8.46	11.41	11.47	10.69	10.39	9.26	10.76	9.49	9.04
1439370_x_at	1110005L13Rik	RIKEN cDNA 1110005L13 gene	8.45	5.08	4.97	4.34	4.18	3.63	5.26	3.82	3.61
1449068_at	Zfp148	zinc finger protein 148	8.45	9.94	10.05	9.38	9.92	6.78	8.87	7.79	8.2
1425884_at	Bxdc1	brix domain containing 1	8.44	7.45	7.22	7.07	6.95	5.57	7.23	5.88	5.99
1435271_at	Irf3	interferon regulatory factor 3	8.44	8.43	8.13	7.87	7.67	6.76	7.24	5.89	7.01
1428997_at	2410141M05Rik	RIKEN cDNA 2410141M05 gene	8.43	9.61	9.65	9.33	9.65	8.58	8.42	8.5	8.23
1448622_at	Lsm4	LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae)	8.43	10.07	9.8	10.13	9.53	8.45	9.3	8.36	8.17
1435376_at	2010305K11Rik	RIKEN cDNA 2010305K11 gene	8.4	9.62	9.79	9.52	9.06	8.99	9.98	8.51	8.53
1415754_at	1810060D16Rik	RIKEN cDNA 1810060D16 gene	8.4	9.37	9.32	9.12	8.97	6.44	8.66	7.02	6.3
1419255_at	Spnb2	spectrin beta 2	8.39	10.51	10.1	9.23	9.56	7.38	9.85	7.92	7.63
1424323_at	AF155546	cDNA sequence AF155546	8.38	9.49	9.82	9.95	9.82	8.8	9.04	8.08	8.16
1448674_at	Rnf25	ring finger protein 25	8.37	8.35	8.47	8.28	8.74	6.94	6.44	6.78	6.85
1417892_a_at	Sirt3	sirtuin 3 (silent mating type information regulation 2, homolog) 3 (S. cerevisiae)	8.36	9.79	9.71	9.86	10.09	8.84	9.56	8.85	8.73
1428575_at	Fcho1	FCH domain only 1	8.34	8.09	8.16	7.35	7.87	7.86	6.73	6.22	5.94
1460342_s_at	AA536749	expressed sequence AA536749	8.34	9.6	9.41	9.67	9.9	8.69	9.09	8.2	8.09
1455956_x_at	Ccnd2	cyclin D2	8.33	12.13	12.33	12.63	12.16	10.64	12.09	11.01	11.13
1426111_x_at	Irf3	interferon regulatory factor 3	8.33	10.34	10.68	10.6	10.49	9.34	10.26	9.06	8.95
