UniqueID	Acc	UGCluster	Name	Symbol	0_A	Transplanted tumors_Average	fold diff 0/Tr
AGI_MM_OLIGO_A_51_P109496	NM_027285	Mm.327224	Reduced expression 2	Rex2	0.35	0.36	0.97
AGI_MM_OLIGO_A_51_P407248	NM_054041	Mm.232525	Anthrax toxin receptor 1	Antxr1	0.48	0.50	0.98
AGI_MM_OLIGO_A_51_P358423					1.59	1.60	0.99
AGI_MM_OLIGO_A_51_P405397	NM_007899	Mm.3433	Extracellular matrix protein 1	Ecm1	0.61	0.61	0.99
AGI_MM_OLIGO_A_51_P268331	NM_023270	Mm.27764	Ring finger protein 128	Rnf128	0.53	0.53	1.01
AGI_MM_OLIGO_A_51_P367530	NM_018800	Mm.88818	Synaptotagmin VI	Syt6	0.86	0.85	1.01
AGI_MM_OLIGO_A_51_P456952	NM_013563	Mm.2923	Interleukin 2 receptor, gamma chain	Il2rg	1.00	0.99	1.01
AGI_MM_OLIGO_A_51_P430929	NM_153782	Mm.208662	CDNA sequence BC029169	BC029169	6.29	6.22	1.01
AGI_MM_OLIGO_A_51_P385781	NM_010495	Mm.444	Inhibitor of DNA binding 1	Id1	0.63	0.62	1.01
AGI_MM_OLIGO_A_51_P236486	NM_145386	Data not found			0.10	0.10	1.01
AGI_MM_OLIGO_A_51_P315681	NM_183029	Mm.294740	Insulin-like growth factor 2 mRNA binding protein 2	Igf2bp2	0.89	0.88	1.02
AGI_MM_OLIGO_A_51_P125487	NM_031190	Mm.717	Phosphoglycerate kinase 2	Pgk2	0.65	0.63	1.02
AGI_MM_OLIGO_A_51_P276264	NM_019866	Mm.8012	Spi-B transcription factor (Spi-1/PU.1 related)	Spib	0.54	0.53	1.02
AGI_MM_OLIGO_A_51_P239386	NM_133485	Mm.308126	Protein phosphatase 1, regulatory (inhibitor) subunit 14c	Ppp1r14c	0.43	0.42	1.03
AGI_MM_OLIGO_A_51_P368381	NM_019778	Mm.136238	Zinc finger and BTB domain containing 20	Zbtb20	0.70	0.67	1.04
AGI_MM_OLIGO_A_51_P395476	NM_153533	Mm.29389	Tensin like C1 domain-containing phosphatase	Tenc1	0.30	0.28	1.05
AGI_MM_OLIGO_A_51_P273633	NM_011404	Mm.27943	Solute carrier family 7 (cationic amino acid transporter, y+ system), member 5	Slc7a5	3.12	2.92	1.07
AGI_MM_OLIGO_A_51_P288315	NM_010441	Mm.157190	High mobility group AT-hook 2	Hmga2	2.12	1.98	1.07
AGI_MM_OLIGO_A_51_P375039	NM_011399	Mm.222536	Solute carrier family 25 (mitochondrial carrier, peroxisomal membrane protein), member 17	Slc25a17	0.26	0.23	1.09
AGI_MM_OLIGO_A_51_P137708	NM_027416	Mm.20079	Calmodulin-like 3	Calml3	0.37	0.34	1.10
AGI_MM_OLIGO_A_51_P283384	NM_134200	Mm.405416	Vomeronasal 1 receptor, F3	V1rf3	0.67	0.61	1.10
AGI_MM_OLIGO_A_51_P386358	NM_025830	Mm.390058	WW domain containing E3 ubiquitin protein ligase 2	Wwp2	1.86	1.68	1.10
AGI_MM_OLIGO_A_51_P117952	NM_010479	Mm.6388	Heat shock protein 1A	Hspa1a	0.86	0.78	1.11
AGI_MM_OLIGO_A_51_P142299	NM_178382	Mm.426781	Fibronectin leucine rich transmembrane protein 3	Flrt3	1.52	1.32	1.15
AGI_MM_OLIGO_A_51_P239315	NM_022332	Mm.12051	Suppression of tumorigenicity 7	St7	8.05	6.88	1.17
AGI_MM_OLIGO_A_51_P401907	AK089257	Mm.235340	Predicted gene, EG433016	EG433016	0.32	0.28	1.17
AGI_MM_OLIGO_A_51_P309762	NM_019910	Mm.371556	Demilune cell and parotid protein 1	Dcpp1	0.10	0.09	1.17
AGI_MM_OLIGO_A_51_P331893	NM_028911	Mm.84567	RIKEN cDNA 4933414I15 gene	4933414I15Rik	0.86	0.72	1.20
AGI_MM_OLIGO_A_51_P279038	NM_008904	Mm.259072	Peroxisome proliferative activated receptor, gamma, coactivator 1 alpha	Ppargc1a	0.40	0.33	1.21
AGI_MM_OLIGO_A_51_P306658	NM_133939	Mm.275158	LSM8 homolog, U6 small nuclear RNA associated (S. cerevisiae)	Lsm8	30.93	25.22	1.23
AGI_MM_OLIGO_A_51_P211506	NM_146071	Mm.153301	Mucin 20	Muc20	8.35	6.76	1.23
AGI_MM_OLIGO_A_51_P408732					1.55	1.25	1.24
AGI_MM_OLIGO_A_51_P221008	BC070451	Mm.138434	GRAM domain containing 1B	Gramd1b	0.17	0.13	1.25
AGI_MM_OLIGO_A_51_P468260	TC1463663	Data not found			0.49	0.39	1.26
AGI_MM_OLIGO_A_51_P223656	NM_008484	Mm.435441	Laminin, beta 3	Lamb3	6.16	4.88	1.26
AGI_MM_OLIGO_A_51_P231288					1.77	1.40	1.26
AGI_MM_OLIGO_A_51_P433540	NM_001008233	Mm.423124	Pleckstrin homology domain containing, family N member 1	Plekhn1	0.99	0.78	1.27
AGI_MM_OLIGO_A_51_P332169	NM_173390	Mm.297971	NHS-like 1	Nhsl1	3.21	2.53	1.27
AGI_MM_OLIGO_A_51_P302016	NM_183260	Data not found			3.27	2.50	1.31
AGI_MM_OLIGO_A_51_P459108	NM_013754	Mm.306511	Insulin-like 6	Insl6	1.38	1.05	1.31
AGI_MM_OLIGO_A_51_P513560	AK017897	Mm.248648	Syntaxin 11	Stx11	1.28	0.97	1.31
AGI_MM_OLIGO_A_51_P409570	NM_146156	Mm.22778	PDLIM1 interacting kinase 1 like	Pdik1l	0.80	0.60	1.32
AGI_MM_OLIGO_A_51_P357983	NM_009188	Mm.2137	Transcriptional regulator, SIN3B (yeast)	Sin3b	1.05	0.79	1.33
AGI_MM_OLIGO_A_51_P112223	NM_010357	Mm.2662	Glutathione S-transferase, alpha 4	Gsta4	0.44	0.33	1.33
AGI_MM_OLIGO_A_51_P190254	AK129084	Mm.41557	Secernin 1	Scrn1	0.14	0.10	1.35
AGI_MM_OLIGO_A_51_P409010	NM_016685	Mm.45071	Cartilage oligomeric matrix protein	Comp	1.00	0.74	1.35
AGI_MM_OLIGO_A_51_P496845	NM_007604	Mm.392504	Capping protein (actin filament) muscle Z-line, alpha 2	Capza2	6.98	5.14	1.36
AGI_MM_OLIGO_A_51_P332414	AK048069	Mm.390609	Hypothetical protein LOC328277	LOC328277	3.48	2.54	1.37
AGI_MM_OLIGO_A_51_P337195	NM_008952	Mm.8543	Pipecolic acid oxidase	Pipox	0.56	0.41	1.38
AGI_MM_OLIGO_A_51_P284608	NM_010545	Mm.43778	Ribosomal protein S14	Rps14	2.62	1.87	1.40
AGI_MM_OLIGO_A_51_P501844	NM_175475	Mm.255246	Cytochrome P450, family 26, subfamily b, polypeptide 1	Cyp26b1	1.94	1.38	1.41
AGI_MM_OLIGO_A_51_P208083	NM_009115	Mm.235998	S100 protein, beta polypeptide, neural	S100b	0.58	0.41	1.41
AGI_MM_OLIGO_A_51_P309307	ENSMUST00000062945	Data not found			8.24	5.76	1.43
AGI_MM_OLIGO_A_51_P135944	M92418	Mm.359610	Stefin A2	Stfa2	0.44	0.31	1.44
AGI_MM_OLIGO_A_51_P504815					0.09	0.06	1.47
AGI_MM_OLIGO_A_51_P132185	NM_001001332	Mm.425966	Stefin A3	Stfa3	0.23	0.15	1.49
AGI_MM_OLIGO_A_51_P146560	NM_018857	Mm.17510	Mesothelin	Msln	0.69	0.46	1.50
AGI_MM_OLIGO_A_51_P291438	NM_011607	Mm.980	Tenascin C	Tnc	2.24	1.47	1.52
AGI_MM_OLIGO_A_51_P503494	NM_018790	Mm.25405	Activity regulated cytoskeletal-associated protein	Arc	4.94	3.22	1.53
AGI_MM_OLIGO_A_51_P494125	NM_007431	Mm.288186	Alkaline phosphatase 2, liver	Akp2	1.21	0.77	1.56
AGI_MM_OLIGO_A_51_P456465	NM_021386	Mm.390755	Claudin 10	Cldn10	0.48	0.30	1.58
AGI_MM_OLIGO_A_51_P268824	NM_172659	Mm.41203	Solute carrier family 2 (facilitated glucose transporter), member 6	Slc2a6	3.95	2.49	1.58
AGI_MM_OLIGO_A_51_P302358	NM_008518	Mm.1715	Lymphotoxin B	Ltb	5.49	3.45	1.59
AGI_MM_OLIGO_A_51_P154753	NM_146182	Mm.213403	Kinesin light chain 3	Klc3	8.91	5.28	1.69
AGI_MM_OLIGO_A_51_P517388	NM_025806	Mm.3311	RIKEN cDNA 1100001H23 gene	1100001H23Rik	0.56	0.33	1.69
AGI_MM_OLIGO_A_51_P258409					1.58	0.93	1.71
AGI_MM_OLIGO_A_51_P181474	NM_008134	Mm.219621	Glycosylation dependent cell adhesion molecule 1	Glycam1	13.39	7.66	1.75
AGI_MM_OLIGO_A_51_P188141	NM_008522	Mm.282359	Lactotransferrin	Ltf	17.73	10.02	1.77
AGI_MM_OLIGO_A_51_P305889	NM_021050	Mm.15621	Cystic fibrosis transmembrane conductance regulator homolog	Cftr	15.55	8.73	1.78
AGI_MM_OLIGO_A_51_P141410	NM_010796	Mm.252405	Macrophage galactose N-acetyl-galactosamine specific lectin 1	Mgl1	1.00	0.56	1.80
AGI_MM_OLIGO_A_51_P225224	NM_019564	Mm.30156	HtrA serine peptidase 1	Htra1	0.66	0.37	1.81
AGI_MM_OLIGO_A_51_P432924	NM_153598	Mm.281844	UDP glucuronosyltransferase 2 family, polypeptide B34	Ugt2b34	2.62	1.44	1.82
AGI_MM_OLIGO_A_51_P383270	NM_175473	Mm.291120	Fraser syndrome 1 homolog (human)	Fras1	0.54	0.29	1.84
AGI_MM_OLIGO_A_51_P113753	NM_133192	Mm.319690	Neuropeptide FF receptor 2	Npffr2	2.97	1.61	1.85
AGI_MM_OLIGO_A_51_P384894	NM_001001332	Mm.425966	Stefin A3	Stfa3	0.34	0.18	1.89
AGI_MM_OLIGO_A_51_P148032	NM_177364	Mm.227616	SH3 and PX domains 2B	Sh3pxd2b	3.35	1.77	1.89
AGI_MM_OLIGO_A_51_P484111	NM_016762	Mm.396856	Matrilin 2	Matn2	0.45	0.23	1.91
AGI_MM_OLIGO_A_51_P418875	NM_001013789	Data not found			2.30	1.17	1.97
AGI_MM_OLIGO_A_51_P439970					1.99	1.01	1.98
AGI_MM_OLIGO_A_51_P144090	NM_030696	Mm.28632	Solute carrier family 16 (monocarboxylic acid transporters), member 3	Slc16a3	1.34	0.67	1.99
AGI_MM_OLIGO_A_51_P380078	ENSMUST00000076648	Data not found			2.17	1.09	2.00
AGI_MM_OLIGO_A_51_P248243	NM_010903	Mm.42138	Nuclear factor, erythroid derived 2, like 3	Nfe2l3	3.84	1.92	2.00
AGI_MM_OLIGO_A_51_P103222	NM_028064	Mm.276829	Solute carrier family 39 (zinc transporter), member 4	Slc39a4	1.03	0.51	2.02
AGI_MM_OLIGO_A_51_P444301	NM_018819	Mm.288510	Brain protein 44-like	Brp44l	0.22	0.11	2.04
AGI_MM_OLIGO_A_51_P356642	NM_008471	Mm.4646	Keratin 13	Krt13	1.61	0.78	2.06
AGI_MM_OLIGO_A_51_P451588	NM_013746	Mm.26633	Pleckstrin homology domain containing, family B (evectins) member 1	Plekhb1	6.11	2.95	2.07
AGI_MM_OLIGO_A_51_P498483	NM_172869	Mm.221597	FERM domain containing 3	Frmd3	1.00	0.48	2.08
AGI_MM_OLIGO_A_51_P311476	NM_177740	Mm.333943	RGM domain family, member A	Rgma	1.16	0.55	2.10
AGI_MM_OLIGO_A_51_P385697	NM_010795	Mm.299693	Mannoside acetylglucosaminyltransferase 3	Mgat3	0.45	0.21	2.14
AGI_MM_OLIGO_A_51_P355801	M77174	Data not found			0.63	0.28	2.21
AGI_MM_OLIGO_A_51_P387239	NM_021792	Mm.261140	Interferon inducible GTPase 1	Iigp1	4.77	2.10	2.27
AGI_MM_OLIGO_A_51_P457244	NM_021365	Mm.104764	X-linked lymphocyte-regulated 4B	Xlr4b	0.45	0.20	2.29
AGI_MM_OLIGO_A_51_P282523	NM_054044	Mm.87046	G protein-coupled receptor 124	Gpr124	0.51	0.22	2.30
AGI_MM_OLIGO_A_51_P268625	NM_007992	Mm.249146	Fibulin 2	Fbln2	3.42	1.48	2.31
AGI_MM_OLIGO_A_51_P270741					3.15	1.36	2.32
AGI_MM_OLIGO_A_51_P370090	NM_008026	Mm.258908	Friend leukemia integration 1	Fli1	1.73	0.74	2.32
AGI_MM_OLIGO_A_51_P210310	XM_977330	Mm.333026	T-cell receptor beta, variable 13	Tcrb-V13	0.41	0.18	2.33
AGI_MM_OLIGO_A_51_P359822	NM_009160	Mm.1321	Surfactant associated protein D	Sftpd	1.33	0.57	2.33
AGI_MM_OLIGO_A_51_P291078	NM_172710	Mm.235020	RIKEN cDNA 2310045A20 gene	2310045A20Rik	0.83	0.36	2.33
AGI_MM_OLIGO_A_51_P276943	NM_016696	Mm.297976	Glypican 1	Gpc1	0.86	0.37	2.34
AGI_MM_OLIGO_A_51_P193159	NM_001013789	Data not found			2.38	1.01	2.35
AGI_MM_OLIGO_A_51_P181751	NM_207267	Mm.381904	RIKEN cDNA 4930488E11 gene	4930488E11Rik	1.93	0.81	2.38
AGI_MM_OLIGO_A_51_P425514					3.95	1.63	2.43
AGI_MM_OLIGO_A_51_P157381	AY523601	Mm.41603	Calcium/calmodulin-dependent protein kinase II inhibitor 1	Camk2n1	2.90	1.19	2.44
AGI_MM_OLIGO_A_51_P453635	NM_010784	Mm.906	Midkine	Mdk	1.65	0.67	2.45
AGI_MM_OLIGO_A_51_P478486	AK038226	Mm.277680	Fusion, derived from t(12;16) malignant liposarcoma (human)	Fus	1.16	0.47	2.45
AGI_MM_OLIGO_A_51_P311038	NM_001024139	Mm.65867	A disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 15	Adamts15	2.64	1.06	2.50
AGI_MM_OLIGO_A_51_P445370	NM_173052	Mm.314490	Serine (or cysteine) peptidase inhibitor, clade B, member 1b	Serpinb1b	0.13	0.05	2.51
AGI_MM_OLIGO_A_51_P338040	NM_146168	Mm.24642	Expressed sequence AW146242	AW146242	0.51	0.20	2.55
AGI_MM_OLIGO_A_51_P161225	NM_145975	Mm.202725	DEAD (Asp-Glu-Ala-Asp) box polypeptide 46	Ddx46	3.59	1.40	2.56
AGI_MM_OLIGO_A_51_P381178	AK038975	Mm.307728	BTB (POZ) domain containing 4	Btbd4	1.50	0.58	2.59
AGI_MM_OLIGO_A_51_P496779	NM_194462	Mm.46044	Cytochrome P450, family 51	Cyp51	0.99	0.38	2.60
AGI_MM_OLIGO_A_51_P485655					2.48	0.94	2.64
AGI_MM_OLIGO_A_51_P225668	NM_010784	Mm.906	Midkine	Mdk	2.36	0.88	2.68
AGI_MM_OLIGO_A_51_P381683	NM_007377	Mm.6826	Apoptosis-associated tyrosine kinase	Aatk	0.42	0.15	2.73
AGI_MM_OLIGO_A_51_P494825	BC082308	Mm.103246	Malignant fibrous histiocytoma amplified sequence 1	Mfhas1	1.70	0.62	2.74
AGI_MM_OLIGO_A_51_P291260	XM_976153	Mm.33401	Maltase-glucoamylase	Mgam	1.68	0.61	2.75
AGI_MM_OLIGO_A_51_P282754	NM_011066	Mm.218141	Period homolog 2 (Drosophila)	Per2	1.04	0.38	2.78
AGI_MM_OLIGO_A_51_P338443	NM_020581	Mm.196189	Angiopoietin-like 4	Angptl4	0.72	0.26	2.78
AGI_MM_OLIGO_A_51_P420276	NM_026162	Mm.313938	Plexin domain containing 2	Plxdc2	1.04	0.37	2.78
AGI_MM_OLIGO_A_51_P356580	NM_026280	Mm.64962	Matrix-remodelling associated 7	Mxra7	1.68	0.60	2.80
AGI_MM_OLIGO_A_51_P341177	NM_016765	Mm.1457	Dimethylarginine dimethylaminohydrolase 2	Ddah2	0.65	0.23	2.82
AGI_MM_OLIGO_A_51_P438820	NM_023258	Mm.24163	PYD and CARD domain containing	Pycard	1.17	0.41	2.84
AGI_MM_OLIGO_A_51_P106779	NM_080285	Mm.224189	Cortactin binding protein 2	Cttnbp2	0.81	0.28	2.86
AGI_MM_OLIGO_A_51_P212741	NM_001014761	Data not found			1.00	0.35	2.89
AGI_MM_OLIGO_A_51_P324351	NM_013900	Mm.30988	Antigen p97 (melanoma associated) identified by monoclonal antibodies 133.2 and 96.5	Mfi2	0.17	0.06	3.01
AGI_MM_OLIGO_A_51_P516870	NM_008409	Mm.193	Integral membrane protein 2A	Itm2a	0.02	0.01	3.02
AGI_MM_OLIGO_A_51_P254471					2.03	0.67	3.02
AGI_MM_OLIGO_A_51_P274124	NM_026345	Mm.57648	MANSC domain containing 1	Mansc1	5.75	1.84	3.12
AGI_MM_OLIGO_A_51_P391466	NM_019410	Mm.271744	Profilin 2	Pfn2	0.78	0.25	3.16
AGI_MM_OLIGO_A_51_P472159	NM_144861	Mm.28427	CDNA sequence BC021395	BC021395	8.50	2.67	3.18
AGI_MM_OLIGO_A_51_P145631	AK158571	Mm.386823	Growth arrest specific 2	Gas2	0.71	0.22	3.24
AGI_MM_OLIGO_A_51_P425824	NM_026125	Mm.29140	C1q domain containing 2	C1qdc2	1.32	0.41	3.25
AGI_MM_OLIGO_A_51_P386612	NM_027153	Mm.293463	Pirin	Pir	1.00	0.31	3.26
AGI_MM_OLIGO_A_51_P296456	XM_902605	Mm.31567	Ankyrin repeat domain 11	Ankrd11	2.12	0.65	3.28
AGI_MM_OLIGO_A_51_P463060	NM_144805	Mm.29739	Transmembrane protein 40	Tmem40	3.18	0.96	3.30
AGI_MM_OLIGO_A_51_P455647	NM_009801	Mm.1186	Carbonic anhydrase 2	Car2	1.25	0.38	3.30
AGI_MM_OLIGO_A_51_P457989	NM_027491	Mm.300814	Ras-related GTP binding D	Rragd	0.46	0.14	3.33
AGI_MM_OLIGO_A_51_P374726	NM_008987	Mm.276776	Pentraxin related gene	Ptx3	2.80	0.83	3.36
AGI_MM_OLIGO_A_51_P146760	NM_053145	Mm.172449	Protocadherin beta 20	Pcdhb20	2.37	0.70	3.38
AGI_MM_OLIGO_A_51_P506045	NM_018755	Data not found			2.21	0.65	3.38
AGI_MM_OLIGO_A_51_P347452	NM_028242	Mm.2152	HIV TAT specific factor 1	Htatsf1	1.89	0.56	3.39
AGI_MM_OLIGO_A_51_P157255	NM_008304	Mm.234266	Syndecan 2	Sdc2	2.25	0.65	3.46
AGI_MM_OLIGO_A_51_P207591	NM_013473	Mm.3267	Annexin A8	Anxa8	2.81	0.80	3.52
AGI_MM_OLIGO_A_51_P147284	NM_198014	Mm.27548	SLAIN motif family, member 1	Slain1	2.46	0.68	3.59
AGI_MM_OLIGO_A_51_P180891	NM_028341	Mm.52526	RIKEN cDNA 2810439F02 gene	2810439F02Rik	2.15	0.59	3.61
AGI_MM_OLIGO_A_51_P214985	NM_145492	Mm.40325	Zinc finger protein 521	Zfp521	0.86	0.24	3.62
AGI_MM_OLIGO_A_51_P291417	NM_009378	Mm.24096	Thrombomodulin	Thbd	0.27	0.07	3.62
AGI_MM_OLIGO_A_51_P337412	NM_146015	Mm.44176	Epidermal growth factor-containing fibulin-like extracellular matrix protein 1	Efemp1	0.26	0.07	3.66
AGI_MM_OLIGO_A_51_P162162	NM_009349	Mm.299	Indolethylamine N-methyltransferase	Inmt	1.31	0.36	3.67
AGI_MM_OLIGO_A_51_P340788	NM_008357	Mm.4392	Interleukin 15	Il15	2.73	0.74	3.68
AGI_MM_OLIGO_A_51_P378227					5.70	1.55	3.69
AGI_MM_OLIGO_A_51_P479688	NM_173370	Mm.46764	CDP-diacylglycerol synthase 1	Cds1	1.03	0.28	3.70
AGI_MM_OLIGO_A_51_P508859	NM_183188	Mm.370334	Ataxin 2 binding protein 1	A2bp1	0.05	0.01	3.75
AGI_MM_OLIGO_A_51_P186101	NM_009982	Mm.322945	Cathepsin C	Ctsc	10.57	2.81	3.76
AGI_MM_OLIGO_A_51_P109258	NM_138686	Mm.52265	Cystin 1	Cys1	0.43	0.11	3.77
AGI_MM_OLIGO_A_51_P341203	NM_017396	Mm.379071	Cytochrome P450, family 3, subfamily a, polypeptide 41	Cyp3a41	0.56	0.14	3.90
AGI_MM_OLIGO_A_51_P204831	M13018	Mm.272368	Cysteine-rich protein 1 (intestinal)	Crip1	3.29	0.84	3.92
AGI_MM_OLIGO_A_51_P145453	L04961	Mm.274770	Inactive X specific transcripts	Xist	0.94	0.24	3.95
AGI_MM_OLIGO_A_51_P333517					1.49	0.37	4.00
AGI_MM_OLIGO_A_51_P333622	BC029089	Mm.142607	RIKEN cDNA 2010300C02 gene	2010300C02Rik	2.88	0.72	4.01
AGI_MM_OLIGO_A_51_P339023	NM_175445	Mm.204737	Ras association (RalGDS/AF-6) domain family 2	Rassf2	2.03	0.50	4.03
AGI_MM_OLIGO_A_51_P343517	NM_010742	Mm.878	Lymphocyte antigen 6 complex, locus D	Ly6d	3.08	0.76	4.03
AGI_MM_OLIGO_A_51_P312328	NM_022415	Mm.28768	Prostaglandin E synthase	Ptges	5.08	1.25	4.06
AGI_MM_OLIGO_A_51_P192955	BG921888	Data not found			1.15	0.28	4.11
AGI_MM_OLIGO_A_51_P125467	NM_010515	Mm.26553	Insulin-like growth factor 2 receptor	Igf2r	1.30	0.31	4.15
AGI_MM_OLIGO_A_51_P256665	NM_173006	Mm.9122	Paraoxonase 3	Pon3	1.21	0.29	4.17
AGI_MM_OLIGO_A_51_P258570	NM_011177	Mm.3944	Kallikrein related-peptidase 6	Klk6	13.66	3.24	4.21
AGI_MM_OLIGO_A_51_P306193	NM_212440	Data not found			9.29	2.16	4.30
AGI_MM_OLIGO_A_51_P258817	NM_015767	Mm.24375	Tocopherol (alpha) transfer protein	Ttpa	2.37	0.55	4.31
AGI_MM_OLIGO_A_51_P497692	NM_023788	Mm.6890	Melanoma antigen, family H, 1	Mageh1	1.21	0.27	4.44
AGI_MM_OLIGO_A_51_P520849	NM_009144	Mm.19155	Secreted frizzled-related protein 2	Sfrp2	0.51	0.11	4.45
AGI_MM_OLIGO_A_51_P170816	NM_019867	Mm.435439	Neuronal guanine nucleotide exchange factor	Ngef	1.58	0.35	4.48
AGI_MM_OLIGO_A_51_P278868	NM_010387	Mm.195060	Histocompatibility 2, class II, locus Mb1	H2-DMb1	18.77	4.11	4.56
AGI_MM_OLIGO_A_51_P295904	NM_028934	Mm.271901	RIKEN cDNA 4930452B06 gene	4930452B06Rik	1.58	0.34	4.59
AGI_MM_OLIGO_A_51_P221223					0.27	0.06	4.59
AGI_MM_OLIGO_A_51_P346893	NM_019578	Mm.30978	Exostoses (multiple)-like 1	Extl1	6.66	1.44	4.62
AGI_MM_OLIGO_A_51_P222973	NM_138949	Mm.168530	Zinc finger protein 286	Zfp286	1.04	0.22	4.78
AGI_MM_OLIGO_A_51_P248865	NM_010225	Mm.390554	Forkhead box F2	Foxf2	1.13	0.23	4.90
AGI_MM_OLIGO_A_51_P149885	S46792	Data not found			0.74	0.15	4.90
AGI_MM_OLIGO_A_51_P142744	NM_172294	Mm.45563	Sulfatase 1	Sulf1	1.09	0.22	4.93
AGI_MM_OLIGO_A_51_P216549	NM_011641	Mm.20894	Transformation related protein 63	Trp63	2.39	0.48	5.00
AGI_MM_OLIGO_A_51_P366948	NM_009257	Mm.268618	Serine (or cysteine) peptidase inhibitor, clade B, member 5	Serpinb5	9.36	1.81	5.18
AGI_MM_OLIGO_A_51_P213099	BB665367	Mm.397026	Netrin G1	Ntng1	0.96	0.19	5.20
AGI_MM_OLIGO_A_51_P477121	NM_021451	Mm.271878	Phorbol-12-myristate-13-acetate-induced protein 1	Pmaip1	8.47	1.63	5.21
AGI_MM_OLIGO_A_51_P228276	NM_008095	Mm.12468	Glioblastoma amplified sequence	Gbas	1.08	0.20	5.34
AGI_MM_OLIGO_A_51_P302327	NM_008496	Mm.20973	Lectin, galactose binding, soluble 7	Lgals7	2.24	0.42	5.36
AGI_MM_OLIGO_A_51_P481257	NM_023755	Data not found			6.58	1.22	5.37
AGI_MM_OLIGO_A_51_P160439	NM_174848	Mm.246424	Myc induced nuclear antigen	Mina	1.34	0.25	5.39
AGI_MM_OLIGO_A_51_P466270	NM_010417	Mm.277092	Hephaestin	Heph	0.54	0.10	5.53
AGI_MM_OLIGO_A_51_P479181	NM_009704	Mm.8039	Amphiregulin	Areg	16.17	2.87	5.64
AGI_MM_OLIGO_A_51_P158018	NM_026279	Mm.45533	RIKEN cDNA 2310026E23 gene	2310026E23Rik	0.84	0.14	5.82
AGI_MM_OLIGO_A_51_P479818	NM_028894	Mm.327654	LON peptidase N-terminal domain and ring finger 3	Lonrf3	8.04	1.36	5.92
AGI_MM_OLIGO_A_51_P443387					5.95	0.94	6.31
AGI_MM_OLIGO_A_51_P220370	NM_133751	Mm.181475	RIKEN cDNA 1700060H10 gene	1700060H10Rik	1.76	0.28	6.36
AGI_MM_OLIGO_A_51_P232868	NM_176995	Data not found			2.97	0.46	6.51
AGI_MM_OLIGO_A_51_P233153	NM_153163	Mm.379572	Ca2+-dependent activator protein for secretion 2	Cadps2	11.46	1.71	6.69
AGI_MM_OLIGO_A_51_P458778	NM_008278	Mm.18832	Hydroxyprostaglandin dehydrogenase 15 (NAD)	Hpgd	1.23	0.17	7.10
AGI_MM_OLIGO_A_51_P257938	NM_020047	Mm.360305	Tumor-associated calcium signal transducer 2	Tacstd2	8.66	1.20	7.22
AGI_MM_OLIGO_A_51_P151732	NM_019645	Mm.4494	Plakophilin 1	Pkp1	4.72	0.64	7.35
AGI_MM_OLIGO_A_51_P491379	NM_007784	Mm.427467	Casein alpha s1	Csn1s1	482.71	61.38	7.86
AGI_MM_OLIGO_A_51_P326229					6.34	0.64	9.94
AGI_MM_OLIGO_A_51_P126789	NM_020043	Mm.209041	Neighbor of Punc E11	Nope	1.00	0.09	10.87
AGI_MM_OLIGO_A_51_P422143	NM_007785	Mm.4908	Casein alpha s2-like A	Csn1s2a	481.04	33.20	14.49
