Probe ID	SYM	FDR	FC.WD.NF	Map
201670_s_at	MARCKS	0.002307029	2.142394905	6q22.2
201669_s_at	MARCKS	1.10E-05	2.126167331	6q22.2
200644_at	MARCKSL1	0.003171466	2.098701315	1p35.1
213672_at	MARS	0.008849344	4.921820963	12q13.2
200769_s_at	MAT2A	0.001292269	-2.637879435	2p11.2
214048_at	MBD4	0.009688101	2.620607436	3q21-q22
209579_s_at	MBD4	3.71E-05	2.201621847	3q21-q22
209580_s_at	MBD4	0.002667559	1.999125193	3q21-q22
214047_s_at	MBD4	0.001334745	1.869645428	3q21-q22
210869_s_at	MCAM	0.002558623	-3.035920169	11q23.3
209086_x_at	MCAM	6.00E-05	-3.215468771	11q23.3
202107_s_at	MCM2	0.000227389	2.818524424	3q21
222037_at	MCM4	0.009638977	3.187325777	8q11.2
222036_s_at	MCM4	8.66E-05	2.89858973	8q11.2
216237_s_at	MCM5	0.006949763	2.141653522	22q13.1
213761_at	MDM1	0.003075402	4.10841308	12q15
211832_s_at	MDM2	3.70E-06	9.093091526	12q14.3-q15
217373_x_at	MDM2	5.90E-06	6.680802799	12q14.3-q15
205386_s_at	MDM2	0.000971644	3.243192414	12q14.3-q15
204825_at	MELK	0.000393112	4.744549056	9p13.2
204027_s_at	METTL1	2.35E-08	4.623501813	12q13
213653_at	METTL3	0.006201996	3.084374748	14q11.1
203417_at	MFAP2	0.001203959	4.010583665	1p36.1-p35
203102_s_at	MGAT2	0.008350124	2.103393535	14q21
221177_at	MIA2	0.002378777	2.573073221	14q13.2
212022_s_at	MKI67	0.005670713	3.521824877	10q25-qter
212023_s_at	MKI67	0.003060028	2.110227155	10q25-qter
218883_s_at	MLF1IP	0.004576555	2.29384439	4q35.1
203414_at	MMD	0.0095338	-2.34804473	17q
218865_at	MOSC1	2.92E-05	-6.466730501	1q41
205235_s_at	MPHOSPH1	0.000886666	3.159523381	10q23.31
210210_at	MPZL1	0.004957984	1.738641574	1q24.2
212859_x_at	MT1E	0.005055875	-3.576237001	16q13
204745_x_at	MT1G	0.00172359	-2.963265294	16q13
216336_x_at	MT1M	0.001950659	-3.777734952	16q13
222014_x_at	MTO1	0.000968638	1.838289938	6q13
213906_at	MYBL1	0.002106502	2.75806736	8q22
202431_s_at	MYC	0.004827768	-2.762483064	8q24.21
32811_at	MYO1C	0.00981028	-1.681009523	17p13
210155_at	MYOC	8.55E-05	-7.613722037	1q23-q24
216737_at	NA	0.00312103	5.475793787	NA
217152_at	NA	0.000158904	4.934417251	NA
220396_at	NA	0.006833613	3.291374564	NA
205296_at	NA	0.001465206	2.158689339	NA
216372_at	NA	0.004016515	2.093223411	NA
217639_at	NA	0.008103482	1.921683733	NA
209704_at	NA	0.001931625	1.864848197	NA
217449_at	NA	0.001509388	1.863954922	NA
221937_at	NA	0.005018192	1.851825291	NA
209705_at	NA	0.001142775	1.835803709	NA
64418_at	NA	0.000614996	1.828389594	NA
202225_at	NA	0.000158904	-1.837572393	NA
215617_at	NA	0.000842861	-2.825396719	NA
222278_at	NA	0.000123819	-5.655934359	NA
212803_at	NAB2	0.005683298	2.751461999	12q13.3-q14.1
202943_s_at	NAGA	0.00622307	1.484111016	22q13-qter
218663_at	NCAPG	9.07E-07	8.069517893	4p15.33
218662_s_at	NCAPG	0.002228404	2.563346359	4p15.33
209061_at	NCOA3	0.003171466	1.779015965	20q12
208759_at	NCSTN	0.003712145	1.803349845	1q22-q23
214241_at	NDUFB8	0.009745008	1.780820757	10q23.2-q23.33
220731_s_at	NECAP2	8.26E-05	1.77658346	1p36.13
205113_at	NEFM	0.001890631	6.399030609	8p21
202215_s_at	NFYC	0.007089053	1.550650387	1p32
204239_s_at	NNAT	0.001777539	-6.382905925	20q11.2-q12
218889_at	NOC3L	0.007827515	1.740356188	10q23.33
218244_at	NOL8	0.005724993	1.866102622	9q22.31
201695_s_at	NP	0.00326376	-2.474809093	14q13.1
209798_at	NPAT	0.005555386	1.672996857	11q22-q23
205129_at	NPM3	0.00322375	1.738458002	10q24.31
210519_s_at	NQO1	0.000129435	-2.946594659	16q22.1
201468_s_at	NQO1	0.000541471	-2.996829252	16q22.1
201467_s_at	NQO1	0.000246628	-7.927946372	16q22.1
203814_s_at	NQO2	0.006643565	-2.155043416	6pter-q12
203802_x_at	NSUN5	0.006767736	1.746686217	7q11.23
213773_x_at	NSUN5	0.005725741	1.597544593	7q11.23
213460_x_at	NSUN5C	0.008925151	1.940025331	7q11.23
203675_at	NUCB2	0.001509388	2.324705735	11p15.1-p14
202184_s_at	NUP133	0.00558089	1.649829345	1q42.13
219007_at	NUP43	0.000103395	2.102208956	6q25.1
219978_s_at	NUSAP1	0.001785932	4.492739164	15q15.1
218039_at	NUSAP1	0.002228404	2.729077095	15q15.1
44617_at	OGFOD2	0.001560768	1.49139104	12q24.31
205301_s_at	OGG1	0.005848411	2.448379812	3p26.2
209240_at	OGT	0.004519744	2.140389243	Xq13
204957_at	ORC5L	0.00314853	1.75549303	7q22.1
219105_x_at	ORC6L	0.00426851	1.775641364	16q12
215399_s_at	OS9	8.03E-06	6.171383779	12q13
200714_x_at	OS9	4.09E-05	3.989532454	12q13
209485_s_at	OSBPL1A	0.001834465	-2.031003611	18q11.1
219133_at	OXSM	0.001051702	1.645059307	3p24.2
213655_at	PAFAH1B1	0.003171466	-1.957568668	17p13.3
202760_s_at	PALM2-AKAP2	0.005777878	-2.215449923	9q31-q33
202759_s_at	PALM2-AKAP2	3.71E-05	-2.307225643	9q31-q33
217890_s_at	PARVA	0.000333937	-3.020996018	11p15.3
216945_x_at	PASK	0.004519744	2.650895192	2q37.3
219148_at	PBK	0.000182162	3.536315804	8p21.2
210941_at	PCDH7	0.009199027	3.828022376	4p15
219738_s_at	PCDH9	0.008142431	-3.417455408	13q14.3-q21.1
218953_s_at	PCYOX1L	0.003486964	1.911896681	5q33.1
212424_at	PDCD11	0.002718806	1.790843763	10q24.33
212594_at	PDCD4	0.004701097	1.930014738	10q24
208591_s_at	PDE3B	0.003060028	-1.925417371	11p15.1
208658_at	PDIA4	0.000797264	2.22081311	7q35
211048_s_at	PDIA4	0.004639317	2.032610039	7q35
221142_s_at	PECR	0.005990524	-3.912412341	2q35
212094_at	PEG10	0.007896256	4.955639597	7q21
207621_s_at	PEMT	0.001509388	-2.873556363	17p11.2
217744_s_at	PERP	0.005118144	-2.892182772	6q24
205094_at	PEX12	0.008103482	1.630121065	17q12
203244_at	PEX5	0.001471956	-1.755365153	12p13.3
207537_at	PFKFB1	0.007309547	-2.564497452	Xp11.21
202464_s_at	PFKFB3	0.000286485	-3.983896572	10p14-p15
204604_at	PFTK1	0.003391599	1.822434843	7q21-q22
201118_at	PGD	0.002789834	-2.021495064	1p36.3-p36.13
209652_s_at	PGF	0.007671436	4.503781327	14q24-q31
217009_at	PGK2	0.003302278	2.252849841	6p12.3
201120_s_at	PGRMC1	0.003006834	-2.836505381	Xq22-q24
212916_at	PHF8	0.009502603	1.492573102	Xp11.22
209780_at	PHTF2	0.001534144	1.875349917	7q11.23-q21
203035_s_at	PIAS3	0.009922765	1.758426976	1q21
215236_s_at	PICALM	6.00E-05	-2.850558989	11q14
219048_at	PIGN	0.000129435	3.56478568	18q21.33
221689_s_at	PIGP	0.009356963	-1.717205593	21q22.2
221605_s_at	PIPOX	0.008134878	1.761628819	17q11.2
222171_s_at	PKNOX2	0.005777878	4.351644848	NA
205372_at	PLAG1	0.008196083	6.695988156	8q12
214212_x_at	PLEKHC1	8.66E-05	-2.629875238	14q22.2
209210_s_at	PLEKHC1	2.53E-05	-2.697186907	14q22.2
209209_s_at	PLEKHC1	3.61E-05	-2.788914075	14q22.2
204886_at	PLK4	0.001318827	5.419594096	4q28
202620_s_at	PLOD2	0.000290125	-3.41413623	3q23-q24
202619_s_at	PLOD2	1.53E-05	-4.324130677	3q23-q24
203623_at	PLXNA3	0.0081789	1.670478838	Xq28
203467_at	PMM1	0.005919799	-1.969286434	22q13.2
216175_at	POLD2	0.000190428	2.119637195	7p13
205909_at	POLE2	0.005559917	2.053540501	14q21-q22
205811_at	POLG2	4.43E-05	2.018604181	17q
219510_at	POLQ	0.000294582	2.162830313	3q13.33
213887_s_at	POLR2E	0.000844002	-2.220269168	19p13.3
219459_at	POLR3B	0.006980078	1.66349458	12q23.3
208361_s_at	POLR3D	0.005742006	1.776841164	8q21
206344_at	PON1	0.007799933	1.838664663	7q21.3
203966_s_at	PPM1A	0.005344663	-1.678880442	14q23.1
202886_s_at	PPP2R1B	8.48E-06	-3.009650703	11q23.2
222351_at	PPP2R1B	0.00622307	-4.397169804	11q23.2
209817_at	PPP3CB	0.0095338	1.653295977	10q21-q22
203529_at	PPP6C	0.003724263	-1.707500238	9q33.3
206174_s_at	PPP6C	0.000322069	-1.879582165	9q33.3
218208_at	PQLC1	0.002718806	-2.182262416	18q23
218009_s_at	PRC1	0.009561009	2.557274492	15q26.1
37022_at	PRELP	2.85E-05	-3.41965056	1q32
204223_at	PRELP	9.89E-05	-5.527745968	1q32
216069_at	PRMT2	0.004645495	3.572059541	21q22.3
221564_at	PRMT2	0.009336771	1.547564303	21q22.3
203401_at	PRPS2	0.006783991	1.550299334	Xp22.3-p22.2
203537_at	PRPSAP2	0.002718806	1.697495623	17p11.2-p12
201114_x_at	PSMA7	0.005559917	-1.996802305	20q13.33
201267_s_at	PSMC3	0.004598349	-2.945248963	11p12-p13
212509_s_at	PSMD14	0.001523163	-2.22153717	2q24.2
204053_x_at	PTEN	0.006103524	-2.388975453	10q23.3
217492_s_at	PTENP1	0.002526491	-2.607441536	9p21
213933_at	PTGER3	0.000574666	-4.526894232	1p31.2
210832_x_at	PTGER3	1.74E-05	-5.840590508	1p31.2
210833_at	PTGER3	0.000687032	-5.963711995	1p31.2
210374_x_at	PTGER3	4.86E-06	-6.40348146	1p31.2
210831_s_at	PTGER3	5.25E-05	-7.855468149	1p31.2
207011_s_at	PTK7	0.000297917	2.953568644	6p21.1-p12.2
209896_s_at	PTPN11	0.001931625	-2.262874247	12q24
214043_at	PTPRD	0.009171044	4.282869267	9p23-p24.3
213362_at	PTPRD	0.001505205	4.170302544	9p23-p24.3
208789_at	PTRF	7.96E-05	-2.335741039	17q21.31
208790_s_at	PTRF	0.000450071	-2.382144839	17q21.31
202148_s_at	PYCR1	1.68E-06	3.257891091	17q25.3
214543_x_at	QKI	0.002083732	-1.674536385	6q26-q27
59697_at	RAB15	2.53E-05	2.155217784	14q23.3
213531_s_at	RAB3GAP1	0.004849685	1.514949561	2q21.3
74694_s_at	RABEP2	0.006365956	1.71716333	16p11.2
203020_at	RABGAP1L	0.002955365	2.409601678	1q24
222077_s_at	RACGAP1	3.59E-05	3.234729727	12q13.13
207405_s_at	RAD17	0.002297216	2.267387338	5q13
204146_at	RAD51AP1	0.006018762	3.519826604	12p13.2-p13.1
219112_at	RAPGEF6	0.007273382	2.116203258	5q31.1
204070_at	RARRES3	0.009527962	2.431569599	11q23
220027_s_at	RASIP1	0.006418779	-2.326520459	19q13.33
209497_s_at	RBM4B	0.009973004	1.44992577	11q13
209487_at	RBPMS	0.00538632	-2.645934723	8p12-p11
61734_at	RCN3	0.001101649	2.57847428	19q13.33
219102_at	RCN3	0.008525356	2.408662696	19q13.33
210106_at	RDH5	0.00177723	-5.095904708	12q13-q14
212397_at	RDX	0.001370571	-1.849753321	11q23
212398_at	RDX	0.002515531	-1.937298533	11q23
212917_x_at	RECQL	0.004986651	1.702945432	12p12
218124_at	RETSAT	0.001345956	-2.599358844	2p11.2
203209_at	RFC5	0.000150517	1.94389917	12q24.2-q24.3
202964_s_at	RFX5	0.006289963	1.551001849	1q21
218723_s_at	RGC32	0.001177595	-3.09194462	13q14.11
209568_s_at	RGL1	0.00899731	1.702195817	1q25.3
202988_s_at	RGS1	0.00989567	7.014564815	1q31
212119_at	RHOQ	5.81E-05	-2.227248467	2p21
212117_at	RHOQ	1.21E-05	-2.292319076	2p21
212120_at	RHOQ	0.000125973	-2.303088066	2p21
214449_s_at	RHOQ	0.000176548	-2.685089275	2p21
218979_at	RMI1	0.007077653	1.74907313	9q21.32
205158_at	RNASE4	0.000450071	-4.42255676	14q11.1
203160_s_at	RNF8	0.008155144	1.42513567	6p21.3
204208_at	RNGTT	3.04E-05	2.840984909	6q16
48659_at		0.001162498	1.478395065	1p36.22
202649_x_at	RPS19	0.002955365	1.840428383	19q13.2
213414_s_at	RPS19	0.005559917	1.743979868	19q13.2
201890_at	RRM2	3.70E-10	18.50095308	2p25-p24
210968_s_at	RTN4	0.005144599	-1.670400847	2p16.3
206949_s_at	RUSC1	0.005848411	1.677335848	1q21-q22
202426_s_at	RXRA	0.006514538	-4.798630422	9q34.3
205334_at	S100A1	0.00635521	-3.027979868	1q21
205863_at	S100A12	0.002635233	-2.303918647	1q21
202917_s_at	S100A8	0.005990524	-5.09629343	1q21
209686_at	S100B	0.0027331	-4.505427644	21q22.3
208607_s_at	SAA2	1.32E-07	-36.74552699	11p15.1-p14
214456_x_at	SAA2	2.09E-08	-41.43427011	11p15.1-p14
202792_s_at	SAPS2	0.007273382	1.676322487	22q13.33
204078_at	SC65	4.80E-05	7.497482533	17q21.2
201286_at	SDC1	1.36E-05	10.9666804	2p24.1
201287_s_at	SDC1	0.000432634	3.928866918	2p24.1
218427_at	SDCCAG3	0.002718806	1.740675055	9q34.3
210293_s_at	SEC23B	0.007255393	2.287194392	20p11.23
201582_at	SEC23B	0.001173961	1.734068969	20p11.23
209176_at	SEC23IP	0.009349793	2.445771751	10q25-q26
202375_at	SEC24D	1.74E-05	3.312271842	4q26
206211_at	SELE	0.001890631	-9.741266267	1q22-q25
214720_x_at	SEPT10	0.0005584	-2.293783879	2q13
200902_at	SEPT15	0.006668626	1.6297629	1p31
212415_at	SEPT6	0.002874561	3.209356472	Xq24
212414_s_at	SEPT6	0.006783991	2.389939684	Xq24
214298_x_at	SEPT6	0.004646586	2.18729975	Xq24
208999_at	SEPT8	0.002567927	1.887602525	5q31
200969_at	SERP1	0.004880522	1.710043441	3q25.1
212190_at	SERPINE2	0.004532077	4.114972443	2q33-q35
203155_at	SETDB1	8.19E-06	3.30292697	1q21
200892_s_at	SFRS10	0.008204892	-1.500097165	3q26.2-q27
201696_at	SFRS4	0.003239996	-1.449757781	1p35.3
218392_x_at	SFXN1	0.001326765	1.896110594	NA
205751_at	SH3GL2	0.009502603	3.415659479	9p22
219493_at	SHCBP1	5.94E-05	3.96138847	16q11.2
214437_s_at	SHMT2	0.000158904	4.203429013	12q12-q14
214095_at	SHMT2	0.008611006	3.183143763	12q12-q14
214096_s_at	SHMT2	0.00814702	2.65807122	12q12-q14
205063_at	SIP1	0.001523472	2.261195179	14q13
37831_at	SIPA1L3	0.004880522	1.819937383	19q13.13
220736_at	SLC19A3	7.14E-08	-8.621568619	2q37
214140_at	SLC25A16	0.000626117	-2.437568049	10q21.3
201801_s_at	SLC29A1	0.00166109	-2.334967326	6p21.2-p21.1
221024_s_at	SLC2A10	0.002106502	1.967473064	20q13.1
204204_at	SLC31A2	0.005725741	-2.537535827	9q31-q32
202433_at	SLC35B1	0.006352644	1.537318974	17q21.33
218988_at	SLC35E3	9.18E-06	9.604805898	12q15
219795_at	SLC6A14	0.003141267	2.318489822	Xq23-q24
217678_at	SLC7A11	0.0027331	2.465412791	4q28-q32
219911_s_at	SLCO4A1	0.000811787	-5.171654651	20q13.33
203076_s_at	SMAD2	0.006164895	-1.567078618	18q21.1
201074_at	SMARCC1	0.004031083	1.706158092	3p23-p21
213253_at	SMC2	0.007671436	1.864376939	9q31.1
201664_at	SMC4	3.49E-06	3.316959249	3q26.1
210357_s_at	SMOX	0.005231137	2.390870531	20p13
218032_at	SNN	6.51E-06	-2.333499122	16p13
203373_at	SOCS2	0.003246856	-3.008426302	12q
203372_s_at	SOCS2	0.000167539	-3.527849527	12q
206360_s_at	SOCS3	0.0021441	-2.357429378	17q25.3
200642_at	SOD1	0.008197354	-1.529552035	21q22.1
213538_at	SON	0.000455862	-1.763296764	21q22.1-q22.2
211819_s_at	SORBS1	0.001621025	-3.386794598	10q23.3-q24.1
219993_at	SOX17	0.000165157	-3.010810302	8q11.23
202936_s_at	SOX9	0.001999805	3.635527122	17q24.3-q25.1
213168_at	SP3	0.000226495	1.800761757	2q31
219888_at	SPAG4	0.00716425	5.963163239	20q11.21
206748_s_at	SPAG9	0.002747722	-1.746136906	17q21.33
218933_at	SPATA5L1	4.18E-05	3.333438866	15q21.1
218324_s_at	SPATS2	0.001747226	2.084899611	12q13.12
219677_at	SPSB1	0.006643565	-1.975899478	1p36.22
215918_s_at	SPTBN1	8.09E-05	-3.305888693	2p21
200671_s_at	SPTBN1	0.000716594	-6.34742013	2p21
200891_s_at	SSR1	0.001234203	1.798498348	6p24.3
203016_s_at	SSX2IP	0.004820424	1.724661532	1p22.3
202440_s_at	ST5	0.003823271	2.076448819	11p15
220937_s_at	ST6GALNAC4	0.001621025	1.847095035	9q34
205743_at	STAC	0.006646626	2.041801151	3p22.3
209023_s_at	STAG2	0.001417698	1.846486051	Xq25
208992_s_at	STAT3	0.001217912	-2.072889719	17q21.31
202558_s_at	STCH	0.006767736	2.205921473	21q11.1
202557_at	STCH	0.008204258	1.884251658	21q11.1
210190_at	STX11	0.00016295	-6.958887435	6q24.2
217874_at	SUCLG1	0.001747226	-1.825925299	2p11.2
211470_s_at	SULT1C1	0.007527817	5.014477265	2q11.1-q11.2
205812_s_at	SULT1C2	0.001438228	1.792412808	2q11.1-q11.2
208738_x_at	SUMO2	0.004793523	1.527284252	17q25.1
201480_s_at	SUPT5H	0.000574666	1.642163134	19q13
213971_s_at	SUZ12P	0.000400888	2.683386305	17q11.2
216272_x_at	SYDE1	0.006492724	1.620049457	19p13.12
200911_s_at	TACC1	0.005423902	-1.670758615	8p11
221461_at	TAS2R9	0.007756779	1.833353388	12p13
203648_at	TATDN2	0.002595205	1.567419267	3p25.3
215612_at	TBC1D5	9.41E-05	2.213267654	3p24.3
210776_x_at	TCF3	0.005144599	2.057611197	19p13.3
209152_s_at	TCF3	0.002090482	1.971489409	19p13.3
203743_s_at	TDG	0.00236183	1.613583084	12q24.1
204106_at	TESK1	0.007671436	-1.763775726	9p13
218996_at	TFPT	0.003391599	1.903976805	19q13
203887_s_at	THBD	0.00902737	-4.024727802	20p11.2
203888_at	THBD	0.005559917	-6.467243507	20p11.2
201108_s_at	THBS1	0.000971644	-4.430048011	15q15
201109_s_at	THBS1	0.003171466	-4.627770001	15q15
219122_s_at	THG1L	0.002172775	1.655694051	5q33.3
201450_s_at	TIA1	0.0074858	2.70059278	2p13
213135_at	TIAM1	0.007448442	2.751584164	21q22.1
210800_at	TIMM8A	0.001890631	2.557393897	Xq22.1
202085_at	TJP2	0.001928418	-2.951818178	9q13-q21
202338_at	TK1	1.53E-05	3.74358788	17q23.2-q25.3
208700_s_at	TKT	0.000176548	-3.221623297	3p14.3
208699_x_at	TKT	6.88E-05	-3.347500421	3p14.3
202606_s_at	TLK1	0.000528068	1.812582909	2q31.1
213882_at	TM2D1	0.007089053	1.905778397	1p31.3
209386_at	TM4SF1	0.001890631	-3.25979102	3q21-q25
209387_s_at	TM4SF1	0.00312103	-3.524198144	3q21-q25
215034_s_at	TM4SF1	0.000115813	-4.64570627	3q21-q25
210130_s_at	TM7SF2	0.003060028	-4.289719232	11q13
208837_at	TMED3	9.91E-05	1.933992878	15q24-q25
208757_at	TMED9	6.00E-05	1.706456019	5q35.3
217882_at	TMEM111	0.001890576	-1.863730568	3p25.3
220169_at	TMEM156	0.002188611	4.775624179	4p14
217713_x_at	TMEM163	0.007759545	1.434828554	2q21.3
212164_at	TMEM183A	0.00370202	1.616455522	1q32.1
219569_s_at	TMEM22	0.007317831	-1.660107293	3q22.3
219410_at	TMEM45A	0.007249385	2.613952773	3q12.2
217875_s_at	TMEPAI	0.004376007	-3.116092158	20q13.31-q13.33
214948_s_at	TMF1	0.006783991	1.873462933	3p21-p12
214009_at	TMSB4X	8.47E-05	2.078381001	Xq21.3-q22
207196_s_at	TNIP1	0.000283424	-2.198081115	5q32-q33.1
221748_s_at	TNS1	0.009296592	-2.223298917	2q35-q36
221747_at	TNS1	0.00286979	-2.867179704	2q35-q36
201291_s_at	TOP2A	2.94E-09	25.13554286	17q21-q22
201292_at	TOP2A	2.09E-08	13.67354905	17q21-q22
214299_at	TOP3A	0.005990524	1.82290213	17p12-p11.2
202633_at	TOPBP1	0.0069567	1.508106307	3q22.1
201689_s_at	TPD52	0.00432152	4.437857733	8q21
201690_s_at	TPD52	0.005054714	3.016063034	8q21
210052_s_at	TPX2	0.006949763	2.601108979	20q11.2
215769_at		0.002558623	2.116953591	14q11.2
213888_s_at	TRAF3IP3	0.009349793	5.355544821	1q32.3-q41
212872_s_at	TRFP	0.00477918	1.547556784	6p21.1
213634_s_at	TRMU	0.003486964	3.567287723	22q13
211700_s_at	TRO	0.009171044	7.622786937	Xp11.22-p11.21
205028_at	TRO	0.001846065	5.611337086	Xp11.22-p11.21
210882_s_at	TRO	0.00558089	3.086291139	Xp11.22-p11.21
211701_s_at	TRO	0.006521104	2.442827112	Xp11.22-p11.21
214331_at	TSFM	6.63E-07	16.53358378	12q13-q14
212656_at	TSFM	5.01E-10	8.840964781	12q13-q14
214332_s_at	TSFM	3.48E-05	3.68841708	12q13-q14
200973_s_at	TSPAN3	0.007371577	-1.963099731	15q24.3
203227_s_at	TSPAN31	9.31E-08	6.886069206	12q13.3
203226_s_at	TSPAN31	0.000120948	3.717247181	12q13.3
203824_at	TSPAN8	0.008424546	5.398291355	12q14.1-q21.1
217968_at	TSSC1	0.001269432	1.625621345	2p25.3
214023_x_at	TUBB2B	0.007349034	4.712189944	6p25
208977_x_at	TUBB2C	0.001619819	-2.299592317	9q34
213726_x_at	TUBB2C	0.002078956	-2.359037963	9q34
209191_at	TUBB6	0.001523163	-2.424430475	18p11.21
221326_s_at	TUBD1	0.000668223	2.023612622	17q23.1
202589_at	TYMS	1.10E-05	5.285800417	18p11.32
201898_s_at	UBE2A	0.002187411	-1.564764442	Xq24-q25
202335_s_at	UBE2B	0.009954975	1.794266817	5q23-q31
201343_at	UBE2D2	0.000124843	1.563987448	5q31.2
200668_s_at	UBE2D3	0.003510521	-1.506601205	4q24
200669_s_at	UBE2D3	0.0095338	-1.574445831	4q24
221962_s_at	UBE2H	0.001114948	-1.799414632	7q32
217823_s_at	UBE2J1	0.001931625	1.807234571	6q15
205480_s_at	UGP2	1.09E-05	-2.556935944	2p14-p13
203991_s_at	UTX	0.004880522	2.572867982	Xp11.2
203241_at	UVRAG	0.001003951	-1.632357109	11q13.5
211749_s_at	VAMP3	0.006926148	-1.819080214	1p36.23
201337_s_at	VAMP3	0.007425096	-2.175269693	1p36.23
204619_s_at	VCAN	9.50E-05	5.225725303	5q14.3
215646_s_at	VCAN	0.005144599	4.192823787	5q14.3
221731_x_at	VCAN	0.001016773	3.835718736	5q14.3
204620_s_at	VCAN	0.001621025	3.320065945	5q14.3
217140_s_at	VDAC1	0.008683321	-1.682751223	5q31
218022_at	VRK3	0.006270144	1.869294707	19q13
209452_s_at	VTI1B	0.000568364	-1.957932553	14q24.1
204042_at	WASF3	0.008177338	-1.926466553	13q12
217734_s_at	WDR6	0.005041165	1.688374719	3p21.31
202664_at	WIPF1	0.009532102	1.991759095	2q31.1
205792_at	WISP2	0.001931625	-8.197608428	20q12-q13.1
211992_at	WNK1	0.00899731	-1.705984302	12p13.3
211994_at	WNK1	0.002337819	-1.750300399	12p13.3
213425_at	WNT5A	0.009067697	4.135835264	3p21-p14
205990_s_at	WNT5A	0.003750242	3.818094903	3p21-p14
221029_s_at	WNT5B	0.009623499	4.856238459	12p13.3
210301_at	XDH	0.007896256	1.606957211	2p23.1
221203_s_at	YEATS2	5.32E-05	2.031654839	3q27.1
218911_at	YEATS4	9.62E-07	12.63659049	12q13-q15
202932_at	YES1	0.008442069	-1.822053586	18p11.31-p11.21
218263_s_at	ZBED5	0.000273404	2.447281073	11p15.3
205256_at	ZBTB39	0.009922765	2.014638018	12q13.3
217741_s_at	ZFAND5	0.000208051	-2.720693488	9q13-q21
207090_x_at	ZFP30	0.002122697	2.555984867	19q13.12
203651_at	ZFYVE16	0.005675632	1.584313196	5q14
219467_at	ZH2C2	0.008852267	1.48577008	5q21.1
206373_at	ZIC1	5.08E-07	32.20749515	3q24
219628_at	ZMAT3	0.000821284	3.043592771	3q26.3-q27
213452_at	ZNF184	5.62E-05	3.610922914	6p21.3
214706_at	ZNF200	0.003325803	1.5768444	16p13.3
217403_s_at	ZNF227	0.007695482	1.851490456	NA
213269_at	ZNF248	0.003325803	2.003654636	NA
219540_at	ZNF267	0.000124843	2.135327421	16p11.2
212366_at	ZNF292	0.001326765	2.019343046	6q15
212368_at	ZNF292	0.000971644	1.879548321	6q15
220022_at	ZNF334	0.00920691	5.20272615	20q13.12
215532_x_at	ZNF492	0.009627144	2.266057968	19p12
211721_s_at	ZNF551	0.009532102	2.571661207	19q13.43
217627_at	ZNF573	0.007762254	2.040864017	19q13.12
205739_x_at	ZNF588	0.003325803	2.650890949	7q11.2
206188_at	ZNF623	0.004484619	2.871805868	8q24.3
220661_s_at	ZNF692	0.007050683	1.645454447	1q44
208119_s_at	ZNF93	0.004020952	2.935374706	19p12
218349_s_at	ZWILCH	0.001198337	2.329001378	15q22.31
204026_s_at	ZWINT	0.001198337	2.727268007	10q21-q22
212893_at	ZZZ3	0.009530267	1.519347402	1p31.1
