Probe set ID	Gene symbol	Gene title
243861_at	KIAA1961	KIAA1961 gene
204444_at	KIF11	kinesin family member 11
221258_s_at	KIF18A	kinesin family member 18A /// kinesin family member 18A
218755_at	KIF20A	kinesin family member 20A
202183_s_at	KIF22	kinesin family member 22
216969_s_at	KIF22	kinesin family member 22
204709_s_at	KIF23	kinesin family member 23
244427_at	KIF23	Kinesin family member 23
209408_at	KIF2C	kinesin family member 2C
211519_s_at	KIF2C	kinesin family member 2C
209680_s_at	KIFC1	kinesin family member C1
220266_s_at	KLF4	Kruppel-like factor 4 (gut)
221841_s_at	KLF4	Kruppel-like factor 4 (gut)
206551_x_at	KLHL24	kelch-like 24 (Drosophila)
221985_at	KLHL24	kelch-like 24 (Drosophila)
221986_s_at	KLHL24	kelch-like 24 (Drosophila)
226158_at	KLHL24	kelch-like 24 (Drosophila)
242088_at	KLHL24	kelch-like 24 (Drosophila)
206316_s_at	KNTC1	kinetochore associated 1
204162_at	KNTC2	kinetochore associated 2
201088_at	KPNA2 /// LOC643995	karyopherin alpha 2 (RAG cohort 1, importin alpha 1) /// similar to Importin alpha-2 subunit (Karyopherin alpha-2 subunit) (SRP1-alpha) (RAG cohort protein 1)
211762_s_at	KPNA2 /// LOC643995	karyopherin alpha 2 (RAG cohort 1, importin alpha 1) /// karyopherin alpha 2 (RAG cohort 1, importin alpha 1) /// similar to Importin alpha-2 subunit (Karyopherin alpha-2 subunit) (SRP1-alpha) (RAG cohort protein 1) /// similar to Importin alpha-2 subunit (Karyopherin alpha-2 subunit) (SRP1-alpha) (RAG cohort protein 1)
200821_at	LAMP2	lysosomal-associated membrane protein 2
203041_s_at	LAMP2	lysosomal-associated membrane protein 2
203042_at	LAMP2	lysosomal-associated membrane protein 2
211768_at	LAT2	linker for activation of T cells family, member 2 /// linker for activation of T cells family, member 2
221581_s_at	LAT2	linker for activation of T cells family, member 2
207409_at	LECT2	leukocyte cell-derived chemotaxin 2
202726_at	LIG1	ligase I, DNA, ATP-dependent
219181_at	LIPG	lipase, endothelial
1554600_s_at	LMNA	lamin A/C
203411_s_at	LMNA	lamin A/C
212086_x_at	LMNA	lamin A/C
212089_at	LMNA	lamin A/C
214213_x_at	LMNA	Lamin A/C
244225_x_at	LMNA	Lamin A/C
222039_at	LOC146909	hypothetical protein LOC146909
241569_at	LOC146909	Hypothetical protein LOC146909
235088_at	LOC201725	hypothetical protein LOC201725
238015_at	LOC201725	hypothetical protein LOC201725
222336_at	LOC201895	hypothetical protein LOC201895
224990_at	LOC201895	hypothetical protein LOC201895
226608_at	LOC388272	similar to RIKEN cDNA 4921524J17
242555_at	LOC388272	similar to RIKEN cDNA 4921524J17
221195_at	LOC51136	PTD016 protein
227268_at	LOC51136	PTD016 protein
221194_s_at	LOC51136 /// DHX40P	PTD016 protein /// DEAH (Asp-Glu-Ala-His) box polypeptide 40 pseudogene
220341_s_at	LOC51149	hypothetical LOC51149
1566902_at	LRP8	Low density lipoprotein receptor-related protein 8, apolipoprotein e receptor
1566903_at	LRP8	Low density lipoprotein receptor-related protein 8, apolipoprotein e receptor
1569933_at	LRP8	Low density lipoprotein receptor-related protein 8, apolipoprotein e receptor
205282_at	LRP8	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor
208433_s_at	LRP8	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor
202736_s_at	LSM4	LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae)
202737_s_at	LSM4	LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae)
205036_at	LSM6	LSM6 homolog, U6 small nuclear RNA associated (S. cerevisiae)
241845_at	LSM6	LSM6 homolog, U6 small nuclear RNA associated (S. cerevisiae)
1566267_at	LTBP1	Latent transforming growth factor beta binding protein 1
202728_s_at	LTBP1	latent transforming growth factor beta binding protein 1
202729_s_at	LTBP1	latent transforming growth factor beta binding protein 1
240858_at	LTBP1	Latent transforming growth factor beta binding protein 1
219588_s_at	LUZP5	leucine zipper protein 5
1554768_a_at	MAD2L1	MAD2 mitotic arrest deficient-like 1 (yeast)
203362_s_at	MAD2L1	MAD2 mitotic arrest deficient-like 1 (yeast)
224378_x_at	MAP1LC3A	microtubule-associated protein 1 light chain 3 alpha /// microtubule-associated protein 1 light chain 3 alpha
227219_x_at	MAP1LC3A	microtubule-associated protein 1 light chain 3 alpha
232011_s_at	MAP1LC3A	microtubule-associated protein 1 light chain 3 alpha
228468_at	MASTL	microtubule associated serine/threonine kinase-like
202107_s_at	MCM2	MCM2 minichromosome maintenance deficient 2, mitotin (S. cerevisiae)
201555_at	MCM3	MCM3 minichromosome maintenance deficient 3 (S. cerevisiae)
212141_at	MCM4	MCM4 minichromosome maintenance deficient 4 (S. cerevisiae)
212142_at	MCM4	MCM4 minichromosome maintenance deficient 4 (S. cerevisiae)
222036_s_at	MCM4	MCM4 minichromosome maintenance deficient 4 (S. cerevisiae)
222037_at	MCM4	MCM4 minichromosome maintenance deficient 4 (S. cerevisiae)
201755_at	MCM5	MCM5 minichromosome maintenance deficient 5, cell division cycle 46 (S. cerevisiae)
216237_s_at	MCM5	MCM5 minichromosome maintenance deficient 5, cell division cycle 46 (S. cerevisiae)
201930_at	MCM6	MCM6 minichromosome maintenance deficient 6 (MIS5 homolog, S. pombe) (S. cerevisiae)
238977_at	MCM6	MCM6 minichromosome maintenance deficient 6 (MIS5 homolog, S. pombe) (S. cerevisiae)
208795_s_at	MCM7	MCM7 minichromosome maintenance deficient 7 (S. cerevisiae)
210983_s_at	MCM7	MCM7 minichromosome maintenance deficient 7 (S. cerevisiae)
204825_at	MELK	maternal embryonic leucine zipper kinase
1562830_at	METT5D1	Methyltransferase 5 domain containing 1
1565898_at	METT5D1	Methyltransferase 5 domain containing 1
1565900_at	METT5D1	Methyltransferase 5 domain containing 1
1566278_at	METT5D1	Methyltransferase 5 domain containing 1
1567663_at	METT5D1	Methyltransferase 5 domain containing 1
1567664_at	METT5D1	Methyltransferase 5 domain containing 1
238773_at	METT5D1	methyltransferase 5 domain containing 1
242247_at	METT5D1	methyltransferase 5 domain containing 1
243736_at	METT5D1	Methyltransferase 5 domain containing 1
237046_x_at	MGC34647	hypothetical protein MGC34647
212020_s_at	MKI67	antigen identified by monoclonal antibody Ki-67
212021_s_at	MKI67	antigen identified by monoclonal antibody Ki-67
212022_s_at	MKI67	antigen identified by monoclonal antibody Ki-67
212023_s_at	MKI67	antigen identified by monoclonal antibody Ki-67
206426_at	MLANA	melan-A
206427_s_at	MLANA	melan-A
218883_s_at	MLF1IP	MLF1 interacting protein
229304_s_at	MLF1IP	MLF1 interacting protein
229305_at	MLF1IP	MLF1 interacting protein
238025_at	MLKL	mixed lineage kinase domain-like
1556306_at	MLL5	Myeloid/lymphoid or mixed-lineage leukemia 5 (trithorax homolog, Drosophila)
223189_x_at	MLL5	myeloid/lymphoid or mixed-lineage leukemia 5 (trithorax homolog, Drosophila)
223190_s_at	MLL5	myeloid/lymphoid or mixed-lineage leukemia 5 (trithorax homolog, Drosophila)
226100_at	MLL5	myeloid/lymphoid or mixed-lineage leukemia 5 (trithorax homolog, Drosophila)
218211_s_at	MLPH	melanophilin
229150_at	MLPH	Melanophilin
205680_at	MMP10	matrix metallopeptidase 10 (stromelysin 2)
205828_at	MMP3	matrix metallopeptidase 3 (stromelysin 1, progelatinase)
205235_s_at	MPHOSPH1	M-phase phosphoprotein 1
205429_s_at	MPP6	membrane protein, palmitoylated 6 (MAGUK p55 subfamily member 6)
205395_s_at	MRE11A	MRE11 meiotic recombination 11 homolog A (S. cerevisiae)
211334_at	MRE11A	MRE11 meiotic recombination 11 homolog A (S. cerevisiae)
242456_at	MRE11A	MRE11 meiotic recombination 11 homolog A (S. cerevisiae)
1554126_at	MSRB3	methionine sulfoxide reductase B3
1554127_s_at	MSRB3	methionine sulfoxide reductase B3
1566481_at	MSRB3	Methionine sulfoxide reductase B3
1566482_at	MSRB3	Methionine sulfoxide reductase B3
225782_at	MSRB3	methionine sulfoxide reductase B3
225790_at	MSRB3	methionine sulfoxide reductase B3
238583_at	MSRB3	methionine sulfoxide reductase B3
206800_at	MTHFR	5,10-methylenetetrahydrofolate reductase (NADPH)
217070_at	MTHFR	5,10-methylenetetrahydrofolate reductase (NADPH)
217071_s_at	MTHFR	5,10-methylenetetrahydrofolate reductase (NADPH)
226929_at	MTHFR	5,10-methylenetetrahydrofolate reductase (NADPH)
239035_at	MTHFR	5,10-methylenetetrahydrofolate reductase (NADPH)
204101_at	MTM1	myotubularin 1
234596_at	MTM1	Myotubularin 1
234600_at	MTM1	Myotubularin 1
36920_at	MTM1	myotubularin 1
213422_s_at	MXRA8	matrix-remodelling associated 8
228576_s_at	MXRA8	Matrix-remodelling associated 8
205951_at	MYH1	myosin, heavy polypeptide 1, skeletal muscle, adult
220319_s_at	MYLIP	myosin regulatory light chain interacting protein
223129_x_at	MYLIP	myosin regulatory light chain interacting protein
223130_s_at	MYLIP	myosin regulatory light chain interacting protein
227707_at	MYLIP	Myosin regulatory light chain interacting protein
228097_at	MYLIP	myosin regulatory light chain interacting protein
228098_s_at	MYLIP	myosin regulatory light chain interacting protein
218189_s_at	NANS	N-acetylneuraminic acid synthase (sialic acid synthase)
241923_x_at	NANS	N-acetylneuraminic acid synthase (sialic acid synthase)
201969_at	NASP	nuclear autoantigenic sperm protein (histone-binding)
201970_s_at	NASP	nuclear autoantigenic sperm protein (histone-binding)
242918_at	NASP	Nuclear autoantigenic sperm protein (histone-binding)
209159_s_at	NDRG4	NDRG family member 4
1566114_at	NEDD4L	Neural precursor cell expressed, developmentally down-regulated 4-like
1566115_at	NEDD4L	Neural precursor cell expressed, developmentally down-regulated 4-like
212445_s_at	NEDD4L	neural precursor cell expressed, developmentally down-regulated 4-like
212448_at	NEDD4L	neural precursor cell expressed, developmentally down-regulated 4-like
219502_at	NEIL3	nei endonuclease VIII-like 3 (E. coli)
204641_at	NEK2	NIMA (never in mitosis gene a)-related kinase 2
211080_s_at	NEK2	NIMA (never in mitosis gene a)-related kinase 2 /// NIMA (never in mitosis gene a)-related kinase 2
1567013_at	NFE2L2	nuclear factor (erythroid-derived 2)-like 2
1567014_s_at	NFE2L2	nuclear factor (erythroid-derived 2)-like 2
1567015_at	NFE2L2	nuclear factor (erythroid-derived 2)-like 2
201146_at	NFE2L2	nuclear factor (erythroid-derived 2)-like 2
239240_at	NFE2L2	Nuclear factor (erythroid-derived 2)-like 2
243113_at	NFE2L2	Nuclear factor (erythroid-derived 2)-like 2
203574_at	NFIL3	nuclear factor, interleukin 3 regulated
203927_at	NFKBIE	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, epsilon
201577_at	NME1	non-metastatic cells 1, protein (NM23A) expressed in
226797_at	NME1	Non-metastatic cells 1, protein (NM23A) expressed in
204501_at	NOV	nephroblastoma overexpressed gene
214321_at	NOV	nephroblastoma overexpressed gene
213040_s_at	NPTXR	neuronal pentraxin receptor
217041_at	NPTXR	neuronal pentraxin receptor
203814_s_at	NQO2	NAD(P)H dehydrogenase, quinone 2
244855_at	NQO2	NAD(P)H dehydrogenase, quinone 2
204589_at	NUAK1	NUAK family, SNF1-like kinase, 1
203978_at	NUBP1	nucleotide binding protein 1 (MinD homolog, E. coli)
218768_at	NUP107	nucleoporin 107kDa
1556432_at	NUP133	Nucleoporin 133kDa
202184_s_at	NUP133	nucleoporin 133kDa
233420_at	NUP133	nucleoporin 133kDa
233421_s_at	NUP133	nucleoporin 133kDa
236905_at	NUP133	Nucleoporin 133kDa
212247_at	NUP205	nucleoporin 205kDa
222382_x_at	NUP205	nucleoporin 205kDa
202188_at	NUP93	nucleoporin 93kDa
241758_at	NUP93	Nucleoporin 93kDa
1562163_at	NUSAP1	Nucleolar and spindle associated protein 1
218039_at	NUSAP1	nucleolar and spindle associated protein 1
219978_s_at	NUSAP1	nucleolar and spindle associated protein 1
219100_at	OBFC1	oligonucleotide/oligosaccharide-binding fold containing 1
240824_at	OBFC1	Oligonucleotide/oligosaccharide-binding fold containing 1
218730_s_at	OGN	osteoglycin (osteoinductive factor, mimecan)
222722_at	OGN	osteoglycin (osteoinductive factor, mimecan)
219105_x_at	ORC6L	origin recognition complex, subunit 6 like (yeast)
1558017_s_at	PAWR	PRKC, apoptosis, WT1, regulator
204004_at	PAWR	PRKC, apoptosis, WT1, regulator
204005_s_at	PAWR	PRKC, apoptosis, WT1, regulator
214090_at	PAWR	PRKC, apoptosis, WT1, regulator
214237_x_at	PAWR	PRKC, apoptosis, WT1, regulator
226223_at	PAWR	PRKC, apoptosis, WT1, regulator
226231_at	PAWR	PRKC, apoptosis, WT1, regulator
229515_at	PAWR	PRKC, apoptosis, WT1, regulator
219148_at	PBK	PDZ binding kinase
207838_x_at	PBXIP1	pre-B-cell leukemia transcription factor interacting protein 1
212259_s_at	PBXIP1	pre-B-cell leukemia transcription factor interacting protein 1
214176_s_at	PBXIP1	Pre-B-cell leukemia transcription factor interacting protein 1
214177_s_at	PBXIP1	pre-B-cell leukemia transcription factor interacting protein 1
219295_s_at	PCOLCE2	procollagen C-endopeptidase enhancer 2
1563467_at	PDGFC	Platelet derived growth factor C
218718_at	PDGFC	platelet derived growth factor C
222719_s_at	PDGFC	platelet derived growth factor C
205251_at	PER2	period homolog 2 (Drosophila)
208518_s_at	PER2	period homolog 2 (Drosophila)
242892_at	PER2	Period homolog 2 (Drosophila)
207132_x_at	PFDN5	prefoldin subunit 5
210908_s_at	PFDN5	prefoldin subunit 5
1558666_at	PHEX	Phosphate regulating endopeptidase homolog, X-linked (hypophosphatemia, vitamin D resistant rickets)
210617_at	PHEX	phosphate regulating endopeptidase homolog, X-linked (hypophosphatemia, vitamin D resistant rickets)
203335_at	PHYH	phytanoyl-CoA 2-hydroxylase
205281_s_at	PIGA	phosphatidylinositol glycan, class A (paroxysmal nocturnal hemoglobinuria) /// phosphatidylinositol glycan, class A (paroxysmal nocturnal hemoglobinuria)
215969_at	PIGA	Phosphatidylinositol glycan, class A (paroxysmal nocturnal hemoglobinuria)
209018_s_at	PINK1	PTEN induced putative kinase 1
209019_s_at	PINK1	PTEN induced putative kinase 1
218644_at	PLEK2	pleckstrin 2
202240_at	PLK1	polo-like kinase 1 (Drosophila)
201429_s_at	PLK1 /// RPL37A	polo-like kinase 1 (Drosophila) /// ribosomal protein L37a
204886_at	PLK4	polo-like kinase 4 (Drosophila)
204887_s_at	PLK4	polo-like kinase 4 (Drosophila)
211088_s_at	PLK4	polo-like kinase 4 (Drosophila) /// polo-like kinase 4 (Drosophila)
209034_at	PNRC1	proline-rich nuclear receptor coactivator 1
203422_at	POLD1	polymerase (DNA directed), delta 1, catalytic subunit 125kDa
1560509_at	POLE	Polymerase (DNA directed), epsilon
1561940_at	POLE	polymerase (DNA directed), epsilon
216026_s_at	POLE	polymerase (DNA directed), epsilon
205909_at	POLE2	polymerase (DNA directed), epsilon 2 (p59 subunit)
1555777_at	POSTN	periostin, osteoblast specific factor
1555778_a_at	POSTN	periostin, osteoblast specific factor
210809_s_at	POSTN	periostin, osteoblast specific factor
214981_at	POSTN	Periostin, osteoblast specific factor
228481_at	POSTN	Periostin, osteoblast specific factor
235113_at	PPIL5	peptidylprolyl isomerase (cyclophilin)-like 5
242154_x_at	PPIL5	peptidylprolyl isomerase (cyclophilin)-like 5
218009_s_at	PRC1	protein regulator of cytokinesis 1
205053_at	PRIM1	primase, polypeptide 1, 49kDa
207505_at	PRKG2	protein kinase, cGMP-dependent, type II
203650_at	PROCR	protein C receptor, endothelial (EPCR)
234340_at	PROCR	Protein C receptor, endothelial (EPCR)
234346_x_at	PROCR	Protein C receptor, endothelial (EPCR)
220892_s_at	PSAT1	phosphoserine aminotransferase 1
223062_s_at	PSAT1	phosphoserine aminotransferase 1
211663_x_at	PTGDS	prostaglandin D2 synthase 21kDa (brain) /// prostaglandin D2 synthase 21kDa (brain)
211748_x_at	PTGDS	prostaglandin D2 synthase 21kDa (brain) /// prostaglandin D2 synthase 21kDa (brain)
212187_x_at	PTGDS	prostaglandin D2 synthase 21kDa (brain)
206084_at	PTPRR	protein tyrosine phosphatase, receptor type, R
210675_s_at	PTPRR	protein tyrosine phosphatase, receptor type, R
203554_x_at	PTTG1	pituitary tumor-transforming 1
210127_at	RAB6B	RAB6B, member RAS oncogene family
221792_at	RAB6B	RAB6B, member RAS oncogene family
225259_at	RAB6B	RAB6B, member RAS oncogene family
222077_s_at	RACGAP1	Rac GTPase activating protein 1
223417_at	RAD18	RAD18 homolog (S. cerevisiae)
224200_s_at	RAD18	RAD18 homolog (S. cerevisiae)
238670_at	RAD18	RAD18 homolog (S. cerevisiae)
238748_at	RAD18	RAD18 homolog (S. cerevisiae)
205023_at	RAD51	RAD51 homolog (RecA homolog, E. coli) (S. cerevisiae)
205024_s_at	RAD51	RAD51 homolog (RecA homolog, E. coli) (S. cerevisiae)
204146_at	RAD51AP1	RAD51 associated protein 1
1553535_a_at	RANGAP1	Ran GTPase activating protein 1
212125_at	RANGAP1	Ran GTPase activating protein 1
212127_at	RANGAP1	Ran GTPase activating protein 1
1555003_at	RBL1	retinoblastoma-like 1 (p107)
1555004_a_at	RBL1	retinoblastoma-like 1 (p107)
1559307_s_at	RBL1	retinoblastoma-like 1 (p107)
1555639_a_at	RBM14	RNA binding motif protein 14
204178_s_at	RBM14	RNA binding motif protein 14
206499_s_at	RCC1	regulator of chromosome condensation 1
215747_s_at	RCC1	regulator of chromosome condensation 1
204023_at	RFC4	replication factor C (activator 1) 4, 37kDa
203209_at	RFC5	replication factor C (activator 1) 5, 36.5kDa
203210_s_at	RFC5	replication factor C (activator 1) 5, 36.5kDa
1556662_at	RHOQ	Ras homolog gene family, member Q
1556663_s_at	RHOQ	Ras homolog gene family, member Q
1559582_at	RHOQ	ras homolog gene family, member Q
212117_at	RHOQ	ras homolog gene family, member Q
212119_at	RHOQ	ras homolog gene family, member Q
212120_at	RHOQ	ras homolog gene family, member Q
214449_s_at	RHOQ	ras homolog gene family, member Q
239258_at	RHOQ	Ras homolog gene family, member Q
212122_at	RHOQ /// LOC284988	ras homolog gene family, member Q /// hypothetical LOC284988
201756_at	RPA2	replication protein A2, 32kDa
208768_x_at	RPL22	ribosomal protein L22
214042_s_at	RPL22	ribosomal protein L22
220960_x_at	RPL22	ribosomal protein L22
221726_at	RPL22	ribosomal protein L22
221775_x_at	RPL22	ribosomal protein L22
237940_s_at	RPL22	Ribosomal protein L22
237941_at	RPL22	Ribosomal protein L22
201476_s_at	RRM1	ribonucleotide reductase M1 polypeptide
201477_s_at	RRM1	ribonucleotide reductase M1 polypeptide
201890_at	RRM2	ribonucleotide reductase M2 polypeptide
209773_s_at	RRM2	ribonucleotide reductase M2 polypeptide
231895_at	SASS6	spindle assembly 6 homolog (C. elegans)
1552256_a_at	SCARB1	scavenger receptor class B, member 1
201819_at	SCARB1	scavenger receptor class B, member 1
215834_x_at	SCARB1	scavenger receptor class B, member 1
215835_at	SCARB1	scavenger receptor class B, member 1
232421_at	SCARB1	scavenger receptor class B, member 1
233991_at	SCARB1	Scavenger receptor class B, member 1
233994_at	SCARB1	Scavenger receptor class B, member 1
217855_x_at	SDF4	stromal cell derived factor 4
221972_s_at	SDF4	stromal cell derived factor 4
224472_x_at	SDF4	stromal cell derived factor 4 /// stromal cell derived factor 4
232032_x_at	SDF4	stromal cell derived factor 4
203070_at	SEMA3B	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B
203071_at	SEMA3B	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B
203788_s_at	SEMA3C	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C
203789_s_at	SEMA3C	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C
236947_at	SEMA3C	Sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C
240815_at	SEMA3C	Sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C
204614_at	SERPINB2	serpin peptidase inhibitor, clade B (ovalbumin), member 2
223195_s_at	SESN2	sestrin 2
223196_s_at	SESN2	sestrin 2
1553869_at	SESN3	sestrin 3
235683_at	SESN3	sestrin 3
235684_s_at	SESN3	sestrin 3
243546_at	SESN3	Sestrin 3
220357_s_at	SGK2	serum/glucocorticoid regulated kinase 2
230573_at	SGK2	serum/glucocorticoid regulated kinase 2
1553690_at	SGOL1	shugoshin-like 1 (S. pombe)
231938_at	SGOL1	Shugoshin-like 1 (S. pombe)
230165_at	SGOL2	shugoshin-like 2 (S. pombe)
235425_at	SGOL2	shugoshin-like 2 (S. pombe)
219493_at	SHCBP1	SHC SH2-domain binding protein 1
203625_x_at	SKP2	S-phase kinase-associated protein 2 (p45)
203626_s_at	SKP2	S-phase kinase-associated protein 2 (p45)
210567_s_at	SKP2	S-phase kinase-associated protein 2 (p45)
209610_s_at	SLC1A4	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4
209611_s_at	SLC1A4	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4
212810_s_at	SLC1A4	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4
212811_x_at	SLC1A4	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4
235875_at	SLC1A4	Solute carrier family 1 (glutamate/neutral amino acid transporter), member 4
244377_at	SLC1A4	Solute carrier family 1 (glutamate/neutral amino acid transporter), member 4
1569121_at	SLC25A24	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 24
204342_at	SLC25A24	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 24
241229_at	SLC25A24	Solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 24
244481_at	SLC25A24	Solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 24
212907_at	SLC30A1	Solute carrier family 30 (zinc transporter), member 1
228181_at	SLC30A1	solute carrier family 30 (zinc transporter), member 1
242716_at	SLC30A1	solute carrier family 30 (zinc transporter), member 1
225295_at	SLC39A10	solute carrier family 39 (zinc transporter), member 10
226444_at	SLC39A10	Solute carrier family 39 (zinc transporter), member 10
238968_at	SLC39A10	Solute carrier family 39 (zinc transporter), member 10
1554332_a_at	SLCO4A1	Solute carrier organic anion transporter family, member 4A1
219911_s_at	SLCO4A1	solute carrier organic anion transporter family, member 4A1
229239_x_at	SLCO4A1	Solute carrier organic anion transporter family, member 4A1
204240_s_at	SMC2L1	SMC2 structural maintenance of chromosomes 2-like 1 (yeast)
213253_at	SMC2L1	SMC2 structural maintenance of chromosomes 2-like 1 (yeast)
201663_s_at	SMC4L1	SMC4 structural maintenance of chromosomes 4-like 1 (yeast)
201664_at	SMC4L1	SMC4 structural maintenance of chromosomes 4-like 1 (yeast)
215623_x_at	SMC4L1	SMC4 structural maintenance of chromosomes 4-like 1 (yeast)
237246_at	SMC4L1	SMC4 structural maintenance of chromosomes 4-like 1 (yeast)
1553148_a_at	SNX13	sorting nexin 13
213292_s_at	SNX13	sorting nexin 13
215366_at	SNX13	sorting nexin 13
215820_x_at	SNX13	sorting nexin 13
203509_at	SORL1	sortilin-related receptor, L(DLR class) A repeats-containing
230707_at	SORL1	sortilin-related receptor, L(DLR class) A repeats-containing
203145_at	SPAG5	sperm associated antigen 5
235572_at	SPBC24	spindle pole body component 24 homolog (S. cerevisiae)
209891_at	SPBC25	spindle pole body component 25 homolog (S. cerevisiae)
218817_at	SPCS3	signal peptidase complex subunit 3 homolog (S. cerevisiae)
222753_s_at	SPCS3	signal peptidase complex subunit 3 homolog (S. cerevisiae)
202400_s_at	SRF	serum response factor (c-fos serum response element-binding transcription factor)
202401_s_at	SRF	serum response factor (c-fos serum response element-binding transcription factor)
205542_at	STEAP1	six transmembrane epithelial antigen of the prostate 1
200783_s_at	STMN1	stathmin 1/oncoprotein 18
217714_x_at	STMN1	stathmin 1/oncoprotein 18
224724_at	SULF2	sulfatase 2
233555_s_at	SULF2	sulfatase 2
218619_s_at	SUV39H1	suppressor of variegation 3--9 homolog 1 (Drosophila)
1554572_a_at	SUV39H2	suppressor of variegation 3--9 homolog 2 (Drosophila)
219262_at	SUV39H2	suppressor of variegation 3--9 homolog 2 (Drosophila)
202796_at	SYNPO	synaptopodin
235128_at	SYNPO	synaptopodin
235914_at	SYNPO	synaptopodin
1569487_at	TACC3	Transforming, acidic coiled-coil containing protein 3
218308_at	TACC3	transforming, acidic coiled-coil containing protein 3
233320_at	TCAM1	testicular cell adhesion molecule 1 homolog (mouse)
204043_at	TCN2	transcobalamin II; macrocytic anemia
206943_at	TGFBR1	transforming growth factor, beta receptor I (activin A receptor type II-like kinase, 53kDa)
224793_s_at	TGFBR1	transforming growth factor, beta receptor I (activin A receptor type II-like kinase, 53kDa)
236561_at	TGFBR1	Transforming growth factor, beta receptor I (activin A receptor type II-like kinase, 53kDa)
239605_x_at	TGFBR1	Transforming growth factor, beta receptor I (activin A receptor type II-like kinase, 53kDa)
206409_at	TIAM1	T-cell lymphoma invasion and metastasis 1
213135_at	TIAM1	T-cell lymphoma invasion and metastasis 1
231536_at	TIAM1	T-cell lymphoma invasion and metastasis 1
203046_s_at	TIMELESS	timeless homolog (Drosophila)
215455_at	TIMELESS	Timeless homolog (Drosophila)
1554408_a_at	TK1	thymidine kinase 1, soluble
202338_at	TK1	thymidine kinase 1, soluble
243103_at	TK1	Thymidine kinase 1, soluble
204872_at	TLE4	transducin-like enhancer of split 4 (E(sp1) homolog, Drosophila)
214688_at	TLE4	transducin-like enhancer of split 4 (E(sp1) homolog, Drosophila)
216997_x_at	TLE4	transducin-like enhancer of split 4 (E(sp1) homolog, Drosophila)
233575_s_at	TLE4	transducin-like enhancer of split 4 (E(sp1) homolog, Drosophila)
235765_at	TLE4	transducin-like enhancer of split 4 (E(sp1) homolog, Drosophila)
218073_s_at	TMEM48	transmembrane protein 48
234672_s_at	TMEM48	transmembrane protein 48
203508_at	TNFRSF1B	tumor necrosis factor receptor superfamily, member 1B
201812_s_at	TOMM7 /// LOC201725	translocase of outer mitochondrial membrane 7 homolog (yeast) /// hypothetical protein LOC201725
201291_s_at	TOP2A	topoisomerase (DNA) II alpha 170kDa
201292_at	TOP2A	topoisomerase (DNA) II alpha 170kDa
237469_at	TOP2A	Topoisomerase (DNA) II alpha 170kDa
1561924_at	TOPBP1	Topoisomerase (DNA) II binding protein 1
202633_at	TOPBP1	topoisomerase (DNA) II binding protein 1
210052_s_at	TPX2	TPX2, microtubule-associated, homolog (Xenopus laevis)
1555788_a_at	TRIB3	tribbles homolog 3 (Drosophila)
218145_at	TRIB3	tribbles homolog 3 (Drosophila)
233669_s_at	TRIM54	tripartite motif-containing 54
227801_at	TRIM59	tripartite motif-containing 59
235476_at	TRIM59	tripartite motif-containing 59
204033_at	TRIP13	thyroid hormone receptor interactor 13
1568596_a_at	TROAP	trophinin associated protein (tastin)
204649_at	TROAP	trophinin associated protein (tastin)
204822_at	TTK	TTK protein kinase
226181_at	TUBE1	tubulin, epsilon 1
201008_s_at	TXNIP	thioredoxin interacting protein
201009_s_at	TXNIP	thioredoxin interacting protein
201010_s_at	TXNIP	thioredoxin interacting protein
1558356_at	UACA	uveal autoantigen with coiled-coil domains and ankyrin repeats
223279_s_at	UACA	uveal autoantigen with coiled-coil domains and ankyrin repeats
236715_x_at	UACA	uveal autoantigen with coiled-coil domains and ankyrin repeats
238868_at	UACA	uveal autoantigen with coiled-coil domains and ankyrin repeats
1294_at	UBE1L	ubiquitin-activating enzyme E1-like
203281_s_at	UBE1L	ubiquitin-activating enzyme E1-like
202954_at	UBE2C	ubiquitin-conjugating enzyme E2C
223229_at	UBE2T	ubiquitin-conjugating enzyme E2T (putative)
203343_at	UGDH	UDP-glucose dehydrogenase
225655_at	UHRF1	ubiquitin-like, containing PHD and RING finger domains, 1
