geneid	symbol	description	pvalue	zscore	probe	w_pvalue	signed_p(negative--down, positive--up in LSC)
967	CD63	CD63 molecule	0.020907	-2.035357	200663_at;200663_at;	0.033566434;0.116666667;	0.924883
1675	CFD	complement factor D (adipsin)	0.020907	-2.035357	205382_s_at;205382_s_at;	0.033566434;0.116666667;	0.924883
8930	MBD4	methyl-CpG binding domain protein 4	0.020907	-2.035357	214047_s_at;209579_s_at;	0.033566434;0.116666667;	0.924883
9095	TBX19	T-box 19	0.020907	-2.035357	206838_at;206838_at;	0.033566434;0.116666667;	0.924883
9138	ARHGEF1	Rho guanine nucleotide exchange factor (GEF) 1	0.020907	-2.035357	203055_s_at;203055_s_at;	0.033566434;0.116666667;	0.924883
23643	LY96	lymphocyte antigen 96	0.020907	-2.035357	206584_at;206584_at;	0.033566434;0.116666667;	0.924883
29994	BAZ2B	bromodomain adjacent to zinc finger domain, 2B	0.020907	-2.035357	203080_s_at;203080_s_at;	0.033566434;0.116666667;	0.924883
57724	KIAA1632	KIAA1632	0.038951	-1.762991	234048_s_at;227638_at;	0.116666667;0.033566434;	0.924883
115825	WDFY2	WD repeat and FYVE domain containing 2	0.038951	-1.762991	227490_at;227490_at;	0.116666667;0.033566434;	0.924883
146923	RUNDC1	RUN domain containing 1	0.038951	-1.762991	226298_at;226298_at;	0.116666667;0.033566434;	0.924883
374819	LRRC37A3	leucine rich repeat containing 37, member A3	0.038951	-1.762991	229962_at;229962_at;	0.116666667;0.033566434;	0.924883
375743	PTAR1	protein prenyltransferase alpha subunit repeat containing 1	0.038951	-1.762991	235484_at;235484_at;	0.116666667;0.033566434;	0.924883
503542	SPRN	shadow of prion protein homolog (zebrafish)	0.038951	-1.762991	238333_s_at;238333_s_at;	0.116666667;0.033566434;	0.924883
284	ANGPT1	angiopoietin 1	0.008297	-2.395568	1552939_at;241119_at;205608_s_at;	0.075524476;0.033333333;0.116666667;	0.924825
7905	REEP5	receptor accessory protein 5	0.009173	-2.358573	244031_at;208872_s_at;208872_s_at;	0.183333333;0.011188811;0.033333333;	0.924048
10397	NDRG1	N-myc downstream regulated gene 1	0.008235	-2.398341	240991_at;240991_at;200632_s_at;	0.116666667;0.095590344;0.016666667;	0.923692
138241	C9orf85	chromosome 9 open reading frame 85	0.039546	-1.755983	239621_at;1557805_at;	0.116666667;0.036982017;	0.923176
10072	DPP3	dipeptidyl-peptidase 3	0.009203	-2.357339	232510_s_at;218567_x_at;218567_x_at;	0.183333333;0.033566434;0.016666667;	0.922145
55743	CHFR	checkpoint with forkhead and ring finger domains	0.009203	-2.357339	223931_s_at;223931_s_at;218803_at;	0.183333333;0.033566434;0.016666667;	0.922145
51465	UBE2J1	ubiquitin-conjugating enzyme E2, J1 (UBC6 homolog, yeast)	0.009008	-2.365288	236528_at;222435_s_at;217823_s_at;	0.066666667;0.05034965;0.116666667;	0.922106
441024	MTHFD2L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like	0.007972	-2.410197	220346_at;233083_at;220346_at;	0.140480752;0.059935428;0.033333333;	0.922083
9290	GPR55	G protein-coupled receptor 55	0.037377	-1.781967	237559_at;237559_at;	0.089192418;0.066666667;	0.92207
338692	ANKRD13D	ankyrin repeat domain 13 family, member D	0.037377	-1.781967	244756_at;244756_at;	0.089192418;0.066666667;	0.92207
646214	LOC646214	similar to p21-activated kinase 2	0.037377	-1.781967	244268_x_at;244268_x_at;	0.089192418;0.066666667;	0.92207
80325	ABTB1	ankyrin repeat and BTB (POZ) domain containing 1	0.03516	-1.809843	228848_at;229164_s_at;	0.140480752;0.016666667;	0.921426
81831	NETO2	neuropilin (NRP) and tolloid (TLL)-like 2	0.009739	-2.336269	222774_s_at;218888_s_at;218888_s_at;	0.116666667;0.116666667;0.002797203;	0.92129
29844	TFPT	TCF3 (E2A) fusion partner (in childhood Leukemia)	0.019774	-2.058449	218996_at;218996_at;	0.106293706;0.051988699;	0.920859
57697	FANCM	Fanconi anemia, complementation group M	0.035424	-1.806456	242711_x_at;242711_x_at;	0.142131509;0.016666667;	0.920601
125488	C18orf17	chromosome 18 open reading frame 17	0.035424	-1.806456	230747_s_at;238480_at;	0.142131509;0.016666667;	0.920601
4739	NEDD9	neural precursor cell expressed, developmentally down-regulated 9	0.008647	-2.380411	233223_at;1560706_at;202149_at;	0.116666667;0.106293706;0.016666667;	0.920124
79008	GIYD2	GIY-YIG domain containing 2	0.008649	-2.38033	218317_x_at;233334_x_at;218317_x_at;	0.106293706;0.066666667;0.066666667;	0.920124
57017	COQ9	coenzyme Q9 homolog (S. cerevisiae)	0.040271	-1.747552	235822_at;235822_at;	0.109530972;0.05034965;	0.92006
342945	ZSCAN22	zinc finger and SCAN domain containing 22	0.040271	-1.747552	228769_at;228769_at;	0.109530972;0.05034965;	0.92006
5452	POU2F2	POU class 2 homeobox 2	0.008297	-2.395567	243961_at;229750_at;211771_s_at;	0.140480752;0.066666667;0.033333333;	0.91984
6510	SLC1A5	solute carrier family 1 (neutral amino acid transporter), member 5	0.022069	-2.012784	208916_at;208916_at;	0.044568465;0.116666667;	0.919382
23060	ZNF609	zinc finger protein 609	0.022069	-2.012784	212617_at;212618_at;	0.044568465;0.116666667;	0.919382
10589	DRAP1	DR1-associated protein 1 (negative cofactor 2 alpha)	0.008361	-2.392747	203258_at;230160_x_at;203258_at;	0.142131509;0.033333333;0.066666667;	0.919289
23295	MGRN1	mahogunin, ring finger 1	0.022864	-1.997895	212576_at;212576_at;	0.137279819;0.02505989;	0.91883
55754	TMEM30A	transmembrane protein 30A	0.009425	-2.348474	232591_s_at;232591_s_at;217743_s_at;	0.116666667;0.060434376;0.066666667;	0.918744
23786	BCL2L13	BCL2-like 13 (apoptosis facilitator)	0.010111	-2.322211	226798_at;217955_at;223664_x_at;	0.116666667;0.116666667;0.011188811;	0.918493
27185	DISC1	disrupted in schizophrenia 1	0.010111	-2.322211	244048_x_at;206090_s_at;244642_at;	0.116666667;0.116666667;0.011188811;	0.918493
7097	TLR2	toll-like receptor 2	0.019392	-2.066463	204924_at;204924_at;	0.148251748;0.016666667;	0.917541
9546	APBA3	amyloid beta (A4) precursor protein-binding, family A, member 3 (X11-like 2)	0.019392	-2.066463	205146_x_at;215148_s_at;	0.148251748;0.016666667;	0.917541
10440	TIMM17A	translocase of inner mitochondrial membrane 17 homolog A (yeast)	0.019392	-2.066463	201821_s_at;215171_s_at;	0.148251748;0.016666667;	0.917541
10445	MCRS1	microspherule protein 1	0.019392	-2.066463	202556_s_at;202556_s_at;	0.148251748;0.016666667;	0.917541
64174	DPEP2	dipeptidase 2	0.019392	-2.066463	219452_at;219452_at;	0.148251748;0.016666667;	0.917541
440026	TMEM41B	transmembrane protein 41B	0.019392	-2.066463	212622_at;212623_at;	0.148251748;0.016666667;	0.917541
57489	ODF2L	outer dense fiber of sperm tails 2-like	0.036415	-1.793899	230926_s_at;231909_x_at;	0.148251748;0.016666667;	0.917541
84286	TMEM175	transmembrane protein 175	0.036415	-1.793899	223462_at;223462_at;	0.148251748;0.016666667;	0.917541
84309	NUDT16L1	nudix (nucleoside diphosphate linked moiety X)-type motif 16-like 1	0.036415	-1.793899	224477_s_at;224477_s_at;	0.148251748;0.016666667;	0.917541
90393	LOC90393	hypothetical protein LOC90393	0.036415	-1.793899	229668_at;229668_at;	0.148251748;0.016666667;	0.917541
92521	SPECC1	sperm antigen with calponin homology and coiled-coil domains 1	0.036415	-1.793899	240765_at;244461_at;	0.148251748;0.016666667;	0.917541
112616	CMTM7	CKLF-like MARVEL transmembrane domain containing 7	0.036415	-1.793899	240737_at;226017_at;	0.148251748;0.016666667;	0.917541
149175	MANEAL	mannosidase, endo-alpha-like	0.036415	-1.793899	226132_s_at;226132_s_at;	0.148251748;0.016666667;	0.917541
644873	FLJ33630	hypothetical protein LOC644873	0.036415	-1.793899	244856_at;230685_at;	0.148251748;0.016666667;	0.917541
596	BCL2	B-cell CLL/lymphoma 2	0.010369	-2.312708	203685_at;232614_at;244035_at;	0.208615206;0.033333333;0.005594406;	0.917486
84617	TUBB6	tubulin, beta 6	0.008597	-2.382548	238151_at;238151_at;209191_at;	0.148251748;0.066666667;0.033333333;	0.917249
55957	LIN37	lin-37 homolog (C. elegans)	0.008044	-2.406908	213526_s_at;232534_at;213526_s_at;	0.198601399;0.033333333;0.016666667;	0.917133
55692	LUC7L	LUC7-like (S. cerevisiae)	0.010148	-2.320842	220143_x_at;223546_x_at;1557067_s_at;	0.183333333;0.033333333;0.033566434;	0.916589
23140	ZZEF1	zinc finger, ZZ-type with EF-hand domain 1	0.0227	-2.000922	207190_at;212601_at;	0.05034965;0.116666667;	0.916492
50856	CLEC4A	C-type lectin domain family 4, member A	0.0227	-2.000922	221724_s_at;219947_at;	0.05034965;0.116666667;	0.916492
131544	DKFZp667G2110	hypothetical protein DKFZp667G2110	0.0227	-2.000922	214030_at;214030_at;	0.05034965;0.116666667;	0.916492
65078	RTN4R	reticulon 4 receptor	0.041944	-1.728556	228550_at;228550_at;	0.116666667;0.05034965;	0.916492
79027	ZNF655	zinc finger protein 655	0.041944	-1.728556	223302_s_at;1554726_at;	0.116666667;0.05034965;	0.916492
84461	KIAA1787	KIAA1787 protein	0.041944	-1.728556	226703_at;226703_at;	0.116666667;0.05034965;	0.916492
91526	ANKRD44	ankyrin repeat domain 44	0.041944	-1.728556	226641_at;1556812_a_at;	0.116666667;0.05034965;	0.916492
6830	SUPT6H	suppressor of Ty 6 homolog (S. cerevisiae)	0.010721	-2.300124	241070_at;208830_s_at;208831_x_at;	0.183333333;0.002797203;0.066666667;	0.915734
59269	HIVEP3	human immunodeficiency virus type I enhancer binding protein 3	0.010721	-2.300124	232581_x_at;232581_x_at;220042_x_at;	0.183333333;0.002797203;0.066666667;	0.915734
832	CAPZB	capping protein (actin filament) muscle Z-line, beta	0.010726	-2.299935	201949_x_at;236708_at;201950_x_at;	0.183333333;0.066666667;0.002797203;	0.915734
206358	SLC36A1	solute carrier family 36 (proton/amino acid symporter), member 1	0.010726	-2.299935	213119_at;242619_x_at;213119_at;	0.183333333;0.066666667;0.002797203;	0.915734
157	ADRBK2	adrenergic, beta, receptor kinase 2	0.010495	-2.308153	233556_at;204183_s_at;222048_at;	0.116666667;0.01958042;0.116666667;	0.915695
1318	SLC31A2	solute carrier family 31 (copper transporters), member 2	0.010495	-2.308153	231099_at;204204_at;204204_at;	0.116666667;0.01958042;0.116666667;	0.915695
246721	POLR2J2	DNA directed RNA polymerase II polypeptide J-related	0.010495	-2.308153	228823_at;217610_at;217529_at;	0.116666667;0.01958042;0.116666667;	0.915695
949	SCARB1	scavenger receptor class B, member 1	0.010297	-2.315363	232421_at;232421_at;201819_at;	0.183333333;0.036982017;0.033333333;	0.91545
375757	C9orf119	chromosome 9 open reading frame 119	0.04233	-1.724262	226027_at;232218_at;	0.116666667;0.052443187;	0.915445
3514	IGKC	immunoglobulin kappa constant	0.010854	-2.295437	224795_x_at;224795_x_at;221671_x_at;	0.183333333;0.005594406;0.066666667;	0.914802
54800	KLHL24	kelch-like 24 (Drosophila)	0.010854	-2.295437	242088_at;221985_at;221985_at;	0.183333333;0.005594406;0.066666667;	0.914802
84901	NFATC2IP	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein	0.010859	-2.295248	212809_at;238130_at;238130_at;	0.183333333;0.066666667;0.005594406;	0.914802
23649	POLA2	polymerase (DNA directed), alpha 2 (70kD subunit)	0.010257	-2.316827	204441_s_at;204441_s_at;236546_at;	0.183333333;0.05034965;0.022245497;	0.914691
10533	ATG7	ATG7 autophagy related 7 homolog (S. cerevisiae)	0.010706	-2.300642	222709_at;1569827_at;218673_s_at;	0.170160003;0.01958042;0.066666667;	0.914531
147807	ZNF524	zinc finger protein 524	0.039925	-1.751558	238683_at;238683_at;	0.106293706;0.064909514;	0.914398
54965	PIGX	phosphatidylinositol glycan anchor biosynthesis, class X	0.040049	-1.75012	1563111_a_at;227403_at;	0.104714455;0.066666667;	0.914309
56965	PARP6	poly (ADP-ribose) polymerase family, member 6	0.040049	-1.75012	241867_at;234710_s_at;	0.104714455;0.066666667;	0.914309
84266	ALKBH7	alkB, alkylation repair homolog 7 (E. coli)	0.040049	-1.75012	227879_at;223318_s_at;	0.104714455;0.066666667;	0.914309
942	CD86	CD86 molecule	0.021726	-2.019345	205685_at;205685_at;	0.106293706;0.066666667;	0.91352
7267	TTC3	tetratricopeptide repeat domain 3	0.021726	-2.019345	1569472_s_at;208663_s_at;	0.106293706;0.066666667;	0.91352
9344	TAOK2	TAO kinase 2	0.021726	-2.019345	204986_s_at;204877_s_at;	0.106293706;0.066666667;	0.91352
10519	CIB1	calcium and integrin binding 1 (calmyrin)	0.021726	-2.019345	201953_at;201953_at;	0.106293706;0.066666667;	0.91352
27079	RPUSD2	RNA pseudouridylate synthase domain containing 2	0.021726	-2.019345	221940_at;221940_at;	0.106293706;0.066666667;	0.91352
79676	OGFOD2	2-oxoglutarate and iron-dependent oxygenase domain containing 2	0.021726	-2.019345	219246_s_at;219245_s_at;	0.106293706;0.066666667;	0.91352
84925	DIRC2	disrupted in renal carcinoma 2	0.040329	-1.74688	226026_at;226026_at;	0.106293706;0.066666667;	0.91352
143098	MPP7	membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7)	0.040329	-1.74688	1564308_a_at;238451_at;	0.106293706;0.066666667;	0.91352
206412	C6orf163	chromosome 6 open reading frame 163	0.040329	-1.74688	242446_at;242446_at;	0.106293706;0.066666667;	0.91352
284757	LOC284757	hypothetical protein LOC284757	0.040329	-1.74688	1568742_at;237806_s_at;	0.106293706;0.066666667;	0.91352
401647	C10orf132	chromosome 10 open reading frame 132	0.040329	-1.74688	228068_at;228068_at;	0.106293706;0.066666667;	0.91352
494470	RNF165	ring finger protein 165	0.040329	-1.74688	230143_at;230143_at;	0.106293706;0.066666667;	0.91352
728568	LOC728568	hypothetical LOC728568	0.040329	-1.74688	226943_at;226943_at;	0.106293706;0.066666667;	0.91352
25796	PGLS	6-phosphogluconolactonase	0.010717	-2.300245	230699_at;1554316_at;218387_s_at;	0.116666667;0.033566434;0.109530972;	0.913412
118	ADD1	adducin 1 (alpha)	0.011095	-2.287091	208030_s_at;238939_at;214726_x_at;	0.183333333;0.066666667;0.010463883;	0.913179
91252	SLC39A13	solute carrier family 39 (zinc transporter), member 13	0.038742	-1.765475	1552295_a_at;225277_at;	0.140480752;0.033333333;	0.913093
5914	RARA	retinoic acid receptor, alpha	0.011106	-2.286738	240630_at;203749_s_at;203750_s_at;	0.183333333;0.010787449;0.066666667;	0.913071
11329	STK38	serine/threonine kinase 38	0.011106	-2.286738	244679_at;1553117_a_at;202951_at;	0.183333333;0.010787449;0.066666667;	0.913071
57591	MKL1	megakaryoblastic leukemia (translocation) 1	0.011125	-2.286066	241207_at;1559902_at;212748_at;	0.183333333;0.011188811;0.066666667;	0.912937
55255	WDR41	WD repeat domain 41	0.011131	-2.285877	218055_s_at;240637_at;222503_s_at;	0.183333333;0.066666667;0.011188811;	0.912937
253782	LASS6	LAG1 homolog, ceramide synthase 6	0.011131	-2.285877	212446_s_at;242019_at;1564753_at;	0.183333333;0.066666667;0.011188811;	0.912937
90693	CCDC126	coiled-coil domain containing 126	0.039027	-1.762087	1566672_at;228061_at;	0.142131509;0.033333333;	0.912268
55308	DDX19A	DEAD (Asp-Glu-Ala-As) box polypeptide 19A	0.025574	-1.950237	202578_s_at;202577_s_at;	0.170160003;0.005594406;	0.912123
3621	ING1	inhibitor of growth family, member 1	0.011382	-2.277373	244817_at;209808_x_at;209808_x_at;	0.116666667;0.137279819;0.011188811;	0.911622
55160	ARHGEF10L	Rho guanine nucleotide exchange factor (GEF) 10-like	0.011165	-2.284723	243138_at;243138_at;221656_s_at;	0.116666667;0.033566434;0.116666667;	0.911033
55208	DCUN1D2	DCN1, defective in cullin neddylation 1, domain containing 2 (S. cerevisiae)	0.011165	-2.284723	240478_at;219116_s_at;219116_s_at;	0.116666667;0.033566434;0.116666667;	0.911033
81857	MED25	mediator complex subunit 25	0.011165	-2.284723	225955_at;1553993_s_at;208110_x_at;	0.116666667;0.033566434;0.116666667;	0.911033
79624	C6orf211	chromosome 6 open reading frame 211	0.024219	-1.973506	218195_at;218195_at;	0.063712138;0.116666667;	0.909811
128308	MRPL55	mitochondrial ribosomal protein L55	0.044458	-1.701141	227024_s_at;225719_s_at;	0.116666667;0.063712138;	0.909811
5606	MAP2K3	mitogen-activated protein kinase kinase 3	0.021585	-2.022062	207667_s_at;215498_s_at;	0.148251748;0.033333333;	0.909207
8445	DYRK2	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2	0.021585	-2.022062	202968_s_at;202968_s_at;	0.148251748;0.033333333;	0.909207
9994	CASP8AP2	CASP8 associated protein 2	0.021585	-2.022062	222201_s_at;222201_s_at;	0.148251748;0.033333333;	0.909207
11027	LILRA2	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 2	0.021585	-2.022062	211100_x_at;207857_at;	0.148251748;0.033333333;	0.909207
63899	NSUN3	NOL1/NOP2/Sun domain family, member 3	0.021585	-2.022062	219458_s_at;219458_s_at;	0.148251748;0.033333333;	0.909207
64114	TMBIM1	transmembrane BAX inhibitor motif containing 1	0.021585	-2.022062	217730_at;217730_at;	0.148251748;0.033333333;	0.909207
80308	FLAD1	FAD1 flavin adenine dinucleotide synthetase homolog (S. cerevisiae)	0.021585	-2.022062	212541_at;212541_at;	0.148251748;0.033333333;	0.909207
83442	SH3BGRL3	SH3 domain binding glutamic acid-rich protein like 3	0.021585	-2.022062	221269_s_at;221269_s_at;	0.148251748;0.033333333;	0.909207
83640	FAM103A1	family with sequence similarity 103, member A1	0.0401	-1.749531	225210_s_at;225208_s_at;	0.148251748;0.033333333;	0.909207
83706	FERMT3	fermitin family homolog 3 (Drosophila)	0.0401	-1.749531	223303_at;223303_at;	0.148251748;0.033333333;	0.909207
84967	LSM10	LSM10, U7 small nuclear RNA associated	0.0401	-1.749531	225593_at;225593_at;	0.148251748;0.033333333;	0.909207
118788	PIK3AP1	phosphoinositide-3-kinase adaptor protein 1	0.0401	-1.749531	1554508_at;226459_at;	0.148251748;0.033333333;	0.909207
126043			0.0401	-1.749531	234026_at;234021_at;	0.148251748;0.033333333;	0.909207
144534			0.0401	-1.749531	233725_at;233876_at;	0.148251748;0.033333333;	0.909207
158234	RG9MTD3	RNA (guanine-9-) methyltransferase domain containing 3	0.011096	-2.28705	235393_at;242590_at;204656_at;	0.183333333;0.075524476;0.016666667;	0.908159
54442	KCTD5	potassium channel tetramerisation domain containing 5	0.011099	-2.286957	229837_s_at;229837_s_at;218474_s_at;	0.183333333;0.075579586;0.016666667;	0.90814
140730	RIMS4	regulating synaptic membrane exocytosis 4	0.042394	-1.723561	233299_at;233299_at;	0.117658903;0.066666667;	0.907837
55180	LINS1	lines homolog 1 (Drosophila)	0.011866	-2.261431	220121_at;228348_at;1554456_a_at;	0.208615206;0.033333333;0.036203362;	0.907283
3687	ITGAX	integrin, alpha X (complement component 3 receptor 4 subunit)	0.027373	-1.920881	210184_at;210184_at;	0.183333333;0.002797203;	0.906935
5054	SERPINE1	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1	0.027373	-1.920881	202627_s_at;202627_s_at;	0.183333333;0.002797203;	0.906935
6760	SS18	synovial sarcoma translocation, chromosome 18	0.027373	-1.920881	202816_s_at;209954_x_at;	0.183333333;0.002797203;	0.906935
6983	TRGV9	T cell receptor gamma variable 9	0.027373	-1.920881	209813_x_at;209813_x_at;	0.183333333;0.002797203;	0.906935
8517	IKBKG	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma	0.027373	-1.920881	209929_s_at;209929_s_at;	0.183333333;0.002797203;	0.906935
8554	PIAS1	protein inhibitor of activated STAT, 1	0.027373	-1.920881	217864_s_at;1558418_at;	0.183333333;0.002797203;	0.906935
8900	CCNA1	cyclin A1	0.027373	-1.920881	205899_at;205899_at;	0.183333333;0.002797203;	0.906935
9725	TMEM63A	transmembrane protein 63A	0.027373	-1.920881	202700_s_at;202699_s_at;	0.183333333;0.002797203;	0.906935
9854	TMEM24	transmembrane protein 24	0.027373	-1.920881	204757_s_at;204757_s_at;	0.183333333;0.002797203;	0.906935
51025	Magmas	mitochondria-associated protein involved in granulocyte-macrophage colony-stimulating factor signal transduction	0.027373	-1.920881	218969_at;218969_at;	0.183333333;0.002797203;	0.906935
80035	C15orf28	chromosome 15 open reading frame 28	0.027373	-1.920881	220710_at;220710_at;	0.183333333;0.002797203;	0.906935
113526			0.027373	-1.920881	221651_x_at;221651_x_at;	0.183333333;0.002797203;	0.906935
283232	TMEM80	transmembrane protein 80	0.027373	-1.920881	221951_at;1559132_at;	0.183333333;0.002797203;	0.906935
6487	ST3GAL3	ST3 beta-galactoside alpha-2,3-sialyltransferase 3	0.04961	-1.648648	240490_at;242511_at;	0.183333333;0.002797203;	0.906935
10011	SRA1	steroid receptor RNA activator 1	0.04961	-1.648648	224864_at;224864_at;	0.183333333;0.002797203;	0.906935
11164	NUDT5	nudix (nucleoside diphosphate linked moiety X)-type motif 5	0.04961	-1.648648	223100_s_at;223100_s_at;	0.183333333;0.002797203;	0.906935
51091	SEPSECS	Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase	0.04961	-1.648648	231730_at;235516_at;	0.183333333;0.002797203;	0.906935
84817	TXNDC17	thioredoxin domain containing 17	0.04961	-1.648648	224511_s_at;224511_s_at;	0.183333333;0.002797203;	0.906935
116448	OLIG1	oligodendrocyte transcription factor 1	0.04961	-1.648648	228170_at;228170_at;	0.183333333;0.002797203;	0.906935
149840	C20orf196	chromosome 20 open reading frame 196	0.04961	-1.648648	235063_at;243507_s_at;	0.183333333;0.002797203;	0.906935
161582	DYX1C1	dyslexia susceptibility 1 candidate 1	0.04961	-1.648648	241713_s_at;235273_at;	0.183333333;0.002797203;	0.906935
7533	YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide	0.025827	-1.946007	201020_at;201020_at;	0.05034965;0.137279819;	0.906185
2339	FNTA	farnesyltransferase, CAAX box, alpha	0.010445	-2.309959	236192_at;230808_at;200090_at;	0.148251748;0.016666667;0.116666667;	0.906138
5141	PDE4A	phosphodiesterase 4A, cAMP-specific (phosphodiesterase E2 dunce homolog, Drosophila)	0.009788	-2.334373	242435_at;242435_at;204735_at;	0.198601399;0.016666667;0.066666667;	0.906022
304	ANXA2P2	annexin A2 pseudogene 2	0.027737	-1.915141	208816_x_at;208816_x_at;	0.183333333;0.005594406;	0.905536
6688	SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	0.027737	-1.915141	205312_at;205312_at;	0.183333333;0.005594406;	0.905536
29916	SNX11	sorting nexin 11	0.027737	-1.915141	220140_s_at;53912_at;	0.183333333;0.005594406;	0.905536
57381	RHOJ	ras homolog gene family, member J	0.043262	-1.714023	238905_at;243481_at;	0.122308189;0.066666667;	0.905513
5214	PFKP	phosphofructokinase, platelet	0.01227	-2.248578	240202_x_at;201037_at;201037_at;	0.183333333;0.033566434;0.066666667;	0.905478
7799	PRDM2	PR domain containing 2, with ZNF domain	0.01227	-2.248578	239655_at;203056_s_at;205277_at;	0.183333333;0.033566434;0.066666667;	0.905478
9474	ATG5	ATG5 autophagy related 5 homolog (S. cerevisiae)	0.01227	-2.248578	233768_at;202511_s_at;210639_s_at;	0.183333333;0.033566434;0.066666667;	0.905478
9517	SPTLC2	serine palmitoyltransferase, long chain base subunit 2	0.01227	-2.248578	241293_x_at;216203_at;203128_at;	0.183333333;0.033566434;0.066666667;	0.905478
6709	SPTAN1	spectrin, alpha, non-erythrocytic 1 (alpha-fodrin)	0.012276	-2.248389	208611_s_at;241150_at;215235_at;	0.183333333;0.066666667;0.033566434;	0.905478
10802	SEC24A	SEC24 related gene family, member A (S. cerevisiae)	0.012276	-2.248389	212902_at;244841_at;244841_at;	0.183333333;0.066666667;0.033566434;	0.905478
196441	CCDC131	coiled-coil domain containing 131	0.012276	-2.248389	213065_at;244499_at;213065_at;	0.183333333;0.066666667;0.033566434;	0.905478
124801	LSM12	LSM12 homolog (S. cerevisiae)	0.027814	-1.913944	212532_s_at;212529_at;	0.183333333;0.006177969;	0.905244
29003			0.049545	-1.649282	224082_at;224082_at;	0.170160003;0.01958042;	0.90513
8358	HIST1H3B	histone cluster 1, H3b	0.027902	-1.912565	208576_s_at;208576_s_at;	0.183333333;0.006850503;	0.904908
23247	KIAA0556	KIAA0556	0.027902	-1.912565	213185_at;213185_at;	0.183333333;0.006850503;	0.904908
55647	RAB20	RAB20, member RAS oncogene family	0.012949	-2.227751	237373_at;219622_at;219622_at;	0.266666667;0.002797203;0.016666667;	0.904623
6874	TAF4	TAF4 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 135kDa	0.025491	-1.951635	213090_s_at;213090_s_at;	0.074371753;0.116666667;	0.904481
203	AK1	adenylate kinase 1	0.025632	-1.94927	202588_at;202587_s_at;	0.075524476;0.116666667;	0.903904
2764	GMFB	glia maturation factor, beta	0.025632	-1.94927	202543_s_at;202544_at;	0.075524476;0.116666667;	0.903904
5341	PLEK	pleckstrin	0.025632	-1.94927	203471_s_at;203470_s_at;	0.075524476;0.116666667;	0.903904
5791	PTPRE	protein tyrosine phosphatase, receptor type, E	0.025632	-1.94927	1559018_at;221840_at;	0.075524476;0.116666667;	0.903904
5976	UPF1	UPF1 regulator of nonsense transcripts homolog (yeast)	0.025632	-1.94927	208947_s_at;208947_s_at;	0.075524476;0.116666667;	0.903904
6039	RNASE6	ribonuclease, RNase A family, k6	0.025632	-1.94927	213566_at;213566_at;	0.075524476;0.116666667;	0.903904
8332	HIST1H2AL	histone cluster 1, H2al	0.025632	-1.94927	214554_at;214554_at;	0.075524476;0.116666667;	0.903904
8732	RNGTT	RNA guanylyltransferase and 5-phosphatase	0.025632	-1.94927	211387_x_at;211387_x_at;	0.075524476;0.116666667;	0.903904
8906	AP1G2	adaptor-related protein complex 1, gamma 2 subunit	0.025632	-1.94927	214341_at;201613_s_at;	0.075524476;0.116666667;	0.903904
10628	TXNIP	thioredoxin interacting protein	0.025632	-1.94927	201010_s_at;201009_s_at;	0.075524476;0.116666667;	0.903904
23130	ATG2A	ATG2 autophagy related 2 homolog A (S. cerevisiae)	0.025632	-1.94927	213300_at;213300_at;	0.075524476;0.116666667;	0.903904
64393	ZMAT3	zinc finger, matrin type 3	0.025632	-1.94927	219628_at;219628_at;	0.075524476;0.116666667;	0.903904
64786	TBC1D15	TBC1 domain family, member 15	0.025632	-1.94927	218268_at;218268_at;	0.075524476;0.116666667;	0.903904
80013	C10orf97	chromosome 10 open reading frame 97	0.025632	-1.94927	1554509_a_at;218297_at;	0.075524476;0.116666667;	0.903904
376412	RNF126P1	ring finger protein 126 pseudogene 1	0.025632	-1.94927	222349_x_at;222349_x_at;	0.075524476;0.116666667;	0.903904
10783	NEK6	NIMA (never in mitosis gene a)-related kinase 6	0.046781	-1.676904	223159_s_at;239267_at;	0.116666667;0.075524476;	0.903904
25885	POLR1A	polymerase (RNA) I polypeptide A, 194kDa	0.046781	-1.676904	222704_at;222704_at;	0.116666667;0.075524476;	0.903904
57449	PLEKHG5	pleckstrin homology domain containing, family G (with RhoGef domain) member 5	0.046781	-1.676904	237646_x_at;237646_x_at;	0.116666667;0.075524476;	0.903904
83858	ATAD3B	ATPase family, AAA domain containing 3B	0.046781	-1.676904	223617_x_at;233091_at;	0.116666667;0.075524476;	0.903904
83876	MRO	maestro	0.046781	-1.676904	224324_at;224324_at;	0.116666667;0.075524476;	0.903904
84780	MGC12935	hypothetical protein MGC12935	0.046781	-1.676904	223932_at;223932_at;	0.116666667;0.075524476;	0.903904
