Probe Set	Unigene acc. No.	Gene symbol	Gene	Fold Change	log2 Fold Change	std	p_value	lower cl	upper cl	Detection call
100998_at	Mm.6716	H2-Ab1	histocompatibility 2, class II antigen A, beta 1	-3.5	-1.81	0.24	0	-2.49	-1.13	PPP PPP
101886_f_at	Mm.33263	H2-D1	histocompatibility 2, D region locus 1	-2.59	-1.37	0.1	0	-1.64	-1.1	PPP PPP
97540_f_at	Mm.33263	H2-D1	histocompatibility 2, D region locus 1	-2.47	-1.3	0.14	0	-1.71	-0.9	PPP PPP
97541_f_at	Mm.33263	H2-D1	histocompatibility 2, D region locus 1	-2.03	-1.02	0.2	0.01	-1.58	-0.46	PPP PPP
93092_at	Mm.16373	H2-DMa	histocompatibility 2, class II, locus DMa	-1.72	-0.78	0.13	0	-1.15	-0.41	PPP PPP
98034_at	Mm.3322	H2-DMb1	histocompatibility 2, class II, locus Mb1	-1.89	-0.92	0.17	0.01	-1.38	-0.45	PPP PPP
98035_g_at	Mm.3322	H2-DMb1	histocompatibility 2, class II, locus Mb1	-1.92	-0.94	0.11	0	-1.24	-0.65	PPP PPP
94285_at	Mm.22564	H2-Eb1	histocompatibility 2, class II antigen E beta	-3.13	-1.65	0.2	0	-2.19	-1.1	PPP PPP
93120_f_at	Mm.16771	H2-K	histocompatibility 2, K region	-2.58	-1.37	0.18	0	-1.86	-0.87	PPP PPP
99379_f_at	Mm.16771	H2-K	histocompatibility 2, K region	-1.79	-0.84	0.11	0	-1.14	-0.53	PPP PPP
99378_f_at	Mm.98003	H2-Q1	histocompatibility 2, Q region locus 1	-2.19	-1.13	0.15	0	-1.54	-0.71	PPP PPP
97173_f_at	Mm.88795	H2-Q10	histocompatibility 2, Q region locus 10	-1.86	-0.9	0.12	0	-1.24	-0.56	PPP PPP
93714_f_at	Mm.34421	H2-Q7	histocompatibility 2, Q region locus 7	-2.11	-1.08	0.1	0	-1.36	-0.8	PPP PPP
98438_f_at	Mm.34421	H2-Q7	histocompatibility 2, Q region locus 7	-2.53	-1.34	0.14	0	-1.73	-0.95	PPP PPP
93865_s_at	Mm.87776	H2-T10	histocompatibility 2, T region locus 10	-1.95	-0.96	0.14	0	-1.34	-0.59	PPP PPP
101876_s_at	Mm.196459	H2-T17	histocompatibility 2, T region locus 17	-2.13	-1.09	0.21	0.01	-1.68	-0.5	PPP PPP
98472_at	Mm.35016	H2-T23	histocompatibility 2, T region locus 23	-2.03	-1.02	0.12	0	-1.35	-0.7	PPP PPP
93483_at	Mm.715	Hck	hemopoietic cell kinase	-2.16	-1.11	0.19	0	-1.65	-0.57	PPP PPP
99461_at	Mm.4091	Hcls1	hematopoietic cell specific Lyn substrate 1	-1.92	-0.94	0.06	0	-1.12	-0.77	PPP PPP
102851_s_at	Mm.1484	Hcph	hemopoietic cell phosphatase	-1.59	-0.67	0.11	0	-0.99	-0.35	PPP PPP
95057_at	Mm.29151	Herpud1	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1	-1.78	-0.83	0.1	0	-1.1	-0.56	PPP PPP
103833_at	Mm.20934	Hipk2	homeodomain interacting protein kinase 2	-1.42	-0.51	0.08	0	-0.74	-0.27	PPP PPP
94288_at	Mm.276261	Hist1h1c	histone 1, H1c	1.58	0.66	0.1	0	0.39	0.93	PPP PPP
93833_s_at	Mm.21579	Hist1h2bc	histone 1, H2bc	2.88	1.53	0.08	0	1.3	1.75	PPP PPP
93067_f_at	Mm.258496	Hist2h2aa1	histone 2, H2aa1	1.58	0.66	0.14	0.01	0.26	1.06	PPP PPP
94375_at	Mm.2549	Hk2	hexokinase 2	1.69	0.75	0.1	0	0.48	1.03	PPP PPP
102657_at	Mm.1347	Hlx	H2.0-like homeo box gene	1.5	0.58	0.08	0	0.36	0.81	PPP PPP
94325_at	Mm.61526	Hmgcs1	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1	1.97	0.98	0.21	0.01	0.39	1.56	PPA PPA
160101_at	Mm.230635	Hmox1	heme oxygenase (decycling) 1	1.77	0.83	0.11	0	0.53	1.13	PPP PPP
93276_at	Mm.1775	Hn1	hematological and neurological expressed sequence 1	-1.67	-0.74	0.07	0	-0.93	-0.55	PPP PPP
94303_at	Mm.156892	Hnrpd	heterogeneous nuclear ribonucleoprotein D	-1.48	-0.56	0.07	0	-0.77	-0.35	PPP PPP
96672_at	Mm.181852	Hop-pending	homeodomain only protein	-2.17	-1.12	0.13	0	-1.47	-0.76	PPP PPP
93743_at	Mm.21069	Hsbp1	heat shock factor binding protein 1	1.68	0.75	0.09	0	0.49	1	PPP PPP
96594_at	Mm.260658	Hspa4	heat shock protein 4	1.6	0.68	0.13	0.01	0.31	1.04	PPP PPP
101955_at	Mm.918	Hspa5	heat shock 70kD protein 5 (glucose-regulated protein)	1.38	0.47	0.07	0	0.28	0.65	PPP PPP
96564_at	Mm.197551	Hspa8	heat shock protein 8	1.6	0.68	0.1	0	0.4	0.95	PPP PPP
97914_at	Mm.2849	Hspa9a	heat shock protein, A	1.53	0.62	0.08	0	0.4	0.83	PPP PPP
93277_at	Mm.1777	Hspd1	heat shock protein 1 (chaperonin)	1.61	0.69	0.1	0	0.42	0.95	PPP PPP
92829_at	Mm.215667	Hspe1	heat shock protein 1 (chaperonin 10)	1.57	0.65	0.11	0	0.35	0.95	PPP PPP
96752_at	Mm.90364	Icam1	intercellular adhesion molecule	1.7	0.76	0.16	0.01	0.31	1.22	PPP PPP
99053_at	Mm.394	Icam2	intercellular adhesion molecule 2	-3.1	-1.63	0.17	0	-2.1	-1.16	PPP PPP
92614_at	Mm.110	Idb3	inhibitor of DNA binding 3	-2.06	-1.04	0.13	0	-1.39	-0.69	PPP PPP
94384_at	Mm.25613	Ier3	immediate early response 3	2.33	1.22	0.13	0	0.87	1.58	PPP PPP
95545_at	Mm.268521	Igf1	insulin-like growth factor 1	1.96	0.97	0.1	0	0.7	1.24	PPP PPP
95546_g_at	Mm.268521	Igf1	insulin-like growth factor 1	3.05	1.61	0.23	0	0.96	2.26	PPP PPP
101571_g_at	Mm.22248	Igfbp4	insulin-like growth factor binding protein 4	2.2	1.14	0.13	0	0.77	1.5	PPP PPP
160820_at	Mm.29860	Igsf8	immunoglobulin superfamily, member 8	-1.48	-0.57	0.1	0	-0.84	-0.29	PPP PPP
101054_at	Mm.248267	Ii	Ia-associated invariant chain	-7.56	-2.92	0.27	0	-3.66	-2.17	PPP PPP
99491_at	Mm.4154	Il10rb	interleukin 10 receptor, beta	-1.44	-0.53	0.1	0.01	-0.8	-0.27	PPP PPP
99992_at	Mm.4481	Il17r	interleukin 17 receptor	-1.45	-0.54	0.09	0	-0.8	-0.28	PPP PPP
102021_at	Mm.233802	Il4ra	interleukin 4 receptor, alpha	2.86	1.52	0.13	0	1.16	1.87	PPP PPP
98349_at	Mm.4364	Il6st	interleukin 6 signal transducer	1.81	0.86	0.14	0	0.46	1.25	APP APP
100561_at	Mm.256552	Iqgap1	IQ motif containing GTPase activating protein 1	-2.06	-1.04	0.15	0	-1.46	-0.63	PPP PPP
93850_at	Mm.256552	Iqgap1	IQ motif containing GTPase activating protein 1	-1.69	-0.76	0.15	0.01	-1.16	-0.35	PPP PPP
102401_at	Mm.1246	Irf1	interferon regulatory factor 1	-1.44	-0.52	0.09	0	-0.76	-0.28	PPP PPP
93425_at	Mm.6479	Irf5	interferon regulatory factor 5	-2.13	-1.09	0.1	0	-1.36	-0.81	PPP PPP
104669_at	Mm.3233	Irf7	interferon regulatory factor 7	-3.51	-1.81	0.45	0.02	-3.06	-0.57	PPP PPP
103634_at	Mm.2032	Isgf3g	interferon dependent positive acting transcription factor 3 gamma	-1.47	-0.56	0.08	0	-0.79	-0.33	PPP PPP
160337_at	Mm.29357	Isyna1-pending	myo-inositol 1-phosphate synthase A1	1.82	0.86	0.1	0	0.59	1.14	PPP PPP
98828_at	Mm.262106	Itgam	integrin alpha M	-1.9	-0.93	0.2	0.01	-1.48	-0.38	PPP PPP
102353_at	Mm.1137	Itgb2	integrin beta 2	-2.51	-1.33	0.11	0	-1.62	-1.03	PPP PPP
100601_at	Mm.6424	Itgb5	integrin beta 5	-1.72	-0.78	0.06	0	-0.96	-0.6	PPP PPP
100906_at	Mm.58	Itgb7	integrin beta 7	-5.26	-2.4	0.16	0	-2.83	-1.96	PPP PPP
162193_f_at	Mm.58	Itgb7	integrin beta 7	-1.52	-0.6	0.11	0	-0.89	-0.31	PPP PPP
96283_at	Mm.29870	Itm2c	integral membrane protein 2C	2	1	0.15	0	0.59	1.41	PPP PPP
104153_at	Mm.6635	Ivd	isovaleryl coenzyme A dehydrogenase	1.73	0.79	0.14	0.01	0.39	1.18	PPP PPP
97302_at	Mm.33764	Ivns1abp	influenza virus NS1A binding protein	2.84	1.51	0.19	0	0.99	2.03	PPA PPA
104121_at	Mm.21990	Jup	junction plakoglobin	-1.53	-0.61	0.07	0	-0.82	-0.4	PPP PPP
102892_at	Mm.15512	Kcnab2	potassium voltage-gated channel, shaker-related subfamily, beta member 2	-1.93	-0.95	0.15	0	-1.37	-0.53	PPP PPP
102198_at	Mm.9911	Kcnn4	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4	-2	-1	0.13	0	-1.36	-0.65	PPP PPP
160617_at	Mm.41170	Klf13	Kruppel-like factor 13	-1.51	-0.6	0.09	0	-0.85	-0.34	PPP PPP
100010_at	Mm.28787	Klf3	Kruppel-like factor 3 (basic)	-1.69	-0.75	0.16	0.01	-1.19	-0.32	PPP PPP
93070_at	Mm.151329	Kpnb3	karyopherin (importin) beta 3	-1.49	-0.58	0.08	0	-0.8	-0.35	APP APP
97991_at	Mm.31530	Kras2	Kirsten rat sarcoma oncogene 2, expressed	-1.97	-0.98	0.18	0.01	-1.48	-0.48	PPP PPP
101590_at	Mm.486	Lamp2	lysosomal membrane glycoprotein 2	-1.8	-0.85	0.19	0.01	-1.38	-0.33	PPP PPP
103276_at	Mm.20872	Large	like-glycosyltransferase	1.61	0.68	0.12	0.01	0.34	1.03	PPP PPP
93793_at	Mm.247530	Lasp1	LIM and SH3 protein 1	-1.54	-0.62	0.08	0	-0.83	-0.41	PPP PPP
160890_at	Mm.4538	Lbr	lamin B receptor	-2.08	-1.06	0.13	0	-1.42	-0.69	PPP PPP
160601_at	Mm.12834	Lfng	lunatic fringe gene homolog (Drosophila)	-1.59	-0.67	0.09	0	-0.93	-0.41	PPP PPP
99669_at	Mm.43831	Lgals1	lectin, galactose binding, soluble 1	1.44	0.52	0.06	0	0.36	0.68	PPP PPP
93753_at	Mm.21119	Litaf	LPS-induced TN factor	-1.63	-0.7	0.08	0	-0.92	-0.48	PPP PPP
93666_at	Mm.29266	Lmo2	LIM domain only 2	1.56	0.64	0.12	0.01	0.32	0.97	PPP PPP
96810_at	Mm.29266	Lmo2	LIM domain only 2	1.65	0.72	0.08	0	0.51	0.93	PPP PPP
160739_at	Mm.74611	LOC269796	hypothetical protein LOC269796	2.33	1.22	0.2	0	0.66	1.78	PPP PPP
97125_f_at	Mm.34332	LOC56628	MHC (A.CA/J(H-2K-f) class I antigen	-1.97	-0.98	0.13	0	-1.33	-0.63	PPP PPP
160083_at	Mm.1514	Lpl	lipoprotein lipase	2.5	1.32	0.15	0	0.89	1.75	PPP PPP
95611_at	Mm.1514	Lpl	lipoprotein lipase	2.64	1.4	0.23	0	0.76	2.04	PPP PPP
101073_at	Mm.7221	Lrp1	low density lipoprotein receptor-related protein 1	-1.91	-0.94	0.04	0	-1.06	-0.81	PPP PPP
96186_at	Mm.28465	Lrp10	low-density lipoprotein receptor-related protein 10	-1.36	-0.45	0.06	0	-0.6	-0.29	PPP PPP
100086_at	Mm.4560	Lrpap1	low density lipoprotein receptor-related protein associated protein 1	2.66	1.41	0.07	0	1.21	1.61	PPP PPP
104093_at	Mm.2183	Lsp1	lymphocyte specific 1	-6.59	-2.72	0.19	0	-3.26	-2.18	PPP PPP
161914_s_at	Mm.2183	Lsp1	lymphocyte specific 1	-2.7	-1.43	0.11	0	-1.75	-1.12	PPP PPP
100540_at	Mm.260326	Lta4h	leukotriene A4 hydrolase	-2	-1	0.06	0	-1.16	-0.84	PPP PPP
103266_at	Mm.20853	Ltb4r1	leukotriene B4 receptor 1	1.41	0.49	0.08	0	0.27	0.71	PPP PPP
92401_at	Mm.4088	Ltc4s	leukotriene C4 synthase	-6.85	-2.78	0.28	0	-3.54	-2.01	PPP PPP
101487_f_at	Mm.788	Ly6e	lymphocyte antigen 6 complex, locus E	-2.62	-1.39	0.38	0.02	-2.45	-0.32	PPP PPP
94425_at	Mm.2639	Ly86	lymphocyte antigen 86	-2.67	-1.42	0.14	0	-1.81	-1.02	PPP PPP
102983_at	Mm.15185	Madh1	MAD homolog 1 (Drosophila)	-1.93	-0.95	0.15	0	-1.36	-0.54	PPA PPA
102984_g_at	Mm.15185	Madh1	MAD homolog 1 (Drosophila)	-1.89	-0.92	0.08	0	-1.14	-0.7	PPP PPP
104536_at	Mm.2334	Madh2	MAD homolog 2 (Drosophila)	-1.33	-0.41	0.05	0	-0.56	-0.27	PPP PPP
102204_at	Mm.233891	Mafb	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein B (avian)	-2.64	-1.4	0.2	0	-1.95	-0.84	PPP PPP
96703_at	Mm.27578	Maged1	melanoma antigen, family D, 1	2.19	1.13	0.18	0	0.64	1.62	PPP PPP
95721_at	Mm.29725	Mapkapk2	MAP kinase-activated protein kinase 2	-1.78	-0.83	0.06	0	-1.01	-0.65	PPP PPP
96865_at	Mm.30059	Marcks	myristoylated alanine rich protein kinase C substrate	2.12	1.08	0.15	0	0.67	1.49	PPP PPP
96767_at	Mm.66056	Mbc2	membrane bound C2 domain containing protein	-2.02	-1.02	0.08	0	-1.25	-0.78	PPP PPP
93093_at	Mm.1639	Mcl1	myeloid cell leukemia sequence 1	-1.74	-0.8	0.07	0	-1	-0.6	PPP PPP
98569_at	Mm.37395	Mcsc-pending	mitochondrial Ca2+-dependent solute carrier	-1.46	-0.54	0.07	0	-0.73	-0.36	PPP PPP
92880_at	Mm.1451	Mfge8	milk fat globule-EGF factor 8 protein	2.14	1.1	0.08	0	0.88	1.32	PPP PPP
100508_at	Mm.517	Mfng	manic fringe homolog (Drosophila)	-1.71	-0.77	0.12	0	-1.12	-0.42	PPP PPP
97511_at	Mm.194795	Mgll	monoglyceride lipase	2.11	1.08	0.18	0	0.57	1.59	PPP PPP
96258_at	Mm.29823	Mgst3	microsomal glutathione S-transferase 3	1.54	0.62	0.1	0	0.34	0.91	PPP PPP
101007_at	Mm.42126	Mknk2	MAP kinase-interacting serine/threonine kinase 2	-1.79	-0.84	0.15	0.01	-1.27	-0.41	PPP PPP
95338_s_at	Mm.2055	Mmp12	matrix metalloproteinase 12	2.02	1.02	0.07	0	0.81	1.22	PPP PPP
99957_at	Mm.4406	Mmp9	matrix metalloproteinase 9	2.47	1.3	0.17	0	0.83	1.78	PPP PPP
92300_at	Mm.3759	Mnt	max binding protein	-1.57	-0.65	0.08	0	-0.87	-0.43	PPP PPP
93991_at	Mm.21743	Mor1	malate dehydrogenase, mitochondrial	1.38	0.46	0.06	0	0.3	0.62	PPP PPP
99071_at	Mm.3999	Mpeg1	macrophage expressed gene 1	-2.55	-1.35	0.19	0	-1.89	-0.81	PPP PPP
96652_at	Mm.27332	Mrpl28	mitochondrial ribosomal protein L28	1.6	0.68	0.1	0	0.41	0.95	PPP PPP
99153_at	Mm.41574	Mrpl53	mitochondrial ribosomal protein L53	1.57	0.65	0.09	0	0.41	0.89	PPA PPA
160308_at	Mm.138876	Msn	moesin	-1.83	-0.87	0.18	0.01	-1.36	-0.37	PPP PPP
94140_at	Mm.1227	Msr1	macrophage scavenger receptor 1	1.95	0.97	0.12	0	0.64	1.29	APP APP
94792_at	Mm.1227	Msr1	macrophage scavenger receptor 1	2.49	1.32	0.15	0	0.91	1.72	PPP PPP
95340_at	Mm.2064	Mt3	metallothionein 3	-1.5	-0.59	0.11	0.01	-0.91	-0.27	PPP PPP
96285_at	Mm.29874	Myadm	myeloid-associated differentiation marker	-1.69	-0.75	0.16	0.01	-1.19	-0.32	PPP PPP
100915_at	Mm.5938	Myh9	myosin heavy chain IX	-2.13	-1.09	0.1	0	-1.36	-0.82	PPP PPP
102108_f_at	Mm.5938	Myh9	myosin heavy chain IX	-1.54	-0.62	0.08	0	-0.84	-0.4	PPP PPP
103491_at	Mm.34977	Nav1	neuron navigator 1	-2.09	-1.06	0.11	0	-1.37	-0.75	PPP PPP
101484_at	Mm.784	Nbr1	neighbor of Brca1 gene 1	1.47	0.56	0.09	0	0.31	0.81	PPP PPP
97763_at	Mm.4149	Ncf1	neutrophil cytosolic factor 1	-1.74	-0.8	0.1	0	-1.08	-0.52	PPP PPP
103662_at	Mm.2068	Ncf4	neutrophil cytosolic factor 4	-1.54	-0.62	0.1	0	-0.91	-0.34	PPP PPP
95129_at	Mm.29412	Ncor2	nuclear receptor co-repressor 2	-1.61	-0.69	0.09	0	-0.93	-0.44	PPP PPP
96280_at	Mm.29867	Ndufa2	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2	1.39	0.48	0.07	0	0.28	0.67	PPP PPP
96915_f_at	Mm.17851	Ndufa3	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 3	1.44	0.52	0.05	0	0.39	0.65	PPP PPP
95652_at	Mm.29513	Ndufa7	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 7 (B14.5a)	1.45	0.54	0.09	0	0.3	0.78	PPP PPP
96909_at	Mm.3014	Ndufab1	NADH dehydrogenase (ubiquinone) 1, alpha/beta subcomplex, 1	1.75	0.81	0.07	0	0.62	1	PPP PPP
97307_f_at	Mm.28058	Ndufb5	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 5	1.74	0.8	0.07	0	0.61	0.99	PPP PPP
93581_at	Mm.2060	Ndufb8	NADH dehydrogenase (ubiquinone) 1 beta subcomplex 8	1.38	0.46	0.06	0	0.3	0.62	PPP PPP
100628_at	Mm.666	Ndufc1	NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 1	1.44	0.52	0.07	0	0.33	0.71	PPP PPP
93572_at	Mm.218595	Ndufs1	NADH dehydrogenase (ubiquinone) Fe-S protein 1	1.5	0.58	0.07	0	0.39	0.77	PPP PPP
96899_at	Mm.30113	Ndufs3	NADH dehydrogenase (ubiquinone) Fe-S protein 3	1.71	0.78	0.11	0	0.48	1.07	PPP PPP
99593_at	Mm.42805	Ndufs5	NADH dehydrogenase (ubiquinone) Fe-S protein 5	1.47	0.56	0.05	0	0.42	0.7	PPP PPP
160846_at	Mm.143818	Nek6	NIMA (never in mitosis gene a)-related expressed kinase 6	2.67	1.41	0.1	0	1.13	1.7	PPP PPP
101930_at	Mm.9394	Nfix	nuclear factor I/X	-1.82	-0.86	0.09	0	-1.12	-0.6	PPP PPP
101554_at	Mm.170515	Nfkbia	nuclear factor of kappa light chain gene enhancer in B-cells inhibitor, alpha	-1.71	-0.77	0.07	0	-0.96	-0.59	PPP PPP
93318_at	Mm.18503	Ninj1	ninjurin 1	-1.78	-0.83	0.16	0.01	-1.29	-0.38	PPP PPP
94236_at	Mm.22330	Nisch	nischarin	1.86	0.9	0.11	0	0.59	1.2	PPP PPP
160473_at	Mm.41787	Nme4	expressed in non-metastatic cells 4, protein	1.89	0.92	0.15	0	0.49	1.34	PPP PPP
100507_at	Mm.5167	Nov	nephroblastoma overexpressed gene	22.97	4.52	0.3	0	3.68	5.36	APP APP
92626_at	Mm.1131	Npdc1	neural proliferation, differentiation and control gene 1	1.53	0.61	0.08	0	0.4	0.82	APP APP
101634_at	Mm.6343	Npm1	nucleophosmin 1	1.85	0.89	0.2	0.01	0.34	1.44	PPP PPP
98099_at	Mm.241484	Nudt9	nudix (nucleoside diphosphate linked moiety X)-type motif 9	1.98	0.98	0.06	0	0.81	1.15	PPP PPP
98951_at	Mm.2875	Nulp1-pending	nuclear localized protein 1	1.93	0.95	0.12	0	0.61	1.28	PPP PPP
94828_at	Mm.22745	Oprs1	opioid receptor, sigma 1	-1.4	-0.49	0.07	0	-0.69	-0.29	PPP PPP
96708_at	Mm.27606	P24b-pending	integral type I protein	-1.49	-0.58	0.11	0.01	-0.88	-0.28	PPP PPP
103971_at	Mm.25722	P2rx1	purinergic receptor P2X, ligand-gated ion channel, 1	-1.73	-0.79	0.12	0	-1.12	-0.45	PPP PPP
104139_at	Mm.2212	P4ha1	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha 1 polypeptide	2.41	1.27	0.13	0	0.91	1.63	PPP PPP
103278_at	Mm.20874	Padi4	peptidyl arginine deiminase, type IV	-2.2	-1.14	0.14	0	-1.53	-0.75	PAP PAP
98454_at	Mm.34650	Palm	paralemmin	-1.86	-0.89	0.15	0	-1.3	-0.48	PPP PPP
97485_at	Mm.30849	Pcl1-pending	prenylcysteine lyase	1.58	0.66	0.14	0.01	0.27	1.04	PPP PPP
96858_at	Mm.240434	Pdcd8	programmed cell death 8	1.62	0.7	0.1	0	0.43	0.97	PPP PPP
100554_at	Mm.5567	Pdlim1	PDZ and LIM domain 1 (elfin)	-3.5	-1.81	0.12	0	-2.15	-1.47	PPP PPP
92637_at	Mm.1166	Pfkl	phosphofructokinase, liver, B-type	-1.61	-0.69	0.14	0.01	-1.06	-0.31	PPP PPP
93346_at	Mm.188	Pgk1	phosphoglycerate kinase 1	2.59	1.37	0.14	0	0.99	1.76	PPP PPP
101585_at	Mm.9052	Pgrmc1	progesterone receptor membrane component 1	1.9	0.93	0.1	0	0.65	1.21	PPP PPP
98056_at	Mm.34346	Phlda3	pleckstrin homology-like domain, family A, member 3	1.72	0.78	0.13	0	0.42	1.14	PPP PPP
100328_s_at	Mm.87801	Pira3	paired-Ig-like receptor A3	-2.59	-1.37	0.12	0	-1.71	-1.03	PPP PPP
98003_at	Mm.3189	Pirb	paired-Ig-like receptor B	-2.07	-1.05	0.15	0	-1.48	-0.62	PPP PPP
96187_at	Mm.260938	Pkp4	plakophilin 4	1.94	0.95	0.1	0	0.68	1.23	PPA PPA
97772_at	Mm.4183	Plau	plasminogen activator, urokinase	2.04	1.03	0.12	0	0.7	1.35	PPA PPA
102663_at	Mm.1359	Plaur	urokinase plasminogen activator receptor	-1.7	-0.77	0.17	0.01	-1.23	-0.3	PPP PPP
103503_at	Mm.22370	Plcg2	phospholipase C, gamma 2	-1.44	-0.53	0.07	0	-0.72	-0.34	PPP PPP
160742_at	Mm.251003	Plod3	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3	-1.46	-0.55	0.08	0	-0.78	-0.31	PPP PPP
93323_at	Mm.18565	Plp2	proteolipid protein 2	-1.43	-0.52	0.08	0	-0.75	-0.29	PPP PPP
94445_at	Mm.275783	Pls3	plastin 3 (T-isoform)	1.71	0.78	0.11	0	0.46	1.09	PPP PPP
94073_at	Mm.22117	Polr2g	polymerase (RNA) II (DNA directed) polypeptide G	1.52	0.6	0.09	0	0.35	0.86	PPP PPP
98993_at	Mm.3785	Ppp2r5c	protein phosphatase 2, regulatory subunit B (B56), gamma isoform	-1.45	-0.54	0.07	0	-0.73	-0.35	PPP PPP
97758_at	Mm.30929	Prdx1	peroxiredoxin 1	2.55	1.35	0.06	0	1.17	1.53	PPP PPP
100331_g_at	Mm.42948	Prdx2	peroxiredoxin 2	1.66	0.73	0.08	0	0.53	0.94	PPP PPP
96256_at	Mm.29821	Prdx3	peroxiredoxin 3	1.53	0.61	0.12	0.01	0.29	0.94	APP APP
94085_at	Mm.22194	Prg	proteoglycan, secretory granule	-5.3	-2.41	0.33	0	-3.31	-1.5	PPP PPP
93116_at	Mm.16766	Prkacb	protein kinase, cAMP dependent, catalytic, beta	1.54	0.63	0.08	0	0.41	0.84	PPP PPP
99510_at	Mm.4182	Prkcb	protein kinase C, beta	-3.33	-1.74	0.1	0	-2.02	-1.45	PPP PPP
160698_s_at	Mm.2314	Prkcd	protein kinase C, delta	-1.46	-0.54	0.07	0	-0.73	-0.36	PPP PPP
100606_at	Mm.648	Prnp	prion protein	2.1	1.07	0.13	0	0.7	1.44	PPP PPP
99327_at	Mm.226595	Prss19	protease, serine, 19 (neuropsin)	-2.1	-1.07	0.16	0	-1.51	-0.63	PPP PPP
161476_at	Mm.233010	Psap	prosaposin	-1.5	-0.58	0.11	0.01	-0.9	-0.27	PPP PPP
97114_at	Mm.233010	Psap	prosaposin	-1.69	-0.76	0.08	0	-0.97	-0.55	PPP PPP
104256_at	Mm.123225	Pscdbp	pleckstrin homology, Sec7 and coiled-coil domains, binding protein	-1.91	-0.93	0.24	0.02	-1.59	-0.28	PPP PPP
104257_g_at	Mm.123225	Pscdbp	pleckstrin homology, Sec7 and coiled-coil domains, binding protein	-2.52	-1.34	0.3	0.01	-2.18	-0.49	PPP PPP
102201_s_at	Mm.998	Psen1	presenilin 1	-1.46	-0.54	0.06	0	-0.72	-0.37	PPP PPP
102791_at	Mm.13913	Psmb8	proteosome (prosome, macropain) subunit, beta type 8 (large multifunctional protease 7)	-1.98	-0.99	0.11	0	-1.29	-0.69	PPP PPP
93085_at	Mm.16251	Psmb9	proteosome (prosome, macropain) subunit, beta type 9 (large multifunctional protease 2)	-1.69	-0.76	0.13	0	-1.11	-0.41	PPP PPP
95483_at	Mm.182318	Psmd1	proteasome (prosome, macropain) 26S subunit, non-ATPase, 1	1.37	0.46	0.07	0	0.27	0.65	PPP PPP
104538_at	Mm.2339	Ptgis	prostaglandin I2 (prostacyclin) synthase	-2.84	-1.51	0.12	0	-1.85	-1.16	PPP PPP
161694_f_at	Mm.2792	Ptgs1	prostaglandin-endoperoxide synthase 1	1.48	0.57	0.1	0	0.29	0.85	PPA PPA
95597_at	Mm.2792	Ptgs1	prostaglandin-endoperoxide synthase 1	2.26	1.18	0.15	0	0.76	1.6	PPA PPA
94020_at	Mm.21852	Ptk9l	PTK9 protein typrotein tyrosine kinase 9-like (A6-related protein)	1.47	0.56	0.07	0	0.36	0.75	PPP PPP
100718_at	Mm.19187	Ptma	prothymosin alpha	-2.06	-1.04	0.21	0.01	-1.63	-0.45	PPP PPP
94929_at	Mm.2668	Ptpn1	protein tyrosine phosphatase, non-receptor type 1	-1.86	-0.89	0.06	0	-1.07	-0.72	PPP PPP
100976_at	Mm.6678	Ptpn9	protein tyrosine phosphatase, non-receptor type 9	1.45	0.53	0.09	0	0.29	0.78	PPP PPP
100427_at	Mm.4715	Ptpro	protein tyrosine phosphatase, receptor type, O	-1.95	-0.97	0.14	0	-1.35	-0.58	PPP PPP
160480_at	Mm.258771	Ptprs	protein tyrosine phosphatase, receptor type, S	-1.54	-0.63	0.11	0	-0.92	-0.33	PPP PPP
160726_at	Mm.2655	Qk	quaking	1.78	0.83	0.12	0	0.49	1.18	PPP PPP
98150_at	Mm.35727	Rab11b	RAB11B, member RAS oncogene family	-1.5	-0.59	0.1	0	-0.87	-0.3	PPP PPP
160317_at	Mm.251162	Rab34	RAB34, member of RAS oncogene family	1.78	0.83	0.1	0	0.56	1.11	PPP PPP
93319_at	Mm.18517	Rasa3	RAS p21 protein activator 3	-2.91	-1.54	0.1	0	-1.82	-1.26	PPP PPP
102379_at	Mm.12091	Rassf1	Ras association (RalGDS/AF-6) domain family 1	-1.6	-0.68	0.08	0	-0.91	-0.45	PPP PPP
102028_at	Mm.248291	Rassf5	Ras association (RalGDS/AF-6) domain family 5	-1.54	-0.63	0.08	0	-0.86	-0.39	PPP PPP
96041_at	Mm.128512	Rbm3	RNA binding motif protein 3	-2.1	-1.07	0.19	0	-1.59	-0.56	PPP PPP
99592_f_at	Mm.219462	Rdh11	retinol dehydrogenase 11	1.4	0.49	0.07	0	0.29	0.69	PPP PPP
