probe set	Annotation	GeneCluster	Mean HC 1A	Mean HC 1B	Mean HC 2A	Mean HC 2B	Mean SC1	SD SC1	Mean SC2	SD SC2
229029_at	Consensus includes gb:AI745230 /FEA=EST /DB_XREF=gi:5113518 /DB_XREF=est:wg10e05.x1 /CLONE=IMAGE:2364704 /UG=Hs.6187 ESTs	HC1B	74.51528095	235.6608056	71.14518889	43.12551071	156.1226655	146.8740573	67.27296071	49.41437288
229039_at	Consensus includes gb:BE220333 /FEA=EST /DB_XREF=gi:8907651 /DB_XREF=est:hv70h11.x1 /CLONE=IMAGE:3178821 /UG=Hs.75169 ESTs	HC1B	356.403381	1922.465722	574.6715167	162.7652	1034.192483	1129.260033	482.1211589	628.1988293
229057_at	Consensus includes gb:BF432956 /FEA=EST /DB_XREF=gi:11445119 /DB_XREF=est:7n23a05.x1 /CLONE=IMAGE:3565329 /UG=Hs.93485 Homo sapiens mRNA; cDNA DKFZp761D191 (from clone DKFZp761D191)	HC1B	205.8907857	610.5837222	206.7944389	86.91563571	414.803969	349.9310121	168.5863589	145.3857096
229233_at	Consensus includes gb:H05240 /FEA=EST /DB_XREF=gi:868792 /DB_XREF=est:yl85g10.s1 /CLONE=IMAGE:45116 /UG=Hs.19515 ESTs, Highly similar to NRG3_HUMAN PRO-NEUREGULIN-3 PRECURSOR H.sapiens	HC1B	125.0175476	168.4910056	70.64387222	39.862625	156.4338552	80.02391106	62.66728571	50.34368694
229254_at	Consensus includes gb:BE550027 /FEA=EST /DB_XREF=gi:9791719 /DB_XREF=est:7b44g08.x1 /CLONE=IMAGE:3231134 /UG=Hs.25910 Homo sapiens mRNA; cDNA DKFZp564C1416 (from clone DKFZp564C1416)	HC1B	90.97741905	364.4586111	80.92343889	45.439375	225.0908655	240.1919935	83.42982321	80.82470613
229294_at	junctophilin 3	HC1B	243.948081	502.8138333	199.7294167	71.015575	402.3775931	249.8672728	144.4316804	121.2262465
229300_at	Consensus includes gb:AW590679 /FEA=EST /DB_XREF=gi:7277817 /DB_XREF=est:hg47g08.x1 /CLONE=IMAGE:2948798 /UG=Hs.4290 ESTs	HC1B	129.9100095	474.8578889	160.8357278	55.43182143	305.6361724	286.9989877	122.4863804	126.6917229
229461_x_at	Consensus includes gb:AI123532 /FEA=EST /DB_XREF=gi:3539298 /DB_XREF=est:qa49f06.x1 /CLONE=IMAGE:1690115 /UG=Hs.296235 ESTs	HC1B	104.4831571	253.8417778	63.13417222	38.69942143	185.6618655	134.4751155	64.26969821	56.18345138
229463_at	Consensus includes gb:R39159 /FEA=EST /DB_XREF=gi:796615 /DB_XREF=est:yc88b09.s1 /CLONE=IMAGE:22887 /UG=Hs.172717 ESTs	HC1B	329.7168571	398.2452222	171.6021722	100.8438	386.6895172	206.6796368	156.9810268	110.0289873
229724_at	gamma-aminobutyric acid (GABA) A receptor, beta 3	HC1B	445.2076619	746.8235	301.70005	119.1108571	621.6193414	381.1914667	241.6237125	219.5805887
229778_at	hypothetical protein MGC10946	HC1B	185.1922619	207.3218278	36.19842778	74.55871071	199.0054724	150.9405517	81.94441607	91.40760047
229818_at	hypothetical protein DKFZp761H039	HC1B	76.51503333	231.5103778	50.97706111	22.02252143	166.4533724	166.7082515	44.30486429	44.72148877
229890_at	chromosome 6 open reading frame 31	HC1B	193.7472	537.7066111	174.6470167	121.9787536	366.6655862	296.2461436	172.7349929	120.0373884
230303_at	Consensus includes gb:H11380 /FEA=EST /DB_XREF=gi:876200 /DB_XREF=est:ym13c07.s1 /CLONE=IMAGE:47739 /UG=Hs.26411 ESTs	HC1B	128.4880238	894.0368889	213.0688056	53.251275	481.2971828	614.28696	181.4208643	259.8607388
230551_at	Consensus includes gb:AI692426 /FEA=EST /DB_XREF=gi:4969766 /DB_XREF=est:wd69c09.x1 /CLONE=IMAGE:2336848 /UG=Hs.107331 ESTs	HC1B	162.3206	272.6630556	86.33072778	67.74063214	223.6991069	121.7669083	94.28721964	64.75559991
230560_at	Consensus includes gb:N21096 /FEA=EST /DB_XREF=gi:1126266 /DB_XREF=est:yx52b04.s1 /CLONE=IMAGE:265327 /UG=Hs.22588 ESTs	HC1B	116.243981	431.6308333	153.8602889	60.31820714	264.2605276	242.2317712	125.0949696	144.6403518
230691_at	Consensus includes gb:R85929 /FEA=EST /DB_XREF=gi:944335 /DB_XREF=est:yo37e02.s1 /CLONE=IMAGE:180122 /UG=Hs.21782 ESTs, Weakly similar to ALU7_HUMAN ALU SUBFAMILY SQ SEQUENCE CONTAMINATION WARNING ENTRY H.sapiens	HC1B	105.6261571	397.3151667	102.8733333	35.5485	247.1608931	253.0369105	90.1649	111.3053495
230698_at	Consensus includes gb:AW072102 /FEA=EST /DB_XREF=gi:6027100 /DB_XREF=est:wz98a11.x1 /CLONE=IMAGE:2566844 /UG=Hs.101375 Homo sapiens mRNA; cDNA DKFZp434H205 (from clone DKFZp434H205)	HC1B	125.7003048	165.7840389	70.96813333	36.05531071	157.650169	102.7414617	59.62391607	60.61527469
230869_at	Consensus includes gb:H09780 /FEA=EST /DB_XREF=gi:874602 /DB_XREF=est:ym01g08.s1 /CLONE=IMAGE:46473 /UG=Hs.281587 Human (clone CTG-A4) mRNA sequence	HC1B	440.2644524	557.5849444	290.7735444	123.9816429	550.4034828	280.8057111	214.7462732	191.8816954
231213_at	Consensus includes gb:AU146305 /FEA=EST /DB_XREF=gi:11007826 /DB_XREF=est:AU146305 /CLONE=HEMBB1000081 /UG=Hs.22467 ESTs	HC1B	79.25045714	336.1539444	88.95381667	41.62275	196.4077448	198.8898271	85.46092321	82.49894882
231223_at	Consensus includes gb:R41565 /FEA=EST /DB_XREF=gi:816865 /DB_XREF=est:yf88e01.s1 /CLONE=IMAGE:29531 /UG=Hs.21925 ESTs	HC1B	162.2115095	226.9868333	100.7936944	40.52579286	201.5356483	128.098637	82.08356429	83.75148501
231395_at	ATPase, aminophospholipid transporter-like, Class I, type 8A, member 2	HC1B	121.7023762	420.058	150.8655111	69.06392857	254.9079241	261.4799695	131.6755946	137.183399
231489_x_at	Consensus includes gb:H12214 /FEA=EST /DB_XREF=gi:877034 /DB_XREF=est:ym12d12.s1 /CLONE=IMAGE:47825 /UG=Hs.13284 ESTs, Moderately similar to ALU1_HUMAN ALU SUBFAMILY J SEQUENCE CONTAMINATION WARNING ENTRY H.sapiens	HC1B	72.75672381	424.7323333	84.56026111	35.68456071	230.5888172	289.8471807	89.41517679	113.7479392
231783_at	cholinergic receptor, muscarinic 1	HC1B	70.76077619	225.6133056	75.92552778	43.93141429	144.9945828	123.2349519	70.33771429	52.4287237
231935_at	Consensus includes gb:AL133109.1 /DEF=Homo sapiens mRNA; cDNA DKFZp566N1047 (from clone DKFZp566N1047); partial cds.  /FEA=mRNA /GEN=DKFZp566N1047 /PROD=hypothetical protein /DB_XREF=gi:6453595 /UG=Hs.21333 Homo sapiens mRNA; cDNA DKFZp566N1047 (from clon	HC1B	263.0270333	302.3603889	121.9209444	75.08512857	306.1751483	146.4044757	113.9988571	80.81215334
231986_at	Consensus includes gb:AL035633 /DEF=Human DNA sequence from clone RP5-1046G13 on chromosome 6q12-13 Contains part of a gene similar to  Rattus norvegicus rab3 effector (RIM), ESTs, STSs and GSSs /FEA=mRNA /DB_XREF=gi:6580404 /UG=Hs.129190 Human DNA seque	HC1B	86.0658381	266.9057778	103.3528778	52.138025	175.7425103	148.9056194	86.34589821	69.79309856
232010_at	Consensus includes gb:AA129444 /FEA=EST /DB_XREF=gi:1689210 /DB_XREF=est:zn85g04.s1 /CLONE=IMAGE:565014 /UG=Hs.32452 Homo sapiens mRNA for KIAA1263 protein, partial cds	HC1B	127.5132857	154.9196278	33.77632778	17.56860714	155.2848966	148.1184237	36.83866429	57.35891393
232426_at	Consensus includes gb:AL109781.1 /DEF=Homo sapiens mRNA full length insert cDNA clone EUROIMAGE 30103. /FEA=mRNA /DB_XREF=gi:5725453 /UG=Hs.21754 Homo sapiens mRNA full length insert cDNA clone EUROIMAGE 30103	HC1B	105.7743714	492.1442222	134.2388444	70.78136429	286.5105172	306.0436168	128.0219679	112.994553
235066_at	Consensus includes gb:AI078534 /FEA=EST /DB_XREF=gi:3412942 /DB_XREF=est:oz28h02.x1 /CLONE=IMAGE:1676691 /UG=Hs.122592 ESTs	HC1B	123.5415524	580.9576111	157.4306389	42.68564286	348.5885345	391.6522282	124.4909214	157.1788806
235225_at	Consensus includes gb:AA447729 /FEA=EST /DB_XREF=gi:2161399 /DB_XREF=est:aa18e03.s1 /CLONE=IMAGE:813628 /UG=Hs.12714 ESTs	HC1B	137.4854095	387.0456667	94.06412222	82.62770357	268.1363724	227.1478489	108.6569768	79.99343144
235227_at	Consensus includes gb:AI025829 /FEA=EST /DB_XREF=gi:3241442 /DB_XREF=est:ow12a02.s1 /CLONE=IMAGE:1646570 /UG=Hs.86320 ESTs	HC1B	61.90641429	195.2691222	51.96715	27.62421071	128.4651759	116.0550899	49.96920357	47.00557717
235228_at	KIAA1912 protein	HC1B	203.9342714	309.0456111	131.2614389	100.0037393	276.8480241	143.399453	124.6367607	56.87375479
235375_x_at	Consensus includes gb:BF530849 /FEA=EST /DB_XREF=gi:11618212 /DB_XREF=est:602072523F1 /CLONE=IMAGE:4215364 /UG=Hs.192985 ESTs, Weakly similar to KIAA0227 H.sapiens	HC1B	169.6821762	652.3680556	294.4512833	62.60550714	373.7563345	374.4806617	205.7159696	297.8441383
235465_at	Consensus includes gb:N66614 /FEA=EST /DB_XREF=gi:1218739 /DB_XREF=est:yy70c03.s1 /CLONE=IMAGE:278884 /UG=Hs.100343 ESTs	HC1B	1071.521143	970.5765556	535.1444111	392.5177821	1058.573552	554.3134521	533.8711839	451.5409131
235468_at	Consensus includes gb:AA531287 /FEA=EST /DB_XREF=gi:2273993 /DB_XREF=est:nj09e04.s1 /CLONE=IMAGE:985854 /UG=Hs.105805 ESTs	HC1B	171.4753476	748.1978889	213.9281556	80.34585357	454.2922448	458.2433586	178.4724982	173.5511065
235527_at	Consensus includes gb:U55983 /FEA=EST /DB_XREF=gi:1354539 /DB_XREF=est:HSU55983 /CLONE=25150 /UG=Hs.290270 ESTs	HC1B	303.511	514.566	284.5324833	116.4456714	447.368969	241.3368718	197.2193286	145.1870326
236081_at	Consensus includes gb:AI929792 /FEA=EST /DB_XREF=gi:5665756 /DB_XREF=est:au62g04.x1 /CLONE=IMAGE:2519382 /UG=Hs.21374 ESTs	HC1B	96.55302857	481.5376111	130.8422778	52.06961786	272.8867621	325.3403017	117.7622286	138.5240758
236234_at	Consensus includes gb:AW614381 /FEA=EST /DB_XREF=gi:7319567 /DB_XREF=est:hg89d12.x1 /CLONE=IMAGE:2952791 /UG=Hs.145173 ESTs	HC1B	43.75220476	214.0541833	50.15526667	23.60548929	125.1687276	154.7740604	48.31476786	56.01811939
236448_at	Consensus includes gb:R37358 /FEA=EST /DB_XREF=gi:794814 /DB_XREF=est:yf77a06.s1 /CLONE=IMAGE:28271 /UG=Hs.119486 ESTs, Weakly similar to transmembrane receptor UNC5C H.sapiens	HC1B	218.5218714	583.1324444	160.3223556	52.92672857	411.5652621	362.6718069	134.2446696	152.1788676
236456_at	hypothetical protein FLJ14427	HC1B	86.30660476	467.4434444	137.0453222	51.28523929	258.6446138	339.2936138	118.3665964	150.1500182
236576_at	Consensus includes gb:N63005 /FEA=EST /DB_XREF=gi:1210834 /DB_XREF=est:yy69a11.s1 /CLONE=IMAGE:278780 /UG=Hs.21375 ESTs	HC1B	207.4420381	171.1287389	112.8594389	72.56278929	210.0437276	149.6000107	96.58142857	74.84202937
237250_at	Consensus includes gb:AL118865 /FEA=EST /DB_XREF=gi:5924764 /DB_XREF=est:DKFZp761L1011_r1 /CLONE=DKFZp761L1011 /UG=Hs.48372 ESTs	HC1B	68.76558095	319.6168333	97.94653889	39.01273214	179.0484586	196.8124101	86.78873393	104.1422418
238426_at	Consensus includes gb:AV707703 /FEA=EST /DB_XREF=gi:10724968 /DB_XREF=est:AV707703 /CLONE=ADBACF03 /UG=Hs.270753 ESTs, Highly similar to match to spliced EST yc79ell.r1 H.sapiens	HC1B	101.0797905	370.9325556	85.69956667	58.08535357	230.4724828	239.8146224	94.3703875	79.57005289
238521_at	Consensus includes gb:AV707343 /FEA=EST /DB_XREF=gi:10724610 /DB_XREF=est:AV707343 /CLONE=ADBBSH02 /UG=Hs.135694 ESTs	HC1B	252.2744381	326.3931111	146.8889778	81.67045714	311.5592828	130.1698032	126.2213286	100.2856002
238966_at	Consensus includes gb:AA678985 /FEA=EST /DB_XREF=gi:2659507 /DB_XREF=est:zf83d11.s1 /CLONE=IMAGE:383541 /UG=Hs.113344 ESTs	HC1B	158.5609238	682.1348333	243.0573667	75.76614286	391.7250345	392.7063713	191.8690179	226.6681332
239293_at	Consensus includes gb:R38624 /FEA=EST /DB_XREF=gi:796080 /DB_XREF=est:yc88c03.s1 /CLONE=IMAGE:22987 /UG=Hs.106313 ESTs	HC1B	217.4526429	393.4646111	144.7031056	70.76215	329.9165655	236.4267614	119.0586464	89.95793497
239357_at	Consensus includes gb:AA002211 /FEA=EST /DB_XREF=gi:1445106 /DB_XREF=est:zh81h07.s1 /CLONE=IMAGE:427741 /UG=Hs.6100 ESTs	HC1B	79.80244286	349.4772222	68.84355556	37.72356429	216.6347897	240.3342198	71.062075	74.58894517
239425_at	Consensus includes gb:N52773 /FEA=EST /DB_XREF=gi:1193939 /DB_XREF=est:yz18c05.s1 /CLONE=IMAGE:283400 /UG=Hs.167721 ESTs	HC1B	129.0430905	169.2970167	81.13908333	48.39321071	156.5547379	75.38997342	72.01209286	48.46753485
239671_at	Consensus includes gb:AV703555 /FEA=EST /DB_XREF=gi:10720882 /DB_XREF=est:AV703555 /CLONE=ADBBQD05 /UG=Hs.27151 ESTs	HC1B	139.1759714	435.4072222	162.8992111	78.25005714	293.6326517	262.7507771	131.5690339	112.4024156
241255_at	Consensus includes gb:BF433749 /FEA=EST /DB_XREF=gi:11445948 /DB_XREF=est:7q70b10.x1 /CLONE=IMAGE:3703627 /UG=Hs.273740 ESTs	HC1B	227.2894667	175.8614722	66.49881111	57.47298571	226.1913552	224.81623	74.73675357	91.39524378
241833_at	Consensus includes gb:AL120181 /FEA=EST /DB_XREF=gi:5926080 /DB_XREF=est:DKFZp761C047_s1 /CLONE=DKFZp761C047 /UG=Hs.235331 ESTs	HC1B	134.3241524	368.3334444	131.3691889	83.66629286	239.295331	194.0493455	128.9026107	125.6691481
242301_at	Consensus includes gb:R60224 /FEA=EST /DB_XREF=gi:830919 /DB_XREF=est:yh13e06.s1 /CLONE=IMAGE:42843 /UG=Hs.7065 ESTs, Moderately similar to CERB_HUMAN CEREBELLIN PRECURSOR H.sapiens	HC1B	94.92478571	299.1688889	64.32910556	36.450825	209.0579655	181.9660238	62.3986875	54.53581984
242344_at	Consensus includes gb:AA772920 /FEA=EST /DB_XREF=gi:2825762 /DB_XREF=est:ae73c09.s1 /CLONE=IMAGE:969808 /UG=Hs.303527 ESTs	HC1B	221.0317857	687.541	174.4440833	112.2012357	449.7166379	442.1244425	183.1651982	155.7697318
242410_s_at	Consensus includes gb:R15004 /FEA=EST /DB_XREF=gi:769277 /DB_XREF=est:yg45g10.r1 /CLONE=IMAGE:35729 /UG=Hs.126918 ESTs	HC1B	86.68519524	239.2909	63.53673333	35.69218214	152.1062586	127.182803	68.92118036	71.53945158
243357_at	Consensus includes gb:AA115106 /FEA=EST /DB_XREF=gi:1669982 /DB_XREF=est:zl03a12.r1 /CLONE=IMAGE:491230 /UG=Hs.203838 ESTs	HC1B	197.8432381	381.2591111	132.0917667	95.52828214	296.4724448	169.7548067	133.4306214	78.15482574
244113_at	Consensus includes gb:R44603 /FEA=EST /DB_XREF=gi:823991 /DB_XREF=est:yg23h10.s1 /CLONE=IMAGE:33329 /UG=Hs.22669 ESTs	HC1B	90.42529048	316.4579167	95.54586667	46.90288214	209.7590379	203.7904188	81.16549643	83.62322716
244118_at	Consensus includes gb:AV722228 /FEA=EST /DB_XREF=gi:10824506 /DB_XREF=est:AV722228 /CLONE=HTBBCF01 /UG=Hs.167398 ESTs	HC1B	120.3049857	502.6861667	112.2465167	48.42669643	313.9689103	331.827423	104.3936089	121.3364344
244623_at	Consensus includes gb:BF513800 /FEA=EST /DB_XREF=gi:11598979 /DB_XREF=est:UI-H-BW1-amp-c-10-0-UI.s1 /CLONE=IMAGE:3070483 /UG=Hs.125304 ESTs	HC1B	193.621019	289.2594444	142.7842333	85.30288929	251.163531	113.6527187	124.0636804	65.21586405
244680_at	Consensus includes gb:AI701428 /FEA=EST /DB_XREF=gi:4989328 /DB_XREF=est:we29h06.x1 /CLONE=IMAGE:2342555 /UG=Hs.145709 ESTs	HC1B	79.07020952	179.6065556	65.30519444	39.47649643	134.7550034	99.81964812	58.32736964	46.31017786
201291_s_at	topoisomerase (DNA) II alpha (170kD)	HC2A	124.0469095	69.05696111	654.0042778	259.2841036	89.55518966	114.3714547	362.1953893	311.1143477
201292_at	topoisomerase (DNA) II alpha (170kD)	HC2A	154.4176429	89.63708333	809.8162222	310.0989893	107.1588138	117.1125485	446.5731446	350.5080389
201890_at	ribonucleotide reductase M2 polypeptide	HC2A	147.1558238	102.6180778	600.7991111	394.6231214	110.3310517	124.2231533	421.4576536	280.3643478
202095_s_at	baculoviral IAP repeat-containing 5 (survivin)	HC2A	90.619	61.66989444	532.4831111	225.5307071	73.39021034	104.9759189	299.7195857	230.9364799
202107_s_at	MCM2 minichromosome maintenance deficient 2, mitotin (S. cerevisiae)	HC2A	179.4335476	121.4262167	635.4225556	377.0965	150.2913138	119.2157906	421.2792196	286.4246648
202409_at	Consensus includes gb:X07868 /DEF=Human DNA for insulin-like growth factor II (IGF-2); exon 7 and additional ORF /FEA=mRNA_1 /DB_XREF=gi:32998 /UG=Hs.251664 insulin-like growth factor 2 (somatomedin A) /FL=gb:BC000531.1 gb:J03242.1 gb:M17426.1 gb:NM_00061	HC2A	169.1253286	379.4176111	1219.899272	502.8268821	241.9879241	232.7845686	703.5864054	779.6830258
202410_x_at	insulin-like growth factor 2 (somatomedin A)	HC2A	72.65128571	188.5455444	588.7638556	186.8981714	105.4149241	85.13788878	315.9528964	477.0886353
202503_s_at	KIAA0101 gene product	HC2A	203.7181476	134.4707444	715.9045556	463.9080357	161.100931	151.9090211	498.2559732	296.0538594
202580_x_at	forkhead box M1	HC2A	97.96696667	80.74677778	578.0174444	220.6183357	75.66802414	101.1612874	319.6071964	249.3621612
202589_at	thymidylate synthetase	HC2A	390.7663333	414.4413889	1489.967056	937.0668571	335.0348966	253.1624648	1053.701875	548.2835412
202870_s_at	CDC20 cell division cycle 20 homolog (S. cerevisiae)	HC2A	46.97569048	34.23383889	277.4772056	122.9219429	35.9579931	32.40026796	160.6485875	122.7792237
202954_at	ubiquitin-conjugating enzyme E2C	HC2A	312.8278095	249.5219111	1127.7495	536.3380714	245.3851862	170.6706889	701.099375	387.5323651
203213_at	cell division cycle 2, G1 to S and G2 to M	HC2A	132.4557667	67.99476667	548.273	241.1941286	103.6650552	128.4180344	314.6703554	238.2820467
203214_x_at	cell division cycle 2, G1 to S and G2 to M	HC2A	126.0813714	78.63426667	419.5503889	205.28615	106.6140897	98.49615382	254.8435036	180.4225697
203510_at	met proto-oncogene (hepatocyte growth factor receptor)	HC2A	32.41302381	243.4175667	1216.827428	189.9299429	109.7683897	183.021528	519.6399732	954.0332546
203554_x_at	pituitary tumor-transforming 1	HC2A	321.001381	285.9223333	1245.133889	626.4628214	285.437	186.709139	777.9165536	438.3994242
203755_at	BUB1 budding uninhibited by benzimidazoles 1 homolog beta (yeast)	HC2A	107.5035714	61.62605556	384.2499944	167.0577857	85.60036552	77.39599066	222.8312732	157.2033693
203917_at	coxsackie virus and adenovirus receptor	HC2A	391.8238571	651.5682222	981.2453889	771.0339643	478.1699655	188.9400644	809.6601429	418.2854506
204026_s_at	ZW10 interactor	HC2A	241.1150667	172.4529111	712.3997222	365.3117857	201.7262862	157.1508011	453.0255625	279.2199024
204170_s_at	CDC28 protein kinase 2	HC2A	177.4613571	108.3190556	651.7982222	294.0780464	148.3030172	127.5463881	381.1106661	256.3556888
204641_at	NIMA (never in mitosis gene a)-related kinase 2	HC2A	82.47221429	75.32898889	320.9966667	138.1106607	81.16695172	61.22489339	185.3399143	129.9218488
204724_s_at	collagen, type IX, alpha 3	HC2A	190.0582714	578.2746111	787.2152333	468.2638643	307.7600931	238.7559911	584.9354714	558.8379659
204825_at	likely ortholog of maternal embryonic leucine zipper kinase	HC2A	132.4747905	88.60833333	418.8409333	242.8890964	101.8206552	62.80412121	281.5027339	157.6520447
205347_s_at	thymosin, beta, identified in neuroblastoma cells	HC2A	402.9786333	245.8756444	1631.952667	279.9553821	281.9432345	277.8750687	748.6760321	803.2135785
207828_s_at	gb:NM_005196.1 /DEF=Homo sapiens centromere protein F (350400kD, mitosin) (CENPF), mRNA.  /FEA=mRNA /GEN=CENPF /PROD=centromere protein F (350400kD, mitosin) /DB_XREF=gi:4885132 /UG=Hs.77204 centromere protein F (350400kD, mitosin) /FL=gb:NM_005196.1 gb:	HC2A	220.1523286	154.5682222	1003.871778	377.8023179	172.1049172	172.1804405	554.6882357	404.3059223
209172_s_at	centromere protein F (350/400kD, mitosin)	HC2A	167.2451048	117.3150333	834.0968889	228.5038393	124.9872241	103.8583717	418.0542821	384.2598953
209464_at	serine/threonine kinase 12	HC2A	76.71434762	46.18512222	332.2839444	134.3559	55.21829655	55.37580675	189.0014125	154.2918235
209507_at	replication protein A3 (14kD)	HC2A	170.3349476	165.9792833	430.3168889	400.76425	156.4584828	66.6776495	374.9012143	213.0905663
209714_s_at	cyclin-dependent kinase inhibitor 3 (CDK2-associated dual specificity phosphatase)	HC2A	121.5570333	134.6452333	396.1985556	239.0339643	126.6610345	66.4045525	270.1369089	157.2242633
209773_s_at	ribonucleotide reductase M2 polypeptide	HC2A	128.504419	97.59153333	440.1144444	318.4905357	109.9335207	83.50700488	323.3386304	183.665558
210052_s_at	chromosome 20 open reading frame 1	HC2A	165.6487762	122.5226333	561.3642778	271.7943607	141.6447414	111.8300667	344.4845232	198.2154232
210559_s_at	cell division cycle 2, G1 to S and G2 to M	HC2A	125.2353286	69.09865	481.0352222	225.8795714	100.1693931	116.4805677	284.8583429	222.6002166
214710_s_at	cyclin B1	HC2A	83.93248571	78.34036111	318.8586222	181.090875	79.88171379	46.078894	208.3239054	110.4922579
216237_s_at	MCM5 minichromosome maintenance deficient 5, cell division cycle 46 (S. cerevisiae)	HC2A	114.0074238	79.18328333	329.8073167	279.4486429	95.3296	65.04963995	264.5712554	158.280084
218009_s_at	protein regulator of cytokinesis 1	HC2A	169.4603286	134.1825333	667.5065	300.7159107	148.3192793	120.0418597	394.7831411	268.7680863
218039_at	nucleolar protein ANKT	HC2A	271.6359476	190.1082	1017.792667	498.7787	206.6013345	176.1198005	632.5167036	384.9127568
218308_at	transforming, acidic coiled-coil containing protein 3	HC2A	31.3444619	24.90213333	223.3218	185.48575	27.98346552	18.59980815	169.791875	288.3235917
218355_at	kinesin family member 4A	HC2A	77.03335238	58.60603333	365.9755556	182.0105036	64.24123793	53.68941773	223.0976286	151.4378608
218585_s_at	RA-regulated nuclear matrix-associated protein	HC2A	91.88259524	53.28648333	343.6685167	144.9428821	74.06579655	77.49154958	196.1645911	151.5575152
218755_at	RAB6 interacting, kinesin-like (rabkinesin 6)	HC2A	63.71437143	40.4179	311.3963556	182.7971393	56.26774138	81.30648513	199.2359607	129.4367252
218883_s_at	hypothetical protein FLJ23468	HC2A	130.1568381	95.1911	550.3926111	272.5054571	108.508469	98.75518194	336.3787071	221.0738443
219148_at	PDZ-binding kinase; T-cell originated protein kinase	HC2A	128.8656286	67.81764444	531.2707222	218.2487786	102.9554517	148.8738043	296.6969018	220.7321726
219787_s_at	hypothetical protein FLJ10461	HC2A	131.9946381	133.4483611	426.9095944	225.6105857	130.3160655	65.2648273	274.9332339	162.2171047
219918_s_at	gb:NM_018123.1 /DEF=Homo sapiens hypothetical protein FLJ10517 (FLJ10517), mRNA. /FEA=mRNA /GEN=FLJ10517 /PROD=hypothetical protein FLJ10517 /DB_XREF=gi:8922484 /UG=Hs.279797 hypothetical protein FLJ10517 /FL=gb:NM_018123.1	HC2A	77.70771905	50.58264444	367.7796444	136.3632929	56.48173448	70.00448445	202.5461643	164.8483402
219978_s_at	nucleolar protein ANKT	HC2A	135.0372048	72.96078333	427.4454833	221.4336643	105.2150172	94.93744706	267.7143071	187.3609758
221591_s_at	hypothetical protein	HC2A	98.18482381	65.10889444	366.3079167	147.3514714	77.00919655	94.91836512	209.2849714	149.9419575
222848_at	leucine zipper protein FKSG14	HC2A	30.3784	23.32786667	186.5190389	113.8584143	29.33937586	36.30700022	120.5782929	104.3203359
223229_at	HSPC150 protein similar to ubiquitin-conjugating enzyme	HC2A	55.46256667	56.24632222	287.5434278	91.10230357	54.38877931	51.96216944	148.6878446	138.0087706
224428_s_at	c-Myc target JPO1	HC2A	129.9880048	73.18801111	351.6760556	219.2478857	102.5481759	75.81310282	241.8275893	185.0226112
224646_x_at	H19, imprinted maternally expressed untranslated mRNA	HC2A	38.88908095	128.11395	859.6704222	421.8187536	176.0920069	720.6135188	451.8043982	841.5909672
224847_at	Consensus includes gb:AW051349 /FEA=EST /DB_XREF=gi:5913619 /DB_XREF=est:wy89g02.x1 /CLONE=IMAGE:2555762 /UG=Hs.180059 Homo sapiens cDNA FLJ20653 fis, clone KAT01739	HC2A	271.0092429	236.5803944	794.3085556	544.4950357	194.6235241	89.83624627	604.4459643	459.9800628
224997_x_at	H19, imprinted maternally expressed untranslated mRNA	HC2A	51.27360952	290.3894889	1673.396672	764.9531036	244.2490448	854.8877258	906.4350232	1556.69897
225081_s_at	hypothetical protein DKFZp762L0311	HC2A	74.23299524	60.78988889	302.32465	303.1639571	56.81744483	43.17404666	266.7114196	245.9007221
227249_at	LIS1-interacting protein NUDE1, rat homolog	HC2A	105.6738381	113.5772333	352.2755278	240.3522857	96.66593448	39.13813867	259.483075	153.2836289
228273_at	Consensus includes gb:BG165011 /FEA=EST /DB_XREF=gi:12671714 /DB_XREF=est:602343875F1 /CLONE=IMAGE:4454010 /UG=Hs.165909 ESTs	HC2A	203.1240476	137.4624444	576.4733278	331.39725	174.6713069	93.71787846	380.8947143	255.0381683
228776_at	gap junction protein, alpha 7, 45kD (connexin 45)	HC2A	98.69722857	74.64678333	261.6365556	265.8567393	72.91003448	52.834511	240.2739214	148.3095035
229400_at	Consensus includes gb:AW299531 /FEA=EST /DB_XREF=gi:6709208 /DB_XREF=est:xs51a03.x1 /CLONE=IMAGE:2773132 /UG=Hs.188023 ESTs	HC2A	41.77890476	69.28633333	221.0170722	151.5622786	34.45693793	19.6161991	166.9162661	170.4980708
229490_s_at	Consensus includes gb:AW271106 /FEA=EST /DB_XREF=gi:6658136 /DB_XREF=est:xr49a07.x1 /CLONE=IMAGE:2763444 /UG=Hs.133294 ESTs	HC2A	72.40549048	66.19471667	272.4652611	147.092325	65.24762414	41.73804839	175.7642661	125.0548111
229551_x_at	Consensus includes gb:N62196 /FEA=EST /DB_XREF=gi:1210025 /DB_XREF=est:yz88c09.s1 /CLONE=IMAGE:290128 /UG=Hs.48480 ESTs	HC2A	61.38044762	46.46167778	190.2288833	100.5246143	55.79581034	40.32008209	120.464825	106.5662364
238021_s_at	Consensus includes gb:AA954994 /FEA=EST /DB_XREF=gi:3118689 /DB_XREF=est:op24f03.s1 /CLONE=IMAGE:1577789 /UG=Hs.237396 ESTs	HC2A	171.848581	99.35676111	529.9373889	431.5131071	115.2146655	127.9683232	422.8081536	283.2446971
