RefSeq	Definition	Gene ID	Symbol	Name	Synonyms	Chr	Fold Change	p Value	Cluster Id
NM_006285	Homo sapiens testis-specific kinase 1 (TESK1), mRNA.	7016	TESK1	testis-specific kinase 1	-	9	1.407	0.000193	3
NM_006931	Homo sapiens solute carrier family 2 (facilitated glucose transporter), member 3 (SLC2A3), mRNA.	6515	SLC2A3	solute carrier family 2 (facilitated glucose transporter), member 3	FLJ90380|GLUT3	12	1.405	0.00000405	3
NM_002118	Homo sapiens major histocompatibility complex, class II, DM beta (HLA-DMB), mRNA.	3109	HLA-DMB	major histocompatibility complex, class II, DM beta	D6S221E|RING7	6	1.397	8.06E-09	3
NM_001007231	Homo sapiens Rho GTPase activating protein 25 (ARHGAP25), transcript variant 1, mRNA.	9938	ARHGAP25	Rho GTPase activating protein 25	KAIA0053	2	1.395	0.00000718	3
NM_014882	Homo sapiens Rho GTPase activating protein 25 (ARHGAP25), transcript variant 2, mRNA.	9938	ARHGAP25	Rho GTPase activating protein 25	KAIA0053	2	1.395	0.00000718	3
NM_004310	Homo sapiens ras homolog gene family, member H (RHOH), mRNA.	399	RHOH	ras homolog gene family, member H	ARHH|TTF	4	1.391	0.0000158	3
NM_001069	Homo sapiens tubulin, beta 2A (TUBB2A), mRNA.	7280	TUBB2A	tubulin, beta 2A	TUBB|TUBB2|dJ40E16.7	6	1.378	0.000000145	3
NM_017495	Homo sapiens RNA binding motif protein 38 (RBM38), transcript variant 1, mRNA.	55544	RBM38	RNA binding motif protein 38	HSRNASEB|RNPC1|SEB4B|SEB4D|dJ800J21.2	20	1.374	8.72E-08	3
NM_183425	Homo sapiens RNA binding motif protein 38 (RBM38), transcript variant 2, mRNA.	55544	RBM38	RNA binding motif protein 38	HSRNASEB|RNPC1|SEB4B|SEB4D|dJ800J21.2	20	1.374	8.72E-08	3
NM_015184	Homo sapiens phospholipase C-like 2 (PLCL2), mRNA.	23228	PLCL2	phospholipase C-like 2	FLJ13484|KIAA1092|PLCE2	3	1.367	0.00000963	3
NM_001025160	Homo sapiens CD97 molecule (CD97), transcript variant 3, mRNA.	976	CD97	CD97 molecule	TM7LN1	19	1.344	0.00016	3
NM_001784	Homo sapiens CD97 molecule (CD97), transcript variant 2, mRNA.	976	CD97	CD97 molecule	TM7LN1	19	1.344	0.00016	3
NM_078481	Homo sapiens CD97 molecule (CD97), transcript variant 1, mRNA.	976	CD97	CD97 molecule	TM7LN1	19	1.344	0.00016	3
NM_003900	Homo sapiens sequestosome 1 (SQSTM1), mRNA.	8878	SQSTM1	sequestosome 1	A170|OSIL|PDB3|ZIP3|p60|p62|p62B	5	1.342	0.000000368	3
NM_001268	Homo sapiens regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2 (RCBTB2), mRNA.	1102	RCBTB2	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2	CHC1L	13	1.342	0.000000002	3
NM_014350	Homo sapiens tumor necrosis factor, alpha-induced protein 8 (TNFAIP8), transcript variant 1, mRNA.	25816	TNFAIP8	tumor necrosis factor, alpha-induced protein 8	GG2-1|MDC-3.13|SCC-S2|SCCS2	5	1.338	0.000000143	3
NM_007145	Homo sapiens zinc finger protein 146 (ZNF146), transcript variant 1, mRNA.	7705	ZNF146	zinc finger protein 146	MGC125660|MGC125661|OZF	19	1.334	0.0000667	3
NM_005180	Homo sapiens BMI1 polycomb ring finger oncogene (BMI1), mRNA.	648	BMI1	BMI1 polycomb ring finger oncogene	MGC12685|PCGF4|RNF51	10	1.332	0.000000121	3
NM_002832	Homo sapiens protein tyrosine phosphatase, non-receptor type 7 (PTPN7), transcript variant 1, mRNA.	5778	PTPN7	protein tyrosine phosphatase, non-receptor type 7	BPTP-4|HEPTP|LC-PTP|LPTP|PTPNI	1	1.332	0.000000192	3
NM_080588	Homo sapiens protein tyrosine phosphatase, non-receptor type 7 (PTPN7), transcript variant 2, mRNA.	5778	PTPN7	protein tyrosine phosphatase, non-receptor type 7	BPTP-4|HEPTP|LC-PTP|LPTP|PTPNI	1	1.332	0.000000192	3
NM_000389	Homo sapiens cyclin-dependent kinase inhibitor 1A (p21, Cip1) (CDKN1A), transcript variant 1, mRNA.	1026	CDKN1A	cyclin-dependent kinase inhibitor 1A (p21, Cip1)	CAP20|CDKN1|CIP1|MDA-6|P21|SDI1|WAF1|p21CIP1	6	1.324	0.000271	3
NM_078467	Homo sapiens cyclin-dependent kinase inhibitor 1A (p21, Cip1) (CDKN1A), transcript variant 2, mRNA.	1026	CDKN1A	cyclin-dependent kinase inhibitor 1A (p21, Cip1)	CAP20|CDKN1|CIP1|MDA-6|P21|SDI1|WAF1|p21CIP1	6	1.324	0.000271	3
NM_001024847	Homo sapiens transforming growth factor, beta receptor II (70/80kDa) (TGFBR2), transcript variant 1, mRNA.	7048	TGFBR2	transforming growth factor, beta receptor II (70/80kDa)	AAT3|FAA3|LDS1B|LDS2B|MFS2|RIIC|TAAD2|TGFR-2|TGFbeta-RII	3	1.323	0.000012	3
NM_003242	Homo sapiens transforming growth factor, beta receptor II (70/80kDa) (TGFBR2), transcript variant 2, mRNA.	7048	TGFBR2	transforming growth factor, beta receptor II (70/80kDa)	AAT3|FAA3|LDS1B|LDS2B|MFS2|RIIC|TAAD2|TGFR-2|TGFbeta-RII	3	1.323	0.000012	3
NM_014905	Homo sapiens glutaminase (GLS), nuclear gene encoding mitochondrial protein, mRNA.	2744	GLS	glutaminase	AAD20|DKFZp686O15119|FLJ10358|GLS1|KIAA0838	2	1.304	0.000463	3
NM_014990	Homo sapiens GTPase activating Rap/RanGAP domain-like 1 (GARNL1), transcript variant 1, mRNA.	253959	GARNL1	GTPase activating Rap/RanGAP domain-like 1	DKFZp566D133|DKFZp667F074|GRIPE|KIAA0884|TULIP1	14	1.296	0.000231	3
NM_194301	Homo sapiens GTPase activating Rap/RanGAP domain-like 1 (GARNL1), transcript variant 2, mRNA.	253959	GARNL1	GTPase activating Rap/RanGAP domain-like 1	DKFZp566D133|DKFZp667F074|GRIPE|KIAA0884|TULIP1	14	1.296	0.000231	3
NM_001002857	Homo sapiens annexin A2 (ANXA2), transcript variant 2, mRNA.	302	ANXA2	annexin A2	ANX2|ANX2L4|CAL1H|LIP2|LPC2|LPC2D|P36|PAP-IV	15	1.294	8.14E-08	3
NM_014674	Homo sapiens ER degradation enhancer, mannosidase alpha-like 1 (EDEM1), mRNA.	9695	EDEM1	ER degradation enhancer, mannosidase alpha-like 1	EDEM|FLJ51559|FLJ51560|KIAA0212	3	1.294	0.000000381	3
NM_000560	Homo sapiens CD53 molecule (CD53), transcript variant 2, mRNA.	963	CD53	CD53 molecule	MOX44|TSPAN25	1	1.294	0.000117	3
NM_004272	Homo sapiens homer homolog 1 (Drosophila) (HOMER1), mRNA.	9456	HOMER1	homer homolog 1 (Drosophila)	HOMER|HOMER1A|HOMER1B|HOMER1C|SYN47|Ves-1	5	1.286	0.000000522	3
NM_000206	Homo sapiens interleukin 2 receptor, gamma (severe combined immunodeficiency) (IL2RG), mRNA.	3561	IL2RG	interleukin 2 receptor, gamma (severe combined immunodeficiency)	CD132|IMD4|SCIDX|SCIDX1	X	1.284	0.0000172	3
NM_005248	Homo sapiens Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog (FGR), transcript variant 1, mRNA.	2268	FGR	Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog	FLJ43153|MGC75096|SRC2|c-fgr|c-src2|p55c-fgr|p58c-fgr	1	1.257	3.01E-08	3
NM_005104	Homo sapiens bromodomain containing 2 (BRD2), transcript variant 1, mRNA.	6046	BRD2	bromodomain containing 2	D6S113E|DKFZp686N0336|FLJ31942|FSH|FSRG1|KIAA9001|NAT|RING3|RNF3	6	1.257	0.00000252	3
NM_000876	Homo sapiens insulin-like growth factor 2 receptor (IGF2R), mRNA.	3482	IGF2R	insulin-like growth factor 2 receptor	CD222|CIMPR|M6P-R|MPR1|MPRI	6	1.253	0.000998	3
NM_145693	Homo sapiens lipin 1 (LPIN1), mRNA.	23175	LPIN1	lipin 1	DKFZp781P1796|KIAA0188|PAP1	2	1.253	0.000000118	3
NM_001995	Homo sapiens acyl-CoA synthetase long-chain family member 1 (ACSL1), mRNA.	2180	ACSL1	acyl-CoA synthetase long-chain family member 1	ACS1|FACL1|FACL2|LACS|LACS1|LACS2	4	1.249	0.0000161	3
NM_014330	Homo sapiens protein phosphatase 1, regulatory (inhibitor) subunit 15A (PPP1R15A), mRNA.	23645	PPP1R15A	protein phosphatase 1, regulatory (inhibitor) subunit 15A	GADD34	19	1.234	0.0000387	3
NM_005967	Homo sapiens NGFI-A binding protein 2 (EGR1 binding protein 2) (NAB2), mRNA.	4665	NAB2	NGFI-A binding protein 2 (EGR1 binding protein 2)	MADER|MGC75085	12	1.231	0.000000952	3
NM_018639	Homo sapiens WD repeat and SOCS box-containing 2 (WSB2), mRNA.	55884	WSB2	WD repeat and SOCS box-containing 2	MGC10210|SBA2	12	1.225	0.0000724	3
NM_006547	Homo sapiens insulin-like growth factor 2 mRNA binding protein 3 (IGF2BP3), mRNA.	10643	IGF2BP3	insulin-like growth factor 2 mRNA binding protein 3	DKFZp686F1078|IMP-3|IMP3|KOC1|VICKZ3	7	1.219	0.0000154	3
XM_166213							1.213	4.82E-08	3
XM_937661							1.213	4.82E-08	3
NM_005197	Homo sapiens forkhead box N3 (FOXN3), transcript variant 2, mRNA.	1112	FOXN3	forkhead box N3	C14orf116|CHES1|PRO1635	14	1.206	5.78E-08	3
NM_003263	Homo sapiens toll-like receptor 1 (TLR1), mRNA.	7096	TLR1	toll-like receptor 1	CD281|DKFZp547I0610|DKFZp564I0682|KIAA0012|MGC104956|MGC126311|MGC126312|TIL|rsc786	4	1.205	0.000018	3
NM_015508	Homo sapiens TCDD-inducible poly(ADP-ribose) polymerase (TIPARP), mRNA.	25976	TIPARP	TCDD-inducible poly(ADP-ribose) polymerase	DDF1|DKFZp434J214|DKFZp686N0351|DKFZp686P1838|FLJ40466|PARP-1|PARP-7|PARP7	3	1.201	0.000000063	3
NM_001080	Homo sapiens aldehyde dehydrogenase 5 family, member A1 (ALDH5A1), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA.	7915	ALDH5A1	aldehyde dehydrogenase 5 family, member A1	SSADH|SSDH	6	1.197	0.000000585	3
NM_170740	Homo sapiens aldehyde dehydrogenase 5 family, member A1 (ALDH5A1), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.	7915	ALDH5A1	aldehyde dehydrogenase 5 family, member A1	SSADH|SSDH	6	1.197	0.000000585	3
NM_002838	Homo sapiens protein tyrosine phosphatase, receptor type, C (PTPRC), transcript variant 1, mRNA.	5788	PTPRC	protein tyrosine phosphatase, receptor type, C	B220|CD45|CD45R|GP180|LCA|LY5|T200	1	1.192	0.00000202	3
NM_080921	Homo sapiens protein tyrosine phosphatase, receptor type, C (PTPRC), transcript variant 2, mRNA.	5788	PTPRC	protein tyrosine phosphatase, receptor type, C	B220|CD45|CD45R|GP180|LCA|LY5|T200	1	1.192	0.00000202	3
NM_080922	Homo sapiens protein tyrosine phosphatase, receptor type, C (PTPRC), transcript variant 3, mRNA.	5788	PTPRC	protein tyrosine phosphatase, receptor type, C	B220|CD45|CD45R|GP180|LCA|LY5|T200	1	1.192	0.00000202	3
NM_005688	Homo sapiens ATP-binding cassette, sub-family C (CFTR/MRP), member 5 (ABCC5), transcript variant 1, mRNA.	10057	ABCC5	ATP-binding cassette, sub-family C (CFTR/MRP), member 5	ABC33|DKFZp686C1782|EST277145|MOAT-C|MOATC|MRP5|SMRP|pABC11	3	1.191	0.000000109	3
NM_005531	Homo sapiens interferon, gamma-inducible protein 16 (IFI16), mRNA.	3428	IFI16	interferon, gamma-inducible protein 16	IFNGIP1|MGC9466|PYHIN2	1	1.189	0.0000587	3
NM_001490	Homo sapiens glucosaminyl (N-acetyl) transferase 1, core 2 (beta-1,6-N-acetylglucosaminyltransferase) (GCNT1), transcript variant 2, mRNA.	2650	GCNT1	glucosaminyl (N-acetyl) transferase 1, core 2 (beta-1,6-N-acetylglucosaminyltransferase)	C2GNT|C2GNT-L|C2GNT1|G6NT|MGC126335|MGC126336|NACGT2|NAGCT2	9	1.186	0.00000826	3
NM_014450	Homo sapiens signaling threshold regulating transmembrane adaptor 1 (SIT1), mRNA.	27240	SIT1	signaling threshold regulating transmembrane adaptor 1	MGC125908|MGC125909|MGC125910|RP11-331F9.5|SIT	9	1.183	0.0000164	3
NM_004290	Homo sapiens ring finger protein 14 (RNF14), transcript variant 1, mRNA.	9604	RNF14	ring finger protein 14	ARA54|FLJ26004|HFB30|HRIHFB2038|TRIAD2	5	1.181	0.000173	3
NM_183398	Homo sapiens ring finger protein 14 (RNF14), transcript variant 2, mRNA.	9604	RNF14	ring finger protein 14	ARA54|FLJ26004|HFB30|HRIHFB2038|TRIAD2	5	1.181	0.000173	3
NM_183399	Homo sapiens ring finger protein 14 (RNF14), transcript variant 3, mRNA.	9604	RNF14	ring finger protein 14	ARA54|FLJ26004|HFB30|HRIHFB2038|TRIAD2	5	1.181	0.000173	3
NM_183400	Homo sapiens ring finger protein 14 (RNF14), transcript variant 4, mRNA.	9604	RNF14	ring finger protein 14	ARA54|FLJ26004|HFB30|HRIHFB2038|TRIAD2	5	1.181	0.000173	3
NM_183401	Homo sapiens ring finger protein 14 (RNF14), transcript variant 5, mRNA.	9604	RNF14	ring finger protein 14	ARA54|FLJ26004|HFB30|HRIHFB2038|TRIAD2	5	1.181	0.000173	3
NM_001782	Homo sapiens CD72 molecule (CD72), mRNA.	971	CD72	CD72 molecule	CD72b|LYB2	9	1.181	0.0000375	3
NM_002135	Homo sapiens nuclear receptor subfamily 4, group A, member 1 (NR4A1), transcript variant 1, mRNA.	3164	NR4A1	nuclear receptor subfamily 4, group A, member 1	GFRP1|HMR|MGC9485|N10|NAK-1|NGFIB|NP10|NUR77|TR3	12	1.179	0.00000598	3
NM_173157	Homo sapiens nuclear receptor subfamily 4, group A, member 1 (NR4A1), transcript variant 2, mRNA.	3164	NR4A1	nuclear receptor subfamily 4, group A, member 1	GFRP1|HMR|MGC9485|N10|NAK-1|NGFIB|NP10|NUR77|TR3	12	1.179	0.00000598	3
NM_006762	Homo sapiens lysosomal multispanning membrane protein 5 (LAPTM5), mRNA.	7805	LAPTM5	lysosomal multispanning membrane protein 5	CLAST6|FLJ97251|MGC125860|MGC125861	1	1.179	0.00049	3
NM_014338	Homo sapiens phosphatidylserine decarboxylase (PISD), mRNA.	23761	PISD	phosphatidylserine decarboxylase	DJ858B16|DKFZp566G2246|PSDC|PSSC|dJ858B16.2	22	1.177	0.000279	3
NM_014282	Homo sapiens hyaluronan binding protein 4 (HABP4), mRNA.	22927	HABP4	hyaluronan binding protein 4	IHABP4|Ki-1/57|MGC825|SERBP1L	9	1.173	0.0000177	3
NM_006100	Homo sapiens ST3 beta-galactoside alpha-2,3-sialyltransferase 6 (ST3GAL6), mRNA.	10402	ST3GAL6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6	SIAT10|ST3GALVI	3	1.173	0.000757	3
NM_002831	Homo sapiens protein tyrosine phosphatase, non-receptor type 6 (PTPN6), transcript variant 1, mRNA.	5777	PTPN6	protein tyrosine phosphatase, non-receptor type 6	HCP|HCPH|HPTP1C|PTP-1C|SH-PTP1|SHP-1|SHP-1L|SHP1	12	1.171	0.0000401	3
NM_080548	Homo sapiens protein tyrosine phosphatase, non-receptor type 6 (PTPN6), transcript variant 2, mRNA.	5777	PTPN6	protein tyrosine phosphatase, non-receptor type 6	HCP|HCPH|HPTP1C|PTP-1C|SH-PTP1|SHP-1|SHP-1L|SHP1	12	1.171	0.0000401	3
NM_080549	Homo sapiens protein tyrosine phosphatase, non-receptor type 6 (PTPN6), transcript variant 3, mRNA.	5777	PTPN6	protein tyrosine phosphatase, non-receptor type 6	HCP|HCPH|HPTP1C|PTP-1C|SH-PTP1|SHP-1|SHP-1L|SHP1	12	1.171	0.0000401	3
NM_005627	Homo sapiens serum/glucocorticoid regulated kinase 1 (SGK1), mRNA.	6446	SGK1	serum/glucocorticoid regulated kinase 1	SGK	6	1.161	0.0000141	3
NM_017927							1.159	0.0000169	3
NM_033540	Homo sapiens mitofusin 1 (MFN1), nuclear gene encoding mitochondrial protein, mRNA.	55669	MFN1	mitofusin 1	DKFZp762F247|FLJ20693|MGC41806|hfzo1|hfzo2	3	1.159	0.0000169	3
NM_006495	Homo sapiens ecotropic viral integration site 2B (EVI2B), mRNA.	2124	EVI2B	ecotropic viral integration site 2B	D17S376|EVDB	17	1.158	0.000983	3
NM_006243	Homo sapiens protein phosphatase 2, regulatory subunit B, alpha isoform (PPP2R5A), mRNA.	5525	PPP2R5A	protein phosphatase 2, regulatory subunit B, alpha isoform	B56A|MGC131915|PR61A	1	1.157	0.0000604	3
NM_015093	Homo sapiens mitogen-activated protein kinase kinase kinase 7 interacting protein 2 (MAP3K7IP2), mRNA.	23118	MAP3K7IP2	mitogen-activated protein kinase kinase kinase 7 interacting protein 2	FLJ21885|KIAA0733|TAB2	6	1.154	0.00000527	3
NM_004759	Homo sapiens mitogen-activated protein kinase-activated protein kinase 2 (MAPKAPK2), transcript variant 1, mRNA.	9261	MAPKAPK2	mitogen-activated protein kinase-activated protein kinase 2	MK2	1	1.152	0.0000567	3
NM_080596	Homo sapiens histone cluster 1, H2ah (HIST1H2AH), mRNA.	85235	HIST1H2AH	histone cluster 1, H2ah	H2A/S|H2AFALii|MGC171151|dJ86C11.1	6	1.15	0.00000839	3
NM_003745	Homo sapiens suppressor of cytokine signaling 1 (SOCS1), mRNA.	8651	SOCS1	suppressor of cytokine signaling 1	CIS1|CISH1|JAB|SOCS-1|SSI-1|SSI1|TIP3	16	1.148	0.000000357	3
NM_007256	Homo sapiens solute carrier organic anion transporter family, member 2B1 (SLCO2B1), mRNA.	11309	SLCO2B1	solute carrier organic anion transporter family, member 2B1	DKFZp686E0517|KIAA0880|OATP-B|OATP2B1|OATPB|SLC21A9	11	1.146	0.000466	3
NM_015144	Homo sapiens zinc finger, CCHC domain containing 14 (ZCCHC14), mRNA.	23174	ZCCHC14	zinc finger, CCHC domain containing 14	BDG-29|BDG29|MGC126527|MGC14139	16	1.145	0.00000114	3
NM_002350	Homo sapiens v-yes-1 Yamaguchi sarcoma viral related oncogene homolog (LYN), transcript variant 1, mRNA.	4067	LYN	v-yes-1 Yamaguchi sarcoma viral related oncogene homolog	FLJ26625|JTK8	8	1.141	0.000588	3
NM_006224	Homo sapiens phosphatidylinositol transfer protein, alpha (PITPNA), mRNA.	5306	PITPNA	phosphatidylinositol transfer protein, alpha	MGC99649|PITPN|VIB1A	17	1.14	0.000000203	3
NM_001001890	Homo sapiens runt-related transcription factor 1 (RUNX1), transcript variant 2, mRNA.	861	RUNX1	runt-related transcription factor 1	AML1|AML1-EVI-1|AMLCR1|CBFA2|EVI-1|PEBP2aB	21	1.133	5.06E-08	3
NM_001754	Homo sapiens runt-related transcription factor 1 (RUNX1), transcript variant 1, mRNA.	861	RUNX1	runt-related transcription factor 1	AML1|AML1-EVI-1|AMLCR1|CBFA2|EVI-1|PEBP2aB	21	1.133	5.06E-08	3
NM_013446	Homo sapiens makorin ring finger protein 1 (MKRN1), mRNA.	23608	MKRN1	makorin ring finger protein 1	FLJ21334|RNF61	7	1.129	0.000527	3
NM_015268	Homo sapiens DnaJ (Hsp40) homolog, subfamily C, member 13 (DNAJC13), mRNA.	23317	DNAJC13	DnaJ (Hsp40) homolog, subfamily C, member 13	FLJ25863|KIAA0678|RME8	3	1.129	0.000979	3
NM_001031628	Homo sapiens small trans-membrane and glycosylated protein (LOC57228), transcript variant 1, mRNA.	57228	LOC57228	small trans-membrane and glycosylated protein	MGC149453|MGC149454	12	1.128	0.000123	3
NM_001033873	Homo sapiens small trans-membrane and glycosylated protein (LOC57228), transcript variant 2, mRNA.	57228	LOC57228	small trans-membrane and glycosylated protein	MGC149453|MGC149454	12	1.128	0.000123	3
NM_022154	Homo sapiens solute carrier family 39 (zinc transporter), member 8 (SLC39A8), transcript variant 1, mRNA.	64116	SLC39A8	solute carrier family 39 (zinc transporter), member 8	BIGM103|LZT-Hs6|PP3105|ZIP8	4	1.126	0.0000763	3
NM_014757	Homo sapiens mastermind-like 1 (Drosophila) (MAML1), mRNA.	9794	MAML1	mastermind-like 1 (Drosophila)	KIAA0200|Mam-1|Mam1	5	1.123	0.000931	3
NM_021822	Homo sapiens apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3G (APOBEC3G), mRNA.	60489	APOBEC3G	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3G	ARP9|CEM15|FLJ12740|MDS019|bK150C2.7|dJ494G10.1	22	1.12	0.00000176	3
NM_002037	Homo sapiens FYN oncogene related to SRC, FGR, YES (FYN), transcript variant 1, mRNA.	2534	FYN	FYN oncogene related to SRC, FGR, YES	MGC45350|SLK|SYN	6	1.118	0.0000176	3
NM_153047	Homo sapiens FYN oncogene related to SRC, FGR, YES (FYN), transcript variant 2, mRNA.	2534	FYN	FYN oncogene related to SRC, FGR, YES	MGC45350|SLK|SYN	6	1.118	0.0000176	3
NM_153048	Homo sapiens FYN oncogene related to SRC, FGR, YES (FYN), transcript variant 3, mRNA.	2534	FYN	FYN oncogene related to SRC, FGR, YES	MGC45350|SLK|SYN	6	1.118	0.0000176	3
NM_001033025	Homo sapiens exostoses (multiple)-like 2 (EXTL2), transcript variant 2, mRNA.	2135	EXTL2	exostoses (multiple)-like 2	EXTR2	1	1.118	0.000953	3
NM_001439	Homo sapiens exostoses (multiple)-like 2 (EXTL2), transcript variant 1, mRNA.	2135	EXTL2	exostoses (multiple)-like 2	EXTR2	1	1.118	0.000953	3
NM_014389	Homo sapiens proline, glutamate and leucine rich protein 1 (PELP1), mRNA.	27043	PELP1	proline, glutamate and leucine rich protein 1	HMX3|MNAR|P160	17	1.118	0.0000107	3
NM_005935	Homo sapiens AF4/FMR2 family, member 1 (AFF1), mRNA.	4299	AFF1	AF4/FMR2 family, member 1	AF-4|AF4|AF4-MLL|MGC134969|MLL/AF4|MLLT2|PBM1	4	1.115	0.000017	3
NM_001035254	Homo sapiens family with sequence similarity 102, member A (FAM102A), transcript variant 1, mRNA.	399665	FAM102A	family with sequence similarity 102, member A	C9orf132|EEIG1|MGC50853|bA203J24.7	9	1.114	0.00000148	3
NM_203305	Homo sapiens family with sequence similarity 102, member A (FAM102A), transcript variant 2, mRNA.	399665	FAM102A	family with sequence similarity 102, member A	C9orf132|EEIG1|MGC50853|bA203J24.7	9	1.114	0.00000148	3
NM_015125	Homo sapiens capicua homolog (Drosophila) (CIC), mRNA.	23152	CIC	capicua homolog (Drosophila)	KIAA0306	19	1.114	0.0000009	3
NM_003784	Homo sapiens serpin peptidase inhibitor, clade B (ovalbumin), member 7 (SERPINB7), transcript variant 1, mRNA.	8710	SERPINB7	serpin peptidase inhibitor, clade B (ovalbumin), member 7	DKFZp686D06190|MEGSIN|MGC120014|MGC120015	18	1.114	0.000479	3
NM_015550	Homo sapiens oxysterol binding protein-like 3 (OSBPL3), transcript variant 1, mRNA.	26031	OSBPL3	oxysterol binding protein-like 3	DKFZp667P1518|KIAA0704|MGC21526|ORP-3|ORP3|OSBP3	7	1.113	0.000572	3
NM_145320	Homo sapiens oxysterol binding protein-like 3 (OSBPL3), transcript variant 2, mRNA.	26031	OSBPL3	oxysterol binding protein-like 3	DKFZp667P1518|KIAA0704|MGC21526|ORP-3|ORP3|OSBP3	7	1.113	0.000572	3
NM_145321	Homo sapiens oxysterol binding protein-like 3 (OSBPL3), transcript variant 3, mRNA.	26031	OSBPL3	oxysterol binding protein-like 3	DKFZp667P1518|KIAA0704|MGC21526|ORP-3|ORP3|OSBP3	7	1.113	0.000572	3
NM_145322	Homo sapiens oxysterol binding protein-like 3 (OSBPL3), transcript variant 4, mRNA.	26031	OSBPL3	oxysterol binding protein-like 3	DKFZp667P1518|KIAA0704|MGC21526|ORP-3|ORP3|OSBP3	7	1.113	0.000572	3
NM_001770	Homo sapiens CD19 molecule (CD19), mRNA.	930	CD19	CD19 molecule	B4|MGC12802	16	1.113	1.81E-08	3
NM_019624	Homo sapiens ATP-binding cassette, sub-family B (MDR/TAP), member 9 (ABCB9), transcript variant 2, mRNA.	23457	ABCB9	ATP-binding cassette, sub-family B (MDR/TAP), member 9	EST122234|KIAA1520|TAPL	12	1.112	0.0000866	3
NM_019625	Homo sapiens ATP-binding cassette, sub-family B (MDR/TAP), member 9 (ABCB9), transcript variant 1, mRNA.	23457	ABCB9	ATP-binding cassette, sub-family B (MDR/TAP), member 9	EST122234|KIAA1520|TAPL	12	1.112	0.0000866	3
NM_203444	Homo sapiens ATP-binding cassette, sub-family B (MDR/TAP), member 9 (ABCB9), transcript variant 4, mRNA.	23457	ABCB9	ATP-binding cassette, sub-family B (MDR/TAP), member 9	EST122234|KIAA1520|TAPL	12	1.112	0.0000866	3
NM_203445							1.112	0.0000866	3
NM_000100	Homo sapiens cystatin B (stefin B) (CSTB), mRNA.	1476	CSTB	cystatin B (stefin B)	CST6|EPM1|PME|STFB	21	1.111	0.000466	3
NM_153029	Homo sapiens NEDD4 binding protein 1 (N4BP1), mRNA.	9683	N4BP1	NEDD4 binding protein 1	FLJ31821|KIAA0615|MGC176730	16	1.11	0.000012	3
NM_005537	Homo sapiens inhibitor of growth family, member 1 (ING1), transcript variant 4, mRNA.	3621	ING1	inhibitor of growth family, member 1	p24ING1c|p33|p33ING1|p33ING1b|p47|p47ING1a	13	1.108	0.000652	3
NM_198217	Homo sapiens inhibitor of growth family, member 1 (ING1), transcript variant 3, mRNA.	3621	ING1	inhibitor of growth family, member 1	p24ING1c|p33|p33ING1|p33ING1b|p47|p47ING1a	13	1.108	0.000652	3
NM_198218	Homo sapiens inhibitor of growth family, member 1 (ING1), transcript variant 2, mRNA.	3621	ING1	inhibitor of growth family, member 1	p24ING1c|p33|p33ING1|p33ING1b|p47|p47ING1a	13	1.108	0.000652	3
NM_198219	Homo sapiens inhibitor of growth family, member 1 (ING1), transcript variant 1, mRNA.	3621	ING1	inhibitor of growth family, member 1	p24ING1c|p33|p33ING1|p33ING1b|p47|p47ING1a	13	1.108	0.000652	3
NM_000158	Homo sapiens glucan (1,4-alpha-), branching enzyme 1 (GBE1), mRNA.	2632	GBE1	glucan (1,4-alpha-), branching enzyme 1	GBE	3	1.107	0.0000748	3
NM_019895	Homo sapiens claudin domain containing 1 (CLDND1), transcript variant 2, mRNA.	56650	CLDND1	claudin domain containing 1	C3orf4|GENX-3745|MGC111162|MGC3316|MGC9861	3	1.107	0.0000477	3
NM_003778	Homo sapiens UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 4 (B4GALT4), transcript variant 2, mRNA.	8702	B4GALT4	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 4	B4Gal-T4|beta4Gal-T4	3	1.106	0.0000122	3
NM_212543	Homo sapiens UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 4 (B4GALT4), transcript variant 1, mRNA.	8702	B4GALT4	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 4	B4Gal-T4|beta4Gal-T4	3	1.106	0.0000122	3
NM_005749	Homo sapiens transducer of ERBB2, 1 (TOB1), mRNA.	10140	TOB1	transducer of ERBB2, 1	APRO6|MGC104792|MGC34446|PIG49|TOB|TROB|TROB1	17	1.105	0.00000147	3
NM_006355	Homo sapiens tripartite motif-containing 38 (TRIM38), mRNA.	10475	TRIM38	tripartite motif-containing 38	MGC8946|RNF15|RORET	6	1.103	0.000403	3
