LLID	NAME	BT474-1	BT474-2	BT474-3	Log Ratio	T stat	p-value
55636	CHD7 Chromodomain helicase DNA binding protein 7	-1.371389694	-1.592395249	-1.316622972	-1.426802639	-16.92686119	0.003472008
85477	SCIN Scinderin	-1.541600776	-1.187990201	-1.554307786	-1.427966254	-11.89534878	0.006993126
84217	ZMYND12 Zinc finger, MYND-type containing 12	-1.21624519	-1.63401996	-1.440946421	-1.430403857	-11.84929849	0.007047012
8800	PEX11A Peroxisomal biogenesis factor 11A	-1.633491678	-1.394914021	-1.305170181	-1.444525293	-14.74447872	0.004568327
10505	SEMA4F Sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4F	-1.271161391	-1.699815815	-1.364785851	-1.445254352	-11.10720924	0.008008451
60676	PAPPA2 Pappalysin 2	-1.504371223	-1.22441202	-1.624025666	-1.450936303	-12.25328344	0.006594509
23566	EDG7 Endothelial differentiation, lysophosphatidic acid G-protein-coupled receptor, 7	-1.460275907	-1.44976768	-1.443124295	-1.451055961	-290.619894	1.18397E-05
23345	SYNE1 Spectrin repeat containing, nuclear envelope 1	-1.237838107	-1.624854446	-1.550242649	-1.4709784	-12.40878778	0.006431844
1291	COL6A1 Collagen, type VI, alpha 1	-1.238377541	-1.467631169	-1.717522522	-1.474510411	-10.65705681	0.008690311
64084	CLSTN2 Calsyntenin 2	-1.632606299	-1.244983067	-1.555720531	-1.477769966	-12.47160809	0.006367828
79609	C14orf138 Chromosome 14 open reading frame 138	-1.251062344	-1.730807531	-1.463247294	-1.481705723	-10.67529093	0.008661034
81569	ACTL8 Actin-like 8	-1.440567119	-1.343139032	-1.668918539	-1.48420823	-15.37359276	0.004204396
23048	FNBP1 Formin binding protein 1	-1.490859557	-1.573465574	-1.39405678	-1.486127303	-28.66488115	0.001214808
9369	NRXN3 Neurexin 3	-1.510306226	-1.362464313	-1.678789738	-1.517186759	-16.60303839	0.003608025
93	ACVR2B Activin A receptor, type IIB	-1.312993364	-1.520799742	-1.722559213	-1.518784106	-12.84538584	0.006005918
952	CD38 CD38 molecule	-1.405417629	-1.597746983	-1.555384409	-1.51951634	-26.0434939	0.001471101
160622	GRASP GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein	-1.592907822	-1.418021268	-1.550189624	-1.520372905	-28.88212434	0.001196635
57381	RHOJ Ras homolog gene family, member J	-1.395219083	-1.75169203	-1.434488219	-1.52713311	-13.53238382	0.005416412
1995	ELAVL3 ELAV (embryonic lethal, abnormal vision, Drosophila)-like 3 (Hu antigen C)	-1.342880136	-1.750748852	-1.499684732	-1.531104573	-12.88971334	0.005965049
147700	KLC3 Kinesin light chain 3	-1.646912709	-1.610070556	-1.359240824	-1.538741363	-17.02557698	0.003432069
3397	ID1 Inhibitor of DNA binding 1, dominant negative helix-loop-helix protein	-1.624877138	-1.651070632	-1.350224016	-1.542057262	-16.02733447	0.003870351
22998	LIMCH1 LIM and calponin homology domains 1	-1.412091448	-1.827583917	-1.485640968	-1.575105444	-12.30433261	0.006540438
83450	LRRC48 Leucine rich repeat containing 48	-1.560220586	-1.472361549	-1.718793403	-1.583791846	-21.96403815	0.002066464
84152	PPP1R1B Protein phosphatase 1, regulatory (inhibitor) subunit 1B (dopamine and cAMP regulated phosphoprotein, DARPP-32)	-1.650696916	-1.465021103	-1.681946573	-1.599221531	-23.62082095	0.001787493
3897	L1CAM L1 cell adhesion molecule	-1.57564586	-1.70276115	-1.543029461	-1.60714549	-32.9832001	0.000917944
4922	NTS Neurotensin	-1.518955723	-1.810280426	-1.526619874	-1.618618674	-16.88586756	0.003488798
84676	TRIM63 Tripartite motif-containing 63	-1.567364434	-1.687983604	-1.630721812	-1.62868995	-46.75498547	0.000457137
5310	PKD1 Polycystic kidney disease 1 (autosomal dominant)	-1.68481452	-1.345519731	-1.914539066	-1.648291106	-9.973097794	0.009904894
7032	TFF2 Trefoil factor 2 (spasmolytic protein 1)	-1.79108376	-1.887026632	-1.393112287	-1.69040756	-11.17951239	0.007906419
3486	IGFBP3 insulin-like growth factor binding protein 3	-1.782437223	-1.888540004	-1.406691057	-1.692556095	-11.57877482	0.007376471
7482	WNT2B Wingless-type MMTV integration site family, member 2B	-1.471714508	-1.828205657	-1.819110227	-1.706343464	-14.54139584	0.004695916
23284	LPHN3 latrophilin 3	-1.598794039	-1.998296491	-1.555681809	-1.717590779	-12.18983252	0.006662654
5420	PODXL Podocalyxin-like	-1.825442583	-1.810741943	-1.611943809	-1.749376111	-25.40959564	0.001545244
165530	CLEC4F C-type lectin domain family 4, member F	-1.729024295	-1.988863706	-1.535861362	-1.751249788	-13.34368531	0.0055694
57700	KIAA1600 KIAA1600	-1.986423973	-1.827169351	-1.525083683	-1.779559002	-13.15382754	0.005729945
3386	ICAM4 Intercellular adhesion molecule 4 (Landsteiner-Wiener blood group)	-1.955405785	-1.829010336	-1.669009969	-1.817808697	-21.93703086	0.002071539
54756	IL17RD Interleukin 17 receptor D	-1.846964653	-2.151788308	-1.561021504	-1.853258155	-10.86517037	0.008364713
401172	FLJ33360 FLJ33360 protein	-1.656130589	-1.900467897	-2.038287839	-1.864962108	-16.6904033	0.003570553
56681	SAR1A SAR1 gene homolog A (S. cerevisiae)	-1.750441214	-2.212453796	-1.67241679	-1.878437266	-11.14665539	0.007952544
84912	SLC35B4 Solute carrier family 35, member B4	-2.03658104	-1.940766789	-1.715171114	-1.897506314	-19.91693636	0.002511403
221393	GPR115 G protein-coupled receptor 115	-2.097293881	-1.781060358	-1.869055955	-1.915803398	-20.3303684	0.002410665
3399	ID3 Inhibitor of DNA binding 3, dominant negative helix-loop-helix protein	-2.073085747	-2.241011315	-1.667790244	-1.993962435	-11.71966665	0.00720208
1839	HBEGF Heparin-binding EGF-like growth factor	-2.297732405	-1.917144567	-1.802665095	-2.005847355	-13.40471993	0.005519217
9577	BRE Brain and reproductive organ-expressed (TNFRSF1A modulator)	-2.249828882	-2.157142975	-1.625968123	-2.010979993	-10.34686589	0.009211893
8601	RGS20 Regulator of G-protein signaling 20	-2.252317964	-2.19140038	-1.839304363	-2.094340902	-16.2698702	0.003756465
8620	NPFF Neuropeptide FF-amide peptide precursor	-1.934077018	-2.508157573	-2.437146708	-2.2931271	-12.69083439	0.006151736
27091	CACNG5 Calcium channel, voltage-dependent, gamma subunit 5	-2.2338737	-2.755493619	-2.00755007	-2.332305797	-10.53193036	0.008895268
5274	SERPINI1 Serpin peptidase inhibitor, clade I (neuroserpin), member 1	-2.247937627	-2.367152514	-2.695554004	-2.436881382	-18.20788726	0.003002765
55824	PAG1 Phosphoprotein associated with glycosphingolipid microdomains 1	-2.552231665	-2.695868338	-2.572390223	-2.606830075	-58.06135576	0.000296505
203427	SLC25A43 Solute carrier family 25, member 43	-2.959489852	-2.94496687	-3.319313273	-3.074589998	-25.11233901	0.001581955
2894	GRID1 Glutamate receptor, ionotropic, delta 1	-2.784483616	-2.925032427	-3.530378295	-3.079964779	-13.45948104	0.005474765
115948	MGC20983 Hypothetical protein MGC20983	-2.849245274	-3.234281605	-3.726369439	-3.269965439	-12.882412	0.005971752
221395	GPR116 G protein-coupled receptor 116	-3.566029223	-4.021239542	-3.129070935	-3.572113233	-13.86879122	0.005158839
131096	KCNH8 Potassium voltage-gated channel, subfamily H (eag-related), member 8	-5.866428647	-5.920803326	-6.042714326	-5.943315433	-114.0329649	7.68934E-05
5913	RAPSN Receptor-associated protein of the synapse	-6.64385619	-6.64385619	-5.693158232	-6.32695687	-19.96519552	0.002499323
