UNIQID	NAME	Gene.index	Gene.symbol	Col2	Fold	T-stat	Pvalue
32711	GeneID_9255___SCYE1	9255	SCYE1	Small inducible cytokine subfamily E, member 1 (endothelial monocyte-activating)	-0.483802211	-5.464720592	7.13E-07
17079	GeneID_71_____ACTG1	71	ACTG1	Actin, gamma 1	-0.533661869	-5.465784327	7.33E-07
17071	GeneID_468____ATF4	468	ATF4	Activating transcription factor 4 (tax-responsive enhancer element B67)	-0.574701556	-5.447221031	7.63E-07
27988	GeneID_10188__TNK2	10188	TNK2	Tyrosine kinase, non-receptor, 2	0.734102618	5.453604448	7.68E-07
27260	GeneID_5908___RAP1B	5908	RAP1B	RAP1B, member of RAS oncogene family	-0.651696396	-5.441806001	7.80E-07
34524	GeneID_7024___TFCP2	7024	TFCP2	Transcription factor CP2	-0.655148239	-5.433904206	8.04E-07
24005	GeneID_60_____ACTB	60	ACTB	Actin, beta	-0.74932801	-5.430305992	8.15E-07
28988	GeneID_6790___AURKA	6790	AURKA	Aurora kinase A	-0.73042629	-5.428445392	8.21E-07
24512	GeneID_55024__BANK1	55024	BANK1	B-cell scaffold protein with ankyrin repeats 1	-1.556666572	-5.465554806	8.41E-07
31642	GeneID_122769_PPIL5	122769	PPIL5	Peptidylprolyl isomerase (cyclophilin)-like 5	-0.58244848	-5.429081264	8.45E-07
24458	GeneID_958____CD40	958	CD40	CD40 molecule, TNF receptor superfamily member 5	-0.770593056	-5.43606066	8.50E-07
24817	GeneID_7296___TXNRD1	7296	TXNRD1	Thioredoxin reductase 1	-0.581734234	-5.412990747	8.72E-07
24697	GeneID_8651___SOCS1	8651	SOCS1	Suppressor of cytokine signaling 1	-1.061402457	-5.406616487	8.94E-07
17646	GeneID_596____BCL2	596	BCL2	B-cell CLL/lymphoma 2	1.228784966	5.414025471	8.96E-07
19340	GeneID_643____BLR1	643	BLR1	Burkitt lymphoma receptor 1, GTP binding protein (chemokine (C-X-C motif) receptor 5)	-1.283275357	-5.427266333	9.09E-07
32663	GeneID_7186___TRAF2	7186	TRAF2	TNF receptor-associated factor 2	-0.6534925	-5.421387817	9.29E-07
24782	GeneID_9446___GSTO1	9446	GSTO1	Glutathione S-transferase omega 1	-0.625834889	-5.394388274	9.38E-07
30755	GeneID_9943___OXSR1	9943	OXSR1	Oxidative-stress responsive 1	-0.741451168	-5.482247905	9.56E-07
24897	GeneID_931____MS4A1	931	MS4A1	Membrane-spanning 4-domains, subfamily A, member 1	-1.252806061	-5.393263131	9.72E-07
26598	GeneID_7520___XRCC5	7520	XRCC5	X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining; Ku autoantigen, 80kDa)	-0.460081491	-5.383017002	9.81E-07
17055	GeneID_805____CALM2	805	CALM2	Calmodulin 2 (phosphorylase kinase, delta)	-0.635311548	-5.378687054	9.97E-07
24802	GeneID_5351___PLOD1	5351	PLOD1	Procollagen-lysine 1, 2-oxoglutarate 5-dioxygenase 1	-0.508793403	-5.384571265	1.04E-06
34586	GeneID_7019___TFAM	7019	TFAM	Transcription factor A, mitochondrial	-0.890878283	-5.372541639	1.05E-06
30065	GeneID_5604___MAP2K1	5604	MAP2K1	Mitogen-activated protein kinase kinase 1	-0.458574939	-5.356122587	1.09E-06
34309	AI433190	1000034309			0.853596296	5.517891659	1.10E-06
28588	GeneID_4332___MNDA	4332	MNDA	Myeloid cell nuclear differentiation antigen	-1.659838482	-5.376843255	1.10E-06
30421	GeneID_9801___MRPL19	9801	MRPL19	Mitochondrial ribosomal protein L19	-0.809369042	-5.350734488	1.11E-06
32242	GeneID_11091__WDR5	11091	WDR5	WD repeat domain 5	-0.478830794	-5.346402785	1.13E-06
26446	GeneID_51144__HSD17B12	51144	HSD17B12	Hydroxysteroid (17-beta) dehydrogenase 12	-0.496761835	-5.341227423	1.15E-06
31602	GeneID_10762__NUP50	10762	NUP50	Nucleoporin 50kDa	-0.689018412	-5.348208863	1.16E-06
34457	GeneID_54407__SLC38A2	54407	SLC38A2	Solute carrier family 38, member 2	-0.478443919	-5.340703994	1.19E-06
30929	GeneID_8766___RAB11A	8766	RAB11A	RAB11A, member RAS oncogene family	-0.551609291	-5.335361605	1.22E-06
24637	GeneID_597____BCL2A1	597	BCL2A1	BCL2-related protein A1	-1.33207096	-5.331667172	1.23E-06
24490	GeneID_10197__PSME3	10197	PSME3	Proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)	-0.636525	-5.391748837	1.24E-06
31050	GeneID_3837___KPNB1	3837	KPNB1	Karyopherin (importin) beta 1	-0.88422588	-5.322036998	1.24E-06
27397	GeneID_9261___MAPKAPK2	9261	MAPKAPK2	Mitogen-activated protein kinase-activated protein kinase 2	-0.672714234	-5.334958953	1.30E-06
31087	AA807521	1000031087			1.055164815	5.619085146	1.31E-06
25046	GeneID_9750___C6orf32	9750	C6orf32	Chromosome 6 open reading frame 32	-1.104810811	-5.305542567	1.32E-06
17701	GeneID_11151__CORO1A	11151	CORO1A	Coronin, actin binding protein, 1A	-0.771326372	-5.302988048	1.34E-06
15893	GeneID_3276___PRMT1	3276	PRMT1	Protein arginine methyltransferase 1	-0.686099672	-5.296525347	1.37E-06
34899	GeneID_7184___HSP90B1	7184	HSP90B1	Heat shock protein 90kDa beta (Grp94), member 1	-0.972791696	-5.316205492	1.39E-06
29822	GeneID_54431__DNAJC10	54431	DNAJC10	DnaJ (Hsp40) homolog, subfamily C, member 10	-0.8790966	-5.302937305	1.42E-06
29264	GeneID_2783___GNB2	2783	GNB2	Guanine nucleotide binding protein (G protein), beta polypeptide 2	-0.595612416	-5.286743967	1.47E-06
27560	GeneID_10135__PBEF1	10135	PBEF1	Pre-B-cell colony enhancing factor 1	-0.648421867	-5.275554988	1.49E-06
28211	GeneID_5925___RB1	5925	RB1	Retinoblastoma 1 (including osteosarcoma)	-0.769653047	-5.295411832	1.51E-06
24966	GeneID_1796___DOK1	1796	DOK1	Docking protein 1, 62kDa (downstream of tyrosine kinase 1)	-0.661904505	-5.261660841	1.57E-06
30283	GeneID_11091__WDR5	11091	WDR5	WD repeat domain 5	-0.471768434	-5.264136071	1.60E-06
28887	GeneID_1861___TOR1A	1861	TOR1A	Torsin family 1, member A (torsin A)	-0.536027273	-5.256705721	1.65E-06
17632	GeneID_57018__CCNL1	57018	CCNL1	Cyclin L1	-0.711194172	-5.25573981	1.65E-06
28668	GeneID_7150___TOP1	7150	TOP1	Topoisomerase (DNA) I	-0.639252534	-5.249336353	1.69E-06
31462	GeneID_1105___CHD1	1105	CHD1	Chromodomain helicase DNA binding protein 1	-0.688369804	-5.272272189	1.70E-06
29484	GeneID_8293___SERF1A	8293	SERF1A	Small EDRK-rich factor 1A (telomeric)	-0.561146368	-5.248153302	1.70E-06
17082	GeneID_7431___VIM	7431	VIM	Vimentin	-0.849265541	-5.246413231	1.71E-06
27270	GeneID_6678___SPARC	6678	SPARC	Secreted protein, acidic, cysteine-rich (osteonectin)	-1.094333081	-5.244077381	1.73E-06
23916	GeneID_468____ATF4	468	ATF4	Activating transcription factor 4 (tax-responsive enhancer element B67)	-0.590222523	-5.23443216	1.74E-06
28859	GeneID_596____BCL2	596	BCL2	B-cell CLL/lymphoma 2	1.115549695	5.247951482	1.75E-06
24788	GeneID_5925___RB1	5925	RB1	Retinoblastoma 1 (including osteosarcoma)	-0.715893939	-5.22955809	1.78E-06
29537	GeneID_11151__CORO1A	11151	CORO1A	Coronin, actin binding protein, 1A	-0.759783702	-5.227991121	1.79E-06
17312	GeneID_4893___NRAS	4893	NRAS	Neuroblastoma RAS viral (v-ras) oncogene homolog	-0.927301838	-5.25602088	1.81E-06
32734	GeneID_10396__ATP8A1	10396	ATP8A1	ATPase, aminophospholipid transporter (APLT), Class I, type 8A, member 1	1.159057081	5.536649848	1.84E-06
33542	GeneID_5898___RALA	5898	RALA	V-ral simian leukemia viral oncogene homolog A (ras related)	-0.596224816	-5.219938665	1.84E-06
26521	GeneID_467____ATF3	467	ATF3	Activating transcription factor 3	-1.050832345	-5.234623169	1.84E-06
32221	GeneID_84190__C12orf26	84190	C12orf26	Chromosome 12 open reading frame 26	0.891409259	5.514339077	1.85E-06
26069	GeneID_1431___CS	1431	CS	Citrate synthase	-0.738493506	-5.228574233	1.89E-06
17123	GeneID_6241___RRM2	6241	RRM2	Ribonucleotide reductase M2 polypeptide	-0.826146926	-5.22490436	1.91E-06
29092	GeneID_2776___GNAQ	2776	GNAQ	Guanine nucleotide binding protein (G protein), q polypeptide	-0.88532	-5.226325423	1.96E-06
30419	GeneID_539____ATP5O	539	ATP5O	ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (oligomycin sensitivity conferring protein)	-0.563966667	-5.205430942	2.00E-06
33514	GeneID_6732___SRPK1	6732	SRPK1	SFRS protein kinase 1	-0.722126044	-5.197946855	2.01E-06
24464	GeneID_84545__MRPL43	84545	MRPL43	Mitochondrial ribosomal protein L43	-0.443086814	-5.192310105	2.05E-06
31232	GeneID_9128___PRPF4	9128	PRPF4	PRP4 pre-mRNA processing factor 4 homolog (yeast)	-0.519621949	-5.182694793	2.13E-06
28008	GeneID_6938___TCF12	6938	TCF12	Transcription factor 12 (HTF4, helix-loop-helix transcription factors 4)	-0.808134074	-5.296712856	2.13E-06
30317	GeneID_10972__TMED10	10972	TMED10	Transmembrane emp24-like trafficking protein 10 (yeast)	-0.653201182	-5.226644583	2.15E-06
27712	GeneID_663____BNIP2	663	BNIP2	BCL2/adenovirus E1B 19kDa interacting protein 2	-0.520895332	-5.180182289	2.15E-06
24197	GeneID_1642___DDB1	1642	DDB1	Damage-specific DNA binding protein 1, 127kDa	-0.431868468	-5.178315875	2.16E-06
24761	GeneID_6996___TDG	6996	TDG	Thymine-DNA glycosylase	-0.538798737	-5.18311561	2.18E-06
29168	GeneID_8140___SLC7A5	8140	SLC7A5	Solute carrier family 7 (cationic amino acid transporter, y+ system), member 5	-0.739606818	-5.182592154	2.19E-06
33801	GeneID_84188__MLSTD2	84188	MLSTD2	Male sterility domain containing 2	-0.500600758	-5.182341818	2.19E-06
24636	GeneID_10153__CEBPZ	10153	CEBPZ	CCAAT/enhancer binding protein zeta	-0.512432576	-5.181254954	2.20E-06
28467	GeneID_10148__EBI3	10148	EBI3	Epstein-Barr virus induced gene 3	-1.161277068	-5.166967971	2.26E-06
25205	GeneID_4049___LTA	4049	LTA	Lymphotoxin alpha (TNF superfamily, member 1)	-0.905226494	-5.176387273	2.30E-06
31822	GeneID_81876__RAB1B	81876	RAB1B	RAB1B, member RAS oncogene family	-0.458522277	-5.154957984	2.37E-06
17216	GeneID_663____BNIP2	663	BNIP2	BCL2/adenovirus E1B 19kDa interacting protein 2	-0.547656801	-5.178331131	2.42E-06
17500	GeneID_7124___TNF	7124	TNF	Tumor necrosis factor (TNF superfamily, member 2)	-1.157240213	-5.146190995	2.45E-06
15887	GeneID_1847___DUSP5	1847	DUSP5	Dual specificity phosphatase 5	-0.813830051	-5.151437817	2.46E-06
30834	GeneID_205428_C3orf58	205428	C3orf58	Chromosome 3 open reading frame 58	-0.443713839	-5.163888966	2.48E-06
23881	GeneID_23339__VPS39	23339	VPS39	Vacuolar protein sorting 39 (yeast)	-0.492463882	-5.13696441	2.54E-06
28638	GeneID_597____BCL2A1	597	BCL2A1	BCL2-related protein A1	-1.28840819	-5.133965463	2.57E-06
28838	GeneID_1836___SLC26A2	1836	SLC26A2	Solute carrier family 26 (sulfate transporter), member 2	-0.731402375	-5.129829779	2.61E-06
24406	GeneID_440026_TMEM41B	440026	TMEM41B	Transmembrane protein 41B	-0.562147551	-5.132195284	2.65E-06
24949	GeneID_10197__PSME3	10197	PSME3	Proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)	-0.486460524	-5.125060438	2.65E-06
16730	GeneID_7411___VBP1	7411	VBP1	Von Hippel-Lindau binding protein 1	-0.603640377	-5.115742608	2.75E-06
19308	GeneID_10170__DHRS9	10170	DHRS9	Dehydrogenase/reductase (SDR family) member 9	-1.901390982	-5.135477427	2.77E-06
27805	GeneID_1398___CRK	1398	CRK	V-crk sarcoma virus CT10 oncogene homolog (avian)	-0.654136071	-5.130207924	2.82E-06
24786	GeneID_80856__KIAA1715	80856	KIAA1715	KIAA1715	-0.485409828	-5.106179465	2.85E-06
34693	GeneID_10425__ARIH2	10425	ARIH2	Ariadne homolog 2 (Drosophila)	0.588330476	5.141217042	2.87E-06
27049	GeneID_2237___FEN1	2237	FEN1	Flap structure-specific endonuclease 1	-0.628244257	-5.110388107	2.88E-06
32930	GeneID_440026_TMEM41B	440026	TMEM41B	Transmembrane protein 41B	-0.461487879	-5.102312932	2.90E-06
32586	GeneID_79184__BRCC3	79184	BRCC3	BRCA1/BRCA2-containing complex, subunit 3	-0.824564821	-5.113204439	3.01E-06
32012	GeneID_54801__FAM29A	54801	FAM29A	Family with sequence similarity 29, member A	-0.615414251	-5.084785053	3.10E-06
33755	GeneID_2058___EPRS	2058	EPRS	Glutamyl-prolyl-tRNA synthetase	0.617004286	5.105184525	3.10E-06
33201	GeneID_9861___PSMD6	9861	PSMD6	Proteasome (prosome, macropain) 26S subunit, non-ATPase, 6	-0.570961982	-5.104760444	3.11E-06
28324	GeneID_9261___MAPKAPK2	9261	MAPKAPK2	Mitogen-activated protein kinase-activated protein kinase 2	-0.966109596	-5.090501135	3.11E-06
24857	GeneID_10971__YWHAQ	10971	YWHAQ	Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide	-0.569889353	-5.07976211	3.16E-06
25949	GeneID_9601___PDIA4	9601	PDIA4	Protein disulfide isomerase family A, member 4	-0.7300375	-5.086670396	3.24E-06
24826	GeneID_4085___MAD2L1	4085	MAD2L1	MAD2 mitotic arrest deficient-like 1 (yeast)	-0.694919913	-5.083408534	3.28E-06
27575	GeneID_10135__PBEF1	10135	PBEF1	Pre-B-cell colony enhancing factor 1	-0.722607619	-5.079771966	3.32E-06
25120	GeneID_11161__C14orf1	11161	C14orf1	Chromosome 14 open reading frame 1	-0.726180999	-5.064229414	3.35E-06
31427	GeneID_10987__COPS5	10987	COPS5	COP9 constitutive photomorphogenic homolog subunit 5 (Arabidopsis)	-0.578956408	-5.07208618	3.42E-06
27687	GeneID_56900__C1orf119	56900	C1orf119	Chromosome 1 open reading frame 119	-0.530384596	-5.064335769	3.43E-06
31437	GeneID_2885___GRB2	2885	GRB2	Growth factor receptor-bound protein 2	-0.840824242	-5.062961407	3.45E-06
32381	GeneID_8293___SERF1A	8293	SERF1A	Small EDRK-rich factor 1A (telomeric)	-0.608059459	-5.054948018	3.47E-06
15866	GeneID_4792___NFKBIA	4792	NFKBIA	Nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	-0.628810909	-5.068464712	3.47E-06
30150	GeneID_3611___ILK	3611	ILK	Integrin-linked kinase	-0.54484381	-5.067093611	3.49E-06
24851	GeneID_10762__NUP50	10762	NUP50	Nucleoporin 50kDa	-0.55325733	-5.046645573	3.58E-06
24784	GeneID_5955___RCN2	5955	RCN2	Reticulocalbin 2, EF-hand calcium binding domain	-0.585679034	-5.046479202	3.58E-06
16586	GeneID_5925___RB1	5925	RB1	Retinoblastoma 1 (including osteosarcoma)	-0.517225505	-5.051896795	3.60E-06
24610	GeneID_3148___HMGB2	3148	HMGB2	High-mobility group box 2	-0.716813595	-5.045179285	3.60E-06
26082	GeneID_6659___SOX4	6659	SOX4	SRY (sex determining region Y)-box 4	-1.021400694	-5.050042933	3.72E-06
31397	GeneID_6777___STAT5B	6777	STAT5B	Signal transducer and activator of transcription 5B	-0.707857986	-5.048373317	3.74E-06
26157	GeneID_6643___SNX2	6643	SNX2	Sorting nexin 2	-0.712014646	-5.041041971	3.75E-06
33742	GeneID_55861__DBNDD2	55861	DBNDD2	Dysbindin (dystrobrevin binding protein 1) domain containing 2	-0.644833333	-5.035633255	3.83E-06
32334	GeneID_55781__RIOK2	55781	RIOK2	RIO kinase 2 (yeast)	-0.76045217	-5.028361347	3.84E-06
31425	GeneID_1642___DDB1	1642	DDB1	Damage-specific DNA binding protein 1, 127kDa	-0.501828092	-5.027312607	3.85E-06
27283	GeneID_7132___TNFRSF1A	7132	TNFRSF1A	Tumor necrosis factor receptor superfamily, member 1A	-0.605775921	-5.023348424	3.91E-06
27432	GeneID_10890__RAB10	10890	RAB10	RAB10, member RAS oncogene family	-0.485640868	-5.021710441	3.94E-06
28639	GeneID_597____BCL2A1	597	BCL2A1	BCL2-related protein A1	-1.085953399	-5.016796848	4.01E-06
26577	GeneID_3021___H3F3B	3021	H3F3B	H3 histone, family 3B (H3.3B)	-0.440065274	-5.014747465	4.04E-06
30477	GeneID_7186___TRAF2	7186	TRAF2	TNF receptor-associated factor 2	-0.673287451	-5.056025543	4.06E-06
17702	GeneID_1147___CHUK	1147	CHUK	Conserved helix-loop-helix ubiquitous kinase	-0.525043243	-5.009340621	4.12E-06
19324	GeneID_7037___TFRC	7037	TFRC	Transferrin receptor (p90, CD71)	-0.979233333	-5.056158169	4.18E-06
29739		1000029739			-0.934777887	-4.996519627	4.33E-06
17434	GeneID_5888___RAD51	5888	RAD51	RAD51 homolog (RecA homolog, E. coli) (S. cerevisiae)	-0.627965195	-5.009380162	4.33E-06
27189	GeneID_8192___CLPP	8192	CLPP	ClpP caseinolytic peptidase, ATP-dependent, proteolytic subunit homolog (E. coli)	-0.483743243	-5.001626394	4.35E-06
27496	GeneID_5347___PLK1	5347	PLK1	Polo-like kinase 1 (Drosophila)	-0.710480556	-5.000877319	4.36E-06
28422	GeneID_5518___PPP2R1A	5518	PPP2R1A	Protein phosphatase 2 (formerly 2A), regulatory subunit A (PR 65), alpha isoform	-0.467563882	-4.990399948	4.43E-06
26952	GeneID_6197___RPS6KA3	6197	RPS6KA3	Ribosomal protein S6 kinase, 90kDa, polypeptide 3	-0.619071663	-4.989898515	4.44E-06
34610	GeneID_9491___PSMF1	9491	PSMF1	Proteasome (prosome, macropain) inhibitor subunit 1 (PI31)	-0.531824079	-4.987870382	4.47E-06
27737	GeneID_7283___TUBG1	7283	TUBG1	Tubulin, gamma 1	-0.650952252	-4.984395194	4.53E-06
30409	GeneID_84329__HVCN1	84329	HVCN1	Hydrogen voltage-gated channel 1	1.112960358	5.342044794	4.54E-06
30423	GeneID_3586___IL10	3586	IL10	Interleukin 10	-1.42863	-5.339818853	4.57E-06
28496	GeneID_1105___CHD1	1105	CHD1	Chromodomain helicase DNA binding protein 1	-0.610618346	-4.98127326	4.59E-06
28839	GeneID_1810___DR1	1810	DR1	Down-regulator of transcription 1, TBP-binding (negative cofactor 2)	-0.552593939	-4.986076459	4.61E-06
26046	GeneID_54583__EGLN1	54583	EGLN1	Egl nine homolog 1 (C. elegans)	-0.746304977	-5.004099927	4.66E-06
34727	GeneID_7534___YWHAZ	7534	YWHAZ	Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide	-0.612235101	-4.981184724	4.70E-06
17919	GeneID_5347___PLK1	5347	PLK1	Polo-like kinase 1 (Drosophila)	-0.81221638	-4.97412628	4.71E-06
27610	GeneID_10135__PBEF1	10135	PBEF1	Pre-B-cell colony enhancing factor 1	-0.673699495	-4.977109008	4.77E-06
27940	GeneID_1457___CSNK2A1	1457	CSNK2A1	Casein kinase 2, alpha 1 polypeptide	-0.471140287	-4.976551428	4.78E-06
27030	GeneID_1967___EIF2B1	1967	EIF2B1	Eukaryotic translation initiation factor 2B, subunit 1 alpha, 26kDa	-0.538076515	-4.972244625	4.86E-06
28424	GeneID_4792___NFKBIA	4792	NFKBIA	Nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	-0.623842424	-4.978769613	4.86E-06
32753	GeneID_643264_LOC643264	643264	LOC643264	Similar to ribosomal protein L21	1.013324163	5.296355365	4.90E-06
30302	GeneID_440145_RP11-11C5.2	440145		Similar to RIKEN cDNA 2410129H14	-0.569077107	-4.993943777	4.97E-06
24855	GeneID_1964___EIF1AX	1964	EIF1AX	Eukaryotic translation initiation factor 1A, X-linked	-0.610715315	-4.958563502	5.00E-06
34222	GeneID_54997__TESC	54997	TESC	Tescalcin	0.90477987	5.139383143	5.01E-06
34486	GeneID_10188__TNK2	10188	TNK2	Tyrosine kinase, non-receptor, 2	0.609318145	5.004692535	5.05E-06
30441	GeneID_5450___POU2AF1	5450	POU2AF1	POU domain, class 2, associating factor 1	-0.901094474	-4.971820257	5.12E-06
31448	GeneID_5631___PRPS1	5631	PRPS1	Phosphoribosyl pyrophosphate synthetase 1	-0.475596069	-4.950387904	5.15E-06
33178	GeneID_643264_LOC643264	643264	LOC643264	Similar to ribosomal protein L21	0.907312903	5.06085425	5.17E-06
28949	GeneID_2000___ELF4	2000	ELF4	E74-like factor 4 (ets domain transcription factor)	-0.570971744	-4.946390505	5.23E-06
29275	GeneID_2783___GNB2	2783	GNB2	Guanine nucleotide binding protein (G protein), beta polypeptide 2	-0.543275102	-4.945193464	5.26E-06
16938	GeneID_2617___GARS	2617	GARS	Glycyl-tRNA synthetase	-0.523779798	-4.946847147	5.35E-06
26642		1000026642			-0.667350532	-4.937897986	5.40E-06
29835	GeneID_104____ADARB1	104	ADARB1	Adenosine deaminase, RNA-specific, B1 (RED1 homolog rat)	-0.536919984	-4.935745068	5.45E-06
31591	GeneID_1453___CSNK1D	1453	CSNK1D	Casein kinase 1, delta	-0.489667813	-4.933329024	5.50E-06
17785	GeneID_23645__PPP1R15A	23645	PPP1R15A	Protein phosphatase 1, regulatory (inhibitor) subunit 15A	-0.519374459	-4.944149569	5.53E-06
30716	GeneID_1981___EIF4G1	1981	EIF4G1	Eukaryotic translation initiation factor 4 gamma, 1	-0.764783456	-4.92653852	5.64E-06
17548	GeneID_54107__POLE3	54107	POLE3	Polymerase (DNA directed), epsilon 3 (p17 subunit)	-0.622810319	-4.922378916	5.73E-06
24724	GeneID_2790___GNG10	2790	GNG10	Guanine nucleotide binding protein (G protein), gamma 10	-0.773555556	-4.925666136	5.79E-06
30459	GeneID_397____ARHGDIB	397	ARHGDIB	Rho GDP dissociation inhibitor (GDI) beta	-0.642919656	-4.913449477	5.92E-06
24290	GeneID_255061_TAC4	255061	TAC4	Tachykinin 4 (hemokinin)	-0.763119949	-4.916789457	5.99E-06
25193	GeneID_4790___NFKB1	4790	NFKB1	Nuclear factor of kappa light polypeptide gene enhancer in B-cells 1 (p105)	-0.837068434	-4.915457185	6.02E-06
31671	GeneID_57410__SCYL1	57410	SCYL1	SCY1-like 1 (S. cerevisiae)	-0.381172809	-4.908190683	6.04E-06
24656	GeneID_27338__UBE2S	27338	UBE2S	Ubiquitin-conjugating enzyme E2S	-0.766473382	-4.907631435	6.06E-06
29133	GeneID_2784___GNB3	2784	GNB3	Guanine nucleotide binding protein (G protein), beta polypeptide 3	-0.70670701	-4.912584193	6.08E-06
16700	GeneID_1861___TOR1A	1861	TOR1A	Torsin family 1, member A (torsin A)	-0.502330699	-4.931000781	6.11E-06
32261	GeneID_2006___ELN	2006	ELN	Elastin (supravalvular aortic stenosis, Williams-Beuren syndrome)	-0.608156419	-4.910219549	6.14E-06
28837	GeneID_2935___GSPT1	2935	GSPT1	G1 to S phase transition 1	-0.59381982	-4.903910692	6.14E-06
31140	GeneID_864____RUNX3	864	RUNX3	Runt-related transcription factor 3	-0.613279608	-4.981880476	6.19E-06
29791	GeneID_3014___H2AFX	3014	H2AFX	H2A histone family, member X	-0.694050758	-4.906487038	6.22E-06
27292	GeneID_51088__KLHL5	51088	KLHL5	Kelch-like 5 (Drosophila)	-0.5379819	-4.899957084	6.23E-06
29535	GeneID_7042___TGFB2	7042	TGFB2	Transforming growth factor, beta 2	0.811270219	4.954794969	6.24E-06
17730	GeneID_2935___GSPT1	2935	GSPT1	G1 to S phase transition 1	-0.543499263	-4.897642342	6.29E-06
29536	GeneID_7360___UGP2	7360	UGP2	UDP-glucose pyrophosphorylase 2	-0.570787633	-4.896095212	6.32E-06
30176	GeneID_55520__ELAC1	55520	ELAC1	ElaC homolog 1 (E. coli)	-0.477729545	-4.900340563	6.37E-06
28580	GeneID_5520___PPP2R2A	5520	PPP2R2A	Protein phosphatase 2 (formerly 2A), regulatory subunit B (PR 52), alpha isoform	-0.488097871	-4.893058822	6.40E-06
24933	GeneID_80777__CYB5B	80777	CYB5B	Cytochrome b5 type B (outer mitochondrial membrane)	-0.579544257	-4.897120575	6.45E-06
31572	GeneID_4331___MNAT1	4331	MNAT1	Menage a trois homolog 1, cyclin H assembly factor (Xenopus laevis)	-0.567212374	-4.892014625	6.57E-06
32645	GeneID_397____ARHGDIB	397	ARHGDIB	Rho GDP dissociation inhibitor (GDI) beta	-0.660581736	-4.883369312	6.63E-06
30143	GeneID_64098__PARVG	64098	PARVG	Parvin, gamma	1.234151075	5.00011534	6.64E-06
17296		1000017296			-0.401881572	-4.881570233	6.68E-06
33740	GeneID_80267__EDEM3	80267	EDEM3	ER degradation enhancer, mannosidase alpha-like 3	-0.579364949	-4.887534661	6.68E-06
25936	GeneID_3614___IMPDH1	3614	IMPDH1	IMP (inosine monophosphate) dehydrogenase 1	-0.582386806	-4.892433013	6.71E-06
26484	GeneID_3725___JUN	3725	JUN	Jun oncogene	-0.838708312	-4.890563112	6.76E-06
33667	GeneID_79595__SAP130	79595	SAP130	Sin3A-associated protein, 130kDa	0.94053295	5.089985565	6.81E-06
27820	GeneID_5347___PLK1	5347	PLK1	Polo-like kinase 1 (Drosophila)	-0.837261998	-4.874973965	6.85E-06
31705	GeneID_2744___GLS	2744	GLS	Glutaminase	-0.650911318	-4.876698452	6.96E-06
32932	GeneID_51138__COPS4	51138	COPS4	COP9 constitutive photomorphogenic homolog subunit 4 (Arabidopsis)	-0.556859951	-4.86955759	6.99E-06
28060	GeneID_2051___EPHB6	2051	EPHB6	EPH receptor B6	0.691078442	5.080258338	7.04E-06
34760	GeneID_23028__AOF2	23028	AOF2	Amine oxidase (flavin containing) domain 2	-0.533977273	-4.865864641	7.24E-06
27924	GeneID_6726___SRP9	6726	SRP9	Signal recognition particle 9kDa	-0.646014906	-4.859410575	7.26E-06
28559	GeneID_7296___TXNRD1	7296	TXNRD1	Thioredoxin reductase 1	-0.48675602	-4.855030179	7.38E-06
31213	GeneID_2821___GPI	2821	GPI	Glucose phosphate isomerase	-0.629138739	-4.85241922	7.45E-06
17634	GeneID_5134___PDCD2	5134	PDCD2	Programmed cell death 2	-0.434409286	-4.8680539	7.53E-06
24395	GeneID_10437__IFI30	10437	IFI30	Interferon, gamma-inducible protein 30	-0.884811876	-4.845861589	7.63E-06
16544	GeneID_10640__EXOC5	10640	EXOC5	Exocyst complex component 5	-0.750231613	-4.845433426	7.65E-06
24417	GeneID_7431___VIM	7431	VIM	Vimentin	-0.754584375	-4.851196698	7.65E-06
30608	GeneID_7317___UBE1	7317	UBE1	Ubiquitin-activating enzyme E1 (A1S9T and BN75 temperature sensitivity complementing)	-0.528558868	-4.841876413	7.92E-06
28759	GeneID_10606__PAICS	10606	PAICS	Phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase	-0.523184193	-4.834166884	7.98E-06
28549	GeneID_10987__COPS5	10987	COPS5	COP9 constitutive photomorphogenic homolog subunit 5 (Arabidopsis)	-0.428759623	-4.833158768	8.01E-06
17803	GeneID_4522___MTHFD1	4522	MTHFD1	Methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase	-0.54210172	-4.830631318	8.08E-06
17266	GeneID_9261___MAPKAPK2	9261	MAPKAPK2	Mitogen-activated protein kinase-activated protein kinase 2	-0.931522804	-4.83615207	8.09E-06
