LUID	Gene Names	GenBank Accession Numbers
171201	Mad2l1	AA033406
162204	NA	AV040023
187045	2510015F01Rik	AW547246
176333	NA	BG063213
185678	Cdca1	AU044112
188645	Kif22	BG074248
183356	2810406C15Rik	BG069551
187579	2810406C15Rik	BG073347
188461	Bub1	BG074092
170770	Kif4	AA060358
182461	Cenpf	BG068687
185736	1600010M07Rik	BG071716
189510	8430423A01Rik	BG074977
153835	1700022C02Rik	AV043008
177261	Anln	BG063979
151358	2310043D08Rik	AV089267
190190	Racgap1	BG075564
182102	6430706D22Rik	BG068349
160046	Dnajc9	AV095025
189013	Bub1	BG074551
172373	A330043J11Rik	AI841233
187769	Ccna2	BG073518
187923	Tmpo	BG073724
182797	AA545217	BG069011
187148	Kif11	BG072969
186550	Racgap1	AU042813
176611	Slc9a9	BG063444
187419	Brrn1	BG073200
176156	Aurkb	BG062968
170180	NA	AV074225
170751	Spag5	AI385608
163813	NA	AV016508
157754	Atp5b	AV161761
177755	NA	BG064406
185571	Tacc3	BG084419
182214	5730507H05Rik	BG068453
185212	Ss18	AU040617
176199	Hnrpa3	BG063008
186567	Cbx5	BG072481
167734	NA	AV109378
170575	Cdc20	BB566632
189253	Top2a	BG074767
153578	Cenph	AV042229
178373	2410030K01Rik	BG064948
151675	NA	AV084934
157874	Ube2c	AV162459
185895	Srrm1	BG071865
178173	2310031L18Rik	BG064764
166953	S3-12	AV006013
163347	Dnmt1	AV012429
179627	Kntc2	BG066085
152917	Ezh2	AV104939
176700	Incenp	BG063523
183675	Zfp207	BG069859
179560	2700099C18Rik	BG066023
162476	NA	AV002587
186810	Eif4g2	BG072669
166787	1500010J02Rik	AV029967
170971	Ezh2	AA154768
185840	6330415M09Rik	BG071812
167886	NA	AV111340
178275	Fh1	BG064859
189936	Lbr	BG075342
157847	BC057552	AV162356
151205	NA	AV081283
183403	Pcnt2	BG069597
189904	Tkt	BG075312
157663	Rbm10	AV141503
151442	NA	AV089949
187265	Etnk1	AW548188
178738	C77668	BG065296
165871	Wrb	AV022958
186596	Nde1	BG072498
178653	Bap1	BG065217
171248	Arrb2	AA049603
162317	NA	AV000444
174415	Il10ra	BE847062
176870	Prp19	BG063664
189143	Mcm2	BG074668
160085	Pola1	AV095001
178219	Rrm2	BG064808
178281	Mcm5	BG064865
189068	Ttk	AW553739
184309	Chaf1a	BG070452
152935	2610019I03Rik	AV103928
164577	1810012P15Rik	AV083222
181573	Mad2l1	BG067860
176254	Rrm2	BG063146
190781	Wdr33	AW557965
166994	NA	AV006029
185997	Sms	BG071956
183718	Bok	BG069901
169275	Sqle	AV308747
162442	1110030L07Rik	AV002032
176999	Fasn	BG063838
189596	Pms2	BG075042
190198	Nup188	AW556485
176084	Wbp11	AA409466
178302	Fignl1	BG064884
176868	NA	BG063663
178628	Smarcad1	BG065193
171176	Wrnip1	AA008385
176293	Tbrg4	BG063180
178066	8430423A01Rik	BG064665
163104	Fasn	AV010303
183862	Hip2	BG069942
179574	Csnk2a2	BG066037
178739	Dhfr	BG065297
177517	Ewsr1	BG064201
167723	2600001J17Rik	AV109348
179165	Elovl6	BG065673
163739	NA	AV015956
178627	Syncrip	BG065192
176707	NA	AW538220
190509	Tbl1x	BG075809
187578	Eif1ay	BG073346
178503	Eif4g2	BG065070
178792	Rpa1	BG065346
186354	2700078E11Rik	BG072282
178024	1110014J01Rik	BG064627
168634	NA	AV140424
171267	Sirt1	AA014113
177390	Umpk	BG064095
178437	9630055N22Rik	BG065007
