Pathway	Gene Symbol	Entrez Gene ID
EGF	GZMA	4398
EGF	HGF	4475
EGF	NR4A1	4553
EGF	HP	4623
EGF	HRAS	4634
EGF	BIRC5	4675
EGF	ICAM1	4714
EGF	IGFBP1	4822
EGF	APP	4845
EGF	KLK3	4857
EGF	IL1RN	4868
EGF	IL6	4880
EGF	ITGAM	4977
EGF	ITGB2	4981
EGF	ITPR1	5001
EGF	ITPR2	5002
EGF	ITPR3	5003
EGF	JAK1	5007
EGF	JUN	5012
EGF	JUNB	5013
EGF	KRT16	5165
EGF	LY6H	5463
EGF	MAF	5495
EGF	MAP3K1	5600
EGF	MMP1	5665
EGF	MMP2	5666
EGF	MMP13	5675
EGF	MMP14	5676
EGF	MYC	5871
EGF	MYOD1	5909
EGF	NPPA	6086
EGF	PIK3CA	6912
EGF	PIK3CB	6913
EGF	PIK3CD	6915
EGF	PIK3R1	6917
EGF	PIK3R1	6917
EGF	PIK3R2	6918
EGF	VEGFA	7422
EGF	PRKCA	8025
EGF	MAPK1	8136
EGF	MAPK3	8137
EGF	MAPK8	8152
EGF	MAP2K1	8164
EGF	MAP2K7	8171
EGF	RAF1	8843
EGF	RASA1	8872
EGF	CCND1	8912
EGF	BCL2	8920
EGF	REG1A	8925
EGF	BCL2L1	8937
EGF	RPS6KB1	9120
EGF	SAA2	9186
EGF	CCL2	9238
EGF	CCL11	9246
EGF	MAP2K4	9390
EGF	SHC1	9640
EGF	SOS1	10164
EGF	SOS2	10165
EGF	SRF	10223
EGF	STAT1	10264
EGF	STAT3	10266
EGF	TGFB1	10462
EGF	TH	10477
EGF	VIP	11130
EGF	WEE1	11152
EGF	CA2	11236
EGF	FOSL1	12072
EGF	CAMK2A	12166
EGF	PIK3R3	12644
EGF	SOCS1	12792
EGF	CCNB1	13010
EGF	SOCS3	13099
EGF	CD9	13388
EGF	IER2	13674
EGF	CDC2	13897
EGF	KCNH8	131096
FGF	CST8	42
FGF	CDKN1A	237
FGF	CEBPB	452
FGF	CFTR	690
FGF	FRS2	704
FGF	RUVBL2	722
FGF	PPARGC1A	748
FGF	CNTF	1320
FGF	CREB1	1440
FGF	ATF2	1441
FGF	CREM	1445
FGF	CRH	1447
FGF	CRK	1456
FGF	CRP	1461
FGF	MAPK14	1504
FGF	AANAT	1598
FGF	PLCG1	1630
FGF	CYP11A1	1705
FGF	CYP19A1	1713
FGF	DCN	1765
FGF	EGR1	2010
FGF	A2M	2053
FGF	ELK1	2059
FGF	ENO2	2101
FGF	FGF10	2255
FGF	FGF11	2256
FGF	FGF1	2326
FGF	FGF2	2327
FGF	FGF3	2328
FGF	FGF4	2329
FGF	FGF5	2331
FGF	FGF6	2332
FGF	FGF7	2333
FGF	FGF8	2334
FGF	FGF9	2335
FGF	FGF12	2336
FGF	FGF13	2337
FGF	FGF14	2338
FGF	FGFR1	2340
FGF	FGFR3	2341
FGF	FGFR2	2343
FGF	FGFR4	2344
FGF	FOS	2959
FGF	FOSL2	2978
FGF	GAB1	3178
FGF	FGF20	3533
FGF	FGF21	3541
FGF	GFAP	3641
FGF	FGF22	3693
FGF	ANG	3971
FGF	MKNK2	4080
FGF	GRB2	4098
FGF	GZMA	4398
FGF	ANXA1	4410
FGF	HGF	4475
FGF	HP	4623
FGF	HRAS	4634
FGF	BIRC5	4675
FGF	ICAM1	4714
FGF	APP	4845
FGF	KLK3	4857
FGF	IL2	4869
FGF	IL6	4880
FGF	INS	4935
FGF	ITGAM	4977
FGF	ITGB2	4981
FGF	ITPR1	5001
FGF	JUN	5012
FGF	LDLR	5326
FGF	LY6H	5463
FGF	MAF	5495
FGF	MAP3K1	5600
FGF	MAP3K5	5603
FGF	MMP1	5665
FGF	MMP2	5666
FGF	MYC	5871
FGF	ATF3	5920
FGF	NFKB1	6020
FGF	NGFB	6033
FGF	SERPINE1	6232
FGF	PCK1	6353
FGF	PCNA	6403
FGF	PCSK1	6483
FGF	PDGFRA	6698
FGF	PIK3R1	6917
FGF	PPARG	7238
FGF	VEGFA	7422
FGF	PRKCA	8025
FGF	MAPK1	8136
FGF	MAPK3	8137
FGF	MAPK8	8152
FGF	MAP2K1	8164
FGF	MAP2K3	8166
FGF	MAP2K6	8170
FGF	PTPN11	8705
FGF	RAC1	8829
FGF	RAF1	8843
FGF	RB1	8875
FGF	CCND1	8912
FGF	BCL2	8920
FGF	REG1A	8925
FGF	BCL2L1	8937
FGF	SAA2	9186
FGF	CCL11	9246
FGF	FGF19	9965
FGF	SOD2	10157
FGF	SOS1	10164
FGF	SST	10246
FGF	STAT3	10266
FGF	TH	10477
FGF	NR2C2	10591
FGF	VIP	11130
FGF	FGF23	12083
FGF	MKNK1	12727
FGF	SOCS1	12792
FGF	RIPK2	12887
FGF	FGF18	12926
FGF	FGF17	12931
FGF	FGF16	12932
FGF	CCK	12956
FGF	CCNB1	13010
FGF	SOCS3	13099
FGF	MAPKAPK2	13373
FGF	CD9	13388
FGF	IER2	13674
FGF	CDC2	13897
G1_S	HDAC5	17
G1_S	CDK2	154
G1_S	CDK4	166
G1_S	CDK6	187
G1_S	CDKN1A	237
G1_S	CDKN1B	247
G1_S	CDKN2A	266
G1_S	CDKN2B	277
G1_S	DHFR	1832
G1_S	E2F1	1953
G1_S	E2F2	1955
G1_S	E2F3	1956
G1_S	E2F4	1957
G1_S	E2F5	1958
G1_S	E2F6	1959
G1_S	ABL1	3132
G1_S	GSK3B	4239
G1_S	HDAC1	4454
G1_S	HDAC2	4455
G1_S	SMAD3	5488
G1_S	SMAD4	5489
G1_S	MYC	5871
G1_S	RBL1	5933
G1_S	RBL1	5933
G1_S	ATM	5968
G1_S	PCNA	6403
G1_S	ATR	7152
G1_S	RANGAP1	8856
G1_S	RB1	8875
G1_S	RBL2	8892
G1_S	CCND1	8912
G1_S	SKP1A	9814
G1_S	SUV39H1	10312
G1_S	TFDP1	10451
G1_S	TGFB1	10462
G1_S	TGFB2	10464
G1_S	TGFB3	10465
G1_S	TK1	10501
G1_S	TP53	10566
G1_S	CUL1	12551
G1_S	HDAC3	12949
G1_S	CCND2	13035
G1_S	BTRC	13040
G1_S	CCND3	13041
G1_S	CCNE1	13055
G1_S	CCNE2	13229
G1_S	HDAC4	13831
G1_S	CDC2	13897
G1_S	CDC25A	13995
G2_M	CDK7	198
G2_M	CDKN1A	237
G2_M	CDKN2A	266
G2_M	CHEK1	935
G2_M	CHEK2	1019
G2_M	GADD45A	1779
G2_M	EP300	2110
G2_M	SFN	3947
G2_M	MDM2	5583
G2_M	MYT1	5914
G2_M	ATM	5968
G2_M	PLK1	6979
G2_M	ATR	7152
G2_M	PRKDC	8124
G2_M	RPRM	8276
G2_M	RPS6KA1	9117
G2_M	SKP1A	9814
G2_M	BRCA1	10220
G2_M	TOP2A	10563
G2_M	TOP2B	10564
G2_M	TP53	10566
G2_M	WEE1	11152
G2_M	YWHAB	11191
G2_M	YWHAE	11193
G2_M	YWHAZ	11195
G2_M	CUL1	12551
G2_M	PCAF	12957
G2_M	CCNB1	13010
G2_M	BTRC	13040
G2_M	CCNB2	13228
G2_M	CDC2	13897
G2_M	CDC25B	14004
G2_M	CDC25C	14014
HIF	UBE2E3	423
HIF	COPS5	831
HIF	CREB1	1440
HIF	CSNK1D	1525
HIF	NQO1	1837
HIF	EDN1	1974
HIF	EP300	2110
HIF	EPO	2137
HIF	AKT1	2150
HIF	ESR1	2163
HIF	IKBKB	2852
HIF	UBE2S	3859
HIF	HIC1	4493
HIF	HIF1A	4494
HIF	NR4A1	4553
HIF	JUN	5012
HIF	LDHA	5322
HIF	LEP	5329
HIF	ARNT	5449
HIF	MDM2	5583
HIF	ATM	5968
HIF	NOS2A	6063
HIF	NOS3	6064
HIF	NPPA	6086
HIF	P4HB	6207
HIF	UBE2C	6246
HIF	UBE2J1	6649
HIF	VEGFA	7422
HIF	HIF1AN	7923
HIF	TP53	10566
HIF	UBE2A	11011
HIF	UBE2B	11020
HIF	UBE2D1	11029
HIF	UBE2D2	11037
HIF	UBE2D3	11040
HIF	UBE2E1	11045
HIF	UBE2G1	11051
HIF	UBE2G2	11052
HIF	UBE2H	11053
HIF	UBE2I	11054
HIF	UBE2L3	11056
HIF	UBE2N	11057
HIF	SUMO1	11062
HIF	VHL	11126
HIF	UBE2M	13123
HIF	UBE2L6	13354
HIF	UBE2J2	118424
JAK	AKT3	5
JAK	CDKN1A	237
JAK	PIAS3	353
JAK	CISH	1187
JAK	A2M	2053
JAK	AKT1	2150
JAK	AKT2	2159
JAK	FRAP1	3122
JAK	GRB2	4098
JAK	HRAS	4634
JAK	JAK1	5007
JAK	JAK2	5008
JAK	JAK3	5009
JAK	KRAS	5147
JAK	MYC	5871
JAK	NRAS	6102
JAK	PIAS4	6715
JAK	PIK3CA	6912
JAK	PIK3CB	6913
JAK	PIM1	6914
JAK	PIK3CD	6915
JAK	PIK3R1	6917
JAK	PIK3R2	6918
JAK	MAPK1	8136
JAK	MAPK3	8137
JAK	MAP2K1	8164
JAK	MAP2K2	8165
JAK	PTPN1	8675
JAK	PTPN6	8694
JAK	PTPN11	8705
JAK	RAF1	8843
JAK	SHC1	9640
JAK	STAT1	10264
JAK	STAT2	10265
JAK	STAT3	10266
JAK	STAT4	10267
JAK	STAT5A	10268
JAK	STAT5B	10269
JAK	STAT6	10270
JAK	TIMP1	10494
JAK	TYK2	10866
JAK	PIK3R3	12644
JAK	PIAS1	12712
JAK	SOCS1	12792
JAK	SOCS2	12943
JAK	SOCS3	13099
JAK	PIAS2	13150
JAK	SOCS6	13406
JAK	SOCS5	13727
JAK	SOCS4	122809
MAPK	RAPGEF3	363
MAPK	YWHAQ	819
MAPK	YWHAQ	819
MAPK	CREB1	1440
MAPK	CRK	1456
MAPK	PLCG1	1630
MAPK	DUSP1	1936
MAPK	DUSP2	1937
MAPK	DUSP4	1939
MAPK	DUSP6	1941
MAPK	DUSP9	1945
MAPK	EIF4E	2034
MAPK	EIF4EBP1	2035
MAPK	ELK1	2059
MAPK	ESR1	2163
MAPK	ETS1	2175
MAPK	ETS2	2176
MAPK	PTK2B	2236
MAPK	FOS	2959
MAPK	FYN	3156
MAPK	MKNK2	4080
MAPK	GRB2	4098
MAPK	RAPGEF1	4102
MAPK	H3F3A	4418
MAPK	H3F3B	4419
MAPK	HRAS	4634
MAPK	HSPB1	4673
MAPK	HSPB2	4674
MAPK	ARAF	4982
MAPK	KRAS	5147
MAPK	MOS	5692
MAPK	MYC	5871
MAPK	MYCN	5873
MAPK	ATF1	5912
MAPK	NRAS	6102
MAPK	PAK1	6234
MAPK	PIK3CA	6912
MAPK	PIK3CB	6913
MAPK	PIK3CD	6915
MAPK	PIK3R1	6917
MAPK	PIK3R2	6918
MAPK	PLA2G4A	6940
MAPK	PLCG2	6964
MAPK	PPP1CA	7446
MAPK	PPP1CB	7456
MAPK	YWHAG	7532
MAPK	PRKACA	7920
MAPK	PRKACB	7931
MAPK	PRKACG	7936
MAPK	PRKAR1A	7978
MAPK	PRKAR2A	8007
MAPK	PRKAR2B	8017
MAPK	PRKCA	8025
MAPK	PRKCB1	8032
MAPK	PRKCD	8042
MAPK	PRKCE	8050
MAPK	PRKCG	8059
MAPK	PRKCI	8073
MAPK	MAPK1	8136
MAPK	MAPK3	8137
MAPK	MAP2K1	8164
MAPK	MAP2K2	8165
MAPK	PTK2	8616
MAPK	PXN	8770
MAPK	RAC1	8829
MAPK	RAC2	8830
MAPK	RAF1	8843
MAPK	RAP1A	8857
MAPK	RPS6KA1	9117
MAPK	BCAR1	9564
MAPK	SHC1	9640
MAPK	SOS1	10164
MAPK	SOS2	10165
MAPK	SRC	10215
MAPK	SRF	10223
MAPK	BRAF	10229
MAPK	STAT1	10264
MAPK	STAT3	10266
MAPK	TLN1	10511
MAPK	YWHAB	11191
MAPK	YWHAH	11194
MAPK	YWHAH	11194
MAPK	YWHAZ	11195
MAPK	YWHAZ	11195
MAPK	TLN2	12415
MAPK	PIK3R3	12644
MAPK	MAPKAPK5	12709
MAPK	MKNK1	12727
MAPK	MAP2K1IP1	12789
MAPK	RPS6KA4	13060
MAPK	RPS6KA5	13361
MAPK	KCNH8	131096
MAPK	PPM1L	151742
MAPK	PPM1J	333926
metastasis	CDH6	35
metastasis	CDH8	55
metastasis	CDH11	79
metastasis	CDH12	90
metastasis	CDK4	166
metastasis	CDKN2A	266
metastasis	GPNMB	403
metastasis	HTATIP2	490
metastasis	HPSE	721
metastasis	METAP2	832
metastasis	CHD4	913
metastasis	PTP4A3	974
metastasis	COL4A2	1334
metastasis	CTBP1	1579
metastasis	CTNNA1	1589
metastasis	CTNNB1	1595
metastasis	CTSK	1625
metastasis	CTSL	1627
metastasis	DCC	1761
metastasis	EPHB2	2126
metastasis	ETV4	2180
metastasis	ETV6	2183
metastasis	EWSR1	2191
metastasis	FAT	2247
metastasis	FGFR4	2344
metastasis	FLT4	2726
metastasis	FN1	2822
metastasis	BRMS1	3291
metastasis	GAPDH	3355
metastasis	TIAM2	3499
metastasis	GNRH1	3931
metastasis	GNRH2	3932
metastasis	CDH19	4034
metastasis	GZMA	4398
metastasis	HDAC1	4454
metastasis	HGF	4475
metastasis	APC	4622
metastasis	HRAS	4634
metastasis	IGF1	4811
metastasis	IL1B	4865
metastasis	IL8RB	4889
metastasis	IL18	4912
metastasis	ITGA7	4972
metastasis	ITGB3	4983
metastasis	KISS1	5120
metastasis	KRAS	5147
metastasis	RHOC	5219
metastasis	SMAD2	5487
metastasis	SMAD4	5489
metastasis	MCAM	5563
metastasis	MDM2	5583
metastasis	MET	5611
metastasis	MGAT5	5623
metastasis	TRPM1	5663
metastasis	MMP2	5666
metastasis	MMP3	5667
metastasis	MMP7	5668
metastasis	MMP9	5670
metastasis	MMP10	5671
metastasis	MMP11	5673
metastasis	MMP13	5675
metastasis	MYB	5864
metastasis	MYC	5871
metastasis	MYCL1	5872
metastasis	NF2	6007
metastasis	NME1	6053
metastasis	NME2	6054
metastasis	NME4	6056
metastasis	PCOLN3	6462
metastasis	SERPINB5	6891
metastasis	PLAUR	6947
metastasis	FXYD5	7019
metastasis	PNN	7057
metastasis	VEGFA	7422
metastasis	TMPRSS4	8304
metastasis	B2M	8320
metastasis	PTEN	8566
metastasis	PTHLH	8606
metastasis	BAI1	8625
metastasis	RB1	8875
metastasis	ACTB	8958
metastasis	RORB	9048
metastasis	RPS27A	9145
metastasis	S100A4	9173
metastasis	CCL7	9244
metastasis	CXCL12	9274
metastasis	GPR54	9291
metastasis	SET	9399
metastasis	SLPI	10076
metastasis	SRC	10215
metastasis	SSTR2	10248
metastasis	SYK	10321
metastasis	TCF20	10399
metastasis	TGFB1	10462
metastasis	TIAM1	10492
metastasis	TIMP2	10495
metastasis	TIMP3	10496
metastasis	TIMP4	10497
metastasis	TP53	10566
metastasis	TPBG	10571
metastasis	TSHR	10625
metastasis	TWIST1	10808
metastasis	VIL2	11128
metastasis	CXCR4	11354
metastasis	NR4A3	11948
metastasis	RECK	12524
metastasis	CST7	12673
metastasis	DENR	12720
metastasis	CAV1	12728
metastasis	TNFSF10	12872
metastasis	MTA1	13200
metastasis	MTA2	13329
metastasis	CD44	13679
metastasis	MTSS1	13860
metastasis	CDH1	14047
NER	CDK7	198
NER	ERCC8	1199
NER	DDB1	1773
NER	ERCC1	2147
NER	ERCC2	2148
NER	ERCC3	2152
NER	ERCC4	2153
NER	ERCC5	2154
NER	ERCC6	2155
NER	GTF2H1	4264
NER	GTF2H2	4265
NER	GTF2H3	4266
NER	GTF2H4	4267
NER	RPA4	4346
NER	GTF2H5	5444
NER	MNAT1	5684
NER	POLR2A	7084
NER	POLR2B	7085
NER	POLR2C	7086
NER	POLR2D	7089
NER	POLR2E	7091
NER	POLR2F	7095
NER	POLR2G	7096
NER	POLR2H	7100
NER	POLR2I	7101
NER	POLR2J	7103
NER	POLR2K	7104
NER	POLR2L	7106
NER	POLR2J2	7345
NER	RAD23B	8836
NER	RPA1	9055
NER	RPA2	9056
NER	RPA3	9057
NER	XPA	11176
NER	XPC	11177
NER	CCNH	13096
NFkB	AKT3	5
NFkB	EBI3	132
NFkB	TLR6	307
NFkB	MAP3K7IP1	400
NFkB	MALT1	749
NFkB	IRAK3	1025
NFkB	CHUK	1160
NFkB	MAP3K8	1386
NFkB	CREBBP	1442
NFkB	CSNK2A1	1531
NFkB	CSNK2A2	1534
NFkB	CSNK2B	1536
NFkB	EGF	2003
NFkB	EGFR	2009
NFkB	EP300	2110
NFkB	AKT1	2150
NFkB	AKT2	2159
NFkB	IKBKB	2852
NFkB	GBP1	3548
NFkB	GH1	3665
NFkB	GHR	3668
NFkB		4085
NFkB	TBK1	4207
NFkB	GSK3B	4239
NFkB	CARD10	4282
NFkB	HDAC1	4454
NFkB	HDAC2	4455
NFkB	HRAS	4634
NFkB	HTR1A	4691
NFkB	IL1A	4864
NFkB	IL1B	4865
NFkB	IL1B	4865
NFkB	IL1R1	4866
NFkB	IL1R1	4866
NFkB	IL8	4886
NFkB	INS	4935
NFkB	INSR	4946
NFkB	IRAK1	4952
NFkB	AR	4964
NFkB	KRAS	5147
NFkB	UBE2V1	5176
NFkB	LCK	5316
NFkB	LTA	5448
NFkB	LTBR	5455
NFkB	MAP3K3	5601
NFkB	MYD88	5874
NFkB	NFKB1	6020
NFkB	NFKB1	6020
NFkB	NFKB2	6021
NFkB	NFKB2	6021
NFkB	NFKBIA	6022
NFkB	NGFB	6033
NFkB	NGFR	6034
NFkB	NOS2A	6063
NFkB	NRAS	6102
NFkB	IRAK4	6421
NFkB	TLR7	6517
NFkB	TLR8	6544
NFkB	TTRAP	6704
NFkB	PIK3CA	6912
NFkB	PIK3CB	6913
NFkB	PIK3CD	6915
NFkB	PIK3R1	6917
NFkB	PIK3R2	6918
NFkB		6957
NFkB	PLCG2	6964
NFkB	PRKACA	7920
NFkB	PRKACB	7931
NFkB	PRKACG	7936
NFkB	PRKCB1	8032
NFkB	PRKCQ	8105
NFkB	PRKCZ	8116
NFkB	MAPK8	8152
NFkB	MAP2K6	8170
NFkB	MAP2K7	8171
NFkB	EIF2AK2	8175
NFkB	CCND1	8912
NFkB	RELA	8929
NFkB	RELB	8930
NFkB	BCL2L1	8937
NFkB	TNFRSF17	9042
NFkB	CCL5	9243
NFkB	BMP2	9813
NFkB	BMP4	9901
NFkB	BMPR1A	10057
NFkB	BMPR1B	10066
NFkB	BMPR2	10075
NFkB	BRCA2	10245
NFkB	MAP3K7	10353
NFkB	TGFA	10461
NFkB	TLR1	10513
NFkB	TLR2	10514
NFkB	TLR3	10515
NFkB	TLR4	10516
NFkB	TLR5	10519
NFkB	TNF	10539
NFkB	TNFAIP3	10543
NFkB	TNFRSF1A	10546
NFkB	TRAF2	10594
NFkB	TRAF2	10594
NFkB	TRAF3	10595
NFkB	TRAF5	10596
NFkB	TRAF5	10596
NFkB	TRAF6	10597
NFkB	TRAF6	10597
NFkB	TNFSF13B	10673
NFkB	UBE2N	11057
NFkB	ZAP70	11196
NFkB	IL1R2	11352
NFkB	PIK3R3	12644
NFkB	IKBKG	12658
NFkB	TNFSF11	12744
NFkB	RIPK1	12865
NFkB	TNFRSF11A	12903
NFkB	BCL10	13016
NFkB	BTRC	13040
NFkB	MAP3K14	13097
NFkB	MAP3K14	13097
NFkB	CD40	13661
NFkB	CD40LG	13672
NFkB	TLR9	54106
NFkB	TLR10	81793
NFkB	TIRAP	114609
NFkB	SFTPA1	653509
p38	MAP3K7IP1	400
p38	MAP4K1	1003
p38	DUSP10	1032
p38	CREB1	1440
p38	ATF2	1441
p38	MAPK14	1504
p38	DAXX	1747
p38	DDIT3	1780
p38	DUSP1	1936
p38	ELK1	2059
p38	MKNK2	4080
p38	H3F3A	4418
p38	H3F3B	4419
p38	HMGN1	4542
p38	HSPB1	4673
p38	HSPB2	4674
p38	FAS	4861
p38	IL1A	4864
p38	IL1B	4865
p38	IL1R1	4866
p38	FASLG	4871
p38	MAX	5549
p38	MEF2A	5591
p38	MEF2B	5592
p38	MEF2C	5593
p38	MEF2D	5594
p38	MAP3K5	5603
p38	MYC	5871
p38	ATF1	5912
p38	MYEF2	6266
p38	PLA2G4A	6940
p38	MAPK11	8154
p38	MAPK13	8161
p38	MAP2K3	8166
p38	MAP2K6	8170
p38	MAPK12	9196
p38	MAP2K4	9390
p38	SRF	10223
p38	STAT1	10264
p38	MAP3K7	10353
p38	TGFB1	10462
p38	TGFB2	10464
p38	TGFB3	10465
p38	TGFBR1	10468
p38	TGFBR2	10470
p38	TNF	10539
p38	TNFRSF1A	10546
p38	TNFRSF1B	10547
p38	TRAF2	10594
p38	TRAF6	10597
p38	IL1R2	11352
p38	MAPKAPK3	11360
p38	MAPKAPK5	12709
p38	MKNK1	12727
p38	TRADD	12847
p38	FADD	12889
p38	RPS6KA4	13060
p38	RPS6KA5	13361
p38	MAPKAPK2	13373
p38	EEF2K	29904
p38	KCNH8	131096
p53	CDK4	166
p53	CDK7	198
p53	CDKN1A	237
p53	CDKN2A	266
p53	NDRG1	347
p53	TADA3L	420
p53	PPP1R13L	718
p53	CHEK1	935
p53	FAF1	946
p53	CHEK2	1019
p53	KLF6	1379
p53	DAPK1	1742
p53	DAXX	1747
p53	GADD45A	1779
p53	E2F1	1953
p53	E2F3	1956
p53	ESR1	2163
p53	FOXO3A	2589
p53	PPP1R13B	2839
p53	SIRT1	2874
p53	FRAP1	3122
p53	GAK	3245
p53	GAPDH	3355
p53	GAS1	3479
p53	AATF	3603
p53	SESN1	3805
p53	GML	3901
p53	SFN	3947
p53	PYCARD	4204
p53	HDAC1	4454
p53	HK2	4502
p53	APAF1	4556
p53	BIRC5	4675
p53	IFNB1	4791
p53	IGF1R	4814
p53	CYR61	4831
p53	FASLG	4871
p53	IL6	4880
p53	JUN	5012
p53	KRAS	5147
p53	PPP1R9B	5508
p53	MCL1	5567
p53	MDM2	5583
p53	MDM4	5584
p53	MSH2	5803
p53	MYC	5871
p53	MYOD1	5909
p53	ATM	5968
p53	NF1	6005
p53	NFKB1	6020
p53	GTSE1	6676
p53	PHB	6875
p53	PLAGL1	6943
p53	PLK1	6979
p53	PML	7006
p53	PMP22	7010
p53	ATR	7152
p53	LRDD	7785
p53	PRKCA	8025
p53	PRKCQ	8105
p53	RPRM	8276
p53	B2M	8320
p53	PCBP4	8458
p53	PTEN	8566
p53	BAG1	8570
p53	BAI1	8625
p53	BAK1	8701
p53	BAX	8750
p53	RB1	8875
p53	BCL2	8920
p53	BCL2A1	8928
p53	RELA	8929
p53	ACTB	8958
p53	RPS27A	9145
p53	BID	9260
p53	P53AIP1	9320
p53	SHC1	9640
p53	SIAH1	9700
p53	SMARCB1	10083
p53	SNCA	10129
p53	BNIP3	10146
p53	BRCA1	10220
p53	BRCA2	10245
p53	STAT1	10264
p53	TNF	10539
p53	TP53	10566
p53	TP53BP2	10568
p53	TP73	10570
p53	TRAF2	10594
p53	TRAF5	10596
p53	TSC1	10620
p53	TSC2	10621
p53	TSHR	10625
p53	WT1	11170
p53	BTG2	11343
p53	BAP1	12333
p53	CASP2	12393
p53	CASP9	12499
p53	PPM1D	12625
p53	TP73L	12767
p53	CRADD	12866
p53	FADD	12889
p53	TNFRSF10B	12906
p53	PCAF	12957
p53	CCNG2	13085
p53	CCNH	13096
p53	CCNE2	13229
p53	PTTG1	13342
p53	EI24	13628
p53	TRAF4	13693
p53	CDC2	13897
p53	CDC25A	13995
p53	CDC25C	14014
p53	SESN2	83667
p53	SCGB3A1	92304
p53	SESN3	143686
