Probe Set ID	A269_R11	A269_R18	A269_R28	A269_R43	A269_R46	A269_R8	Gene Title	Gene Symbol
223217_s_at	110.199814	31.510096	58.166565	197.22227	225.99597	640.0592	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, zeta	NFKBIZ
204862_s_at	194.12152	278.74493	182.85199	863.51245	503.89963	396.4722	non-metastatic cells 3, protein expressed in	NME3
1560974_s_at	8.63737	9.324705	8.973693	33.408443	26.61271	15.052262	nitric oxide synthase 1 (neuronal)	NOS1
219773_at	31.744501	52.644352	94.22165	12.28926	5.8672767	23.910671	NADPH oxidase 4	NOX4
219557_s_at	69.13811	34.496338	45.783024	18.719927	23.362427	22.99927	nuclear receptor interacting protein 3	NRIP3
222900_at	97.02317	60.709244	40.609818	15.901645	7.823972	22.16229	Nuclear receptor interacting protein 3	NRIP3
223298_s_at	1275.1785	1676.7086	1338.5281	670.3178	460.93826	655.92395	5-nucleotidase, cytosolic III	NT5C3
212775_at	1062.8838	1778.9675	1410.5842	739.6685	479.7476	441.52905	obscurin-like 1	OBSL1
212776_s_at	777.01984	1366.4752	972.1547	484.99542	301.96356	295.55212	obscurin-like 1	OBSL1
227573_s_at	220.24663	209.80655	133.9235	73.71752	94.84477	68.06568	obscurin-like 1	OBSL1
209221_s_at	109.72399	61.165638	82.69081	264.49982	187.14772	150.34668	oxysterol binding protein-like 2	OSBPL2
1570412_at	38.971897	40.130714	12.975671	3.0010753	6.474961	2.9518402	Purinergic receptor P2Y, G-protein coupled, 14	P2RY14
214204_at	18.028755	10.099749	23.501972	39.365284	54.034622	28.538921	PARK2 co-regulated	PACRG
205060_at	77.154434	47.981564	100.62912	137.33008	186.51392	237.2771	poly (ADP-ribose) glycohydrolase	PARG
233275_at	20.575756	17.665707	13.721999	5.7056804	5.850117	8.199826	Paired box gene 8	PAX8
218676_s_at	140.4218	58.20324	50.236874	151.5222	462.47525	259.05997	phosphatidylcholine transfer protein	PCTP
1569110_x_at	338.54236	325.83002	265.88382	2419.2563	693.8662	770.20105	programmed cell death 6	PDCD6
1558164_s_at	251.28435	132.53333	131.52803	64.518974	52.81653	99.241104	Peroxisome biogenesis factor 13	PEX13
230434_at	82.59152	53.90558	52.79724	216.13498	115.6612	118.54859	phosphatase, orphan 2	PHOSPHO2
218224_at	1255.7856	1036.688	710.2914	2581.13	2136.214	1627.359	paraneoplastic antigen MA1	PNMA1
219483_s_at	118.17136	87.998375	74.860306	168.13986	190.28697	203.89706	porcupine homolog (Drosophila)	PORCN
1560981_a_at	16.721922	6.7095857	15.075102	29.6107	48.155056	28.361734	peroxisome proliferative activated receptor, alpha	PPARA
232211_at	24.126064	13.024002	25.743057	32.951637	54.87685	41.32587	protein phosphatase 1, regulatory (inhibitor) subunit 3F	PPP1R3F
221772_s_at	66.88749	49.19039	87.683685	109.13644	173.17606	166.39377	protein phosphatase 2, regulatory subunit B, delta isoform	PPP2R2D
219674_s_at	19.303436	11.6915655	12.372364	35.712723	32.153294	42.217907	hypothetical protein PRO2900	PRO2900
204304_s_at	786.06537	1033.0206	573.0339	28.74923	31.874533	65.16889	prominin 1	PROM1
201762_s_at	1807.6547	1065.5895	1168.7086	2347.6963	2268.7039	3763.012	proteasome (prosome, macropain) activator subunit 2 (PA28 beta)	PSME2
209816_at	43.975388	25.84502	32.576027	15.073087	19.967001	14.361166	patched homolog (Drosophila)	PTCH
215342_s_at	13.079175	8.218385	21.10626	40.39524	78.40892	25.830135	RAB GTPase activating protein 1-like	RABGAP1L
225738_at	275.42078	151.57458	268.11722	392.90826	414.33023	588.5247	Rap guanine nucleotide exchange factor (GEF) 1	RAPGEF1
226389_s_at	131.14651	85.06028	164.84158	233.84946	232.4429	365.41245	Rap guanine nucleotide exchange factor (GEF) 1	RAPGEF1
212870_at	420.1717	322.95703	269.45673	915.9316	722.0393	575.89594	Ras association (RalGDS/AF-6) domain family 3	RASSF3
1552378_s_at	176.08606	126.07121	111.73589	29.862682	53.72895	22.000189	retinol dehydrogenase 10 (all-trans)	RDH10
226021_at	1710.5074	1082.179	1172.3646	507.36304	790.5442	264.82297	retinol dehydrogenase 10 (all-trans)	RDH10
225467_s_at	195.19113	151.15555	188.3326	103.29712	66.51471	54.746704	retinol dehydrogenase 13 (all-trans and 9-cis)	RDH13
244625_at	15.453915	40.39078	19.761137	0.85600865	9.03616	0.44492337	Arginine-glutamic acid dipeptide (RE) repeats	RERE
206518_s_at	7.1378427	0.9689462	2.1513846	17.306639	60.236923	11.721914	regulator of G-protein signalling 9	RGS9
206154_at	55.88963	155.07129	107.06661	11.741277	28.491014	5.146119	retinaldehyde binding protein 1	RLBP1
205158_at	63.517715	65.6384	83.7118	257.05475	169.5947	109.68498	ribonuclease, RNase A family, 4	RNASE4
220483_s_at	142.22737	68.14792	63.85442	26.993523	36.898594	41.03168	ring finger protein 19	RNF19
224394_at	29.631006	35.902058	30.432838	77.212135	66.7461	66.92557	ring finger protein 7 /// ring finger protein 7	RNF7
219550_at	257.82428	228.6744	223.21925	149.88892	57.633015	54.51859	roundabout, axon guidance receptor, homolog 3 (Drosophila)	ROBO3
227072_at	496.4286	360.37802	522.7422	250.9248	99.7113	191.50342	rotatin	RTTN
206949_s_at	434.74158	297.38016	586.8876	801.7878	1193.0548	734.11444	RUN and SH3 domain containing 1	RUSC1
202917_s_at	9.58398	11.020195	7.377984	21.704105	55.88863	31.938208	S100 calcium binding protein A8 (calgranulin A)	S100A8
1553411_s_at	129.84804	183.37328	157.65897	49.5652	8.177356	7.981739	sal-like 3 (Drosophila)	SALL3
230785_at	419.24948	470.65082	387.56134	106.01728	20.336813	7.902969	Sal-like 3 (Drosophila)	SALL3
234491_s_at	128.53728	87.074455	96.830795	212.93138	165.48332	255.77461	salvador homolog 1 (Drosophila)	SAV1
238729_x_at	27.441835	32.427235	21.669443	52.609966	63.160652	52.972454	Salvador homolog 1 (Drosophila)	SAV1
59705_at	22.901705	17.7094	35.035587	49.17701	75.08399	89.25056	selenocysteine lyase	SCLY
225791_at	35.682705	40.13947	49.81877	63.12588	147.69319	82.055664	selenocysteine lyase /// NEDD8-conjugating enzyme	SCLY /// NCE2
225900_at	131.59387	72.55891	76.54827	171.88185	173.47878	224.04428	SEC15-like 2 (S. cerevisiae)	SEC15L2
212630_at	172.70798	161.45296	122.02562	425.7278	297.3104	304.00143	SEC6-like 1 (S. cerevisiae)	SEC6L1
209879_at	19.2866	21.3168	13.2806015	29.756384	42.951904	41.05598	selectin P ligand	SELPLG
228660_x_at	124.57788	57.8944	113.04326	166.57452	188.866	222.60846	semaphorin	SEMA4F
233006_at	10.330547	3.16542	12.473985	89.73942	21.091406	60.758205	Septin 4	4-Sep
200986_at	259.81268	62.059544	397.69064	36.483017	18.67305	29.351143	serpin peptidase inhibitor, clade G (C1 inhibitor), member 1, (angioedema, hereditary)	SERPING1
230660_at	56.223644	38.43611	116.39252	22.342875	19.645142	24.189014	SERTA domain containing 4	SERTAD4
233753_at	40.586365	78.34905	99.24888	29.232197	17.374388	23.76177	splicing factor, arginine/serine-rich 15	SFRS15
232487_at	32.607674	18.294165	24.260515	11.272857	11.477985	9.309288	SFT2 domain containing 1	SFT2D1
217226_s_at	427.2098	244.71892	314.99243	628.19543	731.843	632.8854	sideroflexin 3	SFXN3
228347_at	226.60684	121.38908	93.448074	41.80147	31.41427	53.471325	Sine oculis homeobox homolog 1 (Drosophila)	SIX1
203124_s_at	251.53445	183.70534	410.20508	553.72565	631.11945	651.3965	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2	SLC11A2
203125_x_at	44.749596	60.353848	59.19698	109.25817	143.21353	199.6673	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2	SLC11A2
210047_at	33.60836	27.3953	46.49416	55.089565	65.90038	114.43205	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2	SLC11A2
219911_s_at	118.85029	490.02557	466.87015	64.526474	41.85456	80.94679	solute carrier organic anion transporter family, member 4A1	SLCO4A1
236734_at	211.94824	123.02475	66.3061	19.293951	16.932955	11.293737	SLIT and NTRK-like family, member 1	SLITRK1
237942_at	14.530426	20.110544	13.657595	23.296839	44.982025	31.710358	SNF related kinase	SNRK
206020_at	205.34306	138.35127	174.64809	99.39336	53.209858	75.225334	suppressor of cytokine signaling 6	SOCS6
214462_at	103.78687	50.445072	74.23082	36.8616	26.330286	44.692585	suppressor of cytokine signaling 6	SOCS6
227542_at	655.4315	419.311	453.25366	207.423	248.61119	284.9074	Suppressor of cytokine signaling 6	SOCS6
211665_s_at	39.06501	28.659346	30.436148	72.4955	59.55348	68.87212	son of sevenless homolog 2 (Drosophila)	SOS2
218638_s_at	38.947678	21.711676	73.00645	100.40198	175.19762	208.37077	spondin 2, extracellular matrix protein	SPON2
205155_s_at	46.331432	68.74688	59.490467	36.823982	30.27776	17.39417	spectrin, beta, non-erythrocytic 2	SPTBN2
202400_s_at	16.073778	23.374044	9.813444	32.56521	32.826836	54.961346	serum response factor (c-fos serum response element-binding transcription factor)	SRF
1561690_at	22.004183	23.210398	13.377527	3.3392282	9.424254	7.326702	Single-stranded DNA binding protein 2	SSBP2
221753_at	152.09816	173.73653	151.60394	242.62863	494.51553	346.6814	slingshot homolog 1 (Drosophila)	SSH1
206135_at	24.984121	26.88073	69.93991	6.083384	0.3649132	0.50250614	suppression of tumorigenicity 18 (breast carcinoma) (zinc finger protein)	ST18
221551_x_at	77.90089	65.76256	53.393585	96.240135	166.61406	288.1776	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)- N-acetylgalactosaminide alpha-2,6-sialyltransferase 4	ST6GALNAC4
204701_s_at	83.84671	42.745262	50.95582	88.77237	126.24655	139.54224	stomatin (EPB72)-like 1	STOML1
203768_s_at	16.046732	13.90554	18.672432	38.48232	55.837376	62.626934	steroid sulfatase (microsomal), arylsulfatase C, isozyme S	STS
203769_s_at	65.05125	43.880695	79.95397	95.77646	113.882355	173.42831	steroid sulfatase (microsomal), arylsulfatase C, isozyme S	STS
223330_s_at	136.95956	67.657936	101.38679	152.493	212.21025	253.09593	SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae)	SUGT1
206506_s_at	64.48737	25.633783	23.59846	158.76547	95.7313	83.25646	suppressor of Ty 3 homolog (S. cerevisiae)	SUPT3H
216086_at	217.13153	72.029594	69.15662	16.409018	21.591158	21.42892	synaptic vesicle glycoprotein 2C	SV2C
216180_s_at	34.551315	24.72845	25.32377	82.06616	41.80982	134.27075	synaptojanin 2	SYNJ2
225721_at	21.943777	22.09907	18.420355	55.224926	29.932043	45.992004	Synaptopodin 2	SYNPO2
238333_s_at	28.64235	24.930668	55.78602	66.987595	86.83649	77.89721	Shadow of prion protein homolog (zebrafish)	Sprn
229412_at	38.562428	10.494465	19.72601	61.7402	81.354805	90.943695	Taube nuss homolog (mouse)	TBN
227705_at	454.28583	291.29102	502.5607	1337.7709	2196.2336	1256.136	transcription elongation factor A (SII)-like 7	TCEAL7
212457_at	739.5961	290.69626	406.54242	854.7439	1037.9359	1159.0868	transcription factor binding to IGHM enhancer 3	TFE3
203167_at	223.19225	157.33878	295.52377	647.04095	806.02045	610.12427	TIMP metallopeptidase inhibitor 2	TIMP2
224560_at	1473.5358	813.84625	1696.4834	2452.0088	4553.1973	3393.651	TIMP metallopeptidase inhibitor 2	TIMP2
231579_s_at	3020.7417	1791.2953	3524.7803	4566.671	6870.0605	5759.3096	TIMP metallopeptidase inhibitor 2	TIMP2
203221_at	1315.3176	1262.6494	732.3565	411.66977	403.47617	613.0845	transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila)	TLE1
203222_s_at	295.66153	276.6069	172.13928	87.45214	75.429985	149.0074	transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila)	TLE1
206472_s_at	62.734497	57.270763	61.197727	108.20538	118.17788	171.24336	transducin-like enhancer of split 3 (E(sp1) homolog, Drosophila)	TLE3
212770_at	104.18559	61.701237	81.999435	146.93747	194.99214	259.3444	transducin-like enhancer of split 3 (E(sp1) homolog, Drosophila)	TLE3
208837_at	726.78723	396.7514	435.65295	934.16504	926.09705	1544.4397	transmembrane emp24 protein transport domain containing 3	TMED3
218562_s_at	162.93385	107.13143	114.84236	245.10213	368.31113	196.15852	transmembrane protein 57	TMEM57
205875_s_at	228.86032	130.3514	85.098274	532.64154	288.9622	331.24518	three prime repair exonuclease 1	TREX1
218693_at	16.02659	12.300469	57.062263	95.76804	74.95186	91.23106	tetraspanin 15	TSPAN15
225235_at	284.87143	234.52666	148.41321	398.99118	471.63187	481.68503	tetraspanin 17	TSPAN17
218442_at	107.208084	128.53459	128.72195	270.84982	226.78726	315.4098	tetratricopeptide repeat domain 4	TTC4
209074_s_at	27.523031	28.765663	21.981241	95.282074	63.92267	137.3162	TU3A protein	TU3A
210021_s_at	108.677055	49.993797	56.85138	25.843979	12.132645	9.535454	uracil-DNA glycosylase 2	UNG2
212388_at	171.20306	260.41257	183.92387	367.34293	543.22363	396.09497	ubiquitin specific peptidase 24	USP24
224978_s_at	91.55276	54.9767	53.693905	116.39625	154.90823	160.01797	ubiquitin specific peptidase 36	USP36
224979_s_at	36.618866	6.6139154	8.260168	68.128006	113.28223	66.72718	ubiquitin specific peptidase 36	USP36
239750_x_at	10.54594	7.305867	12.299821	16.249771	19.53567	37.85433	VAMP (vesicle-associated membrane protein)-associated protein A, 33kDa	VAPA
223346_at	170.21646	93.16044	117.693085	259.17352	268.78976	247.75113	vacuolar protein sorting protein 18	VPS18
209217_s_at	151.21725	75.73886	117.94227	186.61128	207.54301	330.95233	WD repeat domain 45	WDR45
214733_s_at	152.47415	156.4514	115.48396	263.08197	344.372	254.8682	Yip1 domain family, member 1	YIPF1
208743_s_at	1168.5851	649.95984	821.67584	2210.2385	1459.2305	1625.7355	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide	YWHAB
217717_s_at	579.5407	349.4888	629.82666	1259.719	1186.0714	1261.1971	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide	YWHAB
206373_at	1338.1008	719.0514	1289.1453	495.90677	551.0156	383.81915	Zic family member 1 (odd-paired homolog, Drosophila)	ZIC1
223603_at	55.56641	53.753887	122.472145	268.40945	375.0578	204.72638	zinc finger protein 179	ZNF179
229123_at	157.02737	160.82051	86.15101	74.43272	50.40604	62.25323	Zinc finger protein 224	ZNF224
232986_at	3.0147316	9.796227	4.781685	15.221555	33.510765	19.357328	zinc finger protein 233	ZNF233
203604_at	261.41742	202.33173	166.43611	105.10356	96.896965	55.12111	zinc finger protein 516	ZNF516
1558995_at	33.437355	30.503815	10.071116	5.060768	5.399747	6.064414	zinc finger protein 547	ZNF547
243908_at	16.710629	31.321066	12.203579	4.382225	8.202272	7.507292	Zinc finger protein 638	ZNF638
236346_at	95.01558	124.66743	187.12825	78.49314	44.657017	47.286575	Zinc finger protein 83 (HPF1)	ZNF83
1557077_a_at	34.896408	18.478119	29.092638	42.86093	73.59891	48.149754	CDNA FLJ42571 fis, clone BRACE3008036
1559190_s_at	117.75947	78.726715	122.13513	59.214474	33.732727	48.14194	MRNA; cDNA DKFZp313H0740 (from clone DKFZp313H0740)
1564964_at	27.854868	113.405174	22.22727	6.935114	5.800677	6.472038	MRNA; cDNA DKFZp761M2323 (from clone DKFZp761M2323)
1570375_at	7.664714	3.7085266	10.737456	13.843486	32.476177	22.820402	CDNA FLJ45289 fis, clone BRHIP3002363
208232_x_at	29.575167	16.971245	14.635771	5.129631	4.4802923	3.386071
217540_at	54.002502	23.635725	33.570927	82.691	109.117935	126.267456	Transcribed locus, weakly similar to XP_510104.1
224261_at	38.56888	61.30083	33.056927	102.73929	155.41492	80.04033
228110_x_at	35.364708	69.77065	45.214542	107.36425	93.974396	147.74797
228390_at	190.34981	85.33137	197.75824	414.9442	494.91025	290.27228	CDNA clone IMAGE:5259272
229013_at	20.527882	16.270908	21.949594	55.716145	109.79158	54.2248	LOC440282
229072_at	136.61903	81.09952	155.50262	278.95914	271.89136	226.07681	CDNA clone IMAGE:5259272
230234_at	18.648205	14.215847	10.530954	24.076096	40.5489	28.401743	Transcribed locus
230653_at	788.16016	362.22418	419.75055	250.46793	185.00815	265.10004	Transcribed locus
230889_at	235.44958	264.98215	335.11725	45.924194	30.175148	2.9017026
232189_at	5.797394	8.391007	13.308027	15.0915785	23.190268	26.873436	CDNA: FLJ22806 fis, clone KAIA2845
232429_at	24.26531	10.003254	21.204914	52.97088	71.419	42.094288	MRNA; cDNA DKFZp434G1972 (from clone DKFZp434G1972)
232887_at	4.813582	2.48942	3.345657	34.150593	142.53494	27.236185	CDNA FLJ11487 fis, clone HEMBA1001910
235350_at	11.397878	14.780139	37.970337	58.041603	84.53081	49.098698	Transcribed locus
236795_at	189.08873	83.66992	154.93153	52.90691	26.548656	56.203617	Transcribed locus
237248_at	11.427777	7.3874164	8.699743	28.411282	20.796484	17.152405	CDNA FLJ45259 fis, clone BRHIP2020695
239669_at	38.435947	16.187193	20.9219	10.621178	9.904944	10.627803	Transcribed locus
239672_at	30.703293	44.160057	21.22177	11.394614	17.68277	12.410683	Hypothetical gene supported by BX647608
240059_at	24.828037	44.831093	26.930101	9.535402	2.7090516	10.365695	Transcribed locus
240421_x_at	22.228336	11.166972	11.29585	30.498169	49.097057	27.525015	MRNA; cDNA DKFZp313N2115 (from clone DKFZp313N2115)
240432_x_at	60.162846	61.006035	62.678413	160.77841	91.28593	153.0232	Transcribed locus, weakly similar to NP_114018.1 flotillin 2 [Rattus norvegicus]
241420_at	85.174194	15.625204	36.35015	2.7713556	1.6266125	2.6638596	Similar to hypothetical protein LOC284701
243139_at	44.38897	18.346167	26.9677	10.95975	1.3488173	2.3017383	CDNA FLJ37676 fis, clone BRHIP2012627
243606_at	110.21541	41.10263	39.91674	263.68527	255.6436	160.83391	Transcribed locus, weakly similar to XP_510104.1
243672_at	425.033	494.696	416.4974	146.59155	15.633994	14.344728
243973_at	81.42416	127.02443	87.4094	61.986954	38.71102	37.728844	Transcribed locus, moderately similar to NP_000991.1 ribosomal protein L39; 60S ribosomal protein L39
244352_at	9.436262	4.045617	6.6569295	14.5975065	22.154161	11.607851	Transcribed locus, weakly similar to XP_510104.1
