Gene	Entrez	Fold-change	Pattern
cd40	21939	2.1	EL
cda	72269	2.1	EL
cntnap2	66797	2.1	EL
ctsd	13033	2.1	EL
d3bwg0562e	229791	2.1	EL
d730049h07rik	109305	2.1	EL
dbil5	13168	2.1	EL
dusp6	67603	2.1	EL
gal	14419	2.1	EL
hadhsc	15107	2.1	EL
hif1a	15251	2.1	EL
itga4	16401	2.1	EL
itm2a	16431	2.1	EL
jmjd1c	108829	2.1	EL
kif21a	16564	2.1	EL
klhl24	75785	2.1	EL
lamb1-1	16777	2.1	EL
loc381354	381354	2.1	EL
metap1	75624	2.1	EL
mfn2	170731	2.1	EL
mgst3	66447	2.1	EL
nalp6	101613	2.1	EL
neu3	50877	2.1	EL
nol7	70078	2.1	EL
plcd1	18799	2.1	EL
ppp1r14b	18938	2.1	EL
pqlc1	66943	2.1	EL
prss8	76560	2.1	EL
psg23	56868	2.1	EL
qdpr	110391	2.1	EL
qtrtd1	106248	2.1	EL
rab31	106572	2.1	EL
rab38	72433	2.1	EL
rcn3	52377	2.1	EL
rims2	116838	2.1	EL
slc23a2	54338	2.1	EL
stard10	56018	2.1	EL
stc2	20856	2.1	EL
tacstd1	17075	2.1	EL
tmem30a	69981	2.1	EL
twist2	13345	2.1	EL
ubl7	69459	2.1	EL
usmg4	83679	2.1	EL
zfp358	140482	2.1	EL
zfp37	22696	2.1	EL
zfp393	75753	2.1	EL
zim3	116811	2.1	EL
1110004e09rik	68001	2	EL
1427434_at	1427434_at	2	EL
1500019g21rik	66245	2	EL
2610528k11rik	72543	2	EL
2700007p21rik	212772	2	EL
2810459m11rik	72792	2	EL
6330500d04rik	193385	2	EL
9130017n09rik	78906	2	EL
abca8a	217258	2	EL
adcy6	11512	2	EL
arf3	11842	2	EL
atp6v1e2	74915	2	EL
b430110g05rik	229517	2	EL
bc020077	230500	2	EL
bc054822	192652	2	EL
bnip3l	12177	2	EL
calr	12317	2	EL
ccdc22	54638	2	EL
cdc42ep4	56699	2	EL
cdh11	12552	2	EL
cecr5	214932	2	EL
chd4	107932	2	EL
cish	12700	2	EL
cklfsf7	102545	2	EL
cltc	67300	2	EL
csda	56449	2	EL
d14ertd209e	52535	2	EL
decr2	26378	2	EL
dnajc2	22791	2	EL
dnajc5	13002	2	EL
dp1	13476	2	EL
dusp11	72102	2	EL
fah	14085	2	EL
fancl	67030	2	EL
fiat	353170	2	EL
foxk1	17425	2	EL
g6pc2	14378	2	EL
galm	319625	2	EL
galnt11	231050	2	EL
gpld1	14756	2	EL
hap1	15114	2	EL
hs3st3b1	54710	2	EL
igfbp5	16011	2	EL
inpp1	16329	2	EL
kifc3	16582	2	EL
map3k1	26401	2	EL
mccc2	78038	2	EL
mef2b	17259	2	EL
mgi:1194899	19062	2	EL
mpdz	17475	2	EL
napg	108123	2	EL
nek7	59125	2	EL
ngp	18054	2	EL
nr4a1	15370	2	EL
nrp1	18186	2	EL
otub1	107260	2	EL
pdlim7	67399	2	EL
pfkl	18641	2	EL
phlpp	98432	2	EL
pias4	59004	2	EL
ppgb	19025	2	EL
ppp5c	19060	2	EL
ptprg	19270	2	EL
qscn6	104009	2	EL
rab1	19324	2	EL
rap2a	76108	2	EL
rb1cc1	12421	2	EL
rbks	71336	2	EL
rgs3	50780	2	EL
rian	75745	2	EL
rnmtl1	67390	2	EL
rnpc3	67225	2	EL
shc1	20416	2	EL
sin3a	20466	2	EL
smarca4	20586	2	EL
snag1	170625	2	EL
sox2	20674	2	EL
styx	56291	2	EL
tarbp2	21357	2	EL
thra	21833	2	EL
tmed2	56334	2	EL
tmem24	71764	2	EL
trim46	360213	2	EL
tsn	22099	2	EL
tulp3	22158	2	EL
xpnpep1	170750	2	EL
zzz3	108946	2	EL
0610008f07rik	68314	1.9	EL
1300006n24rik	71766	1.9	EL
1420481_at	1420481_at	1.9	EL
1436270_at	327951	1.9	EL
1442026_at	1442026_at	1.9	EL
1452607_at	1452607_at	1.9	EL
1810008a14rik	66268	1.9	EL
2610524h06rik	330173	1.9	EL
2700019d07rik	72580	1.9	EL
4631427c17rik	74340	1.9	EL
4632419k20rik	74349	1.9	EL
4930470d19rik	67610	1.9	EL
5430437p03rik	68251	1.9	EL
8430437g11rik	101118	1.9	EL
9430010o03rik	234023	1.9	EL
a830023i12rik	320875	1.9	EL
abcd4	19300	1.9	EL
aggf1	66549	1.9	EL
ahnak	66395	1.9	EL
ai132487	104910	1.9	EL
ai316828	544752	1.9	EL
ankfy1	11736	1.9	EL
arhgef1	16801	1.9	EL
asna1	56495	1.9	EL
atf7ip	54343	1.9	EL
b4galt7	218271	1.9	EL
b930041f14rik	230991	1.9	EL
bc010304	218236	1.9	EL
bc022224	192970	1.9	EL
bc027663	234582	1.9	EL
btc	12223	1.9	EL
bzrp	12257	1.9	EL
cap1	12331	1.9	EL
capn7	12339	1.9	EL
cog2	76332	1.9	EL
d10ertd438e	52014	1.9	EL
d8ertd325e	66855	1.9	EL
dap	223453	1.9	EL
dctn1	13191	1.9	EL
dlgh1	13383	1.9	EL
dnpep	13437	1.9	EL
dus3l	224907	1.9	EL
dyrk1a	13548	1.9	EL
egfr	13649	1.9	EL
f2rl2	14064	1.9	EL
fiz1	23877	1.9	EL
gal3st1	53897	1.9	EL
gss	14854	1.9	EL
hcfc1r1	353502	1.9	EL
hiat1	15247	1.9	EL
hkr3	100090	1.9	EL
hnrpr	74326	1.9	EL
hras1	15461	1.9	EL
il15ra	16169	1.9	EL
isoc1	66307	1.9	EL
itgb1	16412	1.9	EL
klhl13	67455	1.9	EL
krt2-10	16679	1.9	EL
lmx1a	110648	1.9	EL
map3k3	26406	1.9	EL
map3k4	26407	1.9	EL
mecr	26922	1.9	EL
mgi:2675296	233490	1.9	EL
mink1	50932	1.9	EL
mkrn2	67027	1.9	EL
mllt3	70122	1.9	EL
msi1h	17690	1.9	EL
mtpn	14489	1.9	EL
myc	17869	1.9	EL
nat2	17961	1.9	EL
necap2	66147	1.9	EL
nfe2l1	18023	1.9	EL
nfs1	18041	1.9	EL
nit1	27045	1.9	EL
nle1	217011	1.9	EL
nme4	56520	1.9	EL
notch2	18129	1.9	EL
nr1h2	22260	1.9	EL
nudt6	229228	1.9	EL
nxn	18230	1.9	EL
odz3	23965	1.9	EL
ovol2	107586	1.9	EL
pctk1	18555	1.9	EL
pdcd10	56426	1.9	EL
pias3	229615	1.9	EL
pla2g6	53357	1.9	EL
polg	18975	1.9	EL
ppcdc	66812	1.9	EL
ptcd1	71799	1.9	EL
ptprv	13924	1.9	EL
rab11b	19326	1.9	EL
rap2b	74012	1.9	EL
rap2ip	51799	1.9	EL
rev3l	19714	1.9	EL
rhog	56212	1.9	EL
robo1	19876	1.9	EL
sepn1	74777	1.9	EL
sfrp4	20379	1.9	EL
sfrs15	224432	1.9	EL
slc20a2	20516	1.9	EL
sp1	20683	1.9	EL
spon2	100689	1.9	EL
srrm1	51796	1.9	EL
stub1	56424	1.9	EL
timp1	21857	1.9	EL
tm9sf2	68059	1.9	EL
tnfrsf11a	21934	1.9	EL
tpm2	22004	1.9	EL
ttc13	234875	1.9	EL
tuft1	22156	1.9	EL
ugdh	22235	1.9	EL
uqcrc1	22273	1.9	EL
wdr4	57773	1.9	EL
zap70	22637	1.9	EL
zfand2b	68818	1.9	EL
zfp113	56314	1.9	EL
zfp313	81018	1.9	EL
zfp364	67845	1.9	EL
0610009o03rik	68294	1.8	EL
1300001i01rik	74148	1.8	EL
2410012h22rik	69747	1.8	EL
2510049i19rik	67922	1.8	EL
2610204l23rik	67163	1.8	EL
4933439f18rik	66771	1.8	EL
6330407g11rik	68050	1.8	EL
6330412f12rik	53312	1.8	EL
9130005n14rik	68303	1.8	EL
aa589481	102423	1.8	EL
aatf	56321	1.8	EL
actn4	60595	1.8	EL
adcy2	210044	1.8	EL
ai642036	216705	1.8	EL
atp2c1	235574	1.8	EL
atp6v0b	114143	1.8	EL
axin2	12006	1.8	EL
bc002216	79554	1.8	EL
bc008150	223918	1.8	EL
bc027174	216543	1.8	EL
bc028528	229600	1.8	EL
bc035291	208043	1.8	EL
bc058674	233210	1.8	EL
bcap29	12033	1.8	EL
bcar1	12927	1.8	EL
bsg	12215	1.8	EL
c430010p07rik	227227	1.8	EL
c630013n10rik	234378	1.8	EL
capzb	12345	1.8	EL
ccrn4l	12457	1.8	EL
cklfsf6	67213	1.8	EL
csf1r	12978	1.8	EL
cxcl16	66102	1.8	EL
d10bwg1364e	216169	1.8	EL
d15ertd621e	210998	1.8	EL
d15ertd785e	52683	1.8	EL
dbn1	56320	1.8	EL
dclre1a	55947	1.8	EL
dscr1l2	53902	1.8	EL
e130309d02rik	231868	1.8	EL
elmo3	234683	1.8	EL
etv3	27049	1.8	EL
fbxo31	76454	1.8	EL
fdxr	14149	1.8	EL
fndc3a	319448	1.8	EL
fpgs	14287	1.8	EL
gabrb2	14401	1.8	EL
gatad1	67210	1.8	EL
gbf1	107338	1.8	EL
got2	14719	1.8	EL
hipk3	15259	1.8	EL
htra3	78558	1.8	EL
ighmbp2	20589	1.8	EL
kdr	16542	1.8	EL
krt1-2	16670	1.8	EL
lamp1	16783	1.8	EL
lcat	16816	1.8	EL
loc224870	224870	1.8	EL
mbnl1	56758	1.8	EL
mid1ip1	68041	1.8	EL
mrpl52	68836	1.8	EL
mtmr3	74302	1.8	EL
mynn	80732	1.8	EL
nek6	59126	1.8	EL
nvl	67459	1.8	EL
olfr66	18367	1.8	EL
pcbp4	59092	1.8	EL
pdpk1	18607	1.8	EL
pigo	56703	1.8	EL
pja1	18744	1.8	EL
plcg2	234779	1.8	EL
plekha7	233765	1.8	EL
ppp2r1a	51792	1.8	EL
ppp2r5a	226849	1.8	EL
prdx4	53381	1.8	EL
prpf39	328110	1.8	EL
ptdss2	27388	1.8	EL
ptp4a2	19244	1.8	EL
ramp2	54409	1.8	EL
rbpms2	71973	1.8	EL
rnf20	109331	1.8	EL
rplp1	56040	1.8	EL
rsafd1	100929	1.8	EL
sdccag33	110796	1.8	EL
slc25a29	214663	1.8	EL
slc25a30	67554	1.8	EL
slc29a3	71279	1.8	EL
smap1	98366	1.8	EL
smo	319757	1.8	EL
snap29	67474	1.8	EL
sphk2	56632	1.8	EL
spnb1	20741	1.8	EL
steap1	70358	1.8	EL
stom	13830	1.8	EL
stx18	71116	1.8	EL
stx5a	56389	1.8	EL
surf2	20931	1.8	EL
tarsl1	71807	1.8	EL
tcf7l2	21416	1.8	EL
tfip11	54723	1.8	EL
tmed10	68581	1.8	EL
tnrc6c	217351	1.8	EL
trim21	20821	1.8	EL
uap1	107652	1.8	EL
ube4a	140630	1.8	EL
usp36	72344	1.8	EL
usp53	99526	1.8	EL
xrcc4	108138	1.8	EL
yif1a	68090	1.8	EL
zfp191	59057	1.8	EL
zfpm1	22761	1.8	EL
0610012d09rik	59052	1.7	EL
0610039a15rik	66087	1.7	EL
1100001h23rik	66857	1.7	EL
1300012g16rik	71772	1.7	EL
1428311_at	1428311_at	1.7	EL
1457594_at	1457594_at	1.7	EL
1700012g19rik	67078	1.7	EL
2310001a20rik	71881	1.7	EL
2610024e20rik	225358	1.7	EL
2610205e22rik	66617	1.7	EL
4930430f08rik	68281	1.7	EL
5730453i16rik	269061	1.7	EL
5730593f17rik	215512	1.7	EL
6330416l07rik	319615	1.7	EL
add3	27360	1.7	EL
ai840826	407243	1.7	EL
ap1g1	11765	1.7	EL
ap1g2	11766	1.7	EL
armcx1	78248	1.7	EL
arrdc1	215705	1.7	EL
atp5d	66043	1.7	EL
bc003331	226499	1.7	EL
bc005624	227707	1.7	EL
bc017612	170748	1.7	EL
bc021367	234371	1.7	EL
bc024683	229512	1.7	EL
bmp7	12162	1.7	EL
caskin2	140721	1.7	EL
cat	12359	1.7	EL
ccdc9	243846	1.7	EL
cdc7	12545	1.7	EL
cds2	110911	1.7	EL
centg2	347722	1.7	EL
clcn7	26373	1.7	EL
cln3	12752	1.7	EL
clta	12757	1.7	EL
cramp1l	57354	1.7	EL
crb3	224912	1.7	EL
d5ertd33e	52064	1.7	EL
def8	23854	1.7	EL
dffa	13347	1.7	EL
dhps	330817	1.7	EL
dhx8	217207	1.7	EL
dnajc3	19107	1.7	EL
dock9	105445	1.7	EL
echdc2	52430	1.7	EL
eya3	14050	1.7	EL
fbxw7	50754	1.7	EL
gm137	230075	1.7	EL
helz	78455	1.7	EL
hyou1	12282	1.7	EL
irf1	16362	1.7	EL
itpk1	217837	1.7	EL
kif16b	16558	1.7	EL
lama5	16776	1.7	EL
lamp2	16784	1.7	EL
larp1	73158	1.7	EL
lrrc8	241296	1.7	EL
mafg	17134	1.7	EL
mapk3	26417	1.7	EL
mgi:3055306	70772	1.7	EL
mlf2	30853	1.7	EL
mmp10	17384	1.7	EL
mmp15	17388	1.7	EL
mrps24	64660	1.7	EL
mrps28	66230	1.7	EL
mtmr2	77116	1.7	EL
nfatc3	18021	1.7	EL
nphp1	53885	1.7	EL
npnt	114249	1.7	EL
orc4l	26428	1.7	EL
parn	74108	1.7	EL
pcnx	54604	1.7	EL
phldb1	102693	1.7	EL
phpt1	75454	1.7	EL
pi4k2a	84095	1.7	EL
pigq	14755	1.7	EL
poli	26447	1.7	EL
pomgnt1	68273	1.7	EL
rab2	59021	1.7	EL
rab5a	271457	1.7	EL
rabggta	56187	1.7	EL
rbm6	19654	1.7	EL
renbp	19703	1.7	EL
rhbdf1	13650	1.7	EL
riok3	66878	1.7	EL
rngtt	24018	1.7	EL
rpn1	103963	1.7	EL
rpn2	20014	1.7	EL
rpusd1	106707	1.7	EL
scd3	30049	1.7	EL
sdfr1	20320	1.7	EL
sh3bgrl	56726	1.7	EL
slc10a3	214601	1.7	EL
slc12a9	83704	1.7	EL
slc30a9	109108	1.7	EL
slc39a7	14977	1.7	EL
slc6a8	102857	1.7	EL
sox4	20677	1.7	EL
sox9	20682	1.7	EL
srebf2	20788	1.7	EL
ssr1	107513	1.7	EL
suhw3	208968	1.7	EL
thap7	69009	1.7	EL
tjap1	74094	1.7	EL
tnfrsf22	79202	1.7	EL
trim16	94092	1.7	EL
triobp	110253	1.7	EL
tro	56191	1.7	EL
ube2h	22214	1.7	EL
wasl	73178	1.7	EL
wtap	60532	1.7	EL
xab2	67439	1.7	EL
zdhhc8	27801	1.7	EL
zfp142	77264	1.7	EL
zfp644	52397	1.7	EL
1110005a23rik	66118	1.6	EL
1419611_at	1419611_at	1.6	EL
1426904_s_at	1426904_s_at	1.6	EL
1810006k21rik	69038	1.6	EL
2010305c02rik	380712	1.6	EL
2210010n04rik	70381	1.6	EL
6330409n04rik	66674	1.6	EL
adrbk1	110355	1.6	EL
bmpr1a	12166	1.6	EL
capns1	12336	1.6	EL
catsper2	212670	1.6	EL
cnbp1	12785	1.6	EL
cnot3	232791	1.6	EL
ctsz	64138	1.6	EL
cyp21a1	13079	1.6	EL
dnajb12	56709	1.6	EL
efs	13644	1.6	EL
ell	13716	1.6	EL
glt25d1	234407	1.6	EL
gnpda1	231914	1.6	EL
hgs	15239	1.6	EL
hs2st1	23908	1.6	EL
ier2	15936	1.6	EL
jarid1b	75605	1.6	EL
krit1	79264	1.6	EL
mad2l2	71890	1.6	EL
ndufa7	66416	1.6	EL
pep4	18624	1.6	EL
phr1	105689	1.6	EL
ppig	228005	1.6	EL
rab2b	76338	1.6	EL
ranbp3	71810	1.6	EL
rasl12	70784	1.6	EL
sca10	54138	1.6	EL
scap	235623	1.6	EL
scyl1	78891	1.6	EL
sdccag3	68112	1.6	EL
sema4d	20354	1.6	EL
sh3glb1	54673	1.6	EL
ssr2	66256	1.6	EL
tbc1d10b	68449	1.6	EL
tigd5	105734	1.6	EL
tmsb10	19240	1.6	EL
tra1	22027	1.6	EL
trappc2	66226	1.6	EL
trps1	83925	1.6	EL
vcl	22330	1.6	EL
vps33b	233405	1.6	EL
wsb1	78889	1.6	EL
zc3h8	57432	1.6	EL
zfp26	22688	1.6	EL
ap1b1	11764	1.5	EL
asxl1	228790	1.5	EL
ero1l	50527	1.5	EL
top3b	21976	1.5	EL
1421749_at	1421749_at	269.8	EM
lin28	83557	217.5	EM
hbb-y	15135	75.1	EM
hbb-bh1	15132	71.5	EM
tubb6	67951	47.9	EM
1434280_at	1434280_at	41	EM
slc2a3	20527	37	EM
crabp1	12903	27.5	EM
dusp9	75590	24.7	EM
neurod1	18012	20.9	EM
slc27a4	26569	16.7	EM
hba-x	15126	14.5	EM
punc	19289	14.2	EM
rrm2	20135	12.9	EM
mb	17189	12.7	EM
rad54l	19366	12.1	EM
cyp26a1	13082	11.7	EM
lsm5	66373	11.6	EM
fabp5	16592	11.3	EM
mtm1	17772	10.6	EM
prdm1	12142	10.6	EM
shmt1	20425	9.9	EM
hapln1	12950	9.8	EM
bambi	68010	9.5	EM
mastl	67121	9.5	EM
gldc	104174	9.3	EM
spp1	20750	9.2	EM
dus1l	68730	9.1	EM
zbtb16	235320	8.9	EM
loxl2	94352	8.4	EM
1442025_a_at	1442025_a_at	8.3	EM
ehox	194856	8.3	EM
pof1b	69693	8.1	EM
slc38a4	69354	8	EM
cdc6	23834	7.9	EM
hells	15201	7.9	EM
chek1	12649	7.8	EM
zfp503	218820	7.8	EM
crabp2	12904	7.7	EM
cspg2	13003	7.7	EM
cdc25c	12532	7.3	EM
actn3	11474	7.2	EM
h2-bl	14963	7.2	EM
ccnb1	268697	7.1	EM
igf2bp1	140486	7.1	EM
cth	107869	7	EM
2410015n17rik	66422	6.8	EM
1434279_at	1434279_at	6.6	EM
ppih	433064	6.6	EM
hmga1	15361	6.5	EM
cenpa	12615	6.4	EM
myo1h	231646	6.2	EM
asf1b	66929	6.1	EM
depdc1a	434189	6.1	EM
mcm4	17217	6.1	EM
chst11	218194	6	EM
slc16a1	20501	6	EM
6230416j20rik	230376	5.9	EM
eno3	13808	5.9	EM
hspe1	15528	5.9	EM
mcm5	17218	5.9	EM
ube2c	68612	5.9	EM
bpgm	12183	5.8	EM
ccne2	12448	5.8	EM
kif4	16571	5.8	EM
ndufa3	66091	5.8	EM
uhrf1	18140	5.8	EM
birc5	11799	5.7	EM
mcm10	70024	5.7	EM
cdca7	66953	5.6	EM
kif2c	73804	5.6	EM
lsm2	27756	5.6	EM
mcm3	17215	5.6	EM
slit3	20564	5.6	EM
1416118_at	1416118_at	5.5	EM
bc005512	192885	5.5	EM
gtf2f2	68705	5.5	EM
ube2t	67196	5.5	EM
zwilch	68014	5.5	EM
2810417h13rik	68026	5.3	EM
ccnb1-rs1	12429	5.3	EM
ect2	13605	5.3	EM
magoh	17149	5.3	EM
2610528m18rik	83815	5.2	EM
aadat	23923	5.2	EM
car14	23831	5.2	EM
cenph	26886	5.2	EM
fdps	110196	5.2	EM
fen1	14156	5.2	EM
higd1a	56295	5.2	EM
nasp	50927	5.2	EM
5730507h05rik	54392	5.1	EM
bc023882	231123	5.1	EM
cks2	66197	5.1	EM
nme1	18102	5.1	EM
nudt5	53893	5.1	EM
seh1l	72124	5.1	EM
tyms	22171	5.1	EM
snrpd1	20641	5	EM
trp63	22061	5	EM
usmg5	66477	5	EM
aurka	20878	4.9	EM
ccnd2	12444	4.9	EM
cdc45l	12544	4.9	EM
gpx1	14775	4.9	EM
hist1h2ao	319171	4.9	EM
hmga2	15364	4.9	EM
mcm7	17220	4.9	EM
timm8b	30057	4.9	EM
gmnn	57441	4.8	EM
melk	17279	4.8	EM
rpa3	68240	4.7	EM
bub1b	12236	4.6	EM
c330027c09rik	224171	4.6	EM
mad2l1	56150	4.6	EM
mest	17294	4.6	EM
pdlim1	54132	4.6	EM
plk4	20873	4.6	EM
txn1	22166	4.6	EM
anln	68743	4.5	EM
ccnb2	12442	4.5	EM
ccne1	12447	4.5	EM
cenpf	108000	4.5	EM
hmgcr	15357	4.5	EM
nup43	69912	4.5	EM
tmem54	66260	4.5	EM
traip	22036	4.5	EM
2810433k01rik	66468	4.4	EM
5730466h23rik	68145	4.4	EM
eme1	268465	4.4	EM
mcm2	17216	4.4	EM
mrps18b	66973	4.4	EM
mylk	107589	4.4	EM
ncoa4	27057	4.4	EM
polr2j	20022	4.4	EM
sc4mol	66234	4.4	EM
wdhd1	218973	4.4	EM
kif20a	19348	4.3	EM
lsm3	67678	4.3	EM
mgi:1353606	30954	4.3	EM
rpo1-3	20018	4.3	EM
set	56086	4.3	EM
1190005p17rik	66225	4.2	EM
2810028n01rik	72662	4.2	EM
ai413631	381045	4.2	EM
bxdc1	67239	4.2	EM
cdca5	67849	4.2	EM
cotl1	72042	4.2	EM
eif4ebp2	13688	4.2	EM
gas5	14455	4.2	EM
ggta1	14594	4.2	EM
id1	15901	4.2	EM
mycbp	56309	4.2	EM
orc6l	56452	4.2	EM
rad51	19361	4.2	EM
sgol1	72415	4.2	EM
ttk	22137	4.2	EM
1200008o12rik	74107	4.1	EM
bola2	66162	4.1	EM
calm2	12314	4.1	EM
col6a1	12833	4.1	EM
dab1	13131	4.1	EM
exo1	26909	4.1	EM
golph2	105348	4.1	EM
kif22	110033	4.1	EM
msn	17698	4.1	EM
nudcd1	67429	4.1	EM
pask	269224	4.1	EM
rfc4	106344	4.1	EM
rpl18	19899	4.1	EM
scye1	13722	4.1	EM
timm50	66525	4.1	EM
apex1	11792	4	EM
eif4a1	13681	4	EM
fignl1	60530	4	EM
foxm1	14235	4	EM
hba-a1	15122	4	EM
hmgb2	97165	4	EM
kif11	16551	4	EM
lsm8	76522	4	EM
mpp6	56524	4	EM
mycn	18109	4	EM
plp1	18823	4	EM
ppa1	67895	4	EM
rad51ap1	19362	4	EM
skp2	27401	4	EM
timm8a	30058	4	EM
ada	11486	3.9	EM
c79407	217653	3.9	EM
ccna2	12428	3.9	EM
cycs	13063	3.9	EM
cyp51	13121	3.9	EM
dbr1	83703	3.9	EM
gbx2	14472	3.9	EM
mbnl3	171170	3.9	EM
mrpl20	66448	3.9	EM
nup160	59015	3.9	EM
pola1	18968	3.9	EM
polr3k	67005	3.9	EM
senp1	223870	3.9	EM
sip1	66603	3.9	EM
snrpa1	68981	3.9	EM
ss18	268996	3.9	EM
umps	22247	3.9	EM
2810410m20rik	66310	3.8	EM
aa545217	27214	3.8	EM
aspm	12316	3.8	EM
aurkb	20877	3.8	EM
ccdc5	225745	3.8	EM
ccnf	12449	3.8	EM
emb	13723	3.8	EM
fhl1	14199	3.8	EM
ixl	67224	3.8	EM
msh6	17688	3.8	EM
pcbp2	18521	3.8	EM
prps1	19139	3.8	EM
rps27l	67941	3.8	EM
rsl1d1	66409	3.8	EM
solt	60411	3.8	EM
ubqln1	56085	3.8	EM
zic1	22771	3.8	EM
1427707_a_at	1427707_a_at	3.7	EM
2510010f15rik	67921	3.7	EM
2610039c10rik	66578	3.7	EM
2700094k13rik	72657	3.7	EM
anapc11	66156	3.7	EM
bub1	12235	3.7	EM
bzw1	66882	3.7	EM
ddx21	56200	3.7	EM
eef1e1	66143	3.7	EM
ercc6l	236930	3.7	EM
id2	15902	3.7	EM
kif18a	228421	3.7	EM
mrpl18	67681	3.7	EM
psmc3	19182	3.7	EM
ranbp1	19385	3.7	EM
rnu22	83673	3.7	EM
rpa2	19891	3.7	EM
rplp2	67186	3.7	EM
snrpd3	67332	3.7	EM
usp14	59025	3.7	EM
ahcy	269378	3.6	EM
ai593864	103794	3.6	EM
cox5a	12858	3.6	EM
ctps	51797	3.6	EM
dtl	76843	3.6	EM
fdft1	14137	3.6	EM
fign	60344	3.6	EM
grcc2f	14791	3.6	EM
grpel1	17713	3.6	EM
hmmr	15366	3.6	EM
kifc1	16580	3.6	EM
mrpl19	56284	3.6	EM
nap1l1	53605	3.6	EM
npm1	18148	3.6	EM
ppid	239739	3.6	EM
rrm1	20133	3.6	EM
smc2l1	14211	3.6	EM
surb7	108098	3.6	EM
suv39h2	64707	3.6	EM
1810003n24rik	66249	3.5	EM
1810029b16rik	66282	3.5	EM
6720460f02rik	109212	3.5	EM
car2	12349	3.5	EM
cenpe	229841	3.5	EM
cirh1a	21771	3.5	EM
cpsf2	51786	3.5	EM
crkl	12929	3.5	EM
dlg7	218977	3.5	EM
dph5	69740	3.5	EM
kntc2	67052	3.5	EM
lactb2	212442	3.5	EM
lbr	98386	3.5	EM
mrpl36	94066	3.5	EM
ncl	17975	3.5	EM
nubp2	26426	3.5	EM
nup37	69736	3.5	EM
phf22	71793	3.5	EM
pnp	18950	3.5	EM
rfc3	69263	3.5	EM
rpo1-1	20016	3.5	EM
timm23	53600	3.5	EM
tubb3	22152	3.5	EM
ube2a	22209	3.5	EM
zbed4	223773	3.5	EM
1810009a15rik	66276	3.4	EM
2610510j17rik	72155	3.4	EM
a430005l14rik	97159	3.4	EM
adcy7	11513	3.4	EM
banf1	23825	3.4	EM
bc025462	208836	3.4	EM
cdc2a	12534	3.4	EM
cks1b	54124	3.4	EM
dck	13178	3.4	EM
ddx39	68278	3.4	EM
dna2l	327762	3.4	EM
fxc1	14356	3.4	EM
ga17	98221	3.4	EM
gsg2	14841	3.4	EM
hist1h2bc	319179	3.4	EM
id3	15903	3.4	EM
kif23	71819	3.4	EM
kpna2	16647	3.4	EM
ldlr	16835	3.4	EM
lig1	16881	3.4	EM
lsm4	50783	3.4	EM
mrpl35	66223	3.4	EM
nfyb	18045	3.4	EM
nol5	55989	3.4	EM
nola3	66181	3.4	EM
nucks1	98415	3.4	EM
psma2	19166	3.4	EM
rad23b	19359	3.4	EM
ris2	67177	3.4	EM
shcbp1	20419	3.4	EM
snrpe	20643	3.4	EM
snrpg	68011	3.4	EM
vrk1	22367	3.4	EM
2810406c15rik	68298	3.3	EM
3110003a17rik	73112	3.3	EM
3200002m19rik	75430	3.3	EM
d10ertd214e	52637	3.3	EM
dnajc19	67713	3.3	EM
dut	110074	3.3	EM
edem1	192193	3.3	EM
eif2s2	67204	3.3	EM
glrx1	93692	3.3	EM
gnl3	30877	3.3	EM
incenp	16319	3.3	EM
mki67	17345	3.3	EM
rrs1	59014	3.3	EM
sf3b5	66125	3.3	EM
tbpl1	237336	3.3	EM
top2a	21973	3.3	EM
trip13	69716	3.3	EM
1110007a13rik	210711	3.2	EM
1700022l09rik	66934	3.2	EM
a230072i16rik	217057	3.2	EM
atp5g1	11951	3.2	EM
brca1	12189	3.2	EM
cdca3	14793	3.2	EM
cnih4	98417	3.2	EM
copeb	23849	3.2	EM
d13wsu50e	28077	3.2	EM
d4ertd639e	52415	3.2	EM
e130012a19rik	103551	3.2	EM
hmgcs1	208715	3.2	EM
igf2bp3	140488	3.2	EM
lmnb1	16906	3.2	EM
mgi:2149712	268527	3.2	EM
mgi:2389572	210766	3.2	EM
ndufs5	595136	3.2	EM
nol5a	67134	3.2	EM
pfdn1	67199	3.2	EM
pola2	18969	3.2	EM
polr2c	20021	3.2	EM
polr2d	69241	3.2	EM
prim2	19076	3.2	EM
psmd10	53380	3.2	EM
psrc1	56742	3.2	EM
slbp	20492	3.2	EM
tacc3	21335	3.2	EM
tomm22	223696	3.2	EM
uck2	80914	3.2	EM
uqcrb	67530	3.2	EM
0610040d20rik	66070	3.1	EM
1110008h02rik	73824	3.1	EM
2010309e21rik	66488	3.1	EM
2400002f11rik	66405	3.1	EM
5730449l18rik	66637	3.1	EM
aa536743	100532	3.1	EM
acvr2b	11481	3.1	EM
arpp19	59046	3.1	EM
blm	12144	3.1	EM
cacybp	12301	3.1	EM
cdca4	71963	3.1	EM
cdk2ap1	13445	3.1	EM
chd1	12648	3.1	EM
fscn1	14086	3.1	EM
gemin6	67242	3.1	EM
gla	11605	3.1	EM
gmfb	63985	3.1	EM
h2afx	15270	3.1	EM
ipo7	233726	3.1	EM
kras	16653	3.1	EM
lsm7	66094	3.1	EM
mapk6	50772	3.1	EM
mrpl40	18100	3.1	EM
pcna	18538	3.1	EM
phf5a	68479	3.1	EM
pold1	18971	3.1	EM
