Probe Set ID	Gene Symbol	Gene Title	Fold change([GFP+CD133+] vs [GFP-CD133-])	Regulation([GFP+CD133+] vs [GFP-CD133-])	Fold change([GFP-CD133+] vs [GFP-CD133-])	Regulation ([GFP-CD133+] vs [GFP-CD133-])	Fold change([GFP+CD133+] vs [GFP-CD133+])	Regulation([GFP+CD133+] vs [GFP-CD133+])
1438042_at	Shox2	short stature homeobox 2	3.006199	up	2.2469559	up	1.3378985	up
1455165_at		Transcribed locus	3.006176	up	4.0957174	up	1.3624344	down
1455379_at	Dnali1	dynein, axonemal, light intermediate polypeptide 1	2.994004	up	2.391088	up	1.2521514	up
1422340_a_at	Actg2	actin, gamma 2, smooth muscle, enteric	2.983829	up	3.7158136	up	1.2453173	down
1459348_at			2.982181	up	2.6898355	up	1.1086853	up
1435741_at	Pde8b	phosphodiesterase 8B	2.981401	up	2.4802518	up	1.2020558	up
1442826_at			2.9809678	up	2.440875	up	1.2212701	up
1460117_at		Transcribed locus	2.9694812	up	2.090346	up	1.4205692	up
1452287_at		Mus musculus, clone IMAGE:4527696, mRNA	2.9682472	up	2.6807399	up	1.1072493	up
1452841_at	Pgm2l1	phosphoglucomutase 2-like 1	2.9565146	up	3.1443574	up	1.0635352	down
1434073_at	Gprasp2	G protein-coupled receptor associated sorting protein 2	2.9444795	up	2.9114385	up	1.0113487	up
1421737_at	Alx4	aristaless 4	2.9249396	up	2.4286008	up	1.2043723	up
1429293_at	Gpc2	glypican 2 (cerebroglycan)	2.9220505	up	3.2750232	up	1.1207963	down
1421312_a_at	Kifc2	kinesin family member C2	2.921443	up	2.93854	up	1.0058522	down
1429210_at	Col23a1	collagen, type XXIII, alpha 1	2.920544	up	2.9377823	up	1.0059023	down
1440311_at	Sorbs1	sorbin and SH3 domain containing 1	2.9148543	up	2.2810714	up	1.2778443	up
1425503_at	Gcnt2	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme	2.9100025	up	2.30031	up	1.265048	up
1442800_x_at	A830059I20Rik	RIKEN cDNA A830059I20 gene	2.8918438	up	3.2494419	up	1.1236576	down
1421105_at	Jag1	jagged 1	2.888631	up	2.8799942	up	1.002999	up
1440911_at	Col23a1	collagen, type XXIII, alpha 1	2.8868349	up	2.6533318	up	1.0880036	up
1430448_at	6720418B01Rik	RIKEN cDNA 6720418B01 gene	2.8818338	up	2.104416	up	1.3694222	up
1433977_at	Hs3st3b1	heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1	2.8739297	up	2.6622908	up	1.0794951	up
1434667_at	Col8a2	collagen, type VIII, alpha 2	2.8704765	up	2.314024	up	1.2404696	up
1428749_at	Dmxl2	Dmx-like 2	2.852506	up	4.482937	up	1.5715785	down
1436692_at		Transcribed locus	2.8477507	up	2.4587872	up	1.1581932	up
1418877_at	Foxd1	Forkhead box D1	2.8431163	up	2.0777783	up	1.3683443	up
1438862_at	A630005I04Rik	RIKEN cDNA A630005I04 gene	2.8382263	up	2.5635643	up	1.1071407	up
1438662_at	Ajap1	adherens junction associated protein 1	2.8316517	up	2.6832905	up	1.0552907	up
1455859_at	A330021E22Rik	RIKEN cDNA A330021E22 gene	2.8301885	up	2.3956068	up	1.1814077	up
1436190_at	Zfp618	zinc fingerprotein 618	2.8301387	up	2.761879	up	1.024715	up
1455340_at	D030011O10Rik	RIKEN cDNA D030011O10 gene	2.82685	up	2.6858745	up	1.0524877	up
1430368_s_at	1700019D03Rik	RIKEN cDNA 1700019D03 gene	2.8079247	up	2.8576427	up	1.0177063	down
1438916_x_at	6720401G13Rik	RIKEN cDNA 6720401G13 gene	2.8038867	up	2.3759072	up	1.1801331	up
1420647_a_at	Krt8	keratin 8	2.8030953	up	5.583522	up	1.9919127	down
1425293_a_at	Zcchc18	zinc finger, CCHC domain containing 18	2.7952197	up	2.2760344	up	1.2281096	up
1435578_s_at	Dab1	disabled homolog 1 (Drosophila)	2.7913406	up	2.067792	up	1.3499136	up
1420894_at	Tgfbr1	transforming growth factor, beta receptor I	2.7842643	up	2.1132054	up	1.317555	up
1429209_at	Col23a1	collagen, type XXIII, alpha 1	2.7836258	up	2.61069	up	1.0662414	up
1441830_x_at	Akap10	A kinase (PRKA) anchor protein 10	2.7787576	up	2.4375691	up	1.1399708	up
1460528_at	4930413G21Rik	RIKEN cDNA 4930413G21 gene	2.7787137	up	4.435952	up	1.5964049	down
1435989_x_at	Krt8	keratin 8	2.7723606	up	3.9439602	up	1.4226	down
1446340_at			2.770593	up	2.35317	up	1.1773874	up
1437128_a_at	A630033E08Rik	RIKEN cDNA A630033E08 gene	2.7667944	up	2.8911104	up	1.0449314	down
1425104_at	Kctd1	potassium channel tetramerisation domain containing 1	2.7606435	up	2.5101962	up	1.099772	up
1439204_at	Scn3a	sodium channel, voltage-gated, type III, alpha	2.7585683	up	2.8162773	up	1.02092	down
1425822_a_at	Dtx1	deltex 1 homolog (Drosophila)	2.75708	up	3.5995004	up	1.305548	down
1435744_at	6720401G13Rik	RIKEN cDNA 6720401G13 gene	2.751936	up	2.9658782	up	1.0777425	down
1419466_at	Nkd2	naked cuticle 2 homolog (Drosophila)	2.7462094	up	2.3489892	up	1.1691027	up
1434070_at	Jag1	jagged 1	2.7361817	up	2.6060116	up	1.0499499	up
1455665_at	LOC631639 /// Lonrf1	LON peptidase N-terminal domain and ring finger 1 /// similar to CG32369-PB, isoform B	2.7356453	up	2.3058298	up	1.1864038	up
1421066_at	Jak2	Janus kinase 2	2.731329	up	2.8900578	up	1.0581142	down
1435196_at	Ntrk2	neurotrophic tyrosine kinase, receptor, type 2	2.7298996	up	2.299088	up	1.1873837	up
1426579_at	Gnl2	guanine nucleotide binding protein-like 2 (nucleolar)	2.72833	up	2.1029105	up	1.2974066	up
1438821_at		Transcribed locus	2.7221808	up	2.1031017	up	1.2943649	up
1415894_at	Enpp2	ectonucleotide pyrophosphatase/phosphodiesterase 2	2.7202084	up	2.3539853	up	1.1555759	up
1452214_at	Skil	SKI-like	2.7146044	up	2.0196106	up	1.3441225	up
1453782_at	3021401C12Rik	RIKEN cDNA 3021401C12 gene	2.71095	up	3.77368	up	1.3920139	down
1438101_at		Transcribed locus, strongly similar to NP_059108.1 frizzled 3 [Homo sapiens]	2.7057276	up	2.4836295	up	1.0894248	up
1442596_at	Klhdc2	kelch domain containing 2	2.703405	up	2.711463	up	1.0029806	down
1436392_s_at	Tcfap2c	transcription factor AP-2, gamma	2.7015243	up	3.5399551	up	1.3103547	down
1445741_at		Transcribed locus	2.6927545	up	3.4434676	up	1.27879	down
1456976_at	Wnt5a	wingless-related MMTV integration site 5A	2.6870503	up	4.031161	up	1.5002178	down
1446700_at			2.686137	up	2.3538744	up	1.1411556	up
1425911_a_at	Fgfr1	fibroblast growth factor receptor 1	2.6830966	up	2.0565352	up	1.3046684	up
1440511_at			2.6812086	up	2.5160174	up	1.0656558	up
1444763_at	Ptprk	protein tyrosine phosphatase, receptor type, K	2.6769764	up	2.2552054	up	1.1870211	up
1420583_a_at	Rora	RAR-related orphan receptor alpha	2.6764762	up	3.217846	up	1.2022696	down
1420150_at	Spsb1	splA/ryanodine receptor domain and SOCS box containing 1	2.6748412	up	2.6134584	up	1.0234872	up
1451653_a_at	4930430E16Rik	RIKEN cDNA 4930430E16 gene	2.6736	up	2.3761759	up	1.1251693	up
1449408_at	Jam2	junction adhesion molecule 2	2.670936	up	4.6511207	up	1.741382	down
1458757_at			2.667848	up	2.3806973	up	1.1206164	up
1430873_at			2.6605756	up	2.7574196	up	1.0363996	down
1434770_at	Iqcb1	IQ calmodulin-binding motif containing 1	2.6584377	up	2.632496	up	1.0098543	up
1455238_at	Mum1l1	melanoma associated antigen (mutated) 1-like 1	2.6557236	up	2.4367316	up	1.0898712	up
1424035_at	Rora	RAR-related orphan receptor alpha	2.6529915	up	2.566285	up	1.0337868	up
1425099_a_at	Arntl	aryl hydrocarbon receptor nuclear translocator-like	2.6490982	up	2.5248473	up	1.0492113	up
1417522_at	Fbxo32	F-box protein 32	2.6481724	up	2.6955805	up	1.0179023	down
1425841_at	Slc26a7	solute carrier family 26, member 7	2.6407611	up	2.6996198	up	1.0222886	down
1442173_at	Phf3	PHD finger protein 3	2.6367223	up	2.6889105	up	1.0197928	down
1437668_at	Ccrl1	Chemokine (C-C motif) receptor-like 1	2.6305976	up	3.1842904	up	1.2104818	down
1441608_at	Cacna2d1	calcium channel, voltage-dependent, alpha2/delta subunit 1	2.6289804	up	2.6050475	up	1.0091871	up
1428349_s_at	Ebf3	early B-cell factor 3	2.621721	up	2.1976223	up	1.1929806	up
1428653_x_at	Elavl1	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 1 (Hu antigen R)	2.6213162	up	2.506642	up	1.045748	up
1436088_at	0910001A06Rik	RIKEN cDNA 0910001A06 gene	2.6204648	up	4.5050054	up	1.7191626	down
1449752_at	Spsb1	SplA/ryanodine receptor domain and SOCS box containing 1	2.6187723	up	2.4585123	up	1.0651858	up
1431914_at	Pde3a	phosphodiesterase 3A, cGMP inhibited	2.6180117	up	2.3614101	up	1.1086645	up
1448865_at	Hsd17b7	hydroxysteroid (17-beta) dehydrogenase 7	2.6173465	up	2.4448335	up	1.0705622	up
1417022_at	Slc7a3	solute carrier family 7 (cationic amino acid transporter, y+ system), member 3	2.6108706	up	2.1828916	up	1.1960607	up
1442392_at		Transcribed locus	2.6062	up	2.395183	up	1.0881006	up
1454890_at	Amot	angiomotin	2.606106	up	3.4516582	up	1.3244505	down
1435705_at	Zscan18	zinc finger and SCAN domain containing 18	2.601308	up	2.0675488	up	1.2581604	up
1440275_at	Runx3	runt related transcription factor 3	2.6005545	up	2.8425848	up	1.0930688	down
1456609_at	Camk2n1	calcium/calmodulin-dependent protein kinase II inhibitor 1	2.5972564	up	2.1641493	up	1.2001281	up
1447494_at	D7Bwg0826e	DNA segment, Chr 7, Brigham & Womens Genetics 0826 expressed	2.5920186	up	2.2245371	up	1.1651946	up
1439627_at	Zic1	zinc finger protein of the cerebellum 1	2.5869417	up	2.4432971	up	1.0587912	up
1420573_at	Hoxd1	homeo box D1	2.5842392	up	3.2994287	up	1.2767504	down
1460515_at	8430419K02Rik	RIKEN cDNA 8430419K02 gene	2.5841804	up	2.1352952	up	1.2102216	up
1447473_at		Transcribed locus	2.5791342	up	2.1850271	up	1.1803671	up
1444557_at			2.5698888	up	2.4723306	up	1.0394602	up
1440762_at	Syn2	synapsin II	2.5654993	up	4.5541873	up	1.7751662	down
1446527_at	Agtr1b	angiotensin II receptor, type 1b	2.5629647	up	2.07389	up	1.2358248	up
1452264_at	Tenc1	tensin like C1 domain-containing phosphatase	2.5612671	up	2.42793	up	1.054918	up
1438404_at	Rnf144a	ring finger protein 144A	2.5590873	up	2.0343263	up	1.2579532	up
1424034_at	Rora	RAR-related orphan receptor alpha	2.5385334	up	3.066458	up	1.2079644	down
1422054_a_at	Skil	SKI-like	2.53559	up	2.1340077	up	1.1881822	up
1436279_at		Transcribed locus	2.5348532	up	2.8426833	up	1.121439	down
1424613_at	Gprc5b	G protein-coupled receptor, family C, group 5, member B	2.5319881	up	2.3978212	up	1.0559536	up
1434557_at	Hip1	huntingtin interacting protein 1	2.530037	up	3.2746253	up	1.2942994	down
1450913_at	B4galt6 /// LOC675709	UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 6 /// similar to Beta-1,4-galactosyltransferase 6 (Beta-1,4-GalTase 6) (Beta4Gal-T6) (b4Gal-T6) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 6) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 6)	2.5292256	up	2.2596762	up	1.1192868	up
1450929_at	Zfp57	zinc finger protein 57	2.5287983	up	3.2185812	up	1.272771	down
1454288_at	5830468K08Rik	RIKEN cDNA 5830468K08 gene	2.5270987	up	2.3404043	up	1.0797701	up
1424652_at	Tmem166	transmembrane protein 166	2.5213978	up	2.3391478	up	1.077913	up
1419080_at	Gdnf	glial cell line derived neurotrophic factor	2.5213609	up	2.0137749	up	1.2520568	up
1449871_at	Tbx18	T-box18	2.5197785	up	2.4438803	up	1.0310564	up
1418745_at	Omd	osteomodulin	2.51956	up	2.1398957	up	1.1774218	up
1423062_at	Igfbp3	insulin-like growth factor binding protein 3	2.5190988	up	2.9022088	up	1.1520822	down
1428699_at	LOC671878 /// Sms	spermine synthase /// similar to spermine synthase	2.5186043	up	3.581605	up	1.4220594	down
1421839_at	Abca1	ATP-binding cassette, sub-family A (ABC1), member 1	2.50531	up	2.4923277	up	1.005209	up
1458536_at		Transcribed locus	2.5045524	up	2.1342883	up	1.1734836	up
1427819_at		Mus musculus, clone IMAGE:3603191, mRNA	2.5031846	up	2.6367497	up	1.0533581	down
1429418_at	Cdc14b	CDC14 cell division cycle 14 homolog B (S. cerevisiae)	2.5027552	up	3.2972584	up	1.3174514	down
1440132_s_at	Prkar1b	protein kinase, cAMP dependent regulatory, type I beta	2.5012143	up	2.2040844	up	1.1348088	up
1434410_at	BC043118	cDNA sequence BC043118	2.495887	up	2.6020916	up	1.0425518	down
1422027_a_at	Ets1	E26 avian leukemia oncogene 1, 5 domain	2.4923613	up	2.1062357	up	1.1833248	up
1440845_at	4930420K17Rik	RIKEN cDNA 4930420K17 gene	2.4907045	up	2.4741504	up	1.0066909	up
1439626_at	Tmod3	tropomodulin 3	2.489691	up	2.28755	up	1.0883658	up
1434277_a_at	Ypel2	yippee-like 2 (Drosophila)	2.4853172	up	2.6750982	up	1.0763608	down
1432588_at	5830468K08Rik	RIKEN cDNA 5830468K08 gene	2.484028	up	2.4560802	up	1.0113791	up
1439388_s_at	Bcar1	breast cancer anti-estrogen resistance 1	2.4830656	up	2.0486448	up	1.2120527	up
1439909_at	LOC100040358 /// Zfp521	zinc finger protein 521 /// hypothetical protein LOC100040358	2.479543	up	2.084155	up	1.1897112	up
1426766_at	6330403K07Rik	RIKEN cDNA 6330403K07 gene	2.4785519	up	2.7611928	up	1.1140347	down
1420837_at	Ntrk2	neurotrophic tyrosine kinase, receptor, type 2	2.4784615	up	2.2724154	up	1.0906729	up
1459888_at	LOC545261	hypothetical protein LOC545261	2.4759448	up	2.4802513	up	1.0017394	down
1455031_at	Cdc2l6	cell division cycle 2-like 6 (CDK8-like)	2.4755793	up	2.7353292	up	1.1049248	down
1437669_x_at	Ccrl1	Chemokine (C-C motif) receptor-like 1	2.4731054	up	3.0353107	up	1.2273277	down
1429997_at	4832441B07Rik	RIKEN cDNA 4832441B07 gene	2.4715977	up	2.8971095	up	1.1721606	down
1438702_at	Flrt2	fibronectin leucine rich transmembrane protein 2	2.4692028	up	3.332294	up	1.3495424	down
1417765_a_at	Amy1	amylase 1, salivary	2.4669883	up	2.8251445	up	1.1451794	down
1442140_at	Tnn	tenascin N	2.464272	up	2.911286	up	1.1813979	down
1445228_at	Spred1	Sprouty protein with EVH-1 domain 1, related sequence	2.4592254	up	2.7486434	up	1.1176866	down
1445546_at	AI844685	expressed sequence AI844685	2.459192	up	2.8529713	up	1.1601255	down
1441226_at	Spon1	spondin 1, (f-spondin) extracellular matrix protein	2.4571545	up	3.4854095	up	1.4184738	down
1427340_at	Rgs6	regulator of G-protein signaling 6	2.4557972	up	2.881804	up	1.1734699	down
1449306_at	Hsf2	heat shock factor 2	2.45334	up	2.0196993	up	1.2147055	up
1441627_at		Transcribed locus	2.449634	up	2.130854	up	1.1496022	up
1427584_at	Amot	angiomotin	2.4472528	up	2.967027	up	1.2123909	down
1425537_at	Ppm1a	protein phosphatase 1A, magnesium dependent, alpha isoform	2.4460552	up	2.178684	up	1.1227214	up
1438946_at	Pdgfra	platelet derived growth factor receptor, alpha polypeptide	2.4416473	up	2.1460145	up	1.1377591	up
1436805_at	Ubash3b	ubiquitin associated and SH3 domain containing, B	2.4286652	up	2.182267	up	1.1129093	up
1417600_at	Slc15a2	solute carrier family 15 (H+/peptide transporter), member 2	2.425551	up	2.43228	up	1.0027742	down
1440227_at	Slc5a3	solute carrier family 5 (inositol transporters), member 3	2.4223254	up	2.0770426	up	1.1662377	up
1439106_at	Zfp462	zinc finger protein 462	2.41343	up	2.3579333	up	1.0235361	up
1432935_at	5330433J24Rik	RIKEN cDNA 5330433J24 gene	2.4112997	up	2.1180909	up	1.1384306	up
1423516_a_at	Nid2	nidogen 2	2.4105937	up	3.0197778	up	1.2527112	down
1455833_at	Afap1l2	actin filament associated protein 1-like 2	2.4104168	up	2.2130587	up	1.0891789	up
1451236_at	Rerg	RAS-like, estrogen-regulated, growth-inhibitor	2.409178	up	3.9463432	up	1.6380454	down
1442676_at	Maoa	monoamine oxidase A	2.4080799	up	2.1732004	up	1.10808	up
1447987_at	Letm2	leucine zipper-EF-hand containing transmembrane protein 2	2.406136	up	2.0729835	up	1.1607115	up
1439774_at	Prrx1	paired related homeobox 1	2.4002154	up	2.316515	up	1.0361321	up
1421106_at	Jag1	jagged 1	2.3997977	up	2.601641	up	1.0841085	down
1432831_at	Ccdc138	coiled-coil domain containing 138	2.3965137	up	2.2773602	up	1.0523208	up
1435361_at	Sema3g	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G	2.3961139	up	4.202597	up	1.7539221	down
1420720_at	LOC100044234 /// Nptx2	neuronal pentraxin 2 /// hypothetical protein LOC100044234	2.393776	up	2.3768287	up	1.0071303	up
1453381_at	C030033M12Rik /// Rsf1	RIKEN cDNA C030033M12 gene /// remodeling and spacing factor 1	2.3928447	up	2.5061738	up	1.0473617	down
1429893_at	Il17rd	interleukin 17 receptor D	2.39182	up	2.973988	up	1.2433996	down
1435716_x_at	Snrpn /// Snurf	small nuclear ribonucleoprotein N /// SNRPN upstream reading frame	2.3817935	up	3.11569	up	1.3081276	down
1423352_at	Crispld1	cysteine-rich secretory protein LCCL domain containing 1	2.381102	up	2.577715	up	1.0825721	down
1458984_at		Transcribed locus	2.3801615	up	2.749524	up	1.1551839	down
1441894_s_at	Grasp	GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein	2.3791816	up	2.8669693	up	1.2050233	down
1455140_at	Pitpnm3	PITPNM family member 3	2.3769917	up	2.7738256	up	1.166948	down
1423756_s_at	Igfbp4	insulin-like growth factor binding protein 4	2.3752053	up	2.2475412	up	1.0568017	up
1447422_at		Transcribed locus	2.3720887	up	2.7318182	up	1.1516511	down
1417602_at	Per2	period homolog 2 (Drosophila)	2.371874	up	3.0054345	up	1.2671138	down
1431780_at	1700021K14Rik	RIKEN cDNA 1700021K14 gene	2.37047	up	2.0783086	up	1.1405765	up
1430233_a_at	Nhedc1	Na+/H+ exchanger domain containing 1	2.369617	up	3.3856494	up	1.4287748	down
1438915_at	6720401G13Rik	RIKEN cDNA 6720401G13 gene	2.3657155	up	2.0006852	up	1.1824526	up
1443161_at			2.3631291	up	2.050177	up	1.1526464	up
1421065_at	Jak2	Janus kinase 2	2.361174	up	3.3936565	up	1.4372749	down
1435931_at		Transcribed locus	2.3568702	up	2.9328902	up	1.2444005	down
1432331_a_at	Prrx2	paired related homeobox 2	2.355959	up	2.6897485	up	1.1416788	down
1452232_at	Galnt7	UDP-N-acetyl-alpha-D-galactosamine: polypeptide N-acetylgalactosaminyltransferase 7	2.349973	up	2.0363872	up	1.1539913	up
1425071_s_at	Ntrk3	neurotrophic tyrosine kinase, receptor, type 3	2.3494334	up	3.1444304	up	1.3383781	down
1435261_at	Tmtc1	transmembrane and tetratricopeptide repeat containing 1	2.349319	up	4.131292	up	1.7585063	down
1429051_s_at	Sox11	SRY-box containing gene 11	2.3477514	up	3.8538127	up	1.6414909	down
1456983_at		Transcribed locus	2.3467543	up	2.2353783	up	1.0498242	up
1448093_s_at	C77405	expressed sequence C77405	2.3453467	up	2.0050237	up	1.1697351	up
1416454_s_at	Acta2	actin, alpha 2, smooth muscle, aorta	2.3443377	up	2.4263175	up	1.0349692	down
1427258_at	Trim24	tripartite motif-containing 24	2.339112	up	2.788866	up	1.1922756	down
1440955_at	Crim2	cysteine rich BMP regulator 2 (chordin like)	2.3321135	up	2.0979176	up	1.1116326	up
1434675_at	1700065O13Rik	RIKEN cDNA 1700065O13 gene	2.3204224	up	2.1088526	up	1.1003246	up
1446858_at	AU022245	expressed sequence AU022245	2.3198442	up	2.1589026	up	1.0745479	up
1424755_at	Hip1	huntingtin interacting protein 1	2.3130615	up	2.6815424	up	1.1593044	down
1437127_at	A630033E08Rik	RIKEN cDNA A630033E08 gene	2.3120847	up	2.1650262	up	1.0679245	up
1449455_at	Hck	hemopoietic cell kinase	2.309985	up	3.7895854	up	1.6405237	down
1452696_a_at	4933439C10Rik	RIKEN cDNA 4933439C10 gene	2.3093686	up	2.3669612	up	1.0249387	down
1439293_at	BC031353	cDNA sequence BC031353	2.305274	up	2.4190562	up	1.0493573	down
1439644_at		Transcribed locus	2.30518	up	2.6566737	up	1.1524798	down
1450135_at	Fzd3	frizzled homolog 3 (Drosophila)	2.2963855	up	2.079766	up	1.1041558	up
1460163_at	C1qtnf7	C1q and tumor necrosis factor related protein 7	2.293488	up	2.456718	up	1.071171	down
1446622_at	A330068G13Rik	RIKEN cDNA A330068G13 gene	2.2934382	up	2.4507062	up	1.068573	down
1454114_a_at	Nhedc1	Na+/H+ exchanger domain containing 1	2.2878168	up	3.7080176	up	1.6207669	down
1428403_at	2410025L10Rik	RIKEN cDNA 2410025L10 gene	2.2865713	up	2.11072	up	1.0833135	up
1431731_at	Bnip2	BCL2/adenovirus E1B interacting protein 1, NIP2	2.2820728	up	2.3617477	up	1.0349134	down
1423595_at	Mina	myc induced nuclear antigen	2.281665	up	2.569246	up	1.1260399	down
1436194_at	Prelid2	PRELI domain containing 2	2.276437	up	2.9813337	up	1.3096491	down
1425575_at	Epha3	Eph receptor A3	2.27525	up	2.495067	up	1.0966122	down
1422912_at	Bmp4	bone morphogenetic protein 4	2.2711024	up	2.500215	up	1.1008817	down
1434705_at	Ctbp2	C-terminal binding protein 2	2.2527297	up	2.4006264	up	1.0656523	down
1441771_at		Transcribed locus, strongly similar to NP_033556.2 alpha thalassemia/mental retardation syndrome X-linked homolog [Mus musculus]	2.2521155	up	2.065547	up	1.0903239	up
1437149_at	Slc6a6	solute carrier family 6 (neurotransmitter transporter, taurine), member 6	2.2509198	up	2.3014197	up	1.0224352	down
1422887_a_at	Ctbp2	C-terminal binding protein 2	2.2508743	up	2.3303049	up	1.0352888	down
1436326_at	Rora	RAR-related orphan receptor alpha	2.2484033	up	2.817607	up	1.253159	down
1448737_at	Tspan7	tetraspanin 7	2.2462606	up	2.9932954	up	1.3325682	down
1447975_a_at	LOC545261	hypothetical protein LOC545261	2.2448602	up	2.472601	up	1.1014498	down
1429464_at	Prkaa2	protein kinase, AMP-activated, alpha 2 catalytic subunit	2.2444873	up	2.048052	up	1.0959132	up
1445384_at	Riok2	RIO kinase 2 (yeast)	2.240018	up	2.0864031	up	1.0736265	up
1439820_at		Transcribed locus	2.2373202	up	2.2816992	up	1.0198358	down
1418051_at	Ephb6	Eph receptor B6	2.2350895	up	3.9378579	up	1.7618345	down
1433825_at	Ntrk3	neurotrophic tyrosine kinase, receptor, type 3	2.2345903	up	2.3489563	up	1.0511799	down
1436577_at	Arhgef9	Cdc42 guanine nucleotide exchange factor (GEF) 9	2.2332208	up	2.0637996	up	1.0820919	up
1421096_at	Trpc1	transient receptor potential cation channel, subfamily C, member 1	2.2330518	up	2.1193316	up	1.0536585	up
1443709_at			2.230208	up	2.7710469	up	1.2425061	down
1431225_at		Mus musculus, clone IMAGE:6394389, mRNA	2.226528	up	3.1073902	up	1.3956215	down
1420148_at	Slc6a6	solute carrier family 6 (neurotransmitter transporter, taurine), member 6	2.2221313	up	2.1466153	up	1.035179	up
1418500_at	Nap1l3	nucleosome assembly protein 1-like 3	2.216693	up	2.6805875	up	1.2092733	down
1428940_at	Gnaq	guanine nucleotide binding protein, alpha q polypeptide	2.2134976	up	2.027565	up	1.0917025	up
1424455_at	Gprasp1	G protein-coupled receptor associated sorting protein 1	2.2104423	up	2.1733575	up	1.0170634	up
1436798_at		CDNA clone IMAGE:5039327	2.20932	up	2.2230518	up	1.0062153	down
1422640_at	Pcdhb9	protocadherin beta 9	2.2041895	up	2.4761522	up	1.1233844	down
1417145_at	Nfxl1	nuclear transcription factor, X-box binding-like 1	2.1965156	up	2.4590795	up	1.1195365	down
1435904_at	Eif2c3	eukaryotic translation initiation factor 2C, 3	2.1909785	up	2.3285193	up	1.062776	down
1441023_at	Eif2s2	eukaryotic translation initiation factor 2, subunit 2 (beta)	2.1884925	up	2.2333636	up	1.0205033	down
1438819_at		Transcribed locus	2.181687	up	2.2643769	up	1.0379016	down
1427542_at	Sobp	sine oculis-binding protein homolog (Drosophila)	2.1766818	up	2.2403812	up	1.0292645	down
1446272_at	Pctk2	PCTAIRE-motif protein kinase 2	2.1703057	up	2.590448	up	1.1935866	down
1431418_at	C030026M15Rik	RIKEN cDNA C030026M15 gene	2.170067	up	2.40327	up	1.1074636	down
1435465_at	Kbtbd11	kelch repeat and BTB (POZ) domain containing 11	2.1699517	up	3.047775	up	1.4045358	down
1452471_at	Il17rd	interleukin 17 receptor D	2.165971	up	2.464012	up	1.1376016	down
1441494_at			2.1605546	up	3.869229	up	1.7908498	down
1455079_at	Dcun1d4	DCN1, defective in cullin neddylation 1, domain containing 4 (S. cerevisiae)	2.1558125	up	2.4568803	up	1.1396539	down
1433514_at	Etnk1	ethanolamine kinase 1	2.1532717	up	2.027353	up	1.06211	up
1426054_at	Npy1r	neuropeptide Y receptor Y1	2.1468046	up	2.215336	up	1.0319226	down
1426541_a_at	Endod1	endonuclease domain containing 1	2.1461394	up	2.6202748	up	1.2209249	down
1426670_at	Agrn	agrin	2.134429	up	2.637273	up	1.2355871	down
1454826_at	Zbtb11	zinc finger and BTB domain containing 11	2.1297488	up	2.1668081	up	1.0174007	down
1441977_at	9630023C09Rik	RIKEN cDNA 9630023C09 gene	2.1290424	up	2.2052503	up	1.0357944	down
1427672_a_at	Utx	ubiquitously transcribed tetratricopeptide repeat gene, X chromosome	2.1288538	up	2.1500783	up	1.00997	down
1437137_at	6430550H21Rik	RIKEN cDNA 6430550H21 gene	2.1279502	up	2.0643647	up	1.0308014	up
1429974_at	Tbx18	T-box18	2.1274314	up	2.1041322	up	1.0110731	up
1429810_at	4921505C17Rik	RIKEN cDNA 4921505C17 gene	2.1268501	up	2.1322713	up	1.0025489	down
1445282_at			2.123703	up	2.080739	up	1.0206485	up
1445509_at		Transcribed locus	2.1231408	up	2.156079	up	1.0155139	down
1417862_at	A830059I20Rik	RIKEN cDNA A830059I20 gene	2.1201868	up	2.5600188	up	1.2074497	down
1430066_at	4930589M24Rik	RIKEN cDNA 4930589M24 gene	2.1118145	up	2.1062155	up	1.0026584	up
1420909_at	Vegfa	vascular endothelial growth factor A	2.1073027	up	2.0092556	up	1.0487977	up
1433501_at	Ctso	cathepsin O	2.106299	up	2.1722434	up	1.0313083	down
1453247_at	Zfp618	zinc fingerprotein 618	2.1023223	up	2.477254	up	1.1783415	down
1449131_s_at	Cd1d1	CD1d1 antigen	2.098473	up	2.2708032	up	1.0821216	down
1446234_at		Transcribed locus	2.0959482	up	2.3107266	up	1.102473	down
1427385_s_at	Actn1	actinin, alpha 1	2.0866013	up	2.0914242	up	1.0023115	down
1438106_at		Transcribed locus	2.0844028	up	2.3566058	up	1.1305904	down
1427359_at	Jhdm1d	jumonji C domain-containing histone demethylase 1 homolog D (S. cerevisiae)	2.0790403	up	2.150387	up	1.0343173	down
1428854_at	Tmed8	transmembrane emp24 domain containing 8	2.07597	up	2.4830403	up	1.1960868	down
1438033_at	Tef	thyrotroph embryonic factor	2.0732841	up	2.122297	up	1.0236403	down
