Probe Set ID	Gene Symbol	Gene Title	Fold change([GFP+CD133+] vs [GFP-CD133-])	Regulation([GFP+CD133+] vs [GFP-CD133-])	Fold change([GFP-CD133+] vs [GFP-CD133-])	Regulation ([GFP-CD133+] vs [GFP-CD133-])	Fold change([GFP+CD133+] vs [GFP-CD133+])	Regulation([GFP+CD133+] vs [GFP-CD133+])
1452415_at	Actn1	actinin, alpha 1	1.3830184	down	2.2535162	up	1.6294187	up
1438048_at	Myct1	myc target 1	4.4293156	down	2.2531574	up	1.965826	down
1455124_at	Trim68	tripartite motif-containing 68	1.2563214	down	2.2516332	up	1.7922429	up
1427182_s_at	D18Ertd653e	DNA segment, Chr 18, ERATO Doi 653, expressed	1.8066877	down	2.251321	up	1.2461041	up
1424967_x_at	Tnnt2	troponin T2, cardiac	1.5320269	down	2.2491329	up	1.4680766	up
1439540_at	38412	membrane-associated ring finger (C3HC4) 2	1.1410187	down	2.2477803	up	1.9699767	up
1423690_s_at	Gpsm1	G-protein signalling modulator 1 (AGS3-like, C. elegans)	1.364406	down	2.2461853	up	1.6462734	up
1424076_at	Gdpd1	glycerophosphodiester phosphodiesterase domain containing 1	1.7696596	down	2.2456346	up	1.2689642	up
1431201_at	Slc25a27	solute carrier family 25, member 27	2.1625748	down	2.24562	up	1.0384011	up
1435880_at	Ankrd50	ankrin repeat domain 50	1.1648072	down	2.2440026	up	1.9265014	up
1422038_a_at	Tnfrsf22	tumor necrosis factor receptor superfamily, member 22	2.905744	down	2.2378407	up	1.2984588	down
1449248_at	Clcn2	chloride channel 2	1.3487949	down	2.235489	up	1.6573972	up
1434359_at	6330500D04Rik	RIKEN cDNA 6330500D04 gene	2.0299087	down	2.2350593	up	1.101064	up
1444602_at		Transcribed locus	1.9834495	down	2.2332134	up	1.1259241	up
1430285_at	4930402H24Rik /// LOC100048706	RIKEN cDNA 4930402H24 gene /// similar to PKC-potentiated PP1 inhibitory protein	1.2776893	down	2.2319272	up	1.7468464	up
1450391_a_at	Mgll	monoglyceride lipase	1.4362783	down	2.231775	up	1.5538596	up
1435823_x_at	Egfl7	EGF-like domain 7	4.199546	down	2.2295551	up	1.88358	down
1455840_at	Rapgef5	Rap guanine nucleotide exchange factor (GEF) 5	4.122082	down	2.2294393	up	1.8489325	down
1443902_at	6430573F11Rik	RIKEN cDNA 6430573F11 gene	1.2477821	down	2.2285817	up	1.7860343	up
1453622_s_at	Mllt3	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3	1.8011341	down	2.2283266	up	1.2371798	up
1450250_at	Otud7a	OTU domain containing 7A	1.3190695	down	2.226959	up	1.6882802	up
1442424_at		Transcribed locus	1.5147611	down	2.2268097	up	1.4700731	up
1417279_at	Itpr1	inositol 1,4,5-triphosphate receptor 1	1.1382898	down	2.2267718	up	1.9562433	up
1435673_at	AI448005	expressed sequence AI448005	1.7706934	down	2.2260988	up	1.2571905	up
1420277_at			2.026353	down	2.2239048	up	1.0974914	up
1447264_at	Rab11fip1	RAB11 family interacting protein 1 (class I)	1.8704282	down	2.2221818	up	1.1880605	up
1438060_at	Npas3	neuronal PAS domain protein 3	2.1899114	down	2.2175846	up	1.0126367	up
1430391_a_at	St8sia4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	2.9625907	down	2.2156622	up	1.337113	down
1443941_at	Gm447	gene model 447, (NCBI)	2.1133778	down	2.2140608	up	1.0476408	up
1440875_a_at	Rsad1	radical S-adenosyl methionine domain containing 1	1.4701914	down	2.2106125	up	1.5036222	up
1441787_at		Transcribed locus	1.4661425	down	2.205613	up	1.5043646	up
1437065_at	Zbtb20	zinc finger and BTB domain containing 20	1.6592265	down	2.2049828	up	1.3289222	up
1438078_at	Dgke	diacylglycerol kinase, epsilon	1.1111516	down	2.2048755	up	1.9843158	up
1430025_at	Ppp3cc	protein phosphatase 3, catalytic subunit, gamma isoform	1.3877869	down	2.204699	up	1.5886438	up
1451838_a_at	Tc2n	tandem C2 domains, nuclear	3.1040206	down	2.2045128	up	1.4080302	down
1432750_at	Zfp711	zinc finger protein 711	1.1235783	down	2.202773	up	1.9604982	up
1438169_a_at	Frmd4b	FERM domain containing 4B	2.3868906	down	2.2002354	up	1.0848342	down
1441359_at	Zcchc11	zinc finger, CCHC domain containing 11	1.287275	down	2.200047	up	1.7090731	up
1447915_x_at	Tmem204	transmembrane protein 204	1.554457	down	2.1998057	up	1.4151601	up
1425903_at	Sema6a	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A	1.331784	down	2.1986704	up	1.6509212	up
1453360_a_at	Tex9	testis expressed gene 9	1.3877031	down	2.1952696	up	1.5819448	up
1443325_at		Transcribed locus	1.4196914	down	2.1932616	up	1.5448861	up
1436384_at	Rps10	ribosomal protein S10	1.2952493	down	2.1905117	up	1.6911892	up
1436458_at	Sema6a	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A	1.2367715	down	2.1866257	up	1.7680111	up
1435123_at	Efr3b	EFR3 homolog B (S. cerevisiae)	1.5623618	down	2.1862788	up	1.3993421	up
1430286_s_at	4930402H24Rik /// LOC100044150 /// LOC100048706 /// Ppp1r14c	protein phosphatase 1, regulatory (inhibitor) subunit 14c /// RIKEN cDNA 4930402H24 gene /// hypothetical protein LOC100044150 /// similar to PKC-potentiated PP1 inhibitory protein	1.2335135	down	2.1862404	up	1.7723686	up
1440849_at		Transcribed locus	2.2869036	down	2.1853747	up	1.0464584	down
1447204_at			1.2382059	down	2.1848507	up	1.7645295	up
1452151_at	Gramd4	GRAM domain containing 4	1.3658216	down	2.1846328	up	1.5995009	up
1426015_s_at	Asph	aspartate-beta-hydroxylase	1.0997733	down	2.183279	up	1.9852085	up
1436638_at	6720401G13Rik	RIKEN cDNA 6720401G13 gene	1.2401878	down	2.1806917	up	1.7583559	up
1454727_at	Afap1l1	actin filament associated protein 1-like 1	2.5382924	down	2.180127	up	1.1642866	down
1453128_at	Lyve1	lymphatic vessel endothelial hyaluronan receptor 1	2.7176461	down	2.1783779	up	1.2475551	down
1426825_at	Fmnl3	formin-like 3	1.3394394	down	2.176954	up	1.6252724	up
1419965_at		Transcribed locus, strongly similar to NP_001004400.1 tubulin, beta 2B [Gallus gallus]	1.5730954	down	2.1751044	up	1.3826907	up
1418209_a_at	Pfn2	profilin 2	1.1863606	down	2.1729581	up	1.8316169	up
1428344_at	Ppapdc2	phosphatidic acid phosphatase type 2 domain containing 2	1.3740749	down	2.1698053	up	1.5791025	up
1435294_at	Mtmr11	myotubularin related protein 11	1.8437219	down	2.1695309	up	1.1767128	up
1420087_at	Fzd3	Frizzled homolog 3 (Drosophila)	1.2998589	down	2.1673927	up	1.6674062	up
1417801_a_at	Ppfibp2	protein tyrosine phosphatase, receptor-type, F interacting protein, binding protein 2	1.8296565	down	2.164837	up	1.1831931	up
1439251_at	LOC100042616	hypothetical protein LOC100042616	1.4779581	down	2.161858	up	1.462733	up
1456482_at	Pik3r3	phosphatidylinositol 3 kinase, regulatory subunit, polypeptide 3 (p55)	1.4769921	down	2.1612103	up	1.463251	up
1434669_at	Ralgps1	Ral GEF with PH domain and SH3 binding motif 1	1.6244763	down	2.161026	up	1.3302909	up
1456603_at	1500005K14Rik	RIKEN cDNA 1500005K14 gene	1.2959372	down	2.1604183	up	1.6670702	up
1427500_at	Spcs1	signal peptidase complex subunit 1 homolog (S. cerevisiae)	1.9384519	down	2.1590695	up	1.1138114	up
1425538_x_at	Ceacam1	CEA-related cell adhesion molecule 1	1.7007194	down	2.1584773	up	1.2691555	up
1436207_at	Tcf3	transcription factor 3	1.5143032	down	2.158015	up	1.4250878	up
1456217_at	Ubfd1	ubiquitin family domain containing 1	1.421627	down	2.1462867	up	1.5097395	up
1420276_x_at	Mmrn2	multimerin 2	2.2451491	down	2.145826	up	1.0462866	down
1456480_at	Fry	furry homolog (Drosophila)	1.9531019	down	2.1433265	up	1.0973963	up
1438808_at	Trp53	transformation related protein 53	1.2519717	down	2.14328	up	1.7119238	up
1435432_at	Centg2	centaurin, gamma 2	1.7891055	down	2.1416273	up	1.1970379	up
1418634_at	Notch1	Notch gene homolog 1 (Drosophila)	1.7255713	down	2.1411157	up	1.2408154	up
1449078_at	St3gal6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6	2.3627489	down	2.140855	up	1.1036472	down
1450395_at	Slc22a5	solute carrier family 22 (organic cation transporter), member 5	1.3697592	down	2.1327186	up	1.5570024	up
1454850_at	Tbc1d10c	TBC1 domain family, member 10c	2.1046302	down	2.1325088	up	1.0132463	up
1449125_at	Tnfaip8l1	tumor necrosis factor, alpha-induced protein 8-like 1	2.6147003	down	2.1324985	up	1.2261205	down
1449888_at	Epas1 /// LOC100048537	endothelial PAS domain protein 1 /// similar to Endothelial PAS domain protein 1	3.4952435	down	2.1305673	up	1.6405225	down
1415758_at	Fryl	furry homolog-like (Drosophila)	1.2902881	down	2.1300113	up	1.6508027	up
1423407_a_at	Fbln2	fibulin 2	1.0801222	down	2.1285877	up	1.9706914	up
1437184_at	Guf1	GUF1 GTPase homolog (S. cerevisiae)	1.4227971	down	2.1283762	up	1.4959098	up
1418109_at	Gspt2	G1 to S phase transition 2	1.6395677	down	2.127936	up	1.297864	up
1423689_a_at	Gpsm1	G-protein signalling modulator 1 (AGS3-like, C. elegans)	1.1470315	down	2.1272485	up	1.8545686	up
1436151_x_at	BC031781	cDNA sequence BC031781	1.2776561	down	2.126292	up	1.6642132	up
1457316_at	Mtap6	microtubule-associated protein 6	1.1873344	down	2.1258676	up	1.7904539	up
1440461_at		Transcribed locus	1.3947967	down	2.1210752	up	1.5207055	up
1435927_at	Dennd3	DENN/MADD domain containing 3	1.3338485	down	2.1186266	up	1.5883564	up
1423585_at	Igfbp7	insulin-like growth factor binding protein 7	1.6972518	down	2.1174276	up	1.2475625	up
1431772_a_at	Itsn2	intersectin 2	1.1001445	down	2.1165793	up	1.9239101	up
1451475_at	Plxnd1	plexin D1	1.275709	down	2.1129987	up	1.6563329	up
1454334_at	Zfp711	zinc finger protein 711	1.2257028	down	2.1129777	up	1.7238908	up
1449730_s_at	Fzd3	frizzled homolog 3 (Drosophila)	1.2218813	down	2.1101167	up	1.7269409	up
1453419_at	Mras	muscle and microspikes RAS	1.1039164	down	2.1093888	up	1.9108229	up
1443867_at	Ankrd12 /// Ankrd12-like	ankyrin repeat domain 12-like /// ankyrin repeat domain 12	1.3353829	down	2.1092243	up	1.5794903	up
1439045_x_at	Tc2n	tandem C2 domains, nuclear	3.2702734	down	2.1025405	up	1.5553914	down
1422906_at	Abcg2	ATP-binding cassette, sub-family G (WHITE), member 2	1.354477	down	2.1020536	up	1.5519303	up
1453465_x_at	4930402H24Rik /// LOC100048706	RIKEN cDNA 4930402H24 gene /// similar to PKC-potentiated PP1 inhibitory protein	1.1965399	down	2.1000645	up	1.7551144	up
1448890_at	Klf2	Kruppel-like factor 2 (lung)	1.0629296	down	2.0996702	up	1.9753615	up
1429363_at	Vps37a	vacuolar protein sorting 37A (yeast)	1.0879629	down	2.0981188	up	1.9284836	up
1432598_at	Gmcl1	germ cell-less homolog 1 (Drosophila)	2.1409855	down	2.0980418	up	1.0204686	down
1436247_at	Ints2	integrator complex subunit 2	1.4222225	down	2.0954893	up	1.4733905	up
1458273_at	Hnrnpd	heterogeneous nuclear ribonucleoprotein D	1.199036	down	2.0951302	up	1.7473456	up
1430826_s_at	Gcnt2	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme	1.3622096	down	2.094545	up	1.5376085	up
1435975_at	Dennd4a	DENN/MADD domain containing 4A	1.5457928	down	2.0940268	up	1.3546621	up
1452352_at	Ctla2b	cytotoxic T lymphocyte-associated protein 2 beta	3.2697308	down	2.093723	up	1.5616827	down
1423584_at	Igfbp7	insulin-like growth factor binding protein 7	1.4974338	down	2.086212	up	1.3931915	up
1455986_at	Zdhhc17	zinc finger, DHHC domain containing 17	1.4450159	down	2.0817888	up	1.4406683	up
1422945_a_at	Kif5c	kinesin family member 5C	1.1273466	down	2.080991	up	1.8459194	up
1439493_at	Zfp827	zinc finger protein 827	1.2782811	down	2.0806828	up	1.6277193	up
1442963_at	Plcg1	Phospholipase C, gamma 1	1.2201766	down	2.0800002	up	1.7046714	up
1437111_at	Zc3h12c	zinc finger CCCH type containing 12C	1.5551171	down	2.0799098	up	1.3374617	up
1444482_at	A130078K24Rik	RIKEN cDNA A130078K24 gene	1.5552897	down	2.0777757	up	1.3359412	up
1456423_at	Mbd5	methyl-CpG binding domain protein 5	1.6276381	down	2.0760345	up	1.2754891	up
1436827_at	Gm944	gene model 944, (NCBI)	1.490595	down	2.0730808	up	1.390774	up
1429138_at	Npas3	neuronal PAS domain protein 3	1.9940372	down	2.0725946	up	1.0393963	up
1417994_a_at	Accn1	amiloride-sensitive cation channel 1, neuronal (degenerin)	1.933525	down	2.0720086	up	1.0716224	up
1444317_at	Pcdh15	protocadherin 15	1.2268914	down	2.0707889	up	1.6878339	up
1429638_at	Wrnip1	Werner helicase interacting protein 1	2.1288645	down	2.0707495	up	1.0280648	down
1448862_at	Icam2	intercellular adhesion molecule 2	2.4970298	down	2.0684452	up	1.2072014	down
1459104_at	Bub3	budding uninhibited by benzimidazoles 3 homolog (S. cerevisiae)	1.8090127	down	2.0673397	up	1.1428	up
1448469_at	Nid1	nidogen 1	1.1392218	down	2.065252	up	1.812862	up
1456271_at	Gm944	gene model 944, (NCBI)	1.5749359	down	2.0646627	up	1.3109504	up
1432836_at	4833410I11Rik	RIKEN cDNA 4833410I11 gene	2.6398935	down	2.0634665	up	1.2793489	down
1423571_at	S1pr1	sphingosine-1-phosphate receptor 1	2.3005092	down	2.0607772	up	1.1163309	down
1417396_at	Podxl	podocalyxin-like	2.5463529	down	2.0607424	up	1.2356483	down
1450852_s_at	F2r	coagulation factor II (thrombin) receptor	1.1313188	down	2.0604184	up	1.8212534	up
1429916_at	9530077C05Rik	RIKEN cDNA 9530077C05 gene	1.0934428	down	2.0582829	up	1.8823873	up
1431480_at	4833419E13Rik	RIKEN cDNA 4833419E13 gene	2.3138876	down	2.0560741	up	1.1253911	down
1427982_s_at	Syne2	synaptic nuclear envelope 2	1.572888	down	2.0554883	up	1.3068243	up
1426108_s_at	Cacnb1	calcium channel, voltage-dependent, beta 1 subunit	1.2063929	down	2.0553606	up	1.7037241	up
1448260_at	Uchl1	ubiquitin carboxy-terminal hydrolase L1	1.7131788	down	2.0550327	up	1.1995437	up
1440652_at	Ankrd44	ankyrin repeat domain 44	1.7395288	down	2.0524461	up	1.1798862	up
1440455_at		Transcribed locus	1.4607197	down	2.0519834	up	1.4047755	up
1418633_at	Notch1	Notch gene homolog 1 (Drosophila)	1.473926	down	2.05158	up	1.391915	up
1437880_at	Lbxcor1	ladybird homeobox 1 homolog (Drosophila) corepressor 1	1.2406017	down	2.048431	up	1.6511593	up
1434115_at	Cdh13	cadherin 13	1.5675613	down	2.0479128	up	1.3064325	up
1447927_at	EG634650 /// LOC626578 /// Mpa2l	macrophage activation 2 like /// macrophage activation 2 like LOC626578 /// predicted gene, EG634650	3.0521393	down	2.046477	up	1.4914116	down
1460655_a_at	Ubp1	upstream binding protein 1	1.1745963	down	2.0462599	up	1.7420963	up
1431805_a_at	Rhpn2	rhophilin, Rho GTPase binding protein 2	3.8927834	down	2.0451803	up	1.9033936	down
1455425_at	BB001228	expressed sequence BB001228	1.672823	down	2.0447822	up	1.2223542	up
1444048_at			2.2669847	down	2.0441856	up	1.1089916	down
1433935_at	AU020206	expressed sequence AU020206	1.2605039	down	2.0439136	up	1.6215051	up
1454159_a_at	Igfbp2	insulin-like growth factor binding protein 2	2.2244534	down	2.0433688	up	1.0886205	down
1460239_at	Tspan13	tetraspanin 13	3.0952907	down	2.04232	up	1.5155756	down
1446053_at			1.3639973	down	2.0419998	up	1.4970702	up
1415940_at	Zfand2a	zinc finger, AN1-type domain 2A	1.2888472	down	2.041716	up	1.5841414	up
1425791_at	Pon2	paraoxonase 2	1.1195651	down	2.0373533	up	1.8197721	up
1418603_at	Avpr1a	arginine vasopressin receptor 1A	1.3018975	down	2.0363548	up	1.5641437	up
1456937_at	Cdh26	cadherin-like 26	1.7038305	down	2.0359843	up	1.1949453	up
1450683_at	Tagln3	transgelin 3	1.0318756	down	2.0350392	up	1.9721751	up
1421545_a_at	Syne1	synaptic nuclear envelope 1	2.0841274	down	2.0346081	up	1.0243385	down
1437123_at	Mmrn2	multimerin 2	2.0273554	down	2.034496	up	1.0035223	up
1455626_at	Hoxa9	homeo box A9	1.7763044	down	2.0322735	up	1.1441021	up
1430994_at	38415	membrane-associated ring finger (C3HC4) 5	1.0167458	down	2.0318613	up	1.9983965	up
1443824_s_at	Car7	carbonic anhydrase 7	1.9973012	down	2.0309193	up	1.0168318	up
1456070_at	Ptprg	protein tyrosine phosphatase, receptor type, G	1.2962708	down	2.0301192	up	1.5661225	up
1440087_at			1.5004072	down	2.0300121	up	1.352974	up
1437372_at	Cpsf6	cleavage and polyadenylation specific factor 6	1.3227186	down	2.028158	up	1.5333253	up
1422344_s_at	Tnfrsf10b	tumor necrosis factor receptor superfamily, member 10b	1.6654999	down	2.028141	up	1.2177372	up
1434997_at	Cdc2l6	cell division cycle 2-like 6 (CDK8-like)	1.3789619	down	2.028112	up	1.4707526	up
1439857_at		Transcribed locus	1.0853878	down	2.0245428	up	1.8652712	up
1432436_a_at	Ak3	adenylate kinase 3	2.0078704	down	2.024024	up	1.0080451	up
1455468_at		Transcribed locus	1.1689827	down	2.023629	up	1.7311026	up
1444627_at			1.3111857	down	2.021865	up	1.5420127	up
1426411_a_at	C230082I21Rik /// Strbp	spermatid perinuclear RNA binding protein /// RIKEN cDNA C230082I21 gene	2.3957126	down	2.0211263	up	1.1853354	down
1457116_at	Rexo1	REX1, RNA exonuclease 1 homolog (S. cerevisiae)	1.2990905	down	2.0210733	up	1.5557603	up
1455021_at	Gabbr1	gamma-aminobutyric acid (GABA-B) receptor, 1	1.0113726	down	2.018707	up	1.9960073	up
1417782_at	Lass4	LAG1 homolog, ceramide synthase 4	1.0472791	down	2.0171423	up	1.9260792	up
1453432_at	1700007G11Rik	RIKEN cDNA 1700007G11 gene	1.2674646	down	2.0168564	up	1.5912526	up
1435230_at	Ankrd12 /// Ankrd12-like	ankyrin repeat domain 12-like /// ankyrin repeat domain 12	1.2585218	down	2.0163085	up	1.6021243	up
1421595_at	9630031F12Rik	RIKEN cDNA 9630031F12 gene	1.2168746	down	2.0142002	up	1.6552241	up
1438437_a_at	4933439C10Rik	RIKEN cDNA 4933439C10 gene	1.3388416	down	2.0124788	up	1.5031494	up
1444908_at	Habp4	hyaluronic acid binding protein 4	1.917469	down	2.0123775	up	1.0494967	up
1422040_at	Sema7a	sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A	2.2062495	down	2.011926	up	1.0965859	down
1444168_at	Xpr1	xenotropic and polytropic retrovirus receptor 1	1.3409252	down	2.0117776	up	1.5002908	up
1437724_x_at	Pitpnm1	phosphatidylinositol membrane-associated 1	1.0196891	down	2.0105748	up	1.971753	up
1425514_at	Pik3r1	phosphatidylinositol 3-kinase, regulatory subunit, polypeptide 1 (p85 alpha)	1.2370075	down	2.0083268	up	1.6235365	up
1430576_at	Tpp2	tripeptidyl peptidase II	1.1987334	down	2.0064461	up	1.673805	up
1444402_at	Zc3h12c	zinc finger CCCH type containing 12C	1.6557058	down	2.0060155	up	1.2115773	up
1453422_a_at	1110020G09Rik	RIKEN cDNA 1110020G09 gene	1.4149575	down	2.0053053	up	1.4172193	up
1442519_at			1.4922359	down	2.0034492	up	1.342582	up
1439194_at	C030048H21Rik	RIKEN cDNA C030048H21 gene	1.780364	down	2.0009904	up	1.1239221	up
1439673_at	E230008O15Rik	RIKEN cDNA E230008O15 gene	1.2058947	down	2.000986	up	1.6593373	up
1422643_at	Moxd1	monooxygenase, DBH-like 1	4.0560603	up	6.3836675	down	1.5738591	down
1440523_at		retinal short chain dehydrogenase reductase 2	3.2079625	up	5.648689	down	1.7608337	down
1428485_at	Car12	carbonic anyhydrase 12	4.1886334	up	5.576584	down	1.331361	down
1425452_s_at	AW125753 /// Ptprj	protein tyrosine phosphatase, receptor type, J /// expressed sequence AW125753	2.8117027	up	5.5195704	down	1.9630704	down
1434606_at	Erbb3	v-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian)	7.983706	up	5.5174174	down	1.4470006	up
1418492_at	Grem2	gremlin 2 homolog, cysteine knot superfamily (Xenopus laevis)	3.4888353	up	5.3938403	down	1.546029	down
1439183_at	Asah3	N-acylsphingosine amidohydrolase (alkaline ceramidase) 3	3.7365382	up	5.046727	down	1.3506423	down
1438989_s_at	B130021B11Rik	RIKEN cDNA B130021B11 gene	4.020782	up	4.667743	down	1.1609043	down
1442226_at	LOC100044162 /// Sema3e	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E /// hypothetical protein LOC100044162	3.257797	up	4.6401653	down	1.4243261	down
1422926_at	Mc2r	melanocortin 2 receptor	5.163424	up	4.5976534	down	1.1230564	up
1449468_at	St6galnac5	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	3.3744488	up	4.4805455	down	1.3277858	down
1435670_at	Tcfap2b	transcription factor AP-2 beta	3.5211766	up	4.26968	down	1.212572	down
1437558_at	B130021B11Rik	RIKEN cDNA B130021B11 gene	4.335842	up	4.032999	down	1.0750914	up
1425906_a_at	LOC100044162 /// Sema3e	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E /// hypothetical protein LOC100044162	2.6414394	up	3.8783321	down	1.4682647	down
1438148_at	Cxcl3	chemokine (C-X-C motif) ligand 3	2.8599	up	3.7022846	down	1.2945502	down
1438782_at	Cntn4	contactin 4	1.8634553	up	3.6921725	down	1.9813584	down
1460038_at	LOC100045707 /// Pou3f1	POU domain, class 3, transcription factor 1 /// similar to long overlapping ORF; NH2 terminus uncertain	5.600563	up	3.686835	down	1.5190705	up
1427371_at	Abca8a	ATP-binding cassette, sub-family A (ABC1), member 8a	3.0950553	up	3.6704192	down	1.1858977	down
1422313_a_at	Igfbp5	insulin-like growth factor binding protein 5	2.801309	up	3.6665616	down	1.3088744	down
1452482_at	Erbb3	v-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian)	4.037513	up	3.6501896	down	1.1061105	up
1417701_at	LOC100044150 /// Ppp1r14c	protein phosphatase 1, regulatory (inhibitor) subunit 14c /// hypothetical protein LOC100044150	3.1599283	up	3.6117017	down	1.1429695	down
1423547_at	Lyz2	lysozyme 2	1.8651192	up	3.5388873	down	1.8974055	down
1456093_at	Zfp536	zinc finger protein 536	2.2734807	up	3.5163102	down	1.5466639	down
1427046_at	Grhl2	grainyhead-like 2 (Drosophila)	2.465651	up	3.5129101	down	1.4247392	down
1460431_at	Gcnt1	glucosaminyl (N-acetyl) transferase 1, core 2	1.9338238	up	3.5065942	down	1.8132956	down
1457317_at			2.7025206	up	3.414933	down	1.2636102	down
1456437_x_at	C1r /// C1rb	complement component 1, r subcomponent /// complement component C1rb	1.9141188	up	3.3618314	down	1.7563338	down
1427673_a_at	LOC100044162 /// Sema3e	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E /// hypothetical protein LOC100044162	2.1914632	up	3.2853107	down	1.4991403	down
1439019_at	Fras1	Fraser syndrome 1 homolog (human)	1.8848289	up	3.2685518	down	1.734137	down
1423450_a_at	Hs3st1	heparan sulfate (glucosamine) 3-O-sulfotransferase 1	1.9748719	up	3.2495096	down	1.6454281	down
1442257_at		Transcribed locus	2.7856834	up	3.210387	down	1.1524594	down
1418450_at	Islr	immunoglobulin superfamily containing leucine-rich repeat	1.6950215	up	3.204977	down	1.890818	down
1420389_at	Pax3	paired box gene 3	3.0349817	up	3.185339	down	1.0495415	down
1438288_x_at	1110059G02Rik	RIKEN cDNA 1110059G02 gene	2.2577522	up	3.1783278	down	1.40774	down
1448793_a_at	Sdc4	syndecan 4	1.8308384	up	3.1347191	down	1.7121767	down
1417496_at	Cp	ceruloplasmin	5.0996976	up	3.1294987	down	1.6295573	up
1421995_at	Tcfap2a	transcription factor AP-2, alpha	2.013884	up	3.1259031	down	1.5521765	down
1421117_at	Dst	dystonin	1.7452565	up	3.0780582	down	1.7636708	down
1448534_at	Sirpa	signal-regulatory protein alpha	1.9762179	up	3.055739	down	1.5462561	down
1425663_at	Il1rn	interleukin 1 receptor antagonist	1.6857179	up	2.97896	down	1.7671758	down
1421075_s_at	Cyp7b1	cytochrome P450, family 7, subfamily b, polypeptide 1	1.9565551	up	2.9775226	down	1.5218189	down
1426110_a_at	Lpar1	lysophosphatidic acid receptor 1	1.6182426	up	2.9745274	down	1.8381219	down
1418129_at	Dhcr24	24-dehydrocholesterol reductase	2.0008094	up	2.9711385	down	1.4849682	down
1426048_s_at	Hrc /// Tcfap2a	histidine rich calcium binding protein /// transcription factor AP-2, alpha	2.7926602	up	2.968398	down	1.0629284	down
1450119_at	Dst	dystonin	1.8824242	up	2.9118118	down	1.5468415	down
1426261_s_at	LOC632297 /// Ugt1a1 /// Ugt1a10 /// Ugt1a2 /// Ugt1a5 /// Ugt1a6a /// Ugt1a6b /// Ugt1a7c /// Ugt1a9	UDP glucuronosyltransferase 1 family, polypeptide A2 /// UDP glucuronosyltransferase 1 family, polypeptide A6A /// UDP glycosyltransferase 1 family, polypeptide A10 /// UDP glucuronosyltransferase 1 family, polypeptide A7C /// UDP glucuronosyltransferase 1 family, polypeptide A5 /// UDP glucuronosyltransferase 1 family, polypeptide A9 /// UDP glucuronosyltransferase 1 family, polypeptide A6B /// UDP glucuronosyltransferase 1 family, polypeptide A1 /// similar to UDP glycosyltransferase 1 family, polypeptide A8	2.8886423	up	2.8659346	down	1.0079234	up
1436203_a_at	1110059G02Rik	RIKEN cDNA 1110059G02 gene	2.0613399	up	2.8541281	down	1.3845985	down
1451535_at	Il31ra	interleukin 31 receptor A	1.5644916	up	2.8439384	down	1.8178035	down
1449467_at	LOC100039014 /// LOC100039034 /// LOC100039595 /// LOC100040171 /// LOC100040223 /// LOC100040247 /// LOC100040262 /// LOC100040335 /// LOC100040714 /// LOC100042337 /// LOC100042413 /// LOC382131 /// LOC664924 /// LOC665276 /// LOC665301 /// LOC665687 /// Ssty1	spermiogenesis specific transcript on the Y 1 /// similar to spermiogenesis specific transcript on the Y 1	1.7040346	up	2.8421733	down	1.6679083	down
1435987_x_at	1110059G02Rik	RIKEN cDNA 1110059G02 gene	2.0309415	up	2.8139856	down	1.3855574	down
1455325_at		RNA, mRNA-like noncoding RNA, partial sequence, clone: Gomafu isofom#1	2.6777425	up	2.8116457	down	1.050006	down
1451628_a_at	Ank3	ankyrin 3, epithelial	3.5879915	up	2.7937572	down	1.284289	up
1421996_at	Tcfap2a	transcription factor AP-2, alpha	2.7479074	up	2.7910697	down	1.0157074	down
1454424_at	Odz2	odd Oz/ten-m homolog 2 (Drosophila)	1.7832869	up	2.7870698	down	1.5628836	down
1448665_at	Dmd	dystrophin, muscular dystrophy	2.118232	up	2.7691731	down	1.3073039	down
1455636_at	Lsamp	limbic system-associated membrane protein	1.5386403	up	2.737153	down	1.7789428	down
1449297_at	Casp12 /// LOC100044205	caspase 12 /// hypothetical protein LOC100044205	1.4889228	up	2.7259333	down	1.8308091	down
1444152_at	Cugbp2	CUG triplet repeat, RNA binding protein 2	2.0356665	up	2.7217605	down	1.3370366	down
1448241_at	Gm2a	GM2 ganglioside activator protein	1.390117	up	2.7156503	down	1.9535409	down
