Probesets	Symbol	Title
1435240_at	Baz2b	bromodomain adjacent to zinc finger domain, 2B
1435256_at	1500005P14Rik	RIKEN cDNA 1500005P14 gene
1435260_at	---	---
1435311_s_at	Fbxo7	F-box only protein 7
1435336_at	Celsr2	cadherin EGF LAG seven-pass G-type receptor 2
1435346_at	Ccdc82	coiled-coil domain containing 82
1435358_at	Cuedc1	CUE domain containing 1
1435382_at	Ndn	necdin
1435383_x_at	Ndn	necdin
1435433_at	Centg2	centaurin, gamma 2
1435456_at	Ttc28	tetratricopeptide repeat domain 28
1435484_at	BF642829	expressed sequence BF642829
1435492_at	Socs6	suppressor of cytokine signaling 6
1435531_at	Usp3	ubiquitin specific peptidase 3
1435537_at	Ptprd	protein tyrosine phosphatase, receptor type, D
1435551_at	Fhod3	formin homology 2 domain containing 3
1435558_at	Bai2	brain-specific angiogenesis inhibitor 2
1435579_at	Oprs1	Opioid receptor, sigma 1
1435591_at	AI426330	expressed sequence AI426330
1435644_at	Sh3pxd2b	SH3 and PX domains 2B
1435678_at	2610017I09Rik	RIKEN cDNA 2610017I09 gene
1435740_at	Rai17	Retinoic acid induced 17
1435745_at	5031439G07Rik	RIKEN cDNA 5031439G07 gene
1435763_at	Tbc1d16	TBC1 domain family, member 16
1435787_at	Ppm1l	protein phosphatase 1 (formerly 2C)-like
1435790_at	Olfm2	olfactomedin 2
1435793_at	Aph1b	anterior pharynx defective 1b homolog (C. elegans)
1435842_at	1110038O08Rik	RIKEN cDNA 1110038O08 gene
1435879_at	Akt3	thymoma viral proto-oncogene 3
1435884_at	Itsn1	intersectin 1 (SH3 domain protein 1A)
1435885_s_at	Itsn1	intersectin 1 (SH3 domain protein 1A)
1435892_at	Asxl3	additional sex combs like 3 (Drosophila)
1435893_at	Vldlr	very low density lipoprotein receptor
1435895_at	D930023J12Rik	RIKEN cDNA D930023J12 gene
1435917_at	---	Transcribed locus
1435952_at	---	---
1435963_at	---	---
1435968_at	Ptprn2	Protein tyrosine phosphatase, receptor type, N polypeptide 2
1435977_at	Hdgfrp3	hepatoma-derived growth factor, related protein 3
1435985_at	Farp2	FERM, RhoGEF and pleckstrin domain protein 2
1436002_at	---	Transcribed locus
1436018_at	2700083E18Rik	RIKEN cDNA 2700083E18 gene
1436036_at	Whsc1	Wolf-Hirschhorn syndrome candidate 1 (human)
1436047_at	Gm672	gene model 672, (NCBI)
1436051_at	9630007J19Rik	RIKEN cDNA 9630007J19 gene
1436096_at	---	Adult male corpora quadrigemina cDNA, RIKEN full-length enriched library, clo...
1436114_at	Gm96	gene model 96, (NCBI)
1436115_at	Gm266	gene model 266, (NCBI)
1436118_at	Vangl2	vang-like 2 (van gogh, Drosophila)
1436150_at	1700066J24Rik	RIKEN cDNA 1700066J24 gene
1436153_a_at	Zmynd11	zinc finger, MYND domain containing 11
1436166_at	Stox2	storkhead box 2
1436181_at	Ddef2	development and differentiation enhancing factor 2
1436185_at	AI314180	expressed sequence AI314180
1436190_at	Nedd10	neural precursor cell expressed, developmentally down-regulated gene 10
1436195_at	BC046404	cDNA sequence BC046404
1436205_at	---	Transcribed locus
1436221_at	D1Ertd471e	DNA segment, Chr 1, ERATO Doi 471, expressed
1436223_at	Itgb8	integrin beta 8
1436237_at	Ttc9	tetratricopeptide repeat domain 9
1436246_at	---	Adult male medulla oblongata cDNA, RIKEN full-length enriched library, clone:...
1436276_at	---	Transcribed locus
1436284_s_at	Zfp319	zinc finger protein 319
1436293_x_at	D1Ertd471e	DNA segment, Chr 1, ERATO Doi 471, expressed
1436350_at	D430039N05Rik	RIKEN cDNA D430039N05 gene
1436382_at	Zbtb12	zinc finger and BTB domain containing 12
1436403_at	BC025575	cDNA sequence BC025575
1436405_at	Dock4	dedicator of cytokinesis 4
1436438_s_at	---	---
1436459_at	Gpr161	G protein-coupled receptor 161
1436463_at	Jakmip2	Janus kinase and microtubule interacting protein 2
1436475_at	---	Transcribed locus
1436515_at	E030004N02Rik	RIKEN cDNA E030004N02 gene
1436517_at	H1fx	H1 histone family, member X
1436537_at	Zfp629	zinc finger protein 629
1436545_at	Dtx4	deltex 4 homolog (Drosophila)
1436546_at	Lix1l	Lix1-like
1436570_at	---	Transcribed locus
1436592_at	---	12 days embryo head cDNA, RIKEN full-length enriched library, clone:3010015L0...
1436596_at	H2afv	H2A histone family, member V
1436600_at	Tnrc9	trinucleotide repeat containing 9
1436659_at	Dcamkl1	Double cortin and calcium/calmodulin-dependent protein kinase-like 1
1436662_at	Sorcs1	VPS10 domain receptor protein SORCS 1
1436678_at	---	---
1436685_at	LOC544888	hypothetical LOC544888
1436692_at	---	12 days embryo head cDNA, RIKEN full-length enriched library, clone:3000003N1...
1436719_at	Slc35f1	solute carrier family 35, member F1
1436733_at	E130309F12Rik	RIKEN cDNA E130309F12 gene
1436736_x_at	D0H4S114	DNA segment, human D4S114
1436789_at	Ccnjl	cyclin J-like
1436790_a_at	Sox11	SRY-box containing gene 11
1436791_at	Wnt5a	wingless-related MMTV integration site 5A
1436805_at	2810457I06Rik	RIKEN cDNA 2810457I06 gene
1436839_at	---	---
1436860_at	Senp7	SUMO1/sentrin specific peptidase 7
1436866_at	Efna5	ephrin A5
1436894_at	D1Ertd471e	DNA segment, Chr 1, ERATO Doi 471, expressed
1436897_at	Mfhas1	malignant fibrous histiocytoma amplified sequence 1
1436916_at	Tmem108	transmembrane protein 108
1436918_at	Dyrk2	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2
1436931_at	Rfx4	regulatory factor X, 4 (influences HLA class II expression)
1436938_at	Rbms3	RNA binding motif, single stranded interacting protein
1436942_at	A930035D04Rik	RIKEN cDNA A930035D04 gene
1436959_x_at	Nelf	nasal embryonic LHRH factor
1436993_x_at	Pfn2	profilin 2
1436997_x_at	Sh3bgrl	SH3-binding domain glutamic acid-rich protein like
1437001_at	Gsk3b	glycogen synthase kinase 3 beta
1437057_at	Megf6	multiple EGF-like-domains 6
1437059_at	Sox21	SRY-box containing gene 21
1437071_at	Eif1ay	eukaryotic translation initiation factor 1A, Y-linked
1437086_at	Ascl1	achaete-scute complex homolog-like 1 (Drosophila)
1437087_at	---	---
1437111_at	Zc3h12c	zinc finger CCCH type containing 12C
1437122_at	Bcl2	B-cell leukemia/lymphoma 2
1437132_x_at	Nedd9	neural precursor cell expressed, developmentally down-regulated gene 9
1437152_at	Rkhd3	ring finger and KH domain containing 3
1437183_at	Lrrc4b	leucine rich repeat containing 4B
1437195_x_at	Mapk10	mitogen activated protein kinase 10
1437197_at	Sorbs2	sorbin and SH3 domain containing 2
1437226_x_at	Marcksl1	MARCKS-like 1
1437239_x_at	Phc2	polyhomeotic-like 2 (Drosophila)
1437263_at	A730089K16Rik	RIKEN cDNA A730089K16 gene
1437279_x_at	Sdc1	syndecan 1
1437284_at	Fzd1	frizzled homolog 1 (Drosophila)
1437288_at	Impad1	inositol monophosphatase domain containing 1
1437291_at	2700081O15Rik	RIKEN cDNA 2700081O15 gene
1437310_at	Bbs1	Bardet-Biedl syndrome 1 homolog (human)
1437347_at	Ednrb	endothelin receptor type B
1437351_at	Cxxc4	CXXC finger 4
1437360_at	Pcdh19	protocadherin 19
1437375_at	---	0 day neonate thymus cDNA, RIKEN full-length enriched library, clone:A430010E...
1437394_at	Centg2	centaurin, gamma 2
1437404_at	Mast4	microtubule associated serine/threonine kinase family member 4
1437405_a_at	Igfbp4	insulin-like growth factor binding protein 4
1437417_s_at	Gpc6	glypican 6
1437418_at	---	---
1437422_at	Sema5a	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmemb...
1437442_at	---	---
1437462_x_at	Mmp15	matrix metallopeptidase 15
1437466_at	Alcam	activated leukocyte cell adhesion molecule
1437467_at	Alcam	activated leukocyte cell adhesion molecule
1437491_at	Bicd2	bicaudal D homolog 2 (Drosophila)
1437502_x_at	Cd24a	CD24a antigen
1437508_at	Sp4	trans-acting transcription factor 4
1437556_at	Zfhx4	zinc finger homeodomain 4
1437568_at	Mmp16	matrix metallopeptidase 16
1437598_at	Zbtb20	zinc finger and BTB domain containing 20
1437639_at	3321401G04Rik	RIKEN cDNA 3321401G04 gene
1437667_a_at	Bach2	BTB and CNC homology 2
1437676_at	Spag9	sperm associated antigen 9
1437745_at	Chd7	chromodomain helicase DNA binding protein 7
1437753_at	AW742931	Expressed sequence AW742931
1437782_at	Cntnap2	contactin associated protein-like 2
1437853_x_at	Ndn	necdin
1437861_s_at	---	---
1437869_at	3222402P14Rik	RIKEN cDNA 3222402P14 gene
1437884_at	Arl5b	ADP-ribosylation factor-like 5B
1437894_at	Prox1	prospero-related homeobox 1
1438012_at	Ppm1l	protein phosphatase 1 (formerly 2C)-like
1438050_x_at	---	---
1438060_at	Npas3	neuronal PAS domain protein 3
1438101_at	Fzd3	Frizzled homolog 3 (Drosophila)
1438103_at	Pcdhgc4	protocadherin gamma subfamily C, 4
1438194_at	2900019G14Rik	RIKEN cDNA 2900019G14 gene
1438224_at	Zswim5	zinc finger, SWIM domain containing 5
1438277_at	E130308A19Rik	RIKEN cDNA E130308A19 gene
1438402_at	9630050M13Rik	RIKEN cDNA 9630050M13 gene
1438404_at	Rnf144	ring finger protein 144
1438413_at	Senp7	SUMO1/sentrin specific peptidase 7
1438423_at	Ssbp2	single-stranded DNA binding protein 2
1438431_at	Abcd2	ATP-binding cassette, sub-family D (ALD), member 2
1438442_at	AI450236	expressed sequence AI450236
1438496_a_at	6330505F04Rik	RIKEN cDNA 6330505F04 gene
1438531_at	A730054J21Rik	RIKEN cDNA A730054J21 gene
1438532_at	Hmcn1	hemicentin 1
1438628_x_at	Cntn3	contactin 3
1438658_a_at	Edg3	endothelial differentiation, sphingolipid G-protein-coupled receptor, 3
1438664_at	Prkar2b	protein kinase, cAMP dependent regulatory, type II beta
1438697_at	4632425D07Rik	RIKEN cDNA 4632425D07 gene
1438698_at	4632425D07Rik	RIKEN cDNA 4632425D07 gene
1438730_at	BC028801	cDNA sequence BC028801
1438752_at	A230058F20Rik	RIKEN cDNA A230058F20 gene
1438762_at	Tcf12	Transcription factor 12
1438829_at	Gm96	gene model 96, (NCBI)
1438929_at	---	---
1438930_s_at	Mecp2	methyl CpG binding protein 2
1438971_x_at	Ube2h	ubiquitin-conjugating enzyme E2H
1439077_at	Zxda; LOC668171	zinc finger, X-linked, duplicated A; similar to Zinc finger X-linked protein ...
1439079_a_at	Erbb2ip	Erbb2 interacting protein
1439080_at	Erbb2ip	Erbb2 interacting protein
1439093_at	---	---
1439174_at	Unc5c	Unc-5 homolog C (C. elegans)
1439181_at	BC043301	cDNA sequence BC043301
1439195_at	---	---
1439209_at	Tcf12	Transcription factor 12
1439249_at	Wac	WW domain containing adaptor with coiled-coil
1439309_at	9630044O09Rik	RIKEN cDNA 9630044O09 gene
1439336_at	Tcf4	Transcription factor 4
1439495_at	4933407H18Rik	RIKEN cDNA 4933407H18 gene
1439500_at	---	---
1439514_at	Cks1b	CDC28 protein kinase 1b
1439552_at	Trio	triple functional domain (PTPRF interacting)
1439556_at	Ncam1	neural cell adhesion molecule 1
1439606_at	---	Transcribed locus
1439618_at	Pde10a	phosphodiesterase 10A
1439619_at	Tcf12	transcription factor 12
1439627_at	Zic1	zinc finger protein of the cerebellum 1
1439631_at	---	---
1439639_at	Phc2	Polyhomeotic-like 2 (Drosophila)
1439704_at	Hdac2	histone deacetylase 2
1439734_at	Mmp15	Matrix metallopeptidase 15
1439755_at	---	---
1439774_at	Prrx1	paired related homeobox 1
1439794_at	---	---
1439833_at	39328	septin 3
1439909_at	Zfp521	zinc finger protein 521
1439915_at	Mrg1	Myeloid ecotropic viral integration site-related gene 1
1439931_at	Gsk3b	glycogen synthase kinase 3 beta
1439949_at	Gsk3b	Glycogen synthase kinase 3 beta
1439990_at	---	12 days embryo spinal ganglion cDNA, RIKEN full-length enriched library, clon...
1440007_at	Slc43a1	solute carrier family 43, member 1
1440084_at	AI663975	Expressed sequence AI663975
1440091_at	Mrg1	myeloid ecotropic viral integration site-related gene 1
1440153_at	---	Adult male brain cDNA, RIKEN full-length enriched library, clone:3526403L10 p...
1440154_at	Pbx3	Pre B-cell leukemia transcription factor 3
1440156_s_at	AI851523	expressed sequence AI851523
1440161_at	Mmp16	Matrix metallopeptidase 16
1440169_x_at	Ifnar2	interferon (alpha and beta) receptor 2
1440179_x_at	Ibrdc1	IBR domain containing 1
1440181_at	Gm1568	gene model 1568, (NCBI)
1440203_at	Pcgf3	Polycomb group ring finger 3
1440227_at	BF642829	expressed sequence BF642829
1440286_at	Fbxl16	F-box and leucine-rich repeat protein 16
1440304_at	Bach2	BTB and CNC homology 2
1440317_at	C130068B02Rik	RIKEN cDNA C130068B02 gene
1440363_at	---	Transcribed locus
1440371_at	---	2 days neonate sympathetic ganglion cDNA, RIKEN full-length enriched library,...
1440404_at	---	---
1440431_at	Meis1	Myeloid ecotropic viral integration site 1
1440440_at	---	---
1440441_at	Fbxl7	F-box and leucine-rich repeat protein 7
1440462_at	B930068K11Rik	RIKEN cDNA B930068K11 gene
1440487_at	---	0 day neonate cerebellum cDNA, RIKEN full-length enriched library, clone:C230...
1440619_at	Mapk8ip1	mitogen activated protein kinase 8 interacting protein 1
1440789_at	Neo1	neogenin
1440842_at	C230085N15Rik	RIKEN cDNA C230085N15 gene
1440870_at	Prdm16	PR domain containing 16
1440874_at	Slco5a1	solute carrier organic anion transporter family, member 5A1
1440984_at	Baz2b	bromodomain adjacent to zinc finger domain, 2B
1440990_at	BC056349	cDNA sequence BC056349
1441013_at	C81521	expressed sequence C81521
1441056_at	Usp3	ubiquitin specific peptidase 3
1441065_at	---	---
1441107_at	Dmrta2	doublesex and mab-3 related transcription factor like family A2
1441137_at	Bicc1	bicaudal C homolog 1 (Drosophila)
1441165_s_at	Clstn2	calsyntenin 2
1441259_s_at	Ift122	intraflagellar transport 122 homolog (Chlamydomonas)
1441375_at	Lrig1	Leucine-rich repeats and immunoglobulin-like domains 1
1441491_at	A330068G13Rik	RIKEN cDNA A330068G13 gene
1441535_at	Mllt3	Myeloid/lymphoid or mixed lineage-leukemia translocation to 3 homolog (Drosop...
1441545_at	9230115F04Rik	RIKEN cDNA 9230115F04 gene
1441572_at	C030036D22Rik	RIKEN cDNA C030036D22 gene
1441577_at	C530014P21Rik	RIKEN cDNA C530014P21 gene
1441629_at	Grip1	Glutamate receptor interacting protein 1
1441656_at	B930068K11Rik	RIKEN cDNA B930068K11 gene
1441679_at	Cacna1c	Calcium channel, voltage-dependent, L type, alpha 1C subunit
1441743_at	Pax3	paired box gene 3
1441823_at	Rai17	retinoic acid induced 17
1441927_at	Syt7	Synaptotagmin VII
1441948_x_at	Zfand3	zinc finger, AN1-type domain 3
1441949_x_at	Slc39a6	solute carrier family 39 (metal ion transporter), member 6
1441953_at	Stox2	Storkhead box 2
1442006_at	---	Transcribed locus
1442056_at	Zfp608	Zinc finger protein 608
1442095_at	Asxl3	additional sex combs like 3 (Drosophila)
1442175_at	C030027H14Rik	RIKEN cDNA C030027H14 gene
1442270_at	Pbx3	Pre B-cell leukemia transcription factor 3
1442297_at	BB212172	expressed sequence BB212172
1442322_at	Slit2	Slit homolog 2 (Drosophila)
1442347_at	Lrp8	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor
1442365_at	Rtn3	Reticulon 3
1442369_at	4832406H04Rik	RIKEN cDNA 4832406H04 gene
1442383_at	Triobp	TRIO and F-actin binding protein
1442542_at	Eya4	eyes absent 4 homolog (Drosophila)
1442561_at	Mamdc1	MAM domain containing 1
1442800_x_at	A830059I20Rik	RIKEN cDNA A830059I20 gene
1442849_at	Lrp1	low density lipoprotein receptor-related protein 1
1442880_at	---	---
1442893_at	Ctnna2	Catenin (cadherin associated protein), alpha 2
1442903_at	4732423E21Rik	RIKEN cDNA 4732423E21 gene
1442971_at	Baz2b	bromodomain adjacent to zinc finger domain, 2B
1443012_at	Tcf12	Transcription factor 12
1443086_at	Alcam	activated leukocyte cell adhesion molecule
1443108_at	---	15 days embryo head cDNA, RIKEN full-length enriched library, clone:D930002E0...
1443127_at	9630021D06Rik	RIKEN cDNA 9630021D06 gene
1443222_at	Akt3	Thymoma viral proto-oncogene 3
1443260_at	Meis1	myeloid ecotropic viral integration site 1
1443269_at	D130009B15Rik	RIKEN cDNA D130009B15 gene
1443312_at	Rfx4	Regulatory factor X, 4 (influences HLA class II expression)
1443337_at	Grip1	Glutamate receptor interacting protein 1
1443338_at	Ap2m1	Adaptor protein complex AP-2, mu1
1443455_at	Cuedc1	CUE domain containing 1
1443554_at	Ssbp3	Single-stranded DNA binding protein 3
1443744_at	Dcc	Deleted in colorectal carcinoma
1443847_x_at	---	Transcribed locus
1443880_at	Zbtb39	zinc finger and BTB domain containing 39
1443881_at	Pofut1	protein O-fucosyltransferase 1
1443926_at	Mrg1	Myeloid ecotropic viral integration site-related gene 1
1443930_at	BC052046	cDNA sequence BC052046
1443939_at	LOC230628; LOC666048; LOC67...	similar to C05G5.5; similar to C05G5.5; similar to C05G5.5
1443949_at	Ppp2r5e	Protein phosphatase 2, regulatory subunit B (B56), epsilon isoform
1444007_at	A830082K12Rik	RIKEN cDNA A830082K12 gene
1444020_at	Cspg3	chondroitin sulfate proteoglycan 3
1444043_at	Gli3	GLI-Kruppel family member GLI3
1444295_at	Neo1	neogenin
1444306_at	Msi1	Musashi homolog 1(Drosophila)
1444345_at	---	Transcribed locus
1444422_at	Pcdh19	protocadherin 19
1444596_at	Pax7	paired box gene 7
1444606_at	Efna2	ephrin A2
1444611_at	U2af1-rs2	U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 1, related sequence 2
1444701_at	A130001D14Rik	RIKEN cDNA A130001D14 gene
1444980_at	C730009D12	Hypothetical protein C730009D12
1445169_at	---	---
1445194_at	Cnksr2	connector enhancer of kinase suppressor of Ras 2
1445268_at	---	Transcribed locus, weakly similar to NP_059506.1 coatomer protein complex, su...
1445377_at	Als2cr19	Amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 19 (h...
1445381_at	---	---
1445440_at	A430106J12Rik	RIKEN cDNA A430106J12 gene
1445503_at	Gm715; LOC671594	gene model 715, (NCBI); similar to CG4768-PA
1445561_at	Grip1	Glutamate receptor interacting protein 1
1445718_at	Wdfy3	WD repeat and FYVE domain containing 3
1445880_at	Dcc	Deleted in colorectal carcinoma
1445984_at	Pftk1	PFTAIRE protein kinase 1
1446048_at	---	---
1446090_at	---	15 days embryo head cDNA, RIKEN full-length enriched library, clone:D930002E0...
1446127_at	Zfhx1a	Zinc finger homeobox 1a
1446167_at	Hipk2	Homeodomain interacting protein kinase 2
1446182_at	Zmynd11	Zinc finger, MYND domain containing 11
1446294_at	---	Transcribed locus
1446383_at	Efna5	Ephrin A5
1446510_at	Phip	Pleckstrin homology domain interacting protein
1446621_at	Chd7	Chromodomain helicase DNA binding protein 7
1446846_at	---	16 days neonate thymus cDNA, RIKEN full-length enriched library, clone:A13008...
1446950_at	Tox	Thymocyte selection-associated HMG box gene
1447034_at	Tnpo1	Transportin 1
1447057_at	---	---
1447117_at	Ctnna2	Catenin (cadherin associated protein), alpha 2
1447143_at	Phf14	PHD finger protein 14
1447174_at	Dach1	Dachshund 1 (Drosophila)
1447360_at	Tsc22d1	TSC22 domain family, member 1
1447471_at	---	Mammary gland RCB-0527 Jyg-MC(B) cDNA, RIKEN full-length enriched library, cl...
1447510_at	C530014P21Rik	RIKEN cDNA C530014P21 gene
1447546_s_at	Maml2	Mastermind like 2 (Drosophila)
1447551_x_at	Lphn3	latrophilin 3
1447567_at	D130007H15Rik	RIKEN cDNA D130007H15 gene
1447568_at	2010003O18Rik	RIKEN cDNA 2010003O18 gene
1447624_s_at	Stox2	storkhead box 2
1447640_s_at	Pbx3	pre B-cell leukemia transcription factor 3
1447655_x_at	Sox6	SRY-box containing gene 6
1447693_s_at	Neo1	neogenin
1447725_at	C030034E14Rik	RIKEN cDNA C030034E14 gene
1447825_x_at	Pcdh8	protocadherin 8
1447830_s_at	Rgs2	regulator of G-protein signaling 2
1447861_x_at	Mrg1	Myeloid ecotropic viral integration site-related gene 1
1447863_s_at	Nr4a2	nuclear receptor subfamily 4, group A, member 2
1447958_at	---	16 days neonate thymus cDNA, RIKEN full-length enriched library, clone:A13008...
1448007_at	Baz2b	bromodomain adjacent to zinc finger domain, 2B
1448026_at	---	---
1448147_at	Tnfrsf19	tumor necrosis factor receptor superfamily, member 19
1448170_at	Siah2	seven in absentia 2
1448182_a_at	Cd24a	CD24a antigen
1448201_at	Sfrp2	secreted frizzled-related protein 2
1448208_at	Smad1	MAD homolog 1 (Drosophila)
1448211_at	Atp6v0e2	ATPase, H+ transporting, lysosomal V0 subunit E2
1448229_s_at	Ccnd2	cyclin D2
1448259_at	Fstl1	follistatin-like 1
1448342_at	Mapk10	mitogen activated protein kinase 10
1448361_at	Ttc3	tetratricopeptide repeat domain 3
1448405_a_at	Cri1	CREBBP/EP300 inhibitory protein 1
1448406_at	Cri1	CREBBP/EP300 inhibitory protein 1
1448494_at	Gas1	growth arrest specific 1
1448655_at	Lrp1	low density lipoprotein receptor-related protein 1
1448710_at	Cxcr4	chemokine (C-X-C motif) receptor 4
1448733_at	Bmi1	B lymphoma Mo-MLV insertion region 1
1448737_at	Tspan7	tetraspanin 7
1448765_at	Fyn	Fyn proto-oncogene
1448779_at	Ciz1	CDKN1A interacting zinc finger protein 1
1448875_at	Zhx1	zinc fingers and homeoboxes protein 1
1448892_at	Dock7	dedicator of cytokinesis 7
1448895_a_at	Ctnna2	catenin (cadherin associated protein), alpha 2
1448939_at	Usp25	ubiquitin specific peptidase 25
1448943_at	Nrp1	neuropilin 1
1448955_s_at	Cadps	Ca<2+>dependent activator protein for secretion
1449010_at	Hspa4l	heat shock protein 4 like
1449012_s_at	Fndc4	fibronectin type III domain containing 4
1449056_at	E330009J07Rik	RIKEN cDNA E330009J07 gene
1449070_x_at	Apcdd1	adenomatosis polyposis coli down-regulated 1
1449102_at	Ebf2	early B-cell factor 2
1449154_at	Col11a1	procollagen, type XI, alpha 1
1449244_at	Cdh2	cadherin 2
1449290_at	Dpysl5	dihydropyrimidinase-like 5
1449315_at	Odz3	odd Oz/ten-m homolog 3 (Drosophila)
1449465_at	Reln	reelin
1449509_at	Serf1	small EDRK-rich factor 1
1449520_at	Ttc28	tetratricopeptide repeat domain 28
1449553_at	2610200G18Rik	RIKEN cDNA 2610200G18 gene
1449629_s_at	Snrpd3	Small nuclear ribonucleoprotein D3
1449630_s_at	Mark1	MAP/microtubule affinity-regulating kinase 1
1449730_s_at	Fzd3	frizzled homolog 3 (Drosophila)
1449732_at	Zipro1	zinc finger proliferation 1
1449815_a_at	Ssbp2	single-stranded DNA binding protein 2
1449823_at	Dach2	dachshund 2 (Drosophila)
1449893_a_at	Lrig1	leucine-rich repeats and immunoglobulin-like domains 1
1449949_a_at	Cxadr	coxsackievirus and adenovirus receptor
1450042_at	Arx	aristaless related homeobox gene (Drosophila)
1450063_at	Fmn2	formin 2
1450064_at	---	---
1450069_a_at	Cugbp2	CUG triplet repeat, RNA binding protein 2
1450071_at	Ash1l	ash1 (absent, small, or homeotic)-like (Drosophila)
1450106_a_at	Evl	Ena-vasodilator stimulated phosphoprotein
1450151_at	Zfp316	zinc finger protein 316
1450186_s_at	Gnas	GNAS (guanine nucleotide binding protein, alpha stimulating) complex locus
1450258_a_at	Elavl4	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 4 (Hu antigen D)
1450287_at	Npas3	neuronal PAS domain protein 3
1450397_at	Mtap1b	microtubule-associated protein 1 B
1450644_at	Zfp36l1	zinc finger protein 36, C3H type-like 1
1450718_at	Sh2b2	SH2B adaptor protein 2
1450754_at	LOC669637	similar to calcium channel, voltage-dependent, alpha 2/delta subunit 2
1450757_at	Cdh11	cadherin 11
1450767_at	Nedd9	neural precursor cell expressed, developmentally down-regulated gene 9
1450779_at	Fabp7	fatty acid binding protein 7, brain
1450780_s_at	Hmga2	high mobility group AT-hook 2
1450781_at	Hmga2	high mobility group AT-hook 2
1450789_at	Rhpn1	rhophilin, Rho GTPase binding protein 1
1450839_at	D0H4S114	DNA segment, human D4S114
1450924_at	Hdgfrp3	hepatoma-derived growth factor, related protein 3
1450928_at	Id4	inhibitor of DNA binding 4
1450975_at	Cacng4	calcium channel, voltage-dependent, gamma subunit 4
1450992_a_at	Meis1	myeloid ecotropic viral integration site 1
1451020_at	Gsk3b	glycogen synthase kinase 3 beta
1451063_at	Stxbp4	syntaxin binding protein 4
1451105_at	Vash2	vasohibin 2
1451119_a_at	Fbln1	fibulin 1
1451127_at	AW146242	expressed sequence AW146242
1451154_a_at	Cugbp2	CUG triplet repeat, RNA binding protein 2
1451173_at	Lrrc49	leucine rich repeat containing 49
1451191_at	Crabp2	cellular retinoic acid binding protein II
1451200_at	Kif1b	kinesin family member 1B
1451244_a_at	Zfp422	zinc finger protein 422
1451268_at	Tram1l1	translocation associated membrane protein 1-like 1
1451270_at	Dusp18	dual specificity phosphatase 18
1451289_at	Dcamkl1	doublecortin and calcium/calmodulin-dependent protein kinase-like 1
1451308_at	Elovl4	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 4
1451332_at	Zfp521	zinc finger protein 521
1451418_a_at	Spsb4	splA/ryanodine receptor domain and SOCS box containing 4
1451419_at	Spsb4	splA/ryanodine receptor domain and SOCS box containing 4
1451447_at	Cuedc1	CUE domain containing 1
1451499_at	Cadps2	Ca2+-dependent activator protein for secretion 2
1451538_at	Sox9	SRY-box containing gene 9
1451542_at	Ssbp2	single-stranded DNA binding protein 2
1451545_at	Tdrd3	tudor domain containing 3
1451591_a_at	Efnb1	ephrin B1
1451699_at	LOC668468; LOC668631; LOC67...	similar to putative retrovirus-related gag protein; hypothetical protein LOC6...
1451734_a_at	Dbn1	drebrin 1
1451930_at	Efna5	Ephrin A5
1451980_at	Casd1	CAS1 domain containing 1
1451983_at	Irx1	Iroquois related homeobox 1 (Drosophila)
1451991_at	Epha7	Eph receptor A7
1452083_a_at	Pja1	praja1, RING-H2 motif containing
1452114_s_at	Igfbp5	insulin-like growth factor binding protein 5
1452225_at	2010106G01Rik	RIKEN cDNA 2010106G01 gene
1452251_at	Nbea	neurobeachin
1452284_at	Ptprz1	protein tyrosine phosphatase, receptor type Z, polypeptide 1
1452287_at	---	Mus musculus, clone IMAGE:4527696, mRNA
1452338_s_at	Itsn1	intersectin 1 (SH3 domain protein 1A)
1452339_at	Adamts7	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin...
1452357_at	Gp1bb; Sept5	glycoprotein Ib, beta polypeptide; septin 5
1452510_at	Pax7	paired box gene 7
1452526_a_at	Pax6	paired box gene 6
1452666_a_at	Tmcc2	transmembrane and coiled-coil domains 2
1452740_at	Myh10	myosin, heavy polypeptide 10, non-muscle
1452762_at	8430436O14Rik	RIKEN cDNA 8430436O14 gene
1452774_at	Hnrpa3	heterogeneous nuclear ribonucleoprotein A3
1452789_at	Snn	stannin
1452792_at	Dzip1	DAZ interacting protein 1
1452836_at	Lpin2	lipin 2
1452837_at	Lpin2	lipin 2
1452893_s_at	1110065P19Rik; 2310040A07Rik	RIKEN cDNA 1110065P19 gene; RIKEN cDNA 2310040A07 gene
1452894_at	Elavl4	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 4 (Hu antigen D)
1452929_at	Rsn	restin (Reed-Steinberg cell-expressed intermediate filament-associated protein)
1452979_at	2610110G12Rik	RIKEN cDNA 2610110G12 gene
1452982_at	Igf1r	insulin-like growth factor I receptor
1453002_at	Sox11	SRY-box containing gene 11
1453004_at	3110004L20Rik	RIKEN cDNA 3110004L20 gene
1453006_at	2610306H15Rik	RIKEN cDNA 2610306H15 gene
