Probe Set ID	A269_R11	A269_R18	A269_R28	A269_R43	A269_R46	A269_R8	Gene Title	Gene Symbol
226024_at	8,176,009	9,055,095	8,888,049	9,585,805	10,042,877	10,144,686	copper metabolism (Murr1) domain containing 1	COMMD1
226306_at	9,472,356	8,342,695	8,698,272	9,912,381	9,998,992	9,669,768	chromosome 6 open reading frame 1	C6orf1
226362_at	79,652,042	7,440,871	77,709,637	6,253,508	57,719,545	62,912,226	Clone TCCCTA00151 mRNA sequence
226365_at	76,075,735	67,653,213	76,816,435	58,328,123	49,936,037	5,899,366	CDNA FLJ40901 fis	clone UTERU2003704 /// Clone TCCCTA00151 mRNA sequence
226396_at	48,250,675	47,472,496	46,584,616	5,598,545	70,900,874	6,215,059	Acyl-Coenzyme A oxidase 1	palmitoyl
226438_at	844,775	7,913,682	8,411,566	6,688,463	7,477,725	7,006,851	Syntrophin	beta 1 (dystrophin-associated protein A1
226499_at	70,924,773	7,029,974	689,973	54,316,196	32,446,456	51,370,964	Similar to ankyrin-repeat protein Nrarp	MGC61598
226614_s_at	58,751,745	4,018,061	42,828,455	77,300,634	68,174,376	10,343,939	chromosome 8 open reading frame 13	C8orf13
226718_at	57,832,193	51,026,173	5,443,407	7,047,531	68,843,446	6,605,418	adhesion molecule with Ig-like domain 1	AMIGO1
226971_at	7,139,093	8,434,797	7,709,942	6,687,889	5,991,947	5,529,353	hypothetical protein DKFZp434G156	NAG6
226974_at	9,011,802	10,058,771	9,130,254	4,925,771	44,584,494	6,901,146	Neural precursor cell expressed	developmentally down-regulated 4-like
227072_at	921,599	9,517,824	9,743,863	821,442	65,278,697	76,793,537	rotatin	RTTN
227257_s_at	5,525,204	47,092,476	5,225,853	59,452,715	72,759,056	71,886,854	chromosome 10 open reading frame 46	C10orf46
227262_at	4,631,875	53,917,494	52,301,025	39,705,966	36,553,721	38,966,506	hyaluronan and proteoglycan link protein 3	HAPLN3
227330_x_at	6,796,808	26,496,477	27,862,883	8,750,917	78,112,354	78,084,335	similar to hypothetical protein MGC27019	LOC389833
227361_at	10,404,259	11,604,912	8,406,241	54,117,565	76,114,664	70,158,267	heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1	HS3ST3B1
227368_at	9,147,151	9,621,254	8,995,395	8,538,886	7,768,214	8,051,693	Chromosome 6 open reading frame 166	C6orf166
227449_at	10,333,884	10,723,928	9,405,702	8,203,601	43,230,424	65,001,426	EPH receptor A4	EPHA4
227510_x_at	73,231,597	8,012,295	5,352,598	45,558,395	33,092,713	36,059,964	PRO1073 protein	PRO1073
227542_at	10,475,422	10,562,357	1,036,741	8,391,352	90,812,235	8,902,504	Suppressor of cytokine signaling 6	SOCS6
227573_s_at	8,143,068	9,012,461	8,133,841	55,749,245	70,355,797	5,995,578	obscurin-like 1	OBSL1
227574_at	9,701,081	10,364,472	9,973,224	7,853,539	8,815,879	7,439,065	obscurin-like 1	OBSL1
227663_at	963,555	8,807,744	8,905,714	7,712,085	7,093,553	7,683,232	CDNA FLJ40901 fis	clone UTERU2003704
227667_at	71,663,437	55,640,197	6,063,911	7,485,372	8,625,882	8,287,452	CUE domain containing 1	CUEDC1
227688_at	75,481,343	72,661,095	74,543,095	8,532,002	897,966	78,547,297	leucine-rich repeats and calponin homology (CH) domain containing 2	LRCH2
227705_at	8,963,892	9,053,056	9,734,167	1,084,139	11,972,385	10,622,366	transcription elongation factor A (SII)-like 7	TCEAL7
227860_at	7,484,475	8,332,843	9,264,557	63,354,864	5,118,904	53,645,797	carboxypeptidase X (M14 family)	CPXM
227862_at	7,493,002	71,527,042	6,880,712	5,450,967	3,711,927	5,211,396	hypothetical LOC388610	LOC388610
228014_at	51,884,503	46,335,964	4,545,722	602,914	6,539,796	6,228,312	chromosome 9 open reading frame 115	C9orf115
228263_at	600,676	70,444,074	59,895,477	49,503,336	542,542	5,102,688	GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein	GRASP
228284_at	10,187,673	11,076,193	9,853,707	8,935,612	89,374,485	9,342,038	transducin-like enhancer of split 1 (E(sp1) homolog	Drosophila) /// hypothetical gene supported by BC000228; NM_005077
228347_at	8,209,374	7,319,671	7,035,251	51,808,424	41,580,095	52,000,303	Sine oculis homeobox homolog 1 (Drosophila)	SIX1
228713_s_at	4,777,887	35,072,327	48,425,484	6,958,624	62,419,357	6,317,295	dehydrogenase/reductase (SDR family) member 10	DHRS10
228786_at	28,645,592	29,171,243	42,450,676	4,282,693	5,307,895	5,327,152	hypothetical gene supported by BC014163	LOC387647
228948_at	7,809,017	8,768,254	73,173,814	5,733,658	23,646,235	3,772,372	EPH receptor A4	EPHA4
229123_at	72,410,274	8,429,732	72,888,017	6,601,796	58,134,155	6,522,464	Zinc finger protein 224	ZNF224
229128_s_at	11,093,684	11,365,788	10,942,218	10,236,336	9,325,711	10,451,409	Acidic (leucine-rich) nuclear phosphoprotein 32 family	member E
229374_at	7,090,251	8,038,412	65,989,404	5,063,162	21,013,732	34,144,003	EPH receptor A4	EPHA4
229412_at	4,083,987	2,835,889	4,060,629	52,382,545	60,691,967	6,229,873	Taube nuss homolog (mouse)	TBN
229442_at	9,040,421	89,532,385	8,217,753	75,175,204	66,958,017	6,674,227	chromosome 18 open reading frame 54	C18orf54
229614_at	7,884,852	8,599,981	76,170,497	7,069,303	6,247,835	61,722,894	zinc finger protein like	ZFPL
229631_at	6,173,148	46,876,006	5,457,126	42,565,064	39,035,878	4,187,889	hypothetical protein FLJ32752	FLJ32752
229666_s_at	9,568,952	8,586,243	9,600,758	8,431,547	829,648	787,823	cleavage stimulation factor	3 pre-RNA
229689_s_at	690,303	68,937,297	6,772,872	76,356,254	8,202,457	79,810,243	Discs	large homolog 5 (Drosophila)
229700_at	8,976,063	9,510,099	8,242,586	7,891,355	7,011,605	7,602,119	hypothetical protein LOC148203	LOC148203
229909_at	6,616,218	6,096,855	59,468,627	4,923,631	4,970,676	3,554,665	beta 1	4-N-acetylgalactosaminyltransferase-transferase-III
229986_at	49,920,025	50,641,127	5,317,474	63,918,977	6,049,447	63,032,813	kruppel-like zinc finger factor X17	LOC377064
230039_at	6,800,042	6,574,199	7,206,967	6,089,124	46,884,937	4,935,419	Transcribed locus	strongly similar to NP_476455.1 peroxiredoxin 1 [Rattus norvegicus]
230418_s_at	41,848,216	17,002,344	17,964,711	5,035,375	57,177,987	52,438,035	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 1	GALNTL1
230599_at	71,588,054	68,999,805	5,952,377	42,610,807	58,786,197	45,773,306	Ring finger protein 19	RNF19
230653_at	10,119,835	9,497,238	9,539,331	8,194,853	8,043,324	8,243,906	Transcribed locus
230785_at	8,997,016	1,040,756	9,851,216	6,831,603	3,720,199	35,368,783	Sal-like 3 (Drosophila)	SALL3
230889_at	77,829,146	9,261,381	91,049,385	62,171,454	45,437,775	48,528,376
230998_at	7,319,253	7,941,487	7,762,155	6,201,821	4,768,495	6,028,773	Chromobox homolog 3 (HP1 gamma homolog	Drosophila)
231769_at	56,162,887	52,404,857	5,767,019	6,575,526	65,470,614	8,099,216	F-box protein 6	FBXO6
232024_at	69,943,423	75,232,787	76,551,995	6,409,636	62,598,195	5,546,751	GTPase	IMAP family member 2
232137_at	591,596	6,427,251	593,047	5,531,567	37,048,712	4,040,859	zinc finger protein 616	ZNF616
232256_s_at	57,448,783	7,096,613	72,270,308	47,404,814	4,722,411	4,923,159	hypothetical LOC401321	LOC401321
232429_at	35,764,463	38,407,445	38,878,517	5,294,012	5,779,916	45,518,703	MRNA; cDNA DKFZp434G1972 (from clone DKFZp434G1972)
232500_at	5,282,863	7,056,337	69,112,926	4,698,814	46,990,843	4,799,481	chromosome 20 open reading frame 74	C20orf74
232847_at	56,498,203	63,479,166	58,936,706	36,153,145	255,791	29,182,055	sal-like 3 (Drosophila)	SALL3
234738_s_at	5,534,298	5,766,952	5,014,572	4,685,503	36,205,368	38,772,707	kelch domain containing 4	KLHDC4
235027_at	76,481,457	8,348,269	8,203,423	75,162,625	66,324,587	64,537,125	Zinc finger protein 100
235123_at	10,504,249	9,366,197	10,264,851	8,784,028	78,864,555	8,740,235	Transcribed locus
235205_at	1,080,085	113,434,725	1,110,977	1,043,384	9,501,679	8,846,908	similar to solute carrier family 16 (monocarboxylic acid transporters)	member 14
235564_at	59,360,566	6,318,013	6,483,739	57,035,036	5,032,493	4,620,363	Zinc finger protein 117 (HPF9)	ZNF117
235691_at	5,254,224	43,724,422	45,763,865	601,074	6,071,293	6,689,803	Hypothetical gene supported by AK094796
235693_at	9,505,529	9,306,995	8,405,335	8,189,841	732,097	67,070,894	Transcribed locus
235878_at	4,828,355	38,695,235	4,215,733	55,358,043	51,543,436	53,760,257	TATA box binding protein (TBP)-associated factor	RNA polymerase I
236077_at	5,633,333	56,427,236	59,245,386	786,028	77,471,275	69,760,337	glucosidase	alpha; neutral C
236105_at	5,495,616	60,368,505	6,995,089	50,245,934	4,464,568	4,751,436	Transcribed locus
236126_at	8,974,812	9,508,865	9,159,981	8,061,708	77,000,155	7,852,301	Transcribed locus
236203_at	27,409,601	27,919,645	27,021,885	68,672,028	49,592,314	5,786,166	Major histocompatibility complex	class II
236712_at	28,490,722	25,868,359	3,004,769	3,746,403	4,118,539	5,007,986	Transcribed locus
236734_at	72,928,615	7,611,521	62,175,045	24,366,705	23,380,332	22,583,263	SLIT and NTRK-like family	member 1
236795_at	7,712,412	690,597	7,945,518	56,654,477	28,011,804	53,783,774	Transcribed locus
236813_at	61,780,014	61,918,316	54,437,513	77,156,916	7,243,444	72,196,074	chromosome 10 open reading frame 83	C10orf83
236882_at	472,036	53,915,997	47,043,076	35,196,962	29,162,254	3,665,378	Paraoxonase 2	PON2
237314_at	51,750,774	34,624,379	4,895,403	29,434,257	21,283,245	20,900,984	chromosome 10 open reading frame 63	C10orf63
237411_at	5,861,231	66,995,726	7,052,774	5,096,957	5,518,266	40,689,735	ADAM metallopeptidase with thrombospondin type 1 motif	6
238446_at	58,816,195	49,276,986	56,352,024	45,877,824	4,262,473	4,270,189	hypothetical protein LOC153561	LOC153561
238569_at	42,821,116	36,943,307	30,419,104	5,483,363	61,396,456	4,457,354	Gamma-aminobutyric acid (GABA) B receptor	1
238620_at	6,511,129	5,586,306	55,784,497	45,354,095	35,254,984	448,737	Transcribed locus
238765_at	63,080,235	51,329,346	5,651,565	6,553,673	689,075	66,931,863	ATPase	H+ transporting
238900_at	2,420,218	25,472,245	2,384,076	6,116,033	43,343,115	35,824,828	major histocompatibility complex	class II
239006_at	5,400,988	52,278,686	5,844,321	4,880,133	3,338,612	33,995,154	solute carrier family 26	member 7
239358_at	5,681,792	59,222,975	42,956,276	39,340,715	34,566,195	3,913,272	Farnesyl-diphosphate farnesyltransferase 1	FDFT1
239515_at	6,473,171	6,265,764	5,427,061	52,908,564	34,054,937	3,555,665	Sperm autoantigenic protein 17	SPA17
239841_at	64,329,457	76,180,453	74,266,496	61,484,766	5,976,573	5,981,659	Chromosome 7 open reading frame 24	C7orf24
240528_s_at	60,798,607	660,758	61,830,244	51,772,666	49,897,213	53,193,884	SEC8-like 1 (S. cerevisiae)	SEC8L1
241114_s_at	61,215,744	57,877,684	6,062,525	43,287,277	4,107,312	556,476	Transcribed locus
241444_at	39,301,574	3,593,338	31,456,559	25,223,377	22,431,097	24,281,363
243386_at	37,928,045	41,326,566	5,369,387	28,580,556	27,320,304	26,411,562	Similar to cDNA sequence BC035954
243606_at	77,291,684	6,549,012	6,553,183	8,103,139	9,245,586	8,357,486	Transcribed locus	weakly similar to XP_510104.1 PREDICTED: similar to hypothetical protein FLJ25224 [Pan troglodytes]
243672_at	902,393	10,308,243	9,370,441	7,330,551	2,941,928	24,451,723
243759_at	4,279,064	5,642,315	5,308,965	32,635,145	32,707,844	34,211,078	Splicing factor	arginine/serine-rich 15
244126_at	3,863,026	38,966,408	28,846,264	4,771,036	4,361,598	4,972,641	peroxisomal biogenesis factor 11 gamma	PEX11G
244324_at	74,495,435	68,713,527	6,818,389	5,998,459	51,974,463	5,404,193	chromosome 18 open reading frame 54	C18orf54
38037_at	72,806,287	3,896,204	58,225,813	801,736	8,935,162	8,684,273	heparin-binding EGF-like growth factor	HBEGF
57539_at	563,515	56,238,294	62,131,677	7,500,007	71,549,397	66,930,947	zinc finger	CCCH-type with G patch domain
59999_at	57,273,326	5,596,756	5,429,989	63,068,748	73,263,187	68,187,222	hypoxia-inducible factor 1	alpha subunit inhibitor
