Grp1 Mean	Grp1 SEM	Grp2 Mean	Grp2 SEM	Ratio	Direction	p-value	Gene Identifier	Other ID	Gene Name	UG Cluster	LocusLink	Gene ID
7.122907	0.28189	5.85201	0.308325	2.41	Down	0.03832153	NM_004838	204647_at	Homer homolog 3 (Drosophila)	Hs.410683	9454	HOMER3
8.927893	0.073732	7.664693	0.230913	2.4	Down	0.006466106	AI928035	228462_at	Iroquois homeobox protein 2	Hs.282089	153572	IRX2
9.046187	0.271582	10.307433	0.165936	2.4	Up	0.016637132	AF052167	218536_at	MRS2-like, magnesium homeostasis factor (S. cerevisiae)	Hs.533291	57380	MRS2L
4.362273	0.044845	5.619793	0.170334	2.39	Up	0.002035828	AU147177	232997_at	Transcribed locus	Hs.613670	-	-
4.626897	0.01431	5.883687	0.353818	2.39	Up	0.023816219	AI936034	243366_s_at	-	-	-	-
8.625523	0.039557	9.879273	0.053176	2.38	Up	4.60E-05	NM_014911	205434_s_at	AP2 associated kinase 1	Hs.468878	22848	AAK1
5.203963	0.064608	6.456433	0.295741	2.38	Up	0.014406407	BF347089	201147_s_at	TIMP metallopeptidase inhibitor 3 (Sorsby fundus dystrophy, pseudoinflammatory)	Hs.652397	7078	TIMP3
8.271933	0.126573	7.019977	0.0372	2.38	Down	0.000688066	AI963605	230269_at	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5	Hs.197749	10317	B3GALT5
9.24303	0.169116	10.49377	0.366287	2.38	Up	0.036215406	BC000915	208690_s_at	PDZ and LIM domain 1 (elfin)	Hs.368525	9124	PDLIM1
7.759257	0.038799	6.509223	0.072195	2.38	Down	0.000107779	BF435773	213308_at	SH3 and multiple ankyrin repeat domains 2	Hs.268726	22941	SHANK2
7.966443	0.094258	9.21481	0.193295	2.38	Up	0.004381017	BF001714	203633_at	Carnitine palmitoyltransferase 1A (liver)	Hs.503043	1374	CPT1A
7.402973	0.24161	6.15707	0.336938	2.37	Down	0.039745976	NM_001853	204724_s_at	Collagen, type IX, alpha 3	Hs.126248	1299	COL9A3
9.207313	0.09981	7.961573	0.129295	2.37	Down	0.001587029	AL157485	222116_s_at	TBC1 domain family, member 16	Hs.369819	125058	TBC1D16
5.366103	0.023405	6.609873	0.208168	2.37	Up	0.00403448	AI740629	232628_at	Family with sequence similarity 13, member A1	Hs.97270	10144	FAM13A1
5.098567	0.098461	6.341133	0.109901	2.37	Up	0.001088765	AI302262	228048_at	Chromosome 10 open reading frame 41	Hs.534598	283065	C10orf41
6.72146	0.045361	5.481293	0.179682	2.36	Down	0.002593472	T16443	244669_at	Small nucleolar RNA host gene (non-protein coding) 5	Hs.292457	387066	SNHG5
8.02329	0.113782	6.784973	0.201973	2.36	Down	0.005918295	AU148391	232105_at	LEM domain containing 1	Hs.181245	93273	LEMD1
5.758757	0.218957	6.992547	0.174995	2.35	Up	0.011675213	AB014605	209737_at	Membrane associated guanylate kinase, WW and PDZ domain containing 2	Hs.583235	9863	MAGI2
6.410987	0.124033	5.18024	0.340028	2.35	Down	0.027267617	NM_000817	205278_at	Glutamate decarboxylase 1 (brain, 67kDa)	Hs.420036	2571	GAD1
7.92679	0.045116	9.15595	0.254549	2.34	Up	0.008940082	NM_001055	203615_x_at	Sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1	Hs.567342	6817	SULT1A1
9.754973	0.175438	8.527367	0.212283	2.34	Down	0.011180825	BE468066	229782_at	Rhabdomyosarcoma 2 associated transcript (non-coding RNA)	Hs.652568	196475	RMST
7.09614	0.07408	5.86864	0.143834	2.34	Down	0.001618753	AI242023	240458_at	Inositol 1,4,5-triphosphate receptor, type 2	Hs.512235	3709	ITPR2
5.201797	0.192183	6.421873	0.172554	2.33	Up	0.009145669	AK022893	233016_at	Homo sapiens, clone IMAGE:4214313, mRNA	Hs.288478	-	-
6.81327	0.207712	5.594657	0.259966	2.33	Down	0.021538846	BE465475	229310_at	Kelch repeat and BTB (POZ) domain containing 9	Hs.130593	114818	KBTBD9
6.998827	0.323901	5.780763	0.122809	2.33	Down	0.02453102	BF510581	228570_at	BTB (POZ) domain containing 11	Hs.271272	121551	BTBD11
7.483273	0.217134	8.70008	0.288733	2.32	Up	0.028091355	AU151635	232111_at	Hypothetical protein LOC730125	Hs.455955	730125	LOC730125
6.939853	0.218506	5.725	0.082507	2.32	Down	0.006509995	M98528	213533_at	DNA segment on chromosome 4 (unique) 234 expressed sequence	-	27065	-
9.180067	0.074941	7.96552	0.15444	2.32	Down	0.002106008	AA725646	231514_at	Chromosome 1 open reading frame 94	Hs.194610	84970	C1orf94
8.72634	0.093118	9.939913	0.130936	2.32	Up	0.001646355	AL565621	224583_at	Coactosin-like 1 (Dictyostelium)	Hs.289092	23406	COTL1
10.398167	0.10018	9.18518	0.132073	2.32	Down	0.001855703	AI338338	221933_at	Neuroligin 4, X-linked	Hs.21107	57502	NLGN4X
3.72746	0.066275	4.93981	0.210071	2.32	Up	0.005315047	NM_000185	205576_at	Serpin peptidase inhibitor, clade D (heparin cofactor), member 1	Hs.474270	3053	SERPIND1
10.7531	0.082254	9.542187	0.076787	2.31	Down	0.000422774	AL558479	208850_s_at	Thy-1 cell surface antigen	Hs.651190	7070	THY1
9.018093	0.044387	7.807997	0.214701	2.31	Down	0.005260561	AB046817	232914_s_at	Synaptotagmin-like 2	Hs.369520	54843	SYTL2
8.614077	0.057892	7.405047	0.164295	2.31	Down	0.002263229	AV705559	212274_at	LPIN1	-	-	-
9.68921	0.176157	10.897833	0.131018	2.31	Up	0.005309603	AI583537	200901_s_at	Mannose-6-phosphate receptor (cation dependent)	Hs.134084	4074	M6PR
9.014967	0.246694	10.2219	0.31367	2.31	Up	0.038991908	NM_025080	218857_s_at	Asparaginase like 1	Hs.535326	80150	ASRGL1
8.340663	0.229693	9.54599	0.221665	2.31	Up	0.019503373	AF285167	203505_at	ATP-binding cassette, sub-family A (ABC1), member 1	Hs.429294	19	ABCA1
7.625667	0.043702	6.421377	0.120192	2.3	Down	0.000708942	AI802048	231325_at	Unc-5 homolog D (C. elegans)	Hs.238889	137970	UNC5D
5.69297	0.219002	6.89669	0.094872	2.3	Up	0.007264208	L08961	211913_s_at	-	-	-	-
7.595387	0.142506	6.39921	0.106918	2.29	Down	0.002561668	AI768894	223232_s_at	Cingulin	Hs.591464	57530	CGN
7.898763	0.110141	6.704667	0.195264	2.29	Down	0.005979795	T63512	223129_x_at	Myosin regulatory light chain interacting protein	Hs.484738	29116	MYLIP
9.553027	0.061763	8.36181	0.152923	2.28	Down	0.001948812	U90902	213135_at	T-cell lymphoma invasion and metastasis 1	Hs.517228	7074	TIAM1
5.838097	0.216967	7.028557	0.198402	2.28	Up	0.015486746	W80619	240789_at	WD repeat domain 44	Hs.98510	54521	WDR44
5.012723	0.07191	6.203013	0.055115	2.28	Up	0.000193862	AI744591	227188_at	Chromosome 21 open reading frame 63	Hs.208358	59271	C21orf63
7.667827	0.019578	8.85437	0.146479	2.28	Up	0.001305766	NM_014751	203037_s_at	Metastasis suppressor 1	Hs.336994	9788	MTSS1
5.43138	0.01404	6.61762	0.231244	2.28	Up	0.006884228	NM_012476	220443_s_at	Ventral anterior homeobox 2	Hs.249170	25806	VAX2
3.73796	0.173602	4.9227	0.276002	2.27	Up	0.022091251	AW117383	243907_at	Transcribed locus	Hs.171965	-	-
6.3081	0.038295	5.125047	0.293043	2.27	Down	0.016088583	AU146515	233792_at	CDNA FLJ10248 fis, clone HEMBB1000706	Hs.479989	-	-
5.954833	0.359745	4.773917	0.130852	2.27	Down	0.036755649	N63821	227386_s_at	EPB41	-	-	-
10.029517	0.167339	8.850643	0.130608	2.26	Down	0.005145012	NM_001387	201431_s_at	Dihydropyrimidinase-like 3	Hs.519659	1809	DPYSL3
4.35535	0.130398	5.532533	0.058802	2.26	Up	0.001188665	BF439063	229242_at	Transcribed locus	Hs.23349	-	-
5.109333	0.064575	6.285593	0.135731	2.26	Up	0.001439551	NM_003979	203108_at	G protein-coupled receptor, family C, group 5, member A	Hs.631733	9052	GPRC5A
6.95636	0.1143	8.132483	0.05434	2.26	Up	0.000745952	NM_016372	218855_at	G protein-coupled receptor 175	Hs.6418	131601	GPR175
6.22363	0.103598	7.395387	0.079345	2.25	Up	0.000851261	AI480142	237044_s_at	Transcribed locus	Hs.599628	-	-
7.067747	0.239056	8.23712	0.160649	2.25	Up	0.01534834	AI475544	228582_x_at	Metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)	Hs.642877	378938	MALAT1
7.50185	0.032653	6.334813	0.082298	2.25	Down	0.00019137	NM_024785	220637_at	Family with sequence similarity 124B	Hs.147585	79843	FAM124B
6.639967	0.06113	7.806227	0.059539	2.24	Up	0.000165997	AK025064	215221_at	Forkhead box P1	Hs.431498	27086	FOXP1
5.997977	0.100154	4.838253	0.080994	2.23	Down	0.000842502	AL359055	1566764_at	MRNA full length insert cDNA clone EUROIMAGE 2344436	Hs.547764	-	-
5.43592	0.141934	6.595103	0.284093	2.23	Up	0.02176942	AU129642	221921_s_at	Immunoglobulin superfamily, member 4B	Hs.365689	57863	IGSF4B
8.54461	0.039813	9.70191	0.080224	2.23	Up	0.000206857	AW628987	225522_at	AP2 associated kinase 1	Hs.468878	22848	AAK1
5.586023	0.203446	4.430297	0.105236	2.23	Down	0.007252988	AI191118	217602_at	Peptidylprolyl isomerase A (cyclophilin A)	Hs.356331	5478	PPIA
4.50826	0.018945	5.661723	0.050093	2.22	Up	2.75E-05	AF217974	226071_at	ADAMTS-like 4	Hs.516243	54507	ADAMTSL4
7.756047	0.310682	6.603273	0.100081	2.22	Down	0.024192713	NM_006080	206805_at	Sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A	Hs.252451	10371	SEMA3A
5.694463	0.052583	6.84684	0.116077	2.22	Up	0.000828483	AK024472	226530_at	Bcl2 modifying factor	Hs.591104	90427	BMF
6.111703	0.064837	4.959367	0.163909	2.22	Down	0.002829022	BC017314	1555355_a_at	V-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	Hs.369438	2113	ETS1
6.812957	0.289913	5.66297	0.131717	2.22	Down	0.02252847	NM_021614	220116_at	Potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2	Hs.98280	3781	KCNN2
7.512197	0.080271	8.660853	0.138707	2.22	Up	0.002005977	BC001305	210868_s_at	ELOVL family member 6, elongation of long chain fatty acids (FEN1/Elo2, SUR4/Elo3-like, yeast)	Hs.412939	79071	ELOVL6
10.660233	0.091824	9.513637	0.153855	2.21	Down	0.003062037	NM_003244	203313_s_at	TGFB-induced factor (TALE family homeobox)	Hs.373550	7050	TGIF
7.56397	0.222128	8.710447	0.162261	2.21	Up	0.014056392	BF511231	213258_at	Tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)	Hs.516578	7035	TFPI
4.28391	0.040242	5.43036	0.28917	2.21	Up	0.017149356	NM_021813	221234_s_at	BTB and CNC homology 1, basic leucine zipper transcription factor 2	Hs.269764	60468	BACH2
5.148403	0.09865	6.29481	0.204911	2.21	Up	0.007277512	BG035761	206359_at	Suppressor of cytokine signaling 3	Hs.527973	9021	SOCS3
4.093733	0.150686	5.23956	0.126522	2.21	Up	0.004330379	AI822094	244512_at	Transcribed locus, strongly similar to XP_001081342.1  similar to Homeobox protein Hox-B3 (Hox-2.7) (MH-23) [Rattus norvegicu	Hs.171806	-	-
7.011607	0.265452	5.866007	0.088714	2.21	Down	0.014936818	AA554045	218885_s_at	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 12 (GalNAc-T12)	Hs.47099	79695	GALNT12
8.325257	0.09716	7.180667	0.077954	2.21	Down	0.000779157	AI797248	228537_at	GLI-Kruppel family member GLI2	Hs.111867	2736	GLI2
7.82076	0.080197	8.963537	0.12982	2.21	Up	0.001700263	BF508839	239907_at	Kazrin	Hs.368823	23254	KIAA1026
8.091117	0.127457	9.230853	0.096336	2.2	Up	0.002041947	NM_022117	218012_at	TSPY-like 2	Hs.136164	64061	TSPYL2
7.688953	0.094591	6.55016	0.156532	2.2	Down	0.003387941	AI806322	228291_s_at	Chromosome 20 open reading frame 19	Hs.187635	55857	C20orf19
5.17016	0.075113	6.306957	0.139025	2.2	Up	0.001978255	AW264036	228758_at	B-cell CLL/lymphoma 6 (zinc finger protein 51)	Hs.478588	604	BCL6
9.04816	0.190738	7.914433	0.163734	2.19	Down	0.010739345	AW974812	222325_at	Transcribed locus	Hs.506435	-	-
8.672123	0.109937	7.538497	0.196327	2.19	Down	0.007291938	BE218980	224833_at	-	-	-	-
5.236847	0.092078	6.369093	0.098363	2.19	Up	0.001097456	BE466578	237203_at	Homo sapiens, clone IMAGE:4214313, mRNA	Hs.288478	-	-
5.503377	0.058279	6.629767	0.105965	2.18	Up	0.000739476	U41742	211605_s_at	Retinoic acid receptor, alpha	Hs.137731	5914	RARA
7.585947	0.222604	8.711987	0.27906	2.18	Up	0.034366953	AA922068	224848_at	Cyclin-dependent kinase 6	Hs.119882	1021	CDK6
7.469767	0.083251	8.592737	0.103921	2.18	Up	0.001082586	AV710542	232144_at	-	-	-	-
7.69913	0.059102	6.580453	0.108485	2.17	Down	0.000824236	NM_033204	1552634_a_at	Zinc finger protein 101	Hs.631642	94039	ZNF101
5.137113	0.103677	4.024187	0.097901	2.16	Down	0.001454172	AW664964	230493_at	Transmembrane protein 46	Hs.433791	387914	TMEM46
8.06734	0.081267	6.954737	0.126985	2.16	Down	0.001797194	BC034018	1554689_a_at	Neuroligin 4, X-linked	Hs.21107	57502	NLGN4X
12.154333	0.199615	11.043267	0.314701	2.16	Down	0.040683685	NM_003212	206286_s_at	Teratocarcinoma-derived growth factor 1	Hs.385870	6997	TDGF1
7.296437	0.164324	6.185377	0.172341	2.16	Down	0.009547718	NM_013262	220319_s_at	Myosin regulatory light chain interacting protein	Hs.484738	29116	MYLIP
9.5023	0.105195	8.394327	0.091849	2.16	Down	0.001366323	X03363	216836_s_at	V-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian)	Hs.446352	2064	ERBB2
8.101967	0.172335	6.994073	0.170268	2.16	Down	0.010236487	NM_001470	203146_s_at	Gamma-aminobutyric acid (GABA) B receptor, 1	Hs.167017	2550	GABBR1
8.659373	0.157946	7.552763	0.135277	2.15	Down	0.006000263	AW016812	231644_at	Transcribed locus	Hs.200266	-	-
7.952813	0.199588	6.847613	0.219406	2.15	Down	0.020364686	AA151659	230067_at	Family with sequence similarity 124A	Hs.71913	220108	FAM124A
7.77621	0.206663	6.67283	0.222563	2.15	Down	0.022102614	AA700440	228329_at	Disabled homolog 1 (Drosophila)	Hs.477370	1600	DAB1
6.204457	0.226157	5.10447	0.101463	2.14	Down	0.011354289	AW975772	236917_at	Leucine rich repeat containing 34	Hs.591289	151827	LRRC34
4.660547	0.104545	5.7588	0.157421	2.14	Up	0.004362615	AI803208	239569_at	Hypothetical gene supported by AK056047; AK056281; AK123838	Hs.288262	440119	FLJ31485
7.780277	0.094019	6.683847	0.249366	2.14	Down	0.014682198	BC006374	211057_at	receptor tyrosine kinase-like orphan receptor 1	-	4919	-
3.831087	0.069253	4.926867	0.067275	2.14	Up	0.00034365	AJ417079	1565358_at	Retinoic acid receptor, alpha	Hs.137731	5914	RARA
9.907713	0.094273	8.813047	0.129257	2.14	Down	0.002387165	NM_005232	205977_s_at	EPH receptor A1	Hs.89839	2041	EPHA1
7.585127	0.042522	6.491677	0.167023	2.13	Down	0.003161497	BF590850	230428_at	Thioesterase superfamily member 5	Hs.132648	284486	THEM5
10.4681	0.167771	9.375813	0.083645	2.13	Down	0.004322001	R38389	213131_at	OLFM1	-	-	-
8.19391	0.151092	9.28569	0.267709	2.13	Up	0.023763975	AW051349	224847_at	Cyclin-dependent kinase 6	Hs.119882	1021	CDK6
6.14225	0.16066	7.232237	0.127525	2.13	Up	0.006030347	AI688418	213030_s_at	Plexin A2	Hs.497626	5362	PLXNA2
6.78734	0.068655	5.69779	0.202366	2.13	Down	0.006989295	NM_000610	204489_s_at	CD44 molecule (Indian blood group)	Hs.502328	960	CD44
6.663203	0.047279	7.751717	0.261094	2.13	Up	0.014824759	U69563	210056_at	Rho family GTPase 1	Hs.124940	27289	RND1
4.412497	0.076074	5.499163	0.296177	2.12	Up	0.023721189	AW265065	235079_at	Transcribed locus	Hs.633113	-	-
6.029583	0.252628	4.944183	0.145606	2.12	Down	0.020431605	BF110053	228707_at	Claudin 23	Hs.183617	137075	CLDN23
5.438093	0.078054	6.52269	0.102114	2.12	Up	0.001080128	AI686488	226097_at	Fibronectin type III domain containing 5	Hs.524234	252995	FNDC5
4.087097	0.164975	5.171413	0.294125	2.12	Up	0.032424138	AI494113	241459_at	DKFZP686A01247 hypothetical protein	Hs.335163	22998	DKFZP686A01247
5.25509	0.059637	6.33917	0.122497	2.12	Up	0.001351305	NM_002250	204401_at	Potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4	Hs.10082	3783	KCNN4
4.225077	0.018536	5.307493	0.192107	2.12	Up	0.004965068	BC005124	206601_s_at	Homeobox D3	Hs.93574	3232	HOXD3
8.94019	0.21968	7.85834	0.139389	2.12	Down	0.014165276	N63576	209169_at	Glycoprotein M6B	Hs.495710	2824	GPM6B
6.41884	0.224442	5.337117	0.263697	2.12	Down	0.03539521	AF147300	1561167_at	Ets variant gene 6 (TEL oncogene)	Hs.504765	2120	ETV6
4.638273	0.057481	5.718413	0.180727	2.11	Up	0.004695161	NM_002608	204200_s_at	Platelet-derived growth factor beta polypeptide (simian sarcoma viral (v-sis) oncogene homolog)	Hs.1976	5155	PDGFB
6.372937	0.241919	5.292813	0.13325	2.11	Down	0.017381956	BF447954	230263_s_at	Dedicator of cytokinesis 5	Hs.195403	80005	DOCK5
6.824093	0.151202	5.74471	0.053274	2.11	Down	0.002535172	AA151917	230503_at	-	-	-	-
11.241267	0.03405	10.162267	0.057811	2.11	Down	8.74E-05	NM_003641	201601_x_at	Interferon induced transmembrane protein 1 (9-27)	Hs.458414	8519	IFITM1
6.08804	0.066351	7.166453	0.162754	2.11	Up	0.003576325	NM_000033	205142_x_at	ATP-binding cassette, sub-family D (ALD), member 1	Hs.159546	215	ABCD1
9.483313	0.165504	10.561067	0.05502	2.11	Up	0.003484183	AV724183	224644_at	CDNA clone IMAGE:5278517	Hs.517821	-	-
6.01032	0.05655	7.087397	0.166414	2.11	Up	0.003592736	NM_020382	220200_s_at	SET domain containing (lysine methyltransferase) 8	Hs.652395	387893	SETD8
5.604267	0.014866	6.68047	0.162486	2.11	Up	0.002737128	AW298115	230283_at	Neuralized homolog 2 (Drosophila)	Hs.517094	140825	NEURL2
8.47118	0.057192	9.5471	0.191416	2.11	Up	0.005747134	AI355441	225239_at	CDNA FLJ26120 fis, clone SYN00419	Hs.593027	-	-
5.383063	0.173632	6.458653	0.061791	2.11	Up	0.004296343	W94001	227394_at	Neural cell adhesion molecule 1	Hs.503878	4684	NCAM1
5.271777	0.249189	4.196273	0.0821	2.11	Down	0.014862049	AW136975	240545_at	Transient receptor potential cation channel, subfamily M, member 3	Hs.47288	80036	TRPM3
6.719783	0.124306	5.64749	0.056137	2.1	Down	0.001414568	AL390127	225390_s_at	Kruppel-like factor 13	Hs.525752	51621	KLF13
6.7131	0.099357	7.782883	0.117575	2.1	Up	0.002252249	AI760298	244054_at	SKI-like oncogene	Hs.581632	6498	SKIL
5.985633	0.174871	7.0552	0.19308	2.1	Up	0.014782297	NM_024652	219441_s_at	Leucine-rich repeat kinase 1	Hs.407918	79705	LRRK1
8.112497	0.175018	7.044103	0.202995	2.1	Down	0.016317173	AI754416	209286_at	CDC42 effector protein (Rho GTPase binding) 3	Hs.369574	10602	CDC42EP3
8.033957	0.059692	6.967773	0.206204	2.09	Down	0.007669997	NM_014788	203148_s_at	Tripartite motif-containing 14	Hs.575631	9830	TRIM14
8.452223	0.151303	7.386423	0.176998	2.09	Down	0.010205713	AI768826	229202_at	Transcribed locus	Hs.598463	-	-
11.3111	0.026977	10.245367	0.107566	2.09	Down	0.000655422	AA749101	214022_s_at	Interferon induced transmembrane protein 1 (9-27)	Hs.458414	8519	IFITM1
11.241467	0.019505	12.307133	0.08545	2.09	Up	0.000262602	NM_012342	203304_at	BMP and activin membrane-bound inhibitor homolog (Xenopus laevis)	Hs.533336	25805	BAMBI
9.130773	0.215789	8.065787	0.161498	2.09	Down	0.016800153	BG401568	227506_at	Solute carrier family 16, member 9 (monocarboxylic acid transporter 9)	Hs.499709	220963	SLC16A9
4.00573	0.072826	5.069907	0.345565	2.09	Up	0.03942055	BE786990	235504_at	Gremlin 2, cysteine knot superfamily, homolog (Xenopus laevis)	Hs.98206	64388	GREM2
7.41116	0.10112	8.475263	0.130647	2.09	Up	0.002989452	AI968085	213425_at	Wingless-type MMTV integration site family, member 5A	Hs.652181	7474	WNT5A
4.338187	0.065086	5.401573	0.337374	2.09	Up	0.036401242	AK022305	232567_at	Proline rich 5 (renal)	Hs.102336	55615	PRR5
6.087147	0.029557	7.15032	0.193572	2.09	Up	0.005581852	NM_001421	203490_at	E74-like factor 4 (ets domain transcription factor)	Hs.271940	2000	ELF4
5.729663	0.333968	4.667023	0.115027	2.09	Down	0.039612089	BU729850	1561101_at	Janus kinase and microtubule interacting protein 2	Hs.184323	9832	JAKMIP2
5.906717	0.075454	6.968577	0.299601	2.09	Up	0.026367761	BE046461	215303_at	Clones 24632 and 24634 mRNA sequence	Hs.593611	-	-
4.49034	0.051164	5.552133	0.156388	2.09	Up	0.002968999	BF791376	228684_at	Zinc finger protein 503	Hs.195710	84858	ZNF503
5.649963	0.078799	4.590007	0.102405	2.08	Down	0.001203333	AA776723	239946_at	KIAA0922	Hs.205572	23240	KIAA0922
7.95803	0.145221	9.017473	0.077716	2.08	Up	0.003004545	AL832146	1562235_s_at	Pre-B-cell leukemia transcription factor 1	Hs.493096	5087	PBX1
6.667103	0.11327	5.60815	0.120102	2.08	Down	0.003035526	NM_002661	204613_at	Phospholipase C, gamma 2 (phosphatidylinositol-specific)	Hs.413111	5336	PLCG2
7.772677	0.05131	6.715797	0.0562	2.08	Down	0.000155856	NM_018474	219961_s_at	Chromosome 20 open reading frame 19	Hs.187635	55857	C20orf19
6.85139	0.066665	5.79459	0.037465	2.08	Down	0.000158916	AI890356	230441_at	KIAA1909 protein	Hs.535800	153478	KIAA1909
8.198293	0.25121	7.141653	0.124001	2.08	Down	0.019575278	BE348679	227823_at	Retrotransposon gag domain containing 4	Hs.512180	340526	RGAG4
6.979537	0.153765	5.923147	0.15395	2.08	Down	0.008309262	AI991160	225301_s_at	Myosin VB	Hs.567308	4645	MYO5B
4.17525	0.117042	5.230263	0.30143	2.08	Up	0.031001741	NM_003970	205826_at	Myomesin (M-protein) 2, 165kDa	Hs.443683	9172	MYOM2
6.846813	0.203155	7.900477	0.251277	2.08	Up	0.031056989	NM_014970	203333_at	Kinesin-associated protein 3	Hs.433442	22920	KIFAP3
5.926853	0.096635	6.98025	0.227408	2.08	Up	0.013020014	R81072	244774_at	Phosphatase and actin regulator 2	Hs.102471	9749	PHACTR2
4.562683	0.153768	5.614923	0.076016	2.07	Up	0.00357923	AL512758	225815_at	Complexin 2	Hs.193235	10814	CPLX2
7.35682	0.089466	6.305193	0.042045	2.07	Down	0.000442093	NM_014707	205659_at	Histone deacetylase 9	Hs.196054	9734	HDAC9
4.94487	0.041896	5.993583	0.365502	2.07	Up	0.046368876	AF241534	215513_at	Pleiomorphic adenoma gene-like 1	Hs.444975	5325	PLAGL1
9.50634	0.240159	8.458233	0.124211	2.07	Down	0.017895439	AI419030	209170_s_at	Glycoprotein M6B	Hs.495710	2824	GPM6B
6.84823	0.038174	5.803107	0.068833	2.06	Down	0.000185933	AA088177	234994_at	KIAA1913	Hs.591341	114801	KIAA1913
7.278853	0.17822	6.23396	0.012917	2.06	Down	0.00426558	NM_006378	203528_at	Chromosome 9 open reading frame 164	Hs.494406	349236	C9orf164
6.73323	0.137751	5.6888	0.225483	2.06	Down	0.016779733	BF510098	235129_at	Protein phosphatase 1, regulatory (inhibitor) subunit 1A	Hs.505662	5502	PPP1R1A
5.953997	0.102835	6.997713	0.172895	2.06	Up	0.006568592	AI673539	227120_at	Forkhead box P4	Hs.131436	116113	FOXP4
6.908197	0.162681	7.951337	0.11221	2.06	Up	0.006177117	NM_005938	205451_at	Myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 7	Hs.584654	4303	MLLT7
8.57546	0.071172	7.53267	0.12288	2.06	Down	0.00183101	BC008300	1554256_a_at	Pecanex-like 2 (Drosophila)	Hs.370605	80003	PCNXL2
4.85069	0.158022	5.893103	0.232831	2.06	Up	0.020753782	NM_032854	1552301_a_at	Coronin 6	Hs.143046	84940	CORO6
7.237713	0.086427	8.278377	0.25732	2.06	Up	0.018558034	AW880875	242277_at	Phosphatase and actin regulator 2	Hs.102471	9749	PHACTR2
5.197913	0.09734	6.238297	0.247832	2.06	Up	0.017432603	AW299598	206194_at	Homeobox C4	Hs.549040	3221	HOXC4
7.82059	0.055968	6.7804	0.209557	2.06	Down	0.008675549	AF317392	223916_s_at	BCL6 co-repressor	Hs.86984	54880	BCOR
4.3397	0.053175	5.379853	0.055176	2.06	Up	0.000170522	AF081583	209504_s_at	Pleckstrin homology domain containing, family B (evectins) member 1	Hs.445489	58473	PLEKHB1
5.062413	0.079001	6.102523	0.079236	2.06	Up	0.000745124	NM_000864	207368_at	5-hydroxytryptamine (serotonin) receptor 1D	Hs.121482	3352	HTR1D
8.2714	0.094291	7.23215	0.073034	2.06	Down	0.000955345	AI570531	227558_at	Chromobox homolog 4 (Pc class homolog, Drosophila)	Hs.405046	8535	CBX4
7.0548	0.269778	6.016393	0.246057	2.05	Down	0.046683634	W63783	235420_at	Hyaluronan and proteoglycan link protein 4	Hs.367829	404037	HAPLN4
3.864747	0.131484	4.902923	0.114555	2.05	Up	0.003995307	BF114894	235928_at	Transcribed locus	Hs.599628	-	-
8.552503	0.182346	9.589743	0.166999	2.05	Up	0.013752177	NM_014840	204589_at	NUAK family, SNF1-like kinase, 1	Hs.524692	9891	NUAK1
8.191653	0.124167	7.15481	0.125101	2.05	Down	0.004174051	NM_004955	201801_s_at	Solute carrier family 29 (nucleoside transporters), member 1	Hs.25450	2030	SLC29A1
7.452787	0.155425	6.417023	0.115588	2.05	Down	0.00589589	AL515381	227177_at	CORO2A	-	-	-
7.40775	0.275988	6.372427	0.080436	2.05	Down	0.02272795	NM_024784	1553858_at	Zinc finger and BTB domain containing 3	Hs.147554	79842	ZBTB3
5.838833	0.209008	4.80583	0.155696	2.05	Down	0.016628153	BC035960	1554199_at	Protein tyrosine phosphatase, receptor type, O	Hs.160871	5800	PTPRO
4.86699	0.046171	5.899747	0.218635	2.05	Up	0.009868334	BE930512	217542_at	Carboxypeptidase M	Hs.484551	1368	CPM
7.33386	0.300291	6.301553	0.202859	2.05	Down	0.046460978	AL834519	1562289_at	MRNA; cDNA DKFZp434N0220 (from clone DKFZp434N0220)	Hs.638554	-	-
8.27438	0.094051	9.305697	0.308681	2.04	Up	0.033027032	BE500990	237710_at	-	-	-	-
5.675013	0.070248	6.70485	0.252671	2.04	Up	0.017148292	AF062733	211677_x_at	Immunoglobulin superfamily, member 4B	Hs.365689	57863	IGSF4B
10.310567	0.119171	9.28147	0.057481	2.04	Down	0.001473278	AA218868	213869_x_at	THY1	-	-	-
10.9614	0.097689	11.990367	0.08246	2.04	Up	0.001293537	NM_014033	207761_s_at	LETM1 domain containing 1	Hs.288771	25875	LETMD1
8.490863	0.062923	7.462203	0.100073	2.04	Down	0.000960286	AI761561	202934_at	Hexokinase 2	Hs.591588	3099	HK2
