Grp1 Mean	Grp1 SEM	Grp2 Mean	Grp2 SEM	Ratio	Direction	p-value	Gene Identifier	Other ID	Gene Name	UG Cluster	LocusLink	Gene ID
8.8372	0.051016	7.790223	0.130405	2.07	Down	0.001710705	N76327	237215_s_at	Transferrin receptor (p90, CD71)	Hs.529618	7037	TFRC
5.983793	0.10166	4.937017	0.083287	2.07	Down	0.001346111	AF105036	220266_s_at	Kruppel-like factor 4 (gut)	Hs.376206	9314	KLF4
8.272947	0.127738	7.22931	0.176886	2.06	Down	0.008754832	BC002665	210198_s_at	Proteolipid protein 1 (Pelizaeus-Merzbacher disease, spastic paraplegia 2, uncomplicated)	Hs.1787	5354	PLP1
3.712413	0.037523	4.75525	0.039401	2.06	Up	4.37E-05	NM_005118	221085_at	Tumor necrosis factor (ligand) superfamily, member 15	Hs.241382	9966	TNFSF15
4.507917	0.048405	5.550433	0.305603	2.06	Up	0.02806088	AF039698	223283_s_at	Teashirt family zinc finger 1	Hs.284217	10194	TSHZ1
7.66854	0.082088	8.710833	0.085119	2.06	Up	0.00091424	NM_001982	202454_s_at	V-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian)	Hs.118681	2065	ERBB3
6.49053	0.095167	5.4484	0.198943	2.06	Down	0.009134391	L19659	211020_at	Glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)	Hs.519884	2651	GCNT2
4.919003	0.152176	5.960073	0.246268	2.06	Up	0.0228354	AL117653	226066_at	Microphthalmia-associated transcription factor	Hs.166017	4286	MITF
7.369003	0.039348	8.409367	0.029106	2.06	Up	2.90E-05	NM_024525	219481_at	Tetratricopeptide repeat domain 13	Hs.424788	79573	TTC13
5.96384	0.076081	7.000133	0.16543	2.05	Up	0.004708005	NM_016633	219672_at	Erythroid associated factor	Hs.274309	51327	ERAF
7.57529	0.092361	8.611543	0.015918	2.05	Up	0.000380497	AU137607	222599_s_at	Neuron navigator 2	Hs.502116	89797	NAV2
4.60229	0.079007	5.63822	0.054855	2.05	Up	0.000421378	AL359599	215828_at	AT-binding transcription factor 1	Hs.461285	463	ATBF1
6.919527	0.086482	5.883663	0.016342	2.05	Down	0.000298201	AA813260	212272_at	Lipin 1	Hs.467740	23175	LPIN1
6.495283	0.130367	5.460437	0.143761	2.05	Down	0.005955793	AA019836	241733_at	Chromosome 18 open reading frame 54	Hs.208701	162681	C18orf54
4.059717	0.072212	5.093587	0.066481	2.05	Up	0.000459497	NM_004405	207147_at	Distal-less homeobox 2	Hs.419	1746	DLX2
5.172573	0.044907	6.206247	0.061578	2.05	Up	0.000171064	W04694	1565886_at	Transient receptor potential cation channel, subfamily M, member 7	Hs.512894	54822	TRPM7
9.401327	0.079353	8.36985	0.019961	2.04	Down	0.000227959	AU144598	219301_s_at	Contactin associated protein-like 2	Hs.190621	26047	CNTNAP2
7.968327	0.054479	6.939537	0.059469	2.04	Down	0.000217611	NM_001243	206729_at	Tumor necrosis factor receptor superfamily, member 8	Hs.1314	943	TNFRSF8
7.397907	0.126065	6.369727	0.129697	2.04	Down	0.004727818	NM_002428	203365_s_at	Matrix metallopeptidase 15 (membrane-inserted)	Hs.80343	4324	MMP15
7.85349	0.133383	8.881547	0.110659	2.04	Up	0.00404831	AV720803	222271_at	Transcribed locus	Hs.547465	-	-
9.093013	0.132485	8.0651	0.089377	2.04	Down	0.003005013	AL157485	222116_s_at	TBC1 domain family, member 16	Hs.369819	125058	TBC1D16
6.238047	0.13694	7.265167	0.01066	2.04	Up	0.001709825	NM_007210	219956_at	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6 (GalNAc-T6)	Hs.505575	11226	GALNT6
7.129247	0.064914	6.102673	0.140684	2.04	Down	0.002691471	NM_152608	1553338_at	Chromosome 1 open reading frame 55	Hs.520192	163859	C1orf55
8.79243	0.054871	7.766187	0.118435	2.04	Down	0.00141426	AL050152	204424_s_at	LIM domain only 3 (rhombotin-like 2)	Hs.504908	55885	LMO3
5.370367	0.066519	4.344127	0.084132	2.04	Down	0.000666496	BF979668	241781_at	Chromosome 9 open reading frame 41	Hs.567688	138199	C9orf41
5.5501	0.047645	6.572523	0.255053	2.03	Up	0.01695252	BF001786	222747_s_at	Sex comb on midleg-like 1 (Drosophila)	Hs.109655	6322	SCML1
7.692777	0.025334	6.670993	0.156686	2.03	Down	0.002995227	BF590850	230428_at	Thioesterase superfamily member 5	Hs.132648	284486	THEM5
10.766767	0.119999	9.745197	0.027953	2.03	Down	0.001155301	NM_003244	203313_s_at	TGFB-induced factor (TALE family homeobox)	Hs.373550	7050	TGIF
6.761647	0.076111	7.781167	0.135471	2.03	Up	0.002791216	NM_024599	219202_at	Rhomboid 5 homolog 2 (Drosophila)	Hs.464157	79651	RHBDF2
7.21267	0.170009	8.232127	0.055296	2.03	Up	0.004674474	L03203	210139_s_at	Peripheral myelin protein 22	Hs.372031	5376	PMP22
7.795237	0.096867	6.776513	0.088997	2.03	Down	0.001497646	AA829940	231576_at	Transcribed locus	Hs.651465	-	-
7.048347	0.143834	6.029887	0.06647	2.03	Down	0.00301252	Z39232	1560924_at	Dipeptidyl-peptidase 6	Hs.334947	1804	DPP6
8.082423	0.11956	7.06553	0.113982	2.02	Down	0.003533181	AI249980	235003_at	U2AF homology motif (UHM) kinase 1	Hs.127310	127933	UHMK1
8.38844	0.032407	7.37289	0.100248	2.02	Down	0.000647816	BC008300	1554256_a_at	Pecanex-like 2 (Drosophila)	Hs.370605	80003	PCNXL2
12.4371	0.150965	11.4223	0.146854	2.02	Down	0.008533064	AF311912	223122_s_at	Secreted frizzled-related protein 2	Hs.481022	6423	SFRP2
6.42817	0.125679	7.442827	0.249491	2.02	Up	0.022118588	AW242916	212196_at	Interleukin 6 signal transducer (gp130, oncostatin M receptor)	Hs.532082	3572	IL6ST
3.960973	0.134838	4.975463	0.131001	2.02	Up	0.005706092	AK022037	233386_at	Meis1, myeloid ecotropic viral integration site 1 homolog 2 (mouse)	Hs.510989	4212	MEIS2
11.9684	0.054663	10.954267	0.052334	2.02	Down	0.00017933	BE930017	1565717_s_at	-	-	-	-
7.390047	0.021948	6.37778	0.147227	2.02	Down	0.002442684	NM_003253	206409_at	T-cell lymphoma invasion and metastasis 1	Hs.517228	7074	TIAM1
12.182633	0.008078	11.1724	0.044562	2.01	Down	2.39E-05	NM_003212	206286_s_at	Teratocarcinoma-derived growth factor 1	Hs.385870	6997	TDGF1
7.409293	0.043071	8.418757	0.092927	2.01	Up	0.000594498	AI928342	222764_at	Asparaginase like 1	Hs.535326	80150	ASRGL1
7.74698	0.009556	6.738233	0.066664	2.01	Down	0.000115735	N36770	221563_at	Dual specificity phosphatase 10	Hs.497822	11221	DUSP10
10.4561	0.038079	11.463467	0.016606	2.01	Up	1.72E-05	BC005127	209122_at	Adipose differentiation-related protein	Hs.3416	123	ADFP
7.750993	0.052975	8.75834	0.14391	2.01	Up	0.002779012	AI817041	212977_at	Chemokine (C-X-C motif) receptor 7	Hs.471751	57007	CXCR7
4.291537	0.037885	5.298697	0.1422	2.01	Up	0.002385085	AI143879	205501_at	CDNA FLJ25677 fis, clone TST04054	Hs.348762	-	-
8.305643	0.065954	7.299193	0.012304	2.01	Down	0.000115058	NM_004415	200606_at	Desmoplakin	Hs.519873	1832	DSP
6.433397	0.117473	5.431473	0.119433	2	Down	0.003928398	NM_004702	205034_at	cyclin E2	-	9134	-
5.76484	0.092309	4.76341	0.133593	2	Down	0.003509855	AI692432	231090_s_at	AT rich interactive domain 2 (ARID, RFX-like)	Hs.317304	196528	ARID2
6.668353	0.144567	5.667427	0.133762	2	Down	0.007071077	BF513121	226189_at	Integrin, beta 8	Hs.592171	3696	ITGB8
5.805887	0.156396	4.80498	0.212888	2	Down	0.019285552	AK025163	232637_at	Septin 2	Hs.335057	4735	1-Sep
8.404913	0.113649	7.406713	0.178662	2	Down	0.00921139	D13413	216855_s_at	-	-	-	-
4.624637	0.093378	5.622527	0.134789	2	Up	0.003685769	AA725913	227992_s_at	Hypothetical protein LOC147650	Hs.467174	147650	LOC147650
9.022697	0.01586	8.025763	0.115309	2	Down	0.001020363	AK024649	233487_s_at	Leucine rich repeat containing 8 family, member A	Hs.652384	56262	LRRC8A
5.155643	0.168378	6.15123	0.120441	1.99	Up	0.008590699	NM_018678	220494_s_at	-	-	-	-
9.72186	0.085869	8.727353	0.073427	1.99	Down	0.000918956	BF246115	213629_x_at	Metallothionein 1A (functional)	Hs.513626	4489	MT1A
7.026233	0.147242	6.03188	0.231217	1.99	Down	0.02221002	AC_004010	222108_at	-	-	-	-
5.241747	0.096374	6.233407	0.236601	1.99	Up	0.017816836	NM_024064	218764_at	protein kinase C, eta	-	5583	-
6.351887	0.029054	7.341083	0.037729	1.99	Up	3.17E-05	NM_145042	1552698_at	Alpha tubulin-like	Hs.585006	113691	MGC16703
6.201013	0.03542	5.212933	0.132074	1.98	Down	0.00194563	AF156225	214530_x_at	Erythrocyte membrane protein band 4.1 (elliptocytosis 1, RH-linked)	Hs.175437	2035	EPB41
7.428877	0.107133	6.441787	0.068874	1.98	Down	0.00149331	NM_002133	203665_at	Heme oxygenase (decycling) 1	Hs.517581	3162	HMOX1
8.740817	0.100643	7.754147	0.120485	1.98	Down	0.003273262	AW173222	227740_at	U2AF homology motif (UHM) kinase 1	Hs.127310	127933	UHMK1
7.18988	0.144561	6.205283	0.223874	1.98	Down	0.020932851	NM_153344	1552575_a_at	Chromosome 6 open reading frame 141	Hs.485528	135398	C6orf141
8.59521	0.097773	7.611077	0.273181	1.98	Down	0.027484466	BC034018	1554689_a_at	Neuroligin 4, X-linked	Hs.21107	57502	NLGN4X
4.584417	0.102276	5.56834	0.10789	1.98	Up	0.002702427	AV713913	235197_s_at	Osteopetrosis associated transmembrane protein 1	Hs.226780	28962	OSTM1
5.100313	0.067408	6.083553	0.164406	1.98	Up	0.005212513	NM_002250	204401_at	Potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4	Hs.10082	3783	KCNN4
5.158383	0.156457	4.176113	0.095082	1.98	Down	0.005826128	U32581	210057_at	PI-3-kinase-related kinase SMG-1	Hs.460179	23049	SMG1
7.553553	0.101139	6.57133	0.058396	1.98	Down	0.001094021	AF220152	211382_s_at	Transforming, acidic coiled-coil containing protein 2	Hs.501252	10579	TACC2
5.15959	0.127209	4.179137	0.025078	1.97	Down	0.001639181	AC_003034	215432_at	hypothetical protein LOC123876	-	123876	-
5.136717	0.159473	4.157243	0.134232	1.97	Down	0.009315859	NM_017534	204631_at	Myosin, heavy chain 3, skeletal muscle, embryonic	Hs.440895	4621	MYH3
8.208833	0.137956	7.229617	0.066215	1.97	Down	0.003062511	AI561354	216222_s_at	-	-	-	-
7.21618	0.068869	6.237773	0.01874	1.97	Down	0.000164047	NM_015322	212374_at	Fem-1 homolog b (C. elegans)	Hs.362733	10116	FEM1B
5.969773	0.068641	4.99146	0.074288	1.97	Down	0.000639275	BC035722	1562683_a_at	Hypothetical protein LOC285547	Hs.381892	285547	LOC285547
6.244047	0.118269	7.222183	0.177875	1.97	Up	0.010189707	BF001786	218793_s_at	Sex comb on midleg-like 1 (Drosophila)	Hs.109655	6322	SCML1
6.779737	0.019578	5.801693	0.086418	1.97	Down	0.000383009	NM_144624	1552656_s_at	U2AF homology motif (UHM) kinase 1	-	127933	-
7.242577	0.066963	8.22045	0.019214	1.97	Up	0.000149464	NM_004352	205747_at	Cerebellin 1 precursor	Hs.458423	869	CBLN1
7.69015	0.01016	6.712903	0.107465	1.97	Down	0.0008249	AI378788	213865_at	Discoidin, CUB and LCCL domain containing 2	Hs.203691	131566	DCBLD2
6.599727	0.110741	5.623453	0.061249	1.97	Down	0.001519723	AW451961	226690_at	Adenylate cyclase activating polypeptide 1 (pituitary) receptor type I	Hs.377783	117	ADCYAP1R1
6.887447	0.16823	5.911523	0.117514	1.97	Down	0.008933083	AF130080	223661_at	CDNA clone IMAGE:4513453	Hs.213061	-	-
7.790107	0.059159	6.81448	0.108147	1.97	Down	0.001379079	AW190873	214697_s_at	ROD1 regulator of differentiation 1 (S. pombe)	Hs.269988	9991	ROD1
7.032987	0.038075	8.008597	0.058604	1.97	Up	0.000152722	NM_018584	218309_at	Calcium/calmodulin-dependent protein kinase II inhibitor 1	Hs.197922	55450	CAMK2N1
7.260593	0.105758	6.285527	0.136246	1.97	Down	0.004823445	AI862658	213341_at	Fem-1 homolog c (C. elegans)	Hs.47367	56929	FEM1C
7.29313	0.022403	6.3188	0.112464	1.96	Down	0.001052212	NM_152476	1553276_at	Zinc finger protein 560	Hs.631613	147741	ZNF560
9.91129	0.105211	8.93703	0.049925	1.96	Down	0.001116381	BC003682	208727_s_at	Cell division cycle 42 (GTP binding protein, 25kDa)	Hs.597524	998	CDC42
8.90531	0.130974	7.932593	0.076611	1.96	Down	0.00304214	NM_017793	219143_s_at	Ribonuclease P 25kDa subunit	Hs.8562	54913	RPP25
8.429767	0.004903	9.401097	0.045046	1.96	Up	2.80E-05	BG107456	202656_s_at	SERTA domain containing 2	Hs.645287	9792	SERTAD2
7.633	0.039545	8.603863	0.08206	1.96	Up	0.000438901	NM_014755	202657_s_at	SERTA domain containing 2	Hs.645287	9792	SERTAD2
5.49463	0.020271	4.523927	0.068734	1.96	Down	0.000171918	NM_005442	231776_at	Eomesodermin homolog (Xenopus laevis)	Hs.591663	8320	EOMES
5.885397	0.144932	4.91625	0.114715	1.96	Down	0.00632618	BC004372	209835_x_at	CD44 molecule (Indian blood group)	Hs.502328	960	CD44
6.213	0.112366	7.1821	0.166014	1.96	Up	0.008435394	AF352728	221701_s_at	Stimulated by retinoic acid gene 6 homolog (mouse)	Hs.24553	64220	STRA6
6.93861	0.084253	5.970837	0.200029	1.96	Down	0.011170732	AA001021	241661_at	Jumonji domain containing 1C	Hs.413416	221037	JMJD1C
9.917903	0.03192	8.950483	0.027755	1.96	Down	2.17E-05	NM_001387	201431_s_at	Dihydropyrimidinase-like 3	Hs.519659	1809	DPYSL3
4.412793	0.057043	5.378577	0.104112	1.95	Up	0.001242011	AU151788	232230_at	Chromosome 10 open reading frame 75	Hs.562266	90271	C10orf75
9.03311	0.076914	9.99789	0.001843	1.95	Up	0.000232687	NM_024090	204256_at	ELOVL family member 6, elongation of long chain fatty acids (FEN1/Elo2, SUR4/Elo3-like, yeast)	Hs.412939	79071	ELOVL6
7.18271	0.007346	6.21797	0.041434	1.95	Down	2.14E-05	NM_006654	221308_at	Fibroblast growth factor receptor substrate 2	Hs.593446	10818	FRS2
7.19317	0.095186	8.155847	0.093621	1.95	Up	0.001961429	AA503387	226490_at	NHS-like 1	Hs.92290	57224	NHSL1
7.44343	0.067824	8.404957	0.086349	1.95	Up	0.000937309	NM_001054	207122_x_at	Sulfotransferase family, cytosolic, 1A, phenol-preferring, member 2	Hs.546304	6799	SULT1A2
7.914717	0.02934	6.95485	0.080791	1.95	Down	0.000366018	NM_000692	209645_s_at	Aldehyde dehydrogenase 1 family, member B1	Hs.436219	219	ALDH1B1
8.209593	0.069949	7.24995	0.093012	1.94	Down	0.001179753	AK026424	224964_s_at	Guanine nucleotide binding protein (G protein), gamma 2	Hs.652313	54331	GNG2
7.98903	0.120642	7.030143	0.163796	1.94	Down	0.0092151	T63512	223129_x_at	Myosin regulatory light chain interacting protein	Hs.484738	29116	MYLIP
7.510333	0.068759	8.469103	0.139879	1.94	Up	0.003543256	NM_003082	205443_at	Small nuclear RNA activating complex, polypeptide 1, 43kDa	Hs.179312	6617	SNAPC1
8.051743	0.085777	9.01047	0.093258	1.94	Up	0.001635412	AB037813	231969_at	Storkhead box 2	Hs.518961	56977	STOX2
11.864933	0.043876	10.906333	0.076256	1.94	Down	0.000402805	NM_004426	218338_at	Polyhomeotic homolog 1 (Drosophila)	Hs.305985	1911	PHC1
7.877587	0.112798	6.920143	0.159346	1.94	Down	0.00801977	NM_024785	220637_at	Family with sequence similarity 124B	Hs.147585	79843	FAM124B
7.167157	0.05678	6.210017	0.170156	1.94	Down	0.005941922	NM_005156	207223_s_at	ROD1 regulator of differentiation 1 (S. pombe)	Hs.269988	9991	ROD1
5.080067	0.098661	6.036643	0.094059	1.94	Up	0.002171692	AB023144	213609_s_at	Seizure related 6 homolog (mouse)-like	Hs.194766	23544	SEZ6L
8.44582	0.050943	7.489483	0.04352	1.94	Down	0.000139942	AI801777	225685_at	CDNA FLJ31353 fis, clone MESAN2000264	Hs.592787	-	-
8.055353	0.185136	9.008913	0.065745	1.94	Up	0.008317448	AL567376	212909_at	LY6/PLAUR domain containing 1	Hs.651252	116372	LYPD1
9.247853	0.1346	10.199733	0.071561	1.93	Up	0.003352637	AP_001745	212875_s_at	-	-	-	-
7.244263	0.058567	6.292577	0.082766	1.93	Down	0.000717825	M31213	211421_s_at	Ret proto-oncogene (multiple endocrine neoplasia and medullary thyroid carcinoma 1, Hirschsprung disease)	Hs.350321	5979	RET
6.368477	0.084126	5.418473	0.132788	1.93	Down	0.00378097	NM_018972	221279_at	Ganglioside-induced differentiation-associated protein 1	Hs.168950	54332	GDAP1
8.467813	0.042561	9.41679	0.103808	1.93	Up	0.001070495	NM_002646	204484_at	Phosphoinositide-3-kinase, class 2, beta polypeptide	Hs.497487	5287	PIK3C2B
9.988363	0.050467	9.040533	0.036215	1.93	Down	0.000107577	AW188131	213998_s_at	DEAD (Asp-Glu-Ala-Asp) box polypeptide 17	Hs.528305	10521	DDX17
6.344453	0.152097	5.396767	0.062878	1.93	Down	0.004512081	AA626210	230987_at	-	-	-	-
9.696	0.029677	8.7488	0.087829	1.93	Down	0.000517138	NM_005012	205805_s_at	Receptor tyrosine kinase-like orphan receptor 1	Hs.128753	4919	ROR1
9.733047	0.06441	10.680133	0.020185	1.93	Up	0.000149699	AI583537	200901_s_at	Mannose-6-phosphate receptor (cation dependent)	Hs.134084	4074	M6PR
7.071307	0.020231	6.124457	0.102046	1.93	Down	0.000808223	NM_014837	201793_x_at	Smg-7 homolog, nonsense mediated mRNA decay factor (C. elegans)	Hs.591463	9887	SMG7
8.27479	0.137527	7.327947	0.164906	1.93	Down	0.011605026	AF362887	1567107_s_at	tropomyosin 3	-	7170	-
7.28712	0.147884	6.340297	0.167498	1.93	Down	0.013290237	AL832409	1566901_at	TGFB-induced factor (TALE family homeobox)	Hs.373550	7050	TGIF
5.76751	0.085082	4.82148	0.094427	1.93	Down	0.001740308	NM_004117	204560_at	FK506 binding protein 5	Hs.407190	2289	FKBP5
6.07169	0.093574	7.017233	0.053735	1.93	Up	0.000934962	D89377	210319_x_at	Msh homeobox 2	Hs.89404	4488	MSX2
10.930433	0.077837	11.8751	0.101046	1.92	Up	0.001773076	NM_014033	207761_s_at	LETM1 domain containing 1	Hs.288771	25875	LETMD1
7.771707	0.047919	8.715733	0.076617	1.92	Up	0.000474455	BG434174	213413_at	TFIIA-alpha/beta-like factor	Hs.44385	11036	ALF
6.364547	0.067416	5.421167	0.154071	1.92	Down	0.004961535	T68150	238419_at	Pleckstrin homology-like domain, family B, member 2	Hs.477114	90102	PHLDB2
4.84568	0.06159	5.787143	0.158918	1.92	Up	0.005245443	AI862062	1557538_at	-	-	-	-
9.203877	0.148273	8.262513	0.104505	1.92	Down	0.006563641	NM_003487	202840_at	TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa	Hs.402752	8148	TAF15
6.297507	0.131765	5.356377	0.064441	1.92	Down	0.003032299	NM_013445	206670_s_at	Glutamate decarboxylase 1 (brain, 67kDa)	Hs.420036	2571	GAD1
8.47172	0.11556	7.532057	0.129866	1.92	Down	0.005671747	NM_024804	220215_at	Zinc finger protein 669	Hs.163754	79862	ZNF669
5.03189	0.175129	5.970493	0.159159	1.92	Up	0.016590547	AK026815	212327_at	DKFZP686A01247 hypothetical protein	Hs.335163	22998	DKFZP686A01247
4.775473	0.170403	3.837183	0.065548	1.92	Down	0.006795073	BF115815	237376_at	Cullin 3	Hs.372286	8452	CUL3
8.938323	0.157325	9.87628	0.122529	1.92	Up	0.009283197	NM_020215	218820_at	Chromosome 14 open reading frame 132	Hs.6434	56967	C14orf132
9.000073	0.040747	9.9378	0.099494	1.92	Up	0.000951881	NM_003202	205255_x_at	Transcription factor 7 (T-cell specific, HMG-box)	Hs.573153	6932	TCF7
7.425523	0.068174	6.4885	0.061993	1.91	Down	0.000526679	BC028721	1554593_s_at	Solute carrier family 1 (high affinity aspartate/glutamate transporter), member 6	Hs.515217	6511	SLC1A6
10.737567	0.076185	9.800663	0.017038	1.91	Down	0.000276317	BF217861	212859_x_at	Metallothionein 1E (functional)	Hs.534330	4493	MT1E
6.76369	0.168759	7.700427	0.237317	1.91	Up	0.032379326	AL036088	226492_at	Sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D	Hs.511265	80031	SEMA6D
6.529167	0.090372	5.59338	0.076858	1.91	Down	0.001396811	AI871745	238480_at	Chromosome 18 open reading frame 17	Hs.128576	125488	C18orf17
9.307547	0.031525	8.372067	0.135612	1.91	Down	0.00255481	NM_001106	220028_at	Activin A receptor, type IIB	Hs.174273	93	ACVR2B
12.6776	0.052903	11.742133	0.029733	1.91	Down	0.000103345	AI922599	201426_s_at	Vimentin	Hs.642813	7431	VIM
7.589957	0.114418	8.525407	0.035117	1.91	Up	0.001446348	U37025	215299_x_at	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1	-	6817	-
6.354643	0.074762	7.289553	0.283725	1.91	Up	0.03333182	BF130943	236044_at	Phosphatidic acid phosphatase type 2 domain containing 1A	Hs.40479	196051	PPAPDC1A
4.60725	0.129197	5.53937	0.239119	1.91	Up	0.02654635	AW303397	229041_s_at	Integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)	Hs.375957	3689	ITGB2
9.235307	0.120901	8.303193	0.068552	1.91	Down	0.002572474	AA725646	231514_at	Chromosome 1 open reading frame 94	Hs.194610	84970	C1orf94
6.094783	0.046669	7.026213	0.016193	1.91	Up	4.66E-05	AI480142	237044_s_at	Transcribed locus	Hs.599628	-	-
7.757417	0.074277	8.68852	0.042298	1.91	Up	0.000403207	BC001305	210868_s_at	ELOVL family member 6, elongation of long chain fatty acids (FEN1/Elo2, SUR4/Elo3-like, yeast)	Hs.412939	79071	ELOVL6
8.132653	0.154925	9.063723	0.140759	1.91	Up	0.01126354	AW237089	228894_at	Hypothetical protein LOC253842	Hs.20131	253842	LOC253842
5.210047	0.081765	6.14079	0.134464	1.91	Up	0.004092532	NM_007117	206622_at	Thyrotropin-releasing hormone	Hs.182231	7200	TRH
6.810967	0.063908	5.88075	0.074949	1.91	Down	0.000700999	AB049117	223665_at	Actin related protein M1	Hs.135411	84517	ARPM1
6.471223	0.04315	7.3999	0.053329	1.9	Up	0.000172322	NM_012419	220334_at	Regulator of G-protein signalling 17	Hs.166313	26575	RGS17
8.635063	0.165505	9.56225	0.155916	1.9	Up	0.015127064	AW051349	224847_at	Cyclin-dependent kinase 6	Hs.119882	1021	CDK6
5.386803	0.009672	6.313477	0.009751	1.9	Up	2.89E-07	NM_003979	203108_at	G protein-coupled receptor, family C, group 5, member A	Hs.631733	9052	GPRC5A
7.503733	0.161073	6.577587	0.141731	1.9	Down	0.012480047	BC002694	221650_s_at	Mediator of RNA polymerase II transcription, subunit 18 homolog (S. cerevisiae)	Hs.479911	54797	MED18
9.535923	0.070032	8.610633	0.053905	1.9	Down	0.000470342	X03363	216836_s_at	V-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian)	Hs.446352	2064	ERBB2
9.917777	0.161337	8.99291	0.086608	1.9	Down	0.007227049	BC036253	1554390_s_at	ARP2 actin-related protein 2 homolog (yeast)	Hs.393201	10097	ACTR2
8.542087	0.101385	7.61746	0.095183	1.9	Down	0.002656597	NM_006208	205066_s_at	Ectonucleotide pyrophosphatase/phosphodiesterase 1	Hs.527295	5167	ENPP1
9.59255	0.047488	10.516333	0.077535	1.9	Up	0.000528454	AK022549	224595_at	Solute carrier family 44, member 1	Hs.573495	23446	SLC44A1
7.44933	0.15325	6.525713	0.129876	1.9	Down	0.010047415	BF508843	230028_at	KIAA0907	Hs.24656	22889	KIAA0907
8.591823	0.055502	7.670097	0.143156	1.89	Down	0.003874884	NM_006997	202289_s_at	Transforming, acidic coiled-coil containing protein 2	Hs.501252	10579	TACC2
10.341033	0.096299	11.262267	0.0959	1.89	Up	0.002472284	BF512388	228155_at	Chromosome 10 open reading frame 58	Hs.500333	84293	C10orf58
8.15295	0.111704	7.232917	0.166857	1.89	Down	0.010168586	AB037782	227454_at	TAO kinase 1	Hs.631758	57551	TAOK1
5.229453	0.107089	6.14933	0.04887	1.89	Up	0.001447274	AW264036	228758_at	B-cell CLL/lymphoma 6 (zinc finger protein 51)	Hs.478588	604	BCL6
7.733127	0.047588	6.816123	0.267466	1.89	Down	0.02790187	BF435773	213308_at	SH3 and multiple ankyrin repeat domains 2	Hs.268726	22941	SHANK2
7.21445	0.08522	8.127937	0.0315	1.88	Up	0.000550337	NM_005524	203395_s_at	Hairy and enhancer of split 1, (Drosophila)	Hs.250666	3280	HES1
6.357513	0.094779	7.270923	0.04602	1.88	Up	0.000974174	AK025064	215221_at	Forkhead box P1	Hs.431498	27086	FOXP1
9.961473	0.097435	9.04901	0.102707	1.88	Down	0.002982044	BC002827	209344_at	Tropomyosin 4	Hs.631618	7171	TPM4
7.496363	0.051232	6.584193	0.069206	1.88	Down	0.000449369	NM_017447	220941_s_at	Chromosome 21 open reading frame 91	Hs.293811	54149	C21orf91
6.457683	0.123788	7.369797	0.058525	1.88	Up	0.002638193	AV713913	235198_at	Osteopetrosis associated transmembrane protein 1	Hs.226780	28962	OSTM1
8.97197	0.069868	8.060227	0.143433	1.88	Down	0.00463824	NM_003128	200672_x_at	Spectrin, beta, non-erythrocytic 1	Hs.503178	6711	SPTBN1
5.90251	0.161442	6.813897	0.209152	1.88	Up	0.026067612	BF439728	238317_x_at	RNA binding motif, single stranded interacting protein 1	Hs.470412	5937	RBMS1
8.650587	0.175621	9.5615	0.243578	1.88	Up	0.038649021	AW173157	213372_at	Progestin and adipoQ receptor family member III	Hs.632591	152559	PAQR3
7.19759	0.161677	6.287087	0.14693	1.88	Down	0.014057343	NM_014707	205659_at	Histone deacetylase 9	Hs.196054	9734	HDAC9
6.935527	0.100587	6.025493	0.049363	1.88	Down	0.001249825	BF510581	228570_at	BTB (POZ) domain containing 11	Hs.271272	121551	BTBD11
5.665497	0.071961	6.57517	0.048137	1.88	Up	0.000463907	BF939235	244046_at	Up-regulated gene 4	Hs.284286	55665	URG4
6.92857	0.127334	7.837917	0.118794	1.88	Up	0.006419411	AI335004	239545_at	CAS1 domain containing 1	Hs.260041	64921	CASD1
6.564733	0.101298	7.473917	0.05709	1.88	Up	0.001444114	AW601184	238589_s_at	Ataxin 2	Hs.76253	6311	ATXN2
7.14229	0.051015	6.233117	0.101195	1.88	Down	0.001309786	NM_022829	205244_s_at	Solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3	Hs.250281	64849	SLC13A3
8.00515	0.084313	7.097453	0.107511	1.88	Down	0.002664684	AW206602	231188_at	Zinc finger and SCAN domain containing 2	Hs.594023	54993	ZSCAN2
8.325583	0.092111	7.41814	0.029179	1.88	Down	0.000716226	AL512737	223194_s_at	Chromosome 6 open reading frame 85	Hs.132340	63027	C6orf85
7.703787	0.111564	6.800067	0.095362	1.87	Down	0.00353003	AW449069	237158_s_at	M-phase phosphoprotein 9	Hs.577404	10198	MPHOSPH9
8.535	0.128722	7.631537	0.206248	1.87	Down	0.020544138	M10098	affx-humrge/m10098_3_at	-	-	-	-
