Grp1 Mean	Grp1 SEM	Grp2 Mean	Grp2 SEM	Ratio	Direction	p-value	Gene Identifier	Other ID	Gene Name	UG Cluster	LocusLink	Gene ID
8.455493	0.108909	7.354623	0.238089	2.14	Down	0.013643533	NM_001172	203946_s_at	Arginase, type II	Hs.647583	384	ARG2
8.153077	0.05369	7.05221	0.09387	2.14	Down	0.000524465	N92501	200671_s_at	Spectrin, beta, non-erythrocytic 1	Hs.503178	6711	SPTBN1
7.891083	0.060611	6.79105	0.128904	2.14	Down	0.001513706	AA758013	224631_at	Zinc finger protein 91 homolog (mouse)	Hs.524920	80829	ZFP91
6.470557	0.085189	7.57027	0.104609	2.14	Up	0.001232596	NM_005414	206675_s_at	SKI-like oncogene	Hs.581632	6498	SKIL
5.98855	0.049035	7.087397	0.166414	2.14	Up	0.003180875	NM_020382	220200_s_at	SET domain containing (lysine methyltransferase) 8	Hs.652395	387893	SETD8
7.708837	0.029125	6.610397	0.198546	2.14	Down	0.005420504	NM_000048	204608_at	Argininosuccinate lyase	Hs.632015	435	ASL
5.947703	0.115276	4.849543	0.267349	2.14	Down	0.019572343	AL136693	217889_s_at	Cytochrome b reductase 1	Hs.221941	79901	CYBRD1
8.484403	0.131968	7.386423	0.176998	2.14	Down	0.007634203	AI768826	229202_at	Transcribed locus	Hs.598463	-	-
7.741573	0.068818	6.644713	0.373646	2.14	Down	0.044697471	AF070524	214841_at	Cornichon homolog 3 (Drosophila)	Hs.28659	149111	CNIH3
5.45171	0.134765	6.54749	0.044134	2.14	Up	0.001510274	AU156821	227329_at	ZBTB46	-	-	-
4.284377	0.049227	5.379853	0.055176	2.14	Up	0.000120858	AF081583	209504_s_at	Pleckstrin homology domain containing, family B (evectins) member 1	Hs.445489	58473	PLEKHB1
4.874247	0.092789	5.969533	0.252485	2.14	Up	0.01520079	AI469960	230653_at	Small EDRK-rich factor 1A (telomeric)	Hs.202179	8293	SERF1A
8.429767	0.004903	9.523143	0.017672	2.13	Up	4.74E-07	BG107456	202656_s_at	SERTA domain containing 2	Hs.645287	9792	SERTAD2
6.160577	0.064896	7.252917	0.067727	2.13	Up	0.0003108	BE466926	217671_at	Regulatory factor X, 3 (influences HLA class II expression)	Hs.136829	5991	RFX3
8.1652	0.067778	9.25574	0.023594	2.13	Up	0.000109359	BF883581	242022_at	Pre-B-cell leukemia transcription factor 1	Hs.493096	5087	PBX1
8.232513	0.104545	7.142967	0.118973	2.13	Down	0.002339564	NM_005769	220446_s_at	Carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 4	Hs.251383	10164	CHST4
9.029597	0.108577	7.94023	0.119913	2.13	Down	0.002533399	BF062629	213338_at	Transmembrane protein 158	Hs.35861	25907	TMEM158
6.897317	0.031549	7.98555	0.13337	2.13	Up	0.0013621	AW515704	227308_x_at	Latent transforming growth factor beta binding protein 3	Hs.289019	4054	LTBP3
5.586943	0.158515	4.498797	0.251128	2.13	Down	0.021501644	AI969697	235199_at	Ring finger protein 125	Hs.633703	54941	RNF125
7.622933	0.076746	8.710447	0.162261	2.13	Up	0.003746283	BF511231	213258_at	Tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)	Hs.516578	7035	TFPI
7.01711	0.10122	5.929727	0.189527	2.12	Down	0.007176392	AW058622	202664_at	WAS/WASL interacting protein family, member 1	Hs.591641	7456	WIPF1
8.158983	0.094967	9.245977	0.254359	2.12	Up	0.01608294	AL136769	223135_s_at	Bobby sox homolog (Drosophila)	Hs.124366	56987	BBX
8.30346	0.047451	7.217217	0.3823	2.12	Down	0.047842542	BF674052	224917_at	Transmembrane protein 49	Hs.444569	81671	TMEM49
5.372933	0.013445	6.458653	0.061791	2.12	Up	6.75E-05	W94001	227394_at	Neural cell adhesion molecule 1	Hs.503878	4684	NCAM1
6.183143	0.153944	5.09832	0.07122	2.12	Down	0.00306874	AK095692	1556348_at	Lectin, galactoside-binding, soluble, 8 (galectin 8)	Hs.652333	3964	LGALS8
6.779737	0.019578	5.695917	0.07867	2.12	Down	0.00018102	NM_144624	1552656_s_at	U2AF homology motif (UHM) kinase 1	-	127933	-
6.15884	0.055036	5.076053	0.081955	2.12	Down	0.000392555	BC030966	1554029_a_at	-	-	-	-
5.814003	0.141193	6.89669	0.094872	2.12	Up	0.003124104	L08961	211913_s_at	-	-	-	-
8.634663	0.054851	7.552763	0.135277	2.12	Down	0.001768295	AW016812	231644_at	Transcribed locus	Hs.200266	-	-
7.701823	0.05247	6.622013	0.278454	2.11	Down	0.018926965	NM_003710	202826_at	Serine peptidase inhibitor, Kunitz type 1	Hs.233950	6692	SPINT1
7.171107	0.135551	6.091513	0.154108	2.11	Down	0.006253834	AI521273	241702_at	Heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)	Hs.480073	3184	HNRPD
6.361993	0.103954	5.282563	0.24223	2.11	Down	0.014913363	AW028075	229346_at	Nestin	Hs.527971	10763	NES
8.86061	0.151971	9.939913	0.130936	2.11	Up	0.005766953	AL565621	224583_at	Coactosin-like 1 (Dictyostelium)	Hs.289092	23406	COTL1
6.461527	0.073192	7.540767	0.34984	2.11	Up	0.03917953	AF144103	222484_s_at	Chemokine (C-X-C motif) ligand 14	Hs.483444	9547	CXCL14
7.39605	0.029592	6.317133	0.265076	2.11	Down	0.015538576	BF970340	238010_at	Chromosome 1 open reading frame 174	Hs.103939	339448	C1orf174
4.680513	0.090124	5.7588	0.157421	2.11	Up	0.004017089	AI803208	239569_at	Hypothetical gene supported by AK056047; AK056281; AK123838	Hs.288262	440119	FLJ31485
5.229453	0.107089	6.306957	0.139025	2.11	Up	0.003567155	AW264036	228758_at	B-cell CLL/lymphoma 6 (zinc finger protein 51)	Hs.478588	604	BCL6
9.14137	0.087252	8.064707	0.251663	2.11	Down	0.015576393	NM_004987	207198_s_at	LIM and senescent cell antigen-like domains 1	Hs.597715	3987	LIMS1
5.65895	0.035764	4.58361	0.064036	2.11	Down	0.000125931	AV704132	224828_at	Cytoplasmic polyadenylation element binding protein 4	Hs.127126	80315	CPEB4
7.229923	0.099384	6.15469	0.25726	2.11	Down	0.017560129	U73936	209098_s_at	Jagged 1 (Alagille syndrome)	Hs.224012	182	JAG1
3.462247	0.071219	4.536827	0.143881	2.11	Up	0.002591435	BF064262	240509_s_at	Gremlin 2, cysteine knot superfamily, homolog (Xenopus laevis)	Hs.98206	64388	GREM2
5.26711	0.079881	6.341133	0.109901	2.11	Up	0.001385332	AI302262	228048_at	Chromosome 10 open reading frame 41	Hs.534598	283065	C10orf41
7.18271	0.007346	6.109457	0.165493	2.1	Down	0.002925234	NM_006654	221308_at	Fibroblast growth factor receptor substrate 2	Hs.593446	10818	FRS2
6.212333	0.075904	5.140683	0.172908	2.1	Down	0.004756835	AL445192	224925_at	-	-	-	-
7.284647	0.05953	6.21342	0.107579	2.1	Down	0.00095577	AF109294	211363_s_at	Methylthioadenosine phosphorylase	Hs.193268	4507	MTAP
8.60184	0.130071	7.531557	0.174228	2.1	Down	0.007915059	AF277181	223774_at	Chromosome 1 open reading frame 79	Hs.632377	85028	C1orf79
6.93835	0.065322	5.86864	0.143834	2.1	Down	0.002481804	AI242023	240458_at	Inositol 1,4,5-triphosphate receptor, type 2	Hs.512235	3709	ITPR2
6.426487	0.126487	7.49614	0.172336	2.1	Up	0.007470829	NM_013259	204743_at	Transgelin 3	Hs.169330	29114	TAGLN3
7.540123	0.167193	6.470477	0.185061	2.1	Down	0.012757826	NM_013231	204358_s_at	Fibronectin leucine rich transmembrane protein 2	Hs.533710	23768	FLRT2
8.834387	0.147961	7.765223	0.110936	2.1	Down	0.004446333	H23979	209582_s_at	CD200 molecule	Hs.79015	4345	CD200
9.917903	0.03192	8.850643	0.130608	2.1	Down	0.001363745	NM_001387	201431_s_at	Dihydropyrimidinase-like 3	Hs.519659	1809	DPYSL3
10.106457	0.095101	11.172133	0.060983	2.09	Up	0.000704214	D28482	209868_s_at	RNA binding motif, single stranded interacting protein 1	Hs.470412	5937	RBMS1
5.158173	0.057645	6.222803	0.144282	2.09	Up	0.002374447	NM_006255	206099_at	Protein kinase C, eta	Hs.333907	5583	PRKCH
7.887457	0.162823	6.823873	0.066345	2.09	Down	0.003767864	NM_004403	203695_s_at	Deafness, autosomal dominant 5	Hs.520708	1687	DFNA5
6.237233	0.156934	5.174483	0.049064	2.09	Down	0.002951087	NM_006540	205731_s_at	Nuclear receptor coactivator 2	Hs.446678	10499	NCOA2
5.78454	0.095168	6.84684	0.116077	2.09	Up	0.002103836	AK024472	226530_at	Bcl2 modifying factor	Hs.591104	90427	BMF
7.29313	0.022403	6.23094	0.127445	2.09	Down	0.001200251	NM_152476	1553276_at	Zinc finger protein 560	Hs.631613	147741	ZNF560
6.649013	0.144835	5.587277	0.141086	2.09	Down	0.006292562	BF327463	1560224_at	AT hook containing transcription factor 1	Hs.300887	25909	AHCTF1
8.26423	0.026667	9.325847	0.058559	2.09	Up	7.90E-05	AW575465	221745_at	WD repeat domain 68	Hs.410596	10238	WDR68
10.930433	0.077837	11.990367	0.08246	2.08	Up	0.000729396	NM_014033	207761_s_at	LETM1 domain containing 1	Hs.288771	25875	LETMD1
8.485783	0.082875	7.426183	0.073399	2.08	Down	0.000665732	AI339426	228990_at	Chromosome 1 open reading frame 79	Hs.632377	85028	C1orf79
9.85917	0.062702	10.9175	0.061976	2.08	Up	0.000276042	NM_016837	207266_x_at	RNA binding motif, single stranded interacting protein 1	-	5937	-
6.54384	0.060981	5.48557	0.153661	2.08	Down	0.003058505	AI718937	212192_at	Potassium channel tetramerisation domain containing 12	Hs.652146	115207	KCTD12
8.391857	0.105904	7.334617	0.097119	2.08	Down	0.00181772	BF445199	213286_at	Zinc finger RNA binding protein	Hs.652197	51663	ZFR
9.50524	0.113996	10.561067	0.05502	2.08	Up	0.001129072	AV724183	224644_at	CDNA clone IMAGE:5278517	Hs.517821	-	-
4.184363	0.032394	5.23956	0.126522	2.08	Up	0.001275063	AI822094	244512_at	Transcribed locus, strongly similar to XP_001081342.1  similar to Homeobox protein Hox-B3 (Hox-2.7) (MH-23) [Rattus norvegicu	Hs.171806	-	-
7.503733	0.161073	6.449937	0.039826	2.08	Down	0.003149042	BC002694	221650_s_at	Mediator of RNA polymerase II transcription, subunit 18 homolog (S. cerevisiae)	Hs.479911	54797	MED18
6.249837	0.141221	5.196117	0.048895	2.08	Down	0.002133437	BC002521	211022_s_at	Alpha thalassemia/mental retardation syndrome X-linked (RAD54 homolog, S. cerevisiae)	Hs.533526	546	ATRX
6.06365	0.146449	5.00999	0.24016	2.08	Down	0.020019771	U79250	211613_s_at	Glycerol-3-phosphate dehydrogenase 2 (mitochondrial)	Hs.512382	2820	GPD2
5.716147	0.111056	6.769423	0.213624	2.08	Up	0.011924319	BF673888	208927_at	Speckle-type POZ protein	Hs.649065	8405	SPOP
8.85856	0.109977	7.805573	0.145452	2.07	Down	0.00446554	AL023775	216493_s_at	-	-	-	-
4.947653	0.113916	5.99999	0.207755	2.07	Up	0.011321497	AI694544	235215_at	Transcribed locus	Hs.572396	-	-
6.38241	0.054371	5.33065	0.049331	2.07	Down	0.000137925	AI264121	227276_at	Plexin domain containing 2	Hs.498939	84898	PLXDC2
9.840967	0.023588	10.8925	0.059277	2.07	Up	7.93E-05	NM_022748	217853_at	Tensin 3	Hs.520814	64759	TNS3
6.700707	0.068564	7.751717	0.261094	2.07	Up	0.017639709	U69563	210056_at	Rho family GTPase 1	Hs.124940	27289	RND1
5.15959	0.127209	4.1089	0.10315	2.07	Down	0.003033738	AC_003034	215432_at	hypothetical protein LOC123876	-	123876	-
12.108	0.042256	11.0575	0.229563	2.07	Down	0.010818601	NM_001769	201005_at	CD9 molecule	Hs.114286	928	CD9
8.018073	0.142654	6.967773	0.206204	2.07	Down	0.013819826	NM_014788	203148_s_at	Tripartite motif-containing 14	Hs.575631	9830	TRIM14
8.361517	0.136608	7.311527	0.127808	2.07	Down	0.00495134	AV646599	225820_at	PHD finger protein 17	Hs.12420	79960	PHF17
7.933083	0.071544	6.883213	0.060489	2.07	Down	0.000361101	AI924134	242787_at	Inner centromere protein antigens 135/155kDa	Hs.142179	3619	INCENP
8.857173	0.119549	7.807997	0.214701	2.07	Down	0.01295582	AB046817	232914_s_at	Synaptotagmin-like 2	Hs.369520	54843	SYTL2
8.552307	0.050397	9.601467	0.173602	2.07	Up	0.004384026	AK024896	212944_at	Mitochondrial ribosomal protein S6	Hs.302742	64968	MRPS6
7.966097	0.074566	6.917417	0.143019	2.07	Down	0.002887014	BC003379	209679_s_at	Small trans-membrane and glycosylated protein	Hs.652389	57228	LOC57228
7.653133	0.056042	8.70008	0.288733	2.07	Up	0.023594956	AU151635	232111_at	Hypothetical protein LOC730125	Hs.455955	730125	LOC730125
6.97649	0.022336	8.023377	0.177123	2.07	Up	0.004222083	AF144103	218002_s_at	Chemokine (C-X-C motif) ligand 14	Hs.483444	9547	CXCL14
7.657247	0.070629	6.611603	0.097931	2.06	Down	0.000978164	BC001745	209569_x_at	DNA segment on chromosome 4 (unique) 234 expressed sequence	-	27065	-
6.291087	0.076307	5.245607	0.076979	2.06	Down	0.00064619	AL552534	1557905_s_at	CD44 molecule (Indian blood group)	Hs.502328	960	CD44
9.022697	0.01586	7.978197	0.142011	2.06	Down	0.001863083	AK024649	233487_s_at	Leucine rich repeat containing 8 family, member A	Hs.652384	56262	LRRC8A
7.98163	0.112793	6.93747	0.199801	2.06	Down	0.01041045	AI279819	221880_s_at	Hypothetical gene supported by AK075564; BC060873	Hs.27373	400451	LOC400451
7.56009	0.137758	6.517743	0.158947	2.06	Down	0.007730182	NM_005228	201983_s_at	Epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)	Hs.488293	1956	EGFR
6.030737	0.078649	4.98887	0.131146	2.06	Down	0.002425711	BF114947	225186_at	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	Hs.471162	65059	RAPH1
8.93097	0.075853	7.889387	0.202951	2.06	Down	0.008601633	BE965369	213506_at	-	-	-	-
7.75173	0.093288	6.71128	0.171281	2.06	Down	0.005946821	AA194149	225188_at	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	Hs.471162	65059	RAPH1
9.575647	0.037312	8.53532	0.302692	2.06	Down	0.027000236	AV733308	215177_s_at	Integrin, alpha 6	Hs.133397	3655	ITGA6
7.621837	0.148244	8.66205	0.024138	2.06	Up	0.002281493	NM_003563	204640_s_at	Speckle-type POZ protein	Hs.463382	8405	SPOP
5.163387	0.094623	6.203013	0.055115	2.06	Up	0.000686915	AI744591	227188_at	Chromosome 21 open reading frame 63	Hs.208358	59271	C21orf63
6.25284	0.104908	5.214257	0.053013	2.05	Down	0.000905627	Z25430	211085_s_at	Serine/threonine kinase 4	Hs.472838	6789	STK4
8.500637	0.074957	7.462203	0.100073	2.05	Down	0.001147833	AI761561	202934_at	Hexokinase 2	Hs.591588	3099	HK2
7.140553	0.140263	8.17837	0.012908	2.05	Up	0.001808139	AB020717	212990_at	Synaptojanin 1	Hs.473632	8867	SYNJ1
7.048347	0.143834	6.011873	0.256949	2.05	Down	0.024454038	Z39232	1560924_at	Dipeptidyl-peptidase 6	Hs.334947	1804	DPP6
7.18988	0.144561	6.153837	0.209096	2.05	Down	0.015152328	NM_153344	1552575_a_at	Chromosome 6 open reading frame 141	Hs.485528	135398	C6orf141
9.002777	0.048846	10.038433	0.02446	2.05	Up	4.56E-05	AW026449	222742_s_at	RAB, member RAS oncogene family-like 5	Hs.389104	64792	RABL5
7.188593	0.129189	6.152987	0.126651	2.05	Down	0.00460996	AI492376	231195_at	FLJ44186 protein	Hs.17572	346689	FLJ44186
7.24263	0.138881	6.207303	0.078298	2.05	Down	0.002900145	BF740264	230045_at	Contactin 2 (axonal)	Hs.519220	6900	CNTN2
11.009733	0.100834	9.974593	0.294602	2.05	Down	0.029259214	AF132202	223940_x_at	metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)	-	378938	-
6.03046	0.073583	4.997127	0.106277	2.05	Down	0.0013277	AL044018	202821_s_at	LIM domain containing preferred translocation partner in lipoma	Hs.444362	4026	LPP
7.49857	0.064183	6.46614	0.287434	2.05	Down	0.024771339	AW139179	212373_at	MRNA; cDNA DKFZp686G22120 (from clone DKFZp686G22120)	Hs.592737	-	-
7.070003	0.114552	6.037607	0.109869	2.05	Down	0.002882878	AA554045	222773_s_at	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 12 (GalNAc-T12)	Hs.47099	79695	GALNT12
10.176867	0.154535	9.14578	0.21625	2.04	Down	0.017851746	NM_006305	201043_s_at	Acidic (leucine-rich) nuclear phosphoprotein 32 family, member A	Hs.458747	8125	ANP32A
6.13824	0.091176	7.166453	0.162754	2.04	Up	0.005287557	NM_000033	205142_x_at	ATP-binding cassette, sub-family D (ALD), member 1	Hs.159546	215	ABCD1
4.415797	0.148098	5.443743	0.169728	2.04	Up	0.010311891	T91029	240652_at	-	-	-	-
5.223923	0.084507	4.196273	0.0821	2.04	Down	0.000951769	AW136975	240545_at	Transient receptor potential cation channel, subfamily M, member 3	Hs.47288	80036	TRPM3
6.873493	0.156272	5.84591	0.204174	2.04	Down	0.016175941	AW975772	236918_s_at	Leucine rich repeat containing 34	Hs.591289	151827	LRRC34
9.91129	0.105211	8.88391	0.183881	2.04	Down	0.008342422	BC003682	208727_s_at	Cell division cycle 42 (GTP binding protein, 25kDa)	Hs.597524	998	CDC42
6.875233	0.097006	5.848907	0.134166	2.04	Down	0.003443664	NM_024086	220797_at	Methyltransferase 10 domain containing	Hs.632237	79066	METT10D
6.982813	0.171994	8.00851	0.234088	2.04	Up	0.02420814	BC015390	1558404_at	3-beta-hydroxysteroid dehydrogenase, tissue-type heart	Hs.515383	128102	LOC128102
8.493367	0.045347	9.51859	0.10336	2.04	Up	0.0008145	AK000684	222209_s_at	Transmembrane protein 135	Hs.188591	65084	TMEM135
9.587317	0.058253	8.562407	0.060804	2.03	Down	0.000261507	NM_007203	202760_s_at	PALM2-AKAP2 protein	Hs.591908	445815	PALM2-AKAP2
7.496363	0.051232	6.472047	0.027736	2.03	Down	6.15E-05	NM_017447	220941_s_at	Chromosome 21 open reading frame 91	Hs.293811	54149	C21orf91
9.62345	0.042219	8.6006	0.160721	2.03	Down	0.003534691	U59321	208719_s_at	DEAD (Asp-Glu-Ala-Asp) box polypeptide 17	Hs.528305	10521	DDX17
7.439873	0.06146	6.41734	0.178786	2.03	Down	0.005659488	NM_003389	205538_at	Coronin, actin binding protein, 2A	Hs.113094	7464	CORO2A
7.452883	0.148126	8.475263	0.130647	2.03	Up	0.006622876	AI968085	213425_at	Wingless-type MMTV integration site family, member 5A	Hs.652181	7474	WNT5A
4.696697	0.105925	5.718413	0.180727	2.03	Up	0.008176109	NM_002608	204200_s_at	Platelet-derived growth factor beta polypeptide (simian sarcoma viral (v-sis) oncogene homolog)	Hs.1976	5155	PDGFB
7.179133	0.060759	8.20021	0.152171	2.03	Up	0.003377759	AL136885	223058_at	Family with sequence similarity 107, member B	Hs.446315	83641	FAM107B
7.430407	0.101972	6.409377	0.119825	2.03	Down	0.002907802	AW197495	244264_at	FLJ44186 protein	Hs.17572	346689	FLJ44186
7.369003	0.039348	8.389983	0.066974	2.03	Up	0.000193498	NM_024525	219481_at	Tetratricopeptide repeat domain 13	Hs.424788	79573	TTC13
5.785473	0.049146	4.764517	0.20068	2.03	Down	0.007808641	BC022892	1562110_at	IWS1 homolog (S. cerevisiae)	Hs.469879	55677	IWS1
8.104363	0.050525	9.12485	0.094401	2.03	Up	0.00067669	AI340239	204315_s_at	G-2 and S-phase expressed 1	Hs.386189	51512	GTSE1
6.086753	0.159356	5.06751	0.229878	2.03	Down	0.021888774	AF356518	231720_s_at	Junctional adhesion molecule 3	Hs.150718	83700	JAM3
9.159057	0.127633	10.178087	0.206279	2.03	Up	0.01368551	AV699657	234989_at	Trophoblast-derived noncoding RNA	Hs.523789	283131	TncRNA
7.290573	0.093297	6.272013	0.171029	2.03	Down	0.006391634	AW205585	225776_at	Fucosyltransferase 1 (galactoside 2-alpha-L-fucosyltransferase, H blood group)	Hs.505729	2523	FUT1
7.41627	0.147954	6.39921	0.106918	2.02	Down	0.005084747	AI768894	223232_s_at	Cingulin	Hs.591464	57530	CGN
6.594997	0.077411	7.612033	0.208156	2.02	Up	0.010187279	NM_030775	221029_s_at	Wingless-type MMTV integration site family, member 5B	Hs.306051	81029	WNT5B
6.882553	0.12288	5.866007	0.088714	2.02	Down	0.002571509	AA554045	218885_s_at	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 12 (GalNAc-T12)	Hs.47099	79695	GALNT12
6.40783	0.07836	5.392233	0.145622	2.02	Down	0.003564045	AW206286	239823_at	Transcribed locus	Hs.553139	-	-
11.9684	0.054663	10.9538	0.059385	2.02	Down	0.000230489	BE930017	1565717_s_at	-	-	-	-
6.77996	0.072762	7.793563	0.037013	2.02	Up	0.000241902	AK021505	215387_x_at	Glypican 6	Hs.444329	10082	GPC6
9.98717	0.070752	11.000433	0.061027	2.02	Up	0.000410279	NM_016839	203748_x_at	RNA binding motif, single stranded interacting protein 1	Hs.470412	5937	RBMS1
3.913837	0.062067	4.926867	0.067275	2.02	Up	0.000379046	AJ417079	1565358_at	Retinoic acid receptor, alpha	Hs.137731	5914	RARA
10.142433	0.126344	9.13025	0.063401	2.02	Down	0.002013489	BF792631	221556_at	CDC14 cell division cycle 14 homolog B (S. cerevisiae)	Hs.40582	8555	CDC14B
7.21618	0.068869	6.204503	0.119549	2.02	Down	0.001841066	NM_015322	212374_at	Fem-1 homolog b (C. elegans)	Hs.362733	10116	FEM1B
4.219197	0.069607	5.230263	0.30143	2.02	Up	0.030840734	NM_003970	205826_at	Myomesin (M-protein) 2, 165kDa	Hs.443683	9172	MYOM2
5.76484	0.092309	4.754397	0.102341	2.01	Down	0.001842183	AI692432	231090_s_at	AT rich interactive domain 2 (ARID, RFX-like)	Hs.317304	196528	ARID2
7.670603	0.103972	6.660447	0.085516	2.01	Down	0.001687787	BC001745	209570_s_at	DNA segment on chromosome 4 (unique) 234 expressed sequence	-	27065	-
6.140713	0.050111	7.150367	0.114674	2.01	Up	0.001282035	BF195118	229127_at	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F6	Hs.246310	522	ATP5J
8.923593	0.069252	7.914433	0.163734	2.01	Down	0.004752315	AW974812	222325_at	Transcribed locus	Hs.506435	-	-
6.265847	0.098248	7.273977	0.073406	2.01	Up	0.001193901	NM_005859	204021_s_at	Purine-rich element binding protein A	Hs.443121	5813	PURA
8.29026	0.108847	7.28218	0.109647	2.01	Down	0.002849413	AI041543	229770_at	Glycosyltransferase 1 domain containing 1	Hs.12381	144423	GLT1D1
5.280383	0.11813	6.288117	0.223953	2.01	Up	0.01640104	AI283051	244383_at	CDNA clone IMAGE:5175565	Hs.405427	-	-
7.78842	0.124613	6.78111	0.091364	2.01	Down	0.002858789	NM_002006	204422_s_at	Fibroblast growth factor 2 (basic)	Hs.284244	2247	FGF2
7.13421	0.015172	6.127847	0.122366	2.01	Down	0.00122677	NM_014788	203147_s_at	Tripartite motif-containing 14	Hs.575631	9830	TRIM14
6.316783	0.136806	7.322127	0.189626	2.01	Up	0.01265005	AI951144	235123_at	NLR family, apoptosis inhibitory protein	Hs.191356	4671	NAIP
3.796097	0.011888	4.800563	0.216031	2.01	Up	0.009714916	AL832482	1566163_at	Meis1, myeloid ecotropic viral integration site 1 homolog 2 (mouse)	Hs.510989	4212	MEIS2
6.200593	0.110337	5.196967	0.119071	2.01	Down	0.003477775	AA448694	242499_at	U2 small nuclear RNA auxiliary factor 1	Hs.365116	7307	U2AF1
10.148967	0.042176	9.14561	0.161339	2	Down	0.003843018	AW105301	228238_at	Centromere protein L	Hs.531856	91687	CENPL
7.69015	0.01016	6.687777	0.07129	2	Down	0.000154457	AI378788	213865_at	Discoidin, CUB and LCCL domain containing 2	Hs.203691	131566	DCBLD2
6.861493	0.066525	7.86308	0.156489	2	Up	0.004154007	AI341823	239657_x_at	Forkhead box protein O6	Hs.559677	343552	FOXO6
10.3753	0.019909	9.375813	0.083645	2	Down	0.000312997	R38389	213131_at	OLFM1	-	-	-
5.589423	0.054952	4.590007	0.102405	2	Down	0.001004807	AA776723	239946_at	KIAA0922	Hs.205572	23240	KIAA0922
8.673503	0.096515	9.672797	0.035432	2	Up	0.000627381	BC042832	1557987_at	PI-3-kinase-related kinase SMG-1 - like locus	Hs.623973	641298	LOC641298
9.244307	0.089521	8.245023	0.191124	2	Down	0.009071893	N21426	225496_s_at	Synaptotagmin-like 2	Hs.369520	54843	SYTL2
9.35348	0.008468	8.35579	0.063927	2	Down	0.000101863	NM_006875	204269_at	Pim-2 oncogene	Hs.496096	11040	PIM2
7.713007	0.157763	6.715797	0.0562	2	Down	0.003992525	NM_018474	219961_s_at	Chromosome 20 open reading frame 19	Hs.187635	55857	C20orf19
7.118713	0.087081	6.12179	0.141988	2	Down	0.003917828	NM_030379	207034_s_at	GLI-Kruppel family member GLI2	-	2736	-
7.388627	0.038224	8.38494	0.281884	1.99	Up	0.024841537	AI478634	225924_at	KIAA1450 protein	Hs.652441	57600	KIAA1450
7.55417	0.015358	6.558233	0.343496	1.99	Down	0.044272109	BC001120	208949_s_at	Lectin, galactoside-binding, soluble, 3 (galectin 3)	Hs.531081	3958	LGALS3
6.116623	0.156925	7.112253	0.07703	1.99	Up	0.004695363	AW074143	239210_at	Pre-B-cell leukemia transcription factor 1	Hs.493096	5087	PBX1
7.581613	0.078123	6.586817	0.043343	1.99	Down	0.000370182	NM_033204	1552633_at	Zinc finger protein 101	Hs.631642	94039	ZNF101
7.025747	0.030988	6.031107	0.169582	1.99	Down	0.004479268	AW269340	226985_at	FYVE, RhoGEF and PH domain containing 5	Hs.412406	152273	FGD5
8.548133	0.082153	7.555103	0.18473	1.99	Down	0.007976423	NM_006555	217785_s_at	YKT6 v-SNARE homolog (S. cerevisiae)	Hs.520794	10652	YKT6
7.79052	0.073771	8.783463	0.146337	1.99	Up	0.003745762	NM_016426	204318_s_at	G-2 and S-phase expressed 1	Hs.386189	51512	GTSE1
5.278203	0.109162	6.269337	0.067476	1.99	Up	0.001513302	AU145140	232932_at	Hypothetical protein LOC645030	Hs.632410	645030	LOC645030
7.32098	0.075576	6.330083	0.125664	1.99	Down	0.002501233	AF161412	217486_s_at	Zinc finger, DHHC-type containing 17	Hs.4014	23390	ZDHHC17
6.793963	0.177424	5.803107	0.068833	1.99	Down	0.006486735	AA088177	234994_at	KIAA1913	Hs.591341	114801	KIAA1913
9.617433	0.140452	10.6063	0.030863	1.98	Up	0.002343142	AW973232	242121_at	CDNA clone IMAGE:4328048	Hs.349570	-	-
7.071307	0.020231	6.083623	0.104982	1.98	Down	0.00076318	NM_014837	201793_x_at	Smg-7 homolog, nonsense mediated mRNA decay factor (C. elegans)	Hs.591463	9887	SMG7
9.22482	0.027155	10.2123	0.123623	1.98	Up	0.001456253	NM_016245	217989_at	Hydroxysteroid (17-beta) dehydrogenase 11	Hs.282984	51170	HSD17B11
8.449973	0.078034	9.437447	0.014891	1.98	Up	0.000240845	AF146696	223287_s_at	Forkhead box P1	Hs.431498	27086	FOXP1
6.810967	0.063908	5.824333	0.172359	1.98	Down	0.005818106	AB049117	223665_at	Actin related protein M1	Hs.135411	84517	ARPM1
4.329073	0.059583	5.315643	0.192232	1.98	Up	0.008031845	BF930294	1559117_at	CDNA FLJ34664 fis, clone LIVER2000592	Hs.634052	-	-
