Gene	Entrez	Fold-change	Pattern
tmem9	66241	1.7	V
trappc1	245828	1.7	V
trim27	19720	1.7	V
unc5c	22253	1.7	V
usp48	170707	1.7	V
wbp5	22381	1.7	V
yap1	22601	1.7	V
ywhae	22627	1.7	V
zfand2b	68818	1.7	V
zfp92	22754	1.7	V
znhit1	70103	1.7	V
1435524_at	1435524_at	1.7	Old-M
1437563_at	1437563_at	1.7	Old-M
2900034e22rik	72904	1.7	Old-M
6530403a03rik	67797	1.7	Old-M
ai314976	106821	1.7	Old-M
aw822216	98733	1.7	Old-M
cdk2ap1	13445	1.7	Old-M
cstb	13014	1.7	Old-M
ets1	23871	1.7	Old-M
gpsm1	67839	1.7	Old-M
hap1	15114	1.7	Old-M
hp1bp3	15441	1.7	Old-M
kpna1	16646	1.7	Old-M
kras	16653	1.7	Old-M
manbal	69161	1.7	Old-M
map2k1ip1	56692	1.7	Old-M
mapkapk2	17164	1.7	Old-M
mgi:2385286	233575	1.7	Old-M
mrps14	64659	1.7	Old-M
mrps33	14548	1.7	Old-M
ntrk3	18213	1.7	Old-M
pigo	56703	1.7	Old-M
polg2	50776	1.7	Old-M
ppih	66101	1.7	Old-M
ptgds	19215	1.7	Old-M
ptprf	19268	1.7	Old-M
rps9	76846	1.7	Old-M
scfd1	76983	1.7	Old-M
smarca2	67155	1.7	Old-M
tmem66	67887	1.7	Old-M
trim44	80985	1.7	Old-M
ttc13	234875	1.7	Old-M
zfp161	22666	1.7	Old-M
zfp26	22688	1.7	Old-M
c030018l16rik	68121	1.7	Coch
epha7	13841	1.7	Coch
glrx1	93692	1.7	Coch
golph4	73124	1.7	Coch
pcmtd2	245867	1.7	Coch
eif5a	276770	1.7	Yng-M
1110031b06rik	67826	1.7	V
aph1a	226548	1.7	V
gpsn2	106529	1.7	V
igfbp4	16010	1.7	V
pa2g4	18813	1.7	V
rab22a	19334	1.7	V
morc3	338467	1.7	Coch
2510001i10rik	74781	1.6	Yng-M
adipor2	68465	1.6	Yng-M
adrbk1	110355	1.6	Yng-M
b430110g05rik	229517	1.6	Yng-M
c230052i12rik	101831	1.6	Yng-M
carhsp1	52502	1.6	Yng-M
ccdc21	70012	1.6	Yng-M
d19wsu162e	226178	1.6	Yng-M
d5ertd33e	52064	1.6	Yng-M
eif2ak4	27103	1.6	Yng-M
foxm1	14235	1.6	Yng-M
ftsj3	56095	1.6	Yng-M
gss	14854	1.6	Yng-M
gtf2ird1	57080	1.6	Yng-M
marcksl1	17357	1.6	Yng-M
mdn1	100019	1.6	Yng-M
mmab	77697	1.6	Yng-M
mrpl49	18120	1.6	Yng-M
pctp	18559	1.6	Yng-M
ppat	231327	1.6	Yng-M
ppp1ca	19045	1.6	Yng-M
ptk9l	23999	1.6	Yng-M
pwp1	103136	1.6	Yng-M
pwp2h	110816	1.6	Yng-M
stx5a	56389	1.6	Yng-M
taf5l	102162	1.6	Yng-M
vps33b	233405	1.6	Yng-M
1438759_x_at	1438759_x_at	1.6	V
1810011o16rik	66266	1.6	V
2310042g06rik	66390	1.6	V
2410003p15rik	56046	1.6	V
2410104i19rik	67959	1.6	V
2610009e16rik	69202	1.6	V
2610028a01rik	72400	1.6	V
2610317d23rik	54614	1.6	V
3110003a22rik	68053	1.6	V
4121402d02rik	74026	1.6	V
4833441d16rik	108962	1.6	V
4930566a11rik	75871	1.6	V
5930418k15rik	77106	1.6	V
9430057o19rik	231093	1.6	V
acadvl	11370	1.6	V
acat2	110460	1.6	V
acbd6	72482	1.6	V
acp6	66659	1.6	V
acsl5	433256	1.6	V
add2	11519	1.6	V
ap3s2	11778	1.6	V
arfrp1	76688	1.6	V
arhgap27	544817	1.6	V
arl2	56327	1.6	V
arl2bp	107566	1.6	V
armcx3	71703	1.6	V
ascc1	69090	1.6	V
bat4	81845	1.6	V
bc019806	218885	1.6	V
bc040823	241846	1.6	V
bckdk	12041	1.6	V
bmp1	12153	1.6	V
bmp2k	140780	1.6	V
brd3	67382	1.6	V
bscl2	14705	1.6	V
bzrp	12257	1.6	V
c230027n18rik	330940	1.6	V
c230093n12rik	98952	1.6	V
c430010p07rik	227227	1.6	V
c730048e16rik	223690	1.6	V
cacnb3	12297	1.6	V
capns1	12336	1.6	V
carm1	59035	1.6	V
cbx5	12419	1.6	V
cd151	12476	1.6	V
cdh11	12552	1.6	V
cfdp1	23837	1.6	V
chrac1	93696	1.6	V
cox5b	12859	1.6	V
crtap	56693	1.6	V
cyp39a1	56050	1.6	V
d430028g21rik	228607	1.6	V
d630048p19rik	403187	1.6	V
denr	68184	1.6	V
derl2	116891	1.6	V
dguok	27369	1.6	V
dnajb12	56709	1.6	V
dnajc18	76594	1.6	V
e430034l04rik	23881	1.6	V
eef1d	66656	1.6	V
eif4ebp1	13685	1.6	V
eny2	223527	1.6	V
fbxw8	231672	1.6	V
fliih	14248	1.6	V
fundc2	67391	1.6	V
gaa	14387	1.6	V
gmppa	69080	1.6	V
gorasp2	70231	1.6	V
gstp1	14870	1.6	V
hmgcs1	208715	1.6	V
hspa14	50497	1.6	V
irak1	16179	1.6	V
kdelc1	72050	1.6	V
klhl22	224023	1.6	V
krt1-10	16661	1.6	V
ldlr	16835	1.6	V
ldlrap1	100017	1.6	V
lgtn	16865	1.6	V
lman1	70361	1.6	V
lmbr1l	74775	1.6	V
lxn	17035	1.6	V
lyar	17089	1.6	V
map1lc3a	66734	1.6	V
map2k1	26395	1.6	V
mcm3ap	54387	1.6	V
mgi:1351465	27041	1.6	V
mif	17319	1.6	V
mocs2	17434	1.6	V
morf4l1	21761	1.6	V
mrpl21	353242	1.6	V
mtif2	76784	1.6	V
mtmr4	170749	1.6	V
mybbp1a	18432	1.6	V
myo1c	17913	1.6	V
nagk	56174	1.6	V
ndfip1	65113	1.6	V
ndufa9	66108	1.6	V
nisch	64652	1.6	V
nola2	52530	1.6	V
notch1	18128	1.6	V
nr4a2	18227	1.6	V
nup35	69482	1.6	V
ociad1	68095	1.6	V
pard3	93742	1.6	V
parp2	11546	1.6	V
pcbd2	72562	1.6	V
pcna	18538	1.6	V
pfkm	18642	1.6	V
phkb	102093	1.6	V
plk1	18817	1.6	V
plscr3	70310	1.6	V
polb	18970	1.6	V
pold4	69745	1.6	V
polr2f	69833	1.6	V
polr2l	66491	1.6	V
ppig	228005	1.6	V
ppm1g	14208	1.6	V
prkar1a	19084	1.6	V
prkcsh	19089	1.6	V
prkx	19108	1.6	V
ptcd2	68927	1.6	V
ptpn14	19250	1.6	V
rbbp6	19647	1.6	V
rbm6	19654	1.6	V
rdh11	17252	1.6	V
rfwd2	26374	1.6	V
rp9h	55934	1.6	V
rshl2	66832	1.6	V
smarcd3	66993	1.6	V
snrpd2	107686	1.6	V
socs3	12702	1.6	V
sra1	24068	1.6	V
srrm2	75956	1.6	V
ssb	20823	1.6	V
stx4a	20909	1.6	V
syce2	71846	1.6	V
terf2	21750	1.6	V
th1l	57314	1.6	V
tnip1	57783	1.6	V
trim32	69807	1.6	V
trip13	69716	1.6	V
ube2j1	56228	1.6	V
ube2r2	67615	1.6	V
ube2s	77891	1.6	V
usp11	236733	1.6	V
zadh2	225791	1.6	V
zcchc3	67917	1.6	V
zdhhc6	66980	1.6	V
zdhhc8	27801	1.6	V
zmynd19	67187	1.6	V
1200011o22rik	71735	1.6	Old-M
1415705_at	1415705_at	1.6	Old-M
1810059g22rik	67706	1.6	Old-M
2310050n11rik	66967	1.6	Old-M
2510039o18rik	77034	1.6	Old-M
4833421e05rik	67732	1.6	Old-M
8430419l09rik	74525	1.6	Old-M
aa414993	103569	1.6	Old-M
arrb1	109689	1.6	Old-M
b3galt3	26879	1.6	Old-M
cramp1l	57354	1.6	Old-M
dctn6	22428	1.6	Old-M
gas5	14455	1.6	Old-M
grhl2	252973	1.6	Old-M
h2-t10	15024	1.6	Old-M
hist3h2a	319162	1.6	Old-M
hmgn2	15331	1.6	Old-M
hrasls3	225845	1.6	Old-M
itpr1	16438	1.6	Old-M
jun	16476	1.6	Old-M
lamb1-1	16777	1.6	Old-M
lrig1	16206	1.6	Old-M
mark1	226778	1.6	Old-M
mef2d	17261	1.6	Old-M
mrpl39	27393	1.6	Old-M
osgep	66246	1.6	Old-M
psg28	114871	1.6	Old-M
rab14	68365	1.6	Old-M
rap2c	72065	1.6	Old-M
rela	19697	1.6	Old-M
sfrs1	110809	1.6	Old-M
tmem4	56530	1.6	Old-M
tox	252838	1.6	Old-M
tusc2	80385	1.6	Old-M
txnip	56338	1.6	Old-M
1200009o22rik	66873	1.6	Coch
id2	15902	1.6	Coch
tcerg1	56070	1.6	Coch
ugp2	216558	1.6	Coch
ndufa7	66416	1.6	V
b4galt7	218271	1.6	V
ero1l	50527	1.6	V
shfm1	20422	1.6	V
tax1bp3	270106	1.6	V
2810003c17rik	108897	1.5	Yng-M
asb8	78541	1.5	Yng-M
atp5d	66043	1.5	Yng-M
d8ertd325e	66855	1.5	Yng-M
edf1	59022	1.5	Yng-M
eprs	107508	1.5	Yng-M
prpf31	68988	1.5	Yng-M
psmd4	19185	1.5	Yng-M
ubxd1	66530	1.5	Yng-M
zfyve27	319740	1.5	Yng-M
1110004f10rik	56372	1.5	V
1434970_a_at	1434970_a_at	1.5	V
1500011h22rik	68948	1.5	V
1810009o10rik	69109	1.5	V
1810035l17rik	380773	1.5	V
2310014h19rik	69179	1.5	V
2310061i09rik	69668	1.5	V
2610524g07rik	66494	1.5	V
2810055e05rik	230780	1.5	V
2900010j23rik	72931	1.5	V
4921531g14rik	66736	1.5	V
4930511a21rik	59032	1.5	V
6720456b07rik	101314	1.5	V
acrbp	54137	1.5	V
akr7a5	110198	1.5	V
ap3s1	11777	1.5	V
bccip	66165	1.5	V
bex4	406217	1.5	V
c1qbp	12261	1.5	V
calr	12317	1.5	V
cbr1	12408	1.5	V
ccs	12460	1.5	V
cdca1	66977	1.5	V
chd1l	68058	1.5	V
chmp4b	75608	1.5	V
cope	59042	1.5	V
cops4	26891	1.5	V
crlf3	54394	1.5	V
cryz	12972	1.5	V
csde1	229663	1.5	V
ctbp2	13017	1.5	V
dbn1	56320	1.5	V
dctn3	53598	1.5	V
dera	232449	1.5	V
dhdds	67422	1.5	V
dncl2a	67068	1.5	V
etfb	110826	1.5	V
exosc7	66446	1.5	V
fth1	14319	1.5	V
gga2	74105	1.5	V
gns	75612	1.5	V
gtf2f1	98053	1.5	V
gtf3a	66596	1.5	V
hnrpa3	229279	1.5	V
loc224870	224870	1.5	V
mgc30332	101883	1.5	V
mrpl23	19935	1.5	V
mrpl51	66493	1.5	V
mtdh	67154	1.5	V
myst3	244349	1.5	V
ndufa8	68375	1.5	V
ndufb8	67264	1.5	V
ndufc1	66377	1.5	V
necap1	67602	1.5	V
nipsnap1	18082	1.5	V
noc2l	57741	1.5	V
nudt14	66174	1.5	V
nudt9	74167	1.5	V
pabpn1	54196	1.5	V
pcyox1	66881	1.5	V
pes1	64934	1.5	V
pgrmc2	70804	1.5	V
phgdh	236539	1.5	V
pldn	18457	1.5	V
polr2i	69920	1.5	V
pprc1	226169	1.5	V
prpf8	192159	1.5	V
psma6	26443	1.5	V
psmb6	19175	1.5	V
psmd12	66997	1.5	V
psmd3	22123	1.5	V
ptma	19231	1.5	V
ptp4a2	19244	1.5	V
rdh13	108841	1.5	V
rpl13a	22121	1.5	V
rpl22	19934	1.5	V
rpl27a	26451	1.5	V
rpl31	114641	1.5	V
rpl35	66489	1.5	V
rpl36al	66483	1.5	V
rps14	20044	1.5	V
sca10	54138	1.5	V
sec24c	218811	1.5	V
slc25a10	27376	1.5	V
smarca4	20586	1.5	V
spbc25	66442	1.5	V
st14	19143	1.5	V
statip1	58523	1.5	V
stk11	20869	1.5	V
taf1c	21341	1.5	V
tfb1m	224481	1.5	V
tmed3	66111	1.5	V
tomm22	223696	1.5	V
topbp1	235559	1.5	V
txnl1	53382	1.5	V
txnl2	30926	1.5	V
ube2g1	67128	1.5	V
wbp4	22380	1.5	V
zbtb17	22642	1.5	V
zfp278	56218	1.5	V
zmat2	66492	1.5	V
2010315l10rik	67023	1.5	Old-M
aw549877	106064	1.5	Old-M
d15ertd621e	210998	1.5	Old-M
eif2b2	217715	1.5	Old-M
mcts1	68995	1.5	Old-M
rps6ka3	110651	1.5	Old-M
sdhd	66925	1.5	Old-M
stard3nl	76205	1.5	Old-M
tsc22d3	14605	1.5	Old-M
zfp207	22680	1.5	Old-M
serf2	378702	1.5	V
ywhab	54401	1.5	V
serbp1	66870	1.5	V
tdg	21665	8|9	Both-M
atp1b1	11931	8|20	Both-M
vim	22352	8|14|15	Both-M
btg1	12226	8|14	Both-M
hmgcs2	15360	7|36	Both-M
mat2a	232087	5|11	Both-M
smoc2	64074	4|5	Both-M
bub3	12237	3|23	Both-M
dusp9	75590	24|25	Both-M
ceacam2	26367	24|24	Both-M
cspg2	13003	2|39	Both-M
stk39	53416	19|21	Both-M
d0h4s114	27528	17|23	Both-M
ubc	22190	16|22	Both-M
efnb2	13642	14|15	Both-M
ceacam1	26365	12|31	Both-M
msx1	17701	12|30	Both-M
loc545422	545422	1|6	Both-M
tsc22d1	21807	1|4	Both-M
frmd4b	232288	1|38	Both-M
cdc42ep3	260409	1|2	Both-M
zdhhc2	70546	0|15	Both-M
mgi:2446259	235106	0|1	Both-M
rnf128	66889	0|1	Both-M
1450470_at	1450470_at	39	Both-M
1810060j02rik	67015	39	Both-M
adamts5	23794	39	Both-M
arih1	23806	39	Both-M
c920006c10rik	76740	39	Both-M
errfi1	74155	39	Both-M
msh3	17686	39	Both-M
rbm5	83486	39	Both-M
ysg2	22619	39	Both-M
zfp364	67845	39	Both-M
galnt10	171212	38	Both-M
lrrn1	16979	38	Both-M
mgi:2182965	211550	38	Both-M
myo5b	17919	38	Both-M
rtn1	104001	38	Both-M
sorbs1	20411	38	Both-M
tmem30a	69981	38	Both-M
vdr	22337	38	Both-M
4930504e06rik	75007	37	Both-M
ehox	194856	37	Both-M
flnb	286940	37	Both-M
gipc1	67903	37	Both-M
mlx	21428	37	Both-M
pard6a	56513	37	Both-M
rfxank	19727	37	Both-M
thbs1	21825	37	Both-M
timeless	21853	37	Both-M
1300007l22rik	71774	36	Both-M
9130213b05rik	231440	36	Both-M
gcnt2	14538	36	Both-M
akap12	83397	35	Both-M
grcc3f	14792	35	Both-M
pvrl3	58998	35	Both-M
rhpn2	52428	35	Both-M
slc6a6	21366	35	Both-M
tpd52	21985	35	Both-M
ttc3	22129	35	Both-M
usp34	17847	35	Both-M
vps16	80743	35	Both-M
zfp445	235682	35	Both-M
1810008a18rik	108707	33	Both-M
col7a1	12836	33	Both-M
hyal1	15586	33	Both-M
olfr70	56014	33	Both-M
srd5a2l	57357	33	Both-M
1110033l15rik	73752	32	Both-M
1452607_at	1452607_at	32	Both-M
abcb1a	18671	32	Both-M
adora2b	11541	32	Both-M
ecel1	13599	32	Both-M
hspa2	15512	32	Both-M
snap91	20616	32	Both-M
zfp143	20841	32	Both-M
bb001228	103503	31	Both-M
c230091d08rik	330544	31	Both-M
cep2	16328	31	Both-M
clcnka	12733	31	Both-M
dcx	13193	31	Both-M
fbxo17	50760	31	Both-M
frk	14302	31	Both-M
hip1	215114	31	Both-M
mal	17153	31	Both-M
med28	66999	31	Both-M
rarb	218772	31	Both-M
smpx	66106	31	Both-M
vav3	57257	31	Both-M
1418155_at	1418155_at	30	Both-M
hgf	15234	30	Both-M
loc236374	236374	30	Both-M
tectb	21684	30	Both-M
crabp1	12903	29	Both-M
f11r	16456	29	Both-M
mtch1	56462	29	Both-M
rheb	19744	29	Both-M
rpl14	67115	29	Both-M
sumo2	170930	29	Both-M
tspan3	56434	29	Both-M
efhd2	27984	28	Both-M
mid1ip1	68041	28	Both-M
ppib	19035	28	Both-M
rgs2	19735	28	Both-M
serpinf1	20317	28	Both-M
slc25a4	11739	28	Both-M
glo1	109801	27	Both-M
gpatc4	66614	27	Both-M
msra	110265	27	Both-M
rims2	116838	27	Both-M
aco2	11429	26	Both-M
copg	54161	26	Both-M
emid1	140703	26	Both-M
eno3	13808	26	Both-M
rnd2	11858	26	Both-M
sh3glb2	227700	26	Both-M
tial1	21843	26	Both-M
ap3b2	11775	25	Both-M
dnajc2	22791	25	Both-M
loxl2	94352	25	Both-M
maoa	17161	25	Both-M
adssl1	11565	24	Both-M
ap1g2	11766	24	Both-M
aw049765	106766	24	Both-M
csnk2a2	13000	24	Both-M
nrp2	18187	24	Both-M
ptn	19242	24	Both-M
sdfr2	20321	24	Both-M
stat6	20852	24	Both-M
tirap	117149	24	Both-M
6330403k07rik	103712	23	Both-M
loc545161	545161	23	Both-M
ralgps2	78255	23	Both-M
a930004k21rik	228564	22	Both-M
ccnh	66671	22	Both-M
cldn7	53624	22	Both-M
fkbp3	30795	22	Both-M
gpam	14732	22	Both-M
mdh2	17448	22	Both-M
psma3	19167	22	Both-M
spp1	20750	22	Both-M
tomm20	67952	22	Both-M
adh5	11532	21	Both-M
ddx48	192170	21	Both-M
ddx5	13207	21	Both-M
ube2l3	22195	21	Both-M
2810406c15rik	68298	20	Both-M
anxa5	11747	20	Both-M
apex1	11792	20	Both-M
ccnt2	72949	20	Both-M
copa	12847	20	Both-M
eif3s3	68135	20	Both-M
gnpnat1	54342	20	Both-M
marcks	17118	20	Both-M
mgi:1914262	107358	20	Both-M
nudt2	66401	20	Both-M
pfn2	18645	20	Both-M
plod1	18822	20	Both-M
raf1	110157	20	Both-M
rnh1	107702	20	Both-M
sec61a1	53421	20	Both-M
slc38a2	67760	20	Both-M
snag1	170625	20	Both-M
ube2e3	22193	20	Both-M
2610031l17rik	68879	19	Both-M
9430015g10rik	230996	19	Both-M
c80913	19777	19	Both-M
cldn6	54419	19	Both-M
dmap1	66233	19	Both-M
dnpep	13437	19	Both-M
fkbp5	14229	19	Both-M
lad1	16763	19	Both-M
metap1	75624	19	Both-M
nme7	171567	19	Both-M
ppap2b	67916	19	Both-M
ube3a	22215	19	Both-M
uchl1	22223	19	Both-M
ai593864	103794	18	Both-M
gatad1	67210	18	Both-M
gng12	14701	18	Both-M
krt1-23	94179	18	Both-M
prdm1	12142	18	Both-M
sec14l1	74136	18	Both-M
slc44a2	68682	18	Both-M
st3gal5	20454	18	Both-M
stam2	56324	18	Both-M
surf2	20931	18	Both-M
ucn2	171530	18	Both-M
vwf	22371	18	Both-M
fgd2	26382	17	Both-M
loc270335	270335	17	Both-M
timm10	30059	17	Both-M
acly	104112	16	Both-M
ccni	12453	16	Both-M
laptm4a	17775	16	Both-M
lgmn	19141	16	Both-M
mrfap1	67568	16	Both-M
prdx2	21672	16	Both-M
snx17	266781	16	Both-M
spcs2	66624	16	Both-M
svil	225115	16	Both-M
dpp4	13482	15	Both-M
grem2	23893	15	Both-M
trib2	217410	15	Both-M
1452654_at	1452654_at	14	Both-M
dcn	13179	14	Both-M
lmo7	380928	14	Both-M
rai14	75646	14	Both-M
1427982_s_at	1427982_s_at	13	Both-M
2410001c21rik	66404	13	Both-M
actn3	11474	13	Both-M
acy1	109652	13	Both-M
appbp2	66884	13	Both-M
cald1	109624	13	Both-M
capn6	12338	13	Both-M
chchd3	66075	13	Both-M
cpxm1	56264	13	Both-M
dhrs1	52585	13	Both-M
foxg1	15228	13	Both-M
hnrpc	15381	13	Both-M
impad1	242291	13	Both-M
mgi:2384865	213819	13	Both-M
neurod1	18012	13	Both-M
nup153	218210	13	Both-M
pmpca	66865	13	Both-M
ptpn9	56294	13	Both-M
sparcl1	13602	13	Both-M
spop	20747	13	Both-M
tm2d2	69742	13	Both-M
1110014f24rik	73712	12	Both-M
1425868_at	229608	12	Both-M
abcb7	11306	12	Both-M
acsl4	50790	12	Both-M
art5	11875	12	Both-M
aw548124	106522	12	Both-M
cables2	252966	12	Both-M
car4	12351	12	Both-M
dact1	59036	12	Both-M
dll1	13388	12	Both-M
dscr1l2	53902	12	Both-M
ela1	109901	12	Both-M
galgt1	14421	12	Both-M
h2-bl	14963	12	Both-M
habp4	56541	12	Both-M
matk	17179	12	Both-M
mecr	26922	12	Both-M
mlf2	30853	12	Both-M
padi4	18602	12	Both-M
pdcd6ip	18571	12	Both-M
plekhg6	213522	12	Both-M
plp1	18823	12	Both-M
pof1b	69693	12	Both-M
pofut2	80294	12	Both-M
ptprj	105005	12	Both-M
slc30a4	22785	12	Both-M
suv39h2	64707	12	Both-M
tulp1	22157	12	Both-M
plat	18791	11	Both-M
sod1	20655	11	Both-M
aa415817	94184	10	Both-M
dab1	13131	10	Both-M
itm2c	64294	10	Both-M
serpine2	20720	10	Both-M
tuba4	22145	10	Both-M
ube2d2	56550	10	Both-M
csnk1a1	93687	9	Both-M
enc1	13803	9	Both-M
glg1	20340	9	Both-M
hif1a	15251	9	Both-M
ikbkap	230233	9	Both-M
itpa	16434	9	Both-M
lta4h	16993	9	Both-M
mcm7	17220	9	Both-M
mfap1	67532	9	Both-M
mkln1	27418	9	Both-M
pigs	276846	9	Both-M
pip5k2c	117150	9	Both-M
sfpq	71514	9	Both-M
tgfbr1	21812	9	Both-M
utrn	22288	9	Both-M
zdhhc4	72881	9	Both-M
2010107g23rik	69894	8	Both-M
5630401j11rik	106489	8	Both-M
ahr	11622	8	Both-M
ankmy2	217473	8	Both-M
cd302	66205	8	Both-M
ces3	104158	8	Both-M
clcc1	229725	8	Both-M
creb3	12913	8	Both-M
d530031c13rik	320817	8	Both-M
dpp8	74388	8	Both-M
eps8l2	98845	8	Both-M
hey1	15213	8	Both-M
ier3ip1	66191	8	Both-M
kctd11	216858	8	Both-M
napa	108124	8	Both-M
ndrg2	29811	8	Both-M
pep4	18624	8	Both-M
psip1	101739	8	Both-M
uckl1	68556	8	Both-M
2610001e17rik	67896	7	Both-M
3732412d22rik	77569	7	Both-M
9630031f12rik	58227	7	Both-M
arntl	11865	7	Both-M
cyp4v3	102294	7	Both-M
isl1	16392	7	Both-M
postn	50706	7	Both-M
rxrg	20183	7	Both-M
scara3	219151	7	Both-M
slc7a10	53896	7	Both-M
slco5a1	240726	7	Both-M
tac1	21333	7	Both-M
wnt4	22417	7	Both-M
zdhhc14	224454	7	Both-M
2900084m01rik	73095	6	Both-M
4930506l13rik	78802	6	Both-M
ankrd17	81702	6	Both-M
arf2	11841	6	Both-M
dcun1d1	114893	6	Both-M
ghr	14600	6	Both-M
nol11	68979	6	Both-M
ntn1	18208	6	Both-M
pla2g7	27226	6	Both-M
zbtb7b	22724	6	Both-M
zim3	116811	6	Both-M
mgst1	56615	5	Both-M
slco1a5	108096	5	Both-M
sumo3	20610	5	Both-M
1429321_at	1429321_at	4	Both-M
bmp6	12161	4	Both-M
fgf9	14180	4	Both-M
foxj3	230700	4	Both-M
kif23	71819	4	Both-M
mrpl13	68537	4	Both-M
slc12a2	20496	4	Both-M
1110038f14rik	117171	3	Both-M
1422697_s_at	1422697_s_at	3	Both-M
atp6v1d	73834	3	Both-M
cd1d1	12479	3	Both-M
cpe	12876	3	Both-M
fez1	235180	3	Both-M
fkbp9	27055	3	Both-M
gpiap1	53872	3	Both-M
hdac11	232232	3	Both-M
mbtd1	103537	3	Both-M
nudt16l1	66911	3	Both-M
rnf146	68031	3	Both-M
smoc1	64075	3	Both-M
sox4	20677	3	Both-M
srp54	24067	3	Both-M
ssbp2	66970	3	Both-M
tcf12	21406	3	Both-M
tm9sf2	68059	3	Both-M
tmed2	56334	3	Both-M
ttc8	76260	3	Both-M
ube2i	22196	3	Both-M
xpr1	19775	3	Both-M
1426904_s_at	1426904_s_at	2	Both-M
1438120_x_at	1438120_x_at	2	Both-M
2310008h09rik	66356	2	Both-M
2700087h15rik	70427	2	Both-M
4930570c03rik	67739	2	Both-M
8430410k20rik	78100	2	Both-M
abhd4	105501	2	Both-M
acad9	229211	2	Both-M
aff4	93736	2	Both-M
arl4	11861	2	Both-M
armcx1	78248	2	Both-M
bcas3	192197	2	Both-M
bnip3l	12177	2	Both-M
capn7	12339	2	Both-M
creb3l2	208647	2	Both-M
dab2	13132	2	Both-M
elovl6	170439	2	Both-M
epb4.1l4a	13824	2	Both-M
erp29	67397	2	Both-M
ets2	23872	2	Both-M
glcci1	170772	2	Both-M
h2-d1	14964	2	Both-M
itgav	16410	2	Both-M
map3k8	26410	2	Both-M
mgll	23945	2	Both-M
rasl11b	68939	2	Both-M
trp53inp1	60599	2	Both-M
camk1d	227541	1	Both-M
cdh2	12558	1	Both-M
col13a1	12817	1	Both-M
dscr1l1	53901	1	Both-M
e030025l21rik	403205	1	Both-M
fgf13	14168	1	Both-M
gabpa	14390	1	Both-M
gadd45b	17873	1	Both-M
h2-t23	15040	1	Both-M
ifitm3	66141	1	Both-M
kctd12	239217	1	Both-M
lass4	67260	1	Both-M
mia1	12587	1	Both-M
mtss1	211401	1	Both-M
npnt	114249	1	Both-M
nrbp2	223649	1	Both-M
penk1	18619	1	Both-M
ppp2r2b	72930	1	Both-M
prss23	76453	1	Both-M
ptk2b	19229	1	Both-M
rabgap1	227800	1	Both-M
rlbp1	19771	1	Both-M
sdc2	15529	1	Both-M
si	20431	1	Both-M
slc26a4	23985	1	Both-M
syap1	67043	1	Both-M
wnk2	75607	1	Both-M
zfp179	22671	1	Both-M
1417466_at	1417466_at	0	Both-M
1600015h20rik	70370	0	Both-M
bmp2	12156	0	Both-M
cacna2d1	12293	0	Both-M
cutl1	13047	0	Both-M
itgb1	16412	0	Both-M
pcp4	18546	0	Both-M
s100b	20203	0	Both-M
spon1	233744	0	Both-M
loc386462	386462	20.4	10.5-Down
1426607_at	1426607_at	14.7	10.5-Down
eif1a	13664	13.3	10.5-Up
snx6	72183	13.0	10.5-Down
mycbp	56309	12.0	10.5-Down
ppp2cb	19053	10.7	10.5-Down
bc019943	234138	9.0	10.5-Down
lum	17022	8.5	10.5-Down
lin28	83557	7.4	10.5-Up
tubb6	67951	7.3	10.5-Up
ube2e2	218793	7.3	10.5-Down
c79248	96982	7.3	10.5-Down
d930016d06rik	100662	6.2	10.5-Down
nfib	18028	4.7	10.5-Down
c1qdc2	67389	4.0	10.5-Down
tcl1b3	27378	3.9	11-Down
dgcr6	13353	3.6	11-Up
man2c1	73744	3.5	11-Down
2210038l17rik	78646	3.5	10.5-Down
cldn1	12737	3.4	10.5-Up
tgfb2	21808	3.4	10.5-Down
2410026k10rik	66478	3.3	10.5-Up
4930449i24rik	67410	3.3	10.5-Up
ptpre	19267	3.3	10.5-Down
c1qtnf5	235312	3.2	11-Down
ai314180	230249	3.1	11-Up
c1galt1	94192	3.1	11-Down
hs3st1	15476	3.1	11-Down
crym	12971	3.1	10.5-Down
dnmt3a	13435	3.0	10.5-Down
tmem68	72098	3.0	10.5-Down
psg23	56868	2.9	11-Up
ezh1	14055	2.9	11-Down
sphk2	56632	2.8	11-Down
mfn2	170731	2.8	10.5-Up
ccrn4l	12457	2.8	10.5-Down
grina	66168	2.8	10.5-Down
1300002a08rik	66887	2.7	11-Up
gpt2	108682	2.7	11-Up
pou2f1	18986	2.7	11-Down
thrb	21834	2.7	11-Down
gab2	14389	2.7	10.5-Up
efna1	13636	2.7	10.5-Down
metrnl	210029	2.7	10.5-Down
rnasel	24014	2.7	10.5-Down
1200013b08rik	74131	2.6	11-Down
au016916	105268	2.6	11-Down
mefv	54483	2.6	11-Down
pomt2	217734	2.6	11-Down
rrm2b	382985	2.6	11-Down
rsad2	58185	2.6	11-Down
snx10	71982	2.6	11-Down
foxp3	20371	2.6	10.5-Up
mcart1	230125	2.6	10.5-Down
sema4g	26456	2.6	10.5-Down
sfxn2	94279	2.6	10.5-Down
slc12a6	107723	2.6	10.5-Down
1420275_at	1420275_at	2.5	11-Down
letmd1	68614	2.5	11-Down
tbx6	21389	2.5	11-Down
1420090_at	1420090_at	2.5	10.5-Up
nfat5	54446	2.5	10.5-Down
sp4	20688	2.5	10.5-Down
