Gene ID, ranked according to fold change	gene symbol	Fold change after NIPP1 knockdown	Corresponding change after EZH2 knockdown	Expression
8348	HIST1H2BO	1.52	1.22	Upregulated genes
221613	HIST1H2AA	1.52	1.05	Upregulated genes
8970	HIST1H2BJ	1.52	1.13	Upregulated genes
11193	WBP4	1.52	1.32	Upregulated genes
10239	AP3S2	1.52	1.34	Upregulated genes
8767	RIPK2	1.52	1.95	Upregulated genes
55722	CEP72	1.52	1.11	Upregulated genes
84984	C3orf34	1.52	1.64	Upregulated genes
55631	LRRC40	1.52	1.03	Upregulated genes
1184	CLCN5	1.52	0.82	Upregulated genes
92270	LOC92270	1.52	0.88	Upregulated genes
4485	MST1	1.52	0.97	Upregulated genes
84707	BEX2	1.52	1.2	Upregulated genes
54951	COMMD8	1.52	0.96	Upregulated genes
7424	VEGFC	1.52	1.75	Upregulated genes
64854	USP46	1,52; 1,50	1,24; 1,35	Upregulated genes
2730	GCLM	1.52	1.22	Upregulated genes
3008	HIST1H1E	1.52	0.77	Upregulated genes
169200	TMEM64	1.52	2.15	Upregulated genes
55041	PLEKHB2	1,51; 1,44	1,01; 0,90	Upregulated genes
5090	PBX3	1.51	1.54	Upregulated genes
58488	PCTP	1.51	1.59	Upregulated genes
10475	TRIM38	1.51	1.21	Upregulated genes
5797	PTPRM	1.51	1.11	Upregulated genes
5997	RGS2	1.51	1.38	Upregulated genes
55082	FLJ10154	1.51	1.23	Upregulated genes
54517	PUS7	1.51	0.52	Upregulated genes
2743	GLRB	1.51	1.02	Upregulated genes
55325	C4orf20	1.51	1.09	Upregulated genes
84897	TBRG1	1.51	1.04	Upregulated genes
55798	METTL2B	1.51	1.39	Upregulated genes
10669	CGREF1	1.51	1.52	Upregulated genes
1647	GADD45A	1.51	2.37	Upregulated genes
960	CD44	1.51	1.62	Upregulated genes
54995	OXSM	1.51	0.86	Upregulated genes
64801	ARV1	1,51; 1,47	0,87; 0,89	Upregulated genes
26289	AK5	1.51	0.68	Upregulated genes
10443	PFAAP5	1.51	1.1	Upregulated genes
6633	SNRPD2	1.51	1.34	Upregulated genes
6006	RHCE	1.5	0.78	Upregulated genes
10658	CUGBP1	1.5	1.09	Upregulated genes
55601	FLJ20035	1,50; 1,50	1,45; 1,55	Upregulated genes
57198	ATP8B2	1.5	0.88	Upregulated genes
388115	FLJ43339	1.5	1.07	Upregulated genes
467	ATF3	1.5	3.28	Upregulated genes
85461	TANC1	1.5	1.16	Upregulated genes
55323	LARP6	1.5	1.76	Upregulated genes
220064	ORAOV1	1,50; 1,47	0,96; 0,88	Upregulated genes
6675	UAP1	1.5	1.61	Upregulated genes
120227	CYP2R1	1.5	1.11	Upregulated genes
23503	ZFYVE26	1.5	1.68	Upregulated genes
284942	MGC70863	1.5	1.48	Upregulated genes
7587	ZNF37A	1.5	1.24	Upregulated genes
10987	COPS5	1,50; 1,45	1,64; 1,61	Upregulated genes
11093	ADAMTS13	1.5	0.94	Upregulated genes
55213	RCBTB1	1.5	1.04	Upregulated genes
10016	PDCD6	1.5	1.44	Upregulated genes
55906	KIAA1166	1.5	1.39	Upregulated genes
10965	ACOT2	1.49	1.76	Upregulated genes
4774	NFIA	1.49	0.86	Upregulated genes
9802	DAZAP2	1.49	0.28	Upregulated genes
55471	PRO1853	1.49	1.18	Upregulated genes
84056	KATNAL1	1.49	0.94	Upregulated genes
64318	NOC3L	1,49; 1,48; 1,48; 1,47; 1,46; 1,45; 1,45; 1,44; 1,44; 1,44	0,66; 0,68; 0,67; 0,68; 0,67; 0,66; 0,67; 0,66; 0,66; 0,67	Upregulated genes
91612	CHURC1	1.49	0.97	Upregulated genes
23118	MAP3K7IP2	1.49	2.27	Upregulated genes
83940	TATDN1	1,49; 1,43	0,90; 0,91	Upregulated genes
10241	CALCOCO2	1.49	1.34	Upregulated genes
7006	TEC	1.49	1.27	Upregulated genes
155060	ZNF783	1.49	1.15	Upregulated genes
22847	ZNF507	1.49	1.09	Upregulated genes
8496	PPFIBP1	1.49	1.06	Upregulated genes
6942	TCF20	1.49	1.71	Upregulated genes
221079	ARL5B	1.49	2.62	Upregulated genes
9616	RNF7	1.49	1.55	Upregulated genes
57643	ZSWIM5	1.49	0.98	Upregulated genes
221393	GPR115	1.48	1.34	Upregulated genes
51747	CROP	1.48	1.22	Upregulated genes
90853	SPOCD1	1.48	0.89	Upregulated genes
91433	RCCD1	1.48	1.24	Upregulated genes
10440	TIMM17A	1.48	1.01	Upregulated genes
55571	C2orf29	1.48	0.9	Upregulated genes
388536	ZNF790	1.48	1.07	Upregulated genes
400745	SH2D5	1.48	1.97	Upregulated genes
25790	CCDC19	1.48	1.34	Upregulated genes
6364	CCL20	1.48	1.89	Upregulated genes
196403	DTX3	1.48	1.17	Upregulated genes
55901	THSD1	1.48	1.9	Upregulated genes
5737	PTGFR	1.48	0.86	Upregulated genes
27094	KCNMB3	1,48; 1,44	1,19; 1,19	Upregulated genes
11080	DNAJB4	1.48	1.46	Upregulated genes
57798	GATAD1	1.48	1.2	Upregulated genes
285343	C3orf23	1.48	1.31	Upregulated genes
7769	ZNF226	1.48	1.14	Upregulated genes
89876	C3orf15	1.48	1.37	Upregulated genes
8664	EIF3S7	1.48	1.07	Upregulated genes
55650	PIGV	1.48	0.83	Upregulated genes
114876	OSBPL1A	1.48	0.96	Upregulated genes
440957	SNHG8	1,48; 1,40	0,63; 0,64	Upregulated genes
54675	CRLS1	1.47	1.35	Upregulated genes
150275	CCDC117	1.47	1.57	Upregulated genes
54344	DPM3	1,47; 1,47	0,72; 0,64	Upregulated genes
10186	LHFP	1.47	1.99	Upregulated genes
79783	C7orf10	1.47	1.22	Upregulated genes
56776	FMN2	1.47	1.48	Upregulated genes
10650	SLMO1	1.47	1.08	Upregulated genes
594	BCKDHB	1.47	0.95	Upregulated genes
57539	WDR35	1.47	1.21	Upregulated genes
129531	MITD1	1.47	1.25	Upregulated genes
9364	RAB28	1.47	1.26	Upregulated genes
8487	SIP1	1.47	1.03	Upregulated genes
51542	VPS54	1.47	1.43	Upregulated genes
131076	CCDC58	1.47	1.21	Upregulated genes
131616	TMEM42	1.47	0.97	Upregulated genes
26268	FBXO9	1.47	0.97	Upregulated genes
55654	TMEM127	1.47	1.71	Upregulated genes
116143	LOC116143	1,47; 1,43	1,13; 1,11	Upregulated genes
10998	SLC27A5	1.47	0.95	Upregulated genes
1573	CYP2J2	1.47	1.91	Upregulated genes
8820	HESX1	1.47	1.3	Upregulated genes
3725	JUN	1.47	1.54	Upregulated genes
51091	SEPSECS	1.47	1.14	Upregulated genes
8649	MAP2K1IP1	1.46	0.91	Upregulated genes
6938	TCF12	1.46	1.23	Upregulated genes
2744	GLS	1.46	1.04	Upregulated genes
90075	ZNF30	1.46	1.23	Upregulated genes
8697	CDC23	1.46	1.16	Upregulated genes
84366	PRAC	1.46	0.58	Upregulated genes
55245	C20orf44	1.46	0.77	Upregulated genes
5467	PPARD	1.46	1.25	Upregulated genes
79074	C2orf49	1.46	1.24	Upregulated genes
1429	CRYZ	1.46	1.15	Upregulated genes
2776	GNAQ	1.46	1.8	Upregulated genes
163087	ZNF383	1.46	1	Upregulated genes
11201	POLI	1,46; 1,41	1,20; 1,17	Upregulated genes
5147	PDE6D	1.46	1.2	Upregulated genes
2553	GABPB2	1.46	1.02	Upregulated genes
51510	CHMP5	1.46	1.45	Upregulated genes
165055	CCDC138	1.45	0.58	Upregulated genes
55332	DRAM	1.45	2.49	Upregulated genes
9666	DZIP3	1.45	0.65	Upregulated genes
54927	CHCHD3	1,45; 1,45	1,22; 1,24	Upregulated genes
9764	KIAA0513	1.45	2.63	Upregulated genes
84698	CAPS2	1.45	0.97	Upregulated genes
7762	ZNF215	1.45	0.91	Upregulated genes
10010	TANK	1.45	1.82	Upregulated genes
93953	ACRC	1.45	0.93	Upregulated genes
11137	PWP1	1.45	0.97	Upregulated genes
53836	GPR87	1.45	1.53	Upregulated genes
170506	DHX36	1.45	1.38	Upregulated genes
85453	TSPYL5	1.45	1.11	Upregulated genes
57630	SH3RF1	1.45	1.46	Upregulated genes
6637	SNRPG	1,45; 1,43	0,97; 0,99	Upregulated genes
9444	QKI	1.45	3.44	Upregulated genes
5049	PAFAH1B2	1.45	1.43	Upregulated genes
8450	CUL4B	1.45	0.89	Upregulated genes
54433	NOLA1	1.45	1.3	Upregulated genes
1350	COX7C	1.45	1.21	Upregulated genes
132720	C4orf32	1.45	1.24	Upregulated genes
254042	MAP1D	1.45	0.92	Upregulated genes
80157	FLJ21511	1.45	1.04	Upregulated genes
6446	SGK	1.45	1.55	Upregulated genes
144363	LYRM5	1.45	1.03	Upregulated genes
58517	RBM25	1.45	1.84	Upregulated genes
113763	C7orf29	1.45	0.8	Upregulated genes
10296	MAEA	1.45	1.59	Upregulated genes
53343	NUDT9	1.45	0.81	Upregulated genes
79744	ZNF419	1.45	1.05	Upregulated genes
2110	ETFDH	1.45	1.24	Upregulated genes
4683	NBN	1.44	1.66	Upregulated genes
64848	YTHDC2	1.44	0.93	Upregulated genes
9481	SLC25A27	1.44	0.88	Upregulated genes
256356	GK5	1,44; 1,37	1,14; 0,84	Upregulated genes
147650	LOC147650	1.44	1.47	Upregulated genes
79876	UBE1DC1	1.44	1.09	Upregulated genes
6905	TBCE	1.44	1.24	Upregulated genes
2887	GRB10	1.44	1.63	Upregulated genes
23483	TGDS	1.44	0.94	Upregulated genes
1440	CSF3	1.44	0.85	Upregulated genes
23052	ENDOD1	1.44	2.5	Upregulated genes
81618	ITM2C	1.44	1.76	Upregulated genes
55529	TMEM55A	1.44	3.32	Upregulated genes
90871	C9orf123	1.44	0.82	Upregulated genes
79905	TMC7	1.44	1.15	Upregulated genes
112611	RWDD2	1.44	0.94	Upregulated genes
84725	PLEKHA8	1.44	1.11	Upregulated genes
5128	PCTK2	1.44	1.1	Upregulated genes
25972	UNC50	1.44	1.25	Upregulated genes
9185	REPS2	1.44	0.98	Upregulated genes
7342	UBP1	1.44	1.84	Upregulated genes
284217	LAMA1	1.43	1.36	Upregulated genes
5610	EIF2AK2	1.43	1.69	Upregulated genes
23081	JMJD2C	1.43	1.5	Upregulated genes
84619	ZGPAT	1.43	1.32	Upregulated genes
1284	COL4A2	1.43	1.18	Upregulated genes
9076	CLDN1	1.43	2.93	Upregulated genes
285704	RGMB	1.43	2.16	Upregulated genes
5801	PTPRR	1.43	2.44	Upregulated genes
5558	PRIM2A	1.43	0.94	Upregulated genes
8342	HIST1H2BM	1.43	1.18	Upregulated genes
113655	MFSD3	1.43	1.28	Upregulated genes
10247	HRSP12	1,43; 1,40	1,07; 1,05	Upregulated genes
64062	RBM26	1.43	1.21	Upregulated genes
3224	HOXC8	1.43	1.23	Upregulated genes
79868	CXorf45	1.43	0.52	Upregulated genes
51097	SCCPDH	1.43	0.92	Upregulated genes
121260	SLC15A4	1.43	1.97	Upregulated genes
90693	CCDC126	1.43	1.49	Upregulated genes
3018	HIST1H2BB	1.43	1.15	Upregulated genes
129285	CCDC128	1.43	1.18	Upregulated genes
7091	TLE4	1.43	1.85	Upregulated genes
57120	GOPC	1.43	1.13	Upregulated genes
10290	SPEG	1.43	1.27	Upregulated genes
4711	NDUFB5	1.43	1.23	Upregulated genes
63899	NSUN3	1.43	0.98	Upregulated genes
7082	TJP1	1.42	1.21	Upregulated genes
57674	RNF213	1.42	1.44	Upregulated genes
2571	GAD1	1,42; 1,38	1,21; 1,15	Upregulated genes
9988	DMTF1	1.42	1.29	Upregulated genes
26272	FBXO4	1.42	0.79	Upregulated genes
283209	PGM2L1	1.42	1.04	Upregulated genes
64224	HERPUD2	1.42	1.54	Upregulated genes
64582	GPR135	1.42	1.13	Upregulated genes
51027	BOLA1	1.42	0.85	Upregulated genes
5480	PPIC	1.42	1.58	Upregulated genes
5048	PAFAH1B1	1,42; 1,38	1,17; 1,09	Upregulated genes
55689	YEATS2	1.42	1.48	Upregulated genes
80263	TRIM45	1.42	1.12	Upregulated genes
151011	12:00:00 AM	1.42	0.8	Upregulated genes
56919	DHX33	1.42	0.46	Upregulated genes
81578	COL21A1	1.42	1.03	Upregulated genes
81542	TXNDC1	1.42	1.38	Upregulated genes
26249	KLHL3	1.41	0.96	Upregulated genes
6251	RSU1	1.41	1.24	Upregulated genes
5411	PNN	1.41	0.98	Upregulated genes
79607	FAM118B	1.41	0.97	Upregulated genes
81929	SEH1L	1.41	0.87	Upregulated genes
112487	C14orf126	1.41	1.34	Upregulated genes
55285	RBM41	1.41	1.13	Upregulated genes
3670	ISL1	1.41	1.29	Upregulated genes
11232	POLG2	1.41	0.82	Upregulated genes
3313	HSPA9	1.41	1.28	Upregulated genes
51019	CCDC53	1,41; 1,37	1,04; 1,08	Upregulated genes
54704	PPM2C	1.41	3.28	Upregulated genes
6632	SNRPD1	1,41; 1,40	0,96; 0,97	Upregulated genes
221895	JAZF1	1.4	1.85	Upregulated genes
85235	HIST1H2AH	1.4	0.92	Upregulated genes
388753	C1orf31	1.4	1	Upregulated genes
2122	EVI1	1.4	1.53	Upregulated genes
347862	PDDC1	1.4	1.31	Upregulated genes
57167	SALL4	1.4	0.88	Upregulated genes
283208	P4HA3	1.4	0.77	Upregulated genes
64149	C17orf75	1.4	0.79	Upregulated genes
5792	PTPRF	1.4	1.63	Upregulated genes
2042	EPHA3	1.4	1.51	Upregulated genes
1318	SLC31A2	1.4	2.18	Upregulated genes
51103	NDUFAF1	1.4	0.98	Upregulated genes
8915	BCL10	1.4	1.46	Upregulated genes
9653	HS2ST1	1.4	1.31	Upregulated genes
85313	PPIL4	1.39	1.12	Upregulated genes
7248	TSC1	1.39	0.59	Upregulated genes
253982	ASPHD1	1.39	0.93	Upregulated genes
2963	GTF2F2	1.39	1.36	Upregulated genes
10054	SAE2	1.39	1.3	Upregulated genes
647719		1.39	1.18	Upregulated genes
664	BNIP3	1.39	3.4	Upregulated genes
124936	CYB5D2	1.39	1.09	Upregulated genes
80213	TM2D3	1.39	2.5	Upregulated genes
4291	MLF1	1.39	1.1	Upregulated genes
54942	C9orf6	1.38	1.44	Upregulated genes
22798	LAMB4	1.38	1.38	Upregulated genes
197131	UBR1	1.38	1.17	Upregulated genes
128387	TATDN3	1.38	0.79	Upregulated genes
128312	HIST3H2BB	1.38	1.19	Upregulated genes
51095	TRNT1	1.38	0.81	Upregulated genes
29945	ANAPC4	1.38	0.97	Upregulated genes
114799	ESCO1	1.38	1.34	Upregulated genes
517	ATP5G2	1.38	1.1	Upregulated genes
79073	TMEM109	1.37	1.7	Upregulated genes
153562	MARVELD2	1.37	1.54	Upregulated genes
10409	BASP1	1.37	1.53	Upregulated genes
51566	ARMCX3	1.37	1.61	Upregulated genes
79009	DDX50	1.37	1	Upregulated genes
5511	PPP1R8	0,23; 0,43	1,01; 1,04	Downregulated genes
57552	AADACL1	0.24	1.08	Downregulated genes
10551	AGR2	0.25	0.67	Downregulated genes
57326	PBXIP1	0,27; 0,41	0,63; 0,69	Downregulated genes
1021	CDK6	0,28; 0,57	1,16; 0,98	Downregulated genes
11046	SLC35D2	0.29	1.19	Downregulated genes
22858	ICK	0.31	0.98	Downregulated genes
23446	SLC44A1	0,31; 0,49; 0,62	0,90; 0,88; 0,71	Downregulated genes
11034	DSTN	0,31; 0,32; 0,34	1,45; 1,23; 1,24	Downregulated genes
85476	GFM1	0.31	1.34	Downregulated genes
1040	CDS1	0.31	0.87	Downregulated genes
10484	SEC23A	0,32; 0,46	1,14; 1,08	Downregulated genes
57720	GPR107	0.32	0.58	Downregulated genes
84899	TMTC4	0.33	0.71	Downregulated genes
6921	TCEB1	0.33	0.71	Downregulated genes
136	ADORA2B	0.34	1.14	Downregulated genes
10928	RALBP1	0,34; 0,41; 0,42; 0,42	1,11; 1,14; 1,07; 1,17	Downregulated genes
30001	ERO1L	0,34; 0,64	0,77; 0,73	Downregulated genes
1398	CRK	0,34; 0,44; 0,54	1,34; 1,34; 1,12	Downregulated genes
64397	ZFP106	0.35	0.84	Downregulated genes
255520	ELMOD2	0.35	0.6	Downregulated genes
157638	FAM84B	0,35; 0,50	0,66; 0,74	Downregulated genes
54602	NDFIP2	0.35	0.98	Downregulated genes
81603	TRIM8	0.35	1.37	Downregulated genes
9403	12:00:00 AM	0.36	0.98	Downregulated genes
3843	RANBP5	0.36	0.89	Downregulated genes
83930	STARD3NL	0.36	0.83	Downregulated genes
220963	SLC16A9	0.36	0.34	Downregulated genes
165679	C3orf57	0.36	0.78	Downregulated genes
6929	TCF3	0,36; 0,41; 0,46	0,84; 0,82; 1,22	Downregulated genes
7262	PHLDA2	0.37	1.65	Downregulated genes
374393	FAM111B	0.37	0.83	Downregulated genes
54566	EPB41L4B	0,38; 0,63	0,74; 0,74	Downregulated genes
3301	DNAJA1	0.38	1.34	Downregulated genes
8754	ADAM9	0.38	1.18	Downregulated genes
6617	SNAPC1	0.39	1.18	Downregulated genes
203547	LOC203547	0.39	0.43	Downregulated genes
7165	TPD52L2	0.39	1.2	Downregulated genes
30061	SLC40A1	0.39	0.25	Downregulated genes
3169	FOXA1	0,39; 0,39; 0,39; 0,39; 0,39; 0,40; 0,40; 0,40; 0,41; 0,41	0,75; 0,74; 0,75; 0,75; 0,74; 0,76; 0,73; 0,75; 0,75; 0,75	Downregulated genes
55179	FAIM	0.39	0.84	Downregulated genes
1280	COL2A1	0.39	0.81	Downregulated genes
27347	STK39	0,39; 0,40	1,40; 1,44	Downregulated genes
64710	NUCKS1	0,39; 0,47; 0,48; 0,49; 0,57	0,61; 0,64; 0,75; 0,63; 0,76	Downregulated genes
10137	RBM12	0.39	0.52	Downregulated genes
81611	ANP32E	0.4	0.81	Downregulated genes
6683	SPAST	0.4	0.4	Downregulated genes
56952	PRTFDC1	0.4	0.8	Downregulated genes
51527	C14orf129	0,40; 0,52	1,26; 1,21	Downregulated genes
9037	SEMA5A	0,40; 0,57	0,55; 0,51	Downregulated genes
157506	RDH10	0,40; 0,64	0,79; 0,82	Downregulated genes
2149	F2R	0.4	0.48	Downregulated genes
5597	MAPK6	0.41	1.53	Downregulated genes
151188	ARL6IP6	0.41	0.28	Downregulated genes
5062	PAK2	0,41; 0,67	0,53; 0,93	Downregulated genes
51150	SDF4	0.42	1.04	Downregulated genes
50807	DDEF1	0,42; 0,54; 0,55	1,20; 1,20; 1,18	Downregulated genes
51088	KLHL5	0,42; 0,54; 0,56; 0,67	0,71; 0,84; 0,83; 0,85	Downregulated genes
10283	SDCCAG10	0.42	0.84	Downregulated genes
10972	TMED10	0.42	0.96	Downregulated genes
9715	FAM131B	0.42	0.59	Downregulated genes
5880	RAC2	0,42; 0,64	1,34; 1,23	Downregulated genes
6941	TCF19	0,43; 0,56	0,58; 0,66	Downregulated genes
60496	AASDHPPT	0,43; 0,49	0,84; 0,91	Downregulated genes
5082	PDCL	0.43	0.7	Downregulated genes
54621	FLJ20674	0.43	0.38	Downregulated genes
3206	HOXA10	0,43; 0,45; 0,45	1,21; 0,91; 1,21	Downregulated genes
51727	CMPK	0.43	1.27	Downregulated genes
400931	FLJ27365	0.44	0.77	Downregulated genes
171586	ABHD3	0.44	0.98	Downregulated genes
10730	YME1L1	0,44; 0,59	1,156; 1,10	Downregulated genes
79719	FLJ11506	0.44	0.98	Downregulated genes
51	ACOX1	0,44; 0,51	0,75; 0,72	Downregulated genes
488	ATP2A2	0,44; 0,49; 0,73	0,98; 1,00; 1,80	Downregulated genes
83543	C9orf58	0,44; 0,45	0,62; 0,65	Downregulated genes
8850	PCAF	0,45; 0,49	1,29; 1,31	Downregulated genes
79986	ZNF702	0.45	1.5	Downregulated genes
90952	ESAM	0.45	1.08	Downregulated genes
81537	SGPP1	0.46	1.63	Downregulated genes
81621	KAZALD1	0.46	0.76	Downregulated genes
152137	CCDC50	0,46; 0,47; 0,51; 0,54	1,06; 1,07; 1,00; 1,07	Downregulated genes
27244	SESN1	0,46; 0,55	1,12; 1,01	Downregulated genes
6198	RPS6KB1	0,46; 0,55; 0,59; 0,62	0,76; 1,01; 1,31; 1,30	Downregulated genes
116496	FAM129A	0.46	0.85	Downregulated genes
9536	PTGES	0.46	0.64	Downregulated genes
5500	PPP1CB	0,46; 0,69; 0,69	0,90; 1,28; 1,67	Downregulated genes
55765	C1orf106	0.46	1.2	Downregulated genes
151473	SLC16A14	0,46; 0,74	0,54; 1,02	Downregulated genes
5911	RAP2A	0,47; 0,60	0,52; 0,73	Downregulated genes
3675	ITGA3	0.47	1.44	Downregulated genes
4055	LTBR	0.47	1.05	Downregulated genes
1545	CYP1B1	0.47	0.55	Downregulated genes
4919	ROR1	0,47; 0,51	2,60; 2,43	Downregulated genes
23338	PHF15	0.47	0.99	Downregulated genes
727	C5	0.47	0.24	Downregulated genes
119032	C10orf32	0,47; 0,55	1,42; 1,49	Downregulated genes
122060	SLAIN1	0.47	0.9	Downregulated genes
10529	NEBL	0.47	0.57	Downregulated genes
55863	TMEM126B	0.47	1.27	Downregulated genes
4175	MCM6	0.48	0.74	Downregulated genes
27147	DENND2A	0,48; 0,59; 0,68	0,94; 0,99; 0,93	Downregulated genes
6241	RRM2	0,48; 0,63; 0,63	0,54; 0,52; 0,54	Downregulated genes
9922	IQSEC1	0.48	1.17	Downregulated genes
7031	TFF1	0,48; 0,55	0,97; 1,00	Downregulated genes
29128	UHRF1	0,48; 0,60	0,60; 0,66	Downregulated genes
55148	C14orf130	0.48	0.42	Downregulated genes
5355	PLP2	0.49	0.91	Downregulated genes
5537	PPP6C	0,49; 0,66	0,75; 0,97	Downregulated genes
3612	IMPA1	0,49; 0,57	0,79; 0,84	Downregulated genes
10745	PHTF1	0.49	1.57	Downregulated genes
2706	GJB2	0,49; 0,55	1,33; 1,23	Downregulated genes
92400	RBM18	0,49; 0,52	0,92; 1,33	Downregulated genes
55333	SYNJ2BP	0.49	1.69	Downregulated genes
115908	CTHRC1	0.49	1.19	Downregulated genes
4680	CEACAM6	0,49; 0,59	0,96; 0,99	Downregulated genes
152195	NUDT16P	0.49	0.93	Downregulated genes
7112	TMPO	0.49	0.88	Downregulated genes
8065	CUL5	0.49	0.68	Downregulated genes
10613	ERLIN1	0.49	0.97	Downregulated genes
55652	FLJ20489	0.49	1.05	Downregulated genes
92689	FAM114A1	0.49	0.87	Downregulated genes
57214	KIAA1199	0,49; 0,61	0,70; 0,83	Downregulated genes
90231	KIAA2013	0,50; 0,51	0,96; 0,96	Downregulated genes
10019	SH2B3	0.5	0.97	Downregulated genes
54978	C2orf18	0.5	0.94	Downregulated genes
2591	GALNT3	0.5	2.64	Downregulated genes
306	ANXA3	0.5	1.1	Downregulated genes
116154	PHACTR3	0.5	0.63	Downregulated genes
638	BIK	0.5	1.29	Downregulated genes
7871	SLMAP	0.5	1.14	Downregulated genes
489	ATP2A3	0.5	1.03	Downregulated genes
79080	CCDC86	0.5	1.06	Downregulated genes
204851	HIPK1	0,50; 0,57	1,07; 1,07	Downregulated genes
54842	FLJ20160	0.5	0.65	Downregulated genes
26064	RAI14	0.5	0.95	Downregulated genes
5764	PTN	0.5	1.19	Downregulated genes
5519	PPP2R1B	0.5	1	Downregulated genes
3625	INHBB	0.5	0.34	Downregulated genes
81552	ECOP	0.5	0.92	Downregulated genes
7095	TLOC1	0.5	1.21	Downregulated genes
3294	HSD17B2	0.5	0.52	Downregulated genes
1690	COCH	0,51; 0,62	0,58; 0,59	Downregulated genes
116068	LYSMD3	0,51; 0,57	0,84; 0,83	Downregulated genes
10331	B3GNT3	0.51	0.96	Downregulated genes
1009	CDH11	0.51	1.57	Downregulated genes
79598	LRRIQ2	0.51	0.44	Downregulated genes
79666	PLEKHF2	0.51	1.28	Downregulated genes
57211	GPR126	0,51; 0,61	0,65; 0,67	Downregulated genes
7358	UGDH	0,51; 0,59	1,04; 1,05	Downregulated genes
118429	ANTXR2	0,51; 0,63	1,25; 1,08	Downregulated genes
83857	TMTC1	0.51	1.06	Downregulated genes
23731	C9orf5	0.51	0.87	Downregulated genes
10150	MBNL2	0.51	0.79	Downregulated genes
23086	EXPH5	0.51	0.68	Downregulated genes
56995	TULP4	0.51	0.94	Downregulated genes
55240	STEAP3	0.51	1.04	Downregulated genes
8225	GTPBP6	0.51	0.87	Downregulated genes
2710	GK	0.52	1.1	Downregulated genes
338557	GPR120	0.52	1.14	Downregulated genes
56994	CHPT1	0.52	1.27	Downregulated genes
23530	NNT	0.52	0.89	Downregulated genes
7851	MALL	0,52; 0,54; 0,58	2,24; 1,75; 2,19	Downregulated genes
6558	SLC12A2	0,52; 0,57; 0,61	0,63; 0,60; 0,67	Downregulated genes
51567	TTRAP	0.52	0.73	Downregulated genes
8507	ENC1	0,52; 0,61	0,95; 0,86	Downregulated genes
7327	UBE2G2	0.52	1.03	Downregulated genes
22903	BTBD3	0,52; 0,68	0,89; 0,85	Downregulated genes
203328	SUSD3	0.52	1.61	Downregulated genes
128434	C20orf102	0.52	1.99	Downregulated genes
2049	EPHB3	0.52	0.94	Downregulated genes
2643	GCH1	0,52; 0,69	1,34; 1,22	Downregulated genes
222537	HS3ST5	0.53	0.67	Downregulated genes
84945	ABHD13	0.53	1.25	Downregulated genes
10855	HPSE	0.53	0.44	Downregulated genes
54491	FAM105A	0.53	0.64	Downregulated genes
23054	NCOA6	0.53	1.08	Downregulated genes
55256	ADI1	0,53; 0,53; 0,65	0,92; 0,90; 0,89	Downregulated genes
4686	NCBP1	0.53	0.77	Downregulated genes
290	ANPEP	0.53	1.6	Downregulated genes
79822	ARHGAP28	0.53	1.39	Downregulated genes
3161	HMMR	0.53	0.3	Downregulated genes
9867	PJA2	0.53	0.65	Downregulated genes
205428	C3orf58	0,53; 0,58; 0,60	0,65; 0,78; 0,75	Downregulated genes
9122	SLC16A4	0.53	0.51	Downregulated genes
4586	MUC5AC	0.53	0.58	Downregulated genes
24137	KIF4A	0.53	0.53	Downregulated genes
57003	CCDC47	0,53; 0,62; 0,70	1,18; 1,24; 1,33	Downregulated genes
90665	TBL1Y	0.53	0.58	Downregulated genes
5887	RAD23B	0,53; 0,54; 0,59	1,08; 1,22; 0,73	Downregulated genes
6611	SMS	0,53; 0,65	1,28; 1,25	Downregulated genes
3570	IL6R	0.53	3.46	Downregulated genes
9990	SLC12A6	0.53	0.98	Downregulated genes
253782	LASS6	0,54; 0,57	0,46; 0,44	Downregulated genes
51804	SIX4	0.54	0.75	Downregulated genes
79939	SLC35E1	0.54	0.9	Downregulated genes
25888	ZNF473	0.54	0.96	Downregulated genes
2677	GGCX	0.54	0.87	Downregulated genes
659	BMPR2	0,54; 0,66	1,69; 1,44	Downregulated genes
7468	WHSC1	0.54	0.33	Downregulated genes
6091	ROBO1	0.54	1.51	Downregulated genes
6497	SKI	0,54; 0,59	1,31; 0,96	Downregulated genes
94239	H2AFV	0.54	0.5	Downregulated genes
23197	UBXD8	0,54; 0,60	1,02; 1,00	Downregulated genes
79642	ARSJ	0.54	1.24	Downregulated genes
25829	C22orf5	0.54	1.36	Downregulated genes
10434	LYPLA1	0,54; 0,71	1,47; 1,28	Downregulated genes
688	KLF5	0,54; 0,60	0,81; 0,91	Downregulated genes
19	ABCA1	0.54	1.03	Downregulated genes
127262	FAM79A	0.54	0.4	Downregulated genes
5516	PPP2CB	0,55; 0,65	1,48; 1,36	Downregulated genes
23196	FAM120A	0,55; 0,56; 0,60	0,83; 0,77; 0,79	Downregulated genes
51290	ERGIC2	0,55; 0,56; 0,56; 0,56; 0,56; 0,57; 0,57; 0,57; 0,58; 0,66	0,66; 0,67; 0,67; 0,67; 0,68; 0,66; 0,66;0,68; 0,66; 0,72	Downregulated genes
6836	SURF4	0,55; 0,69	1,09; 1,05	Downregulated genes
222068	TMED4	0,55; 0,60	1,02; 0,98	Downregulated genes
51706	CYB5R1	0.55	1.46	Downregulated genes
8880	FUBP1	0.55	0.95	Downregulated genes
