Probe ID	Gene Symbol	Description	CM/ES Fold change	CM/EB Fold change	FH/ES Fold change	FH/EB Fold change	AH/ES Fold change	AH/EB Fold change
6960189	CORO6	coronin 6	42.71	108.27	58.96	149.47	34.07	86.37
2120022	BRD8	bromodomain containing 8	42.19	11.8	3.36	0.94	1	0.28
160273	FBXO32	F-box protein 32	41.95	27	42.55	27.38	36.44	23.45
6180059	CCL4L1	chemokine (C-C motif) ligand 4-like 1	41.51	41.51	390.77	390.77	50.97	50.97
5570315	C6	complement component 6	41.43	8.21	51.91	10.29	687.64	136.29
1740592	EDA2R	ectodysplasin A2 receptor	40.98	5.32	3.43	0.45	7.81	1.01
1400605	SMARCD3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3	40.8	5.92	24.46	3.55	20.91	3.03
7210373	SLC45A2	solute carrier family 45, member 2	40.42	3.66	54.73	4.96	3.73	0.34
2260719	LHX8	LIM homeobox 8	40.34	2.84	0.25	0.02	0.25	0.02
6020441	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	40.16	15.14	180.07	67.9	1124.37	424
2690110	NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	39.29	2.5	183.32	11.69	136.66	8.71
20204	SLC8A3	solute carrier family 8 (sodium-calcium exchanger), member 3	39.06	2.7	23.91	1.65	4	0.28
2000398	RANBP2L1	RANBP2-like and GRIP domain containing 5	39.02	18.37	1.49	0.7	1	0.47
5900470	FLJ30294	hypothetical protein FLJ30294	38.69	26.76	136.37	94.32	2115.13	1462.97
4810136	C1orf175	chromosome 1 open reading frame 175 .	38.52	7.14	114.46	21.21	53.3	9.88
1010598	FLJ45224	FLJ45224 protein	38.44	4.16	94.57	10.23	242.72	26.27
3940196	TNNI3K	TNNI3 interacting kinase	38.18	40.12	127.07	133.53	111.12	116.78
830082	SLC9A11	solute carrier family 9, member 11	38.07	11.16	11.99	3.52	1.83	0.54
5290609	SH3RF2	SH3 domain containing ring finger 2	37.95	7.96	220.52	46.26	364.87	76.54
520730	PDLIM5	PDZ and LIM domain 5	37.9	21.37	61.12	34.46	232.3	131
6110400	AMHR2	anti-Mullerian hormone receptor, type II	37.51	5.32	14.46	2.05	1.78	0.25
6960736	EDG1	endothelial differentiation, sphingolipid G-protein-coupled receptor, 1	37.28	6.66	32.96	5.88	21.01	3.75
840437	URB	coiled-coil domain containing 80	37.2	35.13	37.56	35.47	122.58	115.74
6290368	CRYAB	crystallin, alpha B	36.9	63.09	219.34	374.99	409.48	700.07
5890064	ENPEP	glutamyl aminopeptidase (aminopeptidase A)	36.7	2.13	148.26	8.6	95.39	5.53
150504	EPHB3	EPH receptor B3	36.27	5.16	6.17	0.88	0.89	0.13
2030746	ENO3	enolase 3 (beta, muscle)	36.16	15.71	37.42	16.26	59.42	25.82
7210497	GP1BB	glycoprotein Ib (platelet), beta polypeptide	36.14	9.64	46.64	12.44	24.74	6.6
2230347	FOXD4L1	forkhead box D4-like 1	35.88	4.84	3.14	0.42	2.97	0.4
6480564	RXRG	retinoid X receptor, gamma	35.79	44.81	4.16	5.2	6.69	8.38
5310619	TXLNB	taxilin beta	35.67	12.08	126.16	42.74	279.14	94.56
4010753	MICAL2	microtubule associated monoxygenase, calponin and LIM domain containing 2	35.6	22.34	45.55	28.58	23.06	14.47
3930452	TBX20	T-box 20	35.59	35.59	494.79	494.79	11.08	11.08
5260097	IRX5	iroquois homeobox protein 5	35.5	6.3	27.52	4.88	23.28	4.13
3890768	LOC123876	hypothetical protein LOC123876	35.12	35.12	1	1	1	1
3180754	POLN	polymerase (DNA directed) nu	35.01	11.9	10.38	3.53	0.18	0.06
6330703	MITF	microphthalmia-associated transcription factor	34.93	7.66	36.38	7.98	36.83	8.08
7610717	LOC400258	similar to RIKEN cDNA A530016L24 gene	34.63	10.32	802.9	239.37	1376.75	410.45
1940064	HIST1H2AG	histone 1, H2ag	34.45	9.85	0.52	0.15	0.43	0.12
2640653	TRIM55	tripartite motif-containing 55	34.1	4.49	16.92	2.23	17.34	2.28
4890021	CACNB2	calcium channel, voltage-dependent, beta 2 subunit	33.66	64.85	40.13	77.31	33.76	65.04
5910102	KIAA0319	KIAA0319	33.4	13.05	3.77	1.47	0.14	0.05
6040537	ADPRHL1	ADP-ribosylhydrolase like 1	33.4	28.87	22.64	19.57	50.39	43.55
6940593	PIP5K3	phosphatidylinositol-3-phosphate/phosphatidylinositol 5-kinase, type III	33.35	8.69	1	0.26	1	0.26
2940544	RRAD	Ras-related associated with diabetes	32.41	58.34	67.82	122.1	21.04	37.89
3930685	LMO3	LIM domain only 3 (rhombotin-like 2)	32.37	2.02	29.18	1.82	0.34	0.02
770026	RGS9BP	RGS9 anchor protein	31.97	2.06	16.82	1.09	455.75	29.4
4560154	UNQ739	von Willebrand factor C domain containing 2	31.69	5.27	111.22	18.51	450.36	74.94
7560563	RASSF5	Ras association (RalGDS/AF-6) domain family 5	31.42	6	9.21	1.76	7.69	1.47
3140246	LOC88523	CG016	31.22	5.53	14.82	2.62	37.96	6.72
1070538	DKFZp434O05 coiled-coil domain containing 108	30.69	38.77	1.98	2.5	0.79	1
4070187	AKAP13	A kinase (PRKA) anchor protein 13	30.63	3.49	112.22	12.77	104.77	11.92
3840091	ISLR	immunoglobulin superfamily containing leucine-rich repeat	30.46	7.69	26.18	6.61	2.6	0.66
6620601	ARHGAP26	Rho GTPase activating protein 26	30.44	44.47	68.28	99.76	43.53	63.61
7320685	LOC138046	hypothetical protein LOC138046	30.03	4.16	0.51	0.07	5.93	0.82
6560129	ADAM11	ADAM metallopeptidase domain 11	29.84	9.65	23.94	7.74	8.04	2.6
6130639	C21orf34	chromosome 21 open reading frame 34	29.81	2.29	54.98	4.22	166.68	12.8
1030471	ACTC	actin, alpha, cardiac muscle 1	29.58	32.27	33.3	36.33	50.57	55.17
7000095	CMYA5	cardiomyopathy associated 5	29.52	38.44	52.62	68.51	221.9	288.92
6960091	SYPL2	synaptophysin-like 2 .	29.49	169.62	15.65	90.02	43.8	251.91
7050044	TBX3	T-box 3 (ulnar mammary syndrome)	29.48	6.03	6.55	1.34	5.58	1.14
870382	FXYD1	FXYD domain containing ion transport regulator 1 (phospholemman)	29.1	4.57	77.1	12.11	627.12	98.52
7210682	DMD	dystrophin (muscular dystrophy, Duchenne and Becker types)	28.94	33.33	69.01	79.47	63.66	73.3
1110181	DPY19L2	dpy-19-like 2 (C. elegans)	28.81	3.06	163.02	17.29	92.94	9.86
5550196	RYR2	ryanodine receptor 2 (cardiac)	28.7	19.4	74.13	50.13	311.5	210.63
3840112	PPARGC1A	peroxisome proliferative activated receptor, gamma, coactivator 1, alpha	28.08	26.97	58.05	55.75	42.21	40.53
650112	ZNF677	zinc finger protein 677	27.98	11.12	24.15	9.6	0.72	0.29
5050563	PROX1	prospero-related homeobox 1	27.95	9.41	39.85	13.42	34.5	11.62
430338	ACTA2	actin, alpha 2, smooth muscle, aorta	27.82	12.97	20.07	9.36	14.59	6.8
3710692	ST3GAL6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6	27.69	7.28	7.54	1.98	17.46	4.59
3710528	TCEAL1	transcription elongation factor A (SII)-like 1	27.48	4.95	1	0.18	1	0.18
1230022	FLJ20152	hypothetical protein FLJ20152	27.48	24.46	30.08	26.78	77.97	69.42
360162	PCNA	proliferating cell nuclear antigen	27.25	2.41	16.22	1.43	11.16	0.99
20328	STX11	syntaxin 11	27.02	7.96	90.48	26.67	54.71	16.12
4230039	PPP1R13B	protein phosphatase 1, regulatory (inhibitor) subunit 13B	26.84	13.07	17.09	8.32	20.16	9.82
2510477	ZNF568	zinc finger protein 568	26.73	26.73	1	1	3.14	3.14
990142	ZNF32	zinc finger protein 32	26.38	24.65	0.32	0.3	0.32	0.3
6480292	C3orf45	chromosome 3 open reading frame 45	25.99	106.2	28.78	117.61	31.35	128.1
1400017	PCDH20	protocadherin 20	25.98	3.65	57.02	8.02	2.77	0.39
5270561	MASP1	mannan-binding lectin serine peptidase 1 (C4/C2 activating component of Ra-reactive factor)	25.85	5.39	0.33	0.07	0.45	0.09
7400719	NUP98	nucleoporin 98kDa	25.79	4.47	9.07	1.57	20.13	3.49
2230356	RRAGB	Ras-related GTP binding B	25.78	3.6	18.39	2.57	0.74	0.1
3120328	SLC26A7	solute carrier family 26, member 7	25.78	53.11	10.23	21.06	1.78	3.66
780719	LY6G6C	lymphocyte antigen 6 complex, locus G6C	25.75	4.07	25.6	4.04	1.5	0.24
1580156	FBN2	fibrillin 2 (congenital contractural arachnodactyly)	25.74	10.64	9.05	3.74	0.67	0.28
1580626	RAB9B	RAB9B, member RAS oncogene family	25.62	5.77	24.65	5.55	38.62	8.69
1410360	KPNA5	karyopherin alpha 5 (importin alpha 6)	25.31	107.02	0.16	0.66	0.07	0.28
3840563	CAP2	CAP, adenylate cyclase-associated protein, 2 (yeast)	24.97	12.74	15.72	8.02	12.47	6.36
5050347	DLC1	deleted in liver cancer 1	24.71	2.87	408.15	47.39	180.44	20.95
3440368	MOCS3	molybdenum cofactor synthesis 3	24.37	2.15	1.76	0.15	0.25	0.02
5570767	DUSP26	dual specificity phosphatase 26 (putative)	24.35	14.94	15.35	9.42	25.88	15.88
4010397	ZAK	sterile alpha motif and leucine zipper containing kinase AZK	24.25	12.24	23.25	11.74	40.89	20.65
380358	CKMT2	creatine kinase, mitochondrial 2 (sarcomeric)	24.22	14.17	695.1	406.74	2149.81	1257.98
1030685	ABAT	4-aminobutyrate aminotransferase	24.11	3.26	6.67	0.9	3.6	0.49
6180035	C14orf44	chromosome 14 open reading frame 44	23.93	4.91	18.92	3.88	10.5	2.15
1050497	C10orf65	chromosome 10 open reading frame 65	23.93	17.43	95.31	69.41	239.32	174.3
3370594	CAMK2B	calcium/calmodulin-dependent protein kinase (CaM kinase) II beta	23.91	8.7	77.97	28.36	154.72	56.28
2630288	KBTBD3	kelch repeat and BTB (POZ) domain containing 3	23.63	6.05	37.07	9.49	84.39	21.61
2450739	EPM2A	epilepsy, progressive myoclonus type 2A, Lafora disease (laforin)	23.42	23.42	1	1	101.01	101.01
1580014	MTSS1	metastasis suppressor 1	23.39	6.86	16.54	4.85	5.51	1.62
6960494	FLJ20054	hypothetical protein FLJ20054	23.36	5.5	15.2	3.58	25.29	5.96
940102	PCAF	p300/CBP-associated factor	23.3	2.45	24.81	2.6	67.39	7.07
7330088	REEP1	receptor accessory protein 1	23.24	3.69	17.75	2.81	13.45	2.13
610307	PRG4	proteoglycan 4	23.16	23.16	4046.09	4046.09	951.12	951.12
6130091	GPR22	G protein-coupled receptor 22	23.07	14.33	164.2	101.94	375.17	232.92
6400358	C9orf61	chromosome 9 open reading frame 61	23.05	101.28	10.02	44.03	2.87	12.6
3890458	PAK4	p21(CDKN1A)-activated kinase 4	22.95	4.54	9.04	1.79	1	0.2
6550259	DOK4	docking protein 4	22.74	6.25	0.67	0.18	0.39	0.11
2100379	PPP1R3C	protein phosphatase 1, regulatory (inhibitor) subunit 3C	22.23	9.57	75.86	32.67	40.76	17.55
520692	RPE65	retinal pigment epithelium-specific protein 65kDa	22.11	4.47	0.32	0.07	0.32	0.07
1090280	LOC285513	GPRIN family member 3	21.51	41.43	73.85	142.26	16.36	31.51
1340048	DKFZP566N03 transmembrane protein 163	21.48	23.87	8.39	9.33	0.14	0.16
610088	CASQ1	calsequestrin 1 (fast-twitch, skeletal muscle)	21.46	147.93	14.7	101.31	13.01	89.68
4220253	FLJ11000	transmembrane protein 140	21.26	2.19	83.9	8.66	873.56	90.12
6060273	LIMS2	LIM and senescent cell antigen-like domains 2	21.08	23.13	43.25	47.46	31.81	34.91
5360689	HRC	histidine rich calcium binding protein	20.97	20.52	46.91	45.9	120.37	117.79
4540021	LRRC49	leucine rich repeat containing 49	20.9	8	2.8	1.07	20.02	7.66
2970605	FHOD3	formin homology 2 domain containing 3	20.26	14.06	30.12	20.91	33.81	23.47
1240041	CISH	cytokine inducible SH2-containing protein	19.75	3.44	130.1	22.66	69.02	12.02
1770131	TSPAN2	tetraspanin 2	19.7	8.19	1.55	0.65	0.09	0.04
3370730	MEIS1	Meis1, myeloid ecotropic viral integration site 1 homolog (mouse) 19.44	2.38	18.06	2.21	9.8	1.2
6650026	SLC5A1	solute carrier family 5 (sodium/glucose cotransporter), member 1	19.36	20.05	327.75	339.52	585.56	606.59
7330181	IRX3	iroquois homeobox protein 3	19.18	3.31	19.44	3.36	14.79	2.56
620112	YAF2	YY1 associated factor 2	19.02	4.53	8.47	2.02	29.4	7
4890092	TMEM16E	transmembrane protein 16E	19.01	6.44	14	4.74	330.05	111.73
4200037	PTPLA	protein tyrosine phosphatase-like (proline instead of catalytic arginine), member A	18.92	20.16	7.94	8.46	7.76	8.26
670722	ARTS-1	type 1 tumor necrosis factor receptor shedding aminopeptidase regulator	18.89	10.51	7.82	4.35	0.53	0.3
3190241	C9orf152	chromosome 9 open reading frame 152	18.74	12.92	0.48	0.33	0.9	0.62
3710470	CACNB1	calcium channel, voltage-dependent, beta 1 subunit	18.69	24.58	12.43	16.34	2.36	3.1
6650349	FLJ43374	FLJ43374 protein	18.56	19.47	20.5	21.5	22.69	23.8
580603	AMICA1	adhesion molecule, interacts with CXADR antigen 1	18.45	8.73	72.89	34.49	63.64	30.12
1090711	CSAG3A	CSAG family, member 3A	18.3	3.85	0.08	0.02	0.08	0.02
60315	TMEM56	transmembrane protein 56	18.18	9.45	9.76	5.07	15.14	7.86
2600128	USH2A	Usher syndrome 2A (autosomal recessive, mild)	18.14	7.83	37.8	16.3	33.38	14.4
4280369	SDPR	serum deprivation response (phosphatidylserine binding protein)	18.14	2.75	342.39	51.97	497.78	75.55
6960064	TPM2	tropomyosin 2 (beta)	18.05	14.34	26.15	20.78	51.6	40.99
4780025	FCER1A	Fc fragment of IgE, high affinity I, receptor for; alpha polypeptide	17.89	4.23	59.67	14.09	493.68	116.62
6650066	LOC283219	potassium channel tetramerisation domain containing 21	17.88	3.27	6.3	1.15	5.3	0.97
7550341	AFF3	AF4/FMR2 family, member 3	17.73	17.73	43.13	43.13	4.58	4.58
430687	RHOBTB3	Rho-related BTB domain containing 3	17.68	2.67	13.77	2.08	6.68	1.01
3390446	SART1	squamous cell carcinoma antigen recognised by T cells	17.6	17.6	21.69	21.69	1	1
6040411	APEG1	aortic preferentially expressed gene 1 .	17.6	7.47	4.71	2	2.07	0.88
3610743	RBBP6	retinoblastoma binding protein 6	17.58	2.64	12.46	1.87	18.04	2.71
3830424	IL17D	interleukin 17D	17.55	5.69	4.88	1.58	1.47	0.48
6900050	SMYD2	SET and MYND domain containing 2	17.5	3.39	22.55	4.38	55.45	10.76
670017	TTN	titin	17.46	14.9	30.3	25.86	21.23	18.12
4490370	NCAM1	neural cell adhesion molecule 1	17.16	2.37	8.9	1.23	5.33	0.74
4070524	PTGER3	prostaglandin E receptor 3 (subtype EP3)	17.14	17.14	186.01	186.01	3.76	3.76
5810487	LOC340061	transmembrane protein 173	17.12	16.16	24.42	23.06	14.92	14.08
2370242	SMAD6	SMAD, mothers against DPP homolog 6 (Drosophila)	17.1	8.99	3.67	1.93	1.4	0.74
4120612	MGC42630	hypothetical protein MGC42630 .	16.96	3.48	29.37	6.02	3.74	0.77
830373	PDLIM2	PDZ and LIM domain 2 (mystique)	16.93	5.19	0.49	0.15	1.46	0.45
2450367	FLJ22655	hypothetical protein FLJ22655	16.9	3.98	35.01	8.24	107.43	25.27
4810100	PTHR1	parathyroid hormone receptor 1	16.87	2.27	6.28	0.84	5.72	0.77
3130438	CAST1	ELKS/RAB6-interacting/CAST family member 2	16.84	7.62	1.59	0.72	0.02	0.01
2680086	ITIH5	inter-alpha (globulin) inhibitor H5	16.83	3.46	70.21	14.45	144.16	29.68
830639	HBEGF	heparin-binding EGF-like growth factor	16.74	15.03	8.93	8.02	21.37	19.19
1770433	MXRA7	matrix-remodelling associated 7	16.74	4.46	13.75	3.66	9.89	2.63
150592	LBH	hypothetical protein DKFZp566J091	16.74	22.3	7.73	10.31	1.38	1.84
1740327	TSC22D3	TSC22 domain family, member 3	16.68	5.01	69.16	20.79	62.54	18.8
1770468	STAT4	signal transducer and activator of transcription 4	16.68	5.2	28.66	8.94	4.75	1.48
630154	ZAK	sterile alpha motif and leucine zipper containing kinase AZK	16.64	7.89	21.46	10.17	42.44	20.12
1440139	LOC283537	hypothetical protein LOC283537	16.42	4.26	6.46	1.68	31.41	8.14
1820039	VASH1	vasohibin 1	16.39	3.39	12.51	2.59	2.45	0.51
2450397	ITGA10	integrin, alpha 10	16.23	3.07	26.42	4.99	10.12	1.91
5290215	HSPB8	heat shock 22kDa protein 8	16.15	8.08	13.75	6.88	64.9	32.46
3420324	CELSR1	cadherin, EGF LAG seven-pass G-type receptor 1 (flamingo homolog, Drosophila)	16.02	47.56	3.91	11.62	0.94	2.79
5290746	LOC347273	similar to RIKEN cDNA 2310039E09	15.96	2.67	31.47	5.26	53.11	8.88
3990167	CD36	CD36 molecule (thrombospondin receptor)	15.93	37.77	258.95	614.05	1067.82	2532.11
4640537	L3MBTL4	l(3)mbt-like 4 (Drosophila)	15.86	26.27	17.54	29.04	0.23	0.37
50343	PKP2	plakophilin 2	15.84	5.01	7.74	2.45	15.26	4.83
2370523	FRK	fyn-related kinase	15.84	15.84	1	1	222.58	222.58
1440408	PPM1K	protein phosphatase 1K (PP2C domain containing)	15.84	8.56	13.75	7.43	45.23	24.45
1190440	CYP2W1	cytochrome P450, family 2, subfamily W, polypeptide 1	15.78	9.7	6.27	3.85	0.29	0.18
6620019	MRAS	muscle RAS oncogene homolog	15.67	8.15	15.63	8.13	22.78	11.86
6280435	KIF12	kinesin family member 12	15.59	71.53	3.24	14.85	0.57	2.63
7210747	EPHA4	EPH receptor A4	15.44	3.43	6.76	1.5	2.24	0.5
5820402	H2AFY	H2A histone family, member Y	15.42	3.06	16.04	3.18	13.59	2.7
130228	FAM99A	family with sequence similarity 99, member A	15.26	37.82	1.79	4.44	0.98	2.43
2510162	MGC24039	hypothetical protein MGC24039	15.18	3.69	8.64	2.1	7.17	1.74
2480142	EDNRA	endothelin receptor type A	15.08	2.16	13.21	1.89	5.13	0.74
5290619	SPINK4	serine peptidase inhibitor, Kazal type 4	14.99	91.91	0.16	1	0.16	1
2360239	CPT1B	carnitine palmitoyltransferase 1B (muscle)	14.98	10.48	56.03	39.19	75.12	52.54
6650398	PNKD	paroxysmal nonkinesiogenic dyskinesia	14.92	4.45	4.4	1.31	1.18	0.35
1050673	PLEKHA7	pleckstrin homology domain containing, family A member 7	14.88	12.59	16.8	14.22	3.01	2.55
6110672	CUGBP2	CUG triplet repeat, RNA binding protein 2	14.8	7.68	23.41	12.15	14.66	7.61
3140603	ARHGAP24	Rho GTPase activating protein 24	14.74	5.5	61.64	22.98	31.87	11.88
4070278	FLJ37562	chromosome 5 open reading frame 24	14.7	2.21	7.18	1.08	4.24	0.64
4050066	FZD1	frizzled homolog 1 (Drosophila)	14.7	3.02	45.64	9.38	10.77	2.21
1450037	C1orf105	chromosome 1 open reading frame 105	14.62	6.8	6.5	3.02	8.72	4.06
6350746	ZNF436	zinc finger protein 436	14.56	4.36	12.14	3.63	5.72	1.71
6220612	MYOCD	myocardin	14.55	11.61	4.93	3.93	4.64	3.7
4590390	SH3BGR	SH3 domain binding glutamic acid-rich protein	14.51	11.96	16.85	13.89	9.75	8.03
3290612	NFIA	nuclear factor I/A	14.49	5.66	85.65	33.47	113	44.16
3360088	KEL	Kell blood group, metalloendopeptidase	14.39	2.48	4.57	0.79	0.05	0.01
4760632	NEBL	nebulette	14.3	13.64	12.13	11.57	34.23	32.65
460370	ESRRB	estrogen-related receptor beta	14.24	4.35	16.01	4.88	13.3	4.06
3190452	FLJ39370	chromosome 4 open reading frame 32	14.23	7.29	11.68	5.99	15.26	7.82
3610196	PALLD	palladin, cytoskeletal associated protein	14.22	4.08	13.63	3.91	18.89	5.42
1690161	CDGAP	Cdc42 GTPase-activating protein	13.92	7.68	14.99	8.26	12.35	6.81
2360273	PAX9	paired box gene 9	13.87	40.59	16.05	46.96	3.15	9.22
4890148	MGC15476	thymus expressed gene 3-like	13.74	3.35	6.97	1.7	4.57	1.12
3520079	C8orf49	chromosome 8 open reading frame 49	13.72	17.44	8.99	11.43	3.9	4.96
6940292	PROS1	protein S (alpha)	13.64	4.88	6.66	2.38	8.3	2.97
130068	ATOH8	atonal homolog 8 (Drosophila)	13.53	5.36	18.37	7.28	16.1	6.38
2320537	CPT1A	carnitine palmitoyltransferase 1A (liver)	13.37	77.08	6.03	34.78	0.17	1
2630451	HIST2H2BE	histone 2, H2be	13.26	4.36	18.31	6.02	27.23	8.96
4010307	DES	desmin	13.25	13.97	519.29	547.66	2463.26	2597.84
4780201	PDGFD	platelet derived growth factor D	13.25	4.66	16.3	5.73	20.69	7.27
3130670	COMMD3	COMM domain containing 3	13.2	3.38	9.37	2.4	11.34	2.91
3400487	BMPR2	bone morphogenetic protein receptor, type II (serine/threonine kinase)	13.17	3.07	12.9	3.01	15.74	3.67
6450324	ADSSL1	adenylosuccinate synthase like 1	13.16	4.06	104.84	32.35	176.67	54.51
1230519	TRPC3	transient receptor potential cation channel, subfamily C, member 3	13.11	29.79	3.65	8.29	0.17	0.39
1260121	CSS3	chondroitin sulfate synthase 3	13.09	2.81	5.27	1.13	0.62	0.13
6860427	OBSCN	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF	13.07	2.77	41.91	8.87	56.59	11.97
290162	B3GALT3	beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)	12.99	9.13	256.6	180.44	78.63	55.29
3780754	ILK	integrin-linked kinase	12.97	64.82	0.2	1	0.2	1
3390167	CRIP1	cysteine-rich protein 1 (intestinal)	12.95	4.52	29.93	10.44	8.39	2.93
1500414	ART3	ADP-ribosyltransferase 3	12.91	15.71	17.97	21.86	61.88	75.3
3370064	CNN1	calponin 1, basic, smooth muscle	12.77	39.49	4.25	13.13	1.55	4.8
6350242	LMO7	LIM domain 7	12.73	19.83	15.22	23.71	19.03	29.65
4230678	PRKAG2	protein kinase, AMP-activated, gamma 2 non-catalytic subunit	12.67	12.06	7.64	7.26	9.25	8.8
6620017	GPT	glutamic-pyruvate transaminase (alanine aminotransferase)	12.48	12.42	24.94	24.81	194.98	194.02
3520253	MARK4	MAP/microtubule affinity-regulating kinase 4	12.45	10.19	7.22	5.91	0.41	0.34
2320452	ABCA5	ATP-binding cassette, sub-family A (ABC1), member 5	12.35	12.35	126.48	126.48	231.17	231.17
2230091	SCMH1	sex comb on midleg homolog 1 (Drosophila)	12.31	2.48	10.54	2.13	3.22	0.65
3060209	PCDHB10	protocadherin beta 10	12.3	18.57	0.42	0.63	0.21	0.32
4250093	ATP2A2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	12.26	14.05	13.9	15.93	20.17	23.12
580689	ABCA8	ATP-binding cassette, sub-family A (ABC1), member 8	12.21	7.73	53.22	33.7	60.83	38.51
2480600	SYTL3	synaptotagmin-like 3	12.21	5.94	18.35	8.92	15.28	7.43
4810451	SHD	Src homology 2 domain containing transforming protein D	12.06	15.09	2.94	3.67	0.14	0.18
3360541	KIAA1632	KIAA1632	12.05	2.59	47.1	10.13	3.02	0.65
6040609	TGFB1I1	transforming growth factor beta 1 induced transcript 1	12.03	6.97	22.49	13.03	2.62	1.52
4760246	PLA2G5	phospholipase A2, group V	11.98	50.51	177.19	746.74	369.06	1555.37
5490068	IQWD1	IQ motif and WD repeats 1	11.9	2.85	14.78	3.53	37.49	8.97
2480731	SPTA1	spectrin, alpha, erythrocytic 1 (elliptocytosis 2)	11.88	12.39	613.56	640.12	6.86	7.16
1580554	ADRB2	adrenergic, beta-2-, receptor, surface	11.85	17.16	9.26	13.41	5.47	7.92
5260634	FAM81A	family with sequence similarity 81, member A	11.81	11.81	279.38	279.38	422.84	422.84
5360504	HIST1H2BJ	histone 1, H2bj	11.71	54.93	2	9.4	1.58	7.43
1030639	C11orf45	chromosome 11 open reading frame 45	11.68	8.33	0.57	0.4	49.79	35.52
1450202	CMYA3	cardiomyopathy associated 3	11.65	2.74	537.97	126.46	5431.94	1276.93
7000612	GFOD1	glucose-fructose oxidoreductase domain containing 1	11.61	11.47	7.04	6.96	11.79	11.66
1230451	RABEP2	rabaptin, RAB GTPase binding effector protein 2	11.58	4.97	0.2	0.08	2.99	1.28
1070408	RTN4RL1	reticulon 4 receptor-like 1	11.53	2.28	2.92	0.58	3.09	0.61
3940301	EPM2AIP1	EPM2A (laforin) interacting protein 1	11.5	2.2	15.02	2.88	10.77	2.07
4730195	HIST1H4H	histone 1, H4h	11.49	6.99	2.09	1.27	8.2	4.99
4230273	ZNF540	zinc finger protein 540	11.45	2.44	23.21	4.94	53.62	11.42
4220537	MAPRE3	microtubule-associated protein, RP/EB family, member 3	11.2	3.29	3.56	1.04	12.72	3.73
7650441	FHL2	four and a half LIM domains 2	11.15	31.73	20	56.92	20.46	58.22
3370605	SIPA1L2	signal-induced proliferation-associated 1 like 2	11.13	3.56	8.76	2.8	7.51	2.4
1980553	MPPED2	metallophosphoesterase domain containing 2	11.09	3.97	5.79	2.08	2.27	0.82
360561	ADAMTSL2	ADAMTS-like 2	11.07	3.08	9.79	2.72	6.01	1.67
4880717	ACSL1	acyl-CoA synthetase long-chain family member 1	11	6.15	9.09	5.08	43.56	24.36
5910129	GMPR	guanosine monophosphate reductase	10.97	6	22.03	12.04	29.13	15.93
3310376	DKFZp686O24 hypothetical protein DKFZp686O24166	10.84	5.37	3.07	1.52	1.04	0.52
3060577	NUDT9	nudix (nucleoside diphosphate linked moiety X)-type motif 9	10.79	98.73	1.95	17.81	0.45	4.12
2190743	SLC1A4	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4	10.78	4.23	13.88	5.44	3.66	1.43
3830327	ABTB2	ankyrin repeat and BTB (POZ) domain containing 2	10.72	15.46	2.31	3.34	2.17	3.13
5900070	ARHGAP24	Rho GTPase activating protein 24	10.59	2.16	21.2	4.33	16.97	3.47
7330253	FBXO9	F-box protein 9	10.31	14.25	34.07	47.06	3.28	4.53
2970615	PAG1	phosphoprotein associated with glycosphingolipid microdomains 1	10.3	7.45	9.26	6.7	3.68	2.66
7200170	FLJ39378	hypothetical protein FLJ39378	10.25	3.48	9.59	3.25	19.52	6.63
1510497	SHBG	sex hormone-binding globulin	10.24	4.12	1.92	0.77	0.02	0.01
5090370	ABCA9	ATP-binding cassette, sub-family A (ABC1), member 9	10.22	2.9	51.74	14.66	63.18	17.9
5080228	ACE2	angiotensin I converting enzyme (peptidyl-dipeptidase A) 2	10.18	2.89	46.02	13.07	30.91	8.78
6020703	LOC283932	hypothetical protein LOC283932 .	10.15	2.04	3.2	0.64	2.65	0.53
150128	COMMD8	COMM domain containing 8	10.02	2.33	3.19	0.74	5.91	1.37
4280373	SVIL	supervillin	10.01	4.91	6.43	3.15	9.65	4.73
1340332	KALRN	kalirin, RhoGEF kinase	10	5.95	1.09	0.65	0.24	0.14
460064	AK1	adenylate kinase 1	10	2.9	9.33	2.71	18.27	5.3
6940184	TECTA	tectorin alpha	9.91	3.89	7.59	2.98	6.86	2.69
6060367	TBX2	T-box 2	9.9	6.97	3.13	2.2	2.54	1.79
7200195	OXCT1	3-oxoacid CoA transferase 1	9.87	7.49	14.84	11.26	39.13	29.67
6290519	LYZ	lysozyme (renal amyloidosis)	9.85	4.37	16.71	7.41	8.45	3.75
5690228	RAPGEF4	Rap guanine nucleotide exchange factor (GEF) 4	9.83	5.24	21.36	11.39	23.96	12.78
7100767	FLJ42461	smoothelin-like 2	9.82	2.47	1.67	0.42	2.39	0.6
430215	YPEL2	yippee-like 2 (Drosophila)	9.79	4.48	9.13	4.18	8.54	3.91
