Grp1 Mean	Grp1 SEM	Grp2 Mean	Grp2 SEM	Ratio	Direction	p-value	Gene Identifier	Other ID	Gene Name	UG Cluster	LocusLink	Gene ID
7.90272	0.094828	7.230203	0.196331	1.59	Down	0.036771026	AI268404	223435_s_at	Protocadherin alpha subfamily C, 2	Hs.199343	56134	PCDHAC2
7.575793	0.11471	6.903557	0.056563	1.59	Down	0.006271334	AF338650	209493_at	PDZ domain containing 2	-	23037	-
9.860677	0.059648	9.191477	0.122085	1.59	Down	0.007900941	AU152837	229273_at	Sal-like 1 (Drosophila)	Hs.135787	6299	SALL1
8.205653	0.046427	7.537787	0.103092	1.59	Down	0.004110992	AV699953	240616_at	Transcribed locus, strongly similar to XP_001144047.1  hypothetical protein [Pan troglodytes]	Hs.186291	-	-
5.339917	0.108327	6.006563	0.098945	1.59	Up	0.010466138	L49506	211559_s_at	Cyclin G2	Hs.13291	901	CCNG2
8.213003	0.041926	7.549363	0.026494	1.58	Down	0.000180379	BC005352	210260_s_at	Tumor necrosis factor, alpha-induced protein 8	Hs.271955	25816	TNFAIP8
5.826013	0.118008	5.16284	0.168981	1.58	Down	0.032354034	BF438440	229399_at	Chromosome 10 open reading frame 118	Hs.159066	55088	C10orf118
6.159117	0.101319	6.821807	0.100351	1.58	Up	0.009682587	NM_023004	228550_at	Reticulon 4 receptor	Hs.30868	65078	RTN4R
9.270073	0.042307	8.608467	0.165515	1.58	Down	0.017951482	BC030211	1568780_at	Hypothetical LOC497257	Hs.322761	497257	LOC497257
9.054223	0.023458	9.714797	0.039411	1.58	Up	0.000135063	AF339813	232453_at	Glypican 6	Hs.444329	10082	GPC6
8.516347	0.03144	7.859737	0.196159	1.58	Down	0.02978921	D31771	205555_s_at	Msh homeobox 2	Hs.89404	4488	MSX2
8.66297	0.081511	8.0094	0.109756	1.57	Down	0.008771661	X02189	216705_s_at	-	-	-	-
8.07229	0.050787	7.41938	0.126215	1.57	Down	0.008654197	BC005336	222808_at	Asparagine-linked glycosylation 13 homolog (S. cerevisiae)	Hs.110853	55849	ALG13
9.009693	0.047132	8.358273	0.082845	1.57	Down	0.002397519	NM_001425	203729_at	Epithelial membrane protein 3	Hs.9999	2014	EMP3
6.32263	0.110016	5.671413	0.107733	1.57	Down	0.013378521	NM_004695	206600_s_at	Solute carrier family 16, member 5 (monocarboxylic acid transporter 6)	Hs.592095	9121	SLC16A5
7.491427	0.14907	6.840817	0.150928	1.57	Down	0.037403482	NM_006633	203474_at	IQ motif containing GTPase activating protein 2	Hs.291030	10788	IQGAP2
6.982143	0.114684	6.332287	0.009896	1.57	Down	0.004847806	AA653638	1557521_a_at	CDNA clone IMAGE:5311184	Hs.595233	-	-
8.082427	0.104299	7.433827	0.173263	1.57	Down	0.03267644	NM_007173	202458_at	Protease, serine, 23	Hs.25338	11098	PRSS23
5.879243	0.112368	6.52708	0.126733	1.57	Up	0.01870014	BC033224	1569476_at	Similar to hyperpolarization activated cyclic nucleotide-gated potassium channel 2	Hs.652128	728424	LOC728424
5.110677	0.047804	4.465963	0.138333	1.56	Down	0.011645982	NM_152659	1553885_x_at	-	-	-	-
8.024923	0.0182	7.382493	0.168046	1.56	Down	0.019091992	AL022726	209292_at	-	-	-	-
3.891777	0.059021	4.532787	0.218059	1.56	Up	0.046985749	N50406	242172_at	Meis1, myeloid ecotropic viral integration site 1 homolog (mouse)	Hs.526754	4211	MEIS1
7.78299	0.080097	7.142967	0.118973	1.56	Down	0.011138768	NM_005769	220446_s_at	Carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 4	Hs.251383	10164	CHST4
6.077753	0.094189	5.43856	0.125446	1.56	Down	0.015164732	AV734646	229391_s_at	Hypothetical protein LOC441168	Hs.381220	441168	RP1-93H18.5
6.77505	0.179593	6.13662	0.073237	1.56	Down	0.030167343	AL133706	229824_at	CDNA FLJ45325 fis, clone BRHIP3006717	Hs.292737	-	-
7.79131	0.084618	7.153247	0.091483	1.56	Down	0.006885223	NM_007063	204526_s_at	TBC1 domain family, member 8 (with GRAM domain)	Hs.442657	11138	TBC1D8
6.823087	0.12968	6.185307	0.183485	1.56	Down	0.046936919	BG054987	227196_at	Rhophilin, Rho GTPase binding protein 2	Hs.466435	85415	RHPN2
6.3296	0.162409	5.692787	0.124627	1.55	Down	0.035847027	AU144565	228256_s_at	Erythrocyte membrane protein band 4.1 like 4A	Hs.584954	64097	EPB41L4A
4.808203	0.140564	4.17321	0.117796	1.55	Down	0.025760994	BC003096	211564_s_at	PDZ and LIM domain 4	Hs.424312	8572	PDLIM4
8.26958	0.188394	7.634683	0.041285	1.55	Down	0.030160778	AB014520	38671_at	Plexin D1	Hs.301685	23129	PLXND1
7.54982	0.05371	6.91536	0.131842	1.55	Down	0.011189152	AA541762	229145_at	C10orf104	-	-	-
6.357437	0.194506	5.723743	0.080548	1.55	Down	0.039547905	AI823645	230087_at	Proline rich membrane anchor 1	Hs.432401	145270	PRIMA1
8.6522	0.061537	9.285643	0.109086	1.55	Up	0.00719263	AW451711	217617_at	Pre-B-cell leukemia transcription factor 1	Hs.493096	5087	PBX1
7.936893	0.029144	7.304567	0.045682	1.55	Down	0.000308316	BE958291	231984_at	Methylthioadenosine phosphorylase	Hs.193268	4507	MTAP
6.258823	0.075188	5.627983	0.144206	1.55	Down	0.017856819	NM_000459	206702_at	TEK tyrosine kinase, endothelial (venous malformations, multiple cutaneous and mucosal)	Hs.89640	7010	TEK
8.155847	0.093621	7.52502	0.070837	1.55	Down	0.005794449	AA503387	226490_at	NHS-like 1	Hs.92290	57224	NHSL1
6.010513	0.091356	5.379977	0.033133	1.55	Down	0.002909233	AF280086	223786_at	Carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 6	Hs.487510	4166	CHST6
9.76023	0.163675	9.13025	0.063401	1.55	Down	0.022980014	BF792631	221556_at	CDC14 cell division cycle 14 homolog B (S. cerevisiae)	Hs.40582	8555	CDC14B
6.817983	0.097182	7.447767	0.084341	1.55	Up	0.008076961	AL136778	223627_at	Ring finger and KH domain containing 3	Hs.104744	84206	RKHD3
7.220857	0.122973	7.85009	0.100876	1.55	Up	0.0167324	AW191647	242824_at	Nuclear factor I/A	Hs.191911	4774	NFIA
4.656397	0.130362	4.033357	0.177647	1.54	Down	0.047463041	BC020935	1569023_a_at	Homo sapiens, Similar to otoconin 90, clone IMAGE:4285317, mRNA	Hs.351262	-	-
9.111017	0.050657	8.48805	0.141385	1.54	Down	0.014283929	NM_002968	206893_at	Sal-like 1 (Drosophila)	Hs.135787	6299	SALL1
8.144073	0.058498	8.765133	0.16105	1.54	Up	0.022265744	NM_005132	218599_at	REC8-like 1 (yeast)	Hs.419259	9985	REC8L1
5.35927	0.136882	4.73867	0.058392	1.54	Down	0.014028368	NM_003558	205632_s_at	Family with sequence similarity 122A	Hs.534371	116224	FAM122A
5.746183	0.152055	5.127497	0.061646	1.54	Down	0.019591974	N57927	235955_at	MARVEL domain containing 2	Hs.651172	153562	MARVELD2
7.541047	0.084765	6.926277	0.176156	1.53	Down	0.034687798	NM_024628	219874_at	Solute carrier family 12 (potassium/chloride transporters), member 8	Hs.592591	84561	SLC12A8
5.04382	0.088811	4.429853	0.11499	1.53	Down	0.013416181	BC000278	210735_s_at	Carbonic anhydrase XII	Hs.210995	771	CA12
9.221747	0.193966	8.608203	0.079367	1.53	Down	0.042918843	NM_003671	208022_s_at	CDC14 cell division cycle 14 homolog B (S. cerevisiae)	Hs.40582	8555	CDC14B
5.548173	0.08969	4.935107	0.149035	1.53	Down	0.024349841	AU146945	215976_at	Deleted in bladder cancer 1	Hs.532316	1620	DBC1
5.314193	0.04698	4.702623	0.041605	1.53	Down	0.000620942	AA741090	1568600_at	Calmodulin-like 4	Hs.584921	91860	CALML4
5.793393	0.039214	5.181833	0.109305	1.53	Down	0.006227623	NM_001218	203963_at	Carbonic anhydrase XII	Hs.210995	771	CA12
7.47686	0.067685	6.86571	0.140025	1.53	Down	0.017108999	BF508679	230121_at	Chromosome 1 open reading frame 133	Hs.446946	574036	C1orf133
9.101697	0.038407	8.49084	0.054238	1.53	Down	0.000778219	BG493862	223455_at	Trichoplein, keratin filament binding	Hs.410924	84260	TCHP
8.04008	0.08061	7.430183	0.158168	1.53	Down	0.026400882	NM_015929	205571_at	Lipoyltransferase 1	Hs.516235	51601	LIPT1
7.296263	0.152569	6.686733	0.091333	1.53	Down	0.026588069	AF169689	224212_s_at	Protocadherin alpha subfamily C, 2	Hs.199343	56134	PCDHAC2
5.815967	0.161961	5.206493	0.046022	1.53	Down	0.022361654	D42043	212646_at	Raftlin, lipid raft linker 1	Hs.98910	23180	RFTN1
5.7637	0.128421	6.372823	0.017809	1.53	Up	0.009320668	AW500220	214849_at	Potassium channel tetramerisation domain containing 20	Hs.188757	222658	KCTD20
6.25143	0.081258	5.643053	0.130619	1.52	Down	0.016750129	BF514098	243489_at	Hypothetical LOC643675	Hs.561266	643675	LOC643675
8.513307	0.074127	7.905427	0.061289	1.52	Down	0.003206723	NM_013231	204359_at	Fibronectin leucine rich transmembrane protein 2	Hs.533710	23768	FLRT2
8.022523	0.036064	7.41622	0.183138	1.52	Down	0.031427491	AL137063	205771_s_at	-	-	-	-
6.668737	0.051404	7.273977	0.073406	1.52	Up	0.002506209	NM_005859	204021_s_at	Purine-rich element binding protein A	Hs.443121	5813	PURA
7.214923	0.040058	6.610397	0.198546	1.52	Down	0.040552577	NM_000048	204608_at	Argininosuccinate lyase	Hs.632015	435	ASL
9.17288	0.02363	9.77578	0.021699	1.52	Up	4.72E-05	AU144140	233090_at	Glypican 6	Hs.444329	10082	GPC6
5.314863	0.078046	4.71305	0.091906	1.52	Down	0.007536823	AF056085	209990_s_at	Gamma-aminobutyric acid (GABA) B receptor, 2	Hs.198612	9568	GABBR2
6.503347	0.095177	5.902967	0.061472	1.52	Down	0.006091763	BF061829	238315_s_at	Zinc finger protein 567	Hs.412517	163081	ZNF567
8.00854	0.115697	7.408623	0.150729	1.52	Down	0.034275222	AI768512	211993_at	WNK lysine deficient protein kinase 1	Hs.356604	65125	WNK1
5.763427	0.054126	6.363343	0.100401	1.52	Up	0.006256212	AW027359	205254_x_at	Transcribed locus, moderately similar to XP_517932.1  similar to T-cell-specific transcription factor 1 splice form E - human	Hs.608171	-	-
6.447303	0.0208	5.848587	0.067027	1.51	Down	0.001035992	BE677131	204671_s_at	Ankyrin repeat domain 6	Hs.651107	22881	ANKRD6
8.39747	0.107991	7.799127	0.104191	1.51	Down	0.016300542	BG054960	230463_at	Synapsin II	Hs.445503	6854	SYN2
7.462743	0.01836	6.865013	0.100358	1.51	Down	0.004236002	AK074886	1560119_at	Hypothetical LOC389634	Hs.434403	389634	LOC389634
5.717603	0.142782	6.315	0.007659	1.51	Up	0.013941136	AW022607	226806_s_at	Full length insert cDNA clone ZD69D05	Hs.642794	-	-
9.85862	0.083975	9.26259	0.072602	1.51	Down	0.005810315	U40053	216607_s_at	cytochrome P450, subfamily 51 pseudogene 2	-	83530	-
7.488427	0.069285	6.89244	0.153968	1.51	Down	0.024232323	AA910946	65517_at	Adaptor-related protein complex 1, mu 2 subunit	Hs.18894	10053	AP1M2
8.000753	0.027955	7.405047	0.164295	1.51	Down	0.023282774	AV705559	212274_at	LPIN1	-	-	-
8.04443	0.119814	8.639463	0.067526	1.51	Up	0.012383776	AI989477	213668_s_at	SRY (sex determining region Y)-box 4	Hs.652209	6659	SOX4
6.58051	0.053506	7.175053	0.196732	1.51	Up	0.043409248	N24643	201294_s_at	WD repeat and SOCS box-containing 1	Hs.446017	26118	WSB1
7.41814	0.029179	6.825797	0.067861	1.51	Down	0.001312054	AL512737	223194_s_at	Chromosome 6 open reading frame 85	Hs.132340	63027	C6orf85
7.6615	0.065278	7.070133	0.091045	1.51	Down	0.00617554	AA605145	242839_at	MDN1, midasin homolog (yeast)	Hs.529948	23195	MDN1
5.237887	0.157719	4.6479	0.039087	1.51	Down	0.022142192	NM_023070	207219_at	Zinc finger protein 643	Hs.133034	65243	ZNF643
12.5427	0.066265	11.953567	0.104522	1.5	Down	0.008902642	BF223023	231381_at	Calcium channel, voltage-dependent, alpha 2/delta 3 subunit	Hs.128594	55799	CACNA2D3
8.761933	0.065659	9.349277	0.095335	1.5	Up	0.007110861	M68956	201670_s_at	Myristoylated alanine-rich protein kinase C substrate	Hs.519909	4082	MARCKS
7.16256	0.114308	6.575233	0.078883	1.5	Down	0.013381907	BF591419	222621_at	DnaJ (Hsp40) homolog, subfamily C, member 1	Hs.499000	64215	DNAJC1
8.924203	0.136531	8.33754	0.095695	1.5	Down	0.024479371	AF183421	217764_s_at	RAB31, member RAS oncogene family	Hs.99528	11031	RAB31
10.524367	0.097227	9.938573	0.097535	1.5	Down	0.013120475	D31887	212110_at	Solute carrier family 39 (zinc transporter), member 14	Hs.491232	23516	SLC39A14
6.36793	0.142448	5.78235	0.114243	1.5	Down	0.032685494	NM_024784	220391_at	Zinc finger and BTB domain containing 3	Hs.147554	79842	ZBTB3
6.56574	0.106156	5.980237	0.14967	1.5	Down	0.033189179	AW014155	228303_at	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6 (GalNAc-T6)	Hs.505575	11226	GALNT6
6.920143	0.159346	6.334813	0.082298	1.5	Down	0.030971431	NM_024785	220637_at	Family with sequence similarity 124B	Hs.147585	79843	FAM124B
8.397543	0.078567	7.812473	0.085274	1.5	Down	0.007252067	U63824	41037_at	TEA domain family member 4	-	7004	-
