Probe set	Gene Symbol	Gene Title	SCTUB1	SCUTUB2	SCTUB3	SGLOM1	SGLOM2	SGLOM3	MES1	MES2	MES3	RPTEC1	RPTEC2	RPTEC3
203470_s_at	PLEK	pleckstrin	38.2	41.8	44.8	37.2	18.4	49.1	170.4	309.8	145	19.4	19.8	19.6
203476_at	TPBG	trophoblast glycoprotein	1293.8	1620.3	1860.6	1251.8	2133.3	1771	3497.7	2881.6	3393.4	921.2	889.3	695
203499_at	EPHA2	EPH receptor A2	1017.3	1007.3	1026.7	692.3	991.7	1041.8	491.6	430	441.1	543.9	465.3	366.3
203501_at	PGCP	plasma glutamate carboxypeptidase	235	236.6	344	236.9	249.3	266.3	774.3	937.9	622.1	409.3	360.6	389.4
203511_s_at	TRAPPC3	trafficking protein particle complex 3	1123	1455.2	1233.6	1141.7	1266.6	1406.6	397.1	584.8	533.5	1273.9	1249	1229.1
203512_at	TRAPPC3	trafficking protein particle complex 3	711.1	890	690.7	781.8	883.1	945.8	184.8	285	83.8	723.1	594.2	846.2
203523_at	LSP1	lymphocyte-specific protein 1	55	15.7	71.9	23.9	12.7	26.1	406	280.9	320.8	6.3	9.5	9.6
203542_s_at	KLF9	Kruppel-like factor 9	211.7	212.9	186.4	202.9	139.9	274.6	647.7	689	667	1360.8	1314.9	1052.2
203557_s_at	PCBD1	pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha	1772.2	3390.6	2620.8	2280.5	2755.4	2279	447.4	572.1	533	1559.5	1508.3	1641.1
203562_at	FEZ1	fasciculation and elongation protein zeta 1 (zygin I)	779.2	2398.5	961.5	522.8	794	377.7	1567.5	1502.9	1942.8	115.5	106.8	92.5
203566_s_at	AGL	amylo-1, 6-glucosidase, 4-alpha-glucanotransferase	213.7	378.2	324.2	474.5	581.2	594.4	268.6	297.2	395.8	751.5	750.6	903.3
203567_s_at	TRIM38	tripartite motif-containing 38	535.8	660.7	818.9	901	696	979.2	603.5	445.1	488.4	2118.1	2145.5	1427.9
203568_s_at	TRIM38	tripartite motif-containing 38	479.9	355.8	315.4	639.1	475.5	545.9	385.2	484.5	357.3	1516.5	1300.1	1446.2
203571_s_at	C10orf116	chromosome 10 open reading frame 116	247.3	277.7	69.8	202.5	131.9	252.9	1828.8	1660.1	2119.3	341.2	300	400.5
203578_s_at	SLC7A6	solute carrier family 7 (cationic amino acid transporter, y+ system), member 6	105	76.7	78.3	105.6	94.9	149.8	195.2	243	256.3	52.9	49.2	67.9
203585_at	ZNF185	zinc finger protein 185 (LIM domain)	994.9	542.8	648.1	786.3	502.5	593.2	242.5	434.4	327.7	1357.1	1389.4	1324.6
203593_at	CD2AP	CD2-associated protein	796.9	967.2	824	1214.2	1218.7	629	349.3	322	206.5	1309.4	1223.1	1230.2
203597_s_at	WBP4	WW domain binding protein 4 (formin binding protein 21)	257	272.6	254.5	231.1	176.5	212.7	361.6	340.8	273.2	107.2	96.2	113.8
203614_at	UTP14C	UTP14, U3 small nucleolar ribonucleoprotein, homolog C (yeast)	467.4	499.7	463.9	505.8	674.4	628.9	788.1	773.7	904.1	627.9	635	614.4
203621_at	NDUFB5	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 5, 16kDa	2747	5409.1	4567.6	4829.8	4940.5	5704.2	2186.1	2606.3	2599.2	7959	8091.6	8329.8
203628_at	IGF1R	insulin-like growth factor 1 receptor	961.1	473.6	344.2	777.8	529.6	742.5	553.1	370.2	444.7	3974	4484.6	3762.5
203633_at	CPT1A	carnitine palmitoyltransferase 1A (liver)	837.1	610.7	736.3	508.5	461.5	842.5	1535.4	1191.4	1149.3	253.2	292.3	261.2
203636_at	MID1	midline 1 (Opitz/BBB syndrome)	701.3	223.2	625.8	448	517.7	686.3	2610.9	2376.3	1792.5	120.3	68.6	128.5
203637_s_at	MID1	midline 1 (Opitz/BBB syndrome)	1155.3	421	737	738.6	730.2	934.2	1642.1	2042.8	2008.8	166.9	111.6	155.8
203647_s_at	FDX1	ferredoxin 1	715.3	804.9	903.2	824.2	777.6	1136.6	924.6	835	839.4	1889.8	1730.8	1928.8
203650_at	PROCR	protein C receptor, endothelial (EPCR)	1018.8	564.2	543.8	802.2	763.5	607.9	256.2	300.3	291.6	900.2	1223.7	966.2
203663_s_at	COX5A	cytochrome c oxidase subunit Va	2793	3401.7	3241.6	3396.6	3857.2	3995.5	3200.7	2574.1	3145.6	6389.7	5678.9	5826.4
203666_at	CXCL12	chemokine (C-X-C motif) ligand 12 (stromal cell-derived factor 1)	144	191.5	234.8	165	162.6	257.8	2077.8	2189	2353.8	16.1	113.5	44.6
203675_at	NUCB2	nucleobindin 2	292	420.1	242.2	368.2	346.7	282.5	1849.2	1669.3	1362.9	227	283.5	301.9
203685_at	BCL2	B-cell CLL/lymphoma 2	398	272	609.7	545.3	826	879.8	106.9	158.7	98.1	729.4	671.4	597.1
203687_at	CX3CL1	chemokine (C-X3-C motif) ligand 1	250.9	266.4	318.2	194.3	63.1	280.5	37.3	14	20	29.8	31.8	27.5
203689_s_at	FMR1	fragile X mental retardation 1	613.7	676.5	699.6	725	819.1	861.2	627.6	607.8	703.7	1056.1	1006	878.1
203695_s_at	DFNA5	deafness, autosomal dominant 5	3423.7	5257.6	2684.8	4362	3333.4	3104.4	824.2	1266.7	1045.4	2126.9	2142.2	2366.1
203704_s_at	RREB1	ras responsive element binding protein 1	1017	1002.7	1106.6	997.5	1007.6	998.8	477.6	737.9	554.7	1374.9	1197.1	1136.8
203706_s_at	FZD7	frizzled homolog 7 (Drosophila)	421.1	852.6	664.6	252	433.4	467.6	1402	2164.3	1899.1	238.3	229.9	166.7
203708_at	PDE4B	phosphodiesterase 4B, cAMP-specific (phosphodiesterase E4 dunce homolog, Drosophila)	81.3	62.9	99.6	68.3	126.8	35.9	71.9	216.4	224.1	8.4	5.5	5.2
203710_at	ITPR1	inositol 1,4,5-triphosphate receptor, type 1	55.2	89.1	131.4	72.8	130.7	104.2	360.9	345.5	279	91.3	97.6	85
203717_at	DPP4	dipeptidyl-peptidase 4	930.2	1927.2	1079	2392.2	2160.3	1027.5	140.5	190.3	244.2	1323.8	1654.7	1466.3
203726_s_at	LAMA3	laminin, alpha 3	1244.4	1809.8	1567.7	1103.7	929.7	1514.6	183.5	68.9	59.9	517.4	484.4	464.2
203741_s_at	ADCY7	adenylate cyclase 7	180.8	164.3	213.9	157.2	159.9	152.4	514.3	464.2	477.4	69.1	86.8	78.3
203752_s_at	JUND	jun D proto-oncogene	3729.1	3405.2	3776	3723.4	4392.1	4174.2	3863.5	4021.7	4832.4	2717.5	2822	2771.6
203766_s_at	LMOD1	leiomodin 1 (smooth muscle)	14.5	17.7	34.4	11.8	27.6	24.9	607.7	851.3	877.6	11.4	9.5	11.6
203769_s_at	STS	steroid sulfatase (microsomal), isozyme S	231	262.3	176.2	327.8	353.7	289.1	749.2	544.6	690.2	279.7	311.4	242.5
203781_at	MRPL33	mitochondrial ribosomal protein L33	2794.3	2815.2	2372.3	2774.3	3582.3	3468.8	1276.3	973.6	1273.8	2428.6	2403.6	2687.6
203799_at	CD302	CD302 molecule	14.5	10.5	22.1	58.2	86.5	37.2	168.8	124.4	213.5	66.1	91.5	51.6
203800_s_at	MRPS14	mitochondrial ribosomal protein S14	1203.3	958.6	1137.9	1019.3	1050.1	914.3	1552.2	1478.6	1671	1234.5	1420	1330.9
203810_at	DNAJB4	DnaJ (Hsp40) homolog, subfamily B, member 4	153.7	173.7	95.1	181.8	173.4	341.2	962.5	761.8	983.5	336.4	422.7	329.2
203812_at	---	---	251.5	104.3	136.7	39.3	63.3	152.3	953.2	1058.5	544.8	128.9	119	135.6
203813_s_at	SLIT3	slit homolog 3 (Drosophila)	39.5	119.4	59	25.4	28.2	121	2540.8	3254.6	3700.1	76.8	85	56.6
203817_at	GUCY1B3	guanylate cyclase 1, soluble, beta 3	631.9	861.1	757.6	643.5	1623.1	1244.9	155.8	124.1	199.9	2255.4	2501	2265.5
203819_s_at	IGF2BP3	insulin-like growth factor 2 mRNA binding protein 3	973.5	584.3	411.3	655.8	469.4	747	86	13	58.3	693.6	745.8	782.2
203828_s_at	IL32	interleukin 32	8454.6	7052.4	6156.4	7695.9	4284.3	7146.5	25.1	51.5	109	7873.8	7565.2	7074.7
203851_at	IGFBP6	insulin-like growth factor binding protein 6	1653.1	794.6	710.7	976.1	767.2	806.5	4947	4226.6	6163.3	759.3	796.3	836.3
203854_at	CFI	complement factor I	553.3	251.8	596.7	1093.4	1066.2	1109.3	184.4	349.5	228	2673.1	2790.5	2329.2
203865_s_at	ADARB1	adenosine deaminase, RNA-specific, B1 (RED1 homolog rat)	170.3	45.7	50.4	121.3	57.2	75.7	601	830.9	683.9	192.6	252.5	275.2
203886_s_at	FBLN2	fibulin 2	32.3	7.7	39.2	26.7	8	13.2	231.3	280	363.5	5.2	4.9	5.5
203889_at	SCG5	secretogranin V (7B2 protein)	186.7	211.2	139.2	121.6	185.1	225.5	167	153.3	152.9	25	49.4	27.7
203890_s_at	DAPK3	death-associated protein kinase 3	275.9	170.8	432.7	258.1	220.3	161.3	52.7	14	6.7	424.7	354.1	333.7
203895_at	PLCB4	phospholipase C, beta 4	2847.9	3355.4	2992	3808.6	4842.6	4420.6	308.3	431.7	266.5	5803.1	5002.4	5349.9
203896_s_at	PLCB4	phospholipase C, beta 4	2180.8	2200	2589.1	2850	2635.1	2533.7	94.4	177	185	2836	2875.3	3180.9
203908_at	SLC4A4	solute carrier family 4, sodium bicarbonate cotransporter, member 4	857	527.5	1267.7	1021.5	1467.5	1579.4	449.1	627.7	773.7	4769.9	4874.1	4129.7
203910_at	ARHGAP29	Rho GTPase activating protein 29	4094	4893.8	5546	5385.4	6717.3	4383.3	517.2	565.5	634.6	4612.6	4661	4674.6
203911_at	RAP1GAP	RAP1 GTPase activating protein	558.5	392.6	613.5	532.9	405.6	555.6	142.8	228.9	164.2	573.4	616	623.8
203917_at	CXADR	coxsackie virus and adenovirus receptor	401.6	2294.7	1226	1080.8	2421.6	1516.7	24.9	27.7	117	2031.4	1875.5	1655.4
203930_s_at	MAPT	microtubule-associated protein tau	58.6	54.8	51.7	68.7	87.4	88.9	21.3	73.3	25.6	8.4	6.8	9
203939_at	NT5E	5-nucleotidase, ecto (CD73)	1027.9	1637.3	1009.6	1712.3	1236.7	1002	3913.4	2828.8	2672.7	305.3	355	280.6
203946_s_at	ARG2	arginase, type II	192.6	96.9	124.5	120.9	177.6	75.9	108.3	120.9	248.6	1153.7	1281.5	1021.5
203954_x_at	CLDN3	claudin 3	147	139.6	224.8	119.5	192.3	200.3	35.3	27.6	16.9	24.1	31.2	41.1
203961_at	NEBL	nebulette	187.8	156.2	173.4	239.4	248.1	172	14.9	27.9	90.3	551.4	573.5	496.2
203997_at	PTPN3	protein tyrosine phosphatase, non-receptor type 3	742.8	607.3	848.2	831.1	1025.3	529.1	173	206.1	154.4	710.6	674.2	715.6
204016_at	LARS2	leucyl-tRNA synthetase 2, mitochondrial	756.2	787.2	539.8	487.3	672.1	547	309	451.3	439.6	1017	979.5	1235.9
204017_at	KDELR3	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3	2170.2	3206.9	1959.2	1739.3	2229.2	2063.2	4522.6	5116.6	4590.7	1121.1	1285.5	1228.1
204020_at	PURA	purine-rich element binding protein A	1069.3	1185.3	895	1321.8	1235.1	1163.4	1354.9	1451.3	1783.4	833	872.1	742
204028_s_at	RABGAP1	RAB GTPase activating protein 1	1395.9	844.1	1111.9	1079	1001.7	1082	2065	3233	2344.4	865.9	881.1	928.8
204036_at	LPAR1	lysophosphatidic acid receptor 1	313.4	515.3	596.8	509.8	645.9	749.8	1921.2	2847.2	2036	262.8	330.6	211.2
204037_at	LPAR1	lysophosphatidic acid receptor 1	373.5	512.1	470.6	292.3	483.6	560.1	2686.7	2484.6	2356.8	179.5	169.1	193
204038_s_at	LPAR1	lysophosphatidic acid receptor 1	330.9	330.1	377.3	293.9	307.1	433.9	1097.7	1244.3	1528.7	152.8	262.4	230.3
204042_at	WASF3	WAS protein family, member 3	418.9	335.3	423.7	266.2	428.9	316.8	884.3	1314.9	1135.9	161.1	222.5	252.2
204044_at	QPRT	quinolinate phosphoribosyltransferase	2290.4	2251.4	2130.1	3328.6	1764	2386.2	14.3	244	23.2	4292.6	4044.1	3946.9
204049_s_at	PHACTR2	phosphatase and actin regulator 2	345.7	225.4	398.3	279	299	307.5	1228.5	929	1139.6	560.6	543.6	675.9
204050_s_at	CLTA	clathrin, light chain (Lca)	14079	12493.6	11122.3	12212.3	11954	11254.1	5110.9	3592.4	3803.7	8210.8	7036.3	8295.6
204051_s_at	SFRP4	secreted frizzled-related protein 4	34.7	22.8	17	74	107.8	83.5	3468	4293.6	3353	157.4	175.2	206.7
204068_at	STK3	serine/threonine kinase 3 (STE20 homolog, yeast)	395.8	609.6	700.3	388.8	391.8	470.9	374.4	365.9	447.8	1015.4	1265.5	1122.9
204070_at	RARRES3	retinoic acid receptor responder (tazarotene induced) 3	1084.7	991.9	1357.2	1059.4	1836.9	1700.5	225.4	201.9	255	3390.4	3398.6	2914.1
204073_s_at	C11orf9	chromosome 11 open reading frame 9	417.1	205.8	123.8	288.3	154.8	194.8	18.3	26.9	24.1	411.6	420	279.3
204078_at	SC65	synaptonemal complex protein SC65	468	290.1	340.3	320.5	215.4	274.1	573.3	958.8	647	181.9	156.6	214.6
204083_s_at	TPM2	tropomyosin 2 (beta)	1505	423.1	477.7	788.7	620.6	585.7	10630.8	11942.1	10835.7	66.4	94.3	67.4
204084_s_at	CLN5	ceroid-lipofuscinosis, neuronal 5	472.4	576.1	527	642.2	618.5	442.8	499.3	498.7	574.4	1011.4	962.2	1075.5
204090_at	STK19	serine/threonine kinase 19	212.2	204.4	191.4	201.9	208.4	237.2	623.5	684.6	584.8	222.3	205.9	245.2
204105_s_at	NRCAM	neuronal cell adhesion molecule	197.1	924.1	477.3	270.8	439.2	302.4	95.8	87.4	25.4	3372.5	3990.2	4177.4
204114_at	NID2	nidogen 2 (osteonidogen)	15.3	96.8	41.7	103.1	356.6	241.1	955	907.8	1058.7	1578.2	1661.4	1900.1
204115_at	GNG11	guanine nucleotide binding protein (G protein), gamma 11	934.2	525.2	1068.5	1067.8	1033.6	1674	714.3	560.6	349.7	3762.2	3424.3	3653.1
204130_at	HSD11B2	hydroxysteroid (11-beta) dehydrogenase 2	32.8	48.8	98.1	21.8	31.6	13.1	11.2	14.7	18.2	149	135.2	109.4
204135_at	FILIP1L	filamin A interacting protein 1-like	1470.2	1339.1	1018.1	1182.3	1589.1	1542.5	535.3	564.1	515.4	738.9	676.2	888.3
204146_at	RAD51AP1	RAD51 associated protein 1	89.7	56.9	39.7	105.3	66.7	87.6	387.3	319.5	281.4	65.4	66.7	90.5
204158_s_at	TCIRG1	T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 subunit A3	501.8	459.4	764.4	581.8	593.8	537	987.1	1040.3	930.8	287.4	371.2	241.8
204163_at	EMILIN1	elastin microfibril interfacer 1	29.6	8.6	31.4	10.9	15.5	13.1	676.4	493.5	716.3	3.5	3.3	5.6
204168_at	MGST2	microsomal glutathione S-transferase 2	892.9	1036.8	1021.2	762	1011.4	1089.7	40.6	96.2	201.9	1214.1	1037.6	1328.5
204169_at	IMPDH1	IMP (inosine monophosphate) dehydrogenase 1	630.5	437	370.9	342.6	320.8	450.2	979.2	782.5	683.5	258.5	270.5	197.7
204200_s_at	PDGFB	platelet-derived growth factor beta polypeptide (simian sarcoma viral (v-sis) oncogene homolog)	987.1	593.3	394.4	661	417.8	298.2	42	19.7	27.3	192.5	156.2	176.9
204203_at	CEBPG	CCAAT/enhancer binding protein (C/EBP), gamma	337.8	463.6	408.1	371.4	425.5	331.7	786	845.9	774.9	342.9	322.7	342.7
204215_at	C7orf23	chromosome 7 open reading frame 23	1009.5	838.3	856.3	902.4	1038.9	984.8	478.2	340.6	556.1	817.3	800.8	1010.2
204219_s_at	PSMC1	proteasome (prosome, macropain) 26S subunit, ATPase, 1	3203	2912.7	3399.7	3440.6	3290	3280.4	4428.3	4975	3726.7	2197	2100.1	2194
204222_s_at	GLIPR1	GLI pathogenesis-related 1	2587.9	1854.2	1353	2707.1	2257.3	1644.4	4151.3	4048.9	4422.4	642.5	665.8	789.2
204224_s_at	GCH1	GTP cyclohydrolase 1	516.5	1479.1	864.8	653	1031.6	728.5	108.3	12.9	25.4	130.6	211.8	131.7
204234_s_at	ZNF195	zinc finger protein 195	286.8	425.5	526.5	349.2	539.5	499.1	288.2	194.2	247.7	127	159.5	132.7
204237_at	GULP1	GULP, engulfment adaptor PTB domain containing 1	523.7	1940.5	1130.7	1424.7	1604.3	1186.4	247.1	132.7	238.1	1284.8	1327.3	1386.1
204238_s_at	C6orf108	chromosome 6 open reading frame 108	346.2	369.7	486.4	275.4	420.7	498.5	173.8	160	166.1	492.7	450.7	478.9
204250_s_at	CEP164	centrosomal protein 164kDa	48.9	59.6	39.4	17.5	38.9	28.4	128.3	128.9	196.8	50.8	74.7	45.9
204254_s_at	VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	141.7	176	177.7	165.2	124.2	92	739.2	755.2	834.1	15	11.3	67
204259_at	MMP7	matrix metallopeptidase 7 (matrilysin, uterine)	1710.6	11141.8	13049.2	4386.3	13617.6	12308.4	244.8	216.1	131.4	6473.3	5844.7	5329
204284_at	PPP1R3C	protein phosphatase 1, regulatory (inhibitor) subunit 3C	254.8	800.5	260.5	547.3	501.1	174.2	5091.3	4502.4	4838.7	2191.8	2297.2	2299.5
204285_s_at	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1	1980.2	2790.6	4635.5	3790.5	3297.2	4441.1	175	269.7	175.4	929	783.1	778.6
204286_s_at	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1	464.4	848.8	905.6	929.9	761.9	935.8	9.8	33.8	82.8	196.6	201.3	138.8
204290_s_at	ALDH6A1	aldehyde dehydrogenase 6 family, member A1	540.9	622.1	464.7	396.7	487.4	356.6	368.5	370.4	381.9	1527.3	1410.2	1355.2
204298_s_at	LOX	lysyl oxidase	549.3	286.6	382.6	396	302.7	261.3	16288.9	12322.7	12754.9	5589	5015.1	5335
204301_at	KBTBD11	kelch repeat and BTB (POZ) domain containing 11	603.2	360.3	471.8	533.3	381.8	550.7	58.7	20.1	36.2	746	694	712.1
204304_s_at	PROM1	prominin 1	1025.1	2614.2	3808.3	1437.5	4460.8	2565.8	118.9	16.3	62.8	76.3	112	94.5
204317_at	GTSE1	G-2 and S-phase expressed 1	188.3	133.3	195.9	147.7	138.3	139.6	191.1	266.8	227.5	82.6	46.5	29.8
204326_x_at	MT1X	metallothionein 1X	2353.5	4372.6	1748.1	1953.3	1930.9	1647.3	1091.3	1107.6	1282.8	11158.4	10898.3	10778.5
204331_s_at	MRPS12	mitochondrial ribosomal protein S12	2129.1	2020.7	2096.8	1669	1907.1	1868	1003.6	1034.1	1031.7	3164.4	2817.8	3172.7
204337_at	RGS4	regulator of G-protein signaling 4	14.6	86.4	258.9	25.7	61.7	21.6	5017.4	5355	5217.1	25.4	55.9	38.2
204338_s_at	RGS4	regulator of G-protein signaling 4	13.4	6.6	20	15.8	20.6	70.4	2583.1	2017.9	2083.5	9	3	2.3
204339_s_at	RGS4	regulator of G-protein signaling 4	42.4	22.1	17.6	30.3	108.1	41.1	2129.6	2308.7	2252.5	6.1	10.6	13.9
204341_at	TRIM16	tripartite motif-containing 16	2083.2	1433.8	1533.3	1457.5	1596.9	1921.1	463.7	681.5	611.6	848.2	827.5	1014.3
204345_at	COL16A1	collagen, type XVI, alpha 1	449.6	416.3	192.1	215.1	166	228.8	3056.2	3400.5	3648.6	76.3	86.8	88.7
204348_s_at	AK3L1 /// AK3L2	adenylate kinase 3-like 1 /// adenylate kinase 3-like 2	2433.8	2557	1388.2	2146.1	1433.3	1584.7	1335.9	1322.7	1285.1	5610.5	5158.3	6021.9
204352_at	TRAF5	TNF receptor-associated factor 5	286.1	127.6	258.2	241.8	296.3	178.9	610.2	673.7	715.8	123.8	168.7	133.8
204361_s_at	SKAP2	src kinase associated phosphoprotein 2	197	277.5	188.1	268.1	407.6	333.3	67	94.5	37.6	292.2	318.6	262
204362_at	SKAP2	src kinase associated phosphoprotein 2	1451.6	1604.2	1599.4	1539.3	1602.2	1617.7	607.2	380.5	691	997.3	1095.9	1164.4
204379_s_at	FGFR3	fibroblast growth factor receptor 3	13.5	25	33.2	30.5	20.3	18.1	309.3	141.4	267.2	230.4	185.6	260.1
204420_at	FOSL1	FOS-like antigen 1	849	781.5	776.7	876.1	504.7	788.1	517.4	731.1	499.2	247.7	201.8	264.7
204421_s_at	FGF2	fibroblast growth factor 2 (basic)	498.1	451.3	486	402.1	481	441.4	1168	730.6	913.8	251	253.7	294.6
204422_s_at	FGF2	fibroblast growth factor 2 (basic)	345	384.5	468.2	357.8	428.4	413.8	840.8	782.3	843.1	235.8	290.8	356.5
204437_s_at	FOLR1	folate receptor 1 (adult)	1170.9	643.7	839.8	1327.7	773.8	848.8	44.4	37.1	22	426.3	357.9	381.4
204447_at	ProSAPiP1	ProSAPiP1 protein	698.7	748.3	599.1	825.3	710.9	735.8	88.7	44.5	25.6	478.8	470.4	604.5
204451_at	FZD1	frizzled homolog 1 (Drosophila)	282.4	464.8	438.9	447.6	424.6	486.1	1092.7	832.1	999.2	675.3	584.9	637.6
204457_s_at	GAS1	growth arrest-specific 1	25.9	21	15	51.9	14.9	81.9	1160	1379.2	978.7	23.5	84.8	17.6
204459_at	CSTF2	cleavage stimulation factor, 3 pre-RNA, subunit 2, 64kDa	614.6	616.2	743.3	374.1	465.4	497.1	316.8	315.8	381.9	395.1	373.6	381.4
204460_s_at	RAD1	RAD1 homolog (S. pombe)	227.2	312.1	175.1	281.4	230.4	213.1	605.6	528.4	526.2	150.1	176.7	199.8
204461_x_at	RAD1	RAD1 homolog (S. pombe)	551.6	356.6	420.5	377.1	375.8	247.8	1097.4	699.4	1232.8	323.8	351	334.2
204465_s_at	INA	internexin neuronal intermediate filament protein, alpha	212.6	792.1	412.9	187	256.7	317.6	37.1	30.2	32.3	101.1	91.3	131.9
204470_at	CXCL1	chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)	1520.2	3405.4	4120.9	2177.4	3146.8	4026.2	102.7	138.9	52.1	615	582.1	672.3
204485_s_at	TOM1L1	target of myb1 (chicken)-like 1	1561.4	1484.3	2402.8	2639.8	2488.4	2510.4	325.4	482.3	484.7	1821.9	1402.1	1567.8
204489_s_at	CD44	CD44 molecule (Indian blood group)	1468.7	1963.2	1451	1285.8	1262	1719.1	3819.2	3368.3	3504.1	1073	1273.2	1082.7
204493_at	BID	BH3 interacting domain death agonist	683.4	1233.7	1047.4	686	1013.3	446.2	140.6	141.2	220.5	342.7	354.8	306.3
204514_at	DPH2	DPH2 homolog (S. cerevisiae)	426.1	414.1	485	280	227.1	218.6	64.9	31.7	70.3	236.1	226.3	319.2
204517_at	PPIC	peptidylprolyl isomerase C (cyclophilin C)	1923.7	1875.4	2492.7	2952.8	2389.5	2228.8	4762.5	4724.7	5488.8	2810.6	2960	2770.4
204525_at	PHF14	PHD finger protein 14	2.8	4.5	5.1	20.8	32.8	26.5	106.7	48.6	65.1	16	31.4	21.3
204532_x_at	UGT1A1 /// UGT1A10 /// UGT1A4 /// UGT1A6 /// UGT1A8 /// UGT1A9	UDP glucuronosyltransferase 1 family, polypeptide A1 /// UDP glucuronosyltransferase 1 family, polypeptide A10 /// UDP glucuronosyltransferase 1 family, polypeptide A4 /// UDP glucuronosyltransferase 1 family, polypeptide A6 /// UDP glucuronosyltransferase 1 family, polypeptide A8 /// UDP glucuronosyltransferase 1 family, polypeptide A9	1319.5	2370.4	3817.3	2612.7	2618.9	2791.3	171.8	318.8	372.9	8248.4	7667.8	8592.4
204538_x_at	NPIP	nuclear pore complex interacting protein	1678.4	922.1	1190	863.8	1374.4	1394.1	4426.8	6664.5	6178.5	587.6	762.4	619.2
204557_s_at	DZIP1	DAZ interacting protein 1	8.3	8.6	10.5	69	118.4	85.3	127	179.6	114.5	91.7	122.4	82.4
204560_at	FKBP5	FK506 binding protein 5	16.6	8.7	30.1	21	8.2	30.5	32.3	45.7	8.2	2183.6	2067.3	1792.9
204570_at	COX7A1	cytochrome c oxidase subunit VIIa polypeptide 1 (muscle)	466.2	90.7	115.1	197.8	131.8	274.2	2032.3	1616.5	2280.7	69.8	50.6	49
204575_s_at	MMP19	matrix metallopeptidase 19	309.8	108.3	208.5	193.9	264.5	342.7	400.3	497.4	335.6	58.4	41	52.4
204578_at	HISPPD2A	histidine acid phosphatase domain containing 2A	21.7	18.6	21.6	30.6	17.7	27.3	112.5	142.8	138.3	83	106.9	62.2
204584_at	L1CAM	L1 cell adhesion molecule	1605.1	3442.8	1158.7	1567.7	2860.2	1701.2	66.7	17.4	14.9	339.6	316.8	249.4
204588_s_at	SLC7A7	solute carrier family 7 (cationic amino acid transporter, y+ system), member 7	219.2	349.5	427.9	330.9	297.4	357.1	311.4	87.1	139	7912	7904	7575.7
204589_at	NUAK1	NUAK family, SNF1-like kinase, 1	988.3	618.7	668.3	738.9	709.6	729.2	1103.9	940.2	1127.9	411.3	402.8	403.1
204602_at	DKK1	dickkopf homolog 1 (Xenopus laevis)	68.1	20.9	59.2	34.1	44.8	77.8	4018.4	4385.5	3487.9	35.5	32.2	7.1
204612_at	PKIA	protein kinase (cAMP-dependent, catalytic) inhibitor alpha	705.4	528.5	509.2	694.2	442.2	355.7	156.4	144.1	172.5	231.8	152.8	144.1
204614_at	SERPINB2	serpin peptidase inhibitor, clade B (ovalbumin), member 2	18.8	10.1	17.3	40.6	47.7	32.6	220.9	173.7	177.2	6.8	4	3.8
204619_s_at	VCAN	versican	559.5	583	592.2	1362.3	656	912.8	1319.5	1696.2	1944.6	2897.4	2464	2801.4
204620_s_at	VCAN	versican	6742.2	4334.8	5634.3	6900.5	5306.1	8727.6	10501.9	9635.8	9965.4	16628	14619.7	13719.8
204627_s_at	ITGB3	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)	1568.8	2515.6	1572	1595.6	2431.9	1535.7	100.8	17	59	864.6	958.9	929
204628_s_at	ITGB3	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)	1739.7	1601.2	1253.4	1511	1536.7	1915.6	141.8	172.6	191.5	774.8	656.6	824
204640_s_at	SPOP	speckle-type POZ protein	428	377.5	445	498.4	352.7	452.4	852.5	1098.8	1449.5	582.9	573.8	544.7
204675_at	SRD5A1	steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)	476.3	577.5	313.6	448.8	537.1	400.6	211.8	246.6	239.6	674.4	813.6	786.3
204678_s_at	KCNK1	potassium channel, subfamily K, member 1	164.2	223.6	150.4	190.9	170	234.2	27.7	37.5	12	283.3	321.9	190.8
204679_at	KCNK1	potassium channel, subfamily K, member 1	507.5	640.9	606.6	465	612.8	468.7	138.3	173	230.6	737.3	714.5	796.7
204682_at	LTBP2	latent transforming growth factor beta binding protein 2	1198.3	505.8	1199.2	993.7	737.4	861.4	12402.6	15653.9	12562.4	915.9	1076.5	898.5
204683_at	ICAM2	intercellular adhesion molecule 2	192.1	158.2	287.4	112.4	181.8	56.9	332.9	246.4	236.9	49.3	18.7	18.9
204693_at	CDC42EP1	CDC42 effector protein (Rho GTPase binding) 1	264.7	251.3	178.5	239.6	231.6	203.9	521.4	578.3	528.6	165	149.3	175.6
204719_at	ABCA8	ATP-binding cassette, sub-family A (ABC1), member 8	14.4	3.1	3.4	12.6	38.8	2.1	692.8	538.3	780.4	2.5	9.7	2.6
