Affymetrix ID	Fold Induction	Common name	Description
1398401_at	0.611		Similar to RIKEN cDNA 4732418C03 (LOC306066), mRNA
1382347_at	0.611		Transcribed sequences
1383604_at	0.612		Transcribed sequences
1384940_at	0.612		Transcribed sequences
1387916_at	0.612	Cyp4f6	cytochrome P450 4F6
1388077_a_at	0.612	P2rx3	purinergic receptor P2X ligand-gated ion channel, 3
1397983_at	0.612		Transcribed sequence with weak  similarity to protein pir:A43932 (H.sapiens) A43932 mucin 2 precursor, intestinal - human
1390360_a_at	0.612		Similar to KIAA0138 gene product (LOC301126), mRNA
1392669_at	0.613		UI-R-BS1-aym-h-09-0-UI.s1 UI-R-BS1 Rattus norvegicus cDNA clone UI-R-BS1-aym-h-09-0-UI 3, mRNA sequence.
1381084_at	0.613		Similar to RIKEN cDNA 3110002N20 (LOC291797), mRNA
1372091_at	0.613	Mig12	CDNA clone MGC:72582 IMAGE:5598493, complete cds
1375990_a_at	0.613		Transcribed sequences
1369744_at	0.613	Tg	thyroglobulin
1377855_at	0.614		Similar to RIKEN cDNA 4921537D05 (LOC366872), mRNA
1373201_at	0.614	Dbt	dihydrolipoamide branched chain transacylase E2
1390766_at	0.614		Transcribed sequence with strong similarity to protein sp:Q9NY65 (H.sapiens) TBA8_HUMAN Tubulin alpha-8 chain
1373107_at	0.614		Similar to Beta-1,4 mannosyltransferase (LOC360474), mRNA
1391155_at	0.615		Similar to 1300019H17Rik protein (LOC305298), mRNA
1396925_at	0.615		Transcribed sequences
1375844_at	0.615		Similar to polypyrimidine tract binding protein 2; neural polypyrimidine tract binding protein; PTB-like protein (LOC310820), mRNA
1385085_at	0.615		UI-R-BT1-aqi-g-04-0-UI.s1 UI-R-BT1 Rattus norvegicus cDNA clone UI-R-BT1-aqi-g-04-0-UI 3, mRNA sequence.
1388219_at	0.615	Htr5b	5-hydroxytryptamine (serotonin) receptor 5B
1382902_at	0.616		Similar to hypothetical protein FLJ20637 (LOC362376), mRNA
1389803_at	0.616		Transcribed sequences
1385080_s_at	0.616		Similar to gasdermin (LOC287669), mRNA
1371033_at	0.616	RT1-Bb	UI-R-Y0-abn-e-07-0-UI.s1 UI-R-Y0 Rattus norvegicus cDNA clone UI-R-Y0-abn-e-07-0-UI 3, mRNA sequence.
1390453_at	0.616		Transcribed sequence with strong similarity to protein pdb:1BGM (E. coli) O Chain O, Beta-Galactosidase
1392262_at	0.617		Transcribed sequences
1380035_at	0.617		Transcribed sequence with moderate similarity to protein ref:NP_079104.1 (H.sapiens)  hypothetical protein FLJ13657 [Homo sapiens]
1394786_at	0.618		Transcribed sequences
1380604_at	0.618		Similar to PUM1 (LOC298874), mRNA
1383621_at	0.618		Transcribed sequences
1372733_at	0.619		Similar to intracellular membrane-associated calcium-independent phospholipase A2 gamma (LOC314075), mRNA
1391405_at	0.619		UI-R-CA0-bab-b-08-0-UI.s1 UI-R-CA0 Rattus norvegicus cDNA clone UI-R-CA0-bab-b-08-0-UI 3, mRNA sequence.
1373857_at	0.619		Similar to RIKEN cDNA 2310005N03 (LOC289278), mRNA
1378543_at	0.62		Transcribed sequences
1379451_at	0.62		Transcribed sequence with moderate similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1396165_at	0.62	Myh6	UI-R-AD0-wa-g-01-0-UI.s2 UI-R-AD0 Rattus norvegicus cDNA clone UI-R-AD0-wa-g-01-0-UI 3, mRNA sequence.
1379449_at	0.62		Similar to coiled-coil protein (LOC312927), mRNA
1397779_at	0.62		UI-R-BS0-aoa-g-01-0-UI.r1 UI-R-BS0 Rattus norvegicus cDNA clone UI-R-BS0-aoa-g-01-0-UI 5, mRNA sequence.
1371205_at	0.62	Slc14a2	solute carrier family 14, member 2
1378469_at	0.621		Transcribed sequences
1369709_at	0.621	Sca1	spinocerebellar ataxia 1 homolog (human)
1381994_at	0.621		Similar to B230313N05Rik protein (LOC297705), mRNA
1393321_at	0.621		Similar to kelch domain-containing protein 1 (LOC314190), mRNA
1368854_at	0.621	Vsnl1	visinin-like 1
1388183_at	0.622	Csn1	Rat casein-alpha mrna
1380726_at	0.622		Similar to asporin precursor (LOC306805), mRNA
1375019_at	0.623		Similar to heterogeneous nuclear ribonucleoprotein H3 isoform a (LOC361838), mRNA
1394748_at	0.623		Transcribed sequence with weak  similarity to protein ref:NP_081764.1 (M.musculus)  RIKEN cDNA 5730493B19 [Mus musculus]
1389083_at	0.623		Similar to KIAA2010 protein (LOC360993), mRNA
1391766_at	0.623		Transcribed sequences
1377316_at	0.623		Similar to RIKEN cDNA 2410006F12 (LOC298688), mRNA
1379879_at	0.623		Transcribed sequences
1379416_at	0.624		Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1391571_at	0.624		Transcribed sequences
1369388_at	0.624	Musk	muscle, skeletal, receptor tyrosine kinase
1373196_at	0.624		Similar to CG4662-PB (LOC364601), mRNA
1393192_at	0.624		Transcribed sequence with strong similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1397559_at	0.625		Transcribed sequences
1392609_at	0.625		Transcribed sequences
1388694_at	0.625	RT1-Aw2	RT1 class Ib, locus Aw2
1377631_at	0.625		Similar to alpha-3 type IX collagen (LOC362285), mRNA
1392209_at	0.626		beta-1,6-N-acetylglucosaminyltransferase
1388094_at	0.626	Fshb	follicle - stimulating hormone subunit beta
1395601_at	0.626		Transcribed sequences
1387407_at	0.627	Nap1l3	nucleosome assembly protein 1-like 3
1396005_at	0.627		Transcribed sequences
1384277_at	0.627		Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1380844_at	0.627		Transcribed sequences
1377834_at	0.628		Transcribed sequences
1368600_at	0.628	Slc26a1	solute carrier family 26 (sulfate transporter), member 1
1374607_at	0.628		Transcribed sequences
1379799_at	0.628		Transcribed sequences
1377909_at	0.629		Transcribed sequences
1372811_at	0.629		Similar to coiled-coil protein (LOC361029), mRNA
1367587_at	0.629	Csh1v	Chorionic somatomammotropin hormone 1 variant; Placental lactogen-1
1395782_at	0.629		Similar to glioma-amplified sequence-41 (LOC299810), mRNA
1388862_at	0.629	Txnl	thioredoxin-like (32kD)
1375452_at	0.63		Similar to Meningioma expressed antigen 6 (coiled-coil proline-rich) (LOC299078), mRNA
1368670_a_at	0.63	Pde4a	phosphodiesterase 4A
1397015_at	0.631		Transcribed sequences
1367976_at	0.631	Tpp2	tripeptidylpeptidase II
1377563_at	0.632		Transcribed sequences
1386675_at	0.632		Transcribed sequences
1384377_at	0.632		Transcribed sequence with moderate similarity to protein ref:NP_060850.1 (H.sapiens)  DEAD/H
1373445_at	0.632		Similar to hypothetical protein FLJ20736 (LOC361221), mRNA
1383139_at	0.632		Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1397956_at	0.633		UI-R-AC1-xp-e-06-0-UI.s1 UI-R-AC1 Rattus norvegicus cDNA clone UI-R-AC1-xp-e-06-0-UI 3, mRNA sequence.
1387628_at	0.633	T2R4	taste receptor T2R4
1376031_at	0.633		Transcribed sequences
1396954_at	0.633		Similar to Reticulon 4 interacting protein 1 (LOC309912), mRNA
1390975_at	0.634		Transcribed sequences
1378292_at	0.634		Transcribed sequences
1392013_at	0.634		Transcribed sequences
1374454_at	0.634		Similar to RIKEN cDNA 5330414D10 (LOC311726), mRNA
1378421_at	0.634		Transcribed sequence with strong similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1374705_at	0.635		Similar to type IV collagen alpha 5 chain (LOC300276), mRNA
1383704_at	0.635		UI-R-CN0-bml-f-10-0-UI.s1 UI-R-CN0 Rattus norvegicus cDNA clone UI-R-CN0-bml-f-10-0-UI 3, mRNA sequence.
1374579_at	0.635		Transcribed sequences
1397173_at	0.635		Transcribed sequences
1391563_at	0.635		Transcribed sequences
1395374_at	0.635		Transcribed sequences
1395725_at	0.636		Similar to intracellular membrane-associated calcium-independent phospholipase A2 gamma (LOC314075), mRNA
1374476_at	0.637		Transcribed sequences
1396963_at	0.637		Transcribed sequences
1383805_at	0.637		Similar to misshapen/NIK-related kinase isoform 2; GCK family kinase MINK; serine/threonine protein kinase (LOC294917), mRNA
1386217_at	0.637		Similar to KIAA0423 (LOC314169), mRNA
1368873_at	0.638	Hoxa2	homeobox A2
1381859_at	0.638		Similar to mKIAA0493 protein (LOC362916), mRNA
1379623_at	0.638		Similar to chromosome 10 open reading frame 4; similar to putative acid phosphatase F26C11.1 (LOC365458), mRNA
1371270_at	0.638		similar to Rattus norvegicus olfactory receptor olp4 encoded by EMBL Accession Number X80671; Rattus norvegicus taste bud receptor protein TB 567 (TB 567) gene, complete cds.
1390427_at	0.639		Similar to zinc finger DAZ interacting protein 3 (LOC303963), mRNA
1369099_at	0.639	Slc30a1	solute carrier family 30, member 1
1368188_at	0.639	Hpd	4-hydroxyphenylpyruvic acid dioxygenase
1387922_at	0.639	Lgl1	late gestation lung protein 1
1370489_a_at	0.639	Plcb4	phospholipase C, beta 4
1374896_at	0.64		Transcribed sequences
1381010_at	0.64		Transcribed sequences
1390534_at	0.64		Similar to SMC5 structural maintenance of chromosomes 5-like 1 (LOC293967), mRNA
1368962_at	0.64	Nxph3	neurexophilin 3
1394026_at	0.64		Transcribed sequences
1379932_at	0.64	Clcn4-2	putative chloride channel (similar to Mm Clcn4-2)
1386186_s_at	0.64		Transcribed sequence with moderate similarity to protein pir:S12207 (M.musculus) S12207 hypothetical protein
1378107_at	0.64		Transcribed sequences
1381956_at	0.641		UI-R-AF0-xz-b-02-0-UI.s1 UI-R-AF0 Rattus norvegicus cDNA clone UI-R-AF0-xz-b-02-0-UI 3, mRNA sequence.
1377826_at	0.641		Transcribed sequence with weak  similarity to protein pir:I52726 (H.sapiens) I52726 microtubule-associated protein EB1 [imported] - human
1390477_at	0.641		Transcribed sequences
1394696_at	0.641		Transcribed sequences
1391220_at	0.641		Similar to chromosome 20 open reading frame 6 (LOC366203), mRNA
1374111_at	0.642		Similar to pinin; DNA segment, Chr 12, ERATO Doi 512, expressed (LOC368070), mRNA
1396949_at	0.642		Transcribed sequences
1371014_at	0.642	Plcb1	Transcribed sequences
1387029_at	0.642	Cfh	complement component factor h
1379285_at	0.642		Similar to 5830458K16Rik protein (LOC360733), mRNA
1390865_at	0.642		Transcribed sequence with moderate similarity to protein ref:NP_036191.1 (M.musculus)  Ca<2+>dependent activator protein for secretion; Ca2+-dependent activator protein for secretion [Mus musculus]
1376457_at	0.642	Lgl1	late gestation lung protein 1
1393343_at	0.643		Similar to cullin 3 (LOC301555), mRNA
1376584_at	0.643		Transcribed sequences
1397496_at	0.643		UI-R-BS1-ayy-a-11-0-UI.s1 UI-R-BS1 Rattus norvegicus cDNA clone UI-R-BS1-ayy-a-11-0-UI 3, mRNA sequence.
1379336_at	0.643		Transcribed sequences
1371197_at	0.644		Rattus norvegicus retroviral-like ovarian specific transcript 30-1 mRNA.
1373202_at	0.644	Gng3	Similar to seipin (LOC361722), mRNA
1384484_at	0.644		Transcribed sequences
1395385_at	0.644		Transcribed sequences
1379480_at	0.644	Dgki	diacylglycerol kinase, iota
1380477_at	0.644		UI-R-BJ1-avm-a-06-0-UI.s1 UI-R-BJ1 Rattus norvegicus cDNA clone UI-R-BJ1-avm-a-06-0-UI 3, mRNA sequence.
1385172_at	0.644		UI-R-BS2-bdh-d-10-0-UI.s1 UI-R-BS2 Rattus norvegicus cDNA clone UI-R-BS2-bdh-d-10-0-UI 3, mRNA sequence.
1392422_at	0.644		Similar to Disrupted in bipolar disorder 1 homolog (LOC367083), mRNA
1374688_at	0.645		Transcribed sequences
1393135_at	0.645		Transcribed sequences
1378167_at	0.645		Transcribed sequences
1369326_at	0.645	Akap6	A kinase (PRKA) anchor protein 6
1394628_at	0.645		Transcribed sequences
1384742_at	0.646		Transcribed sequences
1394466_at	0.647		Transcribed sequences
1376004_at	0.647		Transcribed sequence with moderate similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1373309_at	0.647		UI-R-DD0-bzr-f-03-0-UI.s1 UI-R-DD0 Rattus norvegicus cDNA clone UI-R-DD0-bzr-f-03-0-UI 3, mRNA sequence.
1391787_at	0.647		Similar to RIKEN cDNA 6030423D04 (LOC360900), mRNA
1384521_at	0.647		Transcribed sequences
1376996_at	0.647		Similar to KIAA1546 protein (LOC310859), mRNA
1384180_at	0.647		Transcribed sequences
1396444_at	0.648		UI-R-AE1-zh-g-04-0-UI.r1 UI-R-AE1 Rattus norvegicus cDNA clone UI-R-AE1-zh-g-04-0-UI 5, mRNA sequence.
1396761_at	0.648		Transcribed sequence with strong similarity to protein ref:NP_061030.2 (H.sapiens)  WW domain-containing oxidoreductase, isoform 2; WW domain-containing protein WWOX; fragile site FRA16D oxidoreductase; fragile 16D oxido reductase [Homo sapiens]
1391395_at	0.648		Similar to nucleolar protein GU2 (LOC361848), mRNA
1380469_at	0.648		Transcribed sequences
1379640_at	0.648	LOC316432	Ica69-related protein
1373964_at	0.648		Similar to CG9147-PB (LOC291448), mRNA
1392569_at	0.648		Rat insulin-like growth factor I mRNA, 3 end of mRNA
1373759_at	0.648		Transcribed sequences
1367939_at	0.648	Rbp1	retinol binding protein 1
1392672_at	0.648	Scgf	stem cell growth factor
1369267_at	0.648	Gabrg3	GABA-alpha receptor gamma-3 subunit
1379863_at	0.648	Kcnd2	potassium voltage gated channel, Shal-related family, member 2
1373798_at	0.648		Similar to CG5435-PA (LOC362020), mRNA
1393417_at	0.648		Hypothetical LOC298023 (LOC298023), mRNA
1382133_at	0.649		Transcribed sequences
1376144_at	0.649		Similar to B aggressive lymphoma (LOC303905), mRNA
1389883_at	0.649		Transcribed sequence with weak  similarity to protein ref:NP_501284.1 (C.elegans)  C33H5.19.p [Caenorhabditis elegans]
1397480_at	0.649		Transcribed sequence with moderate similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1369399_at	0.649	Ms4a2	membrane-spanning 4-domains, subfamily A, member 2
1384122_at	0.649		UI-R-C0-hf-h-09-0-UI.s1 UI-R-C0 Rattus norvegicus cDNA clone UI-R-C0-hf-h-09-0-UI 3, mRNA sequence.
1392928_at	0.649		Similar to RIKEN cDNA 2810055F11 (LOC314214), mRNA
1370509_at	0.649	Pdp2	pyruvate dehydrogenase phosphatase isoenzyme 2
1382703_at	0.65		Transcribed sequences
1392791_at	0.65		Transcribed sequences
1397032_at	0.65		UI-R-CA1-bif-h-05-0-UI.s1 UI-R-CA1 Rattus norvegicus cDNA clone UI-R-CA1-bif-h-05-0-UI 3, mRNA sequence.
1381967_at	0.651		Similar to RNA-binding region (RNP1, RRM) containing 2; splicing factor (CC1.3); coactivator of activating protein-1 and estrogen receptors (LOC362251), mRNA
1373233_at	0.651		Transcribed sequences
1376298_at	0.651		Transcribed sequences
1368718_at	0.651	Aldh1a4	aldehyde dehydrogenase family 1, subfamily A4
1391085_at	0.651		Transcribed sequences
1387563_at	0.652	Pgr	progesterone receptor
1393334_at	0.652		Transcribed sequences
1387062_a_at	0.652	Chek1	checkpoint kinase 1 homolog (S. pombe)
1396206_at	0.652		Similar to Docking protein 5 (Downstream of tyrosine kinase 5) (Protein dok-5) (LOC366256), mRNA
1368377_at	0.652	Gzmc	granzyme C
1394538_at	0.652		Transcribed sequences
1383809_at	0.653		UI-R-A0-bd-f-04-0-UI.r2 UI-R-A0 Rattus norvegicus cDNA clone UI-R-A0-bd-f-04-0-UI 5, mRNA sequence.
1389419_at	0.653		Transcribed sequence with weak  similarity to protein pir:I38616 (H.sapiens) I38616 zinc finger protein ZNF139 - human
1385455_at	0.653		Similar to RIKEN cDNA E230011A21 gene (LOC310787), mRNA
1397904_at	0.653		Transcribed sequences
1377275_at	0.654		Similar to glycosylphosphatidylinositol-linked ADP-ribosyltransferase (LOC308873), mRNA
1382750_at	0.654		Hypothetical LOC314277 (LOC314277), mRNA
1377978_at	0.654		Transcribed sequence with weak  similarity to protein ref:NP_473441.1 (M.musculus)  RIKEN cDNA 2310034C09 gene [Mus musculus]
1392818_at	0.654		UI-R-DZ0-cks-l-23-0-UI.s1 UI-R-DZ0 Rattus norvegicus cDNA clone UI-R-DZ0-cks-l-23-0-UI 3, mRNA sequence.
1371064_at	0.654	Pcm1	pericentriolar material 1
1378291_at	0.654		Transcribed sequences
1373320_at	0.655		Transcribed sequences
1392891_at	0.655		Similar to androgen-induced prostate proliferative shutoff associated protein AS3 (LOC304218), mRNA
1379189_at	0.656		Transcribed sequences
1379967_at	0.656		Transcribed sequences
1376441_at	0.657		Similar to RIKEN cDNA 1810048J11 (LOC314219), mRNA
1377331_at	0.657		Transcribed sequences
1389669_at	0.657		Transcribed sequences
1375027_at	0.657		Similar to KIAA1254 protein (LOC363098), mRNA
1367792_at	0.657	Psp	parotid secretory protein
1392491_at	0.657		Transcribed sequences
1382995_at	0.657		Transcribed sequences
1380345_at	0.657		Transcribed sequences
1384969_at	0.657		Transcribed sequences
1393395_at	0.657		Similar to zinc finger protein 262; cell death inhibiting RNA (LOC313598), mRNA
1369167_at	0.658	Gfra2	glial cell line derived neurotrophic factor family receptor alpha 2
1374252_at	0.658		Transcribed sequences
1393231_at	0.658		Hypothetical LOC297486 (LOC297486), mRNA
1371017_at	0.659	Tcrg	T-cell receptor gamma chain
1383534_at	0.659		Transcribed sequence with strong similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1379734_at	0.659		Transcribed sequences
1374253_at	0.659		Similar to RIKEN cDNA 2310035C23 (LOC360832), mRNA
1373790_at	0.659		Transcribed sequence with moderate similarity to protein ref:NP_036245.1 (H.sapiens)  carbonic anhydrase XIV precursor; carbonic dehydratase [Homo sapiens]
1392452_at	0.66		Transcribed sequence with strong similarity to protein ref:NP_055475.1 (H.sapiens)  KIAA0783 gene product [Homo sapiens]
1390397_at	0.66		Transcribed sequences
1389488_at	0.66		EST190247 Normalized rat lung, Bento Soares Rattus sp. cDNA clone RLUAL03 3 end, mRNA sequence.
1379573_at	0.66		Transcribed sequences
1372693_at	0.661	Hnrpa1	heterogeneous nuclear ribonucleoprotein A1
1381612_at	0.661		Transcribed sequences
1380850_at	0.661		Transcribed sequences
1392857_at	0.661		UI-R-CT0-buh-h-10-0-UI.s1 UI-R-CT0 Rattus norvegicus cDNA clone UI-R-CT0-buh-h-10-0-UI 3, mRNA sequence.
1379561_at	0.661		Similar to no mitochondrial derivative CG5395-PA (LOC309532), mRNA
1398463_at	0.662		Transcribed sequences
1377319_at	0.662		Transcribed sequences
1389311_at	0.662		Transcribed sequences
1385462_at	0.663		Similar to Rab8-interacting protein (LOC293694), mRNA
1374072_at	0.663		Transcribed sequences
1374139_at	0.664		Similar to cerebellar degeneration-related 2 (LOC308958), mRNA
1383950_at	0.664		Transcribed sequences
1378685_at	0.664		Transcribed sequences
1389244_x_at	0.664	Cxcr4	Chemokine receptor (LCR1)
1379204_at	0.664		Similar to ubiquitin-conjugating enzyme E2-32k (LOC366853), mRNA
1396929_at	0.664		Transcribed sequence with weak  similarity to protein pdb:1JZ5 (E. coli) B Chain B, E. Coli
1378668_at	0.664		Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1381025_at	0.664		Transcribed sequences
1372458_at	0.664		Similar to Histone-lysine N-methyltransferase, H4 lysine-20 specific (Histone H4-K20 methyltransferase) (H4-K20-HMTase) (SET domain-containing protein 8) (PR/SET domain-containing protein 07) (PR/SET07) (PR-Set7) (LOC288346), mRNA
1390394_at	0.665		Transcribed sequences
1383527_at	0.665		UI-R-BJ2-bqg-g-12-0-UI.s1 UI-R-BJ2 Rattus norvegicus cDNA clone UI-R-BJ2-bqg-g-12-0-UI 3, mRNA sequence.
1379882_a_at	0.665		Transcribed sequence with moderate similarity to protein sp:Q16832 (H.sapiens) DDR2_HUMAN Discoidin domain receptor 2 precursor
1397809_at	0.665		Transcribed sequences
1378761_at	0.665		Transcribed sequences
1392460_at	0.666		EST448276 Rat Gene Index, normalized rat, Rattus norvegicus cDNA Rattus norvegicus cDNA clone RGIEF45 3 sequence, mRNA sequence.
1383539_at	0.666		DRACEG09 Rat DRG Library Rattus norvegicus cDNA clone DRACEG09 5, mRNA sequence.
1376942_at	0.666		Transcribed sequences
1376320_at	0.666		Transcribed sequences
1394346_at	0.666		Transcribed sequences
1397718_at	0.666		Transcribed sequences
1397761_at	0.666		Similar to WW domain-containing protein 1 (LOC362492), mRNA
1377118_at	0.666		Similar to KIAA1712 protein (LOC290722), mRNA
1370075_at	0.666	Dhfr	dihydrofolate reductase
1394460_at	0.666		Transcribed sequence with weak  similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1379184_at	0.666		Transcribed sequences
1373878_at	0.666		Transcribed sequences
1388879_at	0.666		Similar to 5033411B22Rik protein (LOC363767), mRNA
1383589_at	0.667		UI-R-BX0-arj-g-08-0-UI.s1 UI-R-BX0 Rattus norvegicus cDNA clone UI-R-BX0-arj-g-08-0-UI 3, mRNA sequence.
1394500_at	0.667		Similar to hypothetical protein FLJ12118 (LOC361184), mRNA
1378979_x_at	0.667		Similar to KIAA1205 protein (LOC361569), mRNA
1373886_at	0.667		Transcribed sequences
1398474_at	0.668		Transcribed sequences
1384307_at	0.668		UI-R-Y0-lx-h-09-0-UI.s1 UI-R-Y0 Rattus norvegicus cDNA clone UI-R-Y0-lx-h-09-0-UI 3, mRNA sequence.
1384956_at	0.668		Transcribed sequence with moderate similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1378472_at	0.668		Transcribed sequences
1382721_at	0.668		Similar to dioxin inducible factor 3 (LOC360584), mRNA
1387234_at	0.669	Azgp1	alpha-2-glycoprotein 1, zinc
1377080_at	0.669	LOC246143	p75-like apoptosis-inducing death domain protein PLAIDD
1368136_at	0.669	Tmpo	thymopoietin
1386924_at	0.669	LOC81816	ubiquitin conjugating enzyme
1384305_at	0.669	Pasta	UI-R-BT1-bnv-d-12-0-UI.s1 UI-R-BT1 Rattus norvegicus cDNA clone UI-R-BT1-bnv-d-12-0-UI 3, mRNA sequence.
1370541_at	0.669	Nr1d2	nuclear receptor subfamily 1, group D, member 2
1369025_at	0.67	Cd5	CD5 antigen
1381228_at	0.67		Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1385034_at	0.67		UI-R-BO1-ajt-d-11-0-UI.s1 UI-R-BO1 Rattus norvegicus cDNA clone UI-R-BO1-ajt-d-11-0-UI 3, mRNA sequence.
1393972_at	0.67		Transcribed sequence with moderate similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1395743_at	0.67		Transcribed sequence with strong similarity to protein sp:P10660 (H.sapiens) RS6_HUMAN 40S ribosomal protein S6
1373433_at	0.67		Similar to nucleosome binding protein 1 (LOC365273), mRNA
1384172_at	0.67		Similar to KIAA0423 (LOC314169), mRNA
1383747_at	0.67		Transcribed sequences
1381550_at	0.67		UI-R-BU0-apd-g-08-0-UI.s1 UI-R-BU0 Rattus norvegicus cDNA clone UI-R-BU0-apd-g-08-0-UI 3, mRNA sequence.
1395323_x_at	0.67		UI-R-BS2-bep-a-11-0-UI.s1 UI-R-BS2 Rattus norvegicus cDNA clone UI-R-BS2-bep-a-11-0-UI 3, mRNA sequence.
1380758_at	0.671		Transcribed sequences
1383511_at	0.671		Transcribed sequences
1393663_at	0.671	Tramd1	tramdorin 1
1377814_at	0.671		Transcribed sequences
1373992_at	0.671		Similar to interferon-inducible GTPase (LOC307414), mRNA
1383147_at	0.672		Transcribed sequences
1373887_at	0.672		Transcribed sequences
1382651_at	0.672		Transcribed sequences
1377659_at	0.672		Similar to myelodysplasia/myeloid leukemia factor 1 (LOC310483), mRNA
1382262_at	0.673		Transcribed sequences
1392119_at	0.673		UI-R-CA1-bcn-g-11-0-UI.s1 UI-R-CA1 Rattus norvegicus cDNA clone UI-R-CA1-bcn-g-11-0-UI 3, mRNA sequence.
1395096_at	0.674		Transcribed sequences
1374753_at	0.674		Transcribed sequences
1377963_at	0.674		Transcribed sequences
1389808_at	0.674		Transcribed sequences
1392146_at	0.674		Transcribed sequences
1387133_at	0.674	Calb2	calbindin 2
1375023_at	0.674		Similar to KIAA1205 protein (LOC361569), mRNA
1391241_at	0.674		UI-R-CA0-bge-f-01-0-UI.s1 UI-R-CA0 Rattus norvegicus cDNA clone UI-R-CA0-bge-f-01-0-UI 3, mRNA sequence.
1396428_at	0.675		Transcribed sequences
1394527_at	0.675		Transcribed sequences
1390875_a_at	0.675		Similar to RIKEN cDNA 4921537D05 (LOC366872), mRNA
1388561_at	0.675		EST241186 Normalized rat brain, Bento Soares Rattus sp. cDNA clone RBRED85 3 end, mRNA sequence.
1380563_at	0.675		Transcribed sequences
1389766_at	0.676		Hypothetical LOC292874 (LOC292874), mRNA
1373909_at	0.676		Transcribed sequences
1383470_at	0.676		Transcribed sequence with weak  similarity to protein pir:RGECDW (E. coli) RGECDW transcription activator of D-serine dehydratase - Escherichia coli
1392037_at	0.676		Transcribed sequences
1367869_at	0.676	Oxr1
1391224_at	0.676		Similar to 4921517L17Rik protein (LOC296311), mRNA
1370097_a_at	0.677	Cxcr4	Chemokine receptor (LCR1)
1388650_at	0.677	Top2a	topoisomerase (DNA) 2 alpha
1374880_at	0.677		Transcribed sequences
1391778_at	0.677		Transcribed sequences
1391759_at	0.677		Transcribed sequences
1377423_at	0.678		Transcribed sequences
1378138_at	0.678		Similar to chromosome 20 open reading frame 23; sorting nexin 23 (LOC311478), mRNA
1378447_at	0.678		Transcribed sequences
1388020_a_at	0.678	Pde1c	phosphodiesterase 1C
1391218_at	0.678		Transcribed sequences
1388129_at	0.678	Ssrp1	structure specific recognition protein 1
1379466_at	0.678		Transcribed sequences
1374874_at	0.679		Similar to RIKEN cDNA 5730509K17 gene (LOC289704), mRNA
1380883_at	0.679		Transcribed sequences
1368325_at	0.679	Egf	epidermal growth factor
1385415_at	0.679		UI-R-BO1-apy-g-03-0-UI.s1 UI-R-BO1 Rattus norvegicus cDNA clone UI-R-BO1-apy-g-03-0-UI 3, mRNA sequence.
1368321_at	0.679	Egr1	early growth response 1
1371151_at	0.679	Cpa3	carboxypeptidase A3
1383353_at	0.679		Transcribed sequences
1367839_at	0.68	Fdft1	farnesyl diphosphate farnesyl transferase 1
1377391_at	0.68		Transcribed sequences
1383399_at	0.68	Sv2a	UI-R-G0-uc-h-06-0-UI.s1 UI-R-G0 Rattus norvegicus cDNA clone UI-R-G0-uc-h-06-0-UI 3, mRNA sequence.
1383504_at	0.68		Transcribed sequences
1372670_at	0.681		Similar to hypothetical protein FLJ21827 (LOC300675), mRNA
1368970_at	0.681	Cdh23	cadherin related 23
1382028_at	0.681		Similar to PxF protein (LOC289233), mRNA
1392683_at	0.682		Transcribed sequences
1391885_at	0.682		Transcribed sequences
1378420_at	0.682		Transcribed sequences
1382853_at	0.682		EST346370 Normalized rat ovary, Bento Soares Rattus sp. cDNA clone RGIBO75 5 end, mRNA sequence.
1368484_at	0.682	Abcb9	TAP-like ABC transporter
1395952_at	0.682		Transcribed sequences
1396722_at	0.682	Pde11a	phosphodiesterase 11A
1392566_at	0.683		Transcribed sequences
1382599_at	0.683		Rat insulin-like growth factor I mRNA, 3 end of mRNA
1382068_at	0.683		Transcribed sequences
1380811_at	0.683		Transcribed sequences
