Gene	Entrez	Fold-change	Pattern
gadd45g	23882	1.7	US
ggh	14590	1.7	US
lpp	210126	1.7	US
maged2	80884	1.7	US
mgi:2384914	216190	1.7	US
nfkbiz	80859	1.7	US
peg3	18616	1.7	US
ranbp2	19386	1.7	US
rian	75745	1.7	US
scx	20289	1.7	US
tusc3	80286	1.7	US
wwtr1	97064	1.7	US
za20d3	65098	1.7	US
2810439f02rik	72747	1.7	U
4933439c20rik	236604	1.7	U
ank3	11735	1.7	U
baalc	118452	1.7	U
cd1d2	12480	1.7	U
fez2	225020	1.7	U
gpr43	233079	1.7	U
lamc1	226519	1.7	U
mmp15	17388	1.7	U
mmp23	26561	1.7	U
nap1l2	17954	1.7	U
rbm35b	77411	1.7	U
rusc1	72296	1.7	U
slc45a3	212980	1.7	U
stat6	20852	1.7	U
utrn	22288	1.7	U
zfp179	22671	1.7	U
4732435n03rik	234356	1.7	S
5730420b22rik	70561	1.7	S
add3	27360	1.7	S
adss	11566	1.7	S
ahcyl1	229709	1.7	S
apln	30878	1.7	S
btg2	12227	1.7	S
calm3	12315	1.7	S
cdc25c	12532	1.7	S
cds2	110911	1.7	S
ctnnb1	12387	1.7	S
dusp6	67603	1.7	S
elac1	114615	1.7	S
etv1	14009	1.7	S
galk1	14635	1.7	S
golph4	73124	1.7	S
gpsm2	76123	1.7	S
jmjd1c	108829	1.7	S
lrrc1	214345	1.7	S
map4k3	225028	1.7	S
mtss1	211401	1.7	S
nkd2	72293	1.7	S
nope	56741	1.7	S
ppp4r2	232314	1.7	S
prkcb1	18751	1.7	S
rgl3	71746	1.7	S
rsad2	58185	1.7	S
slc26a6	171429	1.7	S
srp9	27058	1.7	S
tiparp	99929	1.7	S
tomm22	223696	1.7	S
ugdh	22235	1.7	S
0610039k22rik	66089	1.7	Old-L
2310075g12rik	69674	1.7	Old-L
9530058b02rik	68241	1.7	Old-L
actn4	60595	1.7	Old-L
akt1	11651	1.7	Old-L
aldh9a1	56752	1.7	Old-L
bckdha	12039	1.7	Old-L
camta2	216874	1.7	Old-L
cgref1	68567	1.7	Old-L
ctsb	13030	1.7	Old-L
dyx1c1	67685	1.7	Old-L
fbxw5	30839	1.7	Old-L
fgf11	14166	1.7	Old-L
gas6	14456	1.7	Old-L
itpr1	16438	1.7	Old-L
kdelr3	105785	1.7	Old-L
mfap2	17150	1.7	Old-L
mta3	116871	1.7	Old-L
myd116	17872	1.7	Old-L
nagk	56174	1.7	Old-L
plat	18791	1.7	Old-L
plekhg6	213522	1.7	Old-L
prss8	76560	1.7	Old-L
rab20	19332	1.7	Old-L
rnaset2	68195	1.7	Old-L
sgne1	20394	1.7	Old-L
slc37a3	72144	1.7	Old-L
spef1	70997	1.7	Old-L
tnni3	21954	1.7	Old-L
tsc22d4	78829	1.7	Old-L
1200003c05rik	104771	1.7	CU
1500011j06rik	208606	1.7	CU
a230046k03rik	319277	1.7	CU
acsl5	433256	1.7	CU
arrb1	109689	1.7	CU
bid	12122	1.7	CU
btf3l4	70533	1.7	CU
cbx5	12419	1.7	CU
cdca3	14793	1.7	CU
cops7b	26895	1.7	CU
ddx27	228889	1.7	CU
dlgap4	228836	1.7	CU
exosc10	50912	1.7	CU
foxo1	56458	1.7	CU
gnl2	230737	1.7	CU
gtf2b	229906	1.7	CU
hspa4	15525	1.7	CU
hspcb	15516	1.7	CU
kpnb1	16211	1.7	CU
luc7l2	192196	1.7	CU
mrpl41	107733	1.7	CU
ncl	17975	1.7	CU
ofd1	237222	1.7	CU
pea15	18611	1.7	CU
prpf38b	66921	1.7	CU
safb2	224902	1.7	CU
stam2	56324	1.7	CU
tacc2	57752	1.7	CU
tle1	21885	1.7	CU
tubb4	22153	1.7	CU
ube2l3	22195	1.7	CU
vegfa	22339	1.7	CU
ccnd1	12443	1.7	CS
eva1	14012	1.7	CS
gfer	11692	1.7	CS
h2-dma	14998	1.7	CS
rab15	104886	1.7	CS
sema5b	20357	1.7	CS
1810011o10rik	69068	1.7	C
4930413o22rik	67986	1.7	C
4933424n09rik	71151	1.7	C
fbxw2	30050	1.7	C
gpc1	14733	1.7	C
isl1	16392	1.7	C
lcp1	18826	1.7	C
mycn	18109	1.7	C
pacs1	107975	1.7	C
rai1	19377	1.7	C
schip1	30953	1.7	C
sdccag10	67285	1.7	C
sfrs12	218543	1.7	C
skp1a	21402	1.7	C
slc20a1	20515	1.7	C
slc6a6	21366	1.7	C
trpc2	22064	1.7	C
2610039c10rik	66578	1.7	Yng-L
ccna2	12428	1.7	Yng-L
prc1	233406	1.7	Yng-L
1110003e01rik	68552	1.7	US
col9a3	12841	1.7	U
2610101n10rik	67958	1.7	CU
morf4l1	21761	1.7	CU
notch3	18131	1.7	CU
2610510j17rik	72155	1.6	Yng-L
2810027o19rik	68201	1.6	Yng-L
2810429o05rik	52504	1.6	Yng-L
apex1	11792	1.6	Yng-L
bc025462	208836	1.6	Yng-L
casp8ap2	26885	1.6	Yng-L
cdc2a	12534	1.6	Yng-L
dut	110074	1.6	Yng-L
gemin6	67242	1.6	Yng-L
hmgb3	15354	1.6	Yng-L
mgi:2149712	268527	1.6	Yng-L
mpp6	56524	1.6	Yng-L
nup160	59015	1.6	Yng-L
nup62	18226	1.6	Yng-L
prom1	19126	1.6	Yng-L
rad51	19361	1.6	Yng-L
rpa2	19891	1.6	Yng-L
sfpq	71514	1.6	Yng-L
shcbp1	20419	1.6	Yng-L
sox11	20666	1.6	Yng-L
sp3	20687	1.6	Yng-L
st13	70356	1.6	Yng-L
timeless	21853	1.6	Yng-L
1421836_at	1421836_at	1.6	US
2610003j06rik	72106	1.6	US
4930451a13rik	67581	1.6	US
4930553f24rik	67661	1.6	US
5830411e10rik	109019	1.6	US
agrn	11603	1.6	US
ahi1	52906	1.6	US
arhgap12	75415	1.6	US
calu	12321	1.6	US
cd1d1	12479	1.6	US
cpe	12876	1.6	US
crmp1	12933	1.6	US
cuedc1	103841	1.6	US
dach1	13134	1.6	US
etfdh	66841	1.6	US
fth1	14319	1.6	US
gsto1	14873	1.6	US
hrbl	231801	1.6	US
hsdl2	72479	1.6	US
laptm4a	17775	1.6	US
mta2	23942	1.6	US
nckap1	50884	1.6	US
odz3	23965	1.6	US
pip5kl1	227733	1.6	US
pole4	66979	1.6	US
ppic	19038	1.6	US
pten	19211	1.6	US
rnf13	24017	1.6	US
scarb2	12492	1.6	US
slc2a1	20525	1.6	US
sod2	20656	1.6	US
stxbp3a	20912	1.6	US
vps37b	330192	1.6	US
zcchc14	142682	1.6	US
bc026645	213573	1.6	U
cdh11	12552	1.6	U
d16ertd472e	67102	1.6	U
dscr1l2	53902	1.6	U
fgfr2	14183	1.6	U
hmgn3	94353	1.6	U
map3k8	26410	1.6	U
mid1ip1	68041	1.6	U
osbpl1a	64291	1.6	U
rims2	116838	1.6	U
tlr2	24088	1.6	U
trim25	217069	1.6	U
wnk2	75607	1.6	U
ysg2	22619	1.6	U
1300007b12rik	57439	1.6	S
2310047o13rik	66960	1.6	S
2410019g02rik	216964	1.6	S
5330431n19rik	226162	1.6	S
abcg2	26357	1.6	S
ankrd46	68839	1.6	S
arfrp1	76688	1.6	S
atp9a	11981	1.6	S
azin1	54375	1.6	S
bckdhb	12040	1.6	S
blcap	53619	1.6	S
c1qtnf4	67445	1.6	S
ccbl2	229905	1.6	S
clock	12753	1.6	S
ddt	13202	1.6	S
gng3	14704	1.6	S
ier2	15936	1.6	S
il11ra1	16157	1.6	S
lims1	110829	1.6	S
lmyc1	16918	1.6	S
mgi:1914262	107358	1.6	S
mgi:1929095	56041	1.6	S
neurl	18011	1.6	S
pla2g4a	18783	1.6	S
r74862	97423	1.6	S
rab6ip1	19347	1.6	S
srd5a2l	57357	1.6	S
tm2d2	69742	1.6	S
tmem41a	66664	1.6	S
ubp1	22221	1.6	S
ugt8a	22239	1.6	S
unc13b	22249	1.6	S
zdhhc16	74168	1.6	S
1424746_at	1424746_at	1.6	Old-L
1810015c04rik	66270	1.6	Old-L
5730439e10rik	102632	1.6	Old-L
apom	55938	1.6	Old-L
atp6v0e2	76252	1.6	Old-L
col2a1	12824	1.6	Old-L
commd1	17846	1.6	Old-L
comt	12846	1.6	Old-L
creb3l2	208647	1.6	Old-L
csad	246277	1.6	Old-L
dgka	13139	1.6	Old-L
eda	13607	1.6	Old-L
fbxo4	106052	1.6	Old-L
grn	14824	1.6	Old-L
hdac5	15184	1.6	Old-L
itm2b	16432	1.6	Old-L
nr1h2	22260	1.6	Old-L
nucb2	53322	1.6	Old-L
pold4	69745	1.6	Old-L
pvr	52118	1.6	Old-L
rab4b	19342	1.6	Old-L
sec14l2	67815	1.6	Old-L
sirt7	209011	1.6	Old-L
stxbp2	20911	1.6	Old-L
tox	252838	1.6	Old-L
traf5	22033	1.6	Old-L
wdr23	28199	1.6	Old-L
1451699_at	1451699_at	1.6	CU
1454773_at	1454773_at	1.6	CU
2600001b17rik	268490	1.6	CU
3110003a22rik	68053	1.6	CU
bxdc2	67832	1.6	CU
cdh1	12550	1.6	CU
chchd1	66121	1.6	CU
clic1	114584	1.6	CU
ddr1	12305	1.6	CU
ddx21	56200	1.6	CU
dnajb6	23950	1.6	CU
dnajc1	13418	1.6	CU
dnmt3a	13435	1.6	CU
dsg2	13511	1.6	CU
dusp11	72102	1.6	CU
e430034l04rik	23881	1.6	CU
extl3	54616	1.6	CU
fdps	110196	1.6	CU
gstt2	14872	1.6	CU
h2afy	26914	1.6	CU
narg1	74838	1.6	CU
ngfrap1	12070	1.6	CU
numb	18222	1.6	CU
rad50	19360	1.6	CU
rpl17	319195	1.6	CU
rpl3	244512	1.6	CU
satb1	20230	1.6	CU
serpinh1	12406	1.6	CU
slc4a1ap	20534	1.6	CU
srrm1	51796	1.6	CU
stoml2	66592	1.6	CU
tbl1x	21372	1.6	CU
tgif	21815	1.6	CU
thbs3	21827	1.6	CU
ttc3	22129	1.6	CU
wbp5	22381	1.6	CU
xpo7	65246	1.6	CU
zc3h11a	70579	1.6	CU
zfp329	67230	1.6	CU
zmynd19	67187	1.6	CU
st3gal6	54613	1.6	CS
grb10	14783	1.6	C
pak2	224105	1.6	C
phf17	269424	1.6	C
pltp	18830	1.6	C
sema4g	26456	1.6	C
trim24	21848	1.6	C
elovl1	54325	1.6	Old-L
aurkb	20877	1.6	Yng-L
prim1	19075	1.6	Yng-L
efs	13644	1.6	US
sesn1	140742	1.6	US
tpi1	21991	1.6	U
xbp1	22433	1.6	S
4931406c07rik	70984	1.6	Old-L
mcm7	17220	1.5	Yng-L
brca1	12189	1.5	Yng-L
csrp2	13008	1.5	Yng-L
kifc1	16580	1.5	Yng-L
phf5a	68479	1.5	Yng-L
prim2	19076	1.5	Yng-L
psip1	101739	1.5	Yng-L
slbp	20492	1.5	Yng-L
tbpl1	237336	1.5	Yng-L
arf1	11840	1.5	US
btbd1	83962	1.5	US
flnb	286940	1.5	US
gemin7	69731	1.5	US
gss	14854	1.5	US
mfsd1	66868	1.5	US
mgi:2136405	93683	1.5	US
nsg1	18196	1.5	US
ppl	19041	1.5	US
slc31a1	20529	1.5	US
zfp672	319475	1.5	US
1600012f09rik	67008	1.5	U
1700029k01rik	76380	1.5	U
cxxc5	67393	1.5	U
hyi	68180	1.5	U
lrp4	228357	1.5	U
mfhas1	52065	1.5	U
mpp1	17524	1.5	U
plscr1	22038	1.5	U
prkar1a	19084	1.5	U
sipa1l2	244668	1.5	U
1110007l15rik	67604	1.5	S
1700009p03rik	74213	1.5	S
2310008m10rik	66357	1.5	S
adprhl2	100206	1.5	S
bc017643	217370	1.5	S
clta	12757	1.5	S
d8wsu49e	71927	1.5	S
enah	13800	1.5	S
got1	14718	1.5	S
jagn1	67767	1.5	S
psmd4	19185	1.5	S
rab11a	53869	1.5	S
ranbp9	56705	1.5	S
tnfaip1	21927	1.5	S
wig1	22401	1.5	S
yipf5	67180	1.5	S
1422684_a_at	1422684_a_at	1.5	Old-L
9130017n09rik	78906	1.5	Old-L
ai428795	209683	1.5	Old-L
rage	26448	1.5	Old-L
sh3glb2	227700	1.5	Old-L
tmem9	66241	1.5	Old-L
1110004f10rik	56372	1.5	CU
1110014d18rik	68501	1.5	CU
1450335_at	1450335_at	1.5	CU
2410003p15rik	56046	1.5	CU
4121402d02rik	74026	1.5	CU
9030416h16rik	71521	1.5	CU
acat2	110460	1.5	CU
ap3s1	11777	1.5	CU
csde1	229663	1.5	CU
csnk1e	27373	1.5	CU
denr	68184	1.5	CU
ephb3	13845	1.5	CU
fnta	14272	1.5	CU
hmgcs1	208715	1.5	CU
hnrpc	15381	1.5	CU
ing1	26356	1.5	CU
man2c1	73744	1.5	CU
mll5	69188	1.5	CU
mphosph9	269702	1.5	CU
mtdh	67154	1.5	CU
pdcd2	18567	1.5	CU
rbm16	106583	1.5	CU
rps11	27207	1.5	CU
rps14	20044	1.5	CU
trappc1	245828	1.5	CU
ube3a	22215	1.5	CU
ctnnd2	18163	1.5	C
ddef1	13196	1.5	C
hdac6	15185	1.5	C
4-Sep	18952	23	Both-L
0610016j10rik	76890	67	Both-L
0610042c05rik	66084	19	Both-L
0710008k08rik	69225	28	Both-L
1110002b05rik	104725	54	Both-L
1110007a06rik	68477	21	Both-L
1110007m04rik	68493	5	Both-L
1110032a04rik	66183	72	Both-L
1110034o07rik	68744	37	Both-L
1110059e24rik	66206	34	Both-L
1190002h23rik	66214	32	Both-L
1300007c21rik	433762	72	Both-L
1426878_at	1426878_at	5	Both-L
1427086_at	1427086_at	16	Both-L
1427795_s_at	1427795_s_at	72	Both-L
1428140_at	1428140_at	11	Both-L
1433810_x_at	1433810_x_at	69	Both-L
1433851_at	1433851_at	56	Both-L
1434340_at	1434340_at	69	Both-L
1436032_at	1436032_at	73	Both-L
1437540_at	1437540_at	65	Both-L
1452654_at	1452654_at	11	Both-L
1455435_s_at	1455435_s_at	23	Both-L
1500015o10rik	78896	0	Both-L
1500031l02rik	66994	52	Both-L
1600012h06rik	67912	5	Both-L
1700012g19rik	67078	67	Both-L
1700088e04rik	27660	22	Both-L
1700123o20rik	58248	36	Both-L
1810009m01rik	65963	47	Both-L
1810019j16rik	69073	66	Both-L
1810044o22rik	66427	73	Both-L
1810047c23rik	192169	29	Both-L
1810058i24rik	67705	36	Both-L
1810073n04rik	72055	5	Both-L
2010315l10rik	67023	28	Both-L
2210010l05rik	98682	61	Both-L
2210409m21rik	70396	6	Both-L
2310030g06rik	66952	3	Both-L
2310037p21rik	72309	22	Both-L
2310046k01rik	69698	23	Both-L
2310056p07rik	70186	29	Both-L
2310061c15rik	66531	76	Both-L
2410091c18rik	73694	46	Both-L
2510042p03rik	72421	15	Both-L
2600001j17rik	70385	19	Both-L
2600005c20rik	72462	73	Both-L
2600011c06rik	67039	65	Both-L
2610001e17rik	67896	70	Both-L
2610307o08rik	72512	15	Both-L
2610318k02rik	68032	42	Both-L
2700078e11rik	78832	72	Both-L
2810003c17rik	108897	22	Both-L
2810418n01rik	69270	21	Both-L
2810421i24rik	75619	49	Both-L
2900064a13rik	73024	61	Both-L
2900091e11rik	67282	67	Both-L
3110009e18rik	73103	73	Both-L
4122402o22rik	77626	27	Both-L
4631426j05rik	77590	0	Both-L
4921506j03rik	382423	28	Both-L
4930418p06rik	76867	11	Both-L
4930521e07rik	67590	38	Both-L
4932432n11rik	74386	66	Both-L
4933428i03rik	66775	73	Both-L
4933434e20rik	99650	9	Both-L
5730536a07rik	68250	36	Both-L
5730592l21rik	76737	25	Both-L
6430706d22rik	381280	43	Both-L
9130213b05rik	231440	65	Both-L
9130404d08rik	74549	5	Both-L
9130427a09rik	107022	29	Both-L
9230117n10rik	77125	30	Both-L
a830059i20rik	58238	69	Both-L
aa408650	106846	37	Both-L
aa536743	100532	65	Both-L
aa589481	102423	67	Both-L
abcg1	11307	56	Both-L
abcg5	27409	5	Both-L
abhd4	105501	53	Both-L
acaa2	52538	3	Both-L
acot1	26897	4	Both-L
acp1	11431	42	Both-L
acyp2	75572	15	Both-L
adamts5	23794	30|66	Both-L
add1	11518	46	Both-L
adhfe1	76187	15	Both-L
adk	11534	26	Both-L
agr2	23795	15	Both-L
ai316787	195040	2	Both-L
ai326906	100608	73	Both-L
ampd2	109674	68	Both-L
amph	218038	59	Both-L
angel2	52477	5	Both-L
ank	11732	70	Both-L
ankrd22	52024	15	Both-L
ankrd24	70615	39	Both-L
anp32e	66471	57|58	Both-L
anxa1	16952	65	Both-L
anxa4	11746	15|23	Both-L
ap3b2	11775	63	Both-L
apbb3	225372	75	Both-L
apcdd1	494504	23|72	Both-L
app	11820	32	Both-L
arf3	11842	3	Both-L
arl6ip1	54208	26	Both-L
armcx2	67416	28	Both-L
armet	74840	44	Both-L
arntl	11865	22	Both-L
asb8	78541	56	Both-L
atg4b	66615	68	Both-L
atoh1	11921	22	Both-L
atp11a	50770	54	Both-L
atp1b1	11931	8|16	Both-L
atp5a1	11946	65	Both-L
atp5g2	67942	43	Both-L
aurka	20878	26	Both-L
auts2	319974	8|64	Both-L
av216087	211896	72	Both-L
aw549877	106064	7	Both-L
aw742319	57874	39	Both-L
b3gnt1	53625	23	Both-L
b4galt6	56386	22	Both-L
b930013m22rik	68750	5	Both-L
bace1	23821	10	Both-L
bag1	12017	17	Both-L
bb128963	233315	62	Both-L
bc007180	209601	72	Both-L
bc016495	225994	65	Both-L
bc024683	229512	64	Both-L
bc026585	226527	22	Both-L
bc027309	243371	38	Both-L
bc028440	232987	22	Both-L
bccip	66165	20	Both-L
bcl2	12043	65	Both-L
bdnf	12064	15	Both-L
bnip3l	12177	5|7	Both-L
c030004a17rik	109229	73	Both-L
c230052i12rik	101831	22	Both-L
c920006c10rik	76740	53	Both-L
cab39l	69008	75	Both-L
cables1	63955	68	Both-L
cacna2d1	12293	65	Both-L
cacng4	54377	25	Both-L
cacybp	12301	36	Both-L
cadps2	320405	22	Both-L
calb1	12307	4	Both-L
calb2	12308	23	Both-L
calca	12310	73	Both-L
cald1	109624	76	Both-L
calm1	12313	29	Both-L
caln1	140904	73	Both-L
camk2b	12323	15	Both-L
camk2g	12325	67	Both-L
camk4	12326	5	Both-L
car10	72605	64	Both-L
cbfa2t2h	12396	67	Both-L
cbln1	12404	3|17	Both-L
ccng1	12450	74	Both-L
ccnt2	72949	18|19	Both-L
cct8	12469	57	Both-L
cd177	68891	72	Both-L
cd24a	12484	18|25|41	Both-L
cd302	66205	1	Both-L
cd9	12527	56	Both-L
cdc7	12545	20	Both-L
cdh2	12558	67|67	Both-L
cdh9	12565	73	Both-L
cdkn1b	12576	5	Both-L
cdkn1c	12577	25	Both-L
cdkn2d	12581	62	Both-L
ceacam2	26367	39	Both-L
centd3	106952	74	Both-L
cetn2	26370	39|62	Both-L
cfi	12630	22	Both-L
chn1	108699	69	Both-L
chodl	246048	72	Both-L
chrna1	11435	72	Both-L
chrng	11449	15	Both-L
chst5	56773	15	Both-L
clcc1	229725	6|21	Both-L
clcn5	12728	71	Both-L
clpx	270166	69	Both-L
clstn2	64085	15	Both-L
cluap1	76779	75	Both-L
cmas	12764	6	Both-L
cndp2	66054	9|38	Both-L
cnn2	12798	76	Both-L
cnn3	71994	26|27|42	Both-L
cntn3	18488	73	Both-L
cntn6	53870	72	Both-L
col11a1	12814	5	Both-L
col11a2	12815	73	Both-L
col18a1	12822	33	Both-L
col5a1	12831	56	Both-L
col5a2	12832	74|76	Both-L
commd5	66398	75	Both-L
cops3	26572	27	Both-L
cops6	26893	51	Both-L
coro2a	107684	22	Both-L
cpeb2	231207	72	Both-L
cpxm1	56264	70	Both-L
cpz	242939	65	Both-L
crabp1	12903	24	Both-L
crispld1	83691	73	Both-L
crlz1	65961	19	Both-L
crnkl1	66877	19	Both-L
crtac1	72832	23	Both-L
cs	12974	21	Both-L
csnk2a1	12995	76	Both-L
csnk2a2	13000	66	Both-L
cstb	13014	36	Both-L
cstf2	108062	71	Both-L
ctnna1	12385	42	Both-L
ctsl	13039	53	Both-L
cugbp1	13046	28	Both-L
cugbp2	14007	3	Both-L
cxcl14	57266	72	Both-L
cyb561	13056	59	Both-L
cycs	13063	35	Both-L
cyp2s1	74134	31	Both-L
cyp7b1	13123	75	Both-L
cys1	12879	15	Both-L
d0h4s114	27528	14|48	Both-L
d10ucla1	28193	72	Both-L
d11ertd730e	193116	42	Both-L
d14ertd209e	52535	67	Both-L
d15ertd366e	65970	15	Both-L
d19wsu12e	226090	52	Both-L
d330001f17rik	223658	7	Both-L
d6ertd253e	52250	30	Both-L
d730039f16rik	77996	31	Both-L
dab2	13132	47	Both-L
dcamkl1	13175	5|64	Both-L
dci	13177	56	Both-L
dcn	13179	8	Both-L
ddit4l	73284	75	Both-L
ddx1	104721	26	Both-L
ddx3x	13205	21|28	Both-L
ddx42	72047	74	Both-L
ddx59	67997	46	Both-L
dgkz	104418	45	Both-L
dhrs4	28200	52|53	Both-L
dnajb11	67838	46	Both-L
dnajb13	69387	15	Both-L
dnajb9	27362	61	Both-L
dnajc19	67713	28	Both-L
dnajc5	13002	3	Both-L
dnajc5b	66326	15	Both-L
dnajc9	108671	37	Both-L
dncic2	13427	21	Both-L
dnmt2	13434	11	Both-L
dock9	105445	15	Both-L
dscaml1	114873	72	Both-L
dscr1l1	53901	73	Both-L
dscr5	56176	44	Both-L
dspg3	13516	0	Both-L
dst	13518	22	Both-L
dusp14	56405	15	Both-L
e130103i17rik	319845	73	Both-L
e2f6	50496	34	Both-L
ebna1bp2	69072	19	Both-L
edem1	192193	69	Both-L
eef1a2	13628	36	Both-L
efhd1	98363	4	Both-L
efhd2	27984	50	Both-L
efnb2	13642	18	Both-L
egfl9	106565	22|30	Both-L
ehd3	57440	31	Both-L
eif2s3x	26905	67	Both-L
eif3s1	78655	76	Both-L
eif4e	13684	41	Both-L
eif4e2	26987	71	Both-L
emid1	140703	54	Both-L
enc1	13803	21	Both-L
enpep	13809	47	Both-L
enpp1	18605	5	Both-L
enpp2	18606	30|63	Both-L
enpp3	209558	74	Both-L
epdr2	105298	54	Both-L
ephx1	13849	15	Both-L
ero1l	50527	73	Both-L
esrrb	26380	31	Both-L
exosc4	109075	66	Both-L
fads2	56473	48	Both-L
fbln2	14115	74	Both-L
fbxw11	103583	52	Both-L
fez1	235180	55	Both-L
fhos2	225288	22	Both-L
fkbp1a	14225	34	Both-L
fkbp9	27055	24	Both-L
fmod	14264	72	Both-L
fos	14281	15	Both-L
foxc1	17300	72	Both-L
foxj3	230700	66	Both-L
frk	14302	72	Both-L
frzb	20378	2	Both-L
fstl1	14314	14	Both-L
fuca2	66848	22	Both-L
fzd2	57265	67	Both-L
fzd4	14366	22	Both-L
fzd7	14369	35	Both-L
fzd8	14370	65	Both-L
gabarapl1	57436	75	Both-L
gad1	14415	15	Both-L
gad2	14417	72	Both-L
galnt11	231050	73	Both-L
galnt7	108150	4|65	Both-L
gars	353172	35	Both-L
gas2	14453	33	Both-L
gata2	14461	10	Both-L
gcdh	270076	75	Both-L
gja1	14609	20|57	Both-L
gjb4	14621	73	Both-L
glcci1	170772	68	Both-L
gmpr2	105446	11	Both-L
gna14	14675	23	Both-L
golga3	269682	70	Both-L
gpiap1	53872	7	Both-L
gpm6b	14758	15	Both-L
gpr125	70693	29	Both-L
gpr155	68526	72	Both-L
gpr37	14763	72	Both-L
gpr89	67549	18	Both-L
grb14	50915	75	Both-L
grtp1	66790	38	Both-L
gsg2	14841	73	Both-L
gyk	14933	75	Both-L
hadhsc	15107	56	Both-L
hagh	14651	56	Both-L
hcfc1	15161	21	Both-L
hdac11	232232	46	Both-L
hdgf	15191	2	Both-L
hes6	55927	44	Both-L
hey1	15213	11	Both-L
heyl	56198	23	Both-L
hgf	15234	64	Both-L
higd1a	56295	28	Both-L
hip1	215114	52	Both-L
hirip5	56748	68	Both-L
hist2h2aa1	15267	15|23	Both-L
hmgcs2	15360	23|47	Both-L
hnrpa3	229279	26|57	Both-L
hnrpab	15384	58	Both-L
hnrpdl	50926	7|42	Both-L
hrsp12	15473	29	Both-L
hs6st1	50785	67	Both-L
hs6st2	50786	11	Both-L
hsd17b12	56348	45	Both-L
hsd3b4	15495	15	Both-L
hspa4l	18415	11	Both-L
htra1	56213	31	Both-L
icrfp703b1614q5.6	57373	69	Both-L
id1	15901	18	Both-L
id2	15902	10|68	Both-L
id4	15904	47|60	Both-L
idh3b	170718	41	Both-L
idua	15932	45	Both-L
igf1	16000	0|4|64	Both-L
igfbp5	16011	12	Both-L
ik	24010	34	Both-L
ikbkap	230233	21	Both-L
impdh2	23918	35|43	Both-L
insm1	53626	73	Both-L
iqgap2	544963	66	Both-L
irs1	16367	53	Both-L
irx2	16372	20	Both-L
itga4	16401	73	Both-L
itga6	16403	45	Both-L
itgb6	16420	3	Both-L
itgbl1	223272	31	Both-L
kcnj10	16513	15	Both-L
kctd10	330171	38	Both-L
kdr	16542	31	Both-L
khdrbs2	170771	23	Both-L
klf4	16600	23|31	Both-L
klhl13	67455	38	Both-L
klhl5	71778	22	Both-L
kremen1	84035	72	Both-L
krt1-18	16668	53	Both-L
l2hgdh	217666	19	Both-L
lactb	80907	69	Both-L
lamp2	16784	23	Both-L
larp5	217980	3	Both-L
ldh1	16828	12	Both-L
lgi1	56839	72	Both-L
lgmn	19141	59	Both-L
litaf	56722	29	Both-L
lmo7	380928	16	Both-L
lrrc16	68732	62	Both-L
lrrc49	102747	38	Both-L
ltbp3	16998	3	Both-L
lyar	17089	12	Both-L
mageh1	75625	37	Both-L
man1a	17155	40	Both-L
maoa	17161	19	Both-L
map3k7	26409	18	Both-L
mapk10	26414	72	Both-L
marcks	17118	28	Both-L
mcart1	230125	74	Both-L
mcfd2	193813	41	Both-L
mcm6	17219	34	Both-L
me2	107029	37	Both-L
mef2c	17260	72	Both-L
mefv	54483	66	Both-L
mgi:1889205	54381	54	Both-L
mgi:1933527	83701	33	Both-L
mgi:2149839	84652	73	Both-L
mgi:2446259	235106	5	Both-L
mgll	23945	15	Both-L
mgst3	66447	56	Both-L
mical1	171580	70	Both-L
mid2	23947	23	Both-L
mkln1	27418	11	Both-L
mkrn2	67027	5	Both-L
mlf1	17349	15	Both-L
mmaa	109136	45	Both-L
mmp2	17390	14|40	Both-L
mnat1	17420	3	Both-L
mns1	17427	39	Both-L
mogat1	68393	15	Both-L
mpv17l	93734	73	Both-L
mre11a	17535	19	Both-L
mrpl49	18120	68	Both-L
msc	17681	66	Both-L
msh3	17686	66	Both-L
mthfd1	108156	7	Both-L
mtpn	14489	2|5	Both-L
myo5b	17919	22	Both-L
myo6	17920	15|23|63	Both-L
myst4	54169	37	Both-L
nap1l1	53605	26|34	Both-L
nars	70223	41|42	Both-L
nbn	27354	19	Both-L
nck1	17973	29	Both-L
ndrg4	234593	22	Both-L
ndufb5	66046	36|44	Both-L
nelf	56876	3	Both-L
net1	56349	3	Both-L
neurod1	18012	72|74	Both-L
nfatc3	18021	66	Both-L
nfix	18032	23	Both-L
nfyb	18045	35	Both-L
nme1	18102	35	Both-L
nmnat1	66454	10	Both-L
notch1	18128	3	Both-L
npc2	67963	42	Both-L
npnt	114249	4	Both-L
nras	18176	70	Both-L
nrip3	78593	72|75	Both-L
nsun2	28114	42	Both-L
nup88	19069	19	Both-L
odz2	23964	15	Both-L
ogn	18295	23	Both-L
olig1	50914	72	Both-L
osmr	18414	72	Both-L
otog	18419	12	Both-L
pabpc1	18458	42	Both-L
padi2	18600	40	Both-L
pafah2	100163	64	Both-L
pak3	18481	23	Both-L
papola	18789	68	Both-L
papss2	23972	22	Both-L
pard6g	93737	67	Both-L
pbk	52033	26	Both-L
pcbp1	23983	36	Both-L
pcbp2	18521	67	Both-L
pcdh8	18530	74	Both-L
pcna	18538	41	Both-L
pcolce	18542	31	Both-L
pcolce2	76477	64	Both-L
pdcl	67466	71	Both-L
pdk1	228026	51|52	Both-L
