GENE ID	Acession No.	Symbol	AT-MSC	AT-MSC-Hepa	Liver	Hepatocyte	Fold change AT-MSC-Hepa/AT-MSC
	THC2385388		0.02	0.76	0.87	1	35.48
8673	NM_003761	VAMP8	0.01	0.35	0.42	1	35.48
116285	NM_052956	ACSM1	0.31	10.82	5.35	1	35.35
5742	NM_000962	PTGS1	0.99	35	0.88	1	35.34
84002	NM_032047	B3GNT5	0.04	1.39	0.09	1	35.22
7163	NM_005079	TPD52	0.01	0.35	1.6	1	34.92
	AK124558		0.03	1	2.2	1	34.7
6783	NM_005420	SULT1E1	0.6	20.63	4.39	1	34.66
	U92981		0.04	1.38	2.36	1	34.49
55753	NM_018245	OGDHL	0.06	2.03	28.29	1	34.21
	AK022351		0.11	3.64	3.4	1	34.19
29760	NM_013314	BLNK	0.04	1.44	5.05	1	34.15
284904	NM_174977	SEC14L4	0.01	0.34	6.59	1	34.1
342035	NM_181789	GLDN	0.61	20.67	1.62	1	34.07
3479	NM_000618	IGF1	0.39	13.26	185.67	1	34.02
	ENST00000330640		0.3	10.28	0.64	1	33.93
	CA414006		0.26	8.84	9.94	1	33.92
6616	NM_003081	SNAP25	0.56	18.94	1.41	1	33.68
140876	XM_114166	C20orf175	0.73	24.68	22.17	1	33.65
6539	NM_003044	SLC6A12	0.01	0.34	2.89	1	33.63
283120	NR_002196	H19	0.01	0.34	0.09	1	33.61
684	NM_004335	BST2	0.01	0.45	1.61	1	33.41
22941	NM_012309	SHANK2	0.06	2.09	3.75	1	32.95
139420	AK131475	FLJ32867	0.6	19.86	5.64	1	32.94
2277	NM_004469	FIGF	0.81	26.56	9.92	1	32.92
	A_24_P50666		0.02	0.57	3.25	1	32.86
	AK130118		0.06	1.85	2.31	1	32.86
570	NM_001701	BAAT	0.01	0.33	1.88	1	32.75
	AK092378		0.37	12.15	13.2	1	32.66
	BE542385		0.04	1.4	3.81	1	32.64
1580	NM_000779	CYP4B1	0.65	21.02	1.2	1	32.57
126695	NM_152365	C1orf172	0.02	0.51	0.86	1	32.56
54490	NM_053039	UGT2B28	0.01	0.46	2.75	1	32.47
55930	NM_018728	MYO5C	0.02	0.67	0.78	1	32.33
1536	NM_000397	CYBB	0.57	18.33	135.32	1	32.25
93082	ENST00000310865	LINCR	0.01	0.32	0.03	1	31.99
120376	BC042557	LOC120376	0.07	2.29	0.19	1	31.99
51207	NM_001007271	DUSP13	0.03	0.89	0.06	1	31.88
51655	NM_016084	RASD1	0.02	0.57	0.53	1	31.77
84868	NM_032782	HAVCR2	0.04	1.13	1.92	1	31.72
1573	NM_000775	CYP2J2	0.01	0.32	2.01	1	31.67
	ENST00000324709		0.21	6.64	39.23	1	31.45
	ENST00000312751		0.02	0.65	0.23	1	31.42
	THC2286412		0.01	0.31	0.66	1	31.34
85415	NM_033103	RHPN2	0.01	0.33	0.66	1	31.21
5493	NM_002705	PPL	0.01	0.31	0.13	1	31.18
107	NM_021116	ADCY1	0.73	22.85	91.98	1	31.13
54873	NM_017734	PALMD	0.09	2.82	1.18	1	30.99
8988	NM_006308	HSPB3	1.42	44.01	1.39	1	30.96
2028	NM_001977	ENPEP	0.07	2.3	14.93	1	30.95
163702	NM_170743	IL28RA	0.01	0.35	1.85	1	30.94
	THC2286822		0.52	16.01	0.91	1	30.93
59272	NM_021804	ACE2	0.01	0.31	0.18	1	30.87
	AK090803		0.04	1.2	0.26	1	30.74
55796	NM_133486	MBNL3	0.03	0.96	1.04	1	30.73
3290	NM_181755	HSD11B1	0.01	0.31	7.16	1	30.7
350	NM_000042	APOH	0.01	0.3	4.6	1	30.5
	A_24_P384379		0.32	9.69	0.34	1	30.47
439949	AY007155	LOC439949	0.01	0.3	0.38	1	30.28
199775	BC021822	C19orf9	0.56	16.89	1.33	1	30.18
	AK021785		0.04	1.34	1.05	1	30.08
8600	NM_003701	TNFSF11	0.01	0.43	0.28	1	30.07
117283	NM_054111	IHPK3	0.01	0.3	0.5	1	29.86
23286	NM_015238	WWC1	0.01	0.3	0.17	1	29.78
50848	NM_144503	F11R	0.01	0.3	0.59	1	29.69
	AL833082		0.66	19.57	2.92	1	29.63
	AK096500		0.01	0.34	0.02	1	29.55
643429	THC2415019	LOC643429	0.05	1.62	12.27	1	29.54
2662	NM_004962	GDF10	2.02	59.66	4.52	1	29.53
	AK125361		0.56	16.48	1.4	1	29.53
6355	NM_005623	CCL8	0.61	17.95	1.34	1	29.46
8842	NM_006017	PROM1	0.38	11.09	4.46	1	29.43
112399	NM_022073	EGLN3	0.02	0.68	0.13	1	29.23
6817	NM_177529	SULT1A1	0.07	2.01	2.19	1	29.14
56920	NM_020163	SEMA3G	0.78	22.75	26.57	1	29.03
	BQ897248		0.92	26.54	503.07	1	28.89
	THC2338942		0.01	0.29	0.68	1	28.86
827	NM_014289	CAPN6	0.88	25.49	2.81	1	28.82
284440	BC034236	MGC39821	0.24	6.89	0.57	1	28.66
552	NM_000706	AVPR1A	0.68	19.38	145.63	1	28.64
4051	NM_000896	CYP4F3	0.04	1.25	10.45	1	28.58
	ENST00000351766		0.02	0.44	0.14	1	28.52
	THC2310027		0.02	0.63	0.52	1	28.47
6514	NM_000340	SLC2A2	0.01	0.28	5.45	1	28.47
7276	NM_000371	TTR	0.01	0.28	1.16	1	28.46
5152	NM_002606	PDE9A	0.03	0.94	0.21	1	28.45
53905	NM_017434	DUOX1	0.08	2.41	0.16	1	28.41
55890	NM_022036	GPRC5C	0.02	0.47	1.45	1	28.39
	CR627122		0.08	2.18	10.35	1	28.33
113835	NM_033468	ZNF257	0.62	17.52	1.36	1	28.32
	AK124936		0.04	1	0.65	1	28.29
219738	NM_145306	C10orf35	0.02	0.48	0.13	1	28.27
6299	NM_002968	SALL1	0.02	0.45	1.41	1	28.12
1191	NM_203339	CLU	0.02	0.45	0.82	1	28.12
	CR618371		0.01	0.3	0.05	1	28.1
	ENST00000324559		0.11	3.19	11.56	1	28.07
	THC2364878		0.56	15.61	102.68	1	28.06
	A_24_P109661		0.02	0.59	0.3	1	27.85
	THC2344956		2.39	66.42	2.35	1	27.78
1014	NM_004062	CDH16	0.05	1.34	0.11	1	27.72
7448	NM_000638	VTN	0.04	1	7.18	1	27.72
8537	NM_003657	BCAS1	0.01	0.28	0.02	1	27.64
84632	NM_001001936	KIAA1914	0.58	16.11	7.88	1	27.61
441027	AK023055	FLJ12993	0.07	1.98	2.01	1	27.58
	AF086044		0.04	1.21	0.71	1	27.52
284111	NM_177550	SLC13A5	0.01	0.27	14.12	1	27.47
	THC2247947		0.01	0.27	0.72	1	27.46
6927	NM_000545	TCF1	0.01	0.27	1.11	1	27.44
374	NM_001657	AREG	0.01	0.32	0.01	1	27.44
1401	NM_000567	CRP	0.1	2.67	455.41	1	27.31
23007	NM_014996	PLCH1	0.52	14.14	1.25	1	27.3
5858	NM_002864	PZP	0.54	14.71	30.93	1	27.16
7100	NM_003268	TLR5	0.09	2.54	2.68	1	27.15
79098	NM_023938	C1orf116	0.02	0.52	0.04	1	27.12
9245	NM_004751	GCNT3	0.01	0.27	0.01	1	27.1
	XM_498024		0.01	0.34	0.12	1	27.05
21	NM_001089	ABCA3	0.01	0.33	0.13	1	27
4129	NM_000898	MAOB	0.01	0.27	0.97	1	26.94
84448	NM_032432	ABLIM2	0.21	5.7	2.04	1	26.88
	THC2375651		0.1	2.61	4.63	1	26.74
4781	NM_005596	NFIB	0.07	1.77	3.27	1	26.42
3795	NM_000221	KHK	0.01	0.32	5.12	1	26.4
3576	NM_000584	IL8	0.03	0.78	0.01	1	26.38
51361	NM_015888	HOOK1	0.05	1.43	5.56	1	26.3
79782	NM_024727	LRRC31	0.04	1.15	0.1	1	26.16
1288	NM_033641	COL4A6	0.58	15.1	1.38	1	26.12
197	NM_001622	AHSG	0.01	0.26	3.42	1	26.11
7089	NM_003260	TLE2	0.62	16.23	16.78	1	26.1
9413	NM_004816	C9orf61	0.01	0.26	0.02	1	26.07
2147	NM_000506	F2	0.01	0.35	2.83	1	26.07
5169	NM_005021	ENPP3	0.61	15.77	22.46	1	26.02
55765	NM_018265	C1orf106	0.01	0.26	0.01	1	25.94
	AL834140		0.02	0.54	0.45	1	25.93
6660	NM_152989	SOX5	0.06	1.64	3.51	1	25.92
	ENST00000313774		0.01	0.32	0.01	1	25.91
	A_32_P205792		0.01	0.26	1.78	1	25.91
10653	NM_021102	SPINT2	0.01	0.26	0.05	1	25.69
10643	NM_006547	IGF2BP3	0.06	1.61	0.01	1	25.67
54504	NM_031311	CPVL	0.06	1.46	4.88	1	25.64
	A_24_P264293		0.01	0.32	0.12	1	25.62
	THC2427266		0.06	1.55	0.76	1	25.62
6373	NM_005409	CXCL11	0.08	2.13	0.18	1	25.59
9771	D87467	RAPGEF5	0.27	6.9	5.65	1	25.59
	THC2437757		0.02	0.51	0.02	1	25.59
347733	NM_178012	TUBB2B	0.01	0.32	0.07	1	25.52
64066	NM_022122	MMP27	0.39	10.04	0.68	1	25.51
147710	XM_097278	LOC147710	0.01	0.25	0.22	1	25.49
	A_24_P315405		0.07	1.74	0.93	1	25.47
	THC2313103		0.2	4.99	0.39	1	25.46
	ENST00000322839		0.07	1.86	0.23	1	25.41
2793	NM_031498	GNGT2	0.6	15.28	6.27	1	25.36
	THC2343897		0.82	20.8	1.4	1	25.35
5009	NM_000531	OTC	0.03	0.66	2.85	1	25.27
	CR596233		4.23	106.79	18.56	1	25.27
	A_24_P936373		0.14	3.59	0.32	1	25.22
725	NM_000716	C4BPB	0.01	0.25	3.24	1	25.12
57639	NM_020879	KIAA1505	2.32	58.16	3.46	1	25.1
	AL049990		0.68	17.16	7.19	1	25.08
	K03200		0.01	0.25	0.01	1	25.06
349565	NM_178177	NMNAT3	0.07	1.65	2.35	1	25.05
	A_24_P15973		0.01	0.25	0.07	1	25.04
1999	NM_004433	ELF3	0.01	0.25	0.1	1	24.82
3909	NM_198129	LAMA3	0.02	0.44	0.1	1	24.65
963	NM_000560	CD53	0.63	15.35	155.29	1	24.49
80063	NM_024997	ATF7IP2	0.09	2.18	2.68	1	24.48
126969	NM_152369	SLC44A3	0.02	0.51	0.08	1	24.43
4804	NM_002507	NGFR	0.57	13.92	59.75	1	24.41
81561	AK024850	C2orf31	0.03	0.78	1.77	1	24.38
	BQ417071		0.03	0.84	1.79	1	24.31
	THC2379201		0.95	23.04	1.39	1	24.21
	XM_372803		0.11	2.62	2.38	1	24.18
	THC2340365		0.3	7.28	6.76	1	24.16
2041	NM_005232	EPHA1	0.07	1.64	5.52	1	24.13
	A_24_P229426		0.06	1.55	16.55	1	24.12
3848	NM_006121	KRT1	0.65	15.68	1.35	1	24.04
154661	NM_138290	RPIB9	0.03	0.8	5.53	1	23.92
4128	NM_000240	MAOA	0.01	0.24	1.23	1	23.89
	ENST00000333638		0.08	1.85	1.31	1	23.68
402643	ENST00000341372	LOC402643	0.07	1.63	0.51	1	23.66
6152	NM_000986	RPL24	0.11	2.57	1.66	1	23.6
23302	NM_015253	KIAA0523	0.01	0.29	0.18	1	23.57
8743	NM_003810	TNFSF10	0.07	1.59	1.5	1	23.57
79054	NM_024080	TRPM8	0.01	0.24	4.38	1	23.56
	A_24_P230466		0.01	0.32	0.14	1	23.53
	A_32_P119949		0.04	0.93	2.14	1	23.53
	CR620185		0.21	4.92	0.49	1	23.52
	NM_001007539		0.12	2.87	1.28	1	23.5
57480	NM_001029884	PLEKHG1	0.15	3.43	6.13	1	23.49
3821	NM_002259	KLRC1	0.15	3.56	1.78	1	23.48
84559	NR_001555	GOLGA2LY1	0.08	1.9	0.94	1	23.43
	A_24_P213336		0.01	0.23	0.09	1	23.38
	AK074614		0.01	0.29	0.33	1	23.37
	BC037919		0.1	2.27	2.49	1	23.36
	AK021715		0.31	7.25	3.01	1	23.29
9603	NM_004289	NFE2L3	0.08	1.9	0.26	1	23.21
29034	BC020670	PRO0132	0.05	1.27	6.26	1	23.17
57188	NM_207517	ADAMTSL3	0.01	0.23	1.43	1	23.16
5178	NM_006210	PEG3	0.62	14.42	6.35	1	23.15
	THC2385462		0.17	3.98	3.23	1	23.13
4892	NM_198060	NRAP	0.04	0.86	1.51	1	23.09
10017	NM_020396	BCL2L10	0.06	1.32	3.85	1	23.06
135295	NM_080743	SRrp35	0.01	0.32	0.12	1	23.06
3983	NM_001003408	ABLIM1	0.03	0.6	0.24	1	22.96
244	NM_001630	ANXA8	0.05	1.11	0.33	1	22.96
4950	NM_002538	OCLN	0.05	1.13	0.45	1	22.95
150590	NM_144706	C2orf15	0.13	3.05	1.11	1	22.87
247	NM_001141	ALOX15B	0.24	5.52	2.19	1	22.73
	THC2338780		0.01	0.23	0.43	1	22.59
	A_24_P187154		0.07	1.47	0.85	1	22.57
	THC2279299		0.05	1.02	3.98	1	22.56
	BQ017638		0.02	0.48	1.2	1	22.5
3081	NM_000187	HGD	0.02	0.45	6.29	1	22.5
9185	NM_004726	REPS2	0.02	0.43	0.79	1	22.47
4319	NM_002425	MMP10	0.03	0.59	0.06	1	22.46
7273	NM_133378	TTN	0.57	12.78	3.14	1	22.43
	THC2376737		0.04	0.89	3.55	1	22.38
768	NM_001216	CA9	0.86	19.25	7.94	1	22.37
	THC2406727		0.02	0.53	0.43	1	22.33
7852	NM_001008540	CXCR4	0.18	4.02	94.89	1	22.29
	AL133090		0.79	17.6	1.34	1	22.28
55540	NM_172234	IL17RB	0.02	0.5	2.79	1	22.27
	BQ028747		0.16	3.66	3.2	1	22.25
	A_24_P524164		0.02	0.48	0.02	1	22.15
	ENST00000317931		0.01	0.25	0.21	1	22.01
	AK125122		0.01	0.22	1.19	1	21.97
25791	NM_019850	NGEF	0.01	0.22	0.4	1	21.96
80781	NM_030582	COL18A1	0.08	1.68	2.8	1	21.95
64284	NM_022449	RAB17	0.02	0.45	6.78	1	21.95
79762	NM_024709	C1orf115	0.01	0.22	0.86	1	21.9
	THC2404169		0.09	2	2.53	1	21.88
57055	NM_001005785	DAZ2	0.66	14.43	1.36	1	21.84
8856	NM_003889	NR1I2	0.01	0.22	2.14	1	21.83
348093	NM_194272	RBPMS2	0.02	0.47	1.72	1	21.82
29988	NM_014580	SLC2A8	0.02	0.38	1.31	1	21.78
6489	NM_003034	ST8SIA1	0.89	19.36	1.38	1	21.78
	A_24_P358857		0.01	0.22	0.05	1	21.73
	ENST00000333197		0.01	0.22	0.08	1	21.7
	BE080604		0.57	12.33	1.35	1	21.69
140685	AK126720	BTBD4	0.13	2.74	2.39	1	21.63
415	NM_000047	ARSE	0.03	0.61	1.91	1	21.61
	AF118092		0.09	2.05	3.47	1	21.6
4139	NM_018650	MARK1	0.97	20.99	7.12	1	21.54
642853	AK098579	LOC642853	0.57	12.18	1.38	1	21.53
3034	NM_002108	HAL	0.01	0.28	18.35	1	21.5
635	NM_001713	BHMT	0.02	0.42	16.95	1	21.43
	ENST00000344214		0.01	0.22	0.07	1	21.39
3122	NM_019111	HLA-DRA	0.54	11.49	172.6	1	21.36
10110	NM_170693	SGK2	0.01	0.21	1.79	1	21.31
335	NM_000039	APOA1	0.01	0.21	3.76	1	21.28
123876	NM_001010845	LOC123876	0.07	1.43	19.32	1	21.26
84072	NM_032132	HORMAD1	0.06	1.23	0.25	1	21.19
	A_32_P126688		0.2	4.29	7.14	1	21.13
23166	NM_015136	STAB1	0.61	12.94	663.97	1	21.07
	A_24_P195974		0.01	0.21	0.07	1	21.05
	A_24_P418216		0.01	0.21	0.07	1	21.03
	A_24_P790361		0.41	8.62	8.44	1	21.02
	A_24_P7021		0.01	0.21	0.09	1	20.97
	BC035379		0.07	1.41	1.76	1	20.9
	A_32_P42137		0.07	1.54	3.79	1	20.89
118471	NM_145202	PRAP1	0.02	0.44	1.17	1	20.86
84076	NM_032136	TKTL2	0.56	11.58	1.63	1	20.86
	THC2317149		0.14	2.85	0.41	1	20.83
4969	NM_033014	OGN	4.99	103.96	6.06	1	20.83
9545	BC007960	RAB3D	0.03	0.54	0.11	1	20.78
	BC064982		0.01	0.21	0.32	1	20.73
54463	NM_019000	FLJ20152	0.01	0.21	0.4	1	20.73
164656	NM_153609	TMPRSS6	0.07	1.52	4.58	1	20.69
26095	NM_015605	PTPN20B	0.19	3.9	0.46	1	20.65
2346	NM_004476	FOLH1	0.07	1.42	7.63	1	20.64
256764	NM_182758	WDR72	0.62	12.86	108.07	1	20.62
6279	NM_002964	S100A8	0.34	7.05	298.29	1	20.59
4879	NM_002521	NPPB	0.02	0.5	0.01	1	20.57
23767	NM_198391	FLRT3	0.03	0.55	0.18	1	20.57
	THC2336713		0.15	3.02	1.4	1	20.54
353189	NM_180991	SLCO4C1	0.14	2.83	11.25	1	20.53
	THC2296085		0.14	2.91	0.35	1	20.46
4050	NM_002341	LTB	0.01	0.2	0.04	1	20.42
	BC022556		0.56	11.44	27.72	1	20.42
731	NM_000562	C8A	0.03	0.71	61.32	1	20.35
91937	NM_138379	TIMD4	0.02	0.44	17.49	1	20.23
57482	AL133028	KIAA1211	0.09	1.85	0.31	1	20.22
340719	NM_199461	NANOS1	0.03	0.68	0.02	1	20.21
	THC2310298		0.01	0.2	0.04	1	20.2
3689	NM_000211	ITGB2	0.18	3.67	44.06	1	20.18
	CD614215		0.01	0.2	1.38	1	20.01
80323	NM_025214	CCDC68	0.06	1.26	1.33	1	19.98
2258	NM_004114	FGF13	0.12	2.43	3.19	1	19.97
2678	NM_013430	GGT1	0.05	1.03	2.21	1	19.91
	ENST00000238576		0.11	2.19	12.33	1	19.89
1735	NM_001362	DIO3	0.7	13.86	5.42	1	19.83
78986	NM_024025	DUSP26	0.14	2.79	0.38	1	19.79
55894	NM_018661	DEFB103A	0.48	9.4	1.2	1	19.73
26172	AL117530	C3orf41	0.6	11.77	153.94	1	19.64
2328	NM_001002294	FMO3	0.03	0.66	6.73	1	19.63
79799	NM_024743	UGT2A3	0.05	1.02	0.39	1	19.59
	ENST00000219746		0.02	0.38	0.31	1	19.54
3075	NM_000186	CFH	0.99	19.22	61.6	1	19.46
717	NM_000063	C2	0.03	0.61	5.62	1	19.45
2259	NM_175929	FGF14	0.08	1.63	1.06	1	19.45
	THC2306968		0.56	10.89	3.06	1	19.42
284654	NM_173640	RSPO1	0.56	10.78	1.32	1	19.33
3242	NM_002150	HPD	0.01	0.19	1.52	1	19.31
326624	NM_175738	RAB37	0.01	0.19	1.59	1	19.28
2626	NM_002052	GATA4	0.04	0.78	1.65	1	19.27
10637	NM_020997	LEFTY1	0.08	1.54	1.76	1	19.25
134526	NM_130767	ACOT12	0.1	1.95	6.57	1	19.18
84457	NM_032439	PHYHIPL	0.07	1.4	1.3	1	19.14
3394	NM_002163	IRF8	0.05	0.93	1.81	1	19.12
84152	NM_032192	PPP1R1B	1.04	19.9	2.09	1	19.1
145200	XM_096733	C14orf72	0.01	0.24	0.05	1	19.05
	BC043195		0.1	1.94	0.1	1	19.04
	ENST00000308819		0.05	0.99	0.16	1	19.02
118663	NM_144587	BTBD16	0.06	1.18	3.7	1	18.99
6568	NM_005074	SLC17A1	0.03	0.57	2.8	1	18.97
5166	NM_002612	PDK4	0.16	3.06	21.9	1	18.96
	AF130107		0.26	4.91	5.36	1	18.95
	AK055409		0.6	11.32	7.45	1	18.94
5105	NM_002591	PCK1	0.16	3.12	725.29	1	18.89
163732	NM_133467	CITED4	0.01	0.19	0.17	1	18.89
11223	ENST00000334429	MSTP9	0.09	1.62	12.7	1	18.88
54979	NM_017878	HRASLS2	0.03	0.53	2.67	1	18.86
2706	NM_004004	GJB2	0.01	0.19	0.77	1	18.81
	AF261918		0.11	2.04	0.64	1	18.76
94274	NM_033256	PPP1R14A	0.19	3.5	1.82	1	18.73
5950	NM_006744	RBP4	0.01	0.19	2.39	1	18.73
	A_24_P332595		0.01	0.19	0.04	1	18.73
	A_24_P635991		0.56	10.39	1.41	1	18.66
10205	NM_144765	EVA1	0.06	1.09	0.85	1	18.62
	A_24_P306644		0.01	0.19	0.06	1	18.62
2215	NM_000570	FCGR3B	0.59	10.91	90.63	1	18.6
5161	NM_005390	PDHA2	0.56	10.35	2.15	1	18.55
9750	AB002384	C6orf32	0.74	13.67	30.98	1	18.49
56974	ENST00000360887	DKFZp547K054	0.63	11.53	5.51	1	18.4
56999	NM_182920	ADAMTS9	0.07	1.22	0.3	1	18.36
171425	NM_206808	CLYBL	0.02	0.4	0.38	1	18.32
	AK126405		0.73	13.3	11.58	1	18.32
58510	NM_021232	PRODH2	0.02	0.31	9.65	1	18.31
2053	NM_001979	EPHX2	0.09	1.73	9.74	1	18.27
	THC2281591		0.06	1.17	0.21	1	18.25
1589	NM_000500	CYP21A2	0.18	3.22	3.96	1	18.21
7850	NM_004633	IL1R2	0.02	0.33	0.6	1	18.2
83937	NM_032023	RASSF4	0.03	0.46	0.17	1	18.19
1592	NM_057157	CYP26A1	0.02	0.42	1.85	1	18.17
80333	NM_147182	KCNIP4	0.56	10.14	1.39	1	18.16
7855	NM_003468	FZD5	0.01	0.22	0.68	1	18.16
79789	NM_024734	CLMN	0.01	0.18	0.82	1	18.16
	ENST00000330567		0.01	0.18	0.09	1	18.13
79961	NM_024901	DENND2D	0.04	0.64	0.31	1	17.97
	AB075838		0.08	1.45	2.61	1	17.95
	A_24_P366546		0.19	3.49	3.1	1	17.94
	AK091978		0.15	2.69	16.52	1	17.93
5369	NM_153381	PMCHL1	0.13	2.41	0.32	1	17.93
164832	CR590043	LONRF2	0.15	2.68	1.54	1	17.92
54020	NM_018964	SLC37A1	0.01	0.18	0.1	1	17.9
2027	NM_001976	ENO3	0.02	0.31	2.02	1	17.84
9076	NM_021101	CLDN1	0.01	0.18	0.1	1	17.81
	A_24_P41662		0.12	2.19	2.02	1	17.81
28984	NM_014059	RGC32	5.28	93.67	6.1	1	17.75
1028	NM_000076	CDKN1C	0.8	14.27	19.92	1	17.74
8631	NM_003726	SCAP1	0.02	0.32	0.97	1	17.72
	A_24_P127362		0.01	0.21	0.08	1	17.71
	A_32_P68205		0.03	0.6	2.57	1	17.66
	A_24_P844100		0.01	0.18	0.04	1	17.66
	AB032989		0.06	0.99	1.69	1	17.62
23553	NM_012269	HYAL4	0.18	3.17	0.44	1	17.59
5340	NM_000301	PLG	0.08	1.36	14.74	1	17.58
93099	NM_033317	DMKN	0.15	2.61	0.09	1	17.55
	THC2314457		0.03	0.55	0.39	1	17.53
57633	NM_020873	LRRN1	0.6	10.44	1.41	1	17.47
26049	CR936791	KIAA0888	0.05	0.84	1.24	1	17.45
283481	BC033993	LOC283481	0.02	0.33	1.15	1	17.31
	THC2431122		0.6	10.36	19.11	1	17.29
5348	NM_005031	FXYD1	0.02	0.41	4.18	1	17.22
122060	NM_144595	FLJ30046	0.03	0.58	1.5	1	17.14
	A_23_P15226		0.05	0.81	0.84	1	17.14
4033	NM_006152	LRMP	0.57	9.81	6.04	1	17.12
443	NM_000049	ASPA	0.88	15.13	3.62	1	17.11
	BE671947		0.56	9.55	1.37	1	17.09
319	NM_001638	APOF	0.07	1.11	361.43	1	17.03
	BC004287		0.58	9.94	20.09	1	17.03
	CR593560		0.71	12.05	3.64	1	16.99
8639	NM_003734	AOC3	0.17	2.84	11.29	1	16.98
	ENST00000244249		0.09	1.52	1.91	1	16.97
55620	NM_001013841	STAP2	0.01	0.18	0.14	1	16.96
	BC023274		0.15	2.55	6.05	1	16.93
	XM_497696		0.14	2.44	1.69	1	16.92
1237	NM_005201	CCR8	0.55	9.37	1.41	1	16.92
203328	NM_145006	SUSD3	0.02	0.34	0.59	1	16.9
123036	NM_152332	MTAC2D1	0.07	1.14	0.4	1	16.83
8714	NM_020038	ABCC3	0.02	0.35	0.81	1	16.82
	ENST00000278949		0.05	0.9	0.35	1	16.81
	AW386276		0.09	1.49	22.4	1	16.73
7075	NM_005424	TIE1	0.48	8.07	29.36	1	16.72
3078	NM_002113	CFHR1	0.66	11.11	45.93	1	16.72
65267	NM_020922	WNK3	0.11	1.87	15.83	1	16.72
330	NM_001165	BIRC3	0.01	0.17	0.02	1	16.63
	A_24_P471242		0.02	0.25	0.1	1	16.57
27237	NM_014448	ARHGEF16	0.03	0.54	0.37	1	16.56
9770	NM_014737	RASSF2	0.31	5.15	3.84	1	16.56
	ENST00000256969		0.12	1.95	0.22	1	16.56
	A_24_P341546		0.01	0.17	0.06	1	16.55
151126	NM_152520	ZNF533	0.14	2.24	4.56	1	16.53
	THC2433864		0.11	1.75	11.81	1	16.53
7429	NM_007127	VIL1	0.01	0.17	0.04	1	16.51
117248	NM_054110	GALNTL2	1.65	27.15	14.21	1	16.47
	A_32_P149806		0.82	13.59	1.34	1	16.47
9420	NM_004820	CYP7B1	0.09	1.55	4.67	1	16.44
83641	NM_031453	FAM107B	0.02	0.34	0.81	1	16.42
26508	NM_014571	HEYL	0.45	7.38	17.09	1	16.42
	CR624517		0.51	8.37	17.51	1	16.39
81494	NM_030787	CFHR5	0.55	9.08	924.13	1	16.39
158402	AK056358	LOC158402	0.07	1.06	0.18	1	16.36
	BQ000605		0.08	1.33	0.92	1	16.34
6694	NM_006944	SPP2	0.01	0.16	1.34	1	16.32
3818	NM_000892	KLKB1	0.16	2.53	10.06	1	16.29
	CR596491		0.19	3.09	0.52	1	16.27
5288	NM_004570	PIK3C2G	0.04	0.7	6.31	1	16.25
	BM727182		0.1	1.66	4.68	1	16.2
4645	AK025336	MYO5B	0.01	0.16	0.21	1	16.2
	AK027294		12.74	206.27	13.45	1	16.19
23531	NM_012329	MMD	0.18	2.93	0.82	1	16.15
590	NM_000055	BCHE	0.26	4.23	6.06	1	16.14
440607	NM_001017986	LOC440607	0.56	8.99	19.05	1	16.12
89932	NM_173462	PAPLN	0.15	2.37	0.13	1	16.08
10878	NM_021023	CFHR3	0.51	8.25	23.81	1	16.07
	A_32_P112546		0.01	0.16	0.08	1	16.03
3823	NM_007333	KLRC3	0.1	1.63	0.33	1	16.03
	BX648086		0.03	0.44	0.23	1	16.01
	A_24_P203976		0.13	2.13	1.06	1	15.99
5140	NM_000922	PDE3B	0.05	0.72	3.25	1	15.95
	A_32_P114268		0.22	3.49	1.36	1	15.92
84952	NM_032866	CGNL1	0.04	0.68	1.07	1	15.9
1244	NM_000392	ABCC2	0.02	0.29	0.79	1	15.88
	A_24_P281605		0.01	0.16	0.07	1	15.85
57834	NM_021187	CYP4F11	0.02	0.25	3.92	1	15.84
283102	BC093663	FLJ46111	0.01	0.16	0.06	1	15.84
9514	NM_004861	GAL3ST1	0.01	0.16	0.04	1	15.83
	AK026826		1.34	21.17	119.07	1	15.83
	A_24_P186746		0.02	0.27	0.11	1	15.82
	D86984		0.05	0.82	1.75	1	15.82
	A_24_P843309		0.01	0.16	0.06	1	15.78
9620	NM_014246	CELSR1	0.05	0.71	0.28	1	15.77
	A_24_P323974		0.12	1.88	0.84	1	15.65
254950	NM_181623	KRTAP15-1	0.57	8.87	1.39	1	15.65
	AJ297349		0.43	6.72	4.71	1	15.62
	BG547557		0.23	3.65	1.48	1	15.6
10246	NM_005835	SLC17A2	0.05	0.81	19.16	1	15.6
9235	NM_001012631	IL32	0.01	0.16	0.06	1	15.57
	AK074181		0.1	1.55	0.1	1	15.56
66002	NM_023944	CYP4F12	0.01	0.16	1.77	1	15.54
	BC062780		0.56	8.68	124.44	1	15.52
	ENST00000303697		0.15	2.35	1.81	1	15.48
11136	NM_014270	SLC7A9	0.01	0.18	0.73	1	15.47
10158	NM_005764	PDZK1IP1	0.01	0.15	0.06	1	15.39
	A_23_P62857		0.13	1.92	399.21	1	15.37
23242	NM_015198	COBL	0.01	0.15	0.52	1	15.36
94031	NM_053044	HTRA3	3.24	49.74	30.33	1	15.35
84675	NM_184086	TRIM55	0.01	0.15	1.13	1	15.28
	A_24_P96857		0.06	0.95	0.93	1	15.24
79100	BC068047	MGC4473	0.15	2.31	12.88	1	15.24
